AMG,Affiliated Managers Group,NASDAQ
153.21,157.81,158.50,153.12
159.11,161.38,162.42,157.03
161.46,161.11,162.55,160.41
160.61,158.38,162.85,158.31
158.95,160.73,161.25,158.54
159.29,154.82,160.60,154.55
155.46,151.39,157.22,151.00
151.07,148.49,153.02,148.30
147.64,146.25,149.10,145.02
147.72,146.98,148.27,146.04
146.71,147.30,148.09,144.69
147.37,145.88,147.90,145.20
145.75,143.98,145.89,143.12
144.66,145.05,145.41,144.10
145.00,143.67,145.12,142.96
143.50,143.93,145.40,143.04
144.94,145.30,146.21,144.37
147.72,145.79,148.94,144.40
145.93,149.41,149.94,145.49
149.05,147.58,149.97,145.54
148.10,147.25,148.80,146.19
145.78,143.43,147.00,143.03
143.43,143.27,144.16,142.53
143.20,145.22,145.25,142.75
144.28,143.58,144.60,140.85
144.33,143.53,146.43,143.26
