AMG,Affiliated Managers Group,NASDAQ
101.91,106.92,108.40,101.91
105.90,103.07,106.40,102.82
103.07,103.86,106.14,102.77
102.29,104.33,105.66,100.87
106.23,102.58,106.67,100.70
101.76,97.53,103.16,97.48
97.71,99.89,100.07,95.68
98.17,92.60,98.77,92.12
93.88,90.24,93.92,88.03
86.02,79.82,88.42,79.28
81.96,88.07,88.21,80.07
85.41,81.97,87.35,81.82
82.84,86.69,87.89,81.33
87.43,86.96,88.71,86.03
88.34,89.94,90.08,87.49
88.41,87.48,88.98,85.43
88.12,85.60,88.72,84.08
81.71,77.39,81.71,75.71
76.08,77.10,80.88,76.08
81.27,77.23,81.27,76.60
77.06,81.57,81.65,76.01
81.15,83.01,84.38,80.63
83.29,81.75,85.77,81.09
80.78,84.09,85.10,80.00
86.01,87.66,88.21,85.56
87.03,86.87,88.86,86.28
87.99,87.16,89.20,86.08
87.18,84.76,87.87,84.67
81.91,81.92,83.99,81.25
78.90,80.29,80.54,77.15
82.07,85.31,85.99,81.96
84.46,83.14,85.10,82.80
82.09,81.24,84.41,80.37
79.61,81.75,81.81,78.08
82.19,82.74,83.69,80.94
83.63,84.71,86.09,81.74
85.63,87.51,87.63,84.82
88.09,87.72,88.55,85.39
85.30,85.56,86.46,83.09
86.15,84.40,87.27,84.29
84.32,80.78,85.54,80.77
78.71,78.53,79.87,76.95
77.90,79.81,81.34,77.34
80.83,82.70,82.99,78.35
83.48,84.85,88.72,83.48
84.85,80.01,85.81,79.85
82.39,83.01,83.46,79.69
81.07,78.05,81.28,78.05
77.75,72.88,78.43,72.88
71.86,77.52,77.79,70.27
77.53,78.40,79.05,75.60
77.94,80.20,80.38,75.76
80.57,77.85,81.03,76.62
80.03,83.82,83.86,79.49
82.71,84.64,85.28,82.14
85.24,87.15,88.49,84.97
85.77,84.12,85.77,81.85
85.62,85.67,86.44,83.74
84.81,82.76,84.91,82.51
83.70,86.80,87.50,82.33
86.18,85.10,87.41,84.77
85.06,85.93,86.56,82.86
87.19,87.45,88.42,86.16
87.84,90.26,90.55,87.84
89.37,87.36,90.25,85.68
89.53,89.68,90.23,86.78
93.66,98.05,100.41,93.65
97.91,97.06,98.75,96.90
95.12,92.61,95.22,92.50
88.25,88.49,91.00,87.05
90.61,91.62,92.36,89.46
93.07,94.30,94.78,89.73
92.82,93.50,93.84,91.07
93.12,93.73,94.09,91.10
94.71,94.10,95.66,92.08
92.20,88.73,92.20,88.34
93.27,90.25,93.28,88.41
92.02,92.79,93.16,91.72
92.32,91.68,92.91,90.60
91.06,92.78,93.38,90.31
91.73,92.01,93.56,91.22
92.15,88.97,92.52,88.43
89.74,89.83,91.10,88.26
88.39,86.42,88.39,85.38
86.14,85.56,86.85,84.63
84.13,82.74,85.36,82.30
82.04,81.84,83.78,81.28
85.38,87.74,88.58,85.10
87.78,87.55,88.65,86.93
90.08,94.57,94.72,90.07
94.06,93.02,94.36,92.76
94.50,95.67,97.17,94.00
97.63,98.17,99.78,97.11
98.09,97.19,98.79,96.71
96.09,97.55,97.93,94.89
96.21,93.58,96.21,93.22
94.07,95.85,96.49,93.78
93.82,93.34,93.88,92.33
94.05,91.35,94.39,90.15
90.36,90.22,91.06,88.71
92.02,90.45,92.08,90.24
91.37,91.53,92.98,90.66
91.85,89.67,92.56,89.36
91.90,94.68,94.75,91.90
94.00,95.15,95.20,92.48
95.24,96.17,96.53,95.11
96.66,96.74,96.87,96.01
96.58,96.78,97.86,96.35
96.95,94.39,96.95,94.17
95.08,96.94,97.07,94.73
97.07,95.95,97.07,95.78
98.69,97.51,99.95,96.94
96.68,97.80,98.41,95.95
96.84,98.23,98.66,96.16
98.65,98.02,99.02,97.54
99.70,99.99,101.57,99.26
100.57,102.48,102.51,100.53
101.63,101.04,102.27,100.18
101.19,99.93,101.19,98.97
98.27,98.64,99.00,97.66
99.89,98.03,100.16,97.99
98.14,99.17,99.54,97.58
99.82,101.20,102.44,99.64
101.07,101.14,101.82,100.07
100.80,100.78,102.27,100.33
99.61,101.45,101.88,99.46
100.88,101.69,102.03,100.26
102.63,102.61,104.06,101.72
101.51,102.17,102.70,101.14
100.80,100.56,101.59,99.62
101.25,100.51,101.43,97.30
99.66,103.41,103.88,99.66
103.50,103.85,104.95,103.28
105.61,107.69,107.74,105.49
106.79,106.59,108.15,106.01
106.31,107.60,107.97,105.43
107.62,107.43,108.64,106.72
107.69,106.74,107.92,106.16
104.46,105.60,106.66,104.21
107.12,106.38,107.23,105.89
105.56,105.12,105.82,104.42
106.00,104.51,106.40,103.83
104.59,106.95,107.01,104.29
107.54,107.23,107.85,106.67
107.23,106.68,108.39,106.10
106.63,104.97,106.84,104.43
105.01,106.16,106.37,104.53
106.21,107.07,107.44,105.91
106.10,107.38,107.78,104.88
107.65,106.73,107.65,106.15
106.87,106.39,107.75,105.68
106.88,107.99,108.24,106.73
107.93,107.63,108.39,107.26
107.61,107.12,107.80,106.49
104.75,104.43,105.96,103.60
104.67,106.13,106.38,104.67
107.21,107.06,107.63,106.00
107.44,109.35,110.10,107.00
109.10,107.85,109.30,107.52
108.49,112.07,112.07,108.17
112.35,111.60,112.35,110.50
111.94,112.72,113.88,111.55
113.18,112.13,113.25,111.81
111.89,113.07,114.39,111.52
111.98,111.59,112.64,110.79
112.34,112.19,113.18,111.86
110.91,110.48,111.55,110.13
110.41,110.77,111.10,109.30
111.44,113.22,113.22,111.44
113.48,112.61,113.77,112.49
112.43,112.28,112.68,110.64
110.92,110.96,111.50,109.54
111.94,111.81,112.27,110.17
112.12,113.53,114.51,111.31
113.18,115.19,115.22,113.18
113.51,113.28,114.92,112.86
112.81,113.18,113.61,112.37
111.43,110.62,112.50,109.49
110.66,106.91,110.95,106.82
107.77,107.57,108.35,105.57
107.57,110.74,110.83,107.34
110.45,108.29,110.45,108.27
109.26,108.11,109.93,107.25
108.85,110.51,111.12,108.71
109.55,112.76,113.60,109.01
113.16,112.01,115.00,111.13
112.56,111.54,113.30,111.54
109.26,110.39,110.41,109.00
111.05,110.92,112.18,110.20
112.15,113.46,113.92,112.15
113.00,113.90,114.45,112.56
114.72,114.34,114.72,112.80
113.98,113.62,114.15,113.06
112.72,112.77,115.66,111.29
112.11,111.42,112.42,109.80
111.53,108.98,111.79,108.68
108.67,107.24,109.04,106.22
106.63,106.87,107.34,106.46
105.96,105.49,106.61,104.14
103.82,105.60,106.90,103.57
106.65,105.50,106.97,105.13
104.42,106.75,108.08,103.68
105.20,105.83,106.67,104.32
105.55,104.09,106.14,103.75
105.67,104.84,107.35,104.73
105.07,101.93,105.59,101.74
102.42,100.17,102.42,99.84
100.25,102.77,102.80,100.09
102.97,103.39,105.26,102.50
102.20,103.28,103.37,100.01
104.01,103.80,104.13,102.27
104.23,103.47,104.25,103.12
105.21,107.18,107.18,104.40
105.91,103.07,105.91,102.99
103.57,103.07,103.60,100.92
101.27,97.87,101.27,97.43
97.89,96.00,98.07,94.32
96.00,98.45,98.48,95.53
99.44,101.68,101.72,99.36
103.00,103.23,104.50,102.49
103.03,103.76,103.91,101.36
105.63,101.71,105.63,101.53
102.11,102.52,102.77,100.81
101.77,101.35,102.45,100.87
101.74,102.49,102.76,101.25
102.99,104.03,104.21,102.53
103.67,103.79,104.23,102.05
104.88,106.59,106.69,104.33
106.51,106.37,107.49,105.32
106.83,102.73,106.83,102.32
103.35,103.82,104.33,103.00
101.90,101.06,102.28,100.15
101.46,102.78,103.09,101.05
103.03,104.34,105.85,102.48
103.01,105.50,105.59,102.74
107.97,109.45,110.25,107.92
109.76,110.57,111.19,109.46
110.71,111.45,112.63,110.35
111.13,110.95,111.97,110.19
109.50,108.98,109.68,107.73
108.39,107.99,108.99,107.14
109.04,107.44,109.76,107.00
107.73,107.82,108.63,106.74
106.63,106.26,107.05,105.32
107.14,110.08,110.18,107.14
109.72,109.29,110.29,108.58
109.84,109.62,110.22,107.61
108.98,110.43,110.57,108.97
110.66,110.05,111.22,109.64
109.13,107.63,109.33,107.53
105.32,105.98,106.70,103.85
105.23,103.84,106.00,102.88
104.16,103.33,104.66,102.21
105.40,105.31,106.29,104.00
106.15,108.77,109.99,105.98
108.73,108.86,109.99,108.11
107.98,111.59,112.08,106.91
112.55,111.26,112.81,110.77
110.08,110.46,111.82,108.44
112.45,112.99,113.64,111.79
113.45,113.85,115.82,113.28
114.46,116.63,118.74,114.46
116.10,116.60,117.32,116.02
116.65,116.51,117.21,115.79
116.11,115.50,116.14,114.83
114.99,115.62,115.71,114.19
116.23,116.07,116.87,115.41
115.68,116.97,117.04,115.50
116.65,119.01,119.10,115.79
118.82,119.14,119.61,118.53
118.60,117.97,119.06,117.57
117.97,117.82,119.76,117.31
117.32,118.09,118.37,116.25
118.06,117.66,118.24,117.06
117.56,118.56,119.19,116.86
118.86,118.04,119.07,117.80
117.65,118.66,119.52,117.39
118.69,118.43,119.32,118.27
117.65,117.18,118.00,116.82
118.09,117.62,118.40,116.10
117.53,118.64,118.98,116.19
118.68,117.57,119.36,117.13
118.60,119.99,120.37,118.57
120.19,121.65,121.89,119.69
121.68,121.36,121.70,121.03
121.09,121.25,121.76,120.74
121.57,121.87,122.20,121.40
122.26,124.85,125.25,121.09
125.22,127.59,127.88,125.02
126.70,126.65,127.12,126.31
126.52,126.28,127.07,125.89
126.25,126.27,126.77,125.83
125.49,125.10,125.49,123.47
126.29,124.23,126.30,124.16
123.48,124.07,124.80,123.13
124.79,121.59,124.90,121.55
121.68,121.57,122.34,121.05
122.26,123.14,123.57,121.74
122.67,123.00,123.50,121.79
122.42,122.49,124.28,121.13
122.88,121.98,123.25,121.36
122.23,122.38,122.95,120.95
122.87,123.54,124.24,122.57
124.13,124.31,125.10,123.72
123.68,123.25,124.08,122.92
122.89,122.35,123.70,121.79
122.38,122.78,122.95,122.01
124.05,123.24,124.05,122.87
123.30,121.69,123.53,121.05
122.49,122.92,123.18,120.40
123.53,124.84,125.29,123.53
124.89,126.31,126.67,124.36
126.02,125.89,126.44,125.17
125.52,124.44,125.52,123.11
124.04,124.69,124.70,123.51
123.11,124.17,124.68,121.98
124.78,123.33,124.91,123.24
124.58,124.19,124.96,123.47
124.69,124.14,125.54,122.49
124.61,126.50,127.46,124.01
126.46,131.38,132.32,126.25
131.81,127.81,131.95,127.73
127.75,128.12,129.09,126.53
128.10,128.50,129.31,127.77
126.96,124.62,127.07,124.20
124.47,124.69,125.84,124.15
124.53,125.57,126.20,123.88
126.31,125.74,126.68,125.10
124.43,124.93,126.68,124.23
125.21,121.99,125.42,121.60
121.98,120.76,122.96,120.45
121.01,121.85,122.33,119.84
123.64,125.06,125.09,123.23
125.06,126.12,126.22,124.20
126.14,126.74,126.77,125.35
126.80,128.22,128.44,126.79
127.40,128.19,129.07,127.40
127.80,127.81,128.49,126.77
126.93,128.28,128.76,125.88
129.37,129.47,130.43,128.34
129.59,128.87,130.31,128.06
129.73,128.30,129.73,127.76
128.47,127.74,128.58,126.65
127.98,128.27,128.89,127.00
128.39,129.00,129.10,127.30
129.29,128.62,129.54,127.94
128.18,127.66,128.52,127.19
128.21,129.09,129.52,127.96
129.29,129.19,130.00,128.65
128.88,127.76,129.17,127.07
127.61,127.91,128.51,127.59
128.63,130.12,130.16,128.22
130.10,131.94,131.99,129.86
131.81,131.03,132.18,131.01
131.37,132.30,132.33,130.82
130.54,131.38,131.47,129.78
130.32,131.10,131.44,130.32
131.23,129.66,131.42,129.58
129.73,128.83,129.85,127.17
128.19,127.74,128.61,127.61
127.61,130.15,130.21,126.89
133.55,134.85,134.85,132.98
134.66,133.91,134.91,133.41
134.13,137.10,137.24,133.68
137.31,137.30,137.79,135.29
136.72,137.15,137.38,135.86
137.98,138.15,138.86,137.58
139.00,138.75,139.37,137.70
138.72,139.65,139.80,137.93
139.44,139.81,139.88,138.48
139.16,140.67,140.80,138.71
139.80,140.04,140.21,139.37
140.03,141.15,141.75,139.96
141.14,142.42,142.60,140.61
142.31,143.10,143.11,141.84
142.60,143.18,143.41,142.12
142.69,144.48,145.89,138.32
144.65,144.93,145.66,143.54
145.67,145.07,145.67,143.01
144.06,146.50,146.51,138.66
145.71,144.60,147.09,143.08
144.20,143.93,144.41,143.03
145.33,144.61,145.33,143.96
143.52,143.07,143.64,142.17
143.74,144.94,145.00,143.37
143.65,145.64,145.64,143.59
145.50,146.25,146.28,143.00
146.84,146.45,147.16,145.73
146.42,145.57,146.66,145.30
145.89,145.75,146.42,145.43
145.99,146.47,146.52,145.14
146.15,147.34,147.59,145.69
147.29,146.51,147.72,146.16
147.00,148.62,149.37,146.90
148.28,145.42,148.45,145.23
144.81,143.13,144.95,142.62
144.30,146.37,146.39,144.26
147.26,142.46,147.90,142.46
143.40,143.56,144.28,141.90
143.24,146.04,146.47,142.84
146.05,146.23,147.82,145.54
145.16,146.02,146.77,142.96
145.70,147.03,147.03,144.63
148.26,149.15,149.59,147.70
149.81,150.01,150.41,149.01
149.99,150.19,150.35,149.02
151.00,151.17,151.43,149.50
151.07,150.79,151.07,149.75
151.54,150.04,151.55,149.40
152.00,154.49,154.66,150.10
154.88,155.18,156.10,154.12
155.09,154.41,155.22,153.58
152.94,153.74,154.77,151.74
153.89,151.86,154.78,150.68
152.92,153.95,154.21,152.15
152.31,150.44,152.75,150.05
151.33,151.49,151.67,150.35
152.28,151.54,152.86,150.52
152.21,151.56,152.31,150.81
150.72,151.33,151.63,149.67
151.80,153.57,153.90,151.11
153.41,152.05,154.48,151.48
152.89,152.38,153.13,151.76
154.57,149.59,154.66,149.04
150.51,149.60,151.41,148.64
147.71,147.74,147.94,145.76
147.60,150.34,150.49,147.60
150.88,151.01,151.91,149.74
151.44,153.97,154.38,151.26
153.91,155.51,156.24,153.64
155.06,153.76,155.20,153.43
152.99,148.02,153.49,147.70
149.94,148.04,149.97,146.95
146.64,145.71,146.69,143.57
145.77,144.06,146.20,143.23
144.75,145.81,146.29,142.67
146.22,146.79,147.02,144.04
147.35,149.03,150.22,147.12
149.31,147.55,149.46,147.14
148.99,150.91,151.29,148.13
151.20,149.47,152.75,148.85
149.86,151.81,152.38,149.50
152.18,155.68,157.02,152.18
154.95,150.72,155.44,150.64
151.31,152.39,153.13,150.01
154.60,153.61,155.78,153.36
153.93,155.81,156.56,153.62
155.99,156.73,156.73,155.13
156.24,156.74,156.75,155.58
156.48,157.28,158.92,156.38
157.44,160.49,160.69,157.44
159.84,161.04,162.86,159.55
161.09,164.71,165.54,161.03
164.28,165.38,165.47,163.41
165.20,164.13,167.03,163.64
165.71,167.22,167.97,164.78
167.08,167.24,168.53,166.33
167.56,167.21,168.32,166.50
167.70,164.02,168.92,162.76
161.68,162.62,162.94,159.88
161.54,161.98,162.04,160.23
164.09,166.49,166.76,164.09
166.00,164.89,166.58,163.42
165.02,167.30,167.88,164.83
166.52,164.00,167.47,163.96
163.85,163.06,165.07,160.86
163.55,163.73,166.18,162.25
162.26,159.59,163.52,159.53
158.82,163.07,163.08,158.82
164.13,166.18,166.67,163.05
166.56,168.50,168.85,165.08
165.35,165.91,168.44,165.06
167.66,164.88,168.04,163.98
164.49,169.85,170.40,163.23
169.28,165.85,169.72,165.01
167.46,168.72,170.00,167.36
169.31,170.04,171.58,169.00
169.73,168.01,171.26,167.92
165.69,161.47,165.75,160.91
