AMGN,Amgen Inc. - Common Stock,NASDAQ
145.80,145.11,145.99,144.28
143.52,141.19,143.88,139.66
140.83,140.59,141.10,138.83
141.50,143.45,144.58,141.00
142.92,145.76,146.04,142.79
146.81,148.37,149.97,146.55
148.16,148.69,149.55,147.42
149.18,150.39,150.47,148.78
150.92,149.37,151.21,148.81
149.75,147.74,150.35,147.21
146.82,147.22,147.99,146.47
147.07,146.17,147.62,145.70
146.31,146.36,146.61,145.12
146.35,147.55,147.73,146.24
147.77,148.36,150.11,147.77
148.63,147.67,149.15,147.36
147.37,147.78,148.69,147.37
147.63,146.21,148.75,145.62
147.86,150.73,151.00,147.12
152.09,152.87,153.72,151.77
152.72,152.98,153.40,151.51
159.88,156.78,161.00,156.67
157.01,158.84,158.94,156.63
158.49,158.76,159.13,157.24
159.16,156.62,159.16,154.50
155.44,155.36,156.15,154.56
155.28,156.12,157.21,154.89
