AMGN,Amgen Inc. - Common Stock,NASDAQ
54.21,54.07,54.82,54.03
54.16,55.12,55.16,54.08
54.88,55.22,55.52,54.70
55.19,55.44,55.45,54.51
55.44,55.20,55.82,54.60
56.86,56.52,58.32,56.31
56.34,56.12,57.20,56.04
55.76,56.20,56.64,55.37
55.91,56.15,56.78,55.72
56.61,56.26,57.08,55.50
56.05,55.41,56.09,55.00
54.83,54.12,54.96,53.83
53.87,52.60,54.49,52.60
52.59,52.02,52.59,51.00
52.01,51.70,52.50,51.41
52.04,51.30,52.24,50.75
51.76,51.40,51.90,50.56
51.51,52.23,52.26,51.02
52.35,52.56,52.61,51.90
52.24,52.44,52.56,51.90
52.66,52.76,53.29,52.54
52.30,52.62,53.00,52.28
52.54,52.92,53.22,52.29
52.91,52.17,53.13,51.92
52.46,53.60,53.61,52.31
52.96,53.20,53.20,52.08
53.10,52.25,53.31,52.09
52.62,53.31,53.83,52.62
53.02,52.75,53.18,51.61
52.58,53.67,53.89,52.58
53.92,54.51,55.06,53.78
54.60,53.76,54.68,52.76
54.14,53.37,54.40,52.83
53.21,54.53,55.04,52.43
55.25,54.87,55.34,54.68
54.52,54.71,55.28,54.49
55.01,55.76,55.96,54.68
55.38,55.32,55.61,55.17
54.71,55.94,56.00,54.52
55.97,55.66,56.00,55.42
55.37,55.72,56.14,54.83
54.75,53.69,54.90,53.50
53.63,54.75,54.98,53.04
54.39,55.02,55.36,54.18
54.38,54.08,54.60,53.57
53.89,53.96,54.38,53.69
53.69,54.14,54.30,53.15
53.91,52.72,53.99,52.29
52.55,52.34,52.67,52.07
52.47,51.95,52.97,51.93
51.70,51.06,51.70,50.91
50.88,51.84,52.02,50.71
51.96,50.93,52.07,50.73
51.00,52.08,52.41,50.26
51.72,51.63,52.58,51.63
51.39,51.04,51.66,50.85
51.61,52.59,52.75,51.28
52.59,52.51,52.66,52.18
52.57,52.91,53.07,52.57
52.65,52.51,52.87,52.31
52.47,52.94,53.14,52.26
53.33,53.79,53.90,53.18
53.86,54.35,54.62,53.70
54.74,54.40,54.75,54.10
54.20,54.52,54.97,54.12
54.22,55.30,55.41,54.07
55.20,55.10,55.22,54.77
55.19,55.22,55.43,55.00
55.19,55.94,56.08,54.97
55.88,55.75,56.00,55.34
55.51,56.27,56.84,55.51
55.89,55.72,56.44,55.66
55.78,56.32,56.37,55.30
55.94,55.69,56.43,55.64
55.90,56.00,56.50,55.18
55.97,54.94,55.99,54.07
55.02,55.11,55.57,54.65
55.57,55.51,55.73,54.86
55.32,55.05,55.61,54.68
55.24,56.12,56.25,55.20
55.88,55.83,56.11,55.32
55.97,55.96,56.27,54.16
56.10,56.39,56.66,55.89
56.28,56.10,56.35,55.86
55.77,55.94,56.12,55.48
55.89,55.49,56.10,55.44
55.11,54.86,55.50,54.60
55.26,56.71,56.81,55.02
56.37,57.96,57.96,56.21
57.67,57.33,58.74,56.85
57.83,57.73,58.36,57.17
57.81,57.62,57.99,56.95
57.59,57.55,57.79,57.25
57.98,57.95,58.42,57.72
57.11,57.26,57.50,56.60
56.75,57.03,57.18,56.46
57.36,57.27,57.63,56.91
56.95,57.19,57.46,56.80
57.02,57.43,57.95,56.91
57.61,57.34,57.85,57.21
57.26,57.30,57.72,57.07
56.99,56.01,57.40,55.65
56.02,55.42,56.09,54.88
55.13,55.29,55.43,54.99
55.18,54.93,55.44,54.75
54.76,54.70,54.94,53.97
54.28,54.62,54.82,54.09
54.28,54.47,54.70,54.23
54.32,54.51,54.82,54.23
54.08,54.03,54.57,53.76
53.75,53.87,54.06,53.44
54.00,55.14,55.43,53.91
55.53,55.00,55.58,54.72
54.99,54.74,55.08,54.06
54.28,53.60,54.33,53.51
53.75,53.83,54.25,53.72
53.53,53.56,53.90,53.37
53.08,53.32,53.58,52.19
52.61,52.69,53.03,52.42
53.32,53.52,53.77,53.00
53.35,53.84,53.92,53.19
54.00,53.73,54.25,53.46
53.40,53.40,53.64,53.15
53.62,53.13,53.72,52.98
53.04,53.28,53.55,53.00
53.31,53.40,53.58,53.10
53.32,53.89,54.00,53.29
53.94,54.11,54.34,53.85
56.45,56.76,57.22,55.24
56.53,55.67,56.95,55.35
55.70,56.63,56.80,55.64
57.00,57.42,57.90,56.58
57.56,57.65,57.98,57.44
57.57,57.39,57.70,57.17
57.20,56.95,57.37,56.63
56.70,56.71,57.07,56.46
56.53,56.44,56.67,56.01
56.38,55.96,56.56,55.94
56.15,55.87,56.37,55.87
55.69,55.53,56.17,55.46
55.47,54.90,55.61,54.76
55.20,55.55,56.28,55.18
55.77,56.75,57.24,55.69
56.46,56.73,57.16,56.40
56.68,56.55,57.18,56.07
56.50,56.98,57.19,56.46
56.47,56.44,56.95,56.21
56.55,56.19,56.88,56.09
56.30,56.85,56.92,56.05
56.72,56.32,57.00,56.23
56.05,56.50,57.28,56.05
56.40,57.29,57.34,56.35
57.21,56.98,57.43,56.60
56.78,57.31,57.65,56.68
57.41,56.97,57.41,56.74
57.06,57.29,57.87,56.81
56.91,57.16,58.19,56.74
57.27,56.48,57.47,56.32
56.46,56.48,56.87,56.06
56.61,55.29,56.61,55.11
55.22,55.08,55.46,54.85
55.23,55.71,55.88,55.11
55.14,55.63,55.65,54.78
55.27,55.45,55.64,55.00
55.62,55.20,55.62,54.74
55.23,54.88,55.33,54.76
54.76,54.94,55.16,54.63
54.73,54.42,55.00,54.31
54.33,54.27,54.80,54.00
54.11,53.74,54.11,53.55
53.61,53.86,54.08,53.34
53.63,53.84,53.94,53.31
53.34,52.95,53.43,52.36
52.69,52.41,53.19,52.37
52.26,52.24,52.73,52.02
51.97,51.88,52.54,51.62
51.89,51.07,52.18,51.07
51.07,50.95,51.24,50.61
51.18,52.26,52.37,51.05
52.38,51.33,52.67,51.31
52.17,51.91,52.49,51.74
51.74,51.39,51.91,51.34
51.64,52.37,52.54,51.46
52.11,52.32,52.53,51.96
52.53,51.74,52.57,51.68
51.79,52.52,52.67,51.40
52.75,52.48,52.80,52.08
51.86,51.84,52.21,51.42
51.86,53.53,53.87,51.78
53.18,53.52,53.88,53.09
52.51,53.00,53.39,52.18
52.55,52.69,53.55,52.43
54.00,53.56,54.70,53.32
53.73,52.94,53.92,52.75
53.75,53.09,53.94,53.05
53.03,52.78,53.28,52.66
52.71,52.69,52.93,52.23
52.89,53.27,53.50,52.43
53.41,53.15,53.79,53.00
53.09,52.65,53.23,52.61
52.70,53.43,53.45,52.66
53.66,53.90,54.36,53.43
53.73,53.45,54.05,53.45
53.94,53.08,53.98,52.76
53.31,54.03,54.30,53.21
53.95,54.07,54.37,53.91
54.26,54.03,54.56,53.99
53.90,53.97,54.39,53.50
53.97,53.90,54.32,53.58
53.91,54.31,54.45,53.48
54.05,54.62,54.75,54.01
54.69,54.94,55.30,54.64
54.75,54.83,55.01,54.28
55.03,55.51,55.99,54.94
54.95,55.22,55.56,54.78
55.07,55.18,55.30,54.65
56.00,56.18,56.44,55.62
55.26,53.69,55.39,53.22
53.51,54.69,54.76,53.16
55.01,56.22,56.31,54.98
56.30,56.82,56.96,56.09
56.90,57.14,57.29,56.67
56.91,56.85,57.00,55.87
56.98,57.38,57.45,56.67
57.12,57.50,57.80,57.07
57.26,57.68,57.90,54.48
57.57,57.42,57.85,57.28
57.80,57.63,58.07,57.34
57.38,57.69,57.94,52.85
57.95,58.30,58.41,57.61
58.50,58.86,59.20,58.05
58.69,59.66,59.75,58.34
59.86,60.47,61.08,59.75
59.98,59.86,60.24,59.41
59.89,60.89,61.18,58.83
60.67,61.17,61.37,60.46
61.44,61.04,61.53,60.69
60.96,60.86,61.23,60.34
60.05,60.46,60.61,59.90
60.53,59.92,60.53,59.75
59.99,59.84,60.02,59.53
59.52,59.76,59.88,59.19
59.47,59.35,59.90,59.12
59.68,60.54,60.74,59.64
60.55,59.70,60.79,59.66
59.57,59.25,59.86,59.08
58.88,58.69,59.11,58.58
58.80,58.60,59.10,58.32
58.70,58.83,59.54,58.54
58.87,58.95,59.11,58.45
59.00,58.88,59.61,58.56
58.60,57.99,58.89,57.97
58.02,58.39,58.79,57.87
58.64,58.53,58.79,58.31
58.04,57.89,58.68,57.86
58.08,58.34,58.44,57.74
58.82,58.01,58.90,57.78
57.99,58.45,58.68,57.90
58.58,58.17,58.59,57.88
58.04,58.16,58.50,57.93
57.55,57.93,57.99,56.96
57.84,57.04,57.98,56.73
56.82,57.88,57.99,56.82
57.89,58.65,58.87,57.61
58.67,57.78,58.75,57.68
58.10,58.35,58.40,57.99
58.44,58.28,58.44,57.89
58.18,57.92,58.25,57.68
57.99,57.70,58.14,57.53
58.08,57.91,58.30,57.54
57.76,57.64,58.30,57.36
57.21,56.90,57.50,56.66
57.15,56.90,57.29,56.84
56.98,56.61,57.23,56.35
56.56,55.68,56.60,55.49
55.37,55.05,55.42,54.74
55.12,54.66,55.26,54.31
55.01,55.27,55.51,54.87
55.28,54.99,55.42,54.93
55.33,55.48,55.92,55.02
55.35,55.22,55.46,55.01
55.22,54.90,55.36,54.71
54.77,54.70,55.07,54.42
54.50,53.80,54.95,53.61
53.64,53.43,54.65,53.33
54.73,54.70,55.20,53.05
55.02,53.77,55.28,53.05
53.39,52.84,53.43,52.35
52.83,53.32,53.43,52.35
52.60,51.56,53.15,51.54
51.82,52.12,52.97,51.23
51.66,49.88,52.44,49.88
50.01,50.55,50.79,48.50
49.58,48.27,49.94,48.08
48.12,49.64,50.10,47.66
49.72,50.00,50.67,49.55
50.48,51.60,51.68,50.18
51.25,51.27,51.70,50.85
51.30,51.72,51.80,51.29
50.65,51.44,51.68,50.63
50.79,51.98,52.42,50.74
52.42,52.31,53.00,52.20
52.36,53.62,53.62,52.22
53.32,54.25,54.29,53.16
54.44,53.46,54.59,52.97
53.19,54.08,54.31,52.65
54.32,54.79,55.14,54.04
54.74,55.24,55.53,54.40
55.32,55.40,55.61,55.08
55.83,55.02,55.83,54.89
54.42,54.10,55.20,54.07
52.51,54.52,54.64,52.50
54.92,55.38,55.48,54.49
55.20,55.31,55.59,55.04
53.39,54.04,55.09,53.39
53.29,54.06,54.16,53.26
54.37,54.91,55.07,53.98
54.93,55.26,55.77,54.40
55.77,56.26,56.46,55.55
56.40,56.71,56.75,55.59
56.12,56.53,56.91,55.91
56.87,57.37,57.84,56.71
57.19,56.04,57.36,56.00
54.94,55.04,55.45,54.28
54.61,55.10,55.24,53.86
55.24,55.43,55.50,54.66
55.97,56.52,56.81,55.63
56.83,55.67,57.04,55.63
56.34,55.78,56.77,54.99
55.18,54.96,56.06,54.93
54.66,53.90,55.34,53.87
53.37,54.35,54.47,52.85
54.61,55.93,56.04,53.95
55.92,56.83,56.85,55.26
56.85,56.27,56.85,55.95
56.98,57.37,57.84,56.83
57.27,57.09,57.62,56.95
57.42,56.64,57.47,56.49
56.48,56.98,57.30,56.40
57.36,57.49,57.51,56.82
57.26,56.44,57.57,56.21
56.50,57.28,57.57,56.03
57.40,57.32,58.00,57.14
57.49,57.27,57.80,56.43
57.70,58.59,58.63,57.50
58.47,58.95,59.05,58.25
58.46,56.47,58.70,56.35
56.85,56.95,57.21,55.99
57.50,58.06,58.39,57.33
57.75,57.24,58.10,56.99
56.92,57.27,57.56,56.63
56.42,55.54,56.66,55.37
55.57,54.80,55.95,54.62
54.92,55.70,55.80,54.92
55.63,55.17,55.77,54.80
57.85,58.43,58.59,57.49
58.52,58.00,58.61,57.55
57.70,57.51,58.19,57.37
57.57,57.96,58.05,57.34
58.25,57.86,58.49,57.80
57.52,57.33,57.80,57.21
56.96,56.59,57.15,56.56
56.03,56.01,56.54,55.78
55.90,55.91,56.56,55.68
55.72,55.57,56.10,55.49
55.30,54.97,55.46,54.91
54.80,55.66,55.71,54.63
55.60,54.94,55.68,54.92
54.59,54.65,55.13,54.59
55.58,55.90,55.97,55.03
55.88,56.14,56.38,55.46
56.50,57.91,57.94,56.48
57.70,58.00,58.06,57.41
58.30,58.10,58.42,57.72
58.38,57.50,58.40,57.21
57.68,57.89,58.07,57.38
57.85,58.34,58.52,57.73
58.60,58.40,59.43,56.00
58.48,58.59,58.95,58.18
58.30,57.16,58.41,57.15
57.70,57.43,58.38,57.31
57.14,57.62,58.17,57.14
58.00,58.62,59.06,57.80
59.75,60.05,61.00,59.65
60.32,60.16,61.12,59.97
60.80,61.16,61.24,60.68
61.00,63.14,63.27,61.00
62.61,63.34,63.60,62.60
63.02,63.69,63.85,63.00
63.38,64.42,64.64,63.37
64.19,64.00,64.39,63.81
64.21,64.74,64.78,63.84
64.35,64.21,65.00,64.21
64.95,64.11,65.19,63.45
64.10,63.76,64.13,63.40
63.82,64.41,64.92,63.58
64.24,64.76,64.87,64.00
64.62,64.20,64.64,63.30
64.55,65.67,65.70,64.21
65.26,66.40,66.45,65.15
66.28,67.54,67.78,66.28
67.13,67.60,67.67,66.77
67.90,68.07,68.47,67.74
67.74,69.22,69.39,67.63
69.14,69.14,69.49,68.70
69.10,69.57,69.63,68.84
68.81,67.78,69.00,67.56
67.31,68.19,68.59,67.18
67.56,69.21,69.39,67.45
69.19,68.08,69.19,67.61
67.03,68.34,69.18,66.71
67.99,68.33,68.39,67.23
68.43,67.93,68.71,67.77
68.46,69.84,69.95,68.09
69.69,69.62,70.00,69.26
69.61,69.28,69.87,69.01
68.65,69.12,69.15,67.28
68.71,69.17,69.24,68.15
69.01,68.06,69.01,67.70
68.01,66.84,68.06,66.67
66.90,67.36,67.37,66.80
67.38,68.20,68.43,67.36
67.84,67.84,68.02,67.50
67.96,67.90,68.12,67.50
68.07,68.89,69.20,67.98
68.64,67.78,68.66,67.77
67.45,66.69,67.78,66.65
66.65,66.79,67.24,66.35
66.79,67.34,67.55,66.59
67.57,67.73,68.12,67.26
67.21,67.44,67.71,66.73
67.05,68.15,68.40,67.02
68.06,68.01,68.58,67.90
68.21,67.59,68.21,67.40
67.69,67.73,67.88,67.16
67.62,67.23,67.70,67.12
65.94,66.54,67.26,65.80
66.68,66.95,67.20,66.36
67.29,67.80,68.17,67.12
67.84,68.01,68.25,67.54
68.00,68.03,68.37,67.81
68.45,68.91,68.93,68.18
68.80,68.26,68.88,68.07
68.24,68.26,68.30,67.78
68.09,67.38,68.49,67.35
67.20,68.05,68.30,67.00
67.83,67.58,68.56,67.55
67.71,67.05,67.71,67.02
66.74,66.62,66.85,66.31
66.59,66.66,67.03,66.42
67.28,67.52,67.72,67.20
67.71,67.81,68.34,67.64
67.55,67.68,67.97,67.29
67.36,67.32,67.70,66.96
67.66,67.97,68.00,67.25
67.57,68.11,68.20,67.12
68.07,67.93,68.27,67.47
67.66,67.85,68.15,67.39
67.77,68.02,68.14,67.49
67.32,67.02,67.71,67.02
66.70,66.19,66.99,65.99
66.75,66.73,67.03,66.29
66.96,66.92,67.23,66.71
66.67,65.59,66.67,65.55
65.59,66.26,66.33,65.37
66.62,67.35,67.56,66.51
67.35,67.15,68.01,67.14
67.26,67.13,67.91,66.92
67.25,68.47,68.59,67.23
68.23,68.29,68.35,67.89
68.42,68.63,69.10,68.36
69.12,70.19,70.25,69.07
69.79,70.79,71.10,69.75
70.75,71.64,72.00,70.75
71.11,71.11,71.80,70.84
70.83,70.69,71.25,70.61
70.31,71.17,71.25,70.13
71.00,70.91,71.16,70.51
70.47,69.77,70.58,69.77
69.33,69.61,70.00,69.27
69.34,70.70,70.78,69.25
70.26,69.62,70.56,69.57
70.05,70.09,70.24,69.69
70.14,70.78,71.13,69.92
69.95,70.20,70.71,69.58
70.02,70.68,70.77,70.00
71.00,70.98,71.18,70.52
71.07,70.54,71.18,70.49
70.70,69.15,70.70,68.53
69.11,69.32,69.51,69.05
69.31,68.91,69.72,68.84
68.82,68.38,69.21,67.99
68.53,69.10,69.14,68.31
69.14,69.05,69.20,68.80
69.27,69.28,69.38,68.75
68.93,69.59,70.03,68.84
69.52,69.52,70.00,69.00
69.01,67.75,69.55,67.61
67.77,68.70,68.93,67.77
68.41,68.44,68.62,67.80
68.82,69.98,70.08,68.61
70.48,69.10,70.87,69.10
68.63,68.87,69.59,68.57
69.05,67.79,69.17,67.75
67.87,68.62,68.69,67.64
68.73,68.82,69.31,68.51
68.88,70.42,70.67,68.70
70.77,71.29,71.40,70.52
71.24,72.02,72.14,71.08
72.02,73.02,73.28,71.82
73.02,72.79,73.75,72.53
73.06,71.65,73.50,71.57
71.60,72.46,72.50,71.29
71.87,71.38,72.19,71.36
71.43,71.46,72.34,71.31
71.84,72.37,72.54,71.83
72.12,71.42,72.31,70.88
72.73,72.91,73.04,72.11
73.03,74.36,74.38,72.95
74.04,75.16,75.17,73.92
74.06,74.33,74.88,73.61
74.27,73.85,74.62,73.74
74.08,74.80,74.81,73.78
74.85,74.93,75.50,74.73
74.78,76.09,76.17,74.59
75.08,75.81,76.24,74.45
75.76,76.96,77.00,75.74
76.56,77.26,77.73,76.51
77.62,78.76,78.90,77.62
78.59,79.62,79.90,78.17
79.40,79.64,80.25,78.88
79.62,77.77,79.62,77.56
76.87,77.53,77.70,75.70
77.91,76.38,77.91,76.18
77.79,77.96,78.73,76.60
79.00,79.30,80.00,78.50
80.51,83.92,83.98,80.48
83.17,83.46,84.39,83.04
83.13,82.60,83.44,82.60
83.42,81.82,83.61,81.75
80.73,81.04,82.72,80.34
82.54,82.21,83.00,81.98
82.18,82.43,82.89,81.73
83.00,81.57,83.00,81.50
81.16,81.37,81.93,81.12
81.00,81.97,82.13,80.96
81.93,82.73,82.78,81.70
82.37,82.23,82.47,81.86
82.25,83.54,83.62,82.02
83.28,83.65,83.88,83.21
83.61,83.10,83.84,82.77
83.46,83.38,83.57,82.27
83.28,83.24,83.38,82.65
83.01,83.11,83.92,82.92
83.18,83.87,84.19,82.85
83.55,83.66,84.03,83.31
83.49,84.59,84.65,83.40
84.36,84.43,85.28,84.02
84.12,84.01,84.52,84.00
83.68,83.72,84.13,83.58
83.24,83.15,83.39,82.59
83.81,83.92,84.42,83.53
83.80,84.33,84.60,83.37
84.38,84.08,84.73,83.96
84.52,84.80,84.94,84.44
85.00,83.96,85.28,83.77
84.75,84.05,84.80,83.91
83.85,83.94,84.23,83.78
83.00,83.15,83.98,82.93
82.91,83.32,83.71,82.15
83.59,81.36,83.59,81.08
81.08,82.09,82.09,80.60
82.25,82.04,82.79,81.53
82.23,81.71,82.34,81.53
81.47,82.30,82.33,81.40
82.47,82.03,82.79,81.50
82.07,82.91,83.07,81.98
83.01,83.81,84.76,82.99
84.09,83.46,84.92,83.16
83.54,84.24,84.56,83.07
83.99,84.29,84.53,83.61
84.50,85.08,85.34,84.36
85.47,86.35,86.59,85.14
86.14,86.80,86.83,86.14
86.98,86.39,87.45,86.29
86.85,86.94,87.32,86.64
86.62,86.04,86.99,85.83
85.69,85.43,86.04,85.15
85.30,84.65,85.43,84.32
85.22,84.61,85.54,84.61
84.87,84.00,85.21,83.98
84.50,86.22,86.38,84.25
86.58,88.04,88.19,86.30
87.99,89.20,89.64,87.74
89.04,89.79,89.95,88.54
89.82,87.16,89.82,86.70
86.94,87.80,89.90,86.43
87.18,87.32,88.10,86.12
88.53,87.50,89.14,87.48
88.06,88.05,88.49,87.75
87.53,87.63,88.16,87.16
87.71,86.49,88.20,86.18
86.97,87.21,87.85,86.48
87.36,86.45,87.63,86.26
86.22,86.35,87.83,85.26
86.81,87.29,87.89,86.55
86.75,85.34,86.90,84.16
85.06,84.74,85.52,84.58
84.32,85.17,85.81,84.26
85.38,85.52,86.14,84.76
84.97,85.77,86.11,84.68
85.71,84.02,85.96,83.68
83.86,84.15,84.34,82.92
84.28,84.54,84.99,83.45
85.48,85.40,85.67,84.60
85.22,86.57,86.57,85.10
86.62,86.65,86.82,86.05
87.00,87.60,87.64,86.55
87.19,87.28,87.40,86.72
87.40,86.98,87.52,86.88
86.77,87.04,87.22,85.46
87.45,88.61,88.87,87.17
88.88,88.80,89.08,88.45
88.92,88.40,89.59,88.11
88.66,88.33,88.86,88.12
88.55,89.01,89.42,87.77
89.05,88.54,89.14,88.20
88.78,88.32,88.80,87.63
87.96,89.74,89.81,87.73
89.88,89.95,90.25,89.62
90.00,90.17,90.81,89.70
90.06,89.15,90.35,88.70
89.05,89.20,90.13,88.91
89.25,89.50,89.64,89.03
89.99,89.29,90.00,88.99
89.51,88.49,89.58,88.37
88.49,88.41,88.82,88.00
87.97,87.16,87.97,86.34
86.98,87.40,87.62,86.91
87.30,86.89,87.52,86.10
86.70,86.15,87.55,85.26
85.60,85.24,86.14,85.17
85.00,86.20,86.80,84.56
87.36,89.15,89.24,87.29
89.53,88.59,89.58,88.34
88.59,88.98,89.28,88.42
88.49,88.53,88.80,87.76
88.44,88.15,88.68,87.44
88.34,88.67,88.92,88.21
88.32,87.81,89.00,87.27
87.95,86.96,88.05,86.87
87.17,86.92,87.25,86.50
86.56,85.08,86.86,85.00
85.03,84.32,85.34,84.27
84.10,83.94,84.47,83.88
83.81,82.08,83.87,81.58
82.00,83.29,83.41,81.56
83.06,83.07,84.49,82.87
83.34,82.62,83.92,82.12
82.73,83.42,83.43,82.09
83.21,85.59,86.10,82.82
85.00,86.59,87.89,85.00
86.60,85.38,86.82,85.20
85.09,85.46,86.12,85.04
86.17,86.30,86.93,85.25
85.44,85.74,86.24,85.44
86.08,86.53,86.59,85.42
86.46,86.59,87.47,86.00
87.00,85.22,87.00,85.04
85.61,86.77,87.16,85.39
85.48,84.92,85.98,84.59
85.00,84.54,85.23,84.28
84.96,84.94,85.13,84.45
86.00,84.72,86.40,84.61
84.24,83.61,84.72,83.32
83.51,84.13,84.27,82.92
84.37,84.65,85.34,84.24
84.59,85.13,85.32,84.15
85.07,86.82,86.88,85.07
89.30,89.55,91.25,89.30
89.63,89.47,90.21,88.66
89.15,91.03,91.30,89.06
91.00,91.55,93.42,90.87
91.16,92.58,92.76,90.51
92.11,92.73,92.75,91.50
93.11,93.44,93.76,92.56
93.82,93.27,94.29,93.09
93.43,92.95,93.88,92.82
93.43,93.00,93.88,92.85
92.66,91.44,93.36,90.87
91.58,91.75,91.81,91.04
91.60,91.54,91.79,90.67
91.65,92.18,92.29,91.15
91.84,91.81,92.16,91.26
91.27,90.39,91.36,90.35
90.68,92.40,92.52,90.54
92.92,94.05,94.89,92.88
93.65,94.31,94.31,93.47
94.69,96.56,96.60,94.10
96.92,96.81,97.52,96.01
97.29,98.66,98.76,97.07
98.06,100.15,100.32,98.02
99.84,102.51,102.62,99.79
102.62,102.31,103.90,101.70
102.39,106.40,106.61,102.39
106.68,104.81,106.79,103.93
105.19,105.88,106.54,104.74
104.21,104.04,104.62,103.47
104.09,105.10,105.14,103.02
105.48,104.30,105.48,103.78
104.53,108.26,108.27,104.50
108.57,108.22,109.36,107.62
108.50,111.57,112.10,108.17
111.31,108.48,111.44,108.20
109.32,110.85,110.94,108.71
109.94,109.44,110.39,107.65
109.63,107.46,109.90,106.30
107.17,111.38,111.61,107.17
112.01,113.42,113.97,110.83
113.71,112.76,114.95,112.00
106.67,104.93,108.37,104.02
105.49,108.66,109.24,105.21
109.04,108.38,109.69,106.90
108.15,106.67,108.38,106.33
106.66,104.21,106.66,103.85
105.05,104.54,106.88,104.31
105.15,105.59,106.92,104.40
106.70,106.48,107.58,106.14
106.08,104.83,106.13,104.68
105.00,104.46,105.56,104.18
104.64,105.07,105.51,104.22
104.81,104.56,105.76,104.13
104.56,106.72,106.75,104.40
106.18,106.89,107.59,105.62
106.52,107.94,109.56,106.52
108.08,107.42,109.16,106.45
107.03,104.97,107.03,103.60
105.89,105.63,106.05,104.33
105.33,102.18,105.50,101.26
102.45,104.24,104.68,102.45
104.26,104.53,107.40,103.62
103.10,105.62,106.33,103.00
105.10,105.91,106.16,104.37
106.76,106.20,108.03,105.45
105.81,104.39,105.95,104.15
104.49,105.22,105.84,104.19
104.40,100.53,105.03,100.39
99.35,99.13,101.25,97.22
99.03,97.29,100.36,97.12
97.00,94.60,98.33,94.57
95.01,97.49,97.53,94.15
98.77,98.81,100.26,98.32
98.95,98.31,99.44,97.87
97.26,97.93,99.01,96.62
98.97,96.37,99.50,95.97
96.38,98.51,98.70,95.94
98.23,97.42,98.90,96.92
98.72,99.08,100.09,98.50
99.12,101.50,102.29,99.07
101.69,99.18,102.00,99.15
