PERF,Perfumania Holdings,NASDAQ
9.10,9.10,9.10,9.10
8.22,9.10,9.10,8.22
9.10,9.10,9.10,9.10
9.10,8.50,9.10,7.95
8.00,7.95,8.00,7.95
7.75,7.71,7.75,7.42
8.15,7.72,8.15,7.72
7.72,7.72,7.72,7.72
7.46,7.55,7.82,7.46
8.74,7.58,8.74,7.58
8.97,8.50,9.10,7.62
8.48,9.70,10.00,8.48
9.85,8.99,9.85,8.78
8.49,8.79,8.79,8.11
8.66,8.60,8.67,8.60
8.50,8.24,8.50,8.24
8.10,7.86,8.19,7.86
7.85,8.00,8.20,7.73
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
7.95,7.95,7.95,7.95
7.76,7.81,8.00,7.76
7.76,7.83,8.00,7.76
8.20,7.55,8.20,7.55
7.68,8.76,8.80,7.68
9.28,8.46,9.28,8.36
8.49,9.10,9.23,8.49
9.10,9.08,9.10,8.66
9.00,8.95,9.00,8.76
8.54,8.93,9.00,8.54
9.08,8.98,9.10,8.98
9.00,9.04,9.10,9.00
9.00,8.53,9.00,8.24
8.42,8.96,9.00,8.42
8.60,8.90,9.00,8.57
8.99,9.00,9.10,8.99
8.80,8.75,8.80,8.75
8.80,8.88,9.25,8.71
8.97,9.00,9.00,8.97
9.00,9.20,9.20,9.00
9.25,9.18,9.25,9.18
8.38,9.19,9.20,8.34
9.20,8.96,9.20,8.85
9.10,8.95,9.10,8.95
9.19,9.25,9.25,9.19
8.34,8.42,9.25,8.24
9.00,8.79,9.00,8.59
8.44,8.51,8.98,8.35
8.96,9.00,9.00,8.96
9.00,9.07,9.20,9.00
9.20,8.66,9.20,8.47
8.65,8.56,8.65,8.27
8.13,8.17,8.22,8.00
8.61,8.60,8.65,8.60
8.58,8.60,8.65,8.58
8.21,8.35,8.86,8.21
8.86,8.80,8.86,8.80
8.80,8.80,8.80,8.80
8.86,8.86,8.86,8.86
8.13,8.13,8.13,8.13
8.75,8.37,8.80,8.37
8.72,8.79,8.80,8.26
8.44,8.80,8.86,8.44
8.49,8.75,8.75,8.30
8.40,8.40,8.40,8.40
8.68,8.60,8.80,8.19
8.66,8.70,8.86,8.53
8.84,8.82,8.95,8.82
8.95,8.80,8.95,8.80
8.40,8.50,8.50,8.40
8.92,8.67,8.93,8.67
8.95,8.95,8.95,8.95
8.54,8.69,8.69,8.54
8.93,8.50,8.94,8.41
8.87,8.40,8.87,8.40
8.44,8.28,8.82,8.06
8.70,8.40,8.70,8.26
8.46,8.48,8.54,8.42
8.43,8.38,8.43,8.38
8.38,8.40,8.47,8.31
8.40,8.40,8.40,8.40
8.40,8.71,8.71,8.40
8.41,8.46,8.75,8.40
8.52,9.00,9.00,8.52
8.71,8.93,9.00,8.71
8.91,8.91,8.91,8.82
8.95,9.24,10.01,8.85
9.05,9.29,10.45,8.89
9.07,9.18,9.30,9.07
9.25,9.78,10.25,9.25
10.00,10.00,10.50,9.11
10.22,9.41,10.25,9.41
9.94,9.50,10.00,9.41
9.16,9.39,9.71,9.16
9.25,9.01,9.25,9.01
9.50,8.95,9.50,8.95
8.77,8.70,8.77,8.70
8.65,8.30,8.79,8.27
8.26,8.23,8.50,7.96
8.23,8.28,8.28,8.23
8.30,8.25,8.30,8.25
7.86,8.00,8.28,7.86
7.94,7.94,7.94,7.94
8.17,7.99,8.20,7.78
8.18,8.51,8.51,8.04
8.51,8.51,8.51,8.51
8.40,8.25,8.55,8.25
8.25,8.25,8.25,8.25
8.25,8.25,8.25,8.25
8.25,8.25,8.25,8.25
8.14,8.14,8.14,8.14
8.14,8.14,8.14,8.14
8.36,8.36,8.36,8.36
8.36,8.36,8.36,8.36
8.26,8.26,8.26,8.26
8.26,8.26,8.26,8.26
8.10,8.10,8.10,8.10
8.06,8.05,8.06,8.05
8.05,8.05,8.05,8.05
8.09,7.67,8.09,7.67
7.67,7.67,7.67,7.67
8.01,8.15,8.31,8.01
8.06,8.05,8.60,8.05
8.04,9.05,10.39,7.94
10.00,9.73,11.45,9.48
9.75,10.86,13.17,9.56
10.95,10.57,10.95,10.56
11.00,10.29,11.00,9.52
9.13,10.70,10.70,9.13
10.70,10.70,10.70,10.70
9.50,9.59,9.60,9.25
10.50,10.71,11.00,9.95
9.44,10.75,10.75,9.44
10.55,10.46,10.55,10.46
10.46,10.46,10.46,10.46
10.35,10.35,10.35,10.35
10.46,9.98,10.46,9.96
10.46,10.10,10.46,9.66
9.99,9.92,10.00,9.92
9.40,9.36,9.50,9.19
9.77,9.45,9.78,9.45
9.45,9.45,9.45,9.45
9.64,9.40,10.00,9.40
9.40,9.96,10.40,9.39
9.68,9.66,9.68,9.66
9.66,9.66,9.66,9.66
9.66,9.67,10.38,9.65
9.80,9.51,9.80,9.51
9.81,9.80,9.81,9.80
10.11,9.95,10.11,9.95
10.20,10.20,10.20,10.20
10.10,10.10,10.10,10.10
10.10,10.40,10.52,9.74
8.71,8.90,9.96,8.71
9.90,9.90,9.90,9.90
9.08,9.08,9.08,9.08
9.18,9.18,9.18,9.18
9.96,10.00,10.00,9.96
9.94,9.75,9.97,9.75
10.40,10.40,10.40,10.40
10.40,10.40,10.40,10.40
10.52,10.57,11.01,10.48
10.57,10.57,10.57,10.57
10.61,10.10,10.81,10.10
10.70,10.60,10.70,10.16
10.60,10.70,11.00,10.60
9.72,10.80,11.00,9.72
10.30,10.70,10.70,10.30
10.50,10.50,10.50,10.42
10.55,10.35,11.00,10.35
11.25,11.12,11.35,11.12
11.00,11.36,12.79,11.00
12.30,12.40,12.75,11.75
12.38,12.76,13.25,10.25
12.47,12.75,12.75,12.47
12.94,12.80,14.00,12.80
12.34,12.08,12.35,12.08
11.92,12.40,12.49,11.92
12.39,12.00,12.50,11.43
12.50,12.51,12.51,12.50
12.51,12.51,12.51,12.51
12.63,12.57,12.70,12.57
13.80,13.80,13.80,13.80
13.64,13.76,13.80,13.64
13.76,13.76,13.76,13.76
13.76,13.76,13.76,13.76
13.75,13.74,14.29,13.74
11.57,13.40,13.66,11.57
13.40,13.40,13.40,13.40
12.50,13.08,13.20,12.50
12.54,13.27,13.68,12.50
13.20,13.25,13.39,12.92
13.25,13.25,13.25,13.25
12.91,13.20,13.25,12.91
13.20,13.20,13.20,13.20
14.50,12.77,14.50,12.29
13.79,13.40,14.33,13.35
13.76,14.24,14.24,13.76
14.24,13.55,14.24,13.55
13.59,14.41,14.70,13.58
14.69,14.29,14.69,13.84
14.60,15.50,15.50,14.25
15.50,15.10,15.50,15.10
15.45,15.30,15.45,15.20
15.89,15.89,15.89,15.89
15.61,15.50,15.61,15.12
15.50,15.39,15.65,15.39
15.35,15.28,15.39,15.28
15.31,15.40,15.40,15.25
15.35,15.20,15.40,15.20
15.40,15.45,15.65,15.40
15.45,15.40,15.50,15.40
16.01,15.57,16.20,15.57
15.57,15.57,15.57,15.57
15.57,15.57,15.57,15.57
15.57,15.57,15.57,15.57
15.23,15.05,15.23,15.05
14.90,13.00,14.90,11.25
13.00,13.00,13.00,13.00
13.11,13.73,14.21,11.36
13.84,13.94,13.94,13.84
13.94,13.94,13.94,13.94
14.44,13.75,14.44,13.75
13.75,13.75,13.75,13.75
12.22,13.30,13.50,11.98
13.30,13.30,13.30,13.30
13.30,13.30,13.30,13.30
11.83,13.00,13.00,11.61
12.01,13.33,13.33,12.01
13.33,13.33,13.33,13.33
13.33,13.33,13.33,13.33
12.67,12.85,14.00,12.67
12.85,12.85,12.85,12.85
12.85,12.85,12.85,12.85
13.75,14.07,14.07,13.20
14.00,14.00,14.00,11.55
14.00,14.00,14.00,14.00
14.00,14.00,14.00,14.00
13.89,13.71,13.95,13.50
13.71,13.71,13.71,13.71
15.00,13.57,15.00,13.57
13.57,13.57,13.57,13.57
14.90,11.66,14.96,11.66
11.66,11.66,11.66,11.66
12.27,12.27,12.27,12.27
14.28,14.87,14.87,13.96
14.85,14.70,14.85,12.54
14.70,14.70,14.70,14.70
15.62,13.40,15.62,13.39
15.34,15.34,15.34,15.34
15.99,15.00,15.99,14.98
15.40,15.20,15.99,14.34
16.00,16.00,16.00,16.00
15.96,16.49,16.49,15.96
16.70,16.67,16.91,16.15
16.92,15.31,16.92,15.31
15.31,15.31,15.31,15.31
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
16.98,14.46,16.98,14.43
14.46,14.46,14.46,14.46
13.95,13.97,15.00,13.95
14.99,14.50,14.99,13.31
14.15,14.15,14.15,14.15
13.99,14.50,14.50,13.99
14.50,13.57,14.50,13.57
13.18,13.17,13.26,13.15
12.75,12.97,14.20,12.75
14.00,14.00,14.00,13.95
14.00,14.00,14.00,14.00
14.00,14.00,14.00,14.00
14.00,14.00,14.00,14.00
13.29,13.29,13.29,13.29
13.29,13.29,13.29,13.29
13.29,13.29,13.29,13.29
13.29,13.29,13.29,13.29
13.29,13.35,14.50,13.29
14.50,14.40,14.99,13.55
16.00,15.07,16.00,15.07
15.07,15.07,15.07,15.07
15.50,15.57,15.90,14.72
15.03,15.80,15.80,15.00
15.99,15.86,15.99,15.86
15.59,15.13,15.59,14.80
15.80,15.98,15.98,15.80
15.82,16.33,16.59,15.82
16.40,16.50,16.50,16.03
16.77,16.50,16.77,16.32
16.50,17.00,17.00,16.50
17.00,18.50,19.00,16.93
19.26,18.50,19.50,15.38
18.50,19.01,19.03,18.50
19.02,19.50,19.99,19.02
19.04,19.04,19.04,19.04
19.02,19.21,20.00,19.02
19.90,17.10,19.95,15.68
17.50,18.48,18.50,17.50
18.48,18.48,18.48,18.48
19.94,18.60,19.94,18.60
18.60,18.60,18.60,18.60
19.50,18.60,19.50,18.54
19.03,19.01,19.04,19.01
18.23,18.26,18.26,18.23
18.26,18.26,18.26,18.26
19.50,19.54,19.70,18.37
19.54,19.54,19.54,19.54
19.38,16.47,19.38,16.47
17.83,17.83,17.83,17.83
17.83,17.83,17.83,17.83
19.45,19.10,19.45,19.00
19.10,19.10,19.10,19.10
18.50,19.00,19.00,18.50
16.80,19.04,19.20,16.11
16.12,19.43,19.43,16.12
19.52,19.60,19.60,19.50
19.62,19.25,19.62,19.25
19.63,19.13,19.63,19.13
18.00,19.01,19.01,16.83
18.06,18.75,19.43,18.06
18.64,18.00,18.64,18.00
18.35,18.88,19.89,18.33
18.46,18.83,19.10,18.46
19.69,17.99,19.69,17.99
17.81,17.81,17.81,17.81
17.83,18.38,19.00,17.83
19.69,19.95,19.95,18.70
19.28,19.39,19.40,19.10
19.39,19.74,19.74,19.01
19.44,19.70,19.70,19.44
19.55,19.55,19.55,19.55
19.60,19.70,19.70,19.50
16.44,13.23,17.00,13.19
13.20,11.94,13.20,11.26
11.93,10.82,11.93,10.52
10.71,10.40,10.79,10.12
11.19,10.60,11.19,10.45
10.52,11.15,11.35,10.52
11.25,11.65,11.75,11.25
11.77,12.00,12.45,11.77
11.51,11.91,12.19,11.51
12.25,11.90,12.25,11.56
11.61,10.76,11.61,10.71
11.26,11.03,11.30,11.00
10.70,10.76,11.23,10.60
10.97,10.30,11.00,10.30
10.49,10.25,10.49,10.25
10.40,10.40,10.65,10.31
10.75,10.25,10.75,10.00
10.04,10.09,10.13,9.95
10.05,10.08,10.14,10.05
10.05,9.95,10.14,9.95
10.00,9.82,10.13,9.82
9.90,9.83,10.00,9.75
9.81,9.80,10.00,9.75
9.82,9.70,9.95,9.65
9.75,9.89,10.18,9.74
9.95,9.93,10.00,9.75
10.02,9.81,10.02,9.80
10.10,10.43,10.81,10.00
10.34,10.15,10.46,10.05
10.13,10.00,10.50,9.70
9.90,10.06,10.22,9.75
9.86,9.90,10.01,9.77
10.00,9.99,10.10,9.75
9.86,10.06,10.10,9.80
10.06,9.84,10.06,9.65
9.78,9.92,10.05,9.70
10.03,10.24,10.28,9.94
10.12,10.07,10.35,9.95
10.16,10.06,10.20,9.96
10.10,10.08,10.20,10.00
10.31,10.02,10.31,10.00
10.02,10.17,10.30,10.00
10.15,10.10,10.74,10.05
10.25,10.08,10.39,10.01
10.25,9.74,10.35,9.67
9.74,9.78,10.20,9.57
9.78,9.60,9.95,9.55
9.55,9.50,9.66,9.25
9.60,9.54,9.61,9.15
9.70,9.95,10.00,9.48
9.93,9.99,10.20,9.61
10.00,10.08,10.10,10.00
10.03,9.89,10.03,9.85
9.98,10.05,10.19,9.98
10.03,9.81,10.21,9.81
9.95,9.98,10.01,9.65
9.92,9.85,10.00,9.85
9.85,9.85,10.00,9.85
9.95,9.95,10.00,9.85
9.95,10.20,10.21,9.95
10.37,10.20,10.37,10.20
10.24,10.25,10.49,10.20
10.29,9.90,10.29,9.85
9.93,9.67,10.06,9.12
9.70,9.90,9.95,9.53
9.99,9.26,10.00,9.26
9.28,9.60,9.68,9.28
9.51,9.50,9.85,9.35
9.40,9.49,9.49,9.40
9.62,9.63,9.95,9.36
9.66,9.65,9.76,9.65
9.75,9.17,9.83,9.17
9.42,9.14,9.42,9.05
9.24,9.31,9.40,9.06
9.22,9.05,9.22,9.05
9.00,8.95,9.23,8.88
9.09,9.38,9.45,9.09
9.46,9.38,9.91,9.14
9.35,9.74,9.74,9.35
9.63,9.70,9.74,9.42
9.52,8.75,9.52,8.75
8.86,8.40,9.55,8.40
8.58,8.90,9.00,8.45
8.90,8.89,9.45,8.81
8.93,8.37,8.95,8.31
8.37,8.04,8.37,7.37
8.14,8.60,8.65,8.11
8.46,8.70,8.93,8.44
9.01,8.39,9.01,8.39
8.40,8.00,8.40,7.71
7.91,8.01,8.27,7.85
7.90,8.00,8.13,7.77
8.00,8.15,8.19,7.85
8.18,8.22,8.30,8.09
8.07,8.07,8.10,8.04
8.05,8.25,8.25,8.05
8.19,8.05,8.40,8.00
8.03,7.76,8.10,7.76
7.87,7.77,8.14,7.33
7.75,7.55,7.79,7.55
7.61,7.93,7.95,7.55
7.83,7.70,7.83,7.70
7.77,7.90,7.95,7.60
7.77,7.93,7.93,7.75
7.95,7.89,7.95,7.82
7.91,7.84,8.13,7.75
7.80,7.81,7.82,7.80
7.98,7.81,7.98,7.80
7.80,7.75,7.99,7.75
7.75,7.73,7.78,7.73
7.75,7.55,7.77,7.55
7.69,8.13,8.13,7.51
8.12,7.90,8.12,7.71
7.90,7.87,7.92,7.85
7.90,8.21,8.24,7.90
8.13,8.13,8.24,8.05
8.13,8.15,8.24,8.00
8.24,8.12,8.24,8.00
8.18,8.15,8.20,8.09
8.09,7.99,8.15,7.94
8.18,8.09,8.18,8.01
8.04,7.93,8.11,7.89
8.19,7.99,8.19,7.86
7.98,7.92,8.03,7.78
7.83,7.85,7.95,7.65
7.82,7.86,7.97,7.80
7.92,8.06,8.11,7.91
8.07,8.01,8.08,8.00
8.12,8.29,8.61,8.12
8.36,8.50,8.50,8.25
8.51,8.63,8.65,8.35
8.58,8.60,8.65,8.42
8.54,8.58,8.69,8.50
8.55,8.54,8.79,8.50
8.55,8.56,8.57,8.50
8.54,8.54,8.73,8.52
8.54,8.67,8.68,8.54
8.68,8.72,8.80,8.63
8.70,8.71,8.74,8.62
8.75,8.81,8.82,8.75
8.72,8.41,8.81,8.01
8.48,8.34,8.58,8.34
8.34,8.05,8.34,8.05
8.05,7.65,8.07,7.61
7.71,7.65,7.71,7.65
7.70,7.61,7.71,7.50
7.71,8.58,8.81,7.70
8.51,8.61,8.64,8.05
8.57,8.45,8.60,8.28
8.45,8.60,8.67,8.45
8.67,8.03,8.67,8.03
8.03,7.70,8.27,7.70
7.84,8.14,8.23,7.84
8.16,8.27,8.42,8.08
8.17,8.33,8.34,8.17
8.28,8.33,8.36,8.28
8.36,8.39,8.57,8.18
8.38,8.18,8.38,8.06
8.17,8.18,8.18,8.05
8.10,8.25,8.35,8.10
8.25,8.13,8.28,8.10
8.20,8.35,8.35,8.20
8.35,8.21,8.35,8.15
8.16,8.23,8.33,8.15
8.20,8.07,8.23,8.04
8.10,8.25,8.25,8.10
8.30,8.31,8.39,8.30
8.31,8.21,8.31,8.05
8.20,8.39,8.39,8.20
8.35,8.35,8.44,8.26
8.31,8.35,8.35,8.30
8.30,8.27,8.33,8.27
8.31,8.27,8.36,8.25
8.27,8.27,8.38,8.17
8.32,8.26,8.48,8.17
8.36,8.27,8.43,8.15
8.30,8.15,8.35,8.06
8.21,7.67,8.54,7.67
7.70,7.74,7.91,7.70
7.52,7.55,7.78,7.30
7.45,7.49,7.54,7.40
7.48,7.40,7.54,7.32
7.32,7.36,7.43,7.25
7.71,7.33,7.71,7.30
7.37,7.35,7.40,7.30
7.35,7.36,7.41,7.30
7.50,7.47,7.50,7.30
7.43,7.43,7.51,7.33
7.40,7.30,7.45,7.00
7.30,7.24,7.40,7.20
7.30,7.23,7.30,7.20
7.20,7.20,7.50,7.20
7.26,7.33,7.40,7.21
7.38,7.24,7.40,7.20
7.27,7.25,7.38,7.25
7.31,7.37,7.37,7.25
7.34,7.33,7.37,7.25
7.32,7.33,7.38,7.25
7.25,7.06,7.37,7.06
7.12,6.90,7.18,6.81
6.97,6.65,7.09,6.65
6.67,6.67,6.74,6.66
6.71,6.32,6.79,6.25
6.37,6.22,6.58,6.10
6.21,6.20,6.39,6.15
6.21,6.23,6.31,6.20
6.22,5.75,6.33,5.68
5.88,5.79,5.90,5.76
5.75,5.87,6.00,5.75
5.93,5.92,6.06,5.90
5.93,5.53,6.02,5.50
5.53,5.55,5.82,5.50
5.57,5.69,5.72,5.55
5.82,5.59,5.82,5.51
5.59,5.47,5.59,5.30
5.42,5.38,5.45,5.32
5.34,5.40,5.48,5.30
5.32,5.05,5.35,5.03
5.05,5.02,5.16,5.02
5.05,4.95,5.19,4.90
4.93,4.61,5.00,4.61
4.59,4.59,4.59,4.59
4.61,4.41,4.74,4.37
4.42,4.32,4.54,4.32
4.30,4.40,4.50,4.30
4.42,4.47,4.57,4.40
4.48,4.42,4.48,4.42
4.40,4.18,4.41,4.13
4.18,4.80,4.92,4.18
4.77,4.74,5.16,4.51
4.79,4.50,5.15,4.50
4.50,4.89,5.13,4.50
4.90,5.00,5.13,4.88
5.02,4.95,5.08,4.66
5.00,5.04,5.09,5.00
5.04,5.03,5.04,5.02
5.05,5.03,5.42,5.02
5.02,4.95,5.05,4.66
4.94,4.81,4.94,4.34
4.35,4.94,5.00,4.35
4.96,4.83,4.96,4.74
4.75,4.77,4.86,4.75
4.80,4.59,4.90,4.44
4.55,4.81,4.89,4.55
4.90,4.89,4.91,4.84
5.09,5.02,5.12,4.95
4.94,4.94,4.94,4.94
5.06,5.00,5.06,4.85
5.03,4.93,5.03,4.90
4.92,4.98,4.98,4.90
4.95,4.99,4.99,4.95
4.98,4.90,4.98,4.90
4.90,4.89,5.00,4.85
4.80,4.92,5.00,4.80
5.00,4.91,5.03,4.87
4.93,5.02,5.55,4.93
5.12,5.43,5.49,5.06
5.34,5.45,5.56,5.34
5.50,5.59,5.82,5.48
5.62,5.97,5.97,5.62
5.99,5.98,6.15,5.90
6.03,5.99,6.11,5.95
5.99,5.95,6.05,5.92
5.99,6.10,6.64,5.99
6.10,5.97,6.10,5.95
5.97,5.97,6.01,5.95
5.98,6.03,6.19,5.95
6.31,6.53,6.73,6.12
6.35,6.49,6.59,6.33
6.75,6.57,6.75,6.30
6.45,6.41,6.50,6.41
6.44,6.27,6.44,6.26
6.18,6.28,6.40,6.16
6.26,6.21,6.32,6.21
6.22,6.34,6.34,6.16
6.35,6.40,6.41,6.23
6.29,6.35,6.43,6.29
6.40,6.25,6.40,6.15
6.20,6.16,6.40,6.16
6.18,6.16,6.28,6.15
6.20,6.16,6.22,6.16
6.16,5.98,6.16,5.96
6.05,5.98,6.07,5.95
6.19,5.97,6.19,5.97
6.00,5.96,6.02,5.95
6.05,6.02,6.07,5.96
6.01,6.10,6.10,6.00
6.05,6.13,6.13,6.05
6.12,6.15,6.20,6.08
6.18,6.20,6.20,6.05
6.19,6.00,6.20,6.00
6.02,6.13,6.15,5.98
6.10,6.19,6.20,6.00
6.08,6.15,6.16,6.06
6.05,6.13,6.15,6.05
6.06,6.06,6.06,6.05
6.06,6.07,6.09,6.05
6.07,6.03,6.07,5.99
6.00,5.80,6.00,5.78
5.71,5.79,5.82,5.70
5.79,5.97,5.97,5.70
5.90,5.81,5.91,5.80
5.83,5.88,6.18,5.80
5.89,5.92,5.92,5.80
5.94,5.91,5.95,5.49
5.85,5.74,5.90,5.61
5.81,5.83,5.99,5.64
5.85,6.14,6.19,5.85
5.95,5.93,5.95,5.93
5.90,6.02,6.02,5.90
5.82,5.90,5.94,5.82
5.92,5.70,5.92,5.60
5.61,5.61,5.61,5.61
5.70,5.76,6.25,5.60
5.73,5.66,5.91,5.60
5.87,5.67,5.95,5.67
5.78,5.38,5.83,5.37
5.39,5.45,5.45,5.39
5.37,5.35,5.51,5.35
5.45,5.31,5.45,5.30
5.35,5.30,5.35,5.30
5.33,5.32,5.36,5.30
5.40,5.55,5.72,5.40
5.54,5.80,5.92,5.51
5.77,5.34,5.77,5.34
5.38,5.30,5.50,5.30
5.32,5.25,5.54,5.25
5.31,5.25,5.60,5.25
5.29,5.60,5.66,5.29
5.28,5.44,5.47,5.28
5.50,5.89,6.00,5.48
5.76,6.21,6.22,5.76
6.22,6.10,6.32,5.90
6.09,6.05,6.09,5.90
5.90,6.25,6.30,5.90
5.90,6.23,6.25,5.90
6.16,5.93,6.17,5.90
6.01,6.00,6.01,5.86
6.01,6.06,6.13,5.93
6.04,5.92,6.04,5.85
5.85,5.85,5.92,5.85
5.87,5.88,5.94,5.87
5.85,5.85,5.98,5.85
5.85,5.96,5.96,5.85
5.85,5.85,5.86,5.81
5.88,5.91,5.97,5.85
5.85,5.96,5.96,5.85
5.97,5.89,6.03,5.85
5.90,5.86,6.00,5.85
5.87,5.86,5.90,5.85
5.85,5.91,5.91,5.85
5.90,5.85,5.98,5.85
5.85,5.86,5.94,5.85
5.85,5.86,5.87,5.85
5.95,5.87,6.03,5.85
5.85,5.85,6.20,5.85
5.85,5.85,6.03,5.85
5.90,5.88,6.00,5.85
5.88,5.88,5.99,5.85
5.86,5.85,6.14,5.85
5.85,5.75,5.85,5.75
5.89,5.82,5.94,5.75
5.88,5.76,5.90,5.75
5.80,5.98,6.09,5.80
5.88,5.80,6.10,5.80
5.82,5.80,5.85,5.68
5.80,5.80,5.85,5.80
5.75,5.75,5.84,5.75
5.76,5.75,5.80,5.75
5.71,5.79,5.88,5.70
5.77,5.70,5.77,5.70
5.66,5.52,5.78,5.49
