PERF,Perfumania Holdings,NASDAQ
1.80,1.90,1.99,1.80
1.85,1.85,1.95,1.85
1.85,1.99,1.99,1.85
1.95,2.15,2.15,1.95
2.20,2.00,2.25,1.90
1.95,1.80,1.95,1.70
1.65,1.55,1.80,1.55
1.55,1.70,1.75,1.55
1.65,1.65,1.65,1.65
1.60,1.62,1.66,1.56
1.60,1.55,1.60,1.55
1.56,1.55,1.59,1.55
1.58,1.60,1.60,1.54
1.60,1.55,1.63,1.50
1.50,1.50,1.58,1.50
1.46,1.40,1.46,1.40
1.50,1.50,1.54,1.50
1.50,1.55,1.55,1.50
1.55,1.60,1.60,1.55
1.60,1.65,1.70,1.60
1.80,1.65,1.80,1.65
1.65,1.95,1.95,1.65
2.05,2.00,2.20,1.90
2.00,2.00,2.05,1.85
1.90,1.90,2.10,1.80
1.90,1.65,1.90,1.65
