DECK,Deckers Outdoor Corporation Common Stock,NASDAQ
136.01,143.65,144.40,135.43
152.64,157.21,158.47,149.58
158.19,152.18,158.19,152.00
152.11,149.79,154.92,149.06
151.10,147.23,152.56,144.61
147.19,149.10,150.59,145.85
150.59,140.58,152.24,140.50
141.09,143.80,146.56,141.09
141.29,137.94,141.29,136.88
136.02,137.00,140.51,132.16
135.57,134.93,139.90,125.41
134.10,127.35,136.06,127.00
134.95,136.15,137.26,132.38
134.59,137.04,138.91,134.15
137.45,142.01,143.33,136.74
146.42,142.75,147.69,141.23
141.50,136.82,141.63,134.61
137.32,136.99,139.82,130.65
139.17,132.66,139.55,131.63
130.06,130.77,132.75,128.50
127.00,124.68,128.97,123.64
122.58,133.70,133.90,122.28
132.93,132.81,135.40,132.04
127.62,133.71,134.05,125.67
136.05,133.52,137.75,132.87
136.76,138.96,139.31,134.39
144.62,144.72,147.40,142.00
143.89,141.50,148.00,141.50
142.81,149.54,150.14,141.13
151.76,154.12,154.81,150.75
150.61,147.16,152.54,144.88
147.49,143.00,148.98,142.26
144.48,144.80,146.46,139.65
146.48,144.45,150.28,143.03
148.08,152.85,153.24,147.04
150.45,159.21,160.00,149.76
161.23,160.58,164.19,159.42
161.42,164.02,164.61,158.54
163.45,162.90,167.49,162.27
165.75,162.79,165.99,159.30
163.38,164.92,166.73,162.54
167.75,160.33,168.52,158.72
160.50,156.97,162.55,155.80
156.03,157.76,160.29,150.09
156.55,153.18,156.73,152.77
153.48,155.05,156.40,150.01
154.66,153.30,156.33,152.23
150.23,144.24,150.73,142.87
144.49,142.87,146.67,142.71
143.03,141.89,144.68,136.51
137.03,141.80,142.69,136.91
47.95,44.43,48.50,43.89
44.80,46.72,46.81,44.43
48.00,47.00,48.17,45.87
46.79,47.16,47.65,46.15
46.92,46.11,47.63,45.80
46.89,47.57,47.87,46.66
47.59,47.14,48.02,46.41
47.06,46.31,47.06,45.46
45.82,44.79,46.30,44.26
45.01,44.15,45.63,43.61
43.85,46.20,46.36,42.92
46.82,45.83,47.25,45.49
46.26,47.61,48.00,46.26
47.56,48.65,49.20,46.24
48.99,51.33,51.91,48.65
51.97,49.90,51.97,49.17
49.53,49.62,50.38,49.06
50.26,50.09,50.84,48.80
49.30,50.89,51.21,49.00
52.32,51.93,53.65,51.31
51.76,49.90,51.80,49.80
50.09,50.33,50.77,49.42
49.77,49.86,50.63,49.20
49.16,49.42,49.59,48.23
50.02,49.85,50.43,49.44
49.20,48.50,49.48,48.02
46.92,46.47,47.00,45.32
45.21,46.25,47.15,45.06
46.50,45.38,46.50,45.03
45.00,45.59,46.15,44.51
46.23,47.05,48.50,46.09
47.15,47.91,48.72,46.69
47.79,46.69,48.07,46.34
46.40,47.44,47.45,45.92
47.74,47.30,47.99,46.75
46.35,45.57,46.87,45.40
44.90,46.07,46.20,44.05
46.31,46.01,47.79,45.82
46.70,45.44,46.98,44.12
45.05,43.85,45.16,43.81
43.90,43.41,44.34,43.20
44.12,45.77,45.80,44.02
45.57,47.57,47.62,45.57
48.14,48.11,48.82,47.80
47.04,46.87,47.92,46.61
47.01,48.40,48.62,46.52
48.97,45.85,49.42,45.01
46.10,45.32,46.99,45.17
45.70,45.94,46.16,45.44
45.82,46.51,47.01,45.31
46.20,47.02,47.23,45.81
47.00,46.83,47.39,46.44
47.39,47.88,48.14,46.99
48.14,49.31,49.67,48.05
49.31,48.05,49.45,47.82
47.85,46.52,48.27,46.12
46.12,46.25,47.04,45.55
47.17,47.61,47.62,46.60
47.53,49.02,49.14,46.91
49.29,50.34,50.45,47.61
50.30,50.07,51.43,49.37
50.47,49.96,50.98,48.74
50.74,49.91,50.85,49.29
50.00,49.78,50.76,48.91
50.71,52.53,52.70,50.26
52.99,50.37,53.00,49.83
51.00,49.41,51.83,47.80
49.17,50.75,51.25,49.17
50.90,49.95,51.34,49.88
49.82,52.87,53.24,49.60
53.11,53.40,54.49,53.05
53.84,53.55,53.91,52.77
54.34,54.29,54.76,53.43
54.50,53.85,54.71,53.18
53.01,52.10,54.30,51.60
52.25,52.79,53.65,52.10
53.31,51.90,53.46,51.16
52.10,52.03,52.67,51.27
52.60,53.86,54.43,52.60
53.37,55.73,56.00,52.81
55.48,54.73,55.61,53.62
55.23,53.99,55.23,52.94
57.05,58.10,58.90,57.05
58.50,56.59,58.69,56.28
57.15,56.75,57.15,55.75
56.98,57.32,57.49,56.40
58.69,58.83,59.59,58.52
59.64,62.56,62.66,59.56
62.79,62.65,63.25,61.65
62.80,62.85,63.55,62.34
62.75,61.69,63.12,60.75
61.00,62.04,62.58,60.89
61.18,60.62,62.60,59.46
61.51,60.92,61.95,60.06
60.10,59.97,60.72,58.38
60.94,61.54,62.45,60.12
62.93,63.34,64.20,62.76
64.23,66.81,67.71,64.20
67.43,68.22,69.00,66.65
67.49,69.07,69.79,67.01
70.50,71.41,71.47,69.94
71.24,72.59,72.59,70.70
73.30,73.03,73.87,71.70
75.30,76.90,77.37,74.57
78.85,79.94,80.00,78.34
79.77,77.80,79.85,77.40
78.50,82.88,82.97,77.80
82.88,83.11,83.66,80.80
84.65,80.83,85.00,80.58
81.43,79.40,81.72,77.78
80.62,79.30,81.18,78.68
80.09,82.78,82.94,79.50
83.50,80.58,83.72,80.48
80.51,79.92,80.99,79.29
81.33,81.78,83.31,80.64
82.17,82.58,82.98,81.07
83.20,85.82,85.94,83.10
87.02,86.46,87.88,84.16
86.78,87.02,87.44,85.10
86.40,84.31,86.63,83.57
83.58,83.69,84.11,81.78
84.20,84.96,85.00,82.89
85.25,83.18,85.40,82.96
82.89,81.91,83.93,81.55
81.38,81.40,82.75,81.20
80.93,79.74,81.00,79.69
80.48,81.23,81.58,78.41
81.75,78.70,82.43,77.42
77.87,80.65,81.25,77.43
80.59,78.78,80.81,78.24
78.79,78.29,79.59,77.14
77.80,80.44,80.75,77.10
81.04,79.06,82.67,78.77
80.50,79.40,81.89,78.66
80.09,80.44,81.32,79.10
80.13,81.73,82.40,79.60
81.50,80.03,82.36,79.30
79.91,77.14,79.95,77.01
76.51,74.91,76.51,74.00
75.53,72.90,75.92,72.72
71.50,72.38,73.17,71.18
71.82,74.13,74.27,71.75
74.05,75.74,76.17,73.51
76.23,76.62,77.10,75.39
76.75,74.41,76.98,74.00
73.62,73.39,74.56,71.87
73.76,75.97,76.68,73.75
75.83,76.54,76.76,74.78
76.76,79.61,79.91,76.50
79.70,80.94,81.44,78.81
82.80,82.84,83.26,81.61
83.30,83.90,84.10,82.00
83.73,83.93,84.69,83.14
82.65,84.56,84.80,82.40
83.91,86.05,86.50,83.74
86.58,86.47,87.55,86.00
86.73,84.54,86.74,83.95
85.35,84.25,85.70,83.63
84.01,90.57,90.75,81.50
91.50,90.03,92.67,88.61
89.28,89.00,92.69,87.01
88.71,87.20,90.45,82.63
88.06,89.80,90.08,85.25
94.00,88.30,94.70,87.41
88.34,88.22,89.01,86.86
88.84,83.66,88.84,83.40
83.64,84.58,85.88,83.11
85.77,86.24,87.24,84.91
86.13,87.18,87.20,84.80
86.80,87.42,90.21,85.43
87.50,87.79,88.35,85.39
87.26,86.00,88.36,85.90
84.69,83.57,85.71,83.11
82.81,84.23,84.94,82.01
82.83,83.23,84.45,82.35
80.32,81.21,82.20,78.00
80.79,80.12,82.50,78.65
81.01,79.51,81.50,79.50
79.51,78.79,80.31,78.00
78.42,81.07,81.42,77.71
81.45,80.53,81.69,79.93
80.52,80.84,81.34,78.72
81.30,83.00,83.18,80.95
83.35,83.31,85.22,83.05
83.74,83.37,85.84,83.21
83.01,85.14,85.51,82.34
85.67,87.39,87.48,84.84
87.05,86.15,87.60,85.38
85.37,87.34,88.29,85.37
88.08,89.08,89.28,87.60
88.67,90.58,91.50,87.83
91.70,89.85,92.77,89.00
89.66,90.22,91.48,89.36
90.39,89.48,91.22,88.13
89.55,88.48,90.30,88.08
87.61,87.86,89.72,86.85
88.92,92.80,92.99,88.29
92.22,91.74,94.19,91.08
91.88,94.27,95.49,91.51
92.35,92.21,93.33,90.20
93.14,93.12,94.38,91.55
94.24,95.76,95.99,94.13
96.70,96.11,97.00,95.43
96.16,95.92,96.72,95.01
94.74,95.51,96.44,94.50
95.51,96.72,96.86,94.85
96.36,94.45,97.00,94.08
87.19,84.86,89.67,84.85
84.42,84.01,85.65,82.99
83.75,83.37,85.35,82.38
83.05,86.02,86.45,83.03
85.76,89.07,90.06,85.24
90.18,88.35,91.31,87.23
88.35,89.32,90.15,87.89
89.70,89.83,90.42,89.31
89.47,89.29,90.18,87.73
89.00,88.48,90.81,87.59
88.79,89.64,90.35,87.71
90.77,88.66,92.73,88.37
88.03,88.36,89.70,87.00
88.68,90.28,90.56,88.05
91.03,90.39,91.53,89.55
89.61,89.01,90.70,87.50
87.27,87.40,88.16,86.58
88.63,88.82,90.13,88.09
87.78,89.78,90.81,87.49
89.70,90.65,91.02,89.28
90.76,91.83,92.38,90.76
93.06,91.10,93.64,90.39
91.24,88.48,92.50,88.42
88.39,86.83,89.06,85.28
85.01,85.25,87.77,84.52
84.26,82.14,84.91,81.88
82.31,83.10,84.06,82.17
83.09,79.83,83.55,79.78
79.87,79.97,81.19,79.42
79.98,77.66,80.85,77.51
78.08,78.57,80.30,76.82
79.50,81.27,81.50,79.10
80.83,80.20,81.87,79.79
80.10,79.52,80.91,78.30
80.10,79.43,80.99,79.01
79.27,80.60,81.31,78.70
80.88,83.93,84.20,80.88
83.56,82.09,84.85,81.82
82.97,85.04,85.23,81.53
84.30,83.04,85.25,82.51
84.09,84.77,86.38,84.00
85.31,86.99,87.80,85.00
87.27,87.44,89.50,86.39
87.50,88.14,88.61,87.02
87.94,90.03,90.05,87.86
89.85,90.75,91.00,88.60
90.54,90.96,91.29,89.43
92.15,93.98,95.33,92.00
91.58,95.18,95.34,90.85
93.57,92.56,94.97,92.07
92.00,92.89,93.61,91.48
93.40,94.41,95.96,93.32
94.99,92.12,95.00,91.57
93.37,93.08,93.39,90.42
92.99,92.36,93.94,91.88
93.32,95.28,95.43,93.02
96.02,95.01,96.49,93.97
95.29,96.55,97.75,95.12
96.68,96.42,97.49,95.85
95.33,95.45,96.82,95.05
95.71,96.08,97.17,94.71
95.65,91.53,96.28,91.26
92.99,92.60,95.13,92.07
90.50,99.25,99.48,87.47
100.71,101.81,101.87,98.00
101.83,100.80,105.83,100.23
101.13,105.01,105.15,98.15
103.35,92.71,103.75,92.56
96.96,91.12,97.01,87.89
87.06,80.52,90.10,79.07
82.32,85.52,85.60,77.57
84.03,82.72,86.74,82.42
83.53,87.49,88.50,82.77
89.55,93.60,93.67,88.37
94.38,94.32,94.59,91.71
92.97,89.50,92.98,89.13
90.00,83.37,90.32,82.82
80.77,75.02,80.99,73.56
73.98,73.28,79.77,72.78
76.30,74.21,77.18,74.01
75.99,80.50,80.50,74.69
80.50,83.40,85.15,80.36
84.16,80.74,84.95,80.14
79.88,84.65,85.00,79.26
86.64,88.40,88.97,85.69
87.84,88.94,89.99,87.00
89.01,88.96,92.66,87.48
90.14,89.13,92.40,88.25
87.64,85.90,88.04,85.35
82.04,86.79,87.21,81.50
88.66,90.57,90.70,87.43
90.16,91.18,94.42,89.77
90.50,89.70,92.59,88.14
87.46,92.37,92.63,87.11
92.37,96.42,97.43,91.93
96.73,98.46,99.95,94.37
99.60,99.83,100.35,97.90
100.25,100.71,100.97,98.20
98.81,102.43,103.19,98.48
103.50,100.45,103.52,100.07
100.82,98.42,102.27,98.16
95.50,94.60,96.90,92.32
93.27,99.89,100.51,93.25
101.18,100.02,101.65,94.92
102.50,100.54,105.00,99.82
100.62,99.52,102.15,98.63
101.39,96.07,101.65,91.00
94.35,93.16,98.33,93.06
91.63,88.11,94.50,86.67
86.65,94.67,94.99,85.75
94.39,97.22,97.32,91.74
97.11,100.76,101.42,96.61
101.21,99.74,102.55,98.71
101.30,104.04,104.34,100.80
103.06,104.70,105.53,102.60
105.58,105.21,109.90,104.30
104.64,106.34,107.97,103.78
107.37,106.36,108.38,104.75
105.75,104.37,107.99,103.18
101.31,102.61,103.46,98.53
102.03,100.07,104.69,99.51
100.06,101.82,102.37,95.78
103.06,102.94,104.38,101.46
104.11,106.60,107.55,104.00
105.77,105.28,107.30,104.27
105.83,104.33,106.48,101.27
106.49,106.18,107.78,104.18
110.77,117.66,117.94,109.54
116.17,115.24,118.90,114.87
110.88,111.75,114.88,109.41
112.83,112.78,114.37,111.10
113.48,114.04,114.88,111.00
113.00,115.50,115.67,112.14
115.37,112.79,116.07,111.46
113.36,113.05,113.84,110.53
109.88,106.39,110.89,105.62
108.35,103.70,108.37,102.55
104.67,107.62,108.38,104.04
107.89,107.79,109.79,106.65
107.34,108.13,108.96,105.89
107.15,103.66,107.87,103.33
103.59,101.02,103.93,98.36
101.62,100.14,102.13,99.27
98.75,98.19,99.44,97.00
97.70,100.41,101.95,97.70
99.62,99.97,101.39,98.00
99.45,97.58,100.42,97.13
101.60,104.75,104.83,101.10
105.04,105.03,107.28,103.67
109.04,108.95,109.98,106.51
108.04,106.94,108.40,106.01
108.37,106.88,108.94,106.25
109.01,107.05,109.36,105.91
107.65,106.18,107.75,105.93
105.27,101.02,105.87,100.33
100.96,99.60,102.18,99.02
100.36,104.02,104.36,98.53
102.15,101.70,102.73,98.85
102.57,99.15,103.18,98.32
98.21,95.59,99.47,94.32
88.70,86.46,88.75,84.78
87.72,89.17,90.87,86.51
89.25,89.39,90.71,88.86
90.50,91.27,91.93,90.07
90.50,89.50,90.55,86.75
89.07,84.39,89.07,84.00
84.94,86.71,87.04,83.67
87.09,87.09,88.15,85.00
86.69,84.45,86.99,84.10
81.85,77.69,82.09,77.48
77.49,75.57,78.70,75.50
77.00,76.42,78.97,75.95
76.02,79.87,80.28,75.50
79.02,83.55,84.06,77.75
83.65,82.22,84.20,81.72
82.64,84.15,85.68,81.50
84.92,84.96,86.88,83.33
89.30,88.47,90.00,86.84
87.90,86.51,88.69,85.40
85.75,84.50,86.86,84.12
85.15,83.73,86.00,83.40
83.47,83.85,85.10,83.00
84.08,85.14,85.74,83.13
85.09,83.87,87.00,83.76
83.85,81.38,84.19,80.30
80.93,81.13,81.41,78.33
81.41,82.90,83.26,80.19
82.72,82.35,83.90,80.38
81.98,82.62,83.62,81.18
81.78,80.85,82.95,80.67
81.12,80.85,82.01,80.00
81.83,83.65,85.39,80.79
83.59,84.15,86.58,83.12
85.05,86.66,86.87,84.98
85.55,87.40,87.88,85.32
87.39,86.21,87.65,85.49
85.61,87.25,87.47,85.61
87.47,86.03,89.25,85.74
84.94,83.86,85.68,83.32
82.63,81.55,83.46,81.12
81.06,81.18,81.43,79.41
81.80,84.54,86.75,81.56
84.94,90.11,90.18,84.88
90.77,89.47,92.27,87.78
89.67,87.90,91.52,87.78
87.77,88.45,89.29,87.29
89.02,90.21,91.14,88.13
80.94,77.72,81.00,77.24
77.50,75.54,79.07,75.46
75.50,75.60,76.59,74.15
75.93,74.76,76.29,74.61
75.23,78.61,79.09,75.02
78.60,79.69,80.88,78.51
79.29,76.80,79.53,76.40
75.47,74.68,75.96,74.65
75.19,67.35,75.21,66.87
67.15,67.33,69.98,65.40
67.72,68.31,69.63,67.20
68.49,68.97,69.09,67.38
69.20,70.44,70.52,68.28
70.63,68.56,70.68,67.50
68.39,67.58,68.39,67.12
67.51,67.91,68.58,67.49
67.70,67.14,68.65,67.14
66.66,67.24,67.47,66.25
67.46,68.33,69.25,67.19
67.83,66.75,68.47,66.54
66.74,66.41,66.75,64.74
67.02,68.09,68.36,66.34
68.07,65.82,68.13,65.62
65.91,64.03,66.22,63.04
63.66,62.90,64.16,61.76
63.30,63.05,63.80,62.37
63.00,63.28,63.65,62.39
63.00,62.97,64.41,61.86
62.50,62.02,63.03,61.27
62.03,64.87,65.50,61.75
63.78,64.01,64.52,63.51
64.06,62.46,64.69,62.42
63.10,63.15,63.70,62.80
63.31,62.90,64.34,62.21
62.68,62.11,63.06,61.75
62.33,61.53,62.69,61.08
62.11,65.01,65.62,61.70
66.90,66.54,67.22,65.76
66.41,67.13,68.05,65.90
67.27,68.55,68.75,66.11
67.21,68.40,68.41,66.81
68.20,65.91,68.44,65.67
66.25,67.61,67.75,66.11
67.78,69.46,69.80,67.09
56.58,51.83,56.65,51.03
51.52,51.01,52.42,50.18
50.80,52.51,53.08,50.80
52.43,55.01,55.23,52.25
54.92,53.97,55.01,53.73
53.69,53.51,53.90,52.04
53.15,54.00,54.62,52.97
53.49,52.13,53.50,51.23
51.54,51.63,52.32,50.94
52.46,51.78,52.66,50.52
51.40,53.03,53.47,51.38
52.89,53.03,53.96,52.24
53.30,53.81,55.30,52.90
53.97,52.66,54.27,52.39
52.90,52.37,53.31,51.87
52.49,53.22,54.04,52.09
54.17,55.26,55.69,53.06
55.37,56.31,56.33,54.78
56.03,56.84,57.05,54.90
57.09,56.12,57.20,55.47
56.23,58.12,59.07,56.23
58.65,58.48,58.76,57.50
58.13,56.12,58.14,54.60
56.14,55.67,56.14,54.86
54.00,53.03,54.78,52.80
54.36,52.09,54.50,51.19
52.00,53.05,53.36,51.11
53.41,53.32,53.89,52.15
53.72,53.15,54.22,52.09
52.97,53.99,54.03,52.31
54.49,52.56,54.88,52.55
52.72,52.27,53.04,51.41
52.00,48.96,52.65,48.56
48.91,47.99,49.51,47.01
47.97,48.61,48.71,47.52
48.44,49.42,49.53,47.39
49.72,48.01,49.75,47.40
48.10,47.11,48.15,46.86
47.31,44.71,47.47,44.54
45.39,45.00,46.03,44.84
44.58,44.36,44.98,43.51
44.32,44.20,44.87,43.66
44.22,44.28,44.70,43.78
44.07,43.25,44.68,42.85
43.89,44.01,44.37,42.16
44.01,43.72,44.37,43.36
43.67,44.18,44.63,43.67
44.10,47.49,47.74,44.00
46.00,45.04,46.37,44.45
45.02,44.71,45.15,43.92
45.10,44.86,45.65,44.52
44.84,46.49,46.89,44.41
46.31,46.44,46.88,44.79
46.41,46.98,48.41,45.15
46.48,46.22,47.75,46.07
46.50,46.87,47.74,45.94
46.89,47.86,48.41,46.65
48.00,48.55,49.49,47.86
48.41,46.67,48.53,46.48
44.00,43.43,44.72,42.90
43.41,42.48,43.62,42.00
42.01,40.70,42.33,40.46
41.63,42.13,42.17,39.90
45.48,44.62,45.50,40.23
44.81,42.72,45.26,42.38
42.27,41.71,42.71,40.50
41.90,41.53,42.21,41.00
41.00,40.22,42.11,39.90
41.00,41.82,42.20,40.89
42.13,42.14,42.74,41.74
42.64,45.01,45.33,42.42
44.76,43.86,45.33,43.59
43.74,44.69,44.95,43.56
44.56,44.98,45.74,44.30
44.85,45.72,45.94,44.75
45.00,44.75,45.73,44.54
44.76,46.20,46.49,44.76
46.22,48.42,48.51,46.20
48.50,50.77,51.12,48.42
50.75,50.34,50.75,49.22
50.32,51.21,51.39,49.99
51.09,50.61,51.65,49.99
50.69,49.05,50.93,48.55
49.00,49.54,49.93,48.61
49.88,48.67,50.11,48.48
48.73,49.32,49.94,48.27
49.44,49.46,49.89,48.67
49.28,49.02,49.77,48.79
49.42,49.52,50.00,49.00
49.50,48.58,49.62,47.60
47.61,45.84,47.95,45.54
46.26,47.24,48.02,45.66
47.44,46.12,47.49,45.91
45.96,46.16,46.65,45.83
46.27,45.18,46.27,44.85
45.47,44.95,45.72,44.83
45.14,45.61,45.61,43.76
45.86,48.92,49.61,45.86
47.52,47.97,48.08,46.52
46.25,43.95,46.47,43.21
42.13,41.31,42.16,39.41
40.79,39.03,40.80,38.58
39.18,38.71,39.50,38.42
38.50,37.51,38.89,37.00
36.50,34.99,36.88,34.85
35.50,36.23,36.90,34.59
36.27,36.31,36.57,35.74
36.12,36.64,36.85,35.55
37.19,36.26,37.40,35.83
36.50,36.69,36.88,36.02
36.90,37.71,38.18,36.76
37.83,37.50,38.00,37.08
37.67,35.97,37.95,35.83
35.67,35.86,36.52,35.31
35.86,35.48,36.50,35.31
35.40,35.06,35.74,34.90
35.64,36.63,37.37,35.45
36.64,36.44,37.38,36.02
36.51,35.30,37.00,35.11
35.75,36.43,37.05,35.40
36.85,38.81,39.09,35.98
38.80,38.44,39.44,38.09
38.33,37.08,38.33,36.62
36.90,37.05,37.99,36.16
36.61,37.19,37.73,36.31
37.31,37.12,37.75,35.78
37.42,35.49,37.96,35.05
29.07,29.48,30.46,28.82
29.51,28.63,29.66,28.53
28.95,29.74,29.94,28.64
30.78,30.29,31.38,30.21
30.36,32.10,32.31,30.30
32.22,33.95,33.98,31.57
33.69,31.84,33.69,31.74
31.84,30.89,32.35,30.80
30.83,30.66,31.54,30.35
32.17,31.20,32.24,30.95
30.98,29.89,31.04,29.81
30.35,29.74,30.59,29.60
29.89,30.39,30.56,29.84
30.37,30.94,31.09,29.82
31.31,33.59,33.64,31.25
33.55,34.14,35.37,33.02
34.31,33.49,34.75,33.38
33.58,33.08,34.00,32.80
34.68,35.25,35.79,34.33
35.10,36.27,36.99,34.92
36.00,39.31,39.83,35.84
39.90,38.76,39.91,37.14
38.66,38.29,39.04,37.50
42.10,42.34,42.55,40.72
41.98,40.93,42.25,40.55
42.00,41.32,42.10,40.79
41.34,41.57,41.78,40.88
41.94,42.76,44.16,41.85
42.37,39.42,42.47,39.33
38.65,39.00,40.02,37.73
40.00,38.35,40.00,38.25
38.59,38.61,40.18,38.25
38.49,37.31,38.83,37.12
37.29,37.00,38.22,36.65
37.00,37.34,37.57,36.50
37.35,35.72,37.40,35.51
35.67,34.91,35.97,34.58
34.55,34.49,34.92,34.01
34.38,34.84,34.96,34.00
34.98,34.88,35.47,34.60
35.03,38.11,38.68,34.93
37.85,37.92,38.65,37.25
37.90,40.27,40.65,37.77
41.74,38.44,41.93,37.90
39.25,39.24,41.35,39.06
39.20,39.79,40.35,39.05
39.55,38.98,39.72,38.58
37.95,37.45,38.39,36.82
37.32,36.12,37.60,35.72
36.41,37.02,37.47,35.70
37.48,36.64,38.18,36.45
36.45,38.15,38.21,36.40
37.75,40.81,41.00,37.75
40.60,38.56,40.66,38.42
38.56,37.12,39.35,36.86
37.31,37.32,37.46,36.46
37.40,38.17,38.37,36.85
38.08,37.77,38.23,37.44
37.80,38.91,39.86,37.75
39.42,41.83,42.53,39.20
41.59,41.65,41.89,40.52
41.51,40.38,41.97,40.06
40.50,39.42,40.86,39.34
39.33,39.95,40.86,39.04
40.18,39.92,40.61,39.41
40.99,41.39,42.79,40.90
41.76,40.57,42.20,40.13
40.52,41.38,41.90,40.44
41.38,43.56,43.85,41.38
43.60,43.56,44.39,42.43
44.52,44.40,44.75,43.05
44.41,44.50,45.20,44.00
44.46,43.58,44.57,43.28
43.44,43.70,44.25,43.10
43.64,42.83,44.29,42.52
43.02,44.72,44.96,42.55
43.88,42.99,44.70,42.61
42.60,40.84,43.47,40.21
41.62,40.56,42.18,40.15
40.95,40.70,42.12,40.60
40.80,40.35,41.65,39.60
40.34,40.40,40.98,40.14
40.50,40.41,41.36,39.90
44.23,46.62,47.00,43.63
46.13,47.35,48.03,46.13
47.61,47.99,48.50,47.15
48.00,48.70,49.38,48.00
48.75,49.07,50.10,48.55
49.15,48.81,49.52,47.99
48.37,48.63,49.12,48.08
48.49,48.87,49.64,48.12
48.78,49.08,49.59,48.50
49.29,49.70,50.05,48.66
49.75,49.99,50.76,49.47
49.35,49.11,49.83,48.56
49.14,48.77,49.71,47.92
49.11,50.32,51.16,48.67
50.18,50.40,50.69,49.10
50.70,50.11,50.84,49.17
50.52,49.61,50.57,49.15
49.63,50.21,50.60,49.51
49.84,52.52,52.85,49.52
56.00,55.69,56.67,54.30
55.75,53.99,55.78,53.67
54.30,55.33,55.90,54.01
54.95,54.71,55.60,54.10
54.44,55.78,55.86,54.26
54.64,55.50,55.72,54.25
55.88,56.24,56.40,55.34
56.29,56.08,56.50,55.53
56.53,58.52,58.90,56.36
58.41,59.08,59.50,57.53
58.41,58.89,59.35,57.55
58.65,56.73,58.88,56.28
57.40,58.66,58.92,56.93
58.32,58.21,58.80,57.08
58.15,56.98,58.26,56.58
56.98,57.98,58.23,55.79
58.08,58.62,58.84,56.76
59.20,59.69,60.23,58.67
59.99,59.07,60.25,58.95
59.55,59.40,60.06,58.44
58.17,54.31,58.17,53.50
54.37,54.11,55.16,53.58
53.38,55.12,55.29,52.70
55.38,54.07,55.73,53.87
54.31,54.19,54.40,53.29
54.98,54.00,55.23,53.95
53.95,53.69,54.80,53.35
53.98,54.25,54.50,53.42
54.25,55.55,55.72,54.16
55.51,54.49,56.19,54.37
54.64,56.42,56.47,54.39
56.28,55.30,57.24,55.27
55.46,55.84,55.92,55.35
55.78,54.26,56.04,54.15
54.08,52.48,54.27,52.14
52.95,52.49,53.29,51.53
52.59,52.75,52.96,51.85
52.70,54.48,54.72,52.60
54.41,54.85,56.21,54.24
53.99,53.71,54.00,53.02
53.09,53.47,53.54,52.22
54.08,53.42,54.85,53.37
53.03,53.93,54.67,52.69
53.96,54.68,55.20,53.59
54.31,53.68,55.39,53.39
53.73,54.42,54.53,52.76
54.30,54.44,55.71,53.74
54.11,53.11,54.41,52.31
52.74,53.72,53.98,52.47
54.06,53.42,54.20,53.35
53.54,53.36,54.33,53.02
52.72,52.82,53.74,51.77
53.27,52.09,53.48,51.59
52.08,53.83,54.36,51.57
53.79,55.04,55.16,53.35
55.50,54.52,56.22,54.27
54.62,53.53,54.93,53.14
53.18,52.71,53.54,52.31
