ALB,Albemarle Corporation Common Stock,NASDAQ
44.46,44.65,45.04,44.25
44.34,44.29,44.64,43.75
44.39,45.39,45.39,44.18
45.08,45.27,45.58,45.00
44.73,45.41,45.63,44.56
45.67,45.87,45.95,45.32
45.11,44.99,45.31,44.43
43.79,43.28,43.93,42.98
42.34,42.16,42.81,41.92
41.74,41.73,42.40,41.65
41.47,41.81,42.12,41.31
42.30,42.86,43.44,42.29
42.86,42.93,43.10,42.52
42.56,41.87,42.68,41.53
41.57,41.23,41.72,40.72
41.44,40.81,41.66,40.69
40.30,40.03,40.41,39.82
39.61,39.92,40.05,39.01
40.12,39.69,40.49,39.64
40.17,40.64,40.65,38.75
40.41,39.89,40.57,39.89
39.72,40.09,40.49,39.34
40.94,41.94,42.09,40.60
41.82,42.39,42.47,41.71
43.00,43.32,43.58,43.00
43.04,42.35,43.32,42.26
42.49,42.46,42.85,42.40
43.04,41.66,43.05,41.64
41.72,41.04,41.85,40.99
41.47,42.13,42.26,41.37
41.99,42.32,42.65,41.77
42.32,43.25,43.35,42.20
43.33,43.15,43.39,43.02
43.36,43.38,43.60,43.00
43.63,44.18,44.24,42.98
44.15,43.96,44.34,43.71
43.88,43.63,44.20,43.56
43.12,43.29,44.26,42.96
44.00,44.55,44.58,43.89
44.50,44.84,45.23,44.50
44.86,45.33,45.42,44.32
45.05,46.13,46.34,45.01
46.49,46.81,47.15,46.19
47.18,47.26,47.35,46.50
47.13,46.70,47.30,46.16
47.40,48.14,48.28,47.06
48.07,47.92,48.18,47.26
48.26,47.75,48.71,47.61
47.84,47.81,48.09,47.67
47.84,48.04,48.60,47.84
47.86,48.02,48.19,47.34
48.34,48.82,48.93,48.31
48.74,48.52,48.85,48.20
48.92,48.49,49.27,47.94
48.66,48.38,48.89,48.13
47.63,47.35,48.20,47.02
47.41,48.36,48.72,47.35
48.67,48.68,49.35,48.07
49.63,49.02,51.15,48.83
49.65,50.07,50.86,49.54
49.53,50.17,50.69,49.43
49.82,49.84,49.89,49.07
50.12,49.47,50.30,49.31
49.27,50.13,50.26,49.19
50.59,50.19,50.86,49.89
50.83,50.75,51.16,50.62
50.70,50.99,51.07,50.45
51.63,52.78,52.94,51.51
52.95,53.10,53.22,52.41
52.94,52.88,53.23,52.57
53.07,52.50,53.55,52.28
52.53,53.00,53.23,52.02
52.44,52.96,53.08,52.41
52.51,51.96,52.84,51.74
52.19,52.14,52.89,52.03
51.58,51.18,51.58,50.32
51.23,51.24,51.73,50.80
52.11,52.80,53.83,52.03
52.66,53.48,53.54,52.42
53.07,53.93,53.99,52.75
53.17,52.90,53.39,52.78
53.38,54.55,54.57,53.36
54.09,54.11,54.43,53.79
53.66,54.30,54.54,52.97
53.67,54.09,54.46,53.58
55.02,55.37,55.49,54.85
55.37,55.00,55.43,54.35
54.83,55.23,55.44,54.48
55.21,55.36,55.63,54.95
54.90,55.57,56.13,54.90
55.70,54.42,55.74,54.09
54.82,55.07,55.11,54.35
55.27,55.39,55.54,55.08
55.49,55.05,55.81,54.92
55.24,55.64,56.06,55.17
55.35,54.81,56.63,54.74
54.87,55.46,56.04,54.35
55.60,56.30,56.42,55.08
56.30,55.78,56.66,55.69
55.97,56.73,57.34,55.87
56.89,56.16,56.92,55.86
56.15,56.15,56.54,56.02
55.97,56.05,56.16,55.55
56.20,55.93,56.21,55.58
56.00,56.36,56.67,56.00
56.20,56.13,56.68,56.08
56.06,55.78,56.32,55.76
56.12,55.86,57.12,55.73
56.08,55.34,56.18,54.73
55.01,55.16,55.33,54.68
55.38,54.81,55.55,54.71
54.96,54.68,55.13,54.33
54.36,55.05,55.48,53.76
55.40,55.80,56.18,55.19
56.40,58.81,58.96,56.40
59.28,58.44,59.28,58.29
58.48,59.86,60.54,58.22
59.95,60.66,60.70,59.56
58.83,57.25,59.04,56.93
56.65,56.87,57.50,56.36
57.30,57.69,58.12,56.94
57.56,57.70,58.02,57.28
58.00,57.00,58.57,56.41
56.79,57.11,58.25,56.72
57.39,56.88,57.39,56.78
56.72,55.58,57.01,55.39
55.60,56.16,56.30,54.78
57.10,57.74,57.95,56.55
57.66,57.64,58.25,57.16
57.33,57.51,57.90,56.80
57.69,57.84,58.71,57.20
57.96,57.43,58.37,57.20
57.51,57.57,57.83,57.06
57.23,57.22,57.54,56.94
56.83,57.18,57.80,56.81
57.13,57.36,57.58,56.90
57.35,57.62,57.83,57.33
57.46,57.77,57.85,57.38
57.96,58.56,58.70,57.83
58.62,59.05,59.13,58.36
59.28,59.35,59.71,59.05
58.78,57.13,58.99,57.05
56.65,56.73,57.04,55.32
56.64,56.02,56.79,55.17
56.40,57.24,57.26,56.27
57.55,57.56,57.84,57.03
57.90,56.34,58.04,56.07
56.15,56.02,56.81,55.84
56.84,58.31,58.35,56.83
58.43,58.28,59.22,57.69
58.77,56.74,58.84,56.46
56.53,56.78,57.44,56.06
56.58,56.42,56.77,55.67
55.59,54.88,56.02,54.56
54.30,54.90,55.13,53.31
54.89,56.12,56.32,54.89
54.01,54.64,55.05,53.69
54.58,53.09,54.89,52.64
53.97,53.84,54.56,53.51
54.63,54.07,54.66,53.51
54.82,55.52,55.60,54.50
55.46,55.27,55.71,55.04
55.04,55.70,55.91,54.39
56.09,56.57,56.59,55.11
56.83,57.23,58.41,56.82
57.27,57.75,58.10,57.27
57.53,58.45,58.78,57.25
59.16,59.37,59.85,58.56
59.25,59.77,59.98,59.10
60.26,60.10,60.48,59.71
60.36,59.81,60.49,59.77
59.67,59.86,60.32,59.51
60.31,60.32,60.54,59.69
60.34,60.18,60.99,59.84
60.48,60.05,60.75,59.77
60.20,59.13,60.27,58.88
58.67,57.88,58.84,57.79
58.25,57.83,58.35,57.18
57.25,57.83,58.04,57.23
58.00,58.15,58.50,57.60
57.20,56.91,57.37,56.28
56.98,57.82,57.87,56.49
62.44,64.87,66.52,61.93
65.14,64.99,65.35,63.96
64.86,69.56,69.74,64.86
69.65,68.51,69.88,68.30
68.78,68.10,68.78,67.14
68.07,68.73,68.88,67.82
68.98,70.55,70.74,68.74
71.18,69.96,71.18,69.51
69.72,68.28,70.18,67.85
68.14,66.10,68.14,65.98
64.63,67.95,68.13,64.56
68.73,69.00,69.82,68.28
68.91,69.28,69.53,68.45
69.65,71.11,71.35,69.55
70.79,69.88,70.85,69.28
69.40,68.96,69.67,68.24
69.83,68.26,69.84,68.13
68.11,67.76,69.48,67.56
67.35,67.28,67.96,66.28
67.64,69.38,69.46,67.15
69.52,69.06,70.12,68.81
68.85,68.55,69.15,67.80
67.05,67.21,67.54,66.36
67.67,67.91,68.62,67.51
67.57,68.91,69.30,67.26
68.65,69.23,69.50,68.16
69.50,70.55,70.78,69.43
71.71,70.84,71.79,69.90
70.79,68.47,71.16,68.37
68.72,67.75,69.31,67.34
66.48,67.19,68.28,65.77
66.85,65.86,67.55,65.60
66.33,66.04,67.30,65.76
65.71,65.45,65.85,65.11
65.80,66.61,67.23,65.40
66.12,65.52,66.59,65.46
65.59,65.04,65.87,64.70
65.87,66.17,66.91,65.65
65.50,65.56,66.45,65.38
65.74,64.85,66.33,64.12
65.53,64.70,65.75,64.56
64.65,65.68,66.01,64.56
66.28,67.68,67.95,65.89
67.32,67.28,68.02,67.07
66.30,66.98,67.45,65.50
67.06,66.14,67.22,66.03
66.15,66.15,66.48,65.40
66.44,67.32,67.32,66.27
67.74,68.52,68.85,67.34
68.64,69.20,69.29,68.14
69.55,70.48,70.56,69.04
70.76,70.06,70.76,69.83
69.93,70.20,70.57,69.50
71.01,70.55,71.21,70.07
69.59,70.56,70.70,69.23
69.38,69.10,69.87,68.59
68.78,68.66,69.55,68.40
69.10,68.44,69.34,68.35
68.76,67.92,69.17,67.58
68.24,68.15,68.25,67.42
67.85,67.39,68.11,66.49
67.97,68.88,69.34,67.94
69.08,68.11,69.08,67.63
68.38,69.91,70.07,68.00
68.97,66.89,69.56,66.41
66.32,68.70,69.03,66.18
68.63,68.34,68.85,67.57
67.77,67.96,68.87,67.76
67.94,67.42,68.40,67.30
66.15,66.58,67.58,65.80
67.49,66.53,67.58,65.50
65.93,63.18,66.82,63.08
62.87,63.33,63.44,61.03
62.37,57.41,62.37,57.28
58.43,56.28,58.75,54.05
53.89,51.46,54.66,51.45
52.95,56.03,56.08,51.47
53.53,52.76,55.23,52.62
52.90,57.00,58.00,52.90
57.59,58.12,58.53,57.00
58.87,59.45,59.49,58.23
57.38,55.26,58.00,53.47
55.74,53.99,56.15,53.84
52.24,48.38,52.25,47.53
47.75,46.31,49.00,46.15
47.80,45.61,48.18,45.20
46.08,47.09,47.36,45.61
47.16,48.48,48.65,46.69
48.84,47.61,49.12,47.35
47.15,49.46,49.71,46.46
50.23,51.89,51.97,50.10
51.49,50.84,51.73,50.43
51.45,50.71,52.27,50.17
50.90,49.94,51.51,49.91
48.70,47.64,49.12,47.09
45.61,46.92,47.03,45.61
47.75,48.84,49.19,47.66
48.62,47.73,48.91,47.57
47.04,45.85,47.25,45.56
45.03,44.69,45.78,43.66
44.84,45.61,46.18,44.67
45.84,46.16,46.70,44.46
46.71,46.83,47.41,46.28
46.99,46.30,47.12,45.92
45.12,45.86,46.25,44.86
45.98,44.99,47.09,44.95
45.06,43.43,45.23,43.43
41.66,40.22,42.06,39.84
40.02,40.92,41.46,39.76
41.48,42.44,42.49,40.12
43.80,44.01,45.58,43.60
43.95,41.01,44.13,40.85
42.43,42.34,42.85,41.21
41.43,40.40,41.85,40.38
40.16,39.00,41.52,38.97
38.42,40.27,40.32,38.02
40.52,42.49,42.94,39.85
42.23,43.00,43.50,41.62
43.18,43.40,43.45,41.55
43.95,45.96,46.00,43.84
45.32,46.14,46.82,45.18
46.75,47.44,48.41,46.26
47.65,47.50,47.87,46.25
48.25,48.63,48.73,47.26
48.49,47.43,48.66,46.90
47.42,48.96,49.18,46.28
48.56,44.83,48.60,44.50
45.13,45.44,45.72,44.17
46.05,46.53,46.96,45.28
46.72,48.61,48.96,46.19
48.53,50.96,53.06,45.75
52.27,52.72,53.20,49.78
55.80,54.80,56.92,54.12
54.60,55.13,55.90,54.49
54.43,53.29,54.43,53.08
51.83,50.97,52.14,50.32
52.45,52.92,53.84,52.30
54.01,54.40,54.58,52.27
53.66,54.37,54.57,52.49
54.51,54.60,55.25,53.16
55.02,54.53,55.02,52.90
52.88,51.88,53.24,51.51
52.96,52.50,53.16,51.60
53.34,53.84,54.56,53.25
53.66,53.29,53.92,52.75
52.88,52.31,53.01,51.18
51.69,52.16,53.80,51.40
51.86,50.35,52.09,50.03
50.57,50.30,50.82,49.75
49.40,49.75,50.06,48.61
49.52,49.05,49.94,48.49
48.21,47.00,48.46,46.93
46.67,47.23,47.89,46.62
49.40,49.63,49.95,49.14
49.96,50.02,50.25,49.25
52.72,54.53,54.54,52.42
54.13,53.50,54.67,53.12
54.34,53.29,54.76,53.10
54.45,53.75,54.88,53.48
54.35,53.74,54.35,53.00
53.32,54.58,54.88,53.07
53.85,53.08,54.48,52.88
53.04,53.09,53.54,50.84
52.15,50.91,52.29,50.21
51.21,50.49,51.97,49.64
49.87,48.07,49.88,48.05
49.00,48.82,49.34,48.18
49.27,50.16,50.62,48.86
50.29,48.01,50.69,47.82
49.22,50.05,50.54,49.13
49.88,49.82,49.97,48.78
49.89,50.76,51.12,49.78
50.83,51.14,51.33,50.60
51.04,51.49,52.45,50.98
51.32,50.17,51.43,50.06
50.31,51.49,51.57,50.23
51.55,51.51,52.03,51.27
52.91,52.73,54.16,52.55
52.68,53.50,53.72,52.27
52.78,53.58,53.76,52.32
53.68,53.47,54.41,53.25
53.73,53.43,53.91,52.67
54.35,55.09,55.47,54.28
54.80,55.37,55.62,54.52
55.70,57.49,57.70,55.18
56.95,56.80,56.99,55.71
57.97,57.34,58.45,57.12
57.00,58.51,58.52,56.91
58.63,60.09,61.23,58.62
60.00,59.64,60.10,59.49
59.77,60.09,61.05,59.55
60.01,62.66,63.48,58.40
62.70,62.09,62.80,61.44
62.70,63.02,63.89,62.66
63.07,63.25,64.00,62.95
62.70,63.42,64.05,62.54
63.79,64.31,64.46,63.13
65.16,66.40,66.60,65.00
66.62,65.67,66.62,65.57
66.81,66.99,67.76,66.51
66.44,67.50,67.55,66.00
67.45,66.90,67.85,66.56
67.13,66.73,67.88,66.34
66.92,66.51,68.51,65.66
65.46,65.23,66.00,64.58
65.81,66.14,66.54,65.64
65.77,65.25,66.01,64.46
65.60,64.71,65.84,64.20
64.79,66.38,66.46,64.66
66.69,66.28,67.00,66.09
66.52,65.77,66.62,65.29
65.99,66.19,66.61,65.29
66.08,66.58,66.84,65.86
66.54,66.14,67.05,66.03
65.50,66.89,67.34,65.04
66.88,66.73,67.54,66.34
66.89,66.52,67.62,66.41
66.95,67.70,68.26,66.67
67.45,65.92,67.92,65.65
65.24,62.40,65.26,61.78
63.38,60.05,63.38,59.41
60.11,61.50,61.82,60.09
62.39,62.93,63.18,62.03
62.94,63.05,63.60,62.57
62.99,62.75,63.04,62.33
62.82,63.66,63.66,62.42
63.65,63.91,64.00,63.37
64.00,64.60,64.67,63.84
64.79,64.37,64.99,64.03
64.18,64.38,64.95,63.54
63.88,64.02,64.25,63.18
64.25,64.28,64.77,63.95
63.59,63.43,63.96,62.93
63.53,62.67,63.55,62.33
63.28,64.39,64.39,63.27
64.44,64.63,65.02,64.40
64.49,63.16,64.49,62.77
62.75,63.69,63.84,62.35
64.40,63.92,64.58,63.31
63.65,65.18,65.50,63.48
65.19,64.42,65.46,63.89
63.72,63.64,64.39,63.36
63.44,63.02,64.39,62.93
61.92,63.03,63.15,61.79
63.03,61.31,63.39,61.22
62.39,61.98,62.71,61.69
62.11,63.72,64.07,62.10
63.44,62.85,63.89,62.82
63.06,63.37,63.80,62.34
64.10,64.12,64.87,63.73
63.76,65.25,66.06,63.42
64.97,63.73,65.49,62.26
63.56,65.44,66.14,63.12
62.67,64.41,64.57,62.42
64.19,63.23,64.36,63.12
64.44,64.56,64.87,63.95
64.20,65.13,65.49,64.02
65.41,66.23,66.52,65.40
65.86,65.30,66.15,64.89
65.30,66.07,67.14,65.30
65.80,66.06,66.34,65.31
66.06,65.50,66.36,65.29
64.99,63.66,65.05,63.32
63.24,64.25,64.83,63.14
63.65,63.25,63.74,62.46
62.00,62.61,62.83,60.77
63.35,62.90,63.65,62.68
62.18,63.28,63.77,62.06
62.10,60.97,62.45,60.85
60.98,61.85,61.95,60.51
62.99,62.81,64.89,62.23
62.74,59.98,62.97,59.93
60.29,59.30,60.63,59.09
59.40,61.69,62.05,58.88
61.35,59.57,61.65,59.10
58.97,60.10,60.19,57.87
60.44,60.49,61.07,59.36
61.06,61.43,61.71,60.41
62.35,63.68,63.98,62.33
62.73,60.78,63.04,60.71
61.00,60.70,61.09,59.28
58.21,56.90,59.00,56.70
57.25,57.26,57.66,55.86
57.18,59.38,59.72,57.18
59.78,60.51,61.20,59.78
61.50,60.34,62.96,60.25
60.14,60.83,60.91,59.30
61.70,58.67,61.77,58.56
59.12,59.70,59.78,58.73
59.26,57.74,59.46,57.56
57.74,57.93,58.34,57.18
58.37,59.28,59.44,58.24
58.95,60.32,60.39,58.56
60.70,61.75,62.03,60.70
61.75,61.82,62.59,61.34
61.73,59.05,61.90,58.67
59.33,58.74,59.42,58.06
57.70,57.70,57.88,56.72
57.87,58.47,59.00,57.49
58.67,57.75,58.98,57.50
57.06,57.89,57.95,57.06
59.54,59.64,59.88,59.14
59.94,60.19,60.26,59.01
60.28,61.90,62.19,60.23
61.64,61.57,62.34,61.36
60.66,59.99,61.07,59.71
60.02,59.45,60.10,58.94
60.04,58.88,60.42,58.40
58.99,57.30,59.04,56.93
57.05,56.53,57.05,55.66
57.11,57.94,58.14,57.11
57.82,57.32,57.90,56.78
57.80,57.23,57.85,56.77
55.24,55.61,56.02,53.18
55.70,57.53,57.76,55.01
57.00,57.07,57.46,56.71
56.00,56.70,56.98,55.41
56.76,54.84,56.94,54.39
55.41,55.14,55.90,54.91
56.10,56.37,56.43,55.49
56.81,58.12,58.29,56.50
58.09,58.22,58.89,57.53
57.89,58.22,58.64,57.75
58.47,57.75,58.86,57.75
56.92,56.53,57.68,55.66
58.11,58.53,59.10,58.10
58.92,59.11,59.42,58.71
59.68,60.23,60.46,59.30
59.91,60.18,60.43,59.68
60.20,60.87,61.12,60.18
60.60,60.99,61.04,60.03
60.50,61.07,61.09,60.31
61.19,60.44,61.43,60.23
60.34,60.87,60.99,60.34
61.01,61.20,61.42,60.60
61.10,61.31,61.45,60.88
61.05,61.16,61.19,60.55
60.88,58.86,61.04,58.13
58.62,57.95,58.74,57.63
57.94,56.70,57.94,56.43
56.73,56.40,56.86,55.95
56.61,55.31,56.61,55.12
55.31,54.52,55.51,54.49
54.73,54.73,54.82,54.21
54.20,54.40,54.67,54.04
54.84,54.73,55.20,54.10
54.24,54.08,54.76,53.28
54.10,54.06,54.26,53.42
54.69,55.75,56.42,54.68
56.00,56.92,56.97,55.67
56.66,56.75,57.03,56.52
56.67,56.78,56.96,56.33
56.44,54.68,56.72,54.46
54.12,53.48,54.24,52.87
53.69,53.89,54.14,53.65
53.68,53.46,53.74,53.37
52.86,52.68,53.10,51.86
52.94,54.27,54.64,52.81
53.63,53.58,53.72,53.26
53.97,53.21,54.32,53.18
52.75,52.87,53.09,52.65
52.98,51.65,53.23,51.64
51.68,51.56,51.92,50.88
51.73,52.41,52.53,51.52
52.00,52.68,52.80,51.76
53.16,52.70,53.71,52.43
52.88,53.00,53.06,52.52
52.97,53.01,53.35,52.72
53.35,53.75,53.98,53.19
54.13,54.35,54.63,53.94
53.78,53.59,53.98,53.27
53.55,52.68,53.55,52.51
52.82,51.84,52.85,51.77
52.41,52.33,52.78,52.23
52.40,52.01,52.89,51.86
52.06,52.35,52.62,51.86
52.74,53.80,53.88,52.18
53.95,54.28,54.43,53.72
52.85,55.72,56.10,52.00
55.69,55.33,56.26,54.89
55.13,56.18,56.23,55.13
54.80,55.43,55.78,54.41
55.89,55.01,56.00,54.91
55.39,55.09,55.55,54.65
55.08,55.29,55.67,54.88
55.46,55.11,55.50,54.97
55.38,56.79,57.07,54.63
57.11,56.23,57.19,55.78
55.98,56.81,56.87,55.98
56.89,57.02,57.44,56.70
56.08,55.51,56.43,55.07
55.53,54.49,56.18,54.48
54.29,54.21,55.25,53.88
54.56,55.11,55.55,54.56
55.16,55.65,56.61,55.16
55.71,54.34,56.38,54.22
54.83,54.08,54.91,53.60
54.31,54.31,54.77,53.98
55.19,56.38,56.79,55.19
56.31,56.41,56.95,56.21
56.61,56.41,56.92,56.13
56.78,57.54,58.10,56.69
57.25,57.49,57.82,57.01
57.12,57.91,58.08,56.03
57.85,59.19,59.22,57.43
59.48,60.17,60.53,59.25
60.00,59.79,60.71,59.54
60.11,58.83,60.54,58.76
58.93,58.96,59.39,58.61
58.99,59.14,59.48,58.52
59.15,59.18,59.43,58.85
59.38,59.20,59.41,58.94
59.20,59.76,59.96,58.48
59.90,59.90,60.63,59.68
60.07,59.39,60.22,59.15
59.34,59.27,60.00,58.88
59.36,59.37,59.88,59.01
59.38,60.19,60.22,59.38
60.18,61.79,61.82,60.18
61.75,62.02,62.51,61.75
61.97,62.05,62.27,61.48
61.13,61.66,62.11,60.73
61.43,61.93,61.98,61.11
62.06,61.67,62.40,61.55
61.82,61.70,62.14,60.72
61.27,60.89,61.61,60.86
60.61,62.12,62.36,60.61
63.69,64.30,64.72,63.69
64.33,63.88,64.70,63.57
63.82,64.63,64.81,63.78
64.12,64.95,65.08,64.00
64.40,63.77,64.59,63.52
63.90,64.12,64.31,63.59
64.41,64.17,64.71,63.72
64.16,63.97,64.24,63.55
63.91,64.63,64.63,63.75
64.60,65.10,65.35,64.29
64.87,64.61,65.00,64.42
65.02,65.26,65.58,64.85
65.54,64.44,65.54,64.33
64.53,64.33,64.70,63.98
65.73,64.67,67.75,63.88
63.49,62.11,63.59,60.71
62.52,62.43,62.80,61.42
62.50,63.16,63.35,62.10
62.99,63.19,63.50,62.87
63.26,62.49,63.26,62.33
61.99,61.31,62.03,61.28
61.97,61.75,61.97,61.16
61.24,61.60,61.99,61.12
61.90,62.27,62.70,61.90
61.79,62.03,62.64,61.65
62.07,61.58,62.09,61.19
61.78,62.66,63.02,61.78
62.68,62.76,62.94,62.40
62.45,62.70,62.94,62.27
64.05,66.15,66.83,64.05
65.85,65.41,65.99,65.28
65.37,65.42,65.86,65.00
65.65,65.84,66.81,65.65
65.70,64.06,65.93,64.05
63.76,64.13,64.28,63.26
64.48,65.00,65.25,64.39
65.31,63.40,65.31,63.40
63.68,63.86,64.16,63.50
63.86,65.22,65.52,63.79
65.21,65.08,65.72,65.08
64.41,64.29,64.65,63.38
64.10,63.59,64.48,63.32
64.01,63.56,64.76,63.46
63.95,64.63,65.25,63.78
64.74,64.21,65.18,64.03
64.68,65.61,65.64,64.32
65.40,65.42,65.48,64.81
65.47,64.90,65.82,64.89
64.89,64.98,65.27,64.45
65.19,65.56,65.60,64.74
65.33,63.21,65.34,63.10
62.35,62.44,62.80,62.08
62.56,62.61,62.80,61.99
62.96,62.20,63.17,62.03
61.75,62.19,62.47,60.96
62.39,61.17,62.44,60.98
61.34,61.82,62.15,60.74
61.99,62.01,62.45,61.77
61.53,61.75,62.33,61.26
61.64,62.52,62.68,61.33
62.22,61.30,62.54,60.92
61.50,61.16,61.53,60.93
61.20,60.26,61.68,59.78
60.37,61.05,61.29,60.37
60.12,61.77,62.03,60.07
61.61,62.19,62.64,61.05
62.41,61.92,62.69,61.27
61.08,62.24,62.28,60.45
62.34,61.93,63.27,61.86
61.90,60.87,62.06,60.49
60.36,59.24,60.50,58.91
59.95,61.61,61.64,59.38
60.81,60.24,61.09,60.02
58.96,57.75,58.99,57.01
57.07,58.82,58.97,56.64
58.79,58.99,59.48,57.94
59.25,59.12,59.66,58.81
59.35,59.00,59.91,58.79
59.48,59.28,59.57,59.07
59.40,58.86,59.62,58.48
58.98,59.47,59.67,58.74
59.65,61.25,61.25,59.25
60.82,59.13,61.24,59.05
59.42,59.88,60.00,59.03
60.54,61.27,61.94,60.54
61.22,61.55,61.69,60.95
61.56,62.18,62.45,61.45
62.00,63.53,63.53,61.91
63.38,63.37,63.90,62.93
63.56,64.15,64.21,63.38
64.15,63.97,64.21,63.63
63.86,64.86,65.00,63.86
64.69,65.83,65.84,64.68
65.68,66.27,66.67,65.65
66.61,67.34,67.65,66.48
67.21,66.32,67.21,66.00
66.46,66.94,67.45,66.46
66.94,66.43,67.96,66.02
65.61,66.61,66.62,65.01
66.22,66.44,66.60,66.08
67.32,67.75,67.77,67.19
67.08,67.49,67.79,66.92
67.54,69.00,69.03,67.45
68.32,66.92,68.55,66.83
66.90,65.74,67.07,65.16
65.79,65.85,66.64,65.35
65.63,64.79,65.91,64.64
64.80,64.37,65.39,63.41
64.40,64.14,64.53,63.33
64.32,63.50,64.51,63.03
62.75,62.84,63.40,61.96
63.11,61.88,63.30,61.83
61.67,63.36,63.56,61.52
63.39,62.98,63.69,62.90
63.59,63.30,63.84,62.90
63.22,63.99,64.41,63.22
63.98,63.40,64.09,63.36
