DOV,Dover Corporation Common Stock,NASDAQ
58.91,58.68,58.95,58.48
58.31,58.45,58.60,58.00
58.48,58.62,58.83,58.22
58.79,58.51,58.98,58.42
58.40,58.59,58.78,58.39
58.51,58.45,58.72,58.27
59.18,59.12,59.82,58.97
59.33,58.79,59.50,58.19
58.39,58.21,58.83,58.12
58.20,57.56,58.54,57.38
57.76,57.39,58.45,57.35
57.12,57.44,57.62,56.77
57.72,57.83,58.19,57.50
58.25,58.88,59.12,58.18
58.97,59.06,59.17,58.62
58.82,59.59,59.59,58.53
59.45,59.75,59.91,59.45
59.67,58.20,59.67,57.98
57.95,56.72,58.10,56.51
57.28,56.66,57.84,56.52
56.77,56.96,57.84,56.77
56.86,57.48,57.57,56.59
57.77,59.39,59.60,57.73
58.31,59.48,60.00,58.31
61.21,62.15,65.00,60.95
62.64,64.10,64.55,62.64
64.49,65.73,66.03,63.88
65.33,65.17,65.60,64.62
65.07,64.71,65.37,64.60
64.84,65.29,65.46,64.68
65.56,65.85,66.05,65.43
65.93,66.08,66.65,65.43
65.72,66.09,66.20,65.37
65.85,66.59,66.97,65.70
66.26,66.64,67.01,65.91
66.66,67.71,67.81,66.47
67.28,66.47,67.66,66.29
66.77,66.63,67.34,66.14
66.72,67.34,67.60,66.25
67.87,67.75,68.07,67.11
66.81,65.49,66.84,65.28
65.51,63.50,65.65,62.91
63.59,63.50,64.63,62.90
63.99,64.06,64.22,63.78
64.28,64.25,64.90,63.86
64.35,63.64,64.93,63.43
63.64,64.64,65.53,63.50
65.07,66.63,66.76,65.07
66.43,65.63,66.63,65.15
65.58,63.82,66.15,63.53
64.28,64.92,65.48,63.84
64.70,64.70,64.84,63.91
63.85,63.15,63.90,62.57
63.08,63.70,64.03,62.51
63.09,63.12,63.84,62.53
60.94,62.50,62.83,60.43
62.30,62.17,63.14,61.59
63.48,63.35,64.06,62.99
64.38,63.34,64.50,63.02
64.55,65.24,65.43,64.30
65.16,64.34,65.22,64.14
64.27,64.33,64.66,63.46
65.08,65.24,65.58,64.55
65.48,65.51,65.82,65.08
65.60,64.64,65.72,64.62
64.58,64.93,64.93,64.00
65.26,65.04,65.33,64.70
64.99,65.74,65.88,64.87
66.55,67.24,67.41,66.05
67.01,66.60,67.04,65.63
66.64,66.58,66.75,66.22
66.85,66.40,66.95,66.13
66.15,65.95,66.37,65.41
65.92,65.09,66.24,64.66
65.15,65.00,65.42,64.62
64.51,64.47,64.83,63.85
64.89,64.45,65.20,63.92
64.15,64.35,64.63,63.38
64.53,65.32,65.64,64.30
64.24,64.16,64.31,63.30
64.32,66.34,66.39,64.32
67.30,67.19,67.52,66.59
68.00,67.80,69.25,67.30
67.91,66.30,67.98,66.08
66.80,67.47,67.85,66.54
67.63,67.48,67.94,66.87
67.40,68.02,68.11,67.30
68.06,68.04,68.56,67.63
68.42,67.32,68.64,67.14
67.26,66.80,67.71,66.19
66.59,65.15,66.77,64.99
64.79,65.16,66.39,64.25
66.20,65.42,66.96,65.12
65.56,66.21,66.64,65.40
66.32,66.81,66.95,66.20
66.66,65.92,66.93,65.33
65.75,65.56,65.96,64.87
65.60,64.33,65.90,64.16
64.05,63.55,64.66,63.42
63.19,62.70,63.35,62.11
62.81,63.71,63.89,62.57
64.11,64.45,64.63,63.80
64.48,63.49,64.48,63.19
62.42,62.75,63.11,62.12
62.84,62.26,63.24,62.19
62.11,63.70,63.90,61.76
63.07,64.20,64.37,62.88
64.45,65.81,65.95,64.45
66.76,67.23,68.00,66.42
66.73,63.76,66.98,63.71
63.96,63.48,64.61,63.19
62.45,62.46,63.21,62.27
62.31,62.18,62.95,62.05
62.60,62.38,62.83,62.03
62.00,62.11,62.47,61.88
62.27,62.30,62.55,62.06
61.84,60.83,62.17,60.77
61.11,60.91,61.43,60.57
61.76,62.71,63.39,61.73
62.05,61.49,62.41,61.20
61.48,62.26,62.40,61.01
62.91,62.30,63.24,62.10
62.05,63.12,63.27,61.96
63.60,64.46,64.55,63.47
64.05,64.58,64.97,63.88
63.36,64.86,64.89,62.60
64.93,63.65,65.15,63.49
63.77,64.51,64.80,63.17
64.74,66.26,66.30,64.62
66.64,66.36,66.76,65.65
66.65,67.80,68.23,66.52
67.91,69.09,69.26,67.62
69.16,68.98,69.47,68.60
68.90,69.25,69.55,68.46
69.93,69.84,70.15,69.46
68.73,69.19,69.32,68.50
68.18,67.41,68.32,66.90
67.21,66.06,67.50,66.02
66.56,66.32,67.19,66.10
66.54,65.50,66.95,65.27
65.91,65.97,66.01,64.90
65.61,65.67,65.84,64.91
66.34,67.07,67.08,66.06
67.35,66.56,67.61,66.41
66.98,66.36,67.38,66.05
66.66,66.84,67.39,65.87
66.80,66.62,67.58,66.15
66.68,64.57,67.01,64.43
64.07,61.65,64.10,61.45
61.79,60.41,62.36,60.25
59.97,60.47,61.67,59.55
61.33,60.77,61.64,59.63
60.19,58.40,60.76,58.37
58.30,59.22,59.50,57.31
57.94,55.17,58.24,55.05
56.02,55.30,56.59,53.78
53.28,50.61,54.31,50.48
51.68,53.98,54.01,50.01
52.55,51.58,53.91,51.39
51.85,54.62,55.43,51.75
55.03,55.05,55.49,54.40
55.61,56.54,56.88,55.58
55.56,55.06,56.07,54.57
55.45,54.35,55.74,53.64
52.79,50.94,52.79,50.33
50.19,50.02,51.85,49.91
51.49,51.06,51.62,50.57
51.30,53.50,53.51,50.93
53.41,54.66,54.75,53.05
54.89,52.84,55.55,52.62
52.54,54.39,54.78,51.49
55.12,56.28,56.37,54.97
56.06,57.24,57.67,55.47
57.74,57.52,58.81,56.83
57.63,56.56,58.40,56.21
55.20,55.02,56.06,54.36
53.13,53.87,54.03,52.56
54.14,53.93,54.36,52.77
53.77,52.99,54.55,52.74
52.41,51.67,52.85,51.15
51.01,50.20,51.67,49.05
50.42,51.20,51.80,50.04
51.61,52.16,52.96,50.33
52.85,52.91,52.99,52.02
53.23,52.34,53.60,51.89
51.03,51.82,52.19,50.65
51.84,50.80,52.50,50.73
50.66,49.28,51.12,49.25
47.66,46.07,47.84,45.42
45.93,46.28,47.39,45.65
46.83,48.42,48.54,45.58
49.97,48.79,50.59,48.47
48.68,46.87,49.32,46.78
47.84,47.75,48.32,46.40
46.12,46.60,47.17,46.02
46.14,44.64,47.00,44.63
43.98,47.48,47.59,43.64
47.69,49.00,49.23,46.96
48.87,50.64,50.71,48.76
50.93,50.04,51.00,49.59
51.26,52.50,52.51,51.26
52.11,52.81,53.04,51.92
53.17,54.10,54.76,53.17
53.46,53.00,53.50,52.09
53.93,53.83,54.10,52.81
53.48,51.79,53.81,51.37
52.05,54.37,54.97,51.87
54.42,52.80,54.76,52.55
52.96,53.55,53.80,51.89
54.68,52.71,54.68,50.75
52.67,53.74,54.04,52.50
53.57,54.66,55.81,52.27
55.34,55.65,56.19,53.97
57.84,57.65,58.67,57.05
57.67,58.67,58.89,57.56
57.56,55.53,57.63,55.53
53.31,54.15,55.21,52.78
55.18,55.00,55.65,54.24
55.54,57.12,57.24,54.94
56.48,56.89,57.15,55.88
56.91,56.09,57.04,54.90
56.39,56.31,56.79,55.27
54.96,53.81,54.96,53.26
54.46,53.85,54.65,53.48
54.83,56.27,56.57,54.77
56.06,55.96,56.80,55.57
55.62,56.38,56.74,55.44
55.63,55.20,56.30,55.12
55.00,53.43,55.28,52.99
54.06,53.11,54.16,53.03
52.29,51.26,52.42,50.34
51.32,51.87,52.01,50.85
51.34,50.40,51.36,50.29
50.24,50.26,51.13,50.14
51.47,52.01,52.47,51.43
52.22,53.00,53.49,52.19
55.15,54.97,56.16,53.43
54.70,54.76,55.58,54.62
55.52,55.88,56.48,55.46
56.83,57.51,57.76,56.19
57.34,57.58,58.09,56.98
57.21,58.22,58.48,56.60
57.58,55.73,57.90,55.57
56.18,57.20,57.46,55.74
56.46,55.83,56.56,55.11
56.37,55.53,56.83,54.93
55.06,55.10,55.37,54.67
55.88,55.96,56.08,55.19
56.41,56.14,57.41,55.85
56.33,55.17,56.75,55.01
56.39,57.90,58.11,56.34
57.89,57.48,58.43,56.58
57.84,57.59,58.03,57.38
57.97,58.74,58.77,57.85
58.39,58.92,59.27,58.38
58.69,57.61,59.00,57.56
57.91,58.42,58.59,57.79
58.50,58.05,58.90,58.05
59.57,59.09,59.87,59.04
58.66,58.17,58.86,57.57
57.43,58.68,58.75,56.81
58.48,57.66,58.56,57.52
57.94,57.46,57.94,57.20
58.28,59.18,59.27,58.13
58.92,59.05,59.46,58.77
59.23,59.92,60.10,58.92
59.34,60.22,60.32,58.72
61.00,60.25,61.28,60.19
60.29,60.60,61.16,59.89
60.88,60.85,61.04,60.38
60.69,59.33,60.69,58.88
59.15,59.92,60.04,58.95
59.30,60.47,61.20,59.11
61.71,60.86,62.00,59.96
62.39,62.93,63.21,62.19
62.74,63.69,63.95,62.53
63.29,63.24,63.45,62.46
63.67,63.41,63.98,62.84
64.20,64.43,64.81,63.55
64.58,64.52,64.75,64.28
65.17,65.63,65.91,65.17
65.13,65.06,65.41,64.87
64.70,64.89,65.00,64.23
65.09,65.18,65.36,64.68
65.39,65.38,65.49,64.93
64.58,64.51,64.63,63.92
65.18,66.04,66.04,64.89
65.97,66.00,66.13,65.45
66.50,65.63,66.53,65.26
65.80,66.61,66.81,65.49
67.02,66.09,67.20,65.64
66.38,66.52,66.74,65.66
65.71,65.82,66.72,65.71
65.59,65.58,65.66,64.94
65.72,65.67,66.31,65.44
64.92,65.01,65.48,64.35
65.12,64.61,65.18,64.14
64.64,64.02,64.84,63.70
64.17,64.05,64.90,63.68
63.78,63.28,63.83,63.10
63.22,63.44,63.58,62.50
62.60,60.75,62.60,60.67
60.65,61.39,61.60,60.65
61.80,62.34,62.57,61.60
62.46,63.14,63.40,62.33
63.00,63.09,63.34,62.80
63.53,64.59,64.60,63.53
64.41,63.93,64.55,63.66
64.06,64.17,64.27,63.48
64.31,64.14,64.40,64.02
64.08,64.21,64.55,63.78
63.67,63.23,63.93,63.12
63.17,62.62,63.17,62.13
61.98,61.63,62.08,60.78
61.70,62.53,62.57,61.64
63.25,63.43,63.47,63.00
63.62,62.98,63.65,62.80
63.14,61.57,63.41,61.40
61.18,62.22,62.31,61.01
62.53,62.94,63.00,62.30
62.81,64.04,64.36,62.46
64.03,63.39,64.17,62.98
62.58,63.01,63.12,62.55
62.69,61.39,62.69,61.29
60.37,60.81,61.09,60.31
60.54,59.93,60.84,59.71
60.70,60.15,60.78,60.00
60.24,60.86,61.00,60.24
61.69,60.92,61.81,60.77
61.30,61.00,61.59,60.75
62.00,62.43,62.81,61.40
62.60,61.04,63.10,60.73
61.08,59.88,61.15,59.43
60.11,60.12,60.55,59.76
59.25,60.31,60.36,59.04
60.51,60.87,61.16,60.39
61.79,61.51,62.00,61.22
61.41,62.31,62.55,60.88
62.43,63.50,63.68,62.38
63.29,62.66,63.41,62.19
62.54,62.72,63.25,61.87
62.54,62.17,62.69,61.92
62.13,61.28,62.30,60.89
61.09,60.03,61.09,59.53
59.85,59.01,60.01,58.95
58.54,58.72,58.83,57.87
57.98,58.29,59.09,57.74
58.87,58.91,59.91,58.81
58.51,58.80,59.50,58.48
57.95,58.34,58.82,57.46
58.28,57.25,58.28,57.12
57.56,56.90,57.65,56.75
56.89,55.08,56.95,55.08
55.53,55.07,55.99,54.87
55.34,57.18,57.26,55.34
57.28,56.79,57.45,56.43
56.22,57.78,57.85,55.85
58.17,58.25,58.25,57.27
58.28,57.78,58.65,57.54
57.80,58.55,58.98,57.65
57.82,57.63,57.91,57.12
57.49,56.56,57.56,55.23
54.92,54.68,55.31,54.41
54.56,53.59,54.84,53.14
53.33,54.46,54.59,53.11
55.03,55.74,55.79,54.88
56.59,56.43,57.40,56.14
56.34,56.68,56.84,55.95
57.42,55.68,57.42,55.58
55.89,56.29,56.30,55.02
56.01,55.29,56.16,55.08
55.27,55.00,55.39,54.44
55.26,55.31,55.54,54.98
54.99,55.67,55.76,54.44
55.82,56.13,56.55,55.82
56.20,56.11,56.58,55.60
55.98,54.42,56.36,54.29
54.67,53.57,54.75,53.40
52.88,52.32,53.00,52.08
52.37,51.86,52.37,51.25
51.92,51.84,52.21,51.21
51.35,51.57,51.90,50.88
52.79,53.61,53.62,52.79
53.91,53.18,54.03,52.83
53.15,54.23,54.23,52.99
54.07,54.03,54.49,53.71
53.42,52.44,53.44,52.24
51.93,52.38,52.45,51.39
52.53,51.79,52.93,51.42
51.79,51.06,51.82,50.55
50.75,51.25,51.49,50.38
51.42,52.64,52.75,51.32
52.35,51.20,52.43,51.13
51.43,51.58,51.84,50.78
51.27,52.53,53.74,50.27
53.01,53.97,54.31,52.81
53.51,53.42,53.80,53.00
52.25,52.23,52.71,51.51
52.25,51.00,52.30,50.63
51.18,50.94,51.32,50.48
51.78,52.07,52.69,51.50
52.50,54.16,54.52,52.41
54.20,54.33,55.04,54.07
54.21,54.47,55.07,54.04
54.76,53.95,55.09,53.92
53.59,53.57,54.12,52.59
54.57,54.56,54.90,54.09
54.91,55.05,55.56,54.80
55.44,56.00,56.36,55.36
56.01,56.53,56.57,55.64
56.55,56.73,56.93,56.40
56.50,57.36,57.48,56.50
57.11,57.00,57.30,56.43
57.37,56.99,57.54,56.73
56.76,57.03,57.13,56.65
57.09,58.19,58.38,56.79
58.20,58.31,58.44,58.04
58.08,57.80,58.24,57.51
58.01,57.47,58.35,57.33
57.20,57.51,57.72,56.98
57.32,57.77,58.01,57.07
57.57,57.83,58.18,57.17
57.93,57.76,58.21,57.64
57.50,57.76,57.94,57.37
57.72,57.55,57.95,57.21
57.02,57.35,57.51,57.00
57.78,57.81,58.05,57.29
57.42,57.82,58.16,57.23
57.89,56.96,57.98,56.73
57.43,57.70,57.80,56.96
57.99,58.79,59.20,57.99
59.42,58.80,59.42,58.73
58.95,59.01,59.29,58.75
59.28,58.71,59.35,58.62
59.00,59.79,60.09,58.30
59.76,61.64,61.64,59.76
61.41,60.40,61.41,60.11
59.90,60.60,60.61,59.59
60.82,60.58,61.36,60.32
60.29,61.03,61.08,59.77
61.32,61.04,61.48,60.70
60.16,60.12,60.26,59.65
60.20,59.12,60.20,59.08
59.17,58.87,59.26,58.12
59.21,59.70,59.97,58.85
59.33,59.49,59.84,58.66
59.53,59.55,60.32,59.16
59.77,58.47,59.83,58.16
58.55,58.39,58.70,57.94
58.84,59.21,59.38,58.45
59.59,58.83,59.87,58.53
57.18,57.97,58.91,57.18
57.95,56.39,58.15,56.21
56.08,55.22,56.36,54.90
55.80,55.25,56.15,55.23
55.04,55.33,55.75,54.92
55.39,56.11,56.19,55.24
55.68,57.18,57.32,55.68
56.19,56.01,58.37,55.66
56.98,57.94,58.08,55.70
57.40,58.08,58.16,56.69
57.78,57.63,58.53,57.09
56.71,57.16,57.36,56.34
57.54,57.52,57.86,57.03
57.84,58.19,58.23,57.50
58.13,57.77,58.19,57.26
57.89,58.22,59.09,57.84
58.31,59.55,59.55,58.24
60.08,58.58,60.08,58.54
60.14,60.82,61.38,59.65
61.51,61.65,62.23,61.17
60.86,60.16,61.19,59.37
60.07,59.61,60.24,59.45
59.60,60.46,61.81,59.18
60.34,60.43,60.70,60.05
60.26,60.75,61.98,59.76
61.04,60.60,61.90,60.48
60.50,60.70,61.15,60.15
60.85,61.57,61.69,60.28
61.78,62.98,63.03,61.78
62.98,63.12,63.40,62.64
63.19,63.12,63.48,62.97
63.42,63.88,63.90,63.15
63.62,63.68,63.97,63.28
63.57,62.69,63.96,62.63
62.31,63.29,63.58,62.31
63.50,64.01,64.13,62.95
64.03,63.59,64.21,63.45
64.08,63.06,64.25,63.05
62.92,63.39,63.57,62.92
63.34,63.50,63.89,62.72
63.23,63.43,63.60,63.00
63.80,63.73,63.80,63.34
63.67,63.79,64.32,62.98
64.48,63.89,65.05,63.64
64.20,64.17,64.74,63.58
64.07,64.09,64.58,63.93
63.99,63.85,64.37,63.78
63.91,64.25,64.58,63.81
64.24,65.34,65.40,63.90
65.55,64.92,65.62,64.91
65.00,64.70,65.09,64.42
63.84,64.54,64.64,63.79
64.20,64.87,65.16,64.20
64.87,64.99,65.25,64.58
65.03,65.14,65.21,64.42
64.67,64.78,65.23,64.59
64.50,65.71,65.80,64.29
66.97,67.24,67.43,66.78
67.27,67.13,67.92,66.92
67.41,67.30,67.70,67.08
67.00,66.86,67.26,66.68
67.49,66.74,67.77,66.61
66.87,67.23,67.36,66.32
67.67,67.41,67.77,67.02
67.27,67.07,67.39,66.98
66.89,66.60,67.12,66.28
66.25,66.61,66.98,66.24
66.53,66.89,66.97,66.23
67.19,68.24,68.54,67.19
68.44,68.03,68.55,67.12
68.08,68.24,68.40,67.66
68.05,68.16,68.46,67.74
68.20,67.06,68.24,65.40
67.28,66.78,67.55,66.53
66.98,67.54,67.71,66.86
67.60,69.65,69.71,67.55
69.70,69.13,69.72,68.99
69.11,69.18,69.40,68.52
69.62,70.34,70.53,69.11
69.57,69.94,70.27,69.57
70.20,70.81,70.98,70.01
70.43,71.31,71.38,70.43
71.54,70.90,71.77,70.57
70.90,71.13,71.35,70.77
71.10,71.06,71.56,71.01
71.16,71.46,71.70,71.04
71.46,71.61,71.83,71.23
71.48,71.86,71.89,71.29
71.91,72.56,72.82,71.87
72.80,72.86,73.25,72.33
72.97,72.22,73.13,72.16
71.85,71.62,72.04,71.30
71.93,73.12,73.45,71.90
73.43,71.40,73.64,71.38
71.51,72.25,72.62,71.13
72.36,73.62,73.85,72.04
73.57,73.35,73.99,73.17
72.89,72.96,73.42,71.93
72.65,72.37,72.74,71.57
72.76,73.47,73.80,72.76
73.69,73.28,73.72,73.12
73.39,73.10,73.68,72.96
73.60,73.75,73.82,73.15
73.71,73.89,73.99,73.43
73.76,73.21,73.76,72.83
73.29,73.70,73.77,72.89
73.90,74.52,74.62,73.71
74.25,74.08,74.57,73.84
73.31,73.89,74.45,73.21
73.99,73.58,74.30,73.05
73.88,73.38,74.01,73.00
73.74,72.35,73.86,72.14
72.40,72.79,72.86,72.00
73.09,72.22,73.36,71.64
72.72,72.76,72.98,72.42
72.36,72.34,72.39,71.64
72.34,72.88,72.96,72.12
72.76,71.77,72.97,71.52
72.04,71.17,72.32,70.94
71.07,70.92,71.77,70.32
71.15,71.92,72.11,71.09
70.94,71.75,72.01,70.62
72.26,72.94,73.10,72.25
72.97,73.03,73.36,72.33
73.12,74.41,74.41,73.05
74.38,74.70,74.76,73.90
74.40,73.41,74.64,73.05
72.92,70.47,73.07,70.44
71.18,72.22,72.23,70.47
71.93,69.91,72.81,69.29
70.09,68.59,70.29,68.21
68.58,68.15,68.97,68.04
68.18,68.00,68.31,67.45
68.47,69.10,69.10,68.11
69.35,70.07,70.25,68.95
69.95,69.94,70.66,69.82
69.98,69.10,69.98,68.66
69.45,69.70,69.91,68.72
69.70,68.98,69.72,68.71
68.77,68.03,68.94,67.98
68.39,69.33,69.43,68.12
69.83,71.16,71.78,69.83
71.02,71.98,72.56,70.80
71.97,72.20,72.45,71.67
72.19,73.01,73.01,71.82
72.95,73.24,73.62,72.81
73.55,74.00,74.10,73.30
73.75,73.99,74.41,73.42
74.00,75.43,75.53,73.94
75.14,76.00,76.21,75.03
75.60,75.77,76.18,75.45
75.93,77.21,77.21,75.93
76.92,77.82,78.00,76.81
78.00,77.87,78.38,77.60
77.88,76.41,78.34,76.02
78.76,79.54,80.36,78.50
79.51,79.19,79.51,78.18
80.21,79.19,80.45,78.95
78.05,77.95,78.76,77.79
78.21,78.57,78.92,77.95
78.19,78.25,79.91,77.96
78.38,79.03,79.10,77.44
78.85,79.21,79.78,78.44
79.17,77.59,79.65,77.47
77.65,79.04,79.04,77.00
79.83,79.52,79.99,78.94
79.72,78.79,79.76,78.47
77.93,78.25,78.94,77.66
78.82,77.30,78.86,77.16
77.26,78.61,78.91,77.09
78.63,78.60,79.45,78.30
79.37,79.14,79.58,78.78
79.41,80.62,80.75,79.20
80.68,79.39,80.73,79.39
78.51,77.06,78.64,76.91
