SYNT,Syntel,NASDAQ
39.75,40.61,40.84,39.66
40.98,41.45,41.50,40.76
41.44,41.55,41.67,41.28
41.69,41.96,42.17,41.47
42.77,42.71,42.97,42.09
42.98,43.58,43.62,42.70
43.79,44.40,44.86,43.77
44.50,44.62,44.86,44.28
44.35,44.68,44.85,44.11
44.73,43.58,44.73,43.35
44.04,43.30,44.04,42.95
43.23,43.49,43.54,42.95
43.66,43.66,44.02,43.36
43.51,42.86,44.06,42.61
42.73,42.75,43.38,42.71
43.41,43.58,43.64,42.97
43.72,44.19,44.48,43.58
44.16,43.67,44.34,43.09
43.41,44.28,44.49,43.41
44.50,44.50,44.84,43.81
44.56,45.10,45.32,44.27
45.21,44.72,45.50,44.47
45.31,45.92,45.95,44.92
46.14,46.56,46.90,46.14
46.90,46.11,46.91,46.03
46.24,47.22,47.57,45.80
47.04,47.59,47.73,46.76
47.51,47.71,48.08,46.86
47.83,49.03,49.25,47.41
49.04,49.08,49.23,48.48
49.63,49.00,49.63,48.09
49.19,48.85,49.40,48.69
48.09,47.79,48.40,47.48
47.99,48.31,48.46,47.76
48.60,48.51,49.19,47.69
48.80,49.25,49.45,48.74
49.41,49.25,49.72,49.10
48.93,48.86,49.60,48.66
48.53,48.30,48.96,47.75
48.88,48.98,49.50,48.51
48.95,48.86,49.06,46.51
49.22,48.90,49.75,48.69
49.47,50.65,50.70,49.01
50.78,50.74,50.96,50.05
51.00,51.71,51.76,51.00
51.41,51.63,51.81,51.10
51.46,51.83,52.12,51.22
51.85,52.15,52.61,51.85
52.16,53.10,53.37,51.79
52.39,50.96,52.41,50.65
50.89,49.83,51.10,49.48
49.91,49.69,50.55,49.67
49.04,48.71,49.36,48.36
47.40,47.35,47.54,47.15
47.40,47.37,47.42,47.25
47.12,47.30,47.47,46.60
47.27,47.33,47.70,47.23
47.25,47.39,47.41,47.20
47.40,47.80,47.91,47.26
47.70,48.14,48.24,47.62
47.69,47.85,48.24,47.50
47.55,47.74,47.86,47.49
47.76,47.70,47.92,47.60
47.75,48.12,48.15,47.58
48.04,48.28,48.44,48.00
48.23,48.03,48.37,47.86
48.27,48.65,49.50,48.26
48.86,48.67,48.94,48.60
48.80,48.55,48.93,48.31
48.80,48.65,48.83,48.36
48.46,48.02,48.49,47.99
48.22,48.72,49.11,48.05
48.80,48.16,48.94,48.13
48.33,48.45,48.62,47.83
48.50,48.37,49.18,47.99
48.44,48.34,48.78,48.08
48.58,48.53,48.63,48.25
48.50,48.33,48.76,48.08
48.25,48.03,48.49,47.89
48.00,48.07,48.30,47.85
48.06,47.76,48.20,47.56
47.76,47.73,47.88,47.64
47.63,47.73,48.11,47.63
48.09,47.80,48.47,47.72
48.03,49.80,50.43,47.65
50.21,49.30,50.39,49.25
49.20,50.34,50.51,49.00
50.56,50.51,50.56,50.06
53.29,54.15,55.67,53.00
54.03,54.09,54.30,53.50
54.26,55.06,55.14,54.19
55.20,54.88,55.38,54.55
54.52,55.38,55.50,54.17
55.38,56.01,56.10,55.09
56.00,56.65,56.77,55.89
56.65,56.35,56.99,56.10
56.10,55.44,56.30,54.92
55.56,55.16,56.00,55.03
55.29,55.49,55.55,54.61
55.03,55.10,55.16,54.27
55.28,56.22,56.33,55.01
55.00,55.30,57.00,54.05
55.37,54.25,55.97,53.88
54.33,55.77,55.92,54.29
55.93,57.65,57.99,55.86
57.73,57.91,58.12,57.34
58.00,58.00,58.11,57.35
58.11,58.11,58.23,57.83
58.31,58.57,59.07,58.11
58.31,59.60,59.62,58.31
59.23,57.41,59.52,57.37
57.17,57.48,57.57,56.85
57.34,57.69,57.69,56.86
57.56,57.92,58.08,57.56
57.81,56.88,57.91,56.78
57.11,56.51,57.11,56.00
52.98,54.21,55.20,50.31
54.08,54.15,54.47,53.56
53.54,52.61,53.77,52.40
52.70,51.52,52.76,51.33
51.55,52.32,52.48,51.45
52.42,52.75,52.81,51.99
52.89,52.65,53.19,52.46
52.72,50.97,52.95,50.86
51.00,50.88,51.00,50.45
51.23,51.42,51.44,50.84
52.02,52.13,52.49,51.09
52.31,51.45,52.31,51.31
51.51,52.01,52.89,51.33
52.09,52.09,52.50,51.48
51.38,51.18,51.91,50.79
51.11,51.18,51.48,50.66
50.65,51.48,51.75,50.65
50.04,49.97,50.55,49.27
49.79,48.60,49.79,48.55
49.38,48.49,49.38,48.36
48.77,49.43,50.00,48.68
49.94,50.13,50.54,49.30
50.39,50.03,50.39,49.74
49.75,51.18,51.84,49.49
51.32,52.43,52.52,51.25
52.67,52.77,53.51,52.28
52.86,52.28,52.86,51.91
52.12,52.54,52.60,51.51
52.63,52.43,53.40,51.91
52.18,52.23,52.41,51.92
52.28,52.64,52.71,52.08
52.89,52.31,52.99,52.15
52.18,52.91,53.14,51.90
53.49,53.68,53.81,51.91
53.69,55.40,55.89,53.68
55.70,55.19,55.76,54.96
57.30,56.30,58.51,55.87
56.08,54.81,56.08,54.58
55.13,54.16,55.13,53.95
53.80,54.00,54.06,53.41
53.90,54.45,55.10,52.72
53.64,54.38,54.44,53.50
54.70,54.53,54.95,54.04
55.23,55.64,55.94,54.84
52.25,52.20,55.46,51.75
52.09,52.52,52.93,52.09
52.70,53.63,53.74,52.41
53.57,53.87,54.63,53.48
53.71,53.95,54.00,53.18
54.08,54.68,55.00,53.55
54.89,54.60,55.25,54.59
54.55,53.61,54.86,52.70
53.63,53.04,53.63,53.03
52.77,53.46,53.62,52.07
54.03,52.93,54.37,52.92
52.96,53.68,53.74,52.38
53.88,54.67,54.71,53.68
54.63,53.93,54.84,53.64
53.61,55.32,55.42,53.29
55.28,55.29,56.21,54.59
55.04,55.06,55.67,54.40
54.72,54.48,54.89,53.99
54.52,54.82,55.25,54.19
55.21,54.86,55.71,54.58
54.52,54.04,54.71,53.86
53.23,52.87,53.48,52.78
52.93,52.46,53.21,52.20
52.41,52.76,52.85,52.14
52.54,52.67,52.89,52.18
52.80,53.37,53.60,52.80
53.66,53.87,53.89,52.89
53.70,52.07,53.70,52.06
52.04,52.40,52.89,52.02
51.71,51.85,52.32,51.31
51.52,52.02,52.18,51.45
52.38,51.93,52.43,51.83
51.71,51.61,51.98,51.29
51.69,51.72,51.93,51.11
51.47,50.86,51.47,50.67
50.85,50.00,50.94,49.91
50.45,51.84,51.88,50.33
51.35,51.74,52.94,51.06
51.78,51.64,51.84,51.08
52.00,51.31,52.00,51.02
51.17,52.46,52.90,50.84
52.81,54.87,55.10,52.81
54.59,55.79,56.06,54.59
55.19,55.11,55.61,54.39
55.19,55.61,55.66,54.89
55.49,56.69,56.97,55.32
56.77,57.47,57.50,56.59
57.67,58.09,58.11,56.88
58.19,59.12,59.41,57.75
58.94,60.17,60.20,58.36
60.15,61.18,61.28,59.77
61.05,61.08,61.44,60.45
61.50,61.00,62.03,60.72
60.17,60.86,61.02,60.11
59.90,59.31,61.24,58.56
58.93,58.19,58.93,57.75
58.61,58.50,58.82,58.23
58.89,58.16,59.62,57.86
58.39,58.16,58.42,57.56
57.89,57.97,58.15,57.01
58.50,59.78,59.84,58.31
59.77,59.66,59.95,58.80
56.50,56.61,57.54,54.67
56.75,57.72,57.85,56.27
57.25,57.51,58.28,56.73
57.55,57.38,58.18,56.92
57.27,55.43,57.27,55.25
55.63,55.01,56.38,54.90
53.94,54.97,55.42,53.72
55.50,54.56,55.92,53.87
54.19,51.57,54.56,51.55
51.73,53.06,53.15,50.68
52.49,51.49,52.84,51.42
51.95,51.23,51.96,49.62
49.91,48.55,51.69,48.10
49.20,49.55,49.70,46.83
48.50,47.71,50.46,47.58
47.71,49.02,49.69,46.90
49.38,49.60,50.22,48.48
47.37,49.01,49.31,47.37
48.42,48.37,49.26,48.14
48.48,47.50,48.84,47.19
46.30,43.68,46.76,43.09
43.01,42.79,43.77,42.36
43.83,43.23,43.93,42.53
43.44,45.30,45.64,43.44
45.17,44.76,46.23,44.32
44.98,43.40,45.42,43.27
43.07,44.52,44.73,42.79
45.00,46.47,46.51,44.99
46.22,46.72,47.22,46.12
47.02,45.76,47.22,45.50
45.86,44.88,46.47,44.69
43.82,42.91,44.39,42.74
41.66,42.90,43.06,41.37
43.41,44.68,44.87,43.41
44.51,43.74,45.51,43.49
42.49,39.03,42.62,38.81
38.65,38.99,39.47,38.29
39.09,39.01,39.56,38.10
39.26,39.67,40.02,38.51
40.00,39.64,40.18,39.20
39.87,40.24,40.28,39.53
39.46,41.08,41.63,38.63
41.48,41.92,42.13,41.05
41.89,41.03,42.14,40.93
40.22,41.29,41.69,39.23
41.29,44.45,44.55,40.28
44.85,44.55,44.85,43.19
45.53,45.46,46.41,44.80
45.58,43.86,45.58,43.73
44.88,44.34,44.88,43.47
43.85,43.19,44.55,43.15
43.19,42.98,43.80,42.57
42.64,43.96,44.03,42.24
44.08,44.22,44.56,43.03
44.32,45.93,46.01,43.90
45.95,45.11,46.31,44.80
45.91,46.81,46.84,45.79
46.59,45.82,46.73,45.45
46.50,48.52,48.64,46.45
48.24,48.69,49.10,47.73
49.07,49.40,49.62,48.89
48.87,47.61,49.80,47.35
47.30,48.33,48.50,46.42
48.05,47.32,48.60,47.01
46.90,46.73,47.40,46.13
47.56,47.00,47.56,46.60
47.28,49.11,49.11,46.83
48.86,47.24,48.86,47.06
47.83,47.56,47.83,46.38
49.15,51.18,51.43,49.15
50.75,49.38,51.44,49.06
48.69,48.90,49.68,48.44
47.29,46.99,48.07,46.70
47.00,47.89,48.02,46.96
48.39,49.99,50.15,47.64
49.55,49.72,49.93,49.14
49.43,48.50,49.55,47.65
48.94,48.66,48.99,47.73
47.54,46.35,47.64,46.31
47.05,47.15,47.24,46.21
47.71,48.07,48.39,47.32
47.59,46.89,47.76,46.58
46.58,47.55,47.70,46.07
47.06,46.84,48.10,46.68
46.62,46.22,47.14,46.00
46.19,45.67,46.49,45.55
44.96,44.13,45.03,43.82
43.98,44.24,44.60,43.32
43.96,43.24,43.96,42.62
43.09,42.75,43.79,42.74
44.11,45.69,45.69,44.11
45.62,45.28,45.88,44.77
46.99,47.84,48.05,46.99
47.57,47.70,48.49,47.12
48.07,47.60,48.32,47.46
48.20,48.43,49.12,47.70
48.38,48.56,48.87,48.04
48.52,48.89,49.16,47.24
48.33,47.08,48.63,47.05
47.23,48.97,49.22,47.23
48.32,47.61,48.32,47.09
47.92,46.20,48.02,46.01
45.79,45.87,46.24,45.50
46.47,45.26,46.81,44.76
45.38,44.94,46.27,44.89
45.20,45.05,46.07,44.94
46.01,46.91,47.31,45.64
46.99,46.23,46.99,44.29
47.71,46.46,47.71,46.29
46.52,46.82,47.28,46.36
46.77,47.32,47.52,46.56
47.29,46.66,47.73,46.61
46.87,47.00,47.85,46.75
46.89,46.77,47.22,46.64
47.83,47.91,48.33,47.44
47.68,46.45,48.25,46.43
46.28,46.79,46.90,45.37
46.73,45.83,46.73,45.79
45.94,45.65,46.03,45.17
46.26,45.94,46.50,45.80
45.61,45.50,46.06,45.36
45.34,45.55,45.57,44.37
44.99,45.51,45.70,44.99
45.82,45.88,46.64,45.68
45.92,46.20,46.43,45.83
46.59,47.75,47.77,46.24
47.73,47.89,48.24,47.71
47.99,47.55,48.19,47.14
47.36,47.27,48.00,47.11
47.37,46.32,47.37,45.92
46.07,45.98,46.89,45.82
45.99,46.90,47.26,45.97
46.49,46.66,47.09,46.04
47.03,46.92,47.44,46.40
47.26,47.58,48.03,47.10
47.61,47.23,47.93,47.16
48.10,47.90,48.37,47.64
47.79,47.81,48.02,47.40
47.91,47.89,48.16,47.66
47.93,47.32,48.26,47.20
47.40,46.49,47.40,46.38
46.15,45.55,46.36,45.11
46.11,45.98,46.11,44.61
46.16,45.92,46.45,45.48
46.06,45.44,46.11,44.77
49.15,55.24,55.49,48.51
55.16,54.62,57.70,54.13
54.61,54.65,54.99,53.78
54.29,54.83,55.54,53.95
54.70,53.54,54.84,53.11
53.47,52.69,53.50,52.54
52.43,51.51,52.43,51.13
51.70,51.66,52.32,51.19
51.71,51.20,52.05,51.06
51.41,51.77,52.12,51.40
51.66,50.31,52.99,50.02
50.10,51.29,51.39,50.09
50.73,51.30,51.43,50.57
51.60,51.85,51.96,51.35
52.23,52.94,53.29,52.02
52.87,53.35,53.57,52.85
53.32,53.57,53.85,53.02
54.20,55.70,55.72,53.64
55.50,54.13,55.50,53.73
54.27,54.62,54.67,53.73
54.77,54.50,54.77,53.77
54.48,54.33,54.87,53.98
53.81,53.32,54.06,52.80
53.42,53.94,54.16,52.94
53.55,53.87,54.06,52.99
54.19,54.24,54.30,53.73
54.76,55.26,55.78,54.54
55.40,54.97,55.51,54.68
55.10,55.16,55.51,54.37
54.68,55.46,55.55,54.12
55.97,56.00,56.42,55.37
56.00,56.70,56.80,55.62
56.44,56.75,57.11,55.49
56.09,55.74,56.09,55.04
55.48,57.04,57.22,55.39
56.02,55.17,57.24,55.16
55.25,53.05,55.25,52.94
53.58,54.57,54.66,53.58
54.74,54.91,55.07,54.73
54.60,53.40,54.60,53.13
53.50,53.21,53.81,52.69
53.50,53.20,53.82,53.07
53.09,53.84,54.28,53.07
57.99,61.21,63.48,57.89
61.93,60.88,62.51,60.41
60.05,59.92,60.53,59.41
59.96,60.00,60.20,59.23
60.90,60.23,60.90,59.76
60.33,60.57,60.68,59.55
60.60,60.59,61.01,59.69
60.42,59.89,60.42,59.32
59.93,60.46,61.64,59.89
59.84,60.07,60.56,59.65
59.82,58.93,60.30,58.75
58.75,58.12,59.40,57.75
57.87,56.72,58.12,56.64
56.20,56.99,57.08,55.55
56.21,57.59,57.92,56.21
57.84,58.22,58.51,57.61
57.82,58.47,58.54,57.82
57.84,58.22,58.70,57.02
58.14,58.56,59.26,58.10
58.69,58.19,59.06,57.98
58.08,57.38,58.14,56.99
57.21,56.15,57.94,55.86
56.20,57.83,57.95,55.52
57.72,57.12,60.15,56.51
56.47,56.29,56.72,55.59
56.54,56.28,56.54,55.45
56.07,56.20,56.48,55.92
56.41,56.25,56.50,55.83
55.57,55.83,56.15,55.11
56.09,55.90,56.16,55.00
55.00,55.15,55.85,54.53
55.50,55.31,55.50,54.39
54.90,54.90,55.49,54.65
55.36,57.02,57.09,55.36
57.75,57.71,58.34,57.29
57.42,57.66,58.14,57.01
58.15,56.40,58.15,55.33
56.76,55.57,56.76,54.77
55.31,55.19,55.99,54.93
55.44,56.02,56.11,55.08
55.80,57.88,58.01,55.80
57.67,57.61,58.16,57.20
57.85,59.06,59.50,57.65
58.80,57.92,58.80,57.52
57.79,56.35,57.93,56.12
56.38,56.37,56.52,55.75
55.71,55.75,55.97,55.22
55.99,57.28,57.77,55.04
57.39,57.68,58.01,56.89
57.11,57.84,57.84,56.40
59.03,60.70,61.17,58.80
60.86,60.65,61.10,60.14
60.64,61.91,62.02,60.64
61.56,61.72,62.18,61.54
61.00,60.55,61.66,59.94
60.50,60.33,60.50,59.42
60.79,58.75,60.97,58.65
59.02,58.98,59.51,58.54
58.59,58.54,58.84,58.06
58.84,58.88,59.18,58.40
59.00,59.00,59.27,58.61
59.57,58.90,59.70,58.49
58.85,58.58,59.02,58.22
64.05,59.54,64.63,58.00
60.08,59.26,60.76,58.96
58.46,58.43,58.80,57.44
58.49,57.25,58.74,56.90
57.71,57.64,58.25,57.10
58.46,57.87,58.60,57.33
58.26,59.49,59.84,57.82
59.44,59.23,60.08,58.90
58.94,58.13,59.30,58.08
58.16,56.94,58.89,56.73
56.62,57.50,57.58,55.49
58.02,60.07,60.22,58.02
60.10,59.34,60.48,59.30
59.86,59.87,59.99,58.91
59.56,60.27,60.61,59.30
60.30,60.85,61.00,60.15
60.64,59.92,60.70,59.64
58.27,57.40,58.62,56.59
57.87,57.32,58.43,56.93
57.29,57.83,58.14,57.29
57.93,57.90,58.23,57.36
57.79,57.94,58.07,57.51
57.84,57.01,58.12,56.81
57.31,57.80,58.20,57.05
57.48,57.65,58.18,57.48
57.54,58.24,58.32,57.37
58.05,59.06,59.16,58.05
59.47,60.37,60.96,59.25
60.26,58.91,60.35,58.88
59.17,59.37,59.81,58.73
58.90,58.41,59.13,58.34
58.88,58.30,58.88,58.06
58.42,59.00,59.17,57.40
58.81,58.75,59.42,58.57
58.99,60.20,60.99,58.80
60.54,59.42,60.54,59.34
59.47,59.11,59.59,59.00
59.15,59.93,60.30,59.15
60.23,60.86,61.79,59.63
61.00,61.15,61.31,60.22
61.61,62.25,62.59,61.32
61.88,61.76,61.95,61.42
61.86,62.61,62.66,61.69
62.67,62.05,62.67,61.87
61.80,62.01,62.19,61.61
62.80,63.20,63.43,62.27
62.82,62.24,62.84,61.46
62.64,61.67,62.81,61.64
61.93,62.10,62.15,61.16
62.30,62.45,62.88,61.82
62.47,62.41,62.95,62.17
63.18,64.14,64.35,62.69
63.67,64.54,64.67,63.66
64.50,64.17,64.94,63.81
64.40,63.08,64.40,62.54
63.30,62.72,63.93,62.50
62.27,62.30,62.61,61.94
62.28,61.45,62.54,61.22
61.50,61.49,62.32,61.48
62.10,62.00,62.47,61.65
61.95,61.92,62.31,61.62
62.30,61.75,62.58,61.73
61.94,61.68,62.04,61.65
61.90,61.26,61.90,61.00
64.95,60.87,65.19,60.26
60.69,61.56,61.96,60.31
61.60,62.09,62.26,61.38
61.64,61.55,62.10,61.00
61.93,60.93,62.21,60.78
61.32,60.97,61.32,60.61
60.98,60.60,61.17,60.38
60.46,59.61,60.74,59.13
59.56,61.28,61.61,59.56
61.31,60.87,61.31,60.52
61.03,61.23,61.73,60.47
61.22,62.80,63.13,61.22
62.31,62.51,62.80,61.76
62.48,61.26,62.48,61.20
60.91,60.81,61.82,60.60
60.83,61.09,61.21,60.67
60.77,60.33,61.30,60.29
60.28,58.36,60.32,58.11
58.35,58.57,58.69,57.50
58.41,59.03,59.42,57.83
59.56,60.28,60.63,59.56
59.99,60.48,60.50,59.58
60.66,61.40,61.41,60.35
61.72,61.94,61.97,61.11
61.51,61.22,61.78,60.15
61.03,60.34,61.19,60.31
60.19,60.85,61.40,60.00
61.32,61.18,61.45,60.01
61.44,60.16,61.61,59.82
60.49,60.21,61.02,59.79
58.23,58.01,58.54,53.83
57.92,56.44,57.97,55.71
56.38,55.86,56.55,55.26
56.20,56.17,56.51,55.61
56.06,55.91,56.53,55.70
56.35,57.87,57.88,56.32
58.16,58.00,58.57,57.79
58.23,57.89,58.29,57.39
55.62,53.72,56.36,53.59
53.82,54.50,54.53,53.29
54.52,54.69,54.89,54.23
54.95,54.57,55.13,54.51
54.47,54.68,54.81,54.15
54.27,54.27,54.94,53.78
54.25,53.87,54.43,53.05
54.10,53.17,54.38,53.11
53.32,52.97,53.44,52.52
52.81,52.81,53.31,52.62
52.94,53.63,53.92,52.94
54.74,54.59,54.74,54.05
54.70,55.31,55.66,54.70
55.59,55.66,56.06,55.37
54.93,51.98,55.36,51.95
51.78,53.64,53.78,51.78
53.95,54.42,55.00,53.82
54.77,54.90,55.12,54.25
55.17,56.09,56.35,55.17
55.84,55.80,56.15,55.52
55.47,55.59,55.72,54.89
55.37,55.58,55.91,55.37
55.75,56.03,56.26,55.64
55.93,55.99,56.06,55.74
56.36,56.32,56.40,56.15
56.40,56.02,56.44,55.93
55.98,56.06,56.34,55.77
56.37,56.12,56.37,55.55
56.26,56.25,56.40,55.72
56.50,57.01,57.05,55.91
57.11,57.37,57.68,56.88
57.63,58.29,58.45,57.53
58.45,58.41,58.73,57.92
58.20,57.16,58.20,56.75
57.48,57.97,58.21,56.94
57.84,57.90,57.95,57.36
57.79,57.38,58.46,56.83
57.56,58.42,58.75,57.56
58.33,57.45,58.53,57.22
57.48,57.52,57.72,57.20
57.57,57.54,57.95,57.38
58.73,58.25,58.79,57.85
58.50,59.26,59.48,58.25
59.55,60.16,60.87,59.30
60.06,59.72,60.38,59.63
59.59,58.81,59.65,58.48
59.20,59.04,59.43,58.56
59.48,58.88,60.09,58.87
59.15,59.18,59.35,58.56
59.27,59.83,60.08,59.27
60.05,60.16,60.65,59.94
59.73,60.74,60.86,59.18
60.77,60.97,61.03,59.18
61.30,62.49,62.50,61.30
62.50,63.06,63.08,62.40
63.22,63.30,63.34,62.95
63.90,63.81,63.90,62.51
63.76,63.79,63.91,63.32
63.63,63.65,63.78,63.26
63.56,63.42,63.83,63.23
63.46,63.96,63.97,63.42
64.00,64.65,64.88,63.80
63.77,63.75,64.53,63.33
63.71,63.83,64.90,63.20
65.19,66.87,67.29,65.18
66.55,66.07,67.26,65.43
66.28,65.99,66.75,65.47
66.44,66.50,66.68,65.70
66.61,67.30,67.77,66.45
66.86,66.79,67.07,66.50
66.63,67.52,67.82,66.07
67.65,66.64,67.65,65.66
66.96,67.01,67.47,66.70
67.05,66.50,67.05,65.61
66.50,67.26,67.28,66.33
66.27,67.62,67.75,65.70
67.83,67.96,68.02,66.88
68.27,67.90,68.27,67.72
67.87,68.33,68.91,67.07
68.12,68.34,68.42,67.92
67.52,66.71,67.64,65.40
66.30,65.98,67.25,65.69
66.30,66.91,67.21,65.81
66.59,65.59,66.59,64.66
66.40,65.31,68.48,64.57
65.39,65.55,66.12,65.17
65.93,65.76,66.32,64.74
66.06,65.72,67.05,65.36
65.57,64.35,65.99,63.70
64.49,64.20,65.20,63.72
63.88,62.77,64.14,62.35
62.95,63.35,63.64,62.75
63.04,63.17,63.54,62.78
63.17,63.18,63.91,62.58
63.28,64.68,64.95,63.26
65.39,65.41,66.29,65.27
65.40,64.78,65.40,64.28
64.73,66.15,66.90,64.04
65.78,65.74,66.50,65.24
65.58,65.67,66.36,65.31
65.76,65.97,67.33,65.72
65.98,65.96,66.36,65.28
65.98,68.02,68.58,65.98
68.04,67.60,68.39,67.17
67.40,65.96,67.45,65.78
66.06,66.34,66.67,65.79
66.12,66.27,66.61,65.95
66.19,65.86,66.33,65.63
65.78,66.32,66.61,65.49
65.62,64.61,66.39,64.38
64.30,63.63,64.55,62.81
64.19,64.43,65.36,63.70
64.26,64.43,64.55,63.25
64.60,64.51,65.37,64.28
64.23,63.91,64.64,63.74
64.29,64.40,64.88,63.67
64.69,63.66,65.15,62.95
63.75,62.72,63.99,62.36
62.55,63.75,63.80,62.09
64.28,64.35,64.77,63.68
64.68,64.76,64.93,63.94
64.24,64.93,65.39,63.78
65.28,64.14,65.50,63.26
63.97,65.29,65.42,63.65
65.29,64.54,65.29,64.29
64.89,64.98,65.16,64.52
65.10,65.18,65.54,64.96
65.00,64.79,65.36,64.63
64.17,63.89,64.80,63.68
