SYNT,Syntel,NASDAQ
20.04,20.27,20.39,20.02
20.25,20.15,20.31,20.14
20.08,19.89,20.15,19.84
19.85,19.89,19.95,19.72
19.89,20.44,20.44,19.89
20.44,20.00,20.55,19.95
19.99,20.09,20.20,19.85
20.08,20.09,20.19,20.02
20.00,20.54,20.56,19.96
20.65,20.29,20.82,20.27
20.29,19.44,20.44,19.42
19.45,19.74,19.80,19.31
19.70,19.79,19.97,19.64
19.81,19.99,20.18,19.81
19.99,19.68,20.05,19.62
19.70,19.80,19.92,19.66
19.82,19.79,19.84,19.54
19.89,19.92,20.11,19.62
20.05,20.55,20.66,20.02
20.54,20.34,20.93,19.87
20.27,20.39,20.61,20.16
20.40,20.43,20.60,20.11
20.68,20.92,21.15,20.62
20.84,20.93,21.00,20.74
20.86,21.28,21.33,20.63
21.34,21.21,21.73,21.07
