MKC.V,McCormick & Company,NASDAQ
38.54,38.12,38.54,38.12
38.25,38.25,38.25,38.25
36.79,36.79,36.79,36.79
37.17,37.17,37.17,37.17
38.24,38.24,38.24,38.24
38.43,38.42,38.44,38.42
37.06,37.06,37.06,37.06
38.49,38.30,39.19,38.15
38.41,38.45,38.45,38.41
36.72,36.72,36.72,36.72
36.72,36.72,36.72,36.72
38.70,38.90,38.90,38.70
39.15,39.15,39.15,39.15
36.41,36.41,36.41,36.41
39.40,39.40,39.40,39.40
39.99,39.53,39.99,39.17
40.00,39.10,40.00,39.10
38.25,39.10,39.10,38.25
38.90,39.74,39.74,38.90
39.99,39.75,40.00,39.75
39.57,39.60,39.60,39.57
39.50,39.41,39.50,39.25
36.46,36.46,36.46,36.46
39.16,38.65,39.16,37.91
38.25,38.08,38.58,38.08
38.38,39.01,39.01,38.38
39.31,39.40,39.40,39.31
39.26,39.53,39.53,39.26
39.56,39.60,39.86,39.56
39.30,39.28,39.30,39.28
38.85,39.30,39.60,38.85
39.60,39.30,39.60,39.30
39.00,39.28,39.28,39.00
38.27,38.41,38.49,37.55
38.50,38.58,38.58,38.50
38.45,38.45,38.45,38.45
37.50,37.75,37.75,37.21
37.83,38.04,38.25,37.83
38.42,38.42,38.42,38.42
38.42,38.42,38.42,38.42
38.50,38.50,38.75,38.50
38.50,39.00,39.00,38.27
39.50,39.59,39.59,39.50
39.25,38.75,39.25,38.75
36.99,36.99,36.99,36.99
36.74,36.74,36.74,36.74
39.05,39.05,39.05,39.05
39.35,39.65,39.65,39.35
39.40,39.28,39.40,39.28
39.70,39.70,39.70,39.70
39.50,40.10,40.10,39.50
39.65,40.20,40.20,39.65
40.50,40.50,40.50,40.50
40.52,40.55,40.56,40.52
40.22,39.92,40.22,39.92
39.62,39.60,39.62,39.60
39.30,39.30,39.30,39.30
39.50,38.88,40.20,38.88
39.30,39.00,39.30,39.00
38.75,39.30,39.30,38.75
39.00,38.50,39.00,38.40
38.85,38.10,38.85,38.10
37.69,37.69,37.69,37.69
35.62,35.62,35.62,35.62
37.70,37.70,38.00,37.70
37.90,38.20,38.20,37.60
38.21,38.21,38.21,38.21
38.17,39.25,39.25,37.35
38.85,39.00,39.00,38.16
38.70,38.80,38.80,38.70
35.50,35.50,35.50,35.50
39.07,39.04,39.07,38.75
38.86,38.53,38.88,38.53
34.79,34.79,34.79,34.79
38.73,38.70,38.73,38.10
39.00,38.70,39.06,38.70
38.79,38.83,38.83,38.20
38.94,38.91,38.94,38.86
39.13,39.28,39.28,39.13
39.00,39.79,39.83,39.00
36.67,36.67,36.67,36.67
39.45,38.87,39.45,38.85
39.15,39.15,39.15,39.15
39.45,39.67,39.77,39.45
39.60,39.79,39.90,39.60
40.20,40.20,40.20,40.20
39.95,39.60,39.95,39.60
39.30,39.27,39.30,38.97
39.55,39.55,39.55,39.55
39.85,39.85,39.85,39.85
39.57,39.49,39.57,39.25
39.72,39.72,39.72,39.72
35.84,35.84,35.84,35.84
39.46,39.64,39.64,39.42
39.79,40.37,40.46,39.71
40.33,40.59,40.59,39.95
40.29,40.59,40.59,40.23
40.59,40.89,40.89,40.59
40.59,40.59,40.59,40.59
40.29,39.63,40.29,39.53
39.25,39.55,39.55,39.25
39.62,39.56,39.62,38.88
39.81,40.06,40.06,39.81
40.16,39.76,40.25,39.76
39.67,40.00,40.03,39.46
40.31,40.38,40.38,39.03
36.70,36.70,36.70,36.70
36.72,36.72,36.72,36.72
40.50,40.69,40.69,40.50
40.80,40.80,40.80,40.80
41.10,40.99,41.10,40.59
40.92,40.82,40.94,40.50
41.12,40.83,41.12,40.83
37.83,37.83,37.83,37.83
41.05,41.05,41.05,41.04
40.23,40.23,40.23,40.23
41.25,41.30,41.30,41.25
39.65,39.65,39.65,39.65
39.62,39.62,39.62,39.62
41.52,41.49,41.52,41.35
41.33,41.06,41.33,41.06
41.55,41.60,41.64,41.55
41.40,41.55,41.55,41.40
41.25,40.83,41.25,40.83
N/A,N/A,N/A,N/A
41.95,42.26,43.75,41.75
42.22,41.80,42.22,41.77
42.00,42.00,42.00,42.00
41.95,41.85,41.95,41.85
42.05,48.00,48.77,42.05
47.00,44.25,47.00,44.01
44.06,45.85,45.85,44.06
43.52,43.24,43.52,43.24
43.66,43.66,43.66,43.66
44.00,45.03,45.20,44.00
45.20,45.20,45.20,45.00
45.45,45.40,45.45,45.40
45.00,44.50,45.00,44.50
44.00,43.28,44.00,43.28
39.43,39.43,39.43,39.43
39.51,39.51,39.51,39.51
43.93,43.77,43.93,43.77
44.25,44.28,44.28,44.25
40.18,40.18,40.18,40.18
44.25,43.51,44.25,43.51
43.51,43.95,44.01,43.51
44.51,44.51,44.51,44.51
44.34,44.34,44.34,44.34
40.35,40.35,40.35,40.35
44.01,43.95,44.01,43.69
44.51,44.57,44.98,44.51
40.61,40.61,40.61,40.61
45.80,46.18,46.18,45.30
46.18,46.18,46.18,45.85
46.27,45.00,46.27,45.00
44.75,44.05,44.75,43.35
43.80,43.80,43.80,43.80
43.69,43.90,43.98,42.99
43.38,43.22,43.38,43.20
43.86,43.88,43.88,43.86
40.17,40.17,40.17,40.17
43.89,43.89,43.89,43.89
44.05,44.39,44.39,44.05
40.26,40.26,40.26,40.26
44.28,44.38,44.38,43.79
43.92,43.92,43.92,43.92
43.80,43.96,43.96,43.34
43.84,43.84,43.84,43.84
43.75,44.54,44.54,43.75
45.00,45.54,45.54,45.00
45.95,46.15,46.19,45.73
45.99,45.53,46.09,45.53
46.25,46.75,46.75,46.25
47.25,46.50,48.57,46.28
46.51,46.35,46.52,46.19
46.41,46.41,46.41,46.41
46.24,46.40,46.50,44.64
46.90,46.77,46.91,46.53
46.77,46.92,46.92,46.52
46.89,46.99,46.99,46.89
47.39,47.40,47.42,47.11
43.13,43.13,43.13,43.13
47.00,47.50,47.50,47.00
44.27,44.27,44.27,44.27
44.28,44.28,44.28,44.28
46.59,46.59,46.59,46.59
46.50,46.75,47.00,46.50
43.76,43.76,43.76,43.76
46.27,46.27,46.27,46.27
42.11,42.11,42.11,42.11
46.30,46.09,46.30,45.97
41.94,41.94,41.94,41.94
43.27,43.27,43.27,43.27
45.53,45.53,45.53,45.53
45.67,45.27,45.67,44.83
44.83,45.37,45.37,44.82
46.22,46.45,46.77,46.22
46.27,46.27,46.27,46.27
43.28,43.28,43.28,43.28
45.77,45.43,45.77,45.43
45.93,46.25,46.25,45.93
46.25,46.53,46.53,46.00
46.53,46.25,46.53,46.25
43.53,43.53,43.53,43.53
42.09,42.09,42.09,42.09
45.81,45.91,45.91,45.11
45.54,45.00,45.54,45.00
40.95,40.95,40.95,40.95
44.75,44.70,45.09,44.70
44.30,44.30,44.30,44.30
40.31,40.31,40.31,40.31
41.39,41.39,41.39,41.39
44.60,44.60,44.60,44.60
44.75,44.78,44.78,44.75
44.75,44.77,44.77,44.27
44.72,44.72,44.72,44.72
44.53,44.50,44.53,41.92
44.70,44.70,44.70,44.70
40.68,40.68,40.68,40.68
45.00,45.00,45.05,44.34
45.25,45.25,45.25,45.25
45.31,45.31,45.31,45.31
45.71,45.71,45.71,45.71
45.74,45.71,45.74,45.71
45.74,45.69,45.74,45.69
46.14,45.81,46.14,45.81
46.54,46.94,46.94,46.54
47.19,47.10,47.20,46.95
47.45,47.35,47.45,47.35
47.38,47.22,47.40,47.15
47.46,47.46,47.46,47.46
47.71,48.28,48.28,47.71
47.96,47.96,47.96,47.96
47.60,47.71,47.71,47.60
47.96,48.21,48.21,47.19
48.46,48.66,48.66,48.46
48.26,48.51,48.51,48.18
48.37,48.75,48.75,48.25
48.50,48.50,48.50,48.50
48.25,47.95,48.25,47.85
47.70,47.75,47.75,47.45
47.75,47.75,47.75,47.75
48.00,48.65,48.65,48.00
48.90,49.11,49.36,48.90
48.86,48.86,48.86,48.86
49.12,48.95,49.15,48.86
49.01,49.10,49.10,49.01
49.35,49.60,49.60,49.35
45.14,45.14,45.14,45.14
48.80,48.77,49.60,48.34
48.52,47.23,48.52,46.95
46.38,47.50,47.88,46.38
47.75,47.91,48.00,47.51
43.60,43.60,43.60,43.60
47.50,47.50,47.50,47.25
47.36,47.36,47.36,47.36
46.97,47.10,47.23,46.58
47.12,47.12,47.12,47.12
47.37,48.03,48.28,47.37
47.78,47.78,47.78,47.78
47.48,47.58,47.60,47.46
47.73,47.73,47.73,47.73
47.98,47.71,48.35,47.46
47.49,47.20,47.49,47.20
47.24,47.20,47.24,47.09
47.35,48.29,48.29,47.35
48.14,48.34,48.34,48.01
47.50,47.75,47.75,47.47
47.38,48.35,48.35,47.38
48.45,48.46,48.46,48.21
48.10,48.68,48.77,48.07
48.99,49.00,49.00,48.99
49.00,48.88,49.00,48.88
48.60,48.80,49.06,48.60
48.84,49.03,49.25,48.84
48.83,48.98,49.05,48.83
49.23,48.98,49.23,48.98
48.84,48.84,48.84,48.84
49.04,49.19,49.24,49.04
49.00,49.15,49.15,49.00
48.70,50.10,50.10,48.70
50.09,49.53,50.09,49.34
49.74,49.94,49.94,49.74
49.93,49.93,49.93,49.93
50.14,50.14,50.14,50.14
49.90,50.20,50.25,49.20
47.29,47.29,47.29,47.29
50.01,49.70,50.01,49.70
49.90,49.87,49.98,49.87
49.75,49.63,49.75,49.56
49.36,49.44,49.44,49.36
49.64,49.80,49.80,49.64
49.93,49.61,49.95,49.61
49.75,49.64,49.79,49.64
49.55,48.75,49.55,46.60
48.42,48.00,48.51,48.00
47.50,48.58,48.58,47.50
48.49,48.69,48.69,48.49
48.49,48.50,48.62,48.30
48.71,48.64,48.79,48.64
48.59,48.15,48.59,48.15
48.29,48.70,48.70,48.29
48.88,49.10,49.10,48.88
49.10,48.71,49.10,48.71
48.91,49.25,49.36,48.91
49.45,49.56,49.80,49.45
49.26,50.00,50.00,49.26
50.20,50.26,50.40,50.20
50.00,50.48,50.48,50.00
50.23,49.71,50.23,49.55
49.50,50.00,50.09,49.50
50.00,50.20,50.20,50.00
50.40,50.83,50.86,50.40
50.80,50.85,50.85,50.80
50.83,49.59,50.83,49.54
49.39,49.66,49.66,49.36
49.64,49.64,49.64,49.64
49.44,49.46,49.50,49.40
49.65,49.63,49.75,49.25
49.43,49.23,49.43,49.23
49.03,48.82,49.23,44.80
49.01,49.22,49.22,49.01
49.42,49.42,49.42,49.42
49.23,49.22,49.23,49.22
44.79,44.79,44.79,44.79
49.02,48.82,49.02,48.82
49.01,49.48,49.48,48.85
49.49,49.49,49.49,49.49
49.64,50.09,50.20,49.64
50.22,50.00,50.23,50.00
50.05,50.05,50.05,50.05
50.41,49.81,50.41,49.81
49.61,49.21,49.61,49.21
49.40,49.17,49.57,49.17
48.99,48.77,48.99,48.59
48.77,48.37,48.77,48.37
48.19,47.97,48.19,47.97
47.77,47.55,47.77,47.37
47.35,46.17,47.35,46.17
46.40,46.35,46.88,45.09
46.15,44.90,46.15,44.07
44.51,44.80,44.80,43.80
44.55,44.00,44.81,44.00
44.25,45.34,45.59,44.04
45.59,45.62,45.62,45.51
45.87,46.37,46.37,45.87
46.14,46.17,46.17,45.92
46.42,46.56,46.92,46.42
46.36,45.34,46.36,45.34
45.09,44.84,45.09,44.84
40.80,40.80,40.80,40.80
45.08,45.67,45.67,44.94
45.66,45.41,45.66,45.41
45.41,45.16,45.41,44.91
44.93,45.43,45.43,44.68
45.68,46.93,46.93,45.68
47.13,47.25,47.25,46.90
47.60,47.60,47.60,47.60
47.72,47.72,47.72,47.72
47.27,46.98,47.27,46.95
46.63,46.28,46.63,45.93
46.61,47.53,47.66,46.61
47.32,46.91,47.36,46.91
46.56,45.86,46.56,45.86
45.80,45.45,45.80,45.10
41.36,41.36,41.36,41.36
45.61,46.23,46.23,45.61
46.58,46.58,46.58,46.58
46.93,46.93,47.28,46.93
46.58,46.23,46.58,46.23
46.57,46.77,46.88,46.57
46.42,46.41,46.49,46.41
46.06,45.45,46.06,44.24
45.80,46.65,46.65,45.80
46.70,47.75,47.75,46.70
48.00,47.65,48.35,47.65
47.99,46.52,47.99,46.11
46.17,45.91,46.17,45.77
46.26,45.99,46.96,45.99
45.77,45.05,45.83,45.05
44.85,45.63,45.68,44.06
45.60,45.93,46.10,45.60
46.28,46.28,46.28,46.28
46.63,46.63,46.63,46.63
46.97,46.97,46.97,46.97
46.90,46.90,46.90,46.90
47.31,47.31,47.31,47.31
47.00,46.31,47.00,46.27
46.65,47.00,47.00,46.65
47.06,47.29,47.50,47.05
47.76,48.60,48.80,47.76
49.14,48.33,49.25,48.33
48.21,48.21,48.21,48.21
48.68,49.48,49.51,48.68
49.48,49.48,49.48,49.48
49.85,48.42,49.85,48.42
48.38,48.46,48.73,48.07
48.81,49.47,49.47,48.81
49.12,49.35,49.35,48.92
49.00,48.65,49.00,48.65
48.30,47.95,48.30,47.60
48.30,48.30,48.30,48.30
48.65,49.70,49.70,48.65
49.35,49.35,49.35,49.35
49.15,49.85,49.85,49.15
49.59,49.62,49.92,49.58
49.57,48.49,49.57,48.49
44.13,44.13,44.13,44.13
48.79,48.64,49.31,48.64
48.89,48.82,48.93,48.77
49.12,49.12,49.12,49.12
44.70,44.70,44.70,44.70
48.77,48.08,48.77,48.08
43.75,43.75,43.75,43.75
47.73,47.38,47.73,47.38
34.59,34.59,34.59,34.59
47.03,46.90,47.03,46.90
46.05,47.07,47.10,46.05
47.42,47.43,47.77,47.42
43.16,43.16,43.16,43.16
47.78,48.63,48.63,47.78
48.64,48.60,48.64,48.60
35.48,35.48,35.48,35.48
48.95,48.68,48.95,48.68
49.38,49.38,49.38,49.38
48.98,49.10,49.10,48.75
48.77,48.96,49.03,48.40
49.27,49.52,49.52,49.27
49.27,49.02,49.27,49.02
48.77,48.52,48.77,48.52
48.77,48.77,48.77,48.77
49.04,49.04,49.04,49.04
48.00,48.67,49.31,48.00
48.92,48.64,48.92,48.64
48.89,49.39,49.39,48.89
49.64,49.89,49.89,49.64
49.64,49.64,49.64,49.64
49.89,50.14,50.14,49.89
50.26,50.51,50.51,50.26
47.00,47.00,47.00,47.00
50.40,50.50,50.50,50.40
47.57,47.57,47.57,47.57
50.59,50.40,50.79,50.40
50.22,50.22,50.22,50.22
50.02,50.22,50.22,50.02
50.16,50.06,50.16,50.06
50.14,50.54,50.54,50.14
50.94,50.95,50.95,50.74
50.95,50.99,50.99,50.95
51.15,51.01,51.15,50.94
50.85,51.05,51.05,50.85
51.45,51.31,51.96,51.31
51.11,51.75,51.75,51.11
51.71,51.91,51.91,51.51
51.50,51.30,51.50,51.10
51.16,51.19,51.19,50.99
51.01,50.86,51.01,50.86
50.81,51.71,51.71,50.81
51.46,50.75,51.46,50.75
50.85,50.55,50.85,50.55
50.33,50.46,50.46,50.15
47.52,47.52,47.52,47.52
50.70,51.08,51.15,50.70
51.30,51.30,51.30,51.30
51.25,51.26,51.40,51.25
47.54,47.54,47.54,47.54
51.01,50.66,51.01,50.66
50.41,50.41,50.41,50.41
50.35,50.61,50.61,50.16
50.36,50.16,50.51,50.12
50.41,50.41,50.56,50.41
50.16,49.97,50.16,48.66
50.25,50.39,50.39,50.23
50.16,50.46,50.46,50.06
50.36,50.58,50.68,50.36
50.38,50.00,50.42,50.00
50.18,50.01,50.18,50.01
47.11,47.11,47.11,47.11
50.28,50.28,50.28,50.28
50.25,50.35,50.35,50.15
50.54,50.36,50.75,50.36
50.56,50.56,50.66,50.56
47.63,47.63,47.63,47.63
50.51,50.81,50.81,50.51
47.86,47.86,47.86,47.86
50.41,50.57,50.57,50.41
50.57,50.57,50.57,50.57
50.79,50.79,50.79,50.79
50.54,51.03,51.03,50.54
51.04,51.28,51.28,51.04
48.31,48.31,48.31,48.31
51.53,51.53,51.53,51.53
51.30,51.52,51.52,51.28
51.77,51.80,52.02,51.68
52.20,51.84,52.20,51.62
51.72,51.67,51.72,51.67
51.77,51.78,51.82,51.73
51.68,51.98,51.98,51.58
51.87,52.18,52.18,51.87
52.21,52.71,52.71,52.21
52.91,53.97,54.24,52.91
54.23,53.93,54.23,53.93
50.80,50.80,50.80,50.80
54.23,54.23,54.59,54.23
54.81,55.22,55.22,54.81
54.91,54.55,55.02,54.42
39.60,39.60,39.60,39.60
53.81,54.02,54.02,53.81
50.89,50.89,50.89,50.89
53.54,53.35,53.54,53.35
38.95,38.95,38.95,38.95
50.26,50.26,50.26,50.26
54.00,53.84,54.00,53.84
53.50,53.96,54.03,53.50
54.12,54.53,54.72,54.12
54.87,54.07,54.87,54.07
54.72,54.72,54.72,54.72
55.17,55.17,55.17,55.17
54.71,54.41,54.71,54.41
54.81,54.81,54.81,54.81
54.65,55.06,55.07,54.65
54.60,55.50,55.50,54.60
55.61,55.90,55.90,55.60
55.56,55.50,55.59,55.50
55.50,55.80,55.80,55.50
55.60,55.52,55.60,55.49
55.84,55.84,55.84,55.84
56.50,55.66,56.50,55.66
40.63,40.63,40.63,40.63
55.88,56.22,56.22,55.88
41.04,41.04,41.04,41.04
55.72,56.89,56.89,55.72
57.39,56.60,57.39,56.60
56.47,56.70,56.72,56.47
57.01,56.76,57.01,56.76
57.03,57.26,57.26,57.01
57.46,56.96,57.46,56.96
57.36,56.41,57.36,56.41
57.50,56.57,57.50,56.53
56.97,56.97,56.97,56.97
56.80,56.60,56.80,56.60
56.51,56.51,56.51,56.51
52.85,52.85,52.85,52.85
56.40,57.25,57.25,56.40
56.75,56.75,56.75,56.75
56.50,56.25,56.50,56.25
56.00,55.25,56.00,55.25
40.33,40.33,40.33,40.33
55.03,55.08,55.08,55.03
55.17,55.17,55.17,55.17
54.91,55.91,55.91,54.91
55.56,55.34,55.56,55.34
56.06,56.06,56.06,56.06
56.00,56.00,56.00,56.00
55.66,56.17,56.42,55.66
56.42,56.42,56.42,56.42
56.92,57.67,57.67,56.92
57.97,58.22,58.22,57.73
58.72,58.70,58.72,58.70
58.68,58.50,58.68,58.50
58.25,57.80,58.25,57.80
57.70,57.70,57.70,57.70
57.38,57.15,57.38,57.15
57.34,57.34,57.34,57.34
57.20,59.20,59.20,57.20
58.48,59.02,59.02,58.48
59.42,60.42,60.42,59.42
60.67,60.67,60.67,60.42
61.17,61.45,61.45,61.17
61.01,61.11,61.36,61.01
61.08,60.94,61.08,60.94
59.14,60.30,60.80,59.14
60.80,60.80,60.80,60.80
60.47,60.47,60.47,60.47
60.39,60.39,60.39,60.39
60.72,60.72,60.72,60.72
61.05,60.55,61.05,60.55
60.25,60.23,60.25,60.23
60.80,60.66,60.80,60.55
60.61,61.09,61.09,60.61
60.78,60.70,60.80,60.70
60.33,59.83,60.33,59.50
60.19,59.69,60.19,59.19
59.94,59.70,59.94,59.45
59.45,60.45,60.45,59.45
60.70,61.15,61.18,60.70
61.00,61.00,61.00,61.00
61.00,60.82,61.00,60.60
60.84,60.59,61.25,60.25
60.24,59.85,60.24,59.71
59.44,59.85,60.19,59.44
59.55,59.55,59.55,59.55
59.61,59.61,59.61,59.61
59.81,59.81,59.81,59.81
59.72,60.03,60.03,59.58
59.98,59.98,59.98,59.98
56.55,56.55,56.55,56.55
59.66,59.81,60.07,59.66
59.44,59.44,59.44,59.44
59.31,59.65,59.65,59.31
60.15,60.15,60.15,60.15
60.21,60.21,60.21,60.21
60.50,60.35,60.50,60.35
60.00,60.13,60.13,59.78
60.34,60.29,60.48,60.29
60.29,61.04,61.04,60.22
61.53,61.29,61.53,61.29
61.20,61.45,61.45,61.20
61.20,61.20,61.20,61.20
60.81,60.81,60.81,60.81
61.30,61.18,61.30,61.18
61.70,62.28,62.28,61.70
62.21,62.21,62.21,62.21
62.69,62.95,63.44,62.69
62.73,62.73,62.73,62.73
62.83,62.81,62.83,62.81
62.76,62.76,62.76,62.76
62.59,62.36,62.59,62.36
62.46,62.93,62.93,62.09
63.00,62.75,63.00,62.75
62.74,62.54,62.81,62.54
63.19,63.58,63.58,63.18
63.00,63.00,63.00,63.00
63.18,63.18,63.18,63.18
63.49,63.00,63.49,63.00
63.01,63.41,63.48,63.01
62.96,62.96,62.96,62.96
63.66,62.72,63.66,62.72
62.68,61.62,62.68,60.42
61.12,61.12,61.12,61.12
62.12,62.37,62.37,62.12
62.87,62.89,62.89,62.83
62.55,62.55,62.55,62.55
62.43,62.43,62.43,62.43
62.13,62.92,62.92,62.13
62.60,62.60,62.60,62.60
62.34,62.22,62.47,62.22
62.27,61.97,62.27,61.97
61.85,61.85,61.85,61.85
62.22,61.97,62.22,61.97
61.54,61.61,61.61,61.54
61.74,62.02,62.02,61.74
62.46,62.46,62.46,62.46
62.69,62.69,62.69,62.69
62.70,61.50,62.70,61.50
61.72,61.43,61.73,61.42
61.79,61.32,61.79,60.97
61.38,61.64,61.64,55.38
62.11,61.87,62.11,61.87
61.37,61.31,61.56,61.31
61.81,61.51,61.81,61.07
61.30,61.01,61.42,61.01
61.30,61.40,61.65,61.15
61.00,61.25,61.25,60.80
61.75,61.75,61.75,61.75
61.25,61.50,61.50,61.00
61.55,61.55,61.55,61.55
62.00,61.80,62.00,61.80
61.60,61.60,61.60,61.60
62.30,63.30,63.30,62.30
62.82,62.74,62.85,62.74
62.49,63.24,63.24,62.49
63.03,63.33,63.33,62.66
63.58,64.29,64.36,63.58
64.53,65.27,65.27,64.53
65.25,65.00,65.25,65.00
65.50,66.00,66.00,65.50
66.20,64.95,66.20,64.95
64.72,64.66,64.72,64.66
64.31,64.30,64.39,64.09
64.29,64.29,64.29,64.29
64.29,64.29,64.29,64.29
64.54,64.55,64.60,64.54
64.18,64.18,64.18,64.18
64.05,64.21,64.21,63.93
63.71,63.71,63.71,63.71
63.89,63.89,63.89,63.89
63.89,63.89,63.89,63.89
64.50,64.50,64.50,64.50
64.71,64.75,64.75,64.71
64.48,64.45,64.56,64.33
64.21,64.20,64.21,64.20
64.20,65.70,65.70,64.20
65.31,65.31,65.34,65.26
65.00,64.84,65.00,64.84
64.17,64.65,64.67,64.17
64.25,64.17,64.25,63.85
63.72,63.93,63.93,63.72
64.06,63.50,64.06,63.50
63.01,62.84,63.01,62.60
63.04,62.46,63.04,62.46
62.65,63.22,63.22,62.44
64.00,65.00,65.00,64.00
64.63,64.62,64.63,64.62
65.02,65.02,65.02,65.02
64.62,65.02,65.02,64.60
64.62,64.79,64.79,64.62
65.02,65.20,65.24,65.02
65.36,64.62,65.36,64.62
64.60,65.00,65.00,64.60
65.10,65.00,65.10,65.00
65.02,65.40,65.40,64.86
65.10,65.40,65.10,65.10
65.65,66.05,66.05,65.65
65.75,66.39,66.39,65.75
66.41,66.43,66.43,66.41
66.35,66.43,66.35,66.35
62.90,61.80,62.90,60.91
62.20,61.75,62.20,61.75
61.40,61.03,61.40,61.03
61.00,61.79,61.79,61.00
61.79,62.19,62.19,61.79
62.16,62.16,62.16,62.16
62.50,63.00,63.00,62.50
62.60,63.00,62.60,62.60
63.25,63.21,63.25,63.16
62.72,62.58,62.72,62.58
63.00,63.30,63.40,62.85
63.40,63.52,63.52,63.40
nan,63.52,nan,nan
63.92,64.00,64.00,63.92
63.81,63.82,63.82,63.80
64.45,64.75,64.75,64.45
64.85,64.85,64.85,64.85
65.15,64.84,65.15,64.74
64.71,65.15,65.15,64.71
65.55,65.55,65.55,65.55
65.95,65.87,65.95,65.87
65.96,65.56,65.96,65.56
65.96,66.36,66.36,65.96
66.08,66.88,66.88,66.08
67.15,67.28,67.28,67.10
67.68,68.08,68.08,67.68
68.30,68.70,68.70,68.26
69.00,69.62,69.70,69.00
69.75,69.85,69.85,69.75
69.99,69.93,70.11,69.93
70.00,69.99,70.01,69.47
69.80,70.23,70.25,69.77
69.90,70.10,70.27,69.69
70.20,70.52,70.52,70.12
70.80,70.80,70.80,70.80
70.45,70.45,70.80,70.45
70.35,70.35,70.35,70.35
70.80,70.59,70.80,70.59
71.25,71.00,71.29,71.00
71.14,71.23,71.24,71.11
71.21,71.70,71.70,71.21
71.98,71.55,71.98,71.30
71.73,72.31,72.31,71.73
72.45,72.31,72.45,72.30
72.90,73.35,73.35,72.70
73.05,72.25,73.05,71.96
72.20,72.75,73.20,72.20
72.30,71.40,72.30,71.40
71.99,71.55,71.99,71.24
70.98,70.53,70.98,70.53
70.69,70.69,70.69,70.48
70.38,70.83,70.83,70.32
70.95,71.11,71.28,70.95
71.29,71.44,71.55,71.29
nan,71.44,nan,nan
70.89,70.49,71.29,70.49
70.56,71.69,71.69,70.56
71.29,71.53,71.53,71.29
71.41,71.40,71.41,71.37
71.69,72.06,72.09,71.55
71.46,71.46,71.46,71.46
71.86,71.86,72.13,71.46
71.93,71.93,71.93,71.93
71.64,71.39,71.64,71.39
71.40,71.43,71.43,71.40
71.01,71.18,71.18,71.01
71.63,71.63,71.63,71.63
72.18,71.74,72.24,71.74
71.70,72.29,72.45,71.70
nan,72.29,nan,nan
72.25,72.09,72.30,72.04
72.87,72.87,72.87,72.87
72.75,72.75,72.75,72.75
73.03,72.78,73.03,72.78
72.79,72.79,72.79,72.79
73.18,73.62,73.65,73.18
73.98,74.50,74.50,73.98
74.50,74.50,74.50,74.50
74.57,74.60,74.60,74.57
nan,74.60,nan,nan
74.58,74.58,74.58,74.58
74.29,74.10,74.37,74.10
74.50,74.00,74.70,74.00
73.50,73.39,73.66,73.30
73.66,73.57,73.66,73.45
74.07,73.57,74.28,73.57
73.07,71.87,73.07,71.79
71.57,70.85,71.60,70.85
70.57,69.57,70.57,69.57
69.07,69.24,69.65,68.88
69.30,69.50,69.70,69.13
69.00,68.70,69.00,68.70
68.87,68.87,68.87,68.87
69.50,70.30,70.50,69.50
70.26,70.52,70.55,70.26
70.05,70.85,71.22,69.90
70.96,71.30,71.50,68.91
71.80,72.19,72.19,71.80
72.22,71.95,72.25,71.95
72.45,72.59,72.59,72.45
72.85,73.02,73.02,72.85
73.03,72.65,73.03,72.45
71.65,69.75,71.65,69.75
70.24,71.24,71.24,70.24
