LOAN,Manhattan Bridge Capital,NASDAQ
1.66,1.60,1.71,1.60
1.79,1.59,1.79,1.58
1.69,1.63,1.69,1.63
1.62,1.46,1.62,1.45
1.46,1.55,1.55,1.45
1.55,1.55,1.58,1.50
1.44,1.46,1.60,1.44
1.49,1.50,1.50,1.49
1.50,1.45,1.50,1.45
1.49,1.51,1.58,1.49
1.58,1.58,1.58,1.51
1.58,1.59,1.59,1.48
1.52,1.50,1.52,1.50
1.55,1.55,1.55,1.50
1.53,1.60,1.63,1.53
1.51,1.60,1.65,1.51
1.65,1.62,1.65,1.59
1.61,1.55,1.62,1.46
1.55,1.59,1.59,1.52
1.46,1.50,1.58,1.45
1.50,1.50,1.50,1.50
1.46,1.58,1.58,1.46
1.60,1.50,1.65,1.50
1.46,1.46,1.50,1.46
1.49,1.50,1.50,1.49
1.46,1.57,1.57,1.46
1.50,1.50,1.50,1.50
1.50,1.55,1.55,1.50
1.50,1.51,1.51,1.50
1.50,1.60,1.62,1.50
1.55,1.61,1.61,1.55
1.59,1.55,1.59,1.55
1.59,1.62,1.62,1.59
1.62,1.60,1.62,1.50
1.60,1.60,1.60,1.60
1.57,1.52,1.57,1.52
1.62,1.48,1.62,1.48
1.52,1.50,1.52,1.48
1.50,1.50,1.50,1.50
1.52,1.50,1.52,1.50
1.49,1.50,1.50,1.49
1.49,1.54,1.55,1.49
1.54,1.54,1.54,1.54
1.49,1.45,1.49,1.45
1.45,1.45,1.45,1.45
1.52,1.52,1.52,1.52
1.50,1.46,1.50,1.46
1.47,1.47,1.47,1.47
1.47,1.47,1.47,1.47
1.48,1.48,1.49,1.47
1.48,1.45,1.48,1.39
1.45,1.45,1.47,1.44
1.45,1.50,1.85,1.45
1.47,1.47,1.47,1.41
1.47,1.48,1.48,1.46
1.55,1.54,1.55,1.47
1.46,1.47,1.47,1.46
1.50,1.50,1.51,1.50
1.49,1.48,1.50,1.48
1.48,1.47,1.48,1.47
1.49,1.44,1.49,1.44
1.45,1.44,1.45,1.43
1.49,1.46,1.49,1.43
1.46,1.46,1.48,1.43
1.46,1.40,1.46,1.40
1.33,1.34,1.38,1.31
1.36,1.35,1.37,1.35
1.35,1.35,1.35,1.35
1.36,1.41,1.41,1.36
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.45,1.41,1.45,1.41
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.36,1.42,1.42,1.36
1.42,1.42,1.42,1.42
1.35,1.32,1.35,1.30
1.32,1.32,1.32,1.32
1.32,1.30,1.33,1.30
1.26,1.28,1.34,1.26
1.28,1.29,1.29,1.28
1.29,1.29,1.29,1.29
1.26,1.26,1.27,1.26
1.21,1.26,1.26,1.21
1.30,1.29,1.32,1.29
1.31,1.28,1.32,1.25
1.32,1.32,1.32,1.32
1.24,1.23,1.28,1.23
1.25,1.25,1.25,1.25
1.24,1.28,1.28,1.23
1.24,1.26,1.26,1.24
1.26,1.28,1.28,1.26
1.23,1.23,1.24,1.22
1.23,1.26,1.26,1.23
1.26,1.25,1.26,1.25
1.27,1.25,1.27,1.24
1.25,1.29,1.30,1.25
1.22,1.33,1.34,1.22
1.33,1.33,1.33,1.33
1.28,1.23,1.28,1.23
1.24,1.21,1.25,1.10
1.11,1.13,1.20,1.11
1.09,0.98,1.09,0.92
0.98,1.02,1.02,0.94
0.95,0.99,1.05,0.95
0.97,1.03,1.04,0.94
1.03,1.02,1.03,1.02
1.02,1.02,1.02,1.02
0.98,0.98,0.98,0.98
1.01,1.01,1.02,1.01
0.98,1.00,1.00,0.98
0.98,0.98,0.98,0.98
1.01,1.00,1.01,1.00
1.01,0.99,1.01,0.99
1.00,1.00,1.00,1.00
1.01,1.00,1.01,0.98
0.98,1.00,1.00,0.98
1.00,1.00,1.00,1.00
1.04,1.09,1.09,1.04
1.09,1.09,1.09,1.09
1.11,1.11,1.11,1.11
1.09,1.14,1.15,1.09
1.19,1.09,1.20,1.05
1.13,1.20,1.20,1.13
1.20,1.21,1.21,1.20
1.21,1.21,1.21,1.21
1.25,1.19,1.25,1.19
1.19,1.27,1.27,1.19
1.26,1.27,1.27,1.26
1.27,1.27,1.27,1.27
1.19,1.19,1.19,1.19
1.19,1.19,1.19,1.19
1.28,1.30,1.30,1.28
1.30,1.30,1.30,1.30
1.13,1.13,1.13,1.13
1.13,1.13,1.13,1.13
1.13,1.13,1.13,1.13
1.13,1.13,1.13,1.13
1.13,1.13,1.13,1.13
1.13,1.13,1.13,1.13
1.14,1.19,1.20,1.14
1.15,1.15,1.15,1.15
1.10,0.98,1.10,0.98
1.00,1.01,1.01,1.00
1.05,1.18,1.18,1.05
1.18,1.18,1.18,1.18
1.18,1.18,1.18,1.18
1.18,1.18,1.18,1.18
1.18,1.10,1.18,1.10
1.10,1.06,1.10,1.06
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.03,1.01,1.03,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.06,1.06,1.06,1.05
1.01,1.01,1.02,1.00
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.16,1.01,1.16,1.00
1.01,1.08,1.08,1.00
1.01,1.01,1.05,1.01
1.03,1.01,1.03,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.02,1.08,1.08,1.01
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.08
1.00,0.98,1.00,0.98
0.98,0.95,0.98,0.95
0.97,0.95,0.97,0.94
0.95,0.99,1.05,0.94
0.96,0.96,1.02,0.96
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.03,0.95,1.04,0.95
0.94,0.94,0.94,0.94
0.94,1.00,1.00,0.89
1.00,1.00,1.00,1.00
1.02,0.89,1.02,0.89
0.89,0.85,0.96,0.85
0.89,0.85,0.89,0.85
0.95,0.85,0.95,0.84
0.82,0.85,0.85,0.82
0.96,0.88,0.96,0.88
0.88,0.88,0.88,0.88
0.82,1.00,1.00,0.82
0.90,0.90,0.90,0.90
1.02,1.10,1.20,1.00
1.10,1.01,1.10,0.94
0.96,0.99,0.99,0.95
0.97,0.94,0.97,0.94
0.90,1.04,1.04,0.90
0.97,1.00,1.00,0.95
1.00,1.00,1.00,1.00
1.03,1.10,1.12,1.02
1.08,1.24,1.24,1.08
1.24,1.28,1.44,1.24
1.30,1.30,1.30,1.30
1.27,1.16,1.28,1.04
1.07,1.09,1.15,1.07
1.09,1.09,1.09,1.09
1.20,1.20,1.23,1.20
1.20,1.20,1.20,1.20
1.07,1.13,1.13,1.06
1.17,1.16,1.17,1.16
1.14,1.09,1.14,1.07
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.10,1.09,1.10,1.09
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.10,1.10,1.20,1.09
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.19,1.17,1.19,1.17
1.14,1.14,1.14,1.14
1.14,1.14,1.14,1.14
1.10,1.10,1.10,1.09
1.10,1.10,1.10,1.10
1.15,1.10,1.17,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.13,1.13,1.13,1.13
1.13,1.10,1.13,1.10
1.10,1.10,1.10,1.10
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
1.12,1.17,1.19,1.11
1.18,1.17,1.18,1.17
1.11,1.12,1.12,1.11
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.18,1.18,1.18,1.18
1.18,1.20,1.20,1.18
1.11,1.11,1.12,1.10
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.05,1.05,1.05,1.05
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.10,1.11,1.11,1.00
1.03,1.14,1.14,1.03
1.03,1.10,1.10,1.03
1.10,1.10,1.10,1.10
1.02,1.17,1.17,1.02
1.03,1.17,1.17,1.03
1.08,1.05,1.08,1.05
1.06,1.06,1.06,1.06
1.03,1.03,1.03,1.03
1.07,1.05,1.07,1.05
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.04,1.03,1.04,1.03
1.04,1.08,1.08,1.03
1.09,1.05,1.12,1.05
1.08,1.08,1.09,1.01
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.08
1.02,1.02,1.02,1.02
1.03,1.12,1.12,1.01
1.11,1.10,1.11,1.10
1.04,1.09,1.09,1.00
1.00,1.08,1.08,1.00
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.08
0.98,1.08,1.08,0.98
1.08,1.07,1.08,1.07
1.10,1.10,1.10,1.10
0.99,1.10,1.10,0.99
0.99,1.05,1.05,0.99
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.08
0.98,1.08,1.08,0.98
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.08
1.05,1.04,1.05,0.98
1.04,1.04,1.04,1.04
1.04,1.04,1.04,1.04
1.02,1.02,1.02,1.02
1.03,0.96,1.03,0.96
0.96,0.95,1.02,0.95
0.95,0.95,0.95,0.95
1.03,1.03,1.03,1.03
1.03,1.03,1.03,1.03
1.03,1.03,1.03,1.03
1.00,1.01,1.01,0.95
0.99,0.95,1.00,0.95
1.03,1.03,1.03,0.96
1.03,1.03,1.03,1.03
1.03,1.02,1.03,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
0.98,0.99,0.99,0.98
0.97,1.02,1.02,0.97
1.02,1.02,1.02,1.02
1.03,1.03,1.03,1.03
1.03,1.03,1.03,1.03
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.94,0.94,0.94,0.94
0.98,0.99,0.99,0.98
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
0.94,0.94,0.94,0.94
0.94,0.94,0.94,0.94
0.94,0.94,0.94,0.94
0.94,0.94,0.94,0.94
0.94,0.94,0.94,0.94
0.94,0.94,0.94,0.94
0.94,0.94,0.94,0.94
0.94,0.94,0.94,0.94
0.94,0.94,0.94,0.94
0.94,0.95,1.00,0.94
1.00,0.98,1.00,0.94
0.98,0.98,0.98,0.98
0.94,0.94,0.94,0.94
0.93,0.92,0.95,0.92
0.92,0.92,0.92,0.92
0.92,0.95,0.95,0.84
1.00,0.95,1.00,0.91
0.97,0.97,0.99,0.97
0.87,0.98,0.98,0.87
0.87,0.90,0.90,0.87
0.90,0.90,0.90,0.90
0.87,0.88,0.88,0.87
0.88,0.88,0.88,0.88
0.87,0.96,0.96,0.87
0.96,0.96,0.96,0.96
0.87,0.87,0.87,0.87
0.87,0.90,0.90,0.87
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.94,0.98,0.98,0.94
0.98,0.97,0.98,0.97
0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97
0.93,0.91,0.93,0.90
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.91
0.91,0.91,0.91,0.90
0.92,0.94,0.94,0.92
0.95,0.96,0.98,0.95
0.96,0.96,0.96,0.96
0.92,0.94,0.94,0.92
1.00,1.05,1.05,1.00
1.05,0.98,1.05,0.98
0.98,0.99,0.99,0.98
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
0.99,0.99,0.99,0.99
1.04,1.04,1.04,1.04
1.05,0.99,1.06,0.99
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
1.03,0.99,1.03,0.99
1.06,1.06,1.06,1.06
1.09,1.04,1.09,1.04
1.09,0.99,1.09,0.99
0.99,0.99,0.99,0.99
0.99,1.06,1.07,0.99
1.06,1.06,1.06,1.06
1.08,1.09,1.09,1.08
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.00
1.08,1.08,1.08,1.08
1.06,1.05,1.06,0.98
1.08,1.04,1.08,1.04
1.06,1.06,1.07,1.06
1.00,1.06,1.06,1.00
1.00,1.06,1.07,1.00
1.06,1.06,1.07,1.02
1.06,1.08,1.08,1.06
1.08,1.08,1.08,1.08
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.08,1.06,1.12,1.06
1.06,1.06,1.06,1.06
1.05,1.09,1.11,0.98
1.07,1.10,1.11,1.07
1.11,1.10,1.11,1.03
1.06,1.05,1.06,1.05
1.04,1.04,1.04,1.04
1.03,1.12,1.12,1.03
1.03,1.03,1.03,1.03
1.03,1.03,1.03,1.03
1.03,1.03,1.03,1.03
1.03,1.03,1.03,1.03
1.03,1.03,1.11,1.03
1.03,1.03,1.03,1.03
1.05,1.05,1.05,1.02
1.03,1.05,1.06,1.03
1.05,1.05,1.05,1.05
1.10,1.10,1.11,1.10
1.11,1.11,1.11,1.04
1.07,1.11,1.11,1.07
1.08,1.09,1.10,1.08
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.08,1.08,1.08,1.08
1.09,1.09,1.09,1.09
1.09,1.11,1.11,1.09
1.11,1.11,1.11,1.11
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.07,1.07,1.07,1.06
1.10,1.11,1.11,1.10
1.11,1.11,1.11,1.11
1.10,1.09,1.12,1.02
1.09,1.09,1.09,1.09
1.10,1.10,1.10,1.10
1.10,1.02,1.10,1.02
1.04,1.10,1.10,1.03
1.10,1.10,1.10,1.10
1.08,1.07,1.08,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.10,1.10,1.07
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.09,1.05,1.10,1.04
1.05,1.05,1.05,1.05
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.03,1.04,1.04,1.03
1.10,1.20,1.20,1.10
1.21,1.20,1.21,1.19
1.20,1.20,1.21,1.18
1.20,1.20,1.20,1.20
1.20,1.15,1.20,1.15
1.11,1.12,1.12,1.11
1.22,1.23,1.23,1.22
1.23,1.23,1.23,1.23
1.22,1.24,1.24,1.20
1.23,1.33,1.34,1.23
1.30,1.26,1.35,1.25
1.40,1.33,1.40,1.26
1.35,1.33,1.44,1.32
1.30,1.30,1.30,1.30
1.24,1.29,1.30,1.20
1.35,1.23,1.35,1.23
1.25,1.45,1.50,1.23
1.47,1.40,1.47,1.35
1.38,1.31,1.40,1.31
1.31,1.31,1.35,1.27
1.29,1.25,1.29,1.25
1.23,1.21,1.23,1.21
1.27,1.22,1.27,1.21
1.33,1.32,1.36,1.29
1.33,1.32,1.33,1.32
1.31,1.31,1.31,1.30
1.31,1.40,1.44,1.31
1.40,1.47,1.50,1.37
1.45,1.40,1.47,1.36
1.43,1.40,1.43,1.31
1.35,1.45,1.48,1.35
1.45,1.45,1.45,1.45
1.48,1.41,1.48,1.35
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.36,1.44,1.44,1.36
1.40,1.44,1.47,1.29
1.35,1.43,1.45,1.35
1.42,1.42,1.42,1.42
1.35,1.34,1.35,1.34
1.33,1.26,1.37,1.24
1.26,1.31,1.31,1.26
1.32,1.33,1.39,1.30
1.35,1.35,1.35,1.35
1.35,1.35,1.37,1.29
1.36,1.35,1.36,1.28
1.26,1.25,1.36,1.24
1.28,1.28,1.30,1.25
1.28,1.28,1.28,1.28
1.28,1.28,1.28,1.27
1.25,1.27,1.28,1.25
1.25,1.25,1.25,1.22
1.28,1.28,1.28,1.28
1.28,1.28,1.28,1.28
1.28,1.25,1.28,1.22
1.26,1.24,1.26,1.24
1.24,1.22,1.26,1.22
1.25,1.25,1.27,1.23
1.27,1.25,1.27,1.25
1.25,1.23,1.25,1.23
1.25,1.25,1.25,1.22
1.22,1.24,1.24,1.22
1.24,1.24,1.24,1.24
1.22,1.25,1.25,1.21
1.27,1.24,1.27,1.22
1.27,1.27,1.28,1.21
1.25,1.25,1.25,1.25
1.28,1.21,1.28,1.20
1.35,1.46,1.47,1.25
1.49,1.45,1.49,1.45
1.44,1.44,1.44,1.36
1.40,1.40,1.44,1.35
1.43,1.41,1.43,1.36
1.43,1.46,1.46,1.43
1.46,1.45,1.47,1.36
1.45,1.45,1.46,1.37
1.45,1.48,1.49,1.44
1.50,1.47,1.50,1.42
1.49,1.48,1.50,1.42
1.50,1.49,1.55,1.44
1.51,1.64,1.69,1.50
1.64,1.67,1.74,1.58
1.67,1.66,1.72,1.66
1.68,1.65,1.69,1.64
1.69,1.56,1.70,1.56
1.69,1.58,1.69,1.56
1.62,1.51,1.69,1.51
1.53,1.50,1.58,1.50
1.53,1.48,1.55,1.45
1.53,1.48,1.53,1.48
1.48,1.48,1.48,1.47
1.48,1.50,1.50,1.48
1.49,1.55,1.55,1.45
1.56,1.56,1.57,1.51
1.55,1.53,1.55,1.42
1.54,1.52,1.54,1.52
1.49,1.48,1.49,1.43
1.47,1.45,1.51,1.45
1.48,1.48,1.49,1.48
1.53,1.53,1.55,1.53
1.54,1.59,1.60,1.52
