BRS,Bristow Group Inc. Common Stock,NASDAQ
31.07,31.79,32.78,30.03
31.56,31.11,31.94,31.06
30.41,31.40,31.47,30.19
31.68,31.36,32.26,31.19
32.14,32.40,32.58,31.67
32.25,32.50,32.84,31.63
32.07,31.12,32.33,31.01
31.18,32.05,32.06,31.07
32.82,32.49,32.82,31.80
31.58,30.98,32.27,30.85
31.07,30.70,31.78,30.64
31.41,31.18,32.17,30.64
31.38,30.16,31.90,29.94
30.85,31.97,32.50,30.71
31.46,31.95,32.04,31.12
32.24,32.16,32.57,31.96
31.99,32.76,32.85,31.99
32.49,32.84,33.36,32.34
33.07,32.51,33.07,32.28
32.72,31.61,32.72,31.44
32.08,31.62,32.34,31.23
31.82,30.89,32.02,30.77
30.91,30.72,31.23,30.36
30.38,29.94,30.65,29.88
30.02,30.51,30.52,29.29
30.61,30.50,30.97,30.11
30.26,29.59,30.51,29.38
29.64,29.40,29.93,29.21
29.34,29.36,29.53,28.32
29.88,29.62,30.00,29.39
30.55,29.46,30.78,29.21
29.71,31.03,31.11,29.71
31.46,31.48,31.61,30.66
31.50,31.75,31.80,31.26
31.53,31.80,31.88,31.44
32.16,32.55,32.69,31.83
32.50,32.57,32.98,32.14
32.52,32.22,32.52,31.51
32.01,31.18,32.01,31.05
31.21,31.46,31.55,30.58
31.02,32.21,32.22,30.58
32.36,31.49,32.70,31.18
32.20,32.17,32.73,31.63
32.00,33.05,33.30,31.74
33.07,33.84,33.86,32.87
34.13,33.63,34.27,33.52
33.43,33.25,33.74,32.89
33.48,33.52,33.89,33.13
32.93,33.43,33.60,32.58
34.10,34.16,34.60,33.78
34.09,33.86,34.41,33.57
33.94,33.64,34.23,32.92
33.44,33.95,34.18,32.68
33.41,33.45,33.55,32.82
33.79,33.60,33.79,33.29
33.04,33.34,33.71,32.54
32.38,32.70,32.99,32.17
32.39,32.97,33.19,32.00
32.92,32.90,33.18,32.63
32.74,33.09,33.31,32.59
33.46,33.63,34.10,33.31
33.60,33.37,33.81,32.94
33.15,33.00,33.30,32.71
32.92,33.09,33.14,32.66
33.24,33.00,33.40,32.76
32.50,33.00,33.51,32.50
32.80,33.38,33.46,32.67
33.51,33.15,33.72,33.05
33.48,34.42,34.46,33.00
34.40,33.67,34.40,33.49
33.55,33.00,33.69,32.42
33.42,34.56,34.58,33.18
34.49,34.78,35.10,34.29
35.17,35.19,35.52,34.82
34.97,34.47,35.02,34.03
34.69,34.99,35.23,34.57
35.77,35.39,36.72,34.86
35.53,35.65,35.88,35.39
36.05,36.23,36.64,35.89
36.08,35.58,36.08,35.50
35.38,36.07,36.17,35.25
36.04,35.91,36.22,35.50
36.18,35.55,36.29,35.38
35.75,36.45,36.48,35.26
35.77,36.20,36.61,35.57
36.14,35.97,36.43,35.91
35.63,35.47,36.13,35.40
35.91,36.55,36.58,35.61
36.56,35.95,36.58,35.93
35.97,36.44,36.53,35.30
36.21,36.58,36.84,36.13
36.85,36.08,36.85,35.71
36.44,36.45,36.66,36.05
36.16,35.44,36.51,35.15
35.93,36.55,36.63,35.47
36.58,36.71,36.97,36.38
36.99,36.20,36.99,35.77
36.32,37.07,37.33,36.03
37.05,36.93,37.34,36.66
36.92,37.11,37.34,36.26
37.36,37.47,37.99,37.19
37.53,38.21,38.24,37.35
38.48,38.01,40.98,37.78
38.05,38.46,38.60,37.99
37.86,37.77,38.41,37.45
37.96,38.08,38.57,37.84
38.27,37.82,38.67,37.12
37.85,38.10,38.15,37.82
38.37,38.55,38.99,38.37
38.22,38.30,39.12,38.22
38.00,38.98,39.04,37.84
39.23,38.55,39.40,38.35
38.46,38.78,38.97,38.45
39.04,39.21,39.67,38.87
39.67,39.58,39.75,39.26
39.55,39.79,39.81,39.11
40.29,40.44,40.80,40.14
40.62,41.31,42.71,40.62
41.39,42.09,42.15,41.35
42.14,41.71,42.46,41.55
41.77,42.43,42.44,41.30
41.99,42.31,43.09,41.72
42.06,42.00,42.19,41.54
42.27,41.77,42.33,41.76
41.38,40.81,41.38,40.38
40.86,41.33,41.51,40.84
41.91,41.98,42.10,41.57
41.99,42.24,42.48,41.59
42.09,42.81,42.82,41.86
42.26,41.97,42.26,41.09
42.29,43.23,43.27,42.29
42.98,42.82,43.05,42.70
42.47,43.06,43.17,42.17
42.73,43.91,44.83,42.44
44.76,44.98,45.65,44.76
45.14,45.06,45.26,44.95
44.90,45.54,45.65,44.88
45.50,46.24,46.43,45.40
46.73,46.50,47.02,46.33
46.61,46.16,46.78,46.08
46.55,46.41,46.57,46.06
46.38,46.64,46.87,46.20
46.81,46.69,47.16,46.68
46.88,46.61,46.91,46.46
46.50,45.61,46.65,45.54
45.72,46.04,46.41,45.37
46.01,46.70,46.81,45.85
46.92,47.29,47.62,46.92
47.57,47.91,47.91,47.24
47.94,47.48,48.10,47.37
47.44,47.50,47.78,47.44
47.37,47.59,47.66,47.13
47.59,47.75,47.92,47.24
47.93,47.62,47.93,47.38
47.51,47.41,47.84,47.27
47.40,47.35,47.93,47.17
47.72,48.29,48.63,47.57
48.25,46.90,48.57,46.62
46.91,47.34,47.35,46.18
47.31,45.63,47.34,45.38
45.69,46.32,46.46,45.06
46.16,46.37,46.88,45.85
46.59,47.26,47.31,46.57
47.71,47.75,47.93,47.25
47.81,47.67,47.81,47.26
47.64,47.32,47.86,46.79
47.10,47.06,47.18,46.52
46.98,46.94,47.34,46.60
46.62,46.70,46.93,46.10
47.00,47.16,47.29,46.86
47.14,47.64,47.66,46.96
47.56,47.86,47.91,46.96
48.09,50.00,50.00,48.00
49.87,50.45,50.58,49.75
50.50,50.08,51.02,50.04
50.20,51.49,51.59,49.68
51.79,51.95,52.22,50.95
51.90,51.73,52.39,51.58
51.14,48.41,51.14,46.70
48.15,47.19,48.15,47.13
47.19,47.80,48.16,47.19
47.64,46.92,47.82,46.40
46.63,45.67,46.94,45.41
45.41,45.96,46.01,45.37
45.85,45.92,46.00,45.50
45.94,46.77,46.93,45.94
46.69,46.55,46.70,46.20
46.73,47.44,47.80,46.60
47.74,48.53,48.76,47.43
48.80,48.49,48.98,48.18
48.16,47.47,48.93,47.12
47.38,47.45,48.36,46.85
47.54,47.10,48.07,46.84
47.22,48.09,48.09,46.86
48.25,47.92,48.65,46.82
48.18,47.64,48.77,47.46
47.55,48.13,48.24,46.90
48.58,49.74,50.57,48.21
49.65,49.20,49.65,48.47
49.30,48.73,49.52,48.38
48.68,48.70,49.18,47.83
48.68,48.49,48.99,48.30
47.95,46.21,48.15,46.16
45.92,47.17,47.66,45.16
46.65,47.82,48.00,46.26
46.33,47.57,48.00,46.33
47.39,46.13,47.67,45.64
46.64,46.80,47.55,46.36
46.80,46.45,47.12,46.29
47.19,48.25,48.25,46.99
48.33,48.19,48.72,47.74
48.10,47.96,48.44,47.33
48.34,47.71,48.34,47.10
48.02,47.76,48.71,47.35
48.01,47.53,48.29,47.49
47.64,47.76,48.01,47.42
47.97,47.38,47.97,47.04
47.38,47.30,48.05,47.26
47.72,47.61,48.21,47.20
47.70,48.03,48.18,47.43
47.89,48.22,48.42,47.87
48.56,48.45,49.35,48.14
48.58,48.30,49.04,48.14
48.62,47.54,48.96,47.45
47.49,46.46,47.60,46.11
46.10,45.04,46.10,44.80
45.23,44.80,45.46,44.20
44.43,45.32,45.32,44.26
45.12,44.62,45.37,44.58
43.85,43.83,44.25,43.33
43.83,43.76,44.17,43.41
44.30,44.32,44.42,43.76
44.63,45.29,45.42,44.24
45.09,44.91,45.51,44.84
45.16,45.99,46.09,45.08
46.04,46.03,46.17,45.35
45.88,45.92,46.25,45.61
46.13,46.40,47.06,46.13
46.56,45.12,46.56,44.80
44.96,44.18,45.09,43.79
44.22,43.24,44.39,42.92
42.86,42.09,43.68,41.88
42.67,42.30,43.62,41.96
42.41,43.58,43.98,42.28
43.80,43.81,43.95,43.21
43.74,45.22,47.32,43.74
44.96,43.94,45.21,43.52
44.04,42.44,44.34,41.90
42.20,40.82,43.07,40.64
40.52,41.21,41.49,40.18
41.11,42.82,42.95,41.11
43.95,43.44,44.80,43.31
43.22,44.03,44.17,42.60
43.18,43.49,44.26,43.05
43.76,43.43,44.30,43.11
43.20,44.23,44.46,43.15
44.19,44.92,45.17,43.64
45.12,45.37,45.62,44.70
45.97,45.95,46.53,45.28
45.91,44.43,46.10,44.30
44.55,44.69,45.16,44.31
44.02,44.11,44.63,43.68
44.20,43.43,44.32,43.25
43.95,43.78,44.15,43.30
43.62,43.79,44.00,43.32
44.04,44.33,44.44,43.72
43.90,44.18,44.52,43.90
44.30,43.60,44.30,42.77
43.80,44.59,44.85,43.80
44.04,44.04,45.68,43.76
44.00,44.64,44.91,43.70
44.99,44.91,45.35,44.69
44.68,45.39,45.44,44.27
45.80,45.85,46.03,45.49
45.70,46.36,46.92,45.70
45.70,46.49,46.58,44.69
46.55,45.82,46.94,45.57
45.87,46.52,46.76,45.63
46.80,48.40,48.50,46.61
48.50,48.93,49.22,48.09
49.22,51.02,51.06,49.22
51.16,50.82,51.16,50.10
50.43,50.38,50.94,50.06
50.25,49.67,50.47,49.34
50.37,50.59,51.13,50.08
49.85,51.27,51.43,49.76
50.56,50.12,50.74,49.54
49.85,49.84,50.42,49.56
50.06,51.10,51.56,49.87
51.29,51.05,51.39,50.83
51.24,51.99,52.24,50.69
51.81,52.32,52.79,51.35
52.71,52.13,52.89,51.88
52.25,50.98,52.40,50.89
51.37,51.50,51.75,51.01
51.66,51.40,51.95,51.31
50.84,50.80,51.71,50.65
50.98,50.02,51.19,50.00
49.91,49.08,50.12,48.67
49.19,49.31,50.35,49.10
48.59,48.48,48.91,48.11
49.22,47.99,49.68,47.29
47.63,46.61,48.75,46.61
46.62,46.71,46.91,45.32
45.98,43.82,46.18,43.73
44.18,42.12,44.37,40.40
39.20,38.04,42.30,37.98
39.07,41.49,42.30,38.61
40.13,39.44,41.34,38.04
39.60,40.66,41.37,39.24
41.34,41.30,41.79,40.59
41.61,41.95,42.59,41.20
41.12,41.31,41.68,40.56
41.62,41.71,42.14,41.17
40.33,39.76,40.36,39.29
38.81,39.02,40.03,38.60
40.19,39.26,40.29,38.69
39.57,40.83,40.86,38.92
40.75,41.25,41.59,40.20
41.70,40.19,42.34,39.99
39.96,40.34,40.80,39.29
41.01,41.79,41.82,40.46
41.62,42.94,43.10,40.98
43.33,43.98,44.31,42.86
44.12,43.78,44.50,43.55
42.64,41.49,42.75,40.98
40.12,41.31,41.44,39.70
42.05,42.41,42.52,41.58
42.09,42.85,43.54,42.00
42.23,41.11,42.26,40.45
40.49,41.98,42.00,40.49
42.23,42.11,42.46,41.08
42.35,42.61,43.22,41.29
43.11,42.73,43.15,42.09
42.96,41.94,43.39,41.40
40.95,42.57,42.93,40.71
42.84,42.99,43.35,42.26
42.86,42.65,43.96,42.54
41.42,42.01,42.29,40.76
41.69,42.08,42.13,41.08
42.55,44.43,44.52,41.43
45.43,43.77,45.81,43.44
43.99,42.69,44.18,42.61
43.77,43.72,43.93,42.71
42.87,42.43,43.71,42.35
41.96,41.11,42.72,41.01
40.50,42.01,42.23,39.59
42.29,42.86,43.21,41.56
42.67,43.22,43.79,42.39
43.62,42.40,43.68,42.20
43.45,44.75,44.77,43.34
44.49,45.45,45.70,44.29
45.81,45.81,46.27,45.53
45.57,45.98,46.15,45.16
46.47,46.81,47.30,46.12
46.25,45.36,46.40,45.20
45.50,46.67,47.07,44.94
46.74,46.38,47.59,45.60
46.37,47.24,47.32,45.54
48.29,48.39,48.72,47.44
48.54,49.38,49.47,47.66
49.29,48.39,49.49,48.06
49.10,48.39,49.27,47.40
50.73,50.32,51.56,49.75
51.21,51.19,52.26,50.99
50.50,49.78,50.90,49.73
47.79,48.14,49.11,47.42
49.06,49.69,49.80,48.48
50.40,51.56,51.70,49.70
51.05,51.06,51.43,50.64
51.16,47.16,51.63,46.89
47.89,48.22,48.30,45.18
46.50,46.25,47.12,45.73
46.89,46.35,47.09,44.64
46.84,47.19,47.66,46.84
46.82,46.36,46.88,45.74
46.02,46.66,46.87,45.25
45.94,45.82,46.98,45.28
45.77,44.92,45.84,44.64
44.97,45.61,45.68,44.83
44.97,44.70,45.13,44.19
44.42,44.85,45.56,44.42
44.22,43.00,44.22,42.95
42.84,42.54,43.35,42.45
43.87,44.30,44.35,43.54
44.44,44.16,44.64,44.02
45.68,46.06,46.07,45.65
45.80,46.05,46.55,45.80
46.55,45.62,46.62,45.49
46.28,46.27,46.44,45.75
46.29,46.82,47.10,45.99
46.47,46.55,46.70,45.27
46.05,45.55,46.30,45.39
45.76,46.86,47.31,45.53
46.41,46.00,46.50,45.30
46.29,45.00,46.99,44.79
44.60,43.96,44.79,43.85
44.49,44.53,44.74,44.07
44.74,45.89,46.29,44.62
46.26,44.92,46.76,44.87
45.87,46.34,46.63,45.70
46.10,46.40,46.52,45.23
46.54,47.37,47.72,46.49
47.55,47.65,47.78,47.34
47.51,48.04,48.36,47.45
48.10,47.25,48.19,46.82
47.52,48.27,48.60,47.09
48.12,47.39,48.61,47.38
48.65,48.73,49.04,48.15
48.37,47.60,48.86,47.57
47.26,46.53,47.26,45.85
46.52,46.52,47.21,46.09
46.66,45.77,46.66,45.68
47.48,46.91,47.62,46.64
46.62,45.35,46.74,45.16
45.49,44.98,45.49,44.43
44.45,44.53,44.86,44.33
45.01,45.02,45.33,44.54
45.09,46.44,46.46,44.62
46.87,48.29,48.46,46.68
48.25,47.59,48.26,47.07
47.75,47.77,48.17,47.30
47.57,48.50,48.61,47.08
48.56,49.04,49.20,47.71
49.23,48.48,49.23,48.37
48.17,48.63,49.19,48.17
48.18,48.10,48.97,47.76
48.43,49.06,49.45,47.94
49.34,49.73,49.91,48.59
49.61,50.03,50.40,49.52
47.13,47.20,49.70,46.88
47.00,46.99,47.01,46.35
46.79,46.72,47.11,46.40
46.94,46.64,47.26,46.28
46.89,46.80,47.21,46.67
46.39,47.01,47.18,46.34
47.56,47.85,48.17,46.94
47.68,47.93,47.96,47.41
48.01,47.60,48.01,47.28
47.71,48.96,49.05,47.50
49.21,48.97,49.65,48.75
48.97,48.56,49.38,48.13
48.39,48.78,49.24,48.30
48.80,49.45,49.50,48.26
49.31,48.58,49.48,48.41
48.58,49.27,49.99,48.58
49.07,47.75,49.23,47.65
47.91,47.21,48.41,47.10
47.25,47.45,47.67,47.00
47.44,46.90,47.65,46.82
46.80,46.82,46.90,46.52
46.50,46.63,46.90,46.49
46.85,46.78,46.94,46.42
47.08,47.13,47.38,46.70
47.04,47.21,48.05,47.04
47.22,46.80,47.28,46.30
47.17,47.80,47.82,46.86
47.62,46.74,47.81,46.49
46.69,46.82,47.20,46.30
47.00,48.15,48.64,47.00
48.01,48.18,48.78,47.72
47.70,47.80,48.01,47.20
47.77,47.00,47.77,46.92
46.50,46.52,46.74,46.16
46.46,47.41,47.60,46.46
47.90,48.33,48.35,47.38
48.37,48.18,48.42,47.94
48.08,48.00,48.21,47.58
47.70,48.00,48.10,47.39
48.35,47.73,48.35,47.71
47.53,48.00,48.21,47.41
47.81,47.91,48.10,47.38
47.42,47.17,47.56,46.82
46.93,47.26,48.05,46.70
46.55,46.57,47.04,46.37
46.47,45.82,46.76,45.56
46.19,45.91,46.50,45.62
46.01,47.23,47.46,45.94
47.09,46.23,47.24,45.95
46.51,45.99,46.64,45.81
46.43,46.48,47.22,46.31
46.35,46.96,47.40,46.10
46.94,46.74,47.45,46.41
47.31,46.54,47.58,46.43
45.81,46.28,46.46,45.47
46.45,46.47,46.90,46.07
47.10,47.49,47.59,46.85
47.37,47.40,47.82,47.02
47.46,47.84,48.61,47.22
47.85,48.85,49.00,47.53
49.02,49.15,50.14,48.32
48.73,49.24,49.28,48.46
49.18,48.41,49.52,48.26
48.01,46.44,48.27,46.44
46.41,46.65,46.93,45.89
46.40,47.34,47.69,46.25
46.65,47.04,47.32,46.55
47.42,47.05,47.42,46.79
46.64,46.69,47.38,46.39
46.14,46.37,47.02,46.11
46.46,46.44,46.91,46.30
46.47,45.83,46.91,45.77
46.04,45.50,46.48,45.48
45.50,44.99,45.97,44.84
45.03,45.73,45.77,44.46
45.84,45.58,46.33,45.37
45.11,45.27,45.80,44.92
46.03,43.71,46.86,43.42
43.55,43.38,44.22,43.02
43.48,43.13,43.77,42.31
42.66,41.13,42.68,40.68
41.11,40.05,41.14,39.03
39.16,39.88,39.96,38.95
39.98,39.41,40.07,39.09
39.29,39.42,39.83,39.05
39.72,40.14,40.14,39.59
40.59,39.77,40.81,39.68
39.55,39.63,40.03,39.20
39.82,39.29,40.06,39.20
39.53,39.70,39.79,39.10
39.39,38.41,39.55,38.22
38.35,38.60,38.70,37.92
38.77,38.97,39.12,38.50
38.75,39.20,39.32,38.58
39.27,39.75,40.09,39.27
39.62,39.85,40.01,39.34
39.95,39.27,39.95,39.01
39.60,39.98,40.03,39.54
39.33,39.20,39.36,39.02
39.21,39.09,39.54,38.91
39.34,39.80,39.93,39.10
39.56,40.06,40.06,39.14
40.82,40.67,40.93,40.37
40.82,41.37,41.37,40.38
41.30,41.85,41.96,41.30
41.60,41.40,42.00,41.32
40.90,41.14,41.37,40.84
41.09,41.50,41.70,40.83
41.85,41.19,41.91,40.94
41.42,43.09,43.22,41.41
42.73,42.70,43.06,41.93
42.96,43.40,43.59,42.91
43.43,43.48,43.73,42.84
43.61,43.83,44.06,42.95
43.70,45.36,45.41,43.33
45.66,45.45,45.82,45.21
45.01,45.98,45.98,44.88
45.16,45.86,45.91,45.16
45.78,44.20,45.78,43.84
44.48,44.39,44.81,43.79
45.00,45.79,45.88,44.71
45.98,47.20,47.58,45.40
47.28,47.35,47.56,46.89
47.22,45.77,47.70,45.66
46.01,44.87,46.21,44.87
44.48,44.39,45.40,44.24
45.08,44.74,45.15,44.50
44.74,45.63,46.04,44.72
45.83,45.56,47.38,45.28
45.59,45.86,46.40,45.50
45.73,45.47,46.28,45.32
45.45,45.70,45.85,45.33
45.75,45.63,45.79,45.02
45.72,45.27,45.82,45.11
45.14,45.54,45.54,44.95
45.43,46.14,46.15,45.34
45.97,46.55,46.68,45.96
46.56,46.97,46.99,46.20
47.00,46.96,47.93,46.89
46.73,46.86,47.22,46.42
46.75,46.74,47.02,46.44
46.60,46.79,47.01,45.85
46.91,47.28,47.50,46.75
47.16,46.99,47.37,46.76
46.91,46.52,46.91,45.85
46.39,46.23,46.39,45.55
46.70,46.89,47.13,46.12
47.20,47.96,48.10,46.90
48.10,48.58,48.72,47.57
48.58,49.61,49.81,48.53
49.79,50.54,50.61,49.58
49.45,49.96,50.53,48.99
50.10,50.34,50.71,49.71
50.50,50.63,50.83,50.34
50.20,50.90,51.44,50.20
51.19,52.35,52.44,51.19
52.27,51.79,52.50,51.52
51.60,51.84,51.96,51.40
51.96,51.51,52.18,51.39
51.30,51.79,51.87,51.14
52.26,51.85,52.54,51.58
51.70,51.85,52.02,51.55
51.90,51.30,52.12,51.21
48.59,49.91,50.19,48.59
50.47,51.02,51.04,49.70
50.61,50.55,50.98,50.54
50.91,50.21,51.22,50.10
50.45,50.27,50.63,49.85
50.40,49.97,50.49,49.89
50.22,50.41,50.41,49.80
50.53,50.03,50.99,49.84
49.84,50.23,50.27,49.73
50.32,50.06,50.52,49.96
49.93,49.35,50.07,49.24
49.70,49.50,50.01,49.39
49.38,49.28,49.61,48.76
49.32,49.65,49.66,48.85
49.76,50.37,50.68,49.69
50.50,50.98,51.03,50.27
50.79,50.81,50.99,50.55
50.43,50.27,50.91,50.08
50.40,49.71,50.40,49.36
49.21,49.61,49.90,49.06
49.70,49.40,49.81,49.04
49.80,50.03,50.14,49.54
50.18,49.48,50.25,49.02
49.71,49.92,49.99,49.24
50.00,49.97,50.51,49.34
50.30,49.30,50.30,49.11
49.23,49.82,50.06,49.13
49.88,50.49,50.54,49.87
49.67,49.24,49.72,48.90
48.81,48.76,49.24,48.26
48.83,49.25,49.98,48.26
49.25,49.55,49.72,48.69
49.24,49.79,50.99,49.24
49.73,48.26,50.31,48.10
48.49,49.07,49.30,48.30
49.04,49.88,50.06,48.26
50.46,49.99,50.58,49.76
49.86,50.70,50.70,49.60
50.83,50.30,50.83,50.09
50.60,51.26,51.32,50.16
51.16,51.21,51.41,50.83
51.27,51.54,51.84,51.27
50.95,51.31,51.55,50.45
51.91,51.89,52.03,51.50
52.02,52.10,52.32,51.48
52.35,52.48,52.50,52.08
52.50,52.47,52.62,51.88
52.64,52.25,52.98,51.93
52.06,51.56,52.13,51.48
51.80,52.38,52.38,50.99
52.46,52.41,52.65,51.86
52.70,52.75,52.88,52.38
53.03,52.87,53.88,52.63
52.92,52.00,52.92,51.53
51.63,51.58,52.27,51.49
51.71,52.28,52.38,51.71
52.18,52.89,52.96,51.75
53.08,53.83,53.91,53.06
53.77,54.65,54.95,53.77
54.48,54.56,54.97,54.28
54.53,53.91,54.75,53.84
54.11,53.48,54.11,53.28
53.34,53.00,53.64,52.81
52.65,52.82,53.24,52.65
52.87,53.66,53.83,52.63
54.39,54.49,54.59,54.09
54.37,54.12,54.55,53.98
54.40,54.46,54.63,53.85
53.88,54.25,54.30,53.57
54.05,54.54,54.58,54.03
54.52,55.32,55.32,54.52
55.48,56.15,56.28,55.14
56.35,55.94,56.35,55.56
55.67,55.39,55.67,55.00
55.17,56.01,56.10,55.14
55.85,55.59,56.07,55.49
55.79,55.64,55.90,55.52
55.62,55.97,56.19,55.49
55.97,56.01,56.10,55.55
55.86,56.37,56.54,55.86
56.46,56.28,56.75,55.88
56.57,56.40,56.70,56.09
56.56,56.61,56.84,56.31
56.68,56.80,56.84,56.44
56.79,56.75,56.92,56.45
56.52,56.98,57.06,56.52
57.25,56.74,57.25,56.38
56.61,57.30,58.36,56.03
57.92,58.50,58.94,56.75
58.56,58.96,59.06,58.32
58.99,59.01,59.15,58.65
59.15,59.13,59.42,58.76
59.01,58.39,59.03,58.32
58.37,58.39,58.69,58.24
58.47,58.44,58.78,58.20
58.14,58.94,59.09,57.95
59.11,58.71,59.20,58.12
59.07,61.40,61.65,59.00
61.12,59.70,61.58,59.69
59.67,58.29,59.70,57.68
58.71,58.93,58.96,58.07
58.97,56.86,59.12,56.84
56.94,57.56,57.92,56.31
57.15,58.26,58.63,57.15
58.16,58.26,58.71,57.82
57.80,57.05,57.80,56.75
57.00,56.30,57.06,55.83
56.70,57.24,57.31,56.33
57.51,57.64,57.94,56.82
57.73,57.93,58.07,57.50
58.44,58.62,58.68,57.92
58.81,58.23,59.09,58.16
58.15,57.88,58.44,57.70
58.07,58.26,58.47,57.98
58.35,59.69,59.70,58.33
59.77,60.95,61.00,59.75
60.67,61.45,62.58,60.35
61.77,62.96,63.35,61.42
63.39,63.19,63.72,62.70
62.80,62.88,63.19,62.50
63.14,63.32,63.41,62.76
64.60,65.00,65.26,64.27
66.26,66.99,67.13,65.26
66.24,66.45,66.59,65.53
66.16,65.94,66.55,65.34
65.99,65.09,66.12,64.37
65.20,64.67,65.83,64.64
64.73,63.38,64.82,62.96
63.62,63.42,63.62,62.55
62.33,63.08,63.43,61.82
63.47,63.99,64.01,63.00
63.97,64.50,64.68,63.27
64.95,65.76,66.18,64.92
65.86,65.95,66.39,65.33
65.52,64.15,65.66,63.90
63.59,61.66,63.62,61.23
62.47,62.37,62.77,61.81
61.68,60.10,61.99,59.49
60.42,60.43,60.81,59.21
60.41,60.29,60.42,59.30
60.40,60.13,60.78,59.50
60.43,60.56,60.59,59.85
60.59,61.81,62.10,60.59
62.16,61.25,62.31,61.12
60.96,61.37,61.57,60.11
61.55,62.51,62.72,61.16
62.56,63.20,63.60,62.06
62.70,61.25,62.81,60.86
61.60,61.77,62.24,61.34
62.38,62.65,63.26,62.22
62.58,62.94,63.20,62.58
62.95,63.72,63.83,62.43
63.88,64.70,64.70,63.50
64.93,64.45,65.10,64.20
64.53,64.87,64.87,63.75
64.78,65.17,65.38,64.36
65.13,66.15,66.28,65.07
65.99,65.99,66.59,65.68
65.99,65.19,66.00,64.88
65.75,66.64,66.65,65.03
66.33,67.89,68.11,66.33
68.20,67.23,69.05,67.00
67.06,66.23,68.10,65.67
66.55,66.06,66.55,64.26
65.27,65.35,65.41,64.61
66.18,66.45,67.08,65.57
65.66,64.80,65.99,64.44
64.83,64.85,65.08,64.01
64.40,62.85,64.71,62.60
62.85,63.08,63.30,61.79
63.02,62.01,64.05,61.57
61.87,61.33,62.21,61.30
61.22,62.65,62.66,61.04
62.86,64.22,64.40,62.63
64.06,64.29,64.30,62.83
63.19,64.27,64.87,62.75
64.64,64.12,64.64,63.96
64.21,65.01,65.16,63.81
65.00,64.40,65.00,64.23
65.00,64.79,65.00,64.25
64.94,64.97,65.36,64.44
65.00,64.12,65.08,64.01
