UPRO,ProShares UltraPro S&P 500,NASDAQ
191.07,189.51,192.30,186.56
185.59,191.26,192.00,182.38
190.94,195.03,195.21,189.46
195.35,192.75,196.63,192.36
189.54,179.10,192.48,178.17
181.85,182.96,184.66,178.35
186.64,189.97,191.21,186.42
190.21,180.33,190.86,180.26
183.08,187.57,188.90,182.17
181.05,174.03,181.13,171.47
169.61,171.13,175.38,167.41
168.91,154.08,171.72,107.45
152.81,147.29,157.33,140.24
165.20,166.39,168.47,161.58
161.70,164.95,171.69,161.25
167.19,171.95,172.60,166.26
170.89,165.55,173.00,165.14
161.96,156.61,162.70,152.15
157.91,156.78,159.13,147.83
160.59,150.53,162.03,148.77
147.81,147.85,151.87,142.21
138.37,130.90,140.24,130.79
124.99,135.66,137.72,124.10
134.31,131.46,137.72,131.08
121.86,131.90,131.97,119.27
134.34,129.17,137.89,128.25
136.88,142.41,142.56,135.26
141.86,136.78,142.08,135.10
133.04,130.19,139.19,129.56
132.21,140.15,140.31,130.46
141.68,141.60,143.04,137.49
133.78,127.37,136.38,125.43
128.16,122.10,129.55,121.75
122.34,125.64,126.66,119.14
128.35,123.74,131.80,122.53
130.13,134.89,135.20,129.62
131.24,136.66,136.99,130.94
139.94,136.22,142.11,135.67
139.01,145.28,145.74,138.27
143.32,145.15,146.99,142.28
146.47,145.84,146.69,141.70
146.76,146.29,147.97,144.98
151.82,144.86,152.15,142.70
145.04,137.70,146.82,137.19
138.00,136.40,139.44,133.60
134.39,129.68,134.93,128.63
130.79,132.16,133.22,127.28
131.83,129.86,132.87,128.60
124.58,118.04,124.65,115.66
116.96,113.96,120.21,113.40
114.31,113.23,115.42,107.59
114.26,111.26,115.16,109.23
115.82,113.33,118.21,110.11
114.14,124.03,124.41,113.80
126.98,127.67,128.13,123.32
127.73,130.43,130.53,126.86
129.17,130.81,131.52,127.60
134.91,136.74,138.26,134.14
135.50,136.69,138.23,133.81
136.63,136.79,138.12,131.14
134.39,125.48,134.77,124.66
126.90,127.81,128.83,123.87
122.58,131.88,132.18,122.40
133.96,126.92,134.05,125.13
131.36,135.28,136.92,131.26
134.60,138.76,139.34,133.28
139.30,143.28,143.53,138.32
145.57,143.00,145.90,141.30
142.10,140.31,143.40,138.88
142.75,138.23,143.92,134.92
134.00,138.09,140.29,133.29
144.65,147.42,148.14,142.91
146.40,145.37,147.52,143.92
146.58,148.23,148.88,145.08
145.59,147.70,148.01,144.80
143.42,145.87,146.69,140.23
148.01,148.19,149.06,145.75
144.53,146.05,148.25,141.98
139.00,134.00,139.25,133.24
127.79,131.57,132.83,127.65
130.20,130.12,132.61,129.80
127.71,130.08,131.28,126.20
133.31,134.56,137.68,132.27
134.63,135.50,137.70,132.33
133.51,128.54,134.41,126.84
127.25,127.35,127.82,124.42
129.07,125.65,130.89,125.52
121.49,120.28,123.16,118.21
118.09,121.27,122.80,115.86
122.93,118.90,123.67,117.82
121.27,124.50,124.83,115.90
123.58,119.16,124.66,119.08
117.71,119.50,121.32,116.36
124.05,129.83,130.27,123.76
130.82,133.46,133.46,129.98
137.45,138.53,138.98,135.22
136.63,134.12,137.13,133.64
134.70,136.73,138.31,134.53
141.30,138.65,141.52,137.60
139.46,140.81,141.22,138.50
144.94,145.40,146.31,143.25
144.61,145.08,147.60,142.94
143.91,146.97,147.32,142.58
145.39,146.70,146.98,143.95
148.88,146.81,149.35,145.68
148.56,153.79,154.59,147.40
153.83,152.41,156.00,150.64
152.00,150.48,154.33,149.04
146.54,146.66,151.27,145.41
151.58,155.45,155.92,151.16
155.81,153.50,156.36,153.00
154.11,155.12,156.49,149.08
153.88,153.98,155.97,152.40
156.45,152.76,159.37,150.67
156.21,154.70,156.73,151.96
153.62,151.32,155.67,148.95
155.49,160.29,161.45,154.87
160.31,160.40,161.47,158.42
162.40,159.76,162.40,156.85
160.51,162.28,163.75,158.58
163.26,162.82,164.13,161.15
161.23,164.43,165.80,158.59
167.21,168.00,170.82,165.90
167.71,166.89,168.50,163.15
169.79,167.33,169.95,163.27
167.53,164.99,171.32,164.99
164.91,162.69,167.78,159.93
164.06,167.77,170.09,163.62
170.16,168.67,172.86,164.88
169.59,169.95,170.47,168.25
173.00,170.99,175.77,170.87
168.54,171.20,171.80,167.65
167.72,169.88,170.41,165.14
172.55,170.13,172.98,167.46
169.33,170.24,171.24,168.55
173.04,170.39,175.68,167.61
174.24,174.26,175.64,172.88
175.47,176.52,176.82,169.92
182.33,186.66,186.99,181.75
187.05,189.12,189.77,186.49
187.17,187.98,188.60,185.30
189.39,183.74,189.84,181.45
183.62,185.84,186.15,179.47
181.02,183.57,184.61,179.50
180.05,177.16,182.47,174.93
179.01,176.52,180.99,176.30
173.28,168.22,174.10,165.80
168.53,168.48,170.50,166.97
173.37,175.86,177.66,173.36
175.29,177.20,177.50,172.75
174.77,176.93,177.02,170.69
170.75,169.00,171.66,167.34
172.50,176.35,176.73,172.39
172.09,171.74,174.90,171.00
169.64,172.08,173.44,165.94
166.90,168.84,172.11,166.17
176.55,179.78,180.87,176.52
180.75,186.78,187.21,180.51
185.00,188.23,188.92,184.73
187.26,187.62,188.97,186.50
193.04,187.92,193.48,187.78
188.70,189.98,190.50,186.21
193.18,192.44,193.46,189.57
194.07,195.74,196.22,192.21
198.70,196.13,199.14,195.94
197.05,196.57,199.20,194.81
195.54,193.82,197.85,193.02
194.99,197.20,197.64,192.16
196.75,198.05,198.59,195.60
199.60,199.03,200.75,196.40
201.29,202.88,203.40,200.59
203.52,204.93,205.18,203.20
204.29,204.00,204.99,202.61
201.79,204.00,204.80,201.31
205.49,205.13,205.64,203.59
205.78,205.62,206.95,205.56
204.95,204.81,206.37,203.73
203.66,204.91,205.35,202.69
209.29,210.87,213.71,209.15
212.52,210.21,212.59,206.87
208.52,213.77,214.30,208.13
214.07,212.51,214.85,210.88
213.64,211.35,214.55,206.55
208.90,210.68,211.47,206.80
213.21,212.67,214.31,210.45
216.74,218.65,219.23,215.56
218.69,217.94,219.11,215.88
216.57,221.73,222.31,216.16
221.63,223.45,223.94,220.83
222.95,223.19,223.25,215.02
215.25,215.98,217.47,211.18
219.89,217.65,221.33,216.64
216.92,221.03,221.78,216.77
218.99,221.32,221.50,215.96
222.80,223.99,225.79,221.67
223.96,225.54,226.60,222.87
226.49,213.63,227.36,212.72
215.56,218.36,218.97,213.88
222.33,228.78,230.09,222.12
227.57,227.52,229.44,226.83
226.57,228.96,230.15,222.89
229.39,231.27,231.42,226.27
232.69,235.43,237.72,232.65
236.24,238.64,238.98,234.24
236.75,237.00,238.91,233.64
233.31,237.34,238.00,231.85
234.33,241.57,242.44,234.33
241.35,242.89,243.73,240.32
240.89,241.01,242.14,239.01
243.27,245.12,246.30,241.87
243.26,247.71,248.50,242.68
248.19,249.24,250.07,246.56
241.23,234.39,245.46,232.23
233.61,230.51,235.42,225.49
229.05,229.67,231.97,222.84
77.49,78.78,79.01,77.25
79.70,80.35,80.63,78.97
81.14,76.32,81.32,76.32
76.00,76.72,77.86,75.74
78.93,80.68,81.02,78.85
80.68,78.98,80.75,77.40
79.61,76.97,80.18,75.85
77.39,79.01,79.82,76.43
78.56,78.75,79.48,77.34
76.36,74.34,76.36,74.16
73.50,75.90,76.68,73.50
74.33,74.56,75.28,72.79
68.46,72.06,73.25,68.40
71.35,67.98,71.98,66.47
70.84,70.49,71.44,69.40
73.18,71.45,73.25,71.00
74.15,74.68,75.15,73.83
74.73,73.96,74.96,73.72
73.29,74.55,75.12,72.30
75.90,76.65,77.00,74.55
77.22,77.30,78.39,76.80
77.97,76.83,78.48,76.78
76.66,78.34,78.38,75.89
79.63,79.95,80.65,79.26
79.76,79.71,80.40,79.39
81.25,80.61,81.79,80.09
81.21,80.85,81.59,80.17
80.37,80.86,81.91,80.27
82.00,81.46,82.18,80.62
81.13,80.95,82.08,79.79
81.96,80.22,82.12,79.11
80.33,79.45,81.16,78.81
78.02,77.69,78.46,76.70
78.67,77.56,78.84,76.65
76.19,77.74,78.07,75.44
78.11,78.39,79.12,77.48
75.90,76.03,76.39,74.05
76.29,77.13,77.27,75.70
79.98,80.42,80.87,79.81
81.56,81.60,81.67,80.46
81.46,81.30,81.67,80.53
82.03,83.44,83.89,81.89
83.99,85.00,85.42,82.90
84.45,85.84,86.17,84.45
86.00,86.67,86.72,85.66
88.00,86.02,88.00,85.57
85.65,85.16,86.05,83.88
85.09,83.49,85.13,82.31
82.04,81.32,83.66,80.07
83.62,82.18,84.84,81.31
82.38,83.33,83.87,81.86
84.07,85.42,85.79,83.73
84.99,82.61,84.99,81.50
81.97,83.81,84.30,80.73
83.99,81.78,84.28,81.03
80.83,80.32,82.90,79.90
79.34,80.32,80.56,78.35
80.33,82.49,82.62,79.86
83.17,83.03,83.60,81.67
82.32,81.01,82.65,80.58
78.00,78.16,78.89,77.33
78.89,78.05,79.36,77.53
77.06,78.75,79.72,76.97
78.14,79.71,80.25,77.67
80.45,80.73,81.39,80.19
82.99,83.26,83.27,81.34
82.47,77.79,82.67,77.44
77.80,77.36,78.28,76.03
74.55,75.14,76.83,74.49
74.56,72.66,74.97,72.41
73.89,72.49,74.42,72.41
72.24,71.63,72.92,71.22
72.20,73.14,74.12,71.71
72.21,70.20,72.46,69.60
70.63,70.32,71.19,69.30
72.24,73.00,73.74,72.20
71.15,69.11,71.81,68.57
69.22,69.47,70.65,67.98
71.66,70.16,71.66,69.50
69.49,71.32,71.69,69.41
72.39,74.15,74.60,72.08
73.50,72.88,74.78,72.70
70.24,72.21,72.29,68.63
72.21,69.70,72.30,69.39
69.79,71.52,72.33,69.45
72.35,74.31,74.32,72.12
75.35,76.24,76.58,74.51
76.98,78.37,78.77,76.74
78.46,81.89,82.18,78.07
81.63,81.56,82.18,80.91
81.02,81.87,82.23,80.40
84.17,84.67,85.16,83.66
81.70,82.80,82.80,80.81
79.64,78.43,80.46,77.69
77.71,77.26,79.67,77.14
78.41,78.11,80.41,77.45
78.64,76.46,79.65,75.94
77.61,77.59,78.00,76.12
76.60,75.78,76.94,74.08
77.05,79.42,79.72,76.99
80.06,79.28,80.21,78.90
80.55,82.55,83.18,80.16
82.64,82.75,83.02,81.26
80.40,81.37,82.58,80.16
81.18,80.47,81.60,79.89
79.17,75.63,79.17,75.25
75.53,74.97,77.51,74.51
72.64,73.36,75.41,71.65
75.95,72.34,76.11,70.26
70.79,66.98,71.88,66.83
67.12,67.93,68.10,63.73
65.04,58.32,65.40,58.03
60.49,58.07,60.96,53.41
53.39,46.60,55.53,46.42
48.95,53.08,53.34,44.20
50.09,46.11,51.50,45.71
47.32,52.26,54.26,46.90
53.78,53.41,54.80,52.26
54.80,56.60,56.87,54.54
55.09,55.22,56.82,53.45
56.16,55.37,57.49,54.08
50.98,48.15,51.14,46.68
46.23,45.92,49.90,45.66
48.91,45.98,48.97,45.53
46.46,50.39,50.53,45.74
50.12,52.56,52.75,49.75
53.49,50.16,54.37,49.65
49.40,52.36,53.07,47.07
54.48,56.88,56.95,54.36
56.14,57.18,58.39,54.88
58.43,57.89,59.92,56.81
58.21,56.28,59.75,56.06
52.79,51.95,53.66,51.37
47.39,50.80,51.02,47.39
53.17,55.06,55.16,52.60
54.07,53.33,55.98,53.00
51.53,49.20,52.09,48.33
47.29,50.13,50.22,46.80
50.55,51.38,52.04,49.52
52.24,53.58,55.45,50.16
55.31,56.39,56.43,53.90
57.06,57.35,58.00,55.74
54.57,55.65,56.56,53.46
56.40,55.49,58.01,55.29
55.57,50.43,56.06,50.35
46.22,45.65,47.43,43.67
44.74,46.34,47.20,44.62
47.77,49.68,49.96,45.79
52.71,51.25,54.03,50.54
51.78,48.16,52.68,48.06
50.68,49.40,51.43,46.80
47.39,45.88,48.66,45.70
44.98,41.81,46.68,41.75
40.01,44.30,44.80,38.97
44.86,47.00,47.37,43.64
46.98,49.54,49.76,45.94
50.45,48.52,50.53,47.75
51.03,53.48,53.48,51.01
52.53,53.52,54.06,52.35
54.86,55.04,56.86,54.46
54.00,54.63,55.14,52.80
56.59,57.44,57.56,55.69
56.63,54.16,56.79,53.79
54.08,57.36,58.64,52.83
57.11,55.34,58.08,54.76
55.76,56.01,56.64,53.55
58.03,59.18,59.42,57.51
59.51,61.50,61.84,59.35
60.58,57.85,60.62,57.44
59.69,59.59,60.23,56.67
64.45,65.68,66.95,62.95
64.88,65.93,66.15,64.58
63.56,60.84,63.71,60.81
55.92,55.95,58.10,55.23
58.43,58.64,59.20,57.00
60.71,61.79,62.17,58.09
60.33,60.69,61.00,58.55
60.65,61.79,61.99,58.85
62.80,64.18,64.39,61.00
59.74,57.11,60.56,56.67
59.39,58.67,59.55,56.92
60.80,62.07,62.47,60.78
61.35,60.21,61.57,59.47
59.89,61.20,62.11,59.19
59.33,58.20,61.50,57.99
57.91,55.43,58.32,54.18
55.90,55.18,56.26,54.53
52.75,52.00,53.00,50.72
51.76,51.44,52.64,50.56
50.04,48.11,50.15,48.04
47.77,47.61,49.43,47.61
51.64,51.89,52.46,50.81
52.32,52.30,53.39,51.77
56.79,58.80,59.06,56.48
58.57,58.71,59.70,57.98
60.36,58.62,60.93,58.47
61.35,60.52,61.86,59.44
60.53,60.57,61.80,59.88
60.00,61.28,62.00,58.73
60.01,57.25,60.45,56.80
58.03,60.11,60.60,57.86
58.57,57.52,58.57,56.02
58.42,55.83,59.38,55.08
55.23,54.00,55.83,53.72
55.80,54.58,56.02,54.40
55.72,54.89,56.69,54.50
55.49,53.10,55.87,52.78
55.61,57.97,58.20,55.61
57.88,58.29,58.54,56.29
58.89,59.98,59.98,58.54
60.42,61.39,61.41,60.01
61.11,61.43,62.00,60.91
61.60,59.27,61.62,58.99
59.74,60.95,61.10,59.65
60.84,60.15,61.24,60.15
63.28,63.06,64.15,62.82
62.45,63.16,63.36,61.75
62.20,63.80,63.99,61.31
63.92,63.33,63.94,62.62
63.66,63.64,63.92,62.80
65.72,65.30,66.09,65.08
64.70,65.48,65.68,64.40
65.97,65.90,66.15,64.44
64.58,65.20,65.20,63.17
66.73,65.58,67.10,65.21
65.63,67.77,67.88,65.24
68.45,68.83,69.02,67.87
68.59,68.98,68.99,68.02
68.92,69.04,70.10,68.08
67.82,68.84,68.92,67.51
68.53,70.53,71.06,67.76
71.56,69.52,71.90,68.66
68.50,69.38,69.75,68.35
67.35,68.67,68.79,66.62
69.74,68.51,69.93,67.60
70.09,70.34,71.41,69.85
70.81,70.72,71.25,70.00
72.87,73.73,73.84,72.50
72.80,73.56,73.63,72.53
73.07,74.12,74.45,72.25
74.25,74.66,74.81,73.30
75.13,74.97,75.39,73.73
72.98,73.50,73.55,72.51
74.94,75.00,75.25,74.00
74.39,74.71,74.84,73.17
75.50,73.64,75.78,73.21
73.67,76.02,76.30,73.31
76.89,76.74,77.00,75.98
77.22,76.86,77.80,76.11
76.44,75.99,76.94,75.67
75.94,77.14,77.21,75.17
77.57,77.53,78.03,77.07
76.05,77.88,78.58,75.64
78.08,78.62,78.81,77.57
79.00,77.58,79.71,76.96
78.17,78.96,79.36,77.89
78.77,78.24,79.05,77.68
77.81,77.22,77.98,76.44
74.84,73.78,74.96,73.16
74.35,75.36,75.71,74.10
76.74,77.62,78.05,76.27
78.01,78.49,79.10,77.75
78.44,78.52,78.81,77.67
79.80,82.83,82.86,79.40
82.91,82.49,83.45,81.75
82.90,83.84,84.02,82.24
84.41,84.39,84.61,83.76
84.15,85.30,86.05,83.96
83.85,84.49,84.83,83.10
84.65,84.13,84.90,83.61
82.24,82.25,82.90,81.47
82.55,83.06,83.35,81.15
84.84,86.52,87.17,84.78
86.83,85.75,87.00,85.61
85.69,84.49,86.04,83.00
82.97,84.03,84.39,81.99
85.33,84.79,85.50,83.75
84.75,86.89,87.61,84.29
86.53,85.87,87.03,84.36
83.91,83.38,84.20,82.40
82.51,83.19,83.94,82.24
79.99,80.46,81.37,79.71
79.90,76.33,80.59,76.10
78.71,77.94,79.08,77.76
78.37,81.33,81.40,78.24
80.65,78.23,80.70,78.12
79.53,78.01,79.85,77.35
79.54,81.53,82.10,79.27
80.56,80.76,81.60,80.38
80.87,79.26,81.72,78.13
80.25,79.59,81.16,79.53
77.16,77.65,77.82,76.15
77.80,78.55,79.10,77.65
80.81,81.80,81.81,80.57
81.19,83.42,83.70,81.04
84.19,83.80,84.53,82.81
83.27,82.77,83.51,82.20
82.73,84.33,86.07,82.47
82.97,83.67,83.92,82.14
83.74,81.83,83.88,81.30
80.48,77.80,80.70,77.65
76.95,77.91,78.73,76.85
76.59,76.98,77.38,74.25
74.59,75.55,77.08,73.51
77.23,76.04,77.46,75.58
74.63,75.34,77.50,74.57
73.23,72.87,74.40,72.54
72.72,71.64,74.00,71.29
72.60,70.81,73.54,70.76
70.83,67.52,71.07,67.52
68.41,65.85,68.75,65.58
66.49,69.30,69.35,66.20
69.81,69.38,71.28,68.29
68.17,69.67,70.06,66.15
70.31,70.15,70.65,68.39
70.06,69.52,70.65,68.97
71.19,71.97,72.34,70.47
70.14,68.80,70.22,68.40
68.79,68.41,69.93,66.60
65.18,63.22,65.85,63.22
63.57,63.20,64.05,61.69
62.73,64.42,64.82,62.65
65.89,68.98,68.99,65.85
71.23,68.95,71.34,68.59
68.52,70.63,70.69,67.82
72.39,68.01,72.50,67.77
68.53,70.42,70.42,67.59
69.65,68.96,70.99,68.24
69.37,71.18,71.96,68.80
72.05,73.22,73.48,71.51
72.40,73.67,74.29,71.92
74.89,75.86,76.77,74.63
75.89,75.44,76.50,73.76
75.76,70.39,75.97,70.21
71.52,72.00,72.42,70.70
69.78,68.48,69.82,67.79
69.08,69.59,70.23,67.98
70.27,71.51,71.86,70.15
70.03,70.84,71.17,68.42
74.70,76.23,76.36,74.17
76.77,76.78,77.05,75.20
76.80,78.33,78.50,76.53
77.53,77.23,78.33,76.44
75.07,75.04,75.53,73.99
74.93,74.81,75.18,73.74
75.93,72.83,76.28,72.05
72.94,72.80,73.56,71.59
71.54,71.86,72.72,70.31
72.36,75.40,75.62,72.30
74.83,74.77,75.53,73.96
75.78,76.38,76.86,73.40
75.87,78.12,78.52,75.73
78.58,78.65,79.47,77.82
77.37,76.52,77.71,76.27
73.15,74.18,74.83,72.11
74.36,72.36,74.45,70.80
72.78,72.30,73.31,71.17
75.46,75.85,76.36,74.45
77.07,80.19,80.74,76.73
79.86,80.01,81.23,79.36
79.78,78.91,80.42,78.65
80.06,78.31,80.11,77.86
76.47,76.57,78.14,74.76
79.85,81.11,81.61,79.70
81.78,81.51,82.55,81.49
82.58,82.74,83.86,82.56
81.99,83.10,83.39,81.91
82.73,83.33,83.82,82.51
82.40,83.70,83.82,81.92
83.33,83.59,83.73,82.31
84.57,83.65,84.68,82.92
83.40,83.87,84.33,83.23
84.18,85.68,86.07,83.65
86.26,86.10,86.32,85.54
85.76,86.13,86.18,85.04
86.78,85.34,87.75,84.80
84.70,85.34,85.87,84.13
84.83,83.35,84.83,82.94
82.73,84.88,85.37,82.54
85.52,84.88,85.87,84.54
84.23,84.62,85.43,83.83
84.89,84.79,85.52,84.14
83.68,82.96,83.79,82.45
84.43,84.06,85.33,82.77
83.94,83.66,84.70,82.34
84.05,83.69,84.70,83.21
85.24,88.72,88.81,85.22
89.27,89.90,89.96,89.04
89.56,88.34,90.07,88.23
88.54,89.02,89.92,88.43
89.92,89.87,90.24,89.03
89.87,94.19,94.92,89.50
94.59,95.35,97.02,94.41
94.76,94.50,95.27,93.66
94.00,94.16,94.51,93.41
94.45,94.31,95.20,93.76
92.93,94.30,94.47,92.20
95.65,94.10,95.74,94.08
92.80,93.69,94.36,92.56
94.36,90.81,94.85,90.67
90.74,89.19,90.74,88.56
90.34,91.81,92.32,89.62
90.61,90.38,91.55,89.47
91.51,90.98,93.67,90.54
92.20,91.38,92.68,90.17
92.08,92.49,93.19,90.70
93.60,94.57,94.91,93.21
96.10,94.46,96.50,93.70
93.45,93.45,94.03,92.93
93.25,90.76,93.58,90.69
90.78,89.14,90.96,88.67
90.88,89.23,91.29,89.20
89.37,88.14,90.27,87.72
88.95,90.53,90.75,88.14
91.75,93.22,93.45,91.60
93.50,94.46,94.74,93.00
93.80,93.77,95.11,92.81
93.20,88.87,93.20,88.42
88.66,89.06,89.59,86.98
86.19,85.42,86.58,84.31
86.31,84.68,86.60,84.25
86.50,85.39,86.89,83.86
85.18,85.22,86.10,83.50
86.22,84.99,86.46,84.00
85.78,87.90,88.21,85.54
89.47,85.41,89.50,85.24
85.16,86.04,86.63,84.37
86.82,87.94,89.05,86.55
85.69,82.07,85.69,80.85
82.08,78.99,83.27,78.99
78.39,79.15,81.50,78.26
80.08,79.45,80.41,78.97
78.20,78.72,81.17,77.89
79.41,75.51,79.74,74.93
75.50,75.07,76.39,74.18
75.36,76.15,76.62,73.41
78.76,80.66,80.77,78.63
80.44,81.03,81.30,79.00
81.13,81.46,81.55,80.64
82.59,84.65,84.76,82.40
83.41,84.16,84.20,82.57
83.88,82.98,84.70,82.65
81.78,84.82,84.97,80.49
85.81,86.12,86.73,84.71
86.01,85.85,86.55,85.20
87.27,84.73,87.47,84.60
84.75,84.31,85.51,83.71
84.68,84.76,86.05,82.84
84.64,85.70,85.82,84.27
86.81,86.45,87.01,85.16
86.17,86.70,87.24,86.01
87.73,88.38,89.61,87.57
89.45,88.58,90.43,88.17
88.40,87.04,89.11,86.23
86.30,85.86,86.79,85.50
86.62,88.89,89.09,86.53
89.34,92.00,92.19,89.00
92.19,90.07,92.35,89.82
90.00,91.43,91.46,89.27
87.75,89.04,89.54,87.36
88.38,87.86,88.53,87.82
88.68,86.87,88.74,86.22
87.06,86.66,87.58,83.62
84.95,83.67,86.31,83.55
83.33,88.25,88.28,82.91
93.04,94.81,94.85,92.34
94.62,94.04,95.36,93.34
94.56,95.45,95.83,94.00
94.38,94.75,94.86,93.53
94.09,93.71,94.48,92.70
94.40,94.55,95.25,93.95
96.05,96.60,96.73,94.56
96.73,96.81,96.85,95.80
96.35,96.38,96.68,95.43
95.17,96.60,96.93,94.98
96.14,96.59,97.07,95.77
97.91,98.36,99.33,97.29
98.47,99.22,99.44,97.39
99.16,100.62,100.70,98.46
100.78,101.08,101.47,100.20
100.71,101.24,102.77,100.48
102.33,102.96,102.98,101.41
103.11,102.58,103.14,101.49
102.06,103.78,104.24,101.83
103.84,102.67,104.40,102.32
102.29,101.83,103.22,101.65
103.82,104.94,105.34,103.28
103.10,101.44,103.60,101.24
103.14,104.49,105.37,103.00
103.42,104.70,104.94,103.18
104.87,104.39,105.10,102.06
104.92,106.05,106.22,104.87
105.94,105.90,106.22,105.19
106.00,106.42,107.06,105.65
107.16,106.79,107.72,105.86
105.82,107.12,107.42,105.41
107.36,106.78,107.66,105.48
107.20,108.90,109.12,107.19
108.79,104.87,108.90,104.86
104.17,103.04,104.20,102.05
104.58,106.05,106.05,103.76
107.55,100.06,108.06,100.04
101.47,102.10,102.39,99.48
101.84,105.88,106.77,101.55
105.89,105.46,107.92,104.93
104.22,106.45,106.77,102.77
105.56,107.85,107.99,105.08
109.58,110.85,111.79,109.54
112.13,111.42,112.29,110.65
111.83,112.04,112.42,111.43
113.42,113.45,113.85,111.71
113.21,114.65,114.71,112.75
114.45,113.84,114.81,112.88
114.10,114.29,114.85,112.93
115.25,116.16,116.32,115.06
115.85,115.71,116.20,114.56
112.47,113.71,115.29,112.10
114.46,112.97,114.97,110.79
114.96,115.29,115.88,114.39
113.25,112.36,114.47,111.81
113.40,114.96,115.00,113.19
116.00,113.82,116.57,112.31
115.07,116.45,116.45,114.68
114.25,116.30,116.47,113.68
116.14,117.08,117.81,115.66
117.30,115.96,117.94,115.14
117.22,117.59,118.59,116.74
117.90,113.99,118.17,113.21
114.57,115.53,116.17,113.80
111.32,113.88,114.35,110.85
114.19,116.00,116.27,113.04
116.86,117.51,118.70,115.74
118.43,121.90,122.16,118.29
121.78,123.06,124.13,121.46
121.75,122.07,122.63,120.02
120.22,113.76,120.51,113.50
116.19,118.48,118.74,115.29
116.01,113.35,116.09,111.52
113.98,111.26,114.00,109.94
111.94,114.12,114.27,111.16
114.83,115.79,116.43,112.53
117.37,119.27,119.52,115.64
119.29,119.50,120.32,118.62
120.47,120.99,122.52,119.91
120.41,120.22,121.02,119.06
121.15,122.65,123.42,120.68
122.56,123.46,123.59,121.02
122.70,120.17,122.84,119.82
121.10,123.60,123.87,120.82
126.83,127.33,128.53,126.57
127.60,128.37,128.85,127.48
129.09,130.25,130.37,128.06
129.87,132.07,132.14,129.61
131.78,131.03,132.87,129.91
131.15,132.27,132.37,130.01
131.66,132.49,133.12,130.75
132.89,136.67,136.88,132.79
135.95,138.77,139.60,135.80
137.98,136.80,139.39,136.22
138.31,140.89,141.03,137.82
140.39,140.85,142.42,139.93
141.18,141.41,142.95,139.67
141.77,138.14,146.14,136.27
133.80,137.04,138.11,133.20
134.59,136.55,136.69,133.36
141.00,139.09,142.75,137.87
136.90,137.27,137.79,134.15
136.70,137.90,139.74,136.38
136.69,131.86,139.03,131.37
132.83,133.98,134.29,129.96
134.24,132.21,135.88,130.09
131.00,126.30,131.76,126.22
126.43,129.89,129.97,124.14
132.67,134.89,135.26,130.91
68.14,67.45,68.21,66.92
65.53,65.44,67.17,64.93
66.76,63.73,66.91,63.56
63.62,66.68,66.98,63.20
66.40,65.43,67.19,65.06
66.72,66.94,67.83,65.83
67.02,68.47,68.77,67.01
68.29,65.71,68.62,65.57
