GHC,Graham Holdings Company Common Stock,NASDAQ
445.15,451.95,455.45,440.55
446.95,466.75,468.75,445.00
466.35,468.60,477.65,465.70
467.25,476.60,477.90,467.20
477.70,474.60,483.20,472.40
476.25,477.25,481.05,475.05
477.50,475.00,479.50,469.00
477.00,477.45,480.80,472.80
477.20,479.20,480.70,472.55
478.40,482.60,488.75,478.40
484.55,486.65,492.20,479.97
486.75,482.90,490.95,479.90
484.65,485.80,485.85,480.00
483.80,481.95,483.80,477.90
482.15,487.70,489.75,481.95
487.80,489.75,491.85,484.50
492.15,493.55,493.55,489.25
493.95,491.80,496.75,487.65
494.70,498.60,504.05,492.80
499.00,495.35,504.95,492.88
494.95,493.55,499.85,490.00
495.55,506.55,511.90,492.95
508.05,517.35,522.40,507.00
519.45,516.90,524.20,513.70
518.20,523.85,526.45,518.20
524.60,524.90,527.55,522.00
525.10,528.00,529.30,525.00
527.45,532.10,537.10,527.45
532.90,541.95,541.95,532.90
546.40,541.75,547.80,538.30
539.70,534.25,539.70,527.65
532.90,531.80,532.90,528.45
529.90,524.25,530.90,523.75
525.15,524.45,529.05,523.60
526.75,522.90,526.75,518.35
524.50,524.20,528.70,522.55
523.50,511.95,523.50,510.05
515.60,523.60,523.60,514.35
525.60,540.15,542.30,525.60
539.45,516.10,541.50,510.70
517.95,528.50,529.70,513.65
525.85,528.05,530.00,521.35
529.80,535.20,535.78,529.80
535.20,537.35,541.80,535.20
536.45,528.35,539.65,527.81
528.00,525.85,534.42,522.55
