GHC,Graham Holdings Company Common Stock,NASDAQ
353.40,347.34,357.30,346.37
345.75,346.20,348.08,341.98
366.18,335.29,366.18,333.27
335.00,345.00,350.36,333.67
344.84,355.15,356.16,341.39
357.00,352.82,359.47,348.92
353.77,352.05,355.66,350.00
355.00,353.85,358.91,352.45
354.05,353.79,363.40,350.00
356.20,350.53,356.20,348.06
351.01,361.26,363.87,351.01
362.95,365.41,366.22,353.89
366.00,374.29,377.66,363.51
376.00,380.96,382.43,376.00
379.40,380.30,381.40,375.92
382.00,372.27,382.00,371.63
372.60,379.50,381.63,372.31
378.00,376.81,393.96,375.59
381.94,380.07,386.81,376.49
376.60,374.64,377.14,367.48
375.09,370.99,375.99,369.74
370.00,376.67,376.67,363.40
373.00,375.79,378.65,371.88
380.49,388.13,391.55,380.49
388.93,389.27,392.50,385.40
391.00,388.00,392.97,386.00
387.78,387.00,391.84,385.98
391.90,388.25,395.79,385.84
386.88,387.50,389.96,382.60
387.06,394.55,398.95,387.00
399.00,394.38,405.00,388.51
394.79,397.08,403.81,392.01
398.45,392.33,399.07,389.70
391.33,397.18,400.31,391.33
396.00,394.49,399.99,392.17
397.50,396.90,401.81,395.07
396.82,389.46,396.82,387.91
392.49,378.71,393.32,377.01
383.65,387.75,391.27,380.44
389.83,382.40,390.08,382.06
387.25,384.85,389.85,380.00
381.06,384.00,386.31,380.00
381.55,383.30,385.97,381.55
383.47,387.81,388.46,382.30
389.19,388.34,389.45,383.98
384.77,389.02,389.02,384.77
390.64,388.27,393.98,386.98
387.45,383.75,387.45,375.98
384.90,384.44,384.90,378.04
385.79,389.50,389.83,382.06
390.88,395.39,396.96,385.65
395.52,388.66,397.86,388.30
387.74,385.00,389.41,382.00
382.64,388.81,389.41,381.40
389.11,397.56,404.19,385.86
396.50,397.99,401.52,393.88
390.32,391.13,399.50,386.00
390.43,393.90,398.69,386.44
394.50,398.50,399.29,392.80
398.34,393.42,400.93,389.93
390.56,390.48,394.38,389.39
388.75,389.44,392.25,384.72
389.00,390.37,392.60,387.50
394.34,390.96,395.72,389.25
389.75,386.58,393.69,386.58
388.00,390.25,390.78,385.00
391.71,399.65,399.65,391.54
398.55,395.27,399.83,391.68
397.32,399.90,399.99,392.03
396.48,400.00,400.15,395.00
397.32,396.00,399.00,389.34
394.77,393.05,396.99,391.40
394.00,387.94,394.25,387.94
388.34,385.80,389.01,383.78
383.90,385.24,389.39,380.01
394.85,393.51,396.07,387.49
394.90,389.06,395.91,386.31
389.64,382.95,389.64,381.90
382.86,369.73,383.31,365.31
370.00,373.57,378.06,365.18
375.17,374.15,375.78,367.46
372.50,372.91,375.04,365.83
371.52,372.77,374.99,367.00
373.20,376.17,376.51,371.90
370.26,374.30,374.83,369.84
371.50,373.69,377.11,371.50
378.00,379.20,383.42,375.91
379.13,383.73,383.95,378.91
381.87,387.47,389.66,381.59
388.00,372.19,390.70,371.71
372.34,379.39,382.43,371.29
378.23,372.96,379.55,372.76
371.41,380.13,380.74,371.41
384.25,382.39,387.00,380.01
378.01,373.58,379.59,370.00
373.70,373.65,379.95,372.11
379.30,378.22,385.65,377.08
379.45,380.03,387.16,379.45
384.66,383.92,385.70,380.98
382.99,378.17,382.99,373.11
375.41,377.14,381.47,374.33
377.82,376.87,378.56,374.03
375.11,376.15,377.88,373.00
377.04,357.62,377.91,350.00
354.54,348.50,357.40,342.73
348.31,345.00,349.46,341.14
341.92,338.93,373.84,337.22
338.94,337.00,358.35,334.60
335.25,336.20,339.15,332.63
332.26,330.02,336.13,329.22
329.50,334.75,340.11,329.50
337.76,342.00,349.71,337.76
340.88,334.01,342.26,333.08
334.45,333.00,338.01,330.00
332.81,327.75,336.56,327.73
330.00,332.50,335.78,330.00
331.00,335.14,336.06,331.00
335.00,339.35,341.73,335.00
339.59,344.56,347.47,339.59
347.00,350.76,352.28,347.00
347.00,349.00,350.26,343.61
349.48,348.82,351.97,346.09
344.00,349.50,352.32,343.14
348.66,351.63,352.30,345.00
348.57,351.24,353.00,346.40
352.55,359.41,361.88,349.39
363.77,360.70,364.35,359.99
361.00,364.12,366.24,358.90
366.00,363.51,366.00,362.10
365.07,367.52,367.52,362.00
367.63,364.91,368.13,363.66
366.00,370.01,372.97,364.98
372.53,374.35,374.49,369.02
373.78,374.80,377.75,372.44
376.75,376.92,379.88,373.24
378.30,375.39,379.24,370.09
376.50,366.31,376.50,365.19
370.12,369.23,372.99,363.63
367.52,362.90,367.52,360.60
365.50,363.55,366.68,362.50
364.46,365.38,367.54,363.54
362.64,369.78,370.96,361.52
372.94,373.82,375.95,367.11
375.00,381.11,381.11,373.00
380.71,380.19,380.71,376.35
378.00,375.00,378.54,374.15
373.33,368.50,375.44,366.20
367.81,360.69,368.82,359.58
363.33,364.03,366.47,359.41
363.00,364.00,364.00,356.93
361.00,353.00,367.59,352.20
354.06,355.65,356.10,350.39
356.74,356.51,360.01,353.21
355.60,360.64,361.72,355.41
361.25,363.88,365.60,357.19
361.19,366.78,369.50,361.19
367.11,361.54,370.51,361.35
359.70,355.51,360.50,351.48
351.00,343.84,351.00,340.24
345.12,344.25,349.25,342.01
344.55,338.55,346.42,337.50
341.85,344.46,346.27,338.83
341.00,340.49,344.72,340.01
341.01,338.50,343.46,336.29
340.00,336.50,347.37,336.50
333.88,330.75,334.63,330.00
338.53,330.29,338.53,328.30
332.22,344.58,347.56,332.22
344.97,344.31,353.00,342.91
347.00,352.75,354.97,344.80
353.10,348.26,356.07,346.41
343.50,348.88,349.66,342.90
348.00,347.10,351.63,345.20
347.00,346.12,349.43,344.91
346.05,346.69,351.26,344.78
347.00,348.07,351.81,346.39
349.53,349.02,352.81,348.14
348.66,355.86,356.98,348.66
356.63,355.05,359.48,354.57
355.30,354.72,355.53,352.02
352.50,350.16,352.50,349.13
349.36,351.77,352.47,349.13
350.50,349.24,351.75,348.11
349.86,352.98,358.15,347.80
352.04,349.99,352.75,346.49
351.26,355.00,357.12,349.95
354.85,352.50,357.00,352.04
351.97,354.86,356.35,346.76
359.44,348.60,359.44,347.92
350.32,353.29,354.82,349.96
352.26,348.44,356.01,346.78
348.99,350.19,352.00,348.19
350.19,349.61,352.92,349.33
352.01,350.68,352.68,348.26
348.16,354.10,355.96,347.54
353.05,359.76,359.97,353.05
360.56,362.98,364.43,360.20
362.86,362.33,365.43,360.36
360.26,363.17,365.34,360.26
363.29,361.76,363.83,359.23
364.42,369.25,369.25,362.39
368.86,369.72,373.61,365.14
369.89,360.34,371.98,358.49
362.26,360.78,364.12,357.25
358.27,358.55,361.45,355.85
359.00,363.03,365.01,359.00
362.36,364.39,368.28,362.12
362.94,366.00,368.75,362.78
366.92,361.44,366.92,360.91
363.82,365.79,367.20,360.88
367.72,366.06,371.67,363.26
365.21,361.00,365.21,359.36
359.58,359.65,361.14,350.73
361.35,358.05,361.35,356.80
358.31,358.60,362.00,357.13
360.00,359.49,361.03,357.00
357.24,359.48,359.48,356.02
355.80,361.69,364.00,355.80
360.75,352.98,360.75,350.51
350.00,351.15,352.89,348.01
350.87,345.75,353.00,341.67
346.96,342.32,348.51,339.11
338.06,337.42,340.00,336.10
337.49,335.00,339.24,334.21
336.38,331.98,337.84,331.41
334.73,332.00,336.58,327.00
333.53,333.51,338.30,331.76
335.47,339.45,340.80,332.43
344.40,356.50,360.47,344.40
356.05,348.61,356.39,347.10
350.54,345.40,352.39,344.86
344.98,338.16,344.98,336.74
338.00,339.44,342.40,336.22
336.00,339.23,340.65,336.00
339.00,337.92,342.74,334.95
340.32,338.00,341.62,336.77
338.00,335.00,340.95,334.87
335.00,340.00,348.92,334.36
342.38,342.75,344.79,333.37
345.79,350.91,350.91,342.13
346.98,343.97,349.47,341.31
344.46,349.04,353.33,342.18
350.00,352.50,352.60,348.68
350.11,344.11,357.08,343.00
335.34,346.87,356.19,335.34
341.96,353.05,354.98,341.34
352.64,356.43,362.99,349.00
355.13,367.06,373.83,351.15
367.10,363.44,370.99,360.01
364.05,364.77,368.05,362.60
364.15,364.30,366.23,361.98
363.55,367.30,368.28,362.03
365.52,372.13,373.75,364.98
373.00,372.94,382.57,371.01
375.96,376.65,380.03,373.78
376.49,374.32,379.18,373.61
366.73,369.95,372.23,366.73
368.30,365.03,369.00,362.11
364.54,368.61,370.51,364.44
369.07,372.47,372.48,368.55
371.71,367.35,371.71,365.57
367.64,368.48,369.65,364.60
368.16,361.51,368.16,357.55
362.97,360.76,363.76,358.99
361.60,360.00,361.60,355.56
362.29,361.60,365.06,355.67
361.26,361.89,362.02,357.73
361.50,365.21,365.21,358.27
368.82,370.00,373.60,368.02
369.45,373.40,374.15,368.31
371.67,375.79,376.66,360.00
374.59,372.22,376.89,369.17
370.38,371.40,372.34,367.00
368.00,370.65,370.65,365.78
370.65,372.42,373.87,369.84
373.95,375.85,376.02,371.24
375.51,375.32,376.09,372.76
375.54,376.78,378.39,372.37
375.86,379.78,380.05,375.86
381.00,381.21,383.18,375.27
384.00,380.17,384.00,378.00
378.37,382.01,384.09,377.50
382.50,383.27,383.54,381.72
382.50,387.94,388.90,382.50
388.89,387.10,390.72,385.78
385.95,386.26,387.48,382.19
386.16,384.73,386.16,380.82
385.42,384.23,385.42,379.20
382.62,385.68,386.03,380.19
388.45,388.44,390.52,385.63
387.20,383.01,388.52,382.00
386.00,383.85,388.00,381.19
381.51,389.19,389.98,380.25
390.64,387.39,393.82,387.39
387.16,398.68,404.48,387.16
400.45,399.05,402.00,398.00
398.58,401.61,405.33,397.04
403.76,400.87,406.57,399.74
397.06,409.06,409.52,395.00
411.95,414.41,417.93,409.42
416.86,418.85,425.73,415.00
424.84,416.84,425.02,414.00
414.53,412.40,416.94,410.41
412.07,407.13,415.03,404.14
407.46,394.88,408.51,394.88
395.33,390.97,398.01,388.12
390.00,402.98,406.15,390.00
402.45,398.54,404.69,397.00
395.00,395.83,397.98,393.81
395.15,400.13,407.26,394.23
402.02,409.59,410.26,402.02
410.53,407.38,415.76,404.79
408.00,414.39,415.30,406.31
417.01,414.69,417.79,412.31
411.71,413.01,413.65,408.59
413.22,417.00,418.11,409.56
418.47,438.26,442.54,417.83
440.00,439.70,445.70,437.36
439.55,444.70,448.98,437.56
440.31,443.44,446.70,440.31
443.05,441.34,447.08,440.43
443.00,443.10,444.97,439.02
442.34,441.06,447.37,440.56
442.00,442.37,443.58,438.76
449.00,455.58,456.14,445.45
454.62,449.00,456.00,447.00
444.38,449.16,452.49,444.38
450.00,447.00,450.32,446.92
446.02,446.10,449.00,444.17
447.13,440.87,449.98,437.48
443.94,436.56,443.94,435.05
436.85,438.75,439.38,433.78
430.00,433.30,435.56,430.00
435.00,438.87,439.14,430.62
437.26,440.31,444.33,437.26
439.81,449.44,449.94,438.90
448.34,449.84,452.00,445.47
446.17,444.50,447.09,442.44
441.46,435.69,445.14,435.39
440.62,445.46,445.49,435.20
442.82,430.12,443.37,430.06
432.25,427.96,436.90,427.33
430.78,435.36,437.82,430.78
436.00,434.75,436.50,433.34
438.03,437.36,440.58,435.00
436.05,440.31,440.61,434.39
442.53,446.24,450.00,440.68
448.00,446.37,449.49,443.39
445.50,444.25,446.60,440.02
442.01,443.34,443.34,439.00
443.74,442.80,443.74,440.00
442.80,452.51,452.51,440.00
452.21,448.55,452.21,445.00
448.50,450.00,452.06,445.50
450.61,450.44,450.70,445.64
448.00,449.50,449.50,445.63
449.47,446.80,449.47,442.56
447.00,452.89,453.51,443.17
450.08,452.34,455.36,446.10
451.00,451.65,455.00,447.40
451.41,456.43,458.18,448.26
455.73,453.89,459.00,453.24
453.69,466.81,468.99,453.69
464.81,468.75,468.97,463.06
467.49,469.38,474.23,466.86
468.17,468.50,477.01,466.18
464.00,471.80,476.19,464.00
466.97,473.76,474.91,466.97
479.98,482.45,486.55,479.00
479.22,479.35,484.65,478.53
478.17,476.59,482.89,476.59
477.55,467.23,481.50,467.00
469.16,467.03,469.49,459.79
467.80,468.31,470.49,464.35
467.86,459.42,469.23,459.40
459.89,457.13,466.60,456.66
462.04,462.49,464.17,458.12
461.24,463.41,466.69,459.89
460.77,466.98,468.89,460.77
469.25,471.14,474.00,469.20
469.27,484.45,487.25,469.27
485.14,484.38,494.07,483.00
489.04,487.52,492.40,485.35
489.00,491.66,493.62,486.00
490.05,487.00,492.84,485.64
