COOL,PolarityTE,NASDAQ
28.98,28.84,28.98,27.72
27.78,28.18,28.96,27.78
27.93,27.93,28.98,27.93
27.30,28.35,28.77,27.30
27.72,28.14,28.56,27.32
28.94,28.06,28.94,27.33
28.35,28.14,28.94,28.14
27.93,28.14,28.56,27.93
27.93,28.35,28.56,27.93
27.80,28.88,28.98,27.80
28.65,28.35,28.98,28.22
28.35,28.35,29.40,28.14
28.35,28.35,29.40,28.35
28.56,28.56,29.82,28.35
28.20,26.67,28.47,25.72
26.88,25.62,27.30,25.62
25.62,27.30,27.30,25.62
26.89,26.88,27.30,26.88
27.30,26.88,27.71,26.88
27.67,27.22,27.67,26.88
25.67,26.38,27.51,25.62
26.88,26.46,27.30,26.46
27.30,26.88,27.30,26.88
27.30,26.50,27.72,26.12
26.25,26.88,26.88,26.04
26.87,27.30,27.30,26.63
25.65,25.20,27.26,23.52
24.36,23.56,24.78,23.10
22.68,23.31,24.78,22.68
23.10,23.52,24.57,22.68
23.10,22.64,23.49,21.42
22.47,21.92,23.52,21.84
23.52,23.00,23.52,21.84
22.26,22.68,22.68,21.85
22.26,25.20,25.20,21.42
25.62,28.56,28.98,25.62
28.56,28.98,29.38,27.32
28.98,28.56,28.98,28.56
29.40,28.98,29.40,27.72
28.98,29.40,29.40,28.56
29.40,28.98,29.40,28.16
28.14,26.88,29.40,26.88
26.88,27.72,29.32,26.46
28.48,26.46,28.48,26.04
27.30,26.45,27.30,25.20
27.69,28.98,29.40,26.88
29.36,27.30,29.36,25.66
28.56,28.14,28.98,27.38
27.30,28.14,28.14,26.88
28.56,28.35,28.56,27.53
27.30,28.56,28.56,27.30
27.72,28.98,29.40,27.72
28.52,28.93,29.40,28.14
28.56,27.72,28.98,27.72
27.80,28.56,28.98,27.30
27.72,27.72,28.98,27.72
27.74,27.93,28.93,27.74
27.72,27.30,28.15,26.88
28.56,26.88,28.56,26.88
26.46,27.72,28.09,26.46
26.88,27.72,29.38,26.67
27.72,26.88,27.72,26.88
28.56,26.67,28.56,26.67
26.46,26.29,27.30,25.62
25.62,26.08,27.26,25.62
26.46,25.24,26.46,25.20
25.20,26.04,26.33,24.36
25.20,25.20,26.46,24.95
24.78,24.99,25.20,24.78
24.78,23.94,25.28,23.09
20.58,24.32,24.36,20.58
23.73,24.36,24.36,21.42
24.36,27.71,28.35,24.36
28.55,28.56,28.97,26.47
27.30,28.98,28.98,27.30
28.56,26.88,28.56,22.48
25.62,26.04,28.14,25.20
28.18,25.62,28.18,24.39
25.62,25.20,26.46,24.78
26.46,25.62,26.46,24.36
25.20,28.35,28.56,24.78
28.98,27.72,28.98,26.06
28.98,25.66,28.98,25.66
26.71,27.30,28.56,25.83
28.14,26.25,28.14,26.09
28.14,26.04,28.14,26.04
27.30,27.23,27.64,26.49
27.64,27.30,28.56,26.21
28.98,25.70,28.98,25.62
26.46,25.20,28.14,25.20
27.30,26.92,28.22,26.88
26.92,28.56,28.98,26.92
30.24,28.56,31.08,27.00
28.56,27.47,28.56,26.67
27.35,27.72,28.56,26.88
28.98,28.56,28.98,27.72
28.56,29.40,29.82,27.84
29.40,30.53,31.50,28.56
31.50,32.76,34.44,31.46
34.02,34.02,37.38,34.02
35.46,33.60,36.12,32.34
32.76,31.50,32.84,30.24
31.08,31.50,32.31,30.66
30.66,31.50,32.28,30.66
31.18,31.08,31.50,29.82
30.20,29.90,31.50,28.14
29.90,28.98,30.66,28.98
28.14,27.87,31.08,27.87
27.30,31.50,31.85,27.30
31.50,31.50,31.92,29.40
31.50,29.82,31.50,29.82
28.20,29.40,29.40,28.18
29.40,30.66,31.33,28.56
31.08,30.25,31.50,29.45
30.66,31.08,31.50,29.82
31.92,31.50,34.40,31.08
33.13,30.66,33.14,30.38
32.34,30.66,32.34,30.24
31.46,32.34,32.76,31.08
31.08,32.34,32.34,30.66
31.92,32.97,34.02,31.92
34.02,32.34,34.02,31.12
34.44,34.02,34.86,32.89
33.60,33.60,34.02,32.34
33.60,31.92,34.44,31.16
33.60,35.70,36.54,33.60
35.24,38.64,40.74,34.02
42.00,45.11,49.56,41.16
48.30,47.88,50.40,47.04
50.40,54.60,56.70,49.98
58.80,58.80,60.90,55.44
47.46,47.04,51.66,42.00
48.30,47.12,49.56,43.68
48.72,47.46,49.14,46.62
47.04,50.40,51.24,46.62
49.98,54.18,56.70,49.98
55.44,52.08,57.96,51.69
52.50,52.50,52.50,49.56
52.08,52.50,52.71,49.98
52.50,50.82,53.34,49.56
53.34,52.08,53.34,49.56
51.66,54.60,60.48,51.24
60.06,57.12,62.16,52.08
57.54,56.28,57.54,52.50
57.96,55.44,60.06,52.50
56.28,55.23,56.28,53.34
54.60,54.18,55.86,53.34
52.92,54.60,55.02,52.92
55.44,52.92,55.44,52.92
53.34,62.16,62.16,52.50
65.94,63.42,66.78,60.90
63.00,61.74,63.04,59.64
60.90,63.00,64.68,60.90
63.42,66.36,68.88,63.00
68.04,60.48,68.88,59.22
60.48,58.38,61.32,53.34
57.96,61.32,62.16,56.70
62.16,66.36,66.36,60.48
66.36,67.62,70.14,65.94
67.20,65.10,70.56,63.84
66.36,64.26,66.36,61.32
68.46,68.46,69.72,64.68
69.30,68.88,73.08,66.78
71.82,70.14,73.50,68.46
70.56,69.72,72.66,66.78
90.30,94.50,98.70,86.52
89.04,104.16,108.78,84.00
99.96,111.72,119.28,98.70
106.26,102.90,115.50,99.54
94.92,98.70,102.48,85.72
98.70,102.06,109.62,94.92
105.00,102.48,107.10,98.70
107.10,100.80,107.10,98.70
102.90,100.38,104.58,98.70
99.12,96.60,100.38,96.60
96.18,99.54,102.06,92.40
96.60,124.32,124.32,94.92
122.64,128.94,135.66,114.66
131.46,134.40,145.32,130.62
134.40,137.34,138.60,123.90
138.60,136.50,143.22,133.14
137.34,132.72,139.86,130.62
137.34,137.76,138.60,129.82
140.28,163.80,173.46,138.60
166.32,149.94,174.30,147.84
157.50,156.66,160.86,148.26
155.40,152.04,158.34,147.42
151.62,142.38,157.50,142.38
142.80,141.12,144.06,132.30
139.86,132.72,139.86,130.20
132.72,139.86,139.86,131.04
135.66,158.34,161.28,134.40
160.02,146.58,160.02,144.90
143.64,153.30,159.18,137.34
153.30,162.12,165.90,149.10
168.00,156.24,170.10,152.46
156.24,154.56,159.60,147.42
154.56,163.38,167.16,153.72
165.06,161.28,170.94,156.24
162.96,159.60,163.80,151.62
158.34,157.92,165.90,154.14
157.50,157.50,161.70,155.40
157.50,157.08,161.28,154.14
141.96,139.86,148.68,132.30
139.86,134.40,140.70,130.62
131.46,125.58,133.14,124.74
127.26,134.40,142.80,123.90
133.14,136.08,142.38,133.14
135.24,131.04,139.02,130.20
132.30,129.78,134.40,128.94
129.78,131.88,133.56,120.54
134.40,135.24,135.24,131.04
132.30,128.52,135.24,126.42
127.26,119.28,127.26,110.88
119.70,115.92,122.64,112.14
119.70,120.12,121.80,115.50
119.70,113.40,122.64,113.40
111.72,110.04,113.40,99.54
113.40,103.32,113.40,102.06
102.48,110.46,112.98,101.22
115.92,123.90,133.56,115.92
124.32,133.98,136.50,123.90
140.28,126.42,140.28,125.16
127.68,128.10,137.76,126.42
131.46,133.98,136.08,128.10
132.30,128.94,133.98,128.10
144.48,135.66,149.52,134.82
147.00,144.06,150.11,141.96
144.90,154.56,157.50,140.28
159.18,168.42,175.98,156.24
168.00,168.00,174.30,158.34
173.88,184.38,190.26,170.52
173.04,152.88,174.30,152.04
149.10,139.86,149.10,134.40
142.38,131.04,143.22,129.78
134.40,133.56,141.96,129.36
134.40,126.84,134.40,124.74
128.10,132.72,136.08,128.10
131.88,128.73,136.04,127.68
126.42,119.70,126.84,115.92
132.30,124.32,132.72,120.96
122.22,112.14,125.16,108.57
114.24,123.06,124.32,111.72
125.16,128.10,132.30,123.90
131.46,126.84,132.30,124.74
128.10,126.84,130.62,126.00
128.52,131.04,131.88,124.74
130.62,142.38,144.06,128.52
145.74,139.86,149.94,136.50
135.24,134.40,139.86,130.62
132.30,128.10,132.30,125.16
126.00,126.00,129.78,125.58
131.04,131.88,136.92,130.20
136.08,130.20,137.34,128.94
132.30,126.42,132.30,126.00
126.00,126.00,126.42,123.48
126.84,125.58,127.26,123.90
127.26,123.06,127.26,120.96
124.32,114.66,124.32,112.98
115.50,109.62,116.17,108.78
109.62,109.20,110.04,103.74
110.04,114.66,118.02,109.62
115.08,112.14,117.60,109.62
113.40,106.26,113.40,106.26
107.10,102.90,108.78,100.80
108.36,107.94,109.20,103.74
107.10,99.20,106.68,94.50
99.54,99.96,106.68,94.50
99.12,86.10,99.90,84.00
86.10,84.42,89.04,78.12
75.60,70.14,80.64,67.62
71.82,77.28,81.90,71.40
77.28,75.60,78.96,71.82
76.44,79.80,81.90,76.02
83.58,82.32,85.26,81.51
83.58,85.26,85.68,80.22
84.84,97.02,97.02,81.90
97.86,97.44,103.70,92.82
92.40,91.14,95.34,88.62
91.14,90.72,98.70,89.04
96.18,89.88,98.28,89.04
91.56,95.34,96.18,90.72
91.14,96.60,101.64,91.14
98.28,92.40,98.28,90.72
91.56,96.60,100.38,88.20
97.86,109.20,110.04,97.44
113.40,110.04,114.24,107.10
112.98,102.48,115.50,101.22
106.26,103.32,111.30,100.38
101.22,99.96,102.90,98.70
94.08,98.70,102.90,91.98
104.16,104.16,106.89,101.68
107.10,107.10,110.04,105.84
107.10,112.14,112.98,106.26
110.04,114.66,116.34,109.20
116.34,111.72,116.34,109.62
114.66,97.44,114.66,95.38
98.28,91.98,101.22,90.30
93.24,92.40,95.76,85.68
92.40,99.96,100.38,89.88
100.80,104.16,108.36,99.96
103.74,99.12,104.16,97.02
96.60,91.14,96.60,87.78
89.88,91.98,94.50,89.88
92.40,91.14,96.03,88.20
92.40,92.82,94.92,90.72
91.98,89.46,94.08,88.62
92.40,87.78,92.40,86.10
85.26,84.00,86.10,84.00
84.84,85.68,92.40,84.00
86.94,88.20,89.04,82.74
91.56,97.86,98.70,87.36
100.80,99.96,103.32,99.12
103.74,102.06,103.74,94.92
103.74,106.68,108.78,103.32
106.68,109.20,109.62,102.48
113.40,115.08,115.92,110.88
117.60,126.00,126.84,113.82
131.88,118.86,136.92,117.60
124.74,126.84,127.68,120.12
126.42,136.08,136.92,123.06
136.08,144.48,144.90,136.08
144.90,133.14,145.74,131.04
135.24,127.68,140.70,126.84
131.04,134.40,136.08,130.20
134.40,129.02,134.40,127.68
133.14,134.40,134.40,126.00
138.60,135.24,140.70,133.98
134.82,137.76,141.54,134.82
136.50,141.54,143.64,132.30
136.50,134.40,138.18,132.30
137.34,139.44,140.28,134.82
140.70,141.96,147.00,139.86
141.12,140.70,141.75,136.92
141.96,146.16,149.10,137.34
149.10,146.16,152.46,144.90
143.64,140.70,144.48,137.76
144.48,137.76,144.90,133.60
139.44,139.02,141.54,138.60
140.28,141.96,144.06,138.60
140.70,137.76,140.70,137.76
135.66,131.46,137.76,130.20
129.78,124.74,131.08,124.32
126.42,128.52,130.20,125.16
126.00,120.96,127.23,117.60
120.54,120.96,123.06,118.44
120.12,110.46,120.12,106.26
110.04,110.60,114.66,109.20
114.66,116.34,118.86,114.24
116.76,111.72,117.60,110.46
114.66,116.76,118.44,113.40
119.70,130.20,131.88,118.86
132.30,129.36,135.24,126.00
132.30,126.84,132.72,126.00
128.52,128.10,128.52,120.54
127.68,124.32,127.68,123.06
124.74,123.48,127.26,121.80
122.22,128.94,129.78,121.80
128.52,124.32,132.30,120.96
126.00,122.64,130.20,121.80
123.06,116.76,123.90,114.24
117.60,118.02,121.38,116.34
120.12,117.18,122.64,114.66
117.18,110.04,120.12,109.62
112.56,115.92,116.34,112.56
117.18,114.24,117.60,110.88
114.66,113.82,115.71,112.14
114.24,113.40,115.50,111.30
113.82,110.46,114.66,110.46
111.30,107.94,112.98,107.52
108.78,101.22,110.46,99.54
100.38,102.48,105.42,99.12
106.68,110.46,111.30,105.42
110.88,115.50,116.76,109.20
118.44,123.06,127.68,118.44
123.90,125.16,127.68,123.06
125.58,129.78,130.20,125.58
130.20,125.16,133.14,117.60
126.42,123.06,127.26,119.70
122.22,125.16,128.52,122.22
124.32,123.90,126.00,119.73
128.10,125.16,130.20,123.90
94.92,91.14,99.12,88.20
92.40,91.98,95.34,91.14
91.98,89.04,91.98,86.10
89.04,88.20,91.56,88.20
88.62,90.30,93.66,86.10
94.50,101.22,101.64,92.82
104.16,102.48,110.46,101.22
102.48,106.26,107.94,100.80
106.26,103.32,106.26,102.06
105.84,106.26,106.68,104.16
106.26,104.16,106.26,103.32
105.00,107.52,110.04,104.58
110.04,110.04,111.72,108.36
111.30,109.20,111.30,107.94
109.20,111.30,111.72,107.94
111.72,115.08,115.92,111.72
115.92,115.08,115.92,112.14
114.66,109.62,118.86,109.62
112.56,114.24,117.60,112.56
114.24,111.72,115.92,110.88
112.14,112.14,115.50,110.88
112.56,112.98,113.82,111.72
113.40,112.98,116.13,111.72
113.40,110.46,114.24,109.20
110.04,107.10,113.40,105.84
107.10,108.78,110.88,105.00
108.36,107.52,108.78,105.84
107.10,105.84,108.36,103.74
105.84,106.26,107.94,104.58
107.94,104.58,107.94,102.90
105.00,108.36,109.20,104.58
108.78,110.04,111.30,108.32
113.40,107.10,113.40,106.68
105.42,103.32,106.68,102.90
106.68,108.36,110.04,105.00
111.30,110.46,111.72,107.94
110.04,118.02,119.28,109.62
121.80,124.74,127.68,121.34
114.66,107.52,115.08,107.10
107.94,108.78,111.72,107.52
110.46,110.46,113.40,108.78
110.46,109.62,112.56,108.36
109.20,106.26,109.20,105.00
107.94,105.00,107.94,104.79
105.84,108.99,110.04,105.00
108.78,108.99,111.30,106.26
110.46,108.36,112.14,107.94
109.20,110.46,111.72,109.20
109.20,108.36,110.88,107.94
107.52,105.84,110.46,102.90
106.26,104.58,106.68,103.32
104.16,103.74,105.54,103.32
103.74,103.74,105.00,103.32
103.32,104.16,105.84,102.90
103.32,102.06,104.16,98.28
102.48,104.16,105.00,101.64
89.88,92.40,99.54,86.52
93.24,91.98,95.74,91.14
93.24,93.66,96.60,91.98
94.92,98.91,100.38,93.24
102.48,105.00,105.84,98.70
107.10,102.06,107.10,100.80
102.06,101.64,105.00,101.22
100.80,98.70,102.48,98.70
98.70,98.70,99.96,96.60
98.28,96.60,99.54,94.92
95.34,98.70,98.70,93.66
97.86,100.80,100.80,97.44
100.38,100.38,102.06,98.70
100.38,102.90,102.90,99.96
102.48,102.06,103.32,100.80
100.80,102.90,103.74,100.80
102.48,103.74,105.00,100.80
104.16,101.64,104.16,99.12
99.96,95.34,102.48,92.82
95.76,94.92,97.86,91.56
93.24,91.14,93.28,88.20
89.04,98.28,100.80,89.04
96.18,95.34,98.70,94.50
97.02,95.76,99.54,95.34
93.66,91.56,97.02,91.56
91.56,94.50,94.92,91.14
94.92,91.98,94.92,91.56
91.98,90.30,91.98,89.46
90.30,87.36,90.30,86.94
86.94,83.58,89.88,76.86
82.74,84.84,85.26,81.90
84.42,87.78,89.04,84.42
87.36,84.84,89.04,84.00
85.26,86.52,86.52,84.84
86.94,87.36,88.62,84.00
87.36,86.10,87.36,84.84
84.84,84.84,86.10,83.58
84.84,84.84,85.68,83.58
84.42,89.04,89.88,82.32
90.30,85.26,91.14,84.84
85.68,86.94,88.26,85.68
88.20,89.46,90.30,86.94
90.30,90.72,91.98,89.88
89.46,88.20,90.30,86.10
90.30,79.38,90.30,75.60
76.44,79.80,83.16,69.72
78.12,77.70,82.74,76.44
78.12,74.76,81.48,74.34
74.76,70.14,76.02,68.88
70.14,72.24,73.50,70.14
73.08,75.60,76.44,71.40
75.60,76.86,78.54,75.60
76.44,73.50,76.49,71.82
72.66,74.34,74.76,71.40
75.18,72.24,75.18,71.40
74.34,76.02,80.64,71.40
83.16,82.74,87.78,79.80
81.48,82.74,85.26,79.80
84.42,84.00,86.10,81.90
84.00,84.00,85.26,83.16
83.58,85.68,86.10,83.58
85.68,84.84,85.68,83.58
84.00,85.68,85.68,82.74
84.00,85.26,85.26,82.74
84.42,79.80,84.42,79.80
81.06,76.02,81.90,75.60
76.02,74.34,78.12,71.82
74.34,75.60,76.86,74.34
75.18,75.18,75.60,73.92
75.18,73.08,75.60,69.72
73.50,73.08,73.50,71.15
72.66,74.34,74.76,72.66
73.08,78.12,78.54,73.08
77.28,79.17,80.22,75.18
80.64,78.12,81.48,78.12
78.96,78.96,80.22,77.70
78.96,73.92,78.96,73.50
74.34,76.44,77.28,74.34
76.44,75.60,76.86,75.18
75.18,74.34,77.28,74.34
75.60,74.76,75.60,74.34
74.76,73.92,75.60,73.92
74.76,71.40,74.76,71.40
71.40,70.98,72.66,69.30
71.82,73.08,73.50,71.82
73.50,71.40,73.50,71.40
72.24,72.24,73.50,71.40
73.08,72.66,73.50,72.24
72.24,72.66,73.08,71.40
72.66,72.24,73.50,71.82
73.08,72.66,73.50,71.82
73.50,72.66,73.50,71.82
71.82,72.24,73.50,71.82
72.66,72.66,73.50,71.82
72.24,71.40,73.08,70.14
71.40,70.98,71.40,70.56
71.40,70.98,72.66,70.56
72.24,70.98,72.24,70.56
71.40,70.98,71.40,70.56
70.56,72.24,72.24,70.56
72.66,71.40,72.66,70.98
71.40,70.98,72.24,70.98
71.40,71.40,71.40,70.56
70.98,70.14,72.24,69.30
69.72,71.82,71.82,69.30
71.40,70.98,72.24,70.14
70.56,73.08,73.50,70.56
73.50,73.08,74.34,71.40
68.04,70.56,73.08,68.04
69.72,68.88,70.56,68.46
68.88,68.04,69.72,68.04
67.62,64.26,68.04,63.84
63.42,57.12,64.68,55.86
54.60,54.18,54.60,52.08
53.76,56.70,57.54,53.34
56.28,59.64,60.90,55.86
59.64,57.54,61.32,57.54
56.70,56.70,58.38,56.70
56.70,54.60,57.96,53.76
54.60,52.50,54.68,52.08
52.50,53.34,54.18,52.08
53.34,52.92,54.18,52.08
52.50,55.44,56.70,52.08
55.86,53.34,56.70,53.34
53.34,54.18,54.60,52.50
54.60,53.76,54.60,53.34
53.76,52.92,54.60,52.50
52.50,50.82,54.60,50.82
49.98,48.72,50.82,47.88
49.14,49.14,50.40,48.30
49.14,48.72,50.40,48.72
49.56,50.40,50.82,48.30
49.56,50.82,50.82,49.56
50.40,49.98,51.24,48.72
49.56,48.72,49.56,47.88
48.30,46.62,49.56,46.62
47.04,45.78,47.88,44.31
44.52,44.52,46.20,44.10
44.94,44.31,44.94,43.68
44.10,44.10,45.36,43.68
44.10,43.68,44.56,43.68
44.10,44.11,44.52,43.26
43.68,42.00,43.68,40.74
41.58,40.04,43.26,37.80
40.32,36.12,40.32,36.12
36.96,41.13,42.42,36.96
40.32,40.90,41.16,39.90
38.35,38.68,39.35,36.96
38.22,36.59,38.64,36.54
36.54,36.54,36.96,36.54
37.80,37.81,39.02,37.80
37.80,38.22,39.06,37.80
38.22,38.22,39.06,38.22
38.26,37.80,38.64,37.80
38.22,38.22,39.06,38.22
38.22,39.19,39.90,36.54
38.64,36.96,39.06,36.54
37.38,38.64,39.06,37.38
38.22,39.48,39.86,38.22
39.90,37.80,39.90,36.54
36.96,37.80,39.06,36.96
37.80,37.38,38.64,37.13
38.22,36.96,38.22,36.96
36.96,38.64,38.64,36.96
38.64,39.06,39.06,37.38
37.80,38.22,39.06,37.50
37.80,38.64,39.06,37.80
38.22,38.22,39.05,37.38
37.80,37.80,38.22,37.44
38.64,37.43,38.64,37.43
37.38,48.30,48.30,36.54
47.88,45.36,52.50,43.68
44.52,44.10,44.94,41.20
43.26,43.68,44.10,42.00
43.26,43.68,44.10,41.58
43.68,47.46,48.30,43.26
48.30,46.20,48.72,44.94
46.20,44.94,46.20,44.10
44.10,41.87,44.10,41.16
42.00,43.26,44.10,42.00
43.26,42.63,44.10,42.00
43.26,42.42,43.26,40.79
41.16,40.88,42.42,39.10
42.00,44.52,44.94,40.32
44.52,44.94,48.30,44.52
45.78,44.52,47.46,44.52
44.52,44.10,46.20,42.84
43.26,42.84,44.94,42.00
43.26,45.36,45.36,42.00
44.52,46.83,49.14,44.52
48.30,45.36,49.56,44.10
46.20,44.52,46.20,42.84
44.94,44.52,45.36,42.84
29.46,31.25,31.71,28.16
32.34,32.34,32.68,30.31
32.34,31.08,32.34,30.48
31.08,30.52,31.08,29.40
29.40,29.40,30.24,29.40
29.40,29.27,29.82,28.35
29.40,28.56,29.40,28.14
28.98,29.40,29.40,28.58
29.40,28.60,29.81,28.60
28.98,27.30,29.40,26.88
26.88,25.10,27.30,24.78
24.78,25.50,26.33,24.36
25.50,25.74,26.88,25.41
25.64,25.62,26.85,25.22
25.21,25.41,26.41,25.21
25.21,25.83,26.46,25.21
26.04,25.91,27.08,25.30
26.88,26.88,28.14,26.14
27.30,26.04,27.72,25.74
26.04,25.96,26.46,25.23
26.04,25.20,26.21,24.82
25.20,25.41,25.62,24.88
25.62,24.78,25.62,24.36
25.20,26.04,26.04,24.81
26.46,25.83,26.46,25.62
25.62,26.04,26.38,25.20
26.04,25.28,26.37,25.17
26.04,23.35,26.04,23.15
23.94,23.50,24.32,21.92
22.29,23.73,23.94,22.25
23.94,22.14,23.94,21.63
22.26,22.39,23.02,21.91
22.68,22.87,23.00,22.26
23.02,23.05,23.51,22.47
23.50,22.89,23.89,22.47
23.52,23.52,23.93,23.44
23.94,24.15,24.75,23.52
24.78,24.36,26.04,22.26
24.36,30.24,31.08,24.36
22.73,25.62,27.25,22.26
24.36,24.78,26.21,24.15
25.07,25.18,25.57,23.94
24.44,23.78,25.19,23.52
23.52,25.23,25.62,23.52
25.20,24.36,25.62,23.95
24.36,23.86,25.16,23.75
23.81,23.27,24.36,23.14
23.94,24.15,24.57,23.52
24.36,23.62,24.36,23.52
23.31,23.05,23.48,22.71
23.10,22.89,23.52,22.73
22.68,24.15,24.29,22.68
23.73,23.94,24.36,23.17
23.52,23.52,23.94,23.31
23.31,23.31,23.31,23.10
22.74,23.10,23.10,22.68
23.10,23.27,23.31,22.83
23.31,23.31,23.31,22.90
22.89,23.02,23.10,22.68
22.74,22.74,23.02,22.31
22.68,23.31,23.52,22.49
22.68,22.55,23.10,22.28
22.26,22.47,23.10,22.26
22.68,22.34,22.94,22.26
22.34,22.30,22.68,22.26
22.47,22.47,22.68,22.37
22.47,22.68,23.06,22.26
22.32,23.10,23.10,22.32
22.68,22.89,23.10,22.68
23.10,24.78,26.46,23.10
25.20,25.20,26.46,24.36
25.62,24.28,25.62,23.97
25.20,24.78,25.20,24.46
25.20,28.06,28.72,24.78
28.56,30.26,33.18,28.56
30.66,30.01,33.10,29.02
29.82,29.74,31.02,28.98
30.24,28.10,30.24,26.19
28.73,25.62,28.73,24.36
26.85,27.63,27.88,25.25
28.48,30.03,30.66,27.72
30.66,30.66,31.48,29.61
30.87,30.24,30.87,28.29
29.40,28.99,30.23,28.98
29.40,29.53,30.24,29.40
30.24,28.56,30.24,26.50
29.40,29.40,29.74,27.73
29.40,29.40,30.24,29.40
29.40,28.90,29.53,27.30
28.14,29.19,29.39,27.93
29.40,28.97,29.40,28.56
28.98,28.14,28.98,28.14
28.98,28.56,28.98,28.21
28.14,28.35,28.56,28.14
28.14,27.52,28.35,26.88
27.40,26.88,28.55,26.46
26.46,25.83,26.88,25.26
25.24,25.57,26.25,24.40
26.04,25.20,26.04,24.49
25.20,25.79,26.04,25.20
27.72,25.62,27.72,24.90
23.94,24.40,25.78,23.65
24.36,24.79,25.20,24.36
24.36,24.95,25.16,24.36
24.95,24.41,24.95,24.36
25.20,25.20,25.20,23.95
24.57,27.23,27.29,24.57
26.04,26.67,26.83,26.04
26.88,25.20,26.88,24.53
