THLD,Threshold Pharmaceuticals,NASDAQ
1.25,1.25,1.25,1.25
1.25,1.38,1.38,1.25
1.35,1.26,1.35,1.26
1.30,1.24,1.30,1.24
1.26,1.27,1.31,1.24
1.27,1.22,1.27,1.20
1.20,1.29,1.38,1.20
1.31,1.21,1.32,1.21
1.22,1.24,1.24,1.20
1.24,1.25,1.27,1.21
1.25,1.14,1.25,1.10
1.13,1.09,1.14,1.09
1.10,0.99,1.14,0.98
1.02,1.03,1.03,0.99
1.03,1.05,1.06,1.02
1.04,1.03,1.06,1.01
1.01,1.01,1.03,1.01
1.05,1.28,1.35,1.05
1.24,1.31,1.31,1.14
1.30,1.22,1.30,1.20
1.22,1.17,1.22,1.16
1.15,1.29,1.29,1.15
1.31,1.47,1.83,1.28
1.50,1.39,1.50,1.37
1.44,1.39,1.46,1.37
1.41,1.42,1.42,1.29
1.45,1.52,1.53,1.44
1.53,1.43,1.53,1.43
1.42,1.40,1.47,1.38
1.40,1.36,1.42,1.32
1.33,1.40,1.60,1.33
1.45,1.44,1.48,1.37
1.48,1.43,1.50,1.40
1.43,1.41,1.49,1.41
1.44,1.48,1.48,1.44
1.46,1.43,1.48,1.43
1.45,1.40,1.45,1.40
1.40,1.37,1.40,1.33
1.34,1.27,1.35,1.25
1.25,1.32,1.34,1.25
1.28,1.28,1.32,1.28
1.28,1.35,1.35,1.25
1.33,1.29,1.35,1.29
1.31,1.34,1.37,1.31
1.37,1.35,1.37,1.34
1.32,1.27,1.32,1.27
1.33,1.27,1.33,1.27
1.28,1.23,1.29,1.21
1.22,1.23,1.26,1.22
1.20,1.20,1.20,1.20
1.29,1.30,1.31,1.25
1.28,1.24,1.28,1.24
1.21,1.25,1.26,1.13
1.21,1.20,1.26,1.20
1.21,1.23,1.23,1.15
1.19,1.25,1.26,1.17
1.15,1.18,1.29,1.15
1.18,1.21,1.24,1.17
1.19,1.20,1.23,1.19
1.15,1.19,1.24,1.02
1.17,1.16,1.20,1.12
1.17,1.21,1.25,1.16
1.20,1.20,1.25,1.19
1.18,1.22,1.25,1.18
1.25,1.35,1.38,1.23
1.35,1.42,1.45,1.35
1.44,1.36,1.49,1.34
1.36,1.29,1.36,1.28
1.29,1.33,1.33,1.29
1.31,1.31,1.31,1.30
1.32,1.29,1.34,1.20
1.25,1.35,1.35,1.25
1.34,1.34,1.35,1.31
1.31,1.27,1.32,1.25
1.24,1.24,1.27,1.22
1.22,1.26,1.31,1.22
1.25,1.21,1.27,1.21
1.20,1.26,1.26,1.20
1.24,1.26,1.26,1.24
1.24,1.19,1.25,1.19
1.30,1.27,1.30,1.19
1.21,1.19,1.24,1.18
1.19,1.30,1.30,1.19
1.31,1.27,1.32,1.27
1.28,1.30,1.30,1.22
1.30,1.28,1.38,1.28
1.30,1.36,1.38,1.27
1.37,1.29,1.37,1.29
1.28,1.35,1.38,1.28
1.30,1.34,1.34,1.28
1.34,1.34,1.36,1.33
1.33,1.34,1.38,1.32
1.31,1.31,1.35,1.30
1.30,1.36,1.36,1.26
1.38,1.27,1.38,1.22
1.27,1.26,1.27,1.23
1.25,1.21,1.25,1.18
1.21,1.22,1.31,1.21
1.30,1.28,1.31,1.14
1.28,1.27,1.28,1.21
1.28,1.20,1.28,1.17
1.11,1.15,1.21,1.10
1.15,1.18,1.19,1.15
1.19,1.19,1.20,1.09
1.20,1.20,1.20,1.11
1.20,1.13,1.20,1.11
1.13,1.13,1.16,1.10
1.11,1.17,1.19,1.10
1.28,1.25,1.39,1.19
1.25,1.26,1.27,1.19
1.28,1.15,1.28,1.15
1.10,1.12,1.17,1.10
1.18,1.17,1.24,1.17
1.15,1.12,1.15,1.08
1.12,1.10,1.13,1.07
1.09,1.09,1.13,1.09
1.11,1.11,1.12,1.09
1.11,1.12,1.12,1.11
1.11,1.09,1.16,1.07
1.09,1.11,1.12,1.09
1.11,1.14,1.16,1.10
1.11,1.10,1.13,1.10
1.10,1.15,1.15,1.10
1.14,1.11,1.14,1.09
1.11,1.24,1.26,1.11
1.27,1.14,1.33,1.14
1.16,1.32,1.48,1.14
1.31,1.15,1.33,1.15
1.24,1.20,1.24,1.18
1.21,1.20,1.23,1.18
1.20,1.13,1.27,1.12
1.28,1.27,1.35,1.19
1.25,1.33,1.38,1.20
1.47,1.37,1.47,1.32
1.42,1.39,1.42,1.37
1.40,1.32,1.44,1.31
1.25,1.28,1.34,1.25
1.27,1.35,1.38,1.26
1.37,1.85,2.25,1.37
1.79,1.82,1.90,1.60
1.82,1.80,1.82,1.69
1.81,1.74,1.81,1.62
1.70,1.55,1.70,1.50
1.55,1.58,1.62,1.52
1.58,1.75,1.75,1.58
1.75,1.72,1.75,1.63
1.72,2.00,2.10,1.68
1.98,2.05,2.20,1.92
2.08,1.94,2.08,1.86
1.94,1.77,1.94,1.71
1.72,1.78,1.85,1.70
1.77,1.81,1.81,1.71
1.92,1.86,1.92,1.81
1.84,1.76,1.88,1.72
1.73,1.76,1.82,1.62
1.85,1.72,1.85,1.71
1.72,1.83,2.10,1.68
1.87,1.73,1.87,1.70
1.77,1.76,1.78,1.68
1.73,1.77,1.82,1.72
1.73,1.76,1.80,1.70
1.76,1.74,1.79,1.72
1.72,1.78,1.81,1.72
1.78,1.77,1.80,1.72
1.76,1.80,1.81,1.72
1.75,1.77,1.80,1.74
1.74,1.77,1.79,1.73
1.74,1.74,1.77,1.72
1.75,1.75,1.78,1.71
1.82,2.75,3.34,1.79
2.75,2.36,3.04,2.30
2.33,2.34,2.45,2.26
2.31,2.23,2.31,2.08
2.19,2.41,2.58,2.10
2.29,2.25,2.49,2.21
2.27,2.39,2.50,2.16
2.40,2.35,2.56,2.31
2.36,2.21,2.38,2.20
2.25,2.25,2.30,2.18
2.23,2.18,2.25,2.16
2.21,2.18,2.21,2.10
2.14,2.12,2.20,2.10
2.15,2.20,2.29,2.11
2.20,2.16,2.28,2.16
2.18,2.04,2.20,2.04
1.97,1.90,1.97,1.85
1.89,1.80,1.89,1.77
1.75,1.78,1.83,1.64
1.88,1.67,1.88,1.65
1.75,1.64,1.78,1.63
1.68,1.65,1.75,1.60
1.69,1.70,1.77,1.67
1.70,1.67,1.78,1.67
1.66,1.65,1.70,1.62
1.75,1.60,1.75,1.60
1.73,1.75,1.88,1.61
1.72,1.68,1.76,1.64
1.70,1.69,1.73,1.64
1.68,1.55,1.70,1.32
1.56,1.54,1.62,1.54
1.65,1.61,1.70,1.58
1.72,1.65,1.74,1.63
1.63,1.79,1.82,1.63
1.79,1.78,1.80,1.67
1.75,1.84,1.92,1.72
1.88,1.82,1.94,1.80
1.84,1.95,1.97,1.81
1.95,1.94,2.10,1.90
1.97,1.85,1.98,1.78
1.85,1.89,1.89,1.77
1.91,1.89,1.91,1.85
1.88,1.86,1.93,1.79
1.85,1.85,1.88,1.83
1.86,1.92,1.92,1.83
1.89,1.86,1.91,1.85
1.86,1.87,1.97,1.83
1.86,1.87,1.95,1.84
1.88,1.83,2.02,1.82
1.83,1.87,1.91,1.82
1.87,2.07,2.08,1.87
2.09,2.09,2.15,1.97
2.09,2.08,2.21,2.03
2.10,2.00,2.10,1.96
1.97,1.87,2.00,1.85
1.90,1.88,1.93,1.85
1.89,1.94,1.99,1.74
1.93,1.90,1.95,1.85
1.89,1.88,1.90,1.82
1.85,1.83,1.87,1.80
1.84,2.00,2.06,1.82
2.00,1.93,2.13,1.90
1.93,1.90,1.95,1.86
1.89,1.94,1.94,1.85
1.88,1.84,1.89,1.84
1.83,1.81,1.88,1.80
1.80,1.73,1.80,1.72
1.73,1.79,1.84,1.72
1.77,1.77,1.80,1.72
1.79,1.74,1.80,1.72
1.75,1.71,1.78,1.70
1.72,1.72,1.75,1.66
1.73,1.74,1.80,1.73
1.73,1.69,1.74,1.67
1.68,1.72,1.76,1.68
1.73,1.63,1.78,1.58
1.60,1.64,1.69,1.59
1.64,1.53,1.64,1.52
1.53,1.58,1.61,1.52
1.55,1.56,1.62,1.50
1.56,1.56,1.60,1.49
1.59,1.54,1.64,1.51
1.53,1.48,1.53,1.43
1.47,1.54,1.55,1.40
1.56,1.54,1.58,1.52
1.54,1.59,1.61,1.49
1.59,1.58,1.68,1.56
1.59,1.70,1.74,1.59
1.69,1.68,1.70,1.65
1.66,1.75,1.75,1.66
1.73,1.59,1.74,1.58
1.59,1.64,1.71,1.51
1.64,1.63,1.71,1.61
1.66,1.67,1.71,1.64
1.65,1.69,1.72,1.58
1.71,1.73,1.76,1.67
1.79,1.75,1.80,1.74
1.78,1.86,1.87,1.75
1.80,1.84,1.88,1.70
1.82,2.06,2.10,1.73
2.07,1.98,2.13,1.92
1.99,1.99,2.04,1.92
1.99,1.95,1.99,1.85
1.95,2.00,2.10,1.88
2.00,2.02,2.05,1.91
2.02,2.06,2.07,1.98
2.05,2.00,2.22,1.97
2.04,1.89,2.10,1.86
1.90,1.90,2.01,1.81
1.92,1.92,1.96,1.88
1.90,1.82,1.94,1.80
1.81,1.67,1.82,1.67
1.70,1.68,1.74,1.68
1.65,1.65,1.76,1.63
1.68,1.69,1.71,1.60
1.68,1.62,1.71,1.57
1.62,1.59,1.67,1.45
1.57,1.46,1.57,1.42
1.50,1.44,1.59,1.36
1.40,1.28,1.44,1.26
1.32,1.34,1.41,1.22
1.33,1.25,1.33,1.20
1.26,1.27,1.30,1.20
1.30,1.29,1.32,1.25
1.31,1.35,1.43,1.27
1.34,1.30,1.38,1.25
1.31,1.34,1.38,1.29
1.32,1.29,1.32,1.27
1.28,1.34,1.36,1.25
1.37,1.36,1.40,1.33
1.35,1.41,1.43,1.34
1.44,1.44,1.44,1.40
1.44,1.40,1.44,1.35
1.40,1.44,1.44,1.39
1.43,1.45,1.48,1.42
1.43,1.53,1.57,1.42
1.55,1.52,1.55,1.50
1.50,1.51,1.55,1.50
1.48,1.55,1.55,1.47
1.48,1.54,1.55,1.45
1.55,1.59,1.60,1.50
1.56,1.58,1.61,1.55
1.54,1.54,1.56,1.48
1.48,1.51,1.53,1.44
1.54,1.54,1.54,1.48
1.56,1.60,1.64,1.48
1.62,1.63,1.64,1.58
1.65,1.68,1.68,1.61
1.70,1.74,1.80,1.60
1.78,1.74,1.78,1.69
1.76,1.73,1.77,1.69
1.69,1.66,1.70,1.62
1.64,1.66,1.67,1.61
1.67,1.65,1.74,1.58
1.67,1.67,1.74,1.64
1.67,1.56,1.70,1.53
1.61,1.43,1.61,1.35
1.44,1.44,1.53,1.40
1.42,1.31,1.44,1.31
1.34,1.34,1.34,1.25
1.36,1.44,1.44,1.34
1.43,1.55,1.65,1.43
1.55,1.55,1.60,1.55
1.57,1.65,1.65,1.52
1.61,1.59,1.65,1.56
1.58,1.53,1.65,1.52
1.53,1.56,1.57,1.53
1.57,1.54,1.57,1.50
1.51,1.59,1.63,1.51
1.57,1.65,1.71,1.57
1.66,1.79,1.81,1.66
1.77,1.66,1.79,1.63
1.66,1.56,1.66,1.56
1.56,1.56,1.60,1.49
1.57,1.55,1.60,1.51
1.56,1.65,1.69,1.55
1.67,1.61,1.68,1.58
1.62,1.61,1.66,1.56
1.58,1.60,1.70,1.56
1.56,1.52,1.56,1.50
1.52,1.55,1.56,1.42
1.55,1.54,1.56,1.49
1.51,1.55,1.55,1.49
1.49,1.65,1.68,1.49
1.67,1.58,1.67,1.55
1.55,1.55,1.60,1.50
1.56,1.56,1.59,1.51
1.55,1.58,1.59,1.53
1.54,1.55,1.59,1.51
1.52,1.56,1.60,1.52
1.55,1.66,1.66,1.51
1.63,1.69,1.69,1.58
1.68,1.58,1.68,1.56
1.53,1.48,1.57,1.44
1.49,1.41,1.49,1.40
1.40,1.38,1.45,1.38
1.44,1.40,1.50,1.40
1.41,1.39,1.44,1.38
1.42,1.46,1.47,1.38
1.49,1.49,1.54,1.46
1.50,1.53,1.55,1.46
1.53,1.50,1.56,1.50
1.50,1.53,1.54,1.43
1.49,1.54,1.54,1.49
1.55,1.47,1.55,1.45
1.42,1.28,1.45,1.26
1.30,1.35,1.36,1.30
1.34,1.33,1.40,1.31
1.41,1.31,1.45,1.31
1.31,1.28,1.36,1.23
1.28,1.27,1.31,1.25
1.30,1.27,1.33,1.27
1.28,1.25,1.29,1.22
1.28,1.23,1.28,1.23
1.22,1.23,1.28,1.18
1.27,1.27,1.28,1.26
1.28,1.30,1.30,1.27
1.28,1.31,1.31,1.26
1.29,1.25,1.30,1.23
1.22,1.21,1.32,1.20
1.23,1.22,1.24,1.20
1.26,1.38,1.42,1.26
1.39,1.38,1.39,1.36
1.37,1.38,1.39,1.34
1.36,1.45,1.45,1.34
1.45,1.54,1.58,1.40
1.55,1.55,1.55,1.46
1.55,1.56,1.63,1.52
1.59,1.55,1.60,1.55
1.53,1.50,1.53,1.49
1.54,1.49,1.59,1.49
1.50,1.52,1.53,1.50
1.55,1.53,1.56,1.52
1.54,1.53,1.56,1.53
1.55,1.42,1.55,1.41
1.41,1.44,1.46,1.32
1.42,1.48,1.48,1.36
1.47,1.40,1.47,1.40
1.41,1.36,1.41,1.34
1.37,1.31,1.37,1.31
1.30,1.32,1.35,1.29
1.40,1.32,1.40,1.31
1.35,1.29,1.35,1.27
2.20,2.99,3.01,2.18
3.50,3.38,4.08,3.28
3.21,3.29,3.60,2.91
3.45,3.50,3.58,3.29
3.48,3.22,3.53,3.17
3.20,3.12,3.22,2.96
3.25,3.06,3.28,2.97
3.00,3.00,3.07,2.90
2.98,3.44,3.58,2.94
3.42,3.46,3.87,3.41
3.61,3.53,3.68,3.30
5.87,5.01,6.65,4.96
5.18,6.03,6.14,5.07
6.25,5.91,6.32,5.56
5.88,6.08,6.30,5.62
6.09,5.86,6.18,5.80
5.90,5.22,5.90,5.12
5.06,5.19,5.36,4.94
5.17,5.06,5.28,5.00
5.02,4.82,5.13,4.80
4.90,4.72,4.94,4.62
4.91,4.56,4.93,4.35
4.60,4.76,4.88,4.34
4.86,6.15,6.30,4.83
5.88,6.46,6.73,5.67
6.42,6.56,7.10,6.40
6.61,6.82,6.99,6.25
6.97,6.99,7.50,6.75
7.00,6.73,7.14,6.68
7.11,6.99,7.34,6.84
7.53,7.08,7.61,7.00
7.28,7.19,7.43,7.11
7.26,7.06,7.37,6.91
7.00,7.06,7.30,6.80
7.12,7.34,7.34,7.00
7.31,8.03,8.50,7.30
8.20,7.85,8.24,7.70
7.91,7.96,8.06,7.72
8.44,8.42,8.77,8.26
8.84,8.80,9.07,7.99
8.68,8.29,8.75,8.20
8.09,7.31,8.09,7.20
7.04,7.25,7.40,6.89
7.30,7.22,7.35,7.03
7.00,6.61,7.06,6.48
6.76,6.35,6.93,6.26
6.85,6.51,7.08,6.27
6.54,6.20,6.57,6.12
6.24,6.24,6.25,5.90
6.24,6.18,6.32,5.92
6.19,6.57,6.94,6.15
6.45,6.34,6.53,6.29
6.31,6.49,6.62,6.15
6.51,6.48,6.75,6.39
6.42,6.85,6.96,6.30
6.82,6.75,7.14,6.63
6.80,6.77,7.14,6.72
6.76,7.09,7.12,6.76
7.11,7.25,7.45,7.10
7.30,7.28,7.48,7.22
7.27,7.07,7.42,7.00
6.95,6.95,7.04,6.64
6.92,6.68,6.99,6.36
6.65,6.25,6.67,6.23
6.04,6.30,6.50,5.88
6.29,6.20,6.29,5.96
6.09,6.11,6.18,6.00
6.16,6.19,6.47,6.15
6.12,6.25,6.35,6.07
6.13,6.28,6.31,6.02
6.28,6.45,6.59,6.18
6.49,7.00,7.20,6.45
7.08,6.39,7.09,6.30
6.39,6.11,6.49,6.10
6.12,6.37,6.43,6.00
6.38,6.52,6.68,6.37
6.49,6.93,6.98,6.42
7.00,6.81,7.04,6.75
6.79,6.80,6.97,6.73
6.81,6.94,7.10,6.81
6.88,7.20,7.32,6.68
7.29,7.33,7.44,6.97
7.12,6.92,7.21,6.85
6.92,6.56,6.99,6.34
6.58,6.80,6.86,6.47
6.84,6.82,7.12,6.81
6.88,6.42,6.96,6.40
6.41,6.63,6.69,6.14
6.75,6.26,6.78,6.25
6.29,6.39,6.49,6.20
6.33,6.35,6.55,6.30
6.36,6.24,6.41,6.18
6.23,6.37,6.40,6.23
6.35,6.50,6.53,6.21
6.53,6.87,7.01,6.53
6.87,6.75,6.96,6.55
6.70,6.57,6.92,6.54
6.65,6.85,6.88,6.58
6.81,7.16,7.20,6.74
7.09,7.42,7.48,7.00
7.49,7.58,7.85,7.49
7.53,7.28,7.63,7.06
7.32,7.40,7.57,7.32
7.36,7.51,7.59,7.21
7.55,7.76,7.92,7.53
7.72,7.94,7.98,7.66
7.92,8.19,8.19,7.76
8.18,8.15,8.45,7.90
8.35,8.02,8.47,7.95
8.04,7.90,8.05,7.78
7.81,7.74,7.85,7.35
7.73,7.82,8.14,7.71
7.82,7.57,7.86,7.52
7.60,7.69,7.73,7.45
7.69,7.51,7.88,7.48
7.54,7.14,7.59,7.11
7.12,7.16,7.27,6.91
7.03,6.88,7.03,6.81
6.89,6.65,6.92,6.61
6.72,6.81,7.05,6.64
6.97,7.04,7.08,6.84
7.08,7.18,7.33,7.00
7.22,7.21,7.35,7.10
7.21,6.94,7.40,6.92
6.99,6.64,7.10,6.50
6.58,6.85,6.93,6.50
7.00,7.08,7.31,6.92
7.09,7.46,7.50,6.99
7.54,7.54,7.69,7.47
7.51,7.72,7.77,7.51
7.72,7.73,7.81,7.60
7.68,7.74,7.78,7.52
7.71,7.73,7.77,7.48
7.76,7.71,7.81,7.58
7.70,7.75,7.81,7.66
7.75,7.68,7.79,7.55
7.66,7.58,7.72,7.48
7.59,7.45,7.68,7.44
7.48,7.29,7.60,7.28
7.31,7.49,7.58,7.31
7.48,7.43,7.57,7.36
7.74,7.98,8.15,7.67
8.07,7.95,8.15,7.89
7.98,8.26,8.40,7.84
8.28,8.23,8.38,8.17
8.11,8.21,8.31,8.00
8.31,8.81,8.87,8.07
8.82,8.94,8.98,8.43
8.95,8.48,9.28,8.45
8.48,8.45,8.67,8.26
8.52,8.67,8.87,8.47
8.68,8.41,8.76,8.36
8.47,8.54,8.70,8.45
8.60,8.54,8.60,8.48
8.54,8.74,8.92,8.40
8.79,8.72,8.98,8.67
6.31,7.00,7.15,5.87
7.00,7.41,7.46,7.00
7.46,7.78,7.98,7.46
7.97,7.42,8.05,7.32
7.53,7.47,7.57,7.38
7.45,7.28,7.47,7.20
7.22,7.21,7.47,7.15
7.17,6.83,7.32,6.75
6.87,7.37,7.43,6.80
7.28,7.24,7.49,7.11
7.10,6.35,7.10,5.96
6.44,6.55,6.97,6.44
6.59,6.42,6.59,6.27
6.47,6.52,6.56,6.31
6.58,6.41,6.61,6.32
6.38,6.24,6.38,6.23
6.21,5.96,6.21,5.89
5.95,5.26,5.95,5.23
5.52,5.61,5.73,5.37
5.57,5.30,5.61,5.20
5.30,5.25,5.30,5.06
5.79,5.28,5.90,5.23
5.33,5.18,5.38,5.08
5.16,5.10,5.28,5.00
5.05,5.02,5.12,4.97
5.02,4.87,5.10,4.70
4.81,4.75,4.86,4.65
4.74,4.63,4.82,4.60
4.60,4.48,4.63,4.42
4.44,4.39,4.55,4.29
4.38,4.12,4.43,3.97
4.12,4.10,4.20,4.00
4.20,4.48,4.80,4.19
4.22,4.10,4.40,4.00
4.04,4.09,4.17,4.01
4.01,4.26,4.29,3.98
4.24,4.05,4.27,3.97
4.03,4.38,4.47,4.00
4.41,4.28,4.41,4.12
4.24,4.22,4.37,4.15
4.24,3.98,4.28,3.95
4.22,4.12,4.40,4.01
4.10,4.15,4.26,4.02
4.24,4.55,4.57,4.16
4.60,4.63,4.79,4.53
4.89,4.59,4.89,4.53
4.62,4.54,4.63,4.44
4.54,4.46,4.59,4.37
4.45,4.59,4.98,4.42
4.54,4.52,4.64,4.46
4.53,4.52,4.60,4.37
4.54,4.42,4.56,4.32
4.45,4.36,4.53,4.27
4.35,4.25,4.45,4.18
4.24,4.23,4.39,4.13
4.22,4.35,4.40,4.10
4.37,4.11,4.41,4.07
4.11,4.24,4.26,4.04
4.27,4.36,4.38,4.15
4.38,4.34,4.45,4.24
4.30,4.26,4.44,4.21
4.26,4.43,4.49,4.25
4.45,4.33,4.49,4.23
4.33,4.39,4.46,4.28
4.39,4.40,4.58,4.35
4.38,4.39,4.49,4.32
4.36,4.28,4.40,4.21
4.29,4.39,4.42,4.26
4.42,4.25,4.43,4.21
4.25,4.25,4.30,4.14
4.25,4.20,4.33,4.19
4.19,4.21,4.25,4.15
4.33,4.33,4.45,4.26
4.37,4.25,4.43,4.20
4.28,4.21,4.32,4.15
4.23,4.25,4.25,4.18
4.26,4.86,4.86,4.24
4.90,5.07,5.14,4.87
5.10,4.71,5.14,4.54
4.73,4.60,4.74,4.58
4.64,4.74,4.82,4.55
4.69,4.58,4.73,4.56
4.59,4.49,4.64,4.48
4.50,4.51,4.59,4.41
4.49,4.33,4.52,4.30
4.32,4.31,4.39,4.28
4.63,5.14,5.22,4.63
5.12,4.91,5.12,4.86
5.25,4.97,5.54,4.91
5.13,4.74,5.13,4.68
4.75,4.50,4.81,4.47
4.53,4.47,4.69,4.42
4.45,4.62,4.70,4.45
4.67,4.57,4.78,4.53
4.56,4.42,4.57,4.40
4.45,4.54,4.64,4.42
4.55,4.59,4.75,4.52
4.55,4.43,4.55,4.36
4.44,4.45,4.50,4.38
4.42,4.40,4.50,4.37
4.40,4.46,4.59,4.40
4.47,4.45,4.52,4.40
4.45,4.55,4.61,4.44
4.59,4.55,4.61,4.48
4.55,4.46,4.61,4.36
4.77,4.95,5.13,4.71
4.95,4.63,5.02,4.61
4.72,4.65,4.80,4.55
4.73,4.63,4.75,4.59
4.67,4.59,4.75,4.58
4.58,4.74,4.83,4.55
4.73,4.63,4.78,4.59
4.62,4.73,4.78,4.55
4.89,4.86,4.98,4.76
4.98,4.99,5.05,4.92
5.04,4.94,5.09,4.91
4.96,4.90,5.03,4.68
4.91,5.01,5.04,4.81
5.00,5.16,5.24,4.99
5.16,5.15,5.23,4.99
5.15,5.09,5.15,5.05
5.12,5.06,5.14,4.95
5.07,4.90,5.07,4.90
4.85,4.76,4.90,4.71
4.79,4.91,4.93,4.77
4.96,4.85,5.02,4.82
4.80,4.89,4.96,4.80
4.86,4.66,4.88,4.62
4.66,4.79,4.83,4.64
5.28,4.93,5.28,4.81
4.90,4.65,4.92,4.65
4.68,4.61,4.79,4.60
4.61,4.23,4.65,4.20
4.29,4.50,4.65,4.27
4.49,4.46,4.53,4.35
4.45,4.57,4.57,4.40
4.48,4.63,4.66,4.45
4.66,4.53,4.74,4.50
4.54,4.54,4.64,4.46
4.55,4.70,4.71,4.55
4.69,4.62,4.70,4.60
4.62,4.64,4.68,4.60
4.60,4.63,4.70,4.45
4.66,4.57,4.68,4.48
4.57,4.57,4.63,4.39
4.57,4.44,4.61,4.36
4.43,4.61,4.61,4.35
4.59,4.68,4.69,4.41
4.70,4.86,4.86,4.69
4.84,4.88,4.88,4.65
4.89,4.95,5.06,4.89
4.96,4.96,4.97,4.76
4.94,4.82,5.00,4.80
4.83,4.82,4.83,4.70
4.93,4.73,4.93,4.64
4.75,4.55,4.77,4.45
4.60,4.60,4.79,4.53
4.60,4.89,4.89,4.57
4.89,4.96,5.05,4.89
4.99,4.98,5.22,4.91
5.02,5.08,5.19,5.00
5.11,5.21,5.24,5.06
5.20,5.50,5.55,5.09
5.53,5.79,5.82,5.53
5.81,5.71,5.83,5.56
5.72,5.30,5.73,5.24
5.34,5.57,5.58,5.32
5.53,5.48,5.75,5.44
5.48,5.58,5.60,5.45
5.57,5.44,5.74,5.25
5.39,5.63,5.64,5.30
5.63,5.54,5.77,5.42
5.55,5.82,5.84,5.55
5.80,5.78,6.11,5.71
5.81,5.85,5.95,5.70
5.83,5.72,5.87,5.57
5.76,5.79,5.83,5.55
5.82,5.62,5.82,5.57
5.57,5.65,5.77,5.50
5.67,5.67,5.75,5.47
5.67,5.48,5.67,5.33
5.49,5.45,5.58,5.40
5.40,5.65,5.71,5.34
5.70,5.42,5.70,5.30
5.43,5.44,5.52,5.29
5.42,5.40,5.49,5.36
5.48,5.50,5.63,5.47
5.47,5.50,5.58,5.46
5.52,5.46,5.58,5.35
