THLD,Threshold Pharmaceuticals,NASDAQ
0.47,0.46,0.47,0.45
0.45,0.46,0.46,0.43
0.46,0.44,0.46,0.44
0.45,0.54,0.55,0.44
0.52,0.50,0.54,0.48
0.50,0.48,0.51,0.48
0.49,0.45,0.49,0.45
0.46,0.47,0.48,0.46
0.50,0.46,0.50,0.44
0.47,0.47,0.50,0.47
0.48,0.47,0.51,0.47
0.48,0.47,0.48,0.47
0.48,0.46,0.48,0.45
0.45,0.46,0.47,0.45
0.45,0.46,0.46,0.45
0.45,0.45,0.47,0.45
0.46,0.44,0.46,0.44
0.44,0.44,0.45,0.44
0.44,0.47,0.47,0.44
0.48,0.50,0.51,0.47
0.50,0.49,0.51,0.45
0.50,0.49,0.52,0.46
0.52,0.49,0.52,0.47
0.49,0.48,0.49,0.46
0.49,0.48,0.49,0.48
0.48,0.47,0.48,0.46
0.47,0.51,0.51,0.46
