ONVI,Onvia,NASDAQ
4.80,5.00,5.00,4.80
4.70,4.40,4.80,4.28
4.65,4.45,4.80,4.45
4.80,4.25,4.80,4.20
4.30,4.40,4.56,4.26
4.45,4.45,4.45,4.45
4.70,4.45,4.85,4.40
4.70,4.40,4.70,4.40
4.40,4.35,4.41,4.35
4.40,4.40,4.80,4.40
4.60,4.50,4.60,4.50
4.40,4.40,4.65,4.40
4.50,4.40,4.50,4.40
4.45,4.40,4.45,4.40
4.45,4.45,4.45,4.45
4.45,4.45,4.70,4.40
4.68,4.75,4.90,4.65
4.60,4.50,4.90,4.45
4.55,4.55,4.55,4.55
4.85,4.45,4.85,4.45
4.45,4.45,4.45,4.45
4.55,4.55,4.55,4.50
4.55,4.55,4.55,4.55
4.55,4.55,4.55,4.55
4.55,4.55,4.55,4.55
4.55,4.55,4.60,4.55
4.60,4.50,4.60,4.50
4.60,4.50,4.65,4.50
4.60,4.55,4.70,4.55
