DEO,Diageo plc Common Stock,NASDAQ
101.24,102.66,102.76,101.19
103.30,102.79,103.36,102.57
103.80,103.88,103.96,103.58
104.14,104.39,104.53,103.92
106.53,105.91,107.07,105.88
105.31,103.97,105.85,103.87
103.69,103.06,103.80,102.75
103.55,103.93,103.96,103.25
103.91,103.67,104.36,103.57
103.60,103.46,103.74,103.14
104.09,103.90,104.35,103.80
103.36,103.30,103.70,103.10
103.56,103.39,103.73,103.12
103.45,103.46,103.63,103.18
102.80,102.76,103.34,102.72
103.60,103.46,103.84,103.30
104.21,103.94,104.42,103.75
104.04,104.27,104.31,103.44
105.53,105.57,105.66,105.11
105.80,106.82,107.06,105.71
106.43,106.39,106.79,106.06
105.87,106.56,106.89,105.83
106.69,105.92,106.80,105.82
106.14,106.90,107.03,105.78
107.63,107.37,107.80,107.08
107.05,107.73,108.10,106.90
