DEO,Diageo plc Common Stock,NASDAQ
62.79,62.47,63.42,61.61
65.49,64.89,65.99,64.61
64.67,65.13,65.88,64.09
65.11,65.46,65.58,64.89
65.08,65.02,65.54,64.82
64.54,63.81,64.56,63.33
63.90,63.98,64.16,62.91
64.80,63.17,64.87,62.97
62.86,62.95,63.27,62.14
61.23,60.69,61.73,60.63
59.56,61.14,61.18,59.44
60.43,60.51,61.36,60.36
59.42,60.01,60.01,58.90
59.73,59.22,60.31,59.07
60.27,61.49,61.50,60.14
61.67,61.28,61.87,61.00
61.80,61.78,62.75,61.61
62.38,63.25,63.26,61.96
63.68,63.54,63.76,62.95
62.46,61.92,62.73,61.70
61.87,61.21,62.21,61.19
61.34,62.07,62.18,61.00
63.15,63.18,64.08,62.88
64.59,64.72,64.88,64.31
64.31,64.67,64.71,64.04
65.86,65.68,66.33,65.41
65.95,66.08,66.14,65.53
66.04,66.49,66.60,65.98
66.69,66.42,66.75,66.03
66.14,65.89,66.26,65.76
66.07,65.43,66.29,65.18
65.87,65.56,66.20,65.51
65.46,65.08,65.54,64.86
64.77,64.31,64.90,64.21
64.44,64.43,64.58,64.00
64.35,64.47,64.73,64.15
64.22,63.76,64.36,63.45
63.25,62.74,63.72,62.60
63.29,63.76,63.81,62.66
63.45,63.05,63.68,62.80
64.04,63.53,64.32,63.14
63.63,65.41,65.48,63.63
65.70,66.13,66.16,65.44
65.73,66.22,66.22,65.73
66.28,66.32,66.54,66.10
67.55,67.61,67.64,67.24
67.76,68.39,68.85,67.60
68.73,68.93,68.98,68.09
69.05,68.00,69.11,67.87
67.95,67.82,68.26,67.45
66.82,68.00,68.00,66.75
67.86,67.27,67.89,67.10
67.95,68.62,68.94,67.89
69.17,70.33,70.33,69.01
70.90,70.88,71.00,70.40
70.84,70.90,71.08,70.49
69.72,69.36,69.83,69.29
69.48,69.10,69.71,68.77
69.35,69.88,70.00,69.09
71.15,71.30,71.74,71.07
70.98,71.19,71.39,70.51
71.23,71.59,71.66,71.07
70.58,70.49,70.79,69.85
68.61,69.73,69.73,68.58
69.98,70.50,70.77,69.90
69.30,70.36,70.66,68.82
69.09,68.77,69.13,68.62
69.29,69.15,69.54,69.00
68.99,69.10,69.55,68.97
69.10,69.49,69.83,68.88
69.00,69.00,69.32,68.33
68.92,68.60,68.93,68.33
68.09,67.93,68.35,67.63
67.20,67.27,67.40,66.93
66.99,67.26,67.74,66.95
66.15,66.58,66.99,65.90
65.72,66.37,66.58,65.58
65.49,65.26,66.00,65.21
65.94,66.11,66.19,64.79
66.00,65.31,66.11,65.26
65.16,65.50,65.79,64.86
66.98,67.54,68.02,66.80
67.25,67.68,67.72,67.10
68.00,68.09,68.14,67.62
67.83,67.83,68.12,67.53
67.29,67.17,67.58,67.07
67.89,67.66,67.89,67.50
67.56,67.79,67.87,67.39
67.80,67.31,67.80,67.12
67.31,67.92,68.14,67.17
67.63,68.37,68.50,67.48
67.85,67.89,68.00,67.47
67.60,67.25,67.93,67.14
67.37,68.32,68.37,67.33
69.33,68.28,69.34,68.11
68.56,68.57,68.90,68.39
68.36,68.65,69.03,68.16
69.28,69.60,70.00,69.28
70.25,69.80,70.32,69.73
69.19,69.16,69.50,68.63
69.61,69.28,69.83,69.21
70.13,69.01,70.13,68.94
70.17,70.09,70.44,69.67
69.74,69.33,69.84,69.02
69.63,70.23,70.46,69.59
70.26,70.11,70.50,69.94
71.06,70.35,71.06,70.19
70.45,70.80,70.89,70.25
70.85,70.94,71.20,70.73
71.66,70.99,71.72,70.65
71.94,72.18,72.57,71.73
72.68,72.61,73.02,72.40
72.66,72.12,72.75,71.61
71.99,72.40,72.56,71.88
72.77,72.76,73.63,72.50
72.90,73.16,73.80,72.83
75.37,74.26,75.37,73.95
74.54,73.74,74.60,73.62
75.15,74.20,75.25,74.14
74.50,74.02,74.58,73.71
73.69,72.96,73.79,72.44
73.90,73.80,74.15,73.51
74.22,74.00,74.23,73.54
74.23,74.15,74.40,73.88
75.07,74.56,75.10,74.48
75.23,74.81,75.33,74.16
76.07,75.93,76.25,75.73
75.65,75.28,75.73,74.95
74.63,74.93,75.13,74.58
74.85,73.83,75.07,73.63
74.14,74.30,74.42,73.32
74.37,74.21,74.53,74.02
74.40,74.38,74.78,74.05
74.78,74.66,75.17,74.57
74.41,73.48,74.61,73.18
74.04,73.87,74.33,73.77
75.84,76.12,76.37,75.67
75.77,76.09,76.10,75.31
75.55,75.82,75.97,75.03
74.70,73.78,74.72,73.54
74.08,74.39,74.55,73.98
73.42,73.60,73.91,73.38
72.39,72.25,72.52,71.55
71.20,71.66,72.09,71.11
71.42,71.81,72.08,71.20
71.36,72.08,72.35,71.29
72.21,72.67,72.68,71.93
71.82,71.92,72.09,71.63
72.40,72.10,72.61,72.00
73.21,72.95,73.56,72.73
73.26,73.50,73.62,73.09
74.40,74.24,74.43,73.51
73.95,74.08,74.43,73.94
73.75,73.85,73.96,73.54
72.75,72.84,73.30,72.75
73.99,73.86,74.09,73.41
73.66,73.22,73.72,73.06
74.47,74.32,74.47,73.57
74.17,74.45,74.45,74.05
74.00,74.66,74.87,73.89
74.67,74.86,74.95,74.61
74.97,74.53,74.97,74.05
74.79,74.33,74.79,74.06
74.54,74.73,74.88,74.50
74.21,73.87,74.35,73.70
73.89,74.33,74.48,73.80
74.61,74.37,74.72,74.22
75.12,74.83,75.18,74.44
74.11,74.65,74.82,74.01
76.70,75.79,76.72,75.59
76.22,75.84,76.26,75.47
75.87,75.21,75.89,75.04
76.90,76.87,77.25,76.55
76.65,75.86,76.65,75.40
76.98,77.23,77.69,76.83
76.93,78.24,78.24,76.93
80.53,79.88,80.72,79.65
79.47,78.44,79.64,78.18
76.94,76.71,77.04,75.85
76.70,77.23,77.38,76.58
77.96,78.73,78.73,77.71
77.84,78.69,78.71,77.68
80.00,79.74,80.07,79.35
79.51,79.28,79.79,79.14
77.82,77.23,78.15,76.85
77.00,76.80,77.83,76.71
78.12,77.45,78.31,77.32
78.31,78.16,78.39,77.79
78.79,78.68,78.89,78.17
79.12,79.38,79.50,79.05
79.67,80.13,80.40,79.58
80.22,80.52,80.66,80.06
80.47,80.74,80.79,80.30
76.93,76.69,77.10,76.20
77.31,77.23,77.35,76.73
76.35,76.37,76.66,76.27
77.40,77.06,77.54,76.85
77.28,77.31,77.41,76.72
76.67,77.15,77.25,76.59
77.71,78.06,78.21,77.60
76.92,77.11,77.76,76.80
77.82,76.58,78.06,76.55
77.05,77.10,77.31,76.74
77.57,77.77,77.80,77.32
78.36,78.26,78.73,78.09
79.18,78.49,79.32,78.45
77.56,77.15,77.94,77.00
77.71,77.98,78.08,77.22
77.95,78.15,78.23,77.33
77.77,77.53,78.07,77.28
76.89,77.92,78.11,76.62
77.60,77.86,77.91,77.33
76.17,76.38,76.71,76.03
75.36,76.09,76.39,75.36
75.48,76.13,76.18,75.44
73.19,73.83,74.00,73.00
73.43,71.76,73.58,71.25
73.20,73.23,73.82,72.93
74.27,73.88,74.31,73.64
74.87,75.04,75.23,74.60
74.68,74.70,74.93,74.48
74.00,74.53,74.86,73.91
74.40,74.70,75.10,74.28
74.64,75.00,75.33,74.55
74.73,74.60,74.93,74.52
74.02,74.69,74.80,73.92
75.40,75.70,75.87,75.01
76.46,76.22,76.79,76.10
76.67,76.89,77.29,76.45
77.21,76.75,77.27,76.66
77.62,78.17,78.30,77.46
78.40,78.44,78.83,78.11
78.23,78.39,78.97,78.03
78.76,78.50,78.76,78.26
78.29,77.97,78.45,77.77
77.79,77.09,77.83,76.96
78.15,77.82,78.40,77.66
78.13,78.27,78.48,77.84
78.40,78.83,79.11,78.26
77.12,77.16,77.40,76.49
78.23,78.54,78.71,78.15
79.58,79.01,79.74,78.97
79.72,79.41,79.85,79.27
79.29,79.18,79.35,79.01
79.18,79.27,79.58,78.91
80.22,81.16,81.32,80.09
80.52,81.20,81.35,80.52
81.21,81.37,81.52,81.15
81.51,81.77,81.96,81.43
80.80,80.88,81.25,80.48
80.83,80.47,80.85,80.00
81.04,80.78,81.58,80.75
82.39,82.14,83.08,81.74
82.64,82.90,82.98,82.22
83.22,83.64,83.70,83.01
84.56,83.84,84.74,83.38
83.17,83.95,84.11,82.84
84.13,83.98,84.26,83.46
84.43,83.83,84.58,83.73
82.71,82.99,83.52,82.47
82.34,82.98,83.17,82.21
83.58,83.76,83.91,83.00
83.18,83.22,83.60,82.67
81.74,81.68,82.06,81.45
82.20,81.69,82.34,81.66
81.36,81.71,82.11,81.29
82.21,82.51,82.68,81.85
83.82,84.25,84.51,83.74
85.20,85.09,85.28,84.66
85.29,84.21,85.32,84.12
84.78,85.42,85.53,84.42
84.10,84.61,84.78,84.02
85.01,83.84,85.13,83.68
84.38,84.02,84.54,84.02
83.15,82.92,83.33,82.82
83.77,84.39,84.63,83.50
83.91,82.67,83.98,82.47
83.09,82.86,83.25,82.58
83.24,82.84,83.28,82.50
81.87,81.45,82.19,81.15
80.47,81.19,81.40,80.38
81.60,80.99,81.82,80.76
81.18,81.25,81.56,81.01
81.71,82.37,82.69,81.61
80.90,80.75,81.41,80.68
79.91,80.64,80.67,79.61
80.54,80.34,80.69,80.05
80.94,81.14,81.53,80.85
80.42,80.97,81.20,80.34
81.01,81.09,81.37,80.61
81.24,81.87,81.97,81.19
81.60,82.42,82.52,81.42
84.31,83.66,84.37,83.57
83.57,83.36,83.67,82.88
83.58,83.63,83.76,83.20
83.52,83.49,83.95,83.07
82.02,81.77,82.25,81.56
80.61,80.64,81.31,80.47
81.05,81.29,81.87,80.93
81.42,80.65,81.75,80.46
80.77,80.58,80.93,80.17
79.97,79.54,80.19,78.94
79.24,79.66,79.91,79.18
80.22,80.52,80.83,79.90
81.67,82.42,82.57,81.46
82.48,82.71,82.98,82.18
82.31,82.22,82.80,82.06
83.25,83.58,83.75,82.51
83.14,81.74,83.15,81.62
82.11,81.90,82.60,81.77
81.51,81.24,82.25,81.19
82.31,80.97,82.36,80.14
80.46,79.45,80.82,79.36
80.33,80.52,80.66,79.29
79.69,76.98,80.11,76.95
78.59,78.21,79.21,76.80
76.28,74.18,77.44,74.10
75.07,74.96,75.46,72.27
74.44,72.80,74.78,72.53
73.14,75.16,75.59,73.14
76.35,76.91,76.92,75.71
77.44,78.30,78.36,77.40
77.12,78.02,78.87,77.12
78.22,77.87,78.65,77.67
76.20,75.78,76.28,74.95
73.76,73.15,74.98,73.05
75.18,73.83,75.18,73.74
74.16,75.26,75.33,73.64
72.40,73.72,73.99,72.33
76.48,75.93,76.96,75.57
77.34,77.85,78.20,76.16
78.46,79.78,79.81,78.42
78.16,78.44,78.91,77.27
79.81,80.26,80.83,79.71
80.58,80.21,80.96,80.14
79.95,80.54,80.82,79.66
78.03,78.47,78.75,77.20
77.70,78.69,78.69,77.46
78.04,77.61,78.85,77.55
76.62,75.97,76.92,75.71
74.50,75.54,75.62,74.49
75.89,76.14,76.37,75.19
77.01,77.67,78.19,76.21
77.89,78.12,78.18,77.09
77.94,78.53,78.66,77.76
76.01,76.23,76.65,75.53
77.29,77.98,78.63,76.96
77.55,75.89,77.90,75.89
73.77,74.11,74.37,73.27
74.18,75.16,75.30,74.07
76.46,77.34,77.43,75.75
79.15,79.10,80.00,78.87
79.29,77.41,79.55,77.38
78.35,77.37,78.41,76.43
76.26,75.93,76.94,75.75
75.53,75.15,76.76,75.15
74.22,75.58,75.65,73.23
75.90,76.54,76.59,75.41
76.50,78.46,78.49,76.06
79.67,78.57,79.68,78.44
79.18,79.59,80.06,79.18
79.55,79.78,79.88,79.31
80.44,81.65,81.92,80.35
80.89,81.62,81.75,80.65
81.84,82.21,82.37,81.46
81.07,79.72,81.22,79.52
79.81,81.17,81.90,79.39
83.57,83.29,84.39,83.02
83.54,83.57,83.86,82.84
84.95,84.73,85.22,84.24
85.20,85.61,85.88,85.10
84.25,83.28,84.34,83.09
84.44,84.34,84.50,82.93
84.81,85.26,85.71,84.00
85.75,84.75,86.00,84.63
84.56,82.88,84.74,82.84
81.46,82.20,83.10,81.15
82.18,82.14,82.48,81.64
83.44,84.54,84.63,82.52
83.99,83.98,84.31,83.01
83.60,84.58,84.64,83.53
85.00,85.71,85.82,84.79
83.90,83.31,84.30,82.82
83.83,83.21,83.83,82.25
84.30,85.38,85.41,84.23
84.19,83.66,84.27,83.38
84.78,85.01,85.28,84.35
82.90,82.95,83.95,82.78
83.90,83.58,84.46,83.16
83.33,82.79,83.51,82.44
80.99,80.98,81.30,80.44
81.74,81.91,82.46,81.36
80.20,79.56,80.38,79.45
80.32,80.01,81.11,79.96
82.24,82.05,82.48,81.76
82.00,82.72,83.30,81.86
85.22,85.61,85.89,84.98
85.62,84.89,86.09,84.64
84.66,84.42,84.83,84.08
85.26,84.68,85.29,84.16
84.96,85.12,85.48,84.61
85.25,86.03,86.30,85.06
86.21,85.60,86.42,85.46
85.00,85.32,85.59,84.80
85.95,85.93,86.05,85.49
86.30,85.42,86.78,85.20
84.95,84.14,85.04,84.07
84.61,84.51,84.70,83.92
84.44,83.90,84.68,83.52
84.16,83.76,84.38,83.55
84.57,84.86,85.00,84.48
84.39,84.70,84.82,83.90
84.86,85.63,85.83,84.61
85.84,86.19,86.19,85.65
86.24,86.65,86.80,86.07
86.87,86.35,86.99,86.29
86.28,87.15,87.17,86.16
87.02,87.42,87.49,86.86
88.11,88.60,89.43,87.95
88.22,88.26,88.49,87.83
87.86,88.01,88.01,87.37
87.56,86.96,87.58,86.65
87.90,87.63,87.90,87.18
87.99,87.67,88.09,87.43
85.50,86.22,86.44,85.30
86.03,86.12,86.33,85.64
84.89,85.32,85.44,84.44
86.26,85.83,86.40,85.64
86.08,86.53,86.58,85.91
85.23,85.64,85.74,85.15
86.81,86.34,86.81,86.03
86.62,86.44,86.84,85.92
87.56,87.98,88.00,87.39
88.27,88.96,89.00,87.78
89.62,88.93,89.65,88.55
88.94,89.15,89.35,88.30
88.50,89.00,89.17,88.47
89.05,88.59,89.12,88.24
90.39,90.80,91.10,90.34
90.20,90.59,90.67,90.01
91.68,92.86,92.99,91.43
92.79,93.02,93.25,92.65
93.04,93.65,93.74,92.85
92.99,92.66,93.15,92.18
93.02,93.02,93.08,92.29
93.38,93.40,93.44,93.02
94.20,94.55,94.76,94.04
94.58,94.69,94.69,93.87
94.61,93.90,94.65,93.51
94.05,95.26,95.26,93.96
94.71,94.97,95.02,94.40
94.01,93.58,94.07,93.53
93.68,94.00,94.21,93.62
93.93,94.20,94.38,93.61
94.73,94.60,94.90,94.46
94.07,94.80,95.16,93.93
95.03,95.75,95.76,94.87
95.79,95.56,96.01,95.40
96.14,96.63,96.91,96.12
95.67,95.66,95.75,95.09
97.04,97.08,97.30,96.49
95.64,94.72,95.70,94.60
94.93,95.01,95.31,94.77
95.91,96.44,96.48,95.85
96.66,96.87,96.91,96.18
96.72,96.88,97.34,96.53
96.52,97.76,97.76,96.50
96.90,96.68,97.01,96.26
96.13,96.06,96.26,95.58
96.84,96.27,97.05,96.06
96.21,96.18,96.46,96.09
95.54,96.26,96.41,95.45
96.39,96.80,96.97,96.25
96.12,96.43,96.63,96.07
95.80,96.20,96.29,95.23
97.95,98.13,98.30,97.78
97.87,97.76,98.00,97.50
97.62,96.88,97.67,96.49
96.20,96.87,96.88,96.00
96.45,96.50,96.67,96.05
97.39,99.28,99.51,97.20
98.60,97.99,99.02,97.53
97.02,96.83,97.49,95.92
96.41,96.58,96.75,96.08
96.00,96.27,96.52,95.71
96.76,95.10,96.84,94.83
95.56,96.13,96.25,95.50
97.03,97.79,98.35,96.94
97.04,96.84,97.08,96.30
98.16,97.95,98.34,97.53
99.97,99.73,100.24,99.18
100.98,101.05,101.23,100.46
101.83,101.72,102.19,101.14
102.28,101.77,102.28,101.44
100.69,100.64,100.74,99.64
100.42,100.75,101.15,100.31
101.20,101.50,101.69,101.04
101.38,101.77,101.88,101.25
101.75,102.20,102.59,101.62
101.10,101.12,101.24,100.58
101.90,102.22,102.32,101.68
101.72,104.01,104.25,101.69
104.33,103.74,104.67,103.34
104.06,102.91,104.22,102.70
102.56,103.19,103.35,102.56
101.20,100.44,101.38,99.83
99.30,100.09,100.85,99.03
99.10,99.00,99.69,98.87
99.12,99.78,100.77,99.12
98.51,99.07,99.78,98.15
98.97,98.83,99.62,98.60
98.71,97.76,98.81,97.73
97.11,95.94,97.27,95.94
94.69,94.58,94.98,94.18
94.89,95.87,95.95,94.58
94.98,95.35,95.97,94.93
93.64,93.42,93.84,92.55
93.63,94.07,94.37,93.28
93.90,94.61,95.00,93.90
96.04,96.03,96.29,95.66
95.51,94.50,95.60,94.50
95.20,95.34,95.75,94.16
93.98,93.40,94.46,93.05
93.50,93.86,94.35,93.13
93.59,93.91,93.99,93.36
96.33,97.88,98.07,96.22
99.36,97.60,99.36,97.50
98.26,98.61,98.87,98.04
99.45,97.76,99.47,97.58
98.88,98.95,99.18,98.03
99.47,99.18,99.84,98.80
99.44,99.35,99.75,99.05
99.70,99.60,100.07,99.23
99.84,100.24,100.88,99.58
99.73,99.94,100.68,99.72
100.51,100.50,101.47,100.27
100.29,99.19,100.87,99.12
100.03,99.41,100.09,99.10
99.40,98.64,99.45,98.42
99.40,100.33,100.56,99.21
101.11,101.04,101.69,100.89
100.17,101.43,101.43,99.55
103.49,103.07,103.49,102.63
102.93,104.06,104.06,102.88
103.55,103.59,103.91,103.19
102.61,102.55,102.91,102.48
102.92,103.10,103.43,102.78
103.16,102.53,103.20,102.22
103.72,103.05,103.83,102.63
104.10,103.36,104.13,102.77
102.43,102.92,103.13,101.98
103.44,104.37,104.54,103.43
104.86,104.38,104.91,104.05
104.86,105.17,105.38,104.47
105.56,105.72,105.80,105.32
106.25,106.17,106.71,105.90
106.64,105.50,106.77,105.30
103.60,103.14,103.72,102.85
103.23,102.40,103.29,101.95
102.63,102.70,103.36,102.37
106.65,106.40,106.85,106.02
107.18,107.21,107.78,106.94
107.98,108.59,108.72,107.89
108.25,106.90,108.25,106.74
108.79,107.73,109.33,107.38
107.20,106.33,107.46,105.72
106.33,106.65,106.87,106.21
106.05,105.70,106.36,105.70
107.11,107.20,107.62,106.66
107.29,106.91,107.50,106.69
106.80,106.91,107.29,106.73
105.94,107.22,107.27,105.74
106.55,106.64,106.87,106.15
107.07,107.02,107.53,106.64
107.74,107.57,107.82,107.15
106.93,107.15,107.30,106.69
106.11,106.04,106.20,105.70
106.33,106.47,106.56,105.80
106.37,105.90,106.53,105.77
106.98,106.45,107.18,106.02
107.20,107.45,108.34,106.65
108.03,107.98,108.76,107.33
108.02,108.00,108.53,107.95
108.02,108.60,108.78,107.95
109.18,109.02,109.49,108.80
110.82,109.90,111.00,109.80
110.54,109.22,110.61,108.88
111.40,111.24,111.53,111.00
110.75,110.85,111.52,110.43
111.97,112.16,112.67,111.81
109.83,109.23,110.15,108.90
108.31,108.31,108.81,108.27
109.29,108.69,109.39,108.54
107.26,107.37,107.87,106.80
108.06,109.30,109.53,107.83
108.31,108.72,109.35,108.20
109.07,108.90,109.58,108.74
110.70,110.98,112.18,110.46
110.83,110.55,111.04,110.39
110.96,111.27,111.39,110.57
111.35,111.21,111.88,110.98
111.39,111.87,112.11,111.26
113.72,112.62,114.38,112.54
112.92,112.30,113.05,111.99
112.86,113.12,113.45,112.47
112.93,112.73,112.95,112.05
114.32,113.62,115.00,113.39
113.95,113.62,114.49,113.27
114.04,114.25,114.48,113.44
116.38,116.02,116.57,115.85
116.50,115.91,116.96,115.56
115.03,115.09,115.44,114.91
113.90,113.41,114.17,113.38
113.00,112.79,113.40,112.59
113.96,113.33,114.00,113.15
113.70,113.48,114.04,113.30
114.43,113.94,114.45,113.49
115.30,115.13,115.32,114.59
114.24,114.60,114.98,114.20
112.98,113.09,113.63,112.98
113.62,112.87,113.70,112.75
114.10,113.45,114.26,112.92
111.84,111.73,112.00,111.00
112.65,112.53,113.05,112.34
114.31,114.04,114.83,113.90
114.12,113.87,114.48,113.37
114.37,114.24,114.80,113.85
115.95,116.24,116.49,115.77
115.86,115.23,116.15,114.91
114.94,114.32,115.09,114.11
115.79,116.14,116.24,115.37
115.34,115.20,118.44,114.22
114.69,113.95,115.13,113.85
114.36,114.68,114.90,114.00
114.67,114.03,114.92,114.02
114.95,115.38,115.70,114.67
115.28,114.50,115.50,114.30
114.15,114.47,114.61,114.00
114.72,114.37,114.72,113.60
115.30,116.38,116.64,115.30
117.44,117.66,117.79,117.08
117.54,117.75,117.95,117.04
120.57,120.69,120.72,120.07
119.95,119.68,120.03,119.47
120.54,119.88,120.65,119.81
119.78,120.27,120.41,119.43
119.84,120.06,120.29,119.59
119.27,119.57,119.77,118.93
119.66,119.53,120.00,119.31
119.98,119.53,120.00,119.30
119.83,119.48,119.89,119.16
119.85,119.04,119.85,118.95
120.30,120.45,120.50,119.86
121.00,121.12,121.39,120.71
119.63,119.01,120.00,118.72
119.19,118.60,119.46,118.60
118.56,118.06,118.73,117.90
118.66,117.85,119.01,117.75
118.49,118.86,119.02,118.40
118.66,119.56,119.57,118.61
120.34,118.93,120.47,118.75
120.43,119.92,120.45,119.84
117.63,116.78,118.15,116.50
117.78,116.63,117.78,116.01
116.52,116.71,117.33,116.23
117.07,116.82,117.08,116.29
116.36,116.19,116.80,116.11
115.70,116.58,116.87,115.53
118.89,118.84,118.99,117.86
117.03,117.37,117.93,117.01
116.08,117.17,117.24,116.03
116.44,116.72,116.72,116.18
116.33,116.30,116.56,115.74
115.35,115.39,115.97,115.17
114.52,115.38,115.55,114.52
116.33,115.84,116.37,115.28
114.76,115.40,115.56,114.74
114.88,115.90,116.31,114.88
115.04,116.19,116.19,115.01
117.16,117.23,117.28,116.66
117.70,117.70,117.79,117.03
116.62,117.14,117.27,116.35
118.17,118.03,118.70,117.98
117.36,117.50,118.09,117.19
117.71,118.03,118.03,117.14
117.66,117.17,117.74,116.80
117.93,118.06,118.29,117.75
118.38,117.28,118.50,117.03
119.70,119.30,120.05,118.75
121.55,119.91,121.55,119.80
119.40,118.24,119.76,118.06
118.38,117.58,118.46,117.48
117.78,117.99,118.05,116.95
118.65,118.04,118.89,117.56
119.11,119.16,119.56,119.00
118.04,117.32,118.30,117.12
117.95,118.18,118.71,117.80
119.17,118.70,119.23,118.22
119.60,119.44,120.04,119.04
119.63,119.98,120.55,119.38
120.00,120.14,120.26,119.56
120.30,119.25,120.57,119.17
118.75,118.73,119.11,118.08
120.32,120.91,121.09,119.67
118.40,118.20,119.03,118.10
118.85,118.69,119.61,118.31
117.74,118.52,118.77,117.51
119.33,119.71,120.21,119.27
118.41,118.69,118.86,118.22
119.16,119.74,119.80,118.59
120.60,120.80,120.93,120.43
120.66,120.51,121.12,120.22
120.89,120.14,120.94,120.00
119.57,119.46,119.64,119.00
119.21,119.20,119.40,119.06
119.13,119.31,119.73,118.90
118.96,118.92,119.01,118.45
119.78,121.68,121.76,119.46
121.46,121.08,121.95,120.95
121.34,120.96,122.00,120.82
122.68,123.00,123.58,122.30
123.84,122.80,123.89,122.45
121.69,122.06,122.78,121.58
123.04,123.89,124.20,122.92
123.66,123.29,124.20,123.01
122.54,123.23,123.28,122.42
121.85,123.43,123.54,121.80
125.05,125.84,126.46,124.94
125.93,125.55,126.20,125.47
125.69,126.36,126.62,125.53
127.38,125.74,127.51,125.61
123.57,124.74,124.99,123.53
122.05,122.92,123.02,121.61
124.00,123.26,124.02,122.95
120.29,121.02,121.47,119.84
120.53,121.78,122.69,120.48
122.39,123.03,123.44,122.17
122.56,122.75,122.86,121.78
121.85,121.03,122.52,121.01
121.34,120.95,121.45,120.01
121.19,120.40,121.47,119.87
121.28,120.53,121.39,120.34
120.90,120.97,121.14,120.28
120.08,120.49,120.70,119.60
121.78,123.12,123.21,121.60
121.12,121.20,122.03,120.87
121.09,120.12,121.37,119.90
120.28,120.34,120.60,120.11
120.97,121.38,121.69,120.67
121.69,122.20,122.28,121.10
122.76,122.25,123.19,122.15
121.99,122.81,122.87,121.88
123.17,123.45,123.47,122.70
123.37,122.55,123.40,122.51
122.58,122.95,123.11,121.90
122.96,123.55,124.30,122.89
123.20,122.95,123.70,122.77
124.06,123.92,124.26,123.63
124.67,124.53,124.91,124.38
124.87,125.78,126.29,124.70
125.06,125.45,125.56,125.04
125.32,124.95,125.70,124.83
122.64,123.20,123.40,122.50
124.12,123.99,124.63,123.93
122.66,123.09,123.81,122.30
123.35,123.16,124.57,122.70
121.90,121.81,122.08,120.36
121.69,122.35,122.56,121.63
123.96,122.93,124.36,122.76
121.83,119.63,121.83,119.45
119.68,119.69,120.37,119.54
118.42,118.26,119.05,118.20
119.24,119.26,119.72,118.45
120.19,119.16,120.30,118.85
119.07,117.47,119.09,117.44
118.00,118.88,119.05,117.52
119.43,121.64,121.88,119.25
120.87,121.46,121.51,120.24
118.17,118.34,118.93,118.03
119.55,117.97,119.59,117.85
118.08,119.47,119.71,117.83
117.87,117.76,118.52,117.61
119.70,118.93,120.17,118.47
117.41,117.90,118.43,117.25
119.86,118.65,121.00,118.55
115.64,113.70,115.89,113.32
