MELI,MercadoLibre,NASDAQ
162.00,165.62,167.09,161.50
165.37,159.96,168.14,158.88
161.49,158.61,162.66,157.50
158.37,153.68,158.51,152.24
154.18,156.82,158.88,154.08
156.66,157.74,159.85,156.52
158.74,159.25,161.41,158.01
159.13,154.97,159.87,154.51
155.74,153.08,155.95,152.78
154.18,152.89,154.18,150.29
153.62,154.40,154.97,151.73
153.93,156.45,158.72,152.91
157.04,156.66,158.32,154.72
156.75,158.50,160.71,156.10
158.18,155.62,158.22,155.42
155.37,158.51,158.94,154.92
158.88,156.14,158.88,155.82
158.91,161.02,162.77,157.95
162.24,165.82,165.88,160.69
166.72,171.28,172.79,166.06
171.16,172.16,173.00,171.16
172.61,174.11,175.56,172.61
174.89,177.79,178.86,173.96
178.35,176.75,180.72,174.19
176.75,173.19,177.51,173.03
173.12,176.45,176.90,173.12
