OIS,Oil States International,NASDAQ
44.16,44.35,44.73,43.88
45.01,45.73,45.92,44.94
45.60,44.87,45.84,44.79
44.88,45.14,45.56,44.49
44.80,46.43,46.65,44.80
46.78,46.55,46.95,45.05
46.81,47.00,47.15,46.21
46.58,47.25,47.65,46.46
47.65,47.97,48.49,47.44
47.82,47.24,48.03,46.91
47.71,47.60,47.79,47.00
47.62,48.79,48.92,47.62
48.76,48.85,49.18,48.68
48.79,48.62,48.79,48.24
48.95,49.63,50.00,48.83
49.43,49.01,49.71,48.10
49.46,50.17,50.26,49.31
50.38,50.07,50.66,49.48
49.21,49.00,49.52,48.48
49.15,49.90,50.33,49.15
49.99,49.14,50.61,48.78
49.50,50.71,50.75,49.50
51.28,51.17,51.67,50.96
51.02,51.49,51.77,50.83
51.04,51.27,51.53,50.54
51.59,50.86,51.76,50.33
50.60,51.12,51.28,50.53
51.76,51.26,52.12,50.90
51.73,51.84,51.91,51.29
52.06,51.84,52.10,51.04
52.46,54.44,54.53,52.46
53.61,53.47,54.50,53.20
52.02,54.69,54.81,52.02
55.29,56.11,57.16,55.13
56.32,56.99,57.00,55.61
56.41,58.00,58.45,56.36
57.01,56.69,57.50,56.25
57.23,56.99,57.41,56.59
56.22,55.33,56.34,54.75
55.25,56.12,56.53,55.08
56.95,58.46,58.73,56.84
58.30,57.96,58.30,57.46
57.64,58.26,58.41,57.22
57.30,57.16,57.34,56.74
57.60,59.06,59.44,57.60
58.46,58.29,58.78,58.08
58.03,58.33,58.68,57.01
57.46,59.33,59.72,57.16
60.30,60.50,61.08,60.30
60.75,60.95,61.66,60.60
60.39,62.34,62.50,60.08
62.00,62.83,62.97,61.70
63.60,62.62,63.63,62.20
62.79,62.69,63.17,62.42
62.89,62.66,62.89,62.14
62.79,62.95,63.21,62.41
63.32,63.52,64.00,63.29
63.58,62.70,63.97,62.17
62.63,61.69,63.21,61.60
61.74,63.20,63.38,61.12
63.22,63.90,64.45,62.87
64.19,63.06,64.48,62.87
63.41,65.31,65.33,63.22
65.31,64.83,65.98,64.61
64.72,64.74,65.12,64.22
64.50,63.70,64.50,63.24
63.84,63.79,64.03,63.11
63.89,64.81,65.18,63.88
64.81,64.38,65.19,64.29
64.35,64.09,64.68,64.07
64.78,65.08,65.35,64.51
65.36,62.97,65.83,62.60
62.46,63.47,63.58,61.83
63.53,61.40,63.71,60.76
61.52,62.66,62.70,61.40
62.40,62.48,62.63,61.81
62.95,64.13,64.21,62.95
64.79,64.81,65.87,64.69
65.01,65.10,65.58,64.09
64.91,66.18,66.53,64.49
66.11,66.31,66.42,65.69
66.28,65.69,67.26,65.52
65.00,64.10,65.12,63.62
64.94,63.01,65.18,62.70
62.97,63.00,63.37,61.99
62.94,62.89,63.06,62.11
63.26,65.59,66.12,63.19
65.35,65.90,66.32,64.60
66.02,65.70,66.53,65.16
65.92,67.76,68.61,65.38
68.19,68.13,70.65,67.61
67.68,67.14,67.99,66.80
67.09,66.83,67.19,66.23
66.69,66.56,66.77,66.08
66.69,68.23,68.34,66.69
68.23,68.41,68.58,67.75
68.30,69.11,69.33,68.13
68.66,70.00,70.31,68.01
69.82,72.52,73.05,69.82
72.35,74.58,74.73,72.25
74.40,73.89,74.53,73.27
74.23,74.59,76.11,73.95
74.30,75.41,75.70,73.86
75.99,74.65,76.25,72.23
73.78,72.43,74.87,71.24
72.17,71.61,72.91,70.47
71.46,70.55,72.12,68.92
71.00,73.38,73.46,70.79
73.47,72.79,73.83,70.90
73.13,71.75,73.72,71.57
71.53,73.18,73.43,71.15
74.93,75.97,76.05,73.78
75.79,76.80,76.96,75.33
76.65,77.41,78.43,76.01
77.13,75.20,77.60,75.15
75.37,73.16,75.77,73.00
72.02,70.55,72.47,69.23
69.72,72.80,73.68,69.14
71.77,72.14,72.42,70.61
68.98,70.31,70.99,68.49
70.16,68.26,71.23,67.48
69.34,69.72,70.45,68.69
70.54,69.01,70.76,68.81
70.00,72.92,73.01,69.90
72.90,73.28,74.06,72.59
72.90,73.00,73.24,71.99
73.23,73.33,73.84,71.94
73.65,74.37,75.28,73.06
74.48,73.51,75.18,73.44
73.12,74.30,74.40,72.76
74.50,73.98,74.86,73.53
74.11,76.14,76.33,73.69
76.51,75.76,77.45,75.53
75.80,75.11,76.61,74.86
75.25,79.75,80.72,75.25
80.03,76.67,80.12,75.73
76.22,76.26,77.49,75.90
77.49,77.51,78.47,77.08
77.39,75.20,77.94,75.15
74.24,73.37,74.45,72.71
73.67,73.87,74.52,73.10
73.59,76.13,76.29,73.24
77.23,79.31,79.80,76.15
77.65,76.75,77.82,76.00
76.88,77.58,77.87,76.16
79.11,79.14,79.26,77.82
79.53,80.68,81.70,79.53
80.96,78.52,81.23,78.25
78.34,78.85,79.14,78.22
78.81,78.73,79.16,75.88
80.76,80.03,81.57,78.97
80.79,83.01,83.13,80.79
83.01,80.37,83.01,79.66
79.93,80.04,80.49,79.29
79.88,78.23,80.00,77.08
76.94,75.39,78.34,74.68
76.66,75.00,77.37,74.54
75.13,77.28,77.70,74.96
77.59,78.25,79.06,76.99
77.82,77.28,78.89,76.12
77.02,74.74,77.43,73.98
74.62,73.62,74.88,73.10
72.82,72.16,74.76,71.86
71.75,71.37,72.18,69.77
71.80,74.05,75.28,71.42
74.74,75.16,75.48,73.89
74.94,74.44,75.45,73.73
72.96,72.66,73.41,71.78
73.27,73.73,74.89,72.99
73.17,76.54,76.81,73.17
75.85,78.49,78.58,75.61
78.85,78.25,80.00,77.98
79.73,79.05,79.97,77.75
78.63,77.40,80.00,77.14
77.33,77.13,78.64,75.77
75.75,76.73,77.79,75.15
76.33,74.38,77.04,74.34
74.87,74.79,75.30,73.76
74.78,74.35,75.99,74.17
74.84,75.00,75.08,73.91
74.25,72.61,74.74,72.53
72.58,70.46,73.05,69.15
71.29,71.44,72.12,71.27
70.62,70.08,71.46,69.72
70.18,69.76,70.24,68.49
70.41,69.91,70.41,69.35
69.24,70.57,70.66,68.62
70.96,72.46,72.88,70.82
72.20,73.07,73.79,72.19
71.45,73.62,73.73,70.51
73.53,72.50,73.73,72.13
71.99,72.89,73.47,71.68
73.57,75.45,75.58,73.55
76.00,77.16,77.78,75.47
77.33,79.91,80.33,77.05
79.68,80.92,81.26,79.30
80.69,81.41,82.04,80.64
81.40,81.97,82.34,80.43
83.33,84.30,84.51,83.08
82.73,83.84,83.90,82.01
82.35,80.97,82.53,80.54
80.91,80.92,81.87,80.35
81.54,82.56,84.26,81.51
83.30,81.44,83.30,81.22
82.17,82.95,82.97,81.11
82.79,81.51,82.87,80.96
82.38,83.94,84.23,82.38
84.04,84.50,84.71,83.38
84.86,84.72,85.45,84.38
84.94,85.50,85.96,84.68
83.96,84.89,85.76,83.96
85.18,84.60,85.45,83.99
84.00,81.12,84.39,81.09
81.32,81.43,84.03,81.12
80.15,80.70,81.09,79.13
83.43,81.87,83.94,79.87
82.00,83.39,87.00,82.00
83.95,83.30,84.67,80.07
81.96,75.89,81.96,75.84
76.74,71.72,77.50,69.23
68.69,62.78,69.05,62.38
64.47,64.54,64.68,60.51
63.24,60.88,64.49,60.68
61.36,65.02,66.24,60.80
66.03,68.44,68.54,65.60
69.40,71.20,71.29,69.40
70.07,69.78,70.96,69.44
70.77,68.81,71.24,68.64
65.70,62.24,65.70,61.51
61.12,58.64,62.89,58.63
60.46,56.87,60.79,56.67
57.42,60.32,60.40,56.42
60.10,60.37,60.66,58.72
61.03,58.42,61.47,58.28
57.85,61.04,61.35,57.53
62.30,63.62,63.71,62.28
62.86,65.01,65.52,62.54
65.51,66.08,67.14,65.24
66.25,66.79,67.64,65.83
64.68,62.67,64.78,62.11
59.39,60.26,60.39,57.71
61.52,64.33,64.46,61.52
63.85,63.23,64.93,62.70
61.95,60.51,63.36,60.03
58.97,60.37,61.15,58.58
60.59,62.03,62.62,59.98
62.49,62.81,64.14,60.65
63.61,64.96,64.99,62.66
64.82,64.57,65.36,63.68
62.49,63.30,63.84,61.57
63.77,61.19,63.97,61.14
61.19,58.32,61.81,58.26
56.04,51.68,56.04,50.37
51.28,51.22,52.51,50.60
51.06,53.73,53.87,49.40
55.13,55.95,58.37,55.13
55.97,53.12,56.44,52.92
54.96,52.75,54.96,51.28
51.42,50.92,52.86,50.57
50.36,46.95,50.74,46.89
46.17,50.40,50.49,44.77
50.63,52.73,53.06,49.01
52.70,54.59,54.76,51.85
55.05,53.69,55.51,52.65
55.67,58.71,58.73,55.65
57.67,58.96,59.99,57.58
59.45,60.96,61.85,59.28
60.47,61.12,61.83,58.93
62.38,64.55,65.00,61.70
64.33,63.37,65.19,63.21
63.73,65.90,66.40,61.74
65.67,64.27,67.04,63.95
63.80,64.58,64.86,62.56
65.71,65.63,66.85,64.83
66.17,69.25,69.41,66.17
69.16,67.00,69.39,65.94
68.42,68.58,69.12,65.47
71.58,73.48,74.70,71.30
72.39,72.79,73.76,71.75
70.99,69.61,71.13,69.57
66.15,67.32,68.56,65.36
68.89,68.45,69.09,67.01
69.59,71.18,71.31,68.48
72.21,74.13,75.70,70.89
74.51,74.20,76.24,72.55
74.99,74.35,74.99,72.40
71.58,71.36,73.38,70.80
73.12,72.10,73.53,70.58
72.30,73.40,73.93,72.10
72.96,72.70,73.89,71.90
72.30,72.54,73.29,71.06
71.99,72.81,75.35,71.39
72.00,69.19,73.10,67.86
69.93,69.67,70.49,68.38
67.76,67.74,68.28,66.50
67.77,66.72,68.66,66.22
65.32,63.40,65.90,62.86
63.23,63.38,64.80,63.10
66.96,67.91,68.47,66.40
68.15,69.15,70.16,67.07
72.65,75.25,75.26,72.63
74.58,75.43,76.74,74.42
75.99,75.86,77.44,75.04
77.81,77.12,78.53,76.14
76.98,76.71,77.76,76.05
76.11,76.97,77.59,74.57
76.10,73.79,77.05,73.43
74.35,76.64,77.02,74.35
75.17,73.94,75.17,72.62
74.95,72.25,76.03,71.88
71.46,70.14,71.91,69.93
71.74,68.88,72.12,68.42
69.70,71.98,72.42,69.60
72.82,70.63,73.23,70.48
72.73,74.67,75.48,72.32
75.09,75.19,75.61,72.13
75.56,75.23,76.63,74.80
75.56,76.02,76.34,74.76
75.47,75.91,76.50,75.29
75.79,74.09,76.36,74.00
74.50,75.57,75.83,74.04
75.72,76.37,77.17,75.42
78.53,77.46,78.93,76.66
77.07,77.32,78.29,76.20
76.88,77.57,77.88,75.26
77.59,76.71,77.95,75.86
77.06,77.59,78.32,76.88
78.98,79.64,79.84,77.45
78.97,78.16,79.38,77.41
78.62,77.32,78.94,76.70
76.47,76.21,76.96,75.17
77.57,77.85,78.75,76.45
77.87,80.55,80.66,77.69
81.39,82.16,82.89,80.81
81.96,80.49,82.74,79.74
80.81,80.53,81.53,79.79
79.50,80.06,80.31,78.39
79.96,82.37,82.88,78.33
82.89,79.49,82.99,78.88
79.02,80.37,80.86,79.02
79.28,78.46,79.57,77.51
79.29,79.69,80.18,78.76
80.10,80.67,81.58,79.60
80.66,81.37,81.90,80.66
82.83,83.72,84.20,81.74
83.10,84.91,85.10,82.70
84.83,84.89,85.17,83.94
85.62,85.11,85.81,84.53
85.29,84.69,85.81,83.77
82.89,82.98,84.47,82.47
83.95,83.67,84.60,82.35
83.26,83.78,84.15,82.96
84.21,82.76,86.85,82.09
83.08,84.63,84.73,82.23
85.18,83.88,85.29,80.72
82.89,85.71,85.84,82.89
85.48,86.14,87.15,85.48
86.43,86.20,86.95,85.23
86.62,85.67,87.65,85.61
84.97,84.00,85.21,83.45
84.23,83.67,84.88,83.06
83.98,81.22,84.93,80.85
81.92,84.35,85.98,81.84
84.24,83.16,85.76,82.30
83.19,81.50,83.37,80.88
79.86,79.32,80.23,78.90
79.51,81.61,81.77,79.01
82.61,83.10,83.87,81.99
83.18,83.88,85.93,83.05
83.77,80.98,83.84,80.70
81.84,82.01,82.47,80.88
82.07,80.60,82.19,80.03
80.82,81.76,82.30,79.76
81.51,83.03,84.32,81.50
83.04,83.31,84.41,82.26
82.20,82.07,82.58,81.25
81.97,81.62,82.45,80.48
80.72,78.69,81.36,78.28
78.77,80.95,81.44,78.71
81.91,81.58,82.49,80.94
81.56,79.89,81.70,79.39
79.46,78.73,80.18,77.75
78.28,78.02,78.93,76.83
78.82,78.06,78.98,77.42
78.01,79.20,80.31,77.30
79.39,80.47,80.59,78.58
78.47,79.27,80.30,78.47
78.98,78.77,80.63,78.38
77.35,77.39,78.47,76.64
77.44,75.02,77.96,74.32
76.46,75.05,76.55,74.84
75.24,77.42,77.73,75.17
77.07,74.73,77.14,74.60
74.39,70.93,74.89,70.84
71.86,72.43,72.99,71.00
72.22,72.45,73.27,71.33
72.10,71.99,73.14,71.10
72.59,70.52,73.45,70.35
69.05,70.11,71.11,68.15
70.58,71.72,72.63,69.56
72.17,72.73,73.13,71.38
72.71,73.81,74.20,72.26
82.42,78.79,82.83,78.22
78.61,79.58,79.95,78.45
79.88,79.75,81.49,79.03
78.57,79.23,79.57,77.98
79.42,78.92,79.49,78.25
77.69,77.39,78.28,76.71
76.92,76.54,77.09,75.27
75.56,76.39,76.49,73.56
74.93,74.67,75.93,74.44
75.85,75.19,76.51,74.70
74.39,74.49,76.33,73.93
73.16,72.44,73.30,72.23
72.71,70.60,73.18,70.38
71.06,69.65,72.22,69.46
69.60,67.69,69.93,67.59
68.03,67.19,69.03,66.88
67.58,69.70,69.75,67.35
69.46,68.17,70.48,67.76
67.21,69.53,69.55,66.56
69.74,68.43,69.87,67.44
68.62,68.10,69.19,67.68
69.04,70.56,71.32,69.04
69.15,67.69,69.28,67.35
67.56,66.57,67.80,64.90
65.35,62.55,65.36,62.47
62.71,61.56,63.04,60.61
61.26,63.20,63.89,60.97
63.92,65.03,65.68,63.72
66.20,66.75,68.27,66.00
66.04,66.22,66.71,64.59
66.88,64.85,67.64,64.73
65.28,66.05,66.15,64.47
67.01,65.94,67.61,65.39
65.98,67.02,68.00,65.58
67.79,68.32,68.43,67.07
67.37,67.20,67.66,66.29
68.02,69.61,69.86,67.90
69.45,69.01,70.46,68.47
69.00,64.54,69.30,64.46
65.14,62.97,65.19,62.97
61.62,61.28,61.78,60.45
61.25,61.91,62.13,60.03
62.08,62.37,62.78,61.61
61.71,63.12,63.62,61.71
65.26,66.20,66.28,64.47
66.48,66.11,66.87,65.35
66.72,68.85,69.14,66.72
68.28,68.35,69.34,67.38
67.09,68.10,68.30,67.00
68.09,69.08,69.27,67.03
69.82,66.90,70.22,66.27
67.10,68.15,68.47,67.10
67.08,68.29,68.79,65.17
68.64,70.40,70.77,68.64
69.88,70.49,71.05,69.11
71.31,72.31,72.40,70.18
71.90,73.97,74.05,71.88
74.50,74.26,74.97,73.89
73.76,74.15,75.00,73.40
71.92,73.25,73.73,71.32
73.40,72.02,73.76,70.97
72.75,72.44,73.13,71.26
74.34,74.58,74.99,73.63
75.22,77.23,77.72,74.49
76.87,76.13,77.36,74.62
76.38,72.70,77.10,72.46
75.85,74.87,78.25,73.27
74.16,73.74,75.27,72.72
76.20,76.76,77.00,75.34
77.00,77.43,77.94,76.79
78.50,79.05,80.00,78.31
78.47,78.73,79.54,77.94
78.74,79.64,80.47,78.15
78.66,79.25,79.40,78.27
79.33,78.78,79.58,78.00
79.35,78.64,79.53,78.33
78.60,79.57,79.59,78.18
79.33,80.74,81.03,79.33
80.50,80.70,80.94,80.02
80.48,79.97,80.78,79.90
80.41,78.45,80.74,78.12
78.38,79.40,79.58,78.02
79.04,77.57,79.52,77.22
77.62,78.91,79.30,76.96
79.07,78.48,79.62,78.06
78.22,78.67,79.36,77.87
79.61,78.90,80.59,77.92
78.39,76.77,78.44,76.29
77.90,78.24,78.89,76.79
77.93,78.89,79.15,77.18
78.55,79.06,79.69,78.25
79.89,80.47,82.00,79.75
80.50,82.77,83.38,80.34
83.02,81.68,83.33,81.58
81.99,83.01,83.60,81.93
83.19,83.21,83.99,82.60
83.37,84.41,85.00,81.85
85.00,86.65,87.63,84.80
86.46,85.43,87.30,85.34
85.50,83.94,85.83,83.18
84.20,83.37,84.79,82.69
82.29,82.95,83.33,81.59
83.92,83.16,85.24,83.09
86.05,82.02,86.83,81.31
82.81,80.37,83.11,80.21
80.26,78.77,80.52,78.18
79.58,80.37,80.37,78.88
79.90,79.46,80.59,79.31
79.89,78.88,80.46,78.33
79.13,79.07,79.43,78.28
78.96,75.10,79.04,74.58
75.50,77.36,77.36,74.87
77.96,76.42,78.01,76.20
75.86,76.13,76.71,75.55
76.09,75.30,76.99,75.26
74.99,74.48,75.36,73.87
75.36,74.70,75.77,74.61
74.45,73.37,74.65,73.09
74.10,74.70,74.95,72.78
75.04,76.31,77.12,74.90
76.49,77.69,77.92,75.41
77.33,76.98,77.77,76.63
76.44,75.17,76.90,74.81
74.94,74.45,75.39,73.33
72.91,73.24,73.83,71.59
73.60,72.12,73.99,71.91
72.91,72.90,73.22,71.56
72.78,72.91,73.54,71.91
72.84,73.10,73.61,70.15
71.04,71.74,74.34,70.28
72.86,69.74,72.86,69.68
69.80,70.88,71.10,69.59
70.86,70.00,71.00,69.53
68.54,67.48,68.68,66.94
67.50,65.77,67.80,65.72
65.40,66.09,67.80,65.13
65.37,66.06,66.81,65.37
64.80,65.14,66.60,64.80
65.47,65.11,66.08,65.02
65.41,64.40,66.02,63.92
64.85,64.93,65.48,63.42
66.11,66.83,66.98,65.74
66.47,66.81,67.26,66.31
66.72,66.75,67.32,66.08
65.90,68.13,68.20,65.90
67.52,67.11,67.86,67.04
67.12,66.73,67.75,66.51
66.27,68.56,68.81,65.59
68.87,68.85,69.33,68.20
68.94,70.72,71.02,68.90
71.64,70.38,72.25,70.20
70.14,68.84,70.75,68.73
69.21,70.20,70.37,68.85
69.93,70.02,70.46,69.55
70.13,69.07,70.23,68.67
69.16,68.77,69.31,68.51
69.23,68.77,69.51,68.56
69.04,68.51,69.35,68.40
68.82,68.19,69.19,67.51
67.56,66.62,67.83,66.56
66.67,66.71,67.09,65.80
66.51,70.07,70.17,66.50
70.46,69.84,70.73,69.34
69.70,71.58,71.67,69.62
69.99,70.01,70.90,69.62
69.74,69.41,69.81,69.08
69.85,69.42,70.28,69.01
70.02,70.28,70.56,69.03
69.66,69.12,69.80,68.76
68.95,71.54,71.74,68.81
73.38,72.64,73.65,71.28
72.53,72.88,74.25,72.39
73.32,74.55,74.57,72.80
73.84,74.91,75.19,73.14
74.53,74.63,74.65,73.81
74.97,76.77,76.88,74.80
77.80,77.54,78.08,76.98
77.42,76.03,77.64,75.45
76.03,75.93,76.15,75.35
75.52,76.60,76.61,75.41
76.41,76.63,76.70,76.05
77.06,76.86,77.36,76.65
77.00,77.62,77.74,76.79
77.79,78.53,78.56,77.18
78.35,77.24,78.57,76.99
77.47,77.24,78.54,76.90
77.89,78.38,78.71,77.41
78.40,78.50,78.91,77.71
78.61,78.16,78.61,77.35
78.40,76.89,78.61,76.73
76.64,77.58,77.80,76.17
78.69,78.30,79.04,77.39
77.55,77.35,77.96,76.99
77.63,77.44,77.69,76.07
76.91,76.73,77.09,75.70
76.94,76.67,77.05,76.03
76.99,78.31,78.31,76.59
78.29,77.91,78.30,77.71
78.17,78.36,78.49,77.66
78.53,79.93,79.93,78.53
79.65,80.95,81.50,79.49
80.59,79.18,80.74,78.51
79.01,80.25,80.50,79.01
79.61,77.80,79.95,77.55
77.38,77.40,77.87,75.59
77.77,78.29,78.32,76.41
78.75,75.01,78.75,75.01
75.59,75.69,76.06,74.09
75.47,76.42,76.81,75.47
76.42,76.15,77.23,76.05
75.57,75.07,75.73,74.84
74.91,73.88,75.77,73.69
74.49,75.30,75.60,74.34
75.74,75.78,75.87,74.94
75.94,77.05,77.51,75.75
77.67,77.62,78.00,77.07
77.62,77.87,77.91,76.94
77.80,78.50,78.85,77.75
78.42,78.51,79.07,78.13
78.74,81.02,81.03,78.72
81.00,82.53,82.63,80.85
81.11,81.36,81.73,80.68
81.45,79.75,81.45,78.32
80.06,79.98,80.45,78.78
79.46,79.85,80.26,79.27
80.10,80.66,80.76,79.76
81.17,81.10,81.85,80.41
81.43,82.61,82.70,81.13
81.73,81.79,82.19,81.03
81.80,81.57,82.31,81.08
81.56,78.91,81.56,78.50
79.14,79.55,79.74,78.35
79.55,77.49,79.63,75.95
77.51,76.85,77.51,75.71
75.36,76.64,76.88,74.97
76.95,77.30,77.83,76.33
77.36,76.46,77.56,75.88
76.54,76.25,77.32,76.17
76.48,78.37,78.39,75.89
77.68,78.20,78.39,77.11
77.01,74.83,77.21,74.59
75.82,76.09,76.17,74.31
75.14,72.83,75.17,72.52
73.26,73.35,73.80,71.36
73.81,73.77,74.19,72.48
74.10,76.23,76.42,74.00
76.23,77.31,77.45,75.32
77.46,78.01,79.39,77.42
78.00,74.80,79.34,73.65
74.36,75.38,75.61,73.68
75.36,76.54,77.52,75.26
83.77,89.36,90.38,83.59
88.04,89.69,90.38,87.34
90.14,91.99,95.84,89.65
92.89,93.63,95.52,92.13
92.61,92.51,93.51,90.91
92.67,94.40,94.50,92.58
93.82,95.47,95.48,92.92
98.85,99.96,100.72,96.92
99.03,100.98,101.18,98.16
100.40,99.89,100.50,98.61
99.43,101.71,101.96,99.39
101.50,101.25,101.82,100.26
101.10,100.86,101.96,100.67
101.10,101.89,102.08,100.67
101.81,103.01,103.15,100.83
102.06,102.20,102.70,101.07
102.54,99.98,103.50,99.75
99.22,99.09,100.29,97.87
98.71,99.12,99.58,98.14
100.95,100.17,101.19,99.59
99.84,99.15,100.00,97.71
98.90,98.85,99.46,97.87
98.46,98.50,100.00,97.77
98.75,98.74,99.36,97.70
98.74,96.63,99.22,95.95
96.21,96.34,97.51,95.52
96.10,97.84,97.85,95.91
91.11,93.58,94.17,90.61
94.12,91.75,94.12,91.71
90.02,90.93,91.57,90.01
91.50,90.38,91.73,90.18
90.01,92.10,92.40,90.01
92.48,91.24,92.55,90.89
91.90,93.25,94.32,91.60
93.14,93.86,94.71,93.14
93.70,93.11,94.73,93.05
91.73,89.95,92.59,89.86
