DYNT,Dynatronics Corporation - Common Stock,NASDAQ
4.14,3.95,4.14,3.75
3.75,3.50,3.95,3.30
3.60,3.75,3.75,3.45
3.50,3.64,3.75,3.40
3.60,3.65,3.65,3.60
3.60,3.65,3.70,3.60
3.60,3.65,3.65,3.50
3.60,3.75,3.75,3.50
3.68,3.65,3.70,3.48
3.60,3.60,3.60,3.60
3.50,3.75,3.75,3.45
3.45,3.70,3.70,3.45
3.45,3.70,3.70,3.41
3.40,3.69,3.69,3.40
3.41,3.74,3.74,3.41
3.40,3.75,3.75,3.40
3.75,4.00,4.00,3.75
3.66,3.90,3.90,3.40
3.74,3.75,3.75,3.74
3.80,3.55,3.80,3.55
3.55,3.70,3.85,3.55
3.70,3.70,3.70,3.70
3.46,3.70,3.70,3.41
3.65,3.70,3.70,3.40
3.30,3.55,3.70,3.30
nan,3.55,nan,nan
3.30,3.30,3.55,3.30
3.30,3.30,3.30,3.20
3.30,3.50,3.50,3.30
3.54,3.50,3.54,3.40
3.50,3.50,3.50,3.50
3.54,3.50,3.54,3.11
3.42,3.42,3.42,3.15
3.45,3.40,3.45,3.40
3.50,3.50,3.50,3.50
3.35,3.55,3.55,3.35
3.50,3.50,3.50,3.36
3.50,3.50,3.55,3.50
3.55,3.55,3.55,3.35
3.55,3.55,3.55,3.40
3.55,3.55,3.55,3.55
3.55,3.55,3.55,3.55
3.40,3.65,3.65,3.40
3.60,3.60,3.60,3.50
3.50,3.55,3.55,3.40
3.50,3.60,3.60,3.38
3.60,3.60,3.60,3.60
3.65,3.55,3.65,3.50
3.55,3.35,3.56,3.15
3.25,3.26,3.26,3.25
3.25,3.46,3.60,3.25
3.50,3.65,3.65,3.50
3.65,3.50,3.65,3.50
3.50,3.50,3.50,3.50
3.65,3.65,3.65,3.65
3.65,3.50,3.65,3.50
3.65,3.69,3.69,3.50
3.65,3.50,3.65,3.50
3.50,3.50,3.50,3.50
3.60,3.60,3.60,3.25
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.59
3.60,3.60,3.60,3.26
3.45,3.60,3.60,3.45
3.25,3.55,3.55,3.25
3.55,3.55,3.55,3.55
3.25,3.50,3.55,3.15
3.54,3.54,3.54,3.54
3.15,3.50,3.50,3.15
3.54,3.54,3.54,3.54
3.15,3.55,3.55,3.15
3.20,3.20,3.50,3.20
3.50,3.50,3.50,3.50
3.45,3.45,3.45,3.45
3.10,3.45,3.45,3.10
3.45,3.45,3.45,3.45
3.35,3.44,3.44,3.16
3.15,3.44,3.44,3.15
3.40,3.40,3.40,3.40
3.35,3.35,3.40,3.35
3.40,3.35,3.40,3.20
3.15,3.35,3.35,3.15
3.20,3.50,3.50,3.20
3.50,3.50,3.50,3.30
3.50,3.55,3.75,3.20
3.50,3.70,3.70,3.50
3.60,3.60,3.60,3.60
3.60,3.35,3.60,3.35
3.35,3.50,3.55,3.35
3.50,3.40,3.50,3.22
3.40,3.40,3.60,3.40
3.60,3.44,3.60,3.23
3.50,3.49,3.50,3.27
3.31,3.32,3.45,3.31
3.30,3.49,3.50,3.20
3.49,3.49,3.49,3.49
3.26,3.45,3.45,3.26
3.40,3.30,3.45,3.30
3.40,3.45,3.45,3.25
3.45,3.60,3.60,3.28
3.45,3.60,3.60,3.45
3.50,3.50,3.50,3.50
3.35,3.50,3.60,3.35
3.45,3.45,3.45,3.45
3.45,3.40,3.45,3.40
3.40,3.40,3.60,3.40
3.36,3.30,3.36,3.25
3.60,3.55,3.60,3.30
3.35,3.53,3.53,3.35
3.50,3.50,3.54,3.50
3.53,3.50,3.53,3.25
3.50,3.50,3.50,3.50
3.35,3.51,3.53,3.35
3.53,3.50,3.53,3.40
3.54,3.53,3.54,3.45
3.40,3.53,3.53,3.40
3.53,3.53,3.53,3.53
3.45,3.45,3.45,3.40
3.35,3.45,3.45,3.20
3.45,3.45,3.45,3.45
3.45,3.45,3.45,3.25
3.40,3.40,3.40,3.20
3.40,3.40,3.40,3.20
3.21,3.38,3.39,3.20
3.22,3.34,3.34,3.22
3.34,3.35,3.40,3.34
3.30,3.25,3.30,3.22
3.20,3.30,3.30,3.20
3.30,3.35,3.35,3.22
3.35,3.12,3.35,3.10
3.35,3.40,3.45,3.34
3.45,3.45,3.45,3.45
3.12,3.39,3.45,3.10
3.44,3.44,3.44,3.16
3.17,3.12,3.33,3.12
3.45,3.44,3.50,3.15
3.40,3.50,3.50,3.27
3.50,3.45,3.50,3.26
3.45,3.45,3.45,3.45
3.40,3.40,3.40,3.40
3.45,3.42,3.45,3.26
3.45,3.45,3.45,3.28
3.45,3.45,3.45,3.45
3.45,3.45,3.45,3.32
3.45,3.45,3.45,3.45
3.45,3.45,3.45,3.20
3.25,3.49,3.49,3.21
3.50,3.20,3.50,3.18
3.25,3.00,3.25,3.00
3.42,3.22,3.42,3.22
3.40,3.25,3.40,3.02
3.20,3.20,3.20,3.03
3.10,3.10,3.10,3.10
3.10,3.05,3.15,3.00
3.05,3.15,3.15,3.01
3.15,3.60,3.67,3.10
3.57,3.50,3.60,3.32
3.57,3.60,3.60,3.50
3.60,3.60,3.60,3.48
3.60,3.60,3.60,3.35
3.60,3.60,3.60,3.60
3.60,3.80,3.90,3.45
3.90,3.90,3.90,3.70
3.90,3.90,3.90,3.70
3.90,4.00,4.00,3.70
4.00,4.15,4.20,3.85
4.15,4.10,4.25,3.76
4.22,4.00,4.22,3.71
4.18,4.08,4.18,3.77
4.15,4.30,4.40,4.15
4.30,4.50,4.50,4.30
4.40,4.70,4.70,4.35
4.70,4.64,4.75,4.35
4.75,4.70,4.75,4.20
4.65,4.65,4.70,4.50
4.65,4.50,4.65,4.25
4.50,4.60,4.70,4.30
4.70,4.65,4.70,4.31
4.32,4.55,4.70,4.30
4.65,4.30,4.65,4.30
4.35,4.60,4.62,4.35
4.65,4.46,4.65,4.46
4.65,4.42,4.65,4.35
4.65,4.70,4.70,4.45
4.70,4.50,4.70,4.26
4.67,4.55,5.10,4.30
4.50,4.70,4.75,4.35
4.70,4.70,4.70,4.70
4.72,4.42,4.72,4.42
4.80,4.40,4.80,4.40
4.35,4.55,4.70,4.32
4.55,4.55,4.55,4.36
4.55,4.40,4.70,4.40
4.35,4.35,4.42,4.35
4.65,4.25,4.65,4.25
4.25,4.30,4.45,4.25
4.45,4.70,4.80,4.35
4.69,4.30,4.80,4.30
4.35,4.55,4.55,4.35
4.65,4.50,4.65,4.44
4.55,5.10,5.25,4.55
5.00,4.80,5.10,4.55
4.95,4.90,5.20,4.70
5.15,5.15,5.20,4.85
4.80,5.04,5.20,4.70
4.95,5.05,5.05,4.90
5.00,5.10,5.20,4.80
5.10,5.20,5.50,5.10
5.25,5.38,5.65,5.15
5.40,5.40,5.40,5.20
5.35,5.30,5.40,5.30
5.30,5.40,5.50,5.30
5.40,5.40,5.40,5.30
5.50,5.00,5.65,5.00
5.00,4.90,5.30,4.81
5.00,5.10,5.25,5.00
5.30,5.85,5.90,5.20
5.85,7.15,7.40,5.60
7.55,8.00,8.10,6.65
7.95,9.25,10.35,7.30
9.25,8.50,9.30,8.05
8.50,9.00,9.00,8.20
8.30,8.35,8.75,7.55
8.45,8.10,8.70,7.95
8.00,8.10,8.24,7.50
8.00,8.00,8.03,7.80
8.00,8.70,9.35,7.80
8.75,9.00,9.00,8.15
9.00,8.70,9.00,8.25
8.95,9.65,9.75,8.65
10.00,9.50,10.05,9.00
9.50,9.35,9.50,8.90
9.35,8.95,9.40,8.90
8.90,9.00,9.20,8.85
9.00,9.05,9.05,8.70
8.90,8.75,9.00,8.30
8.55,8.60,8.75,8.35
8.45,8.35,8.86,8.00
8.25,8.35,8.50,8.00
8.20,8.25,8.35,7.75
8.25,8.04,8.25,8.00
8.05,7.90,8.35,7.75
8.10,8.75,8.75,8.10
8.75,8.85,9.00,8.65
9.00,9.90,10.25,8.91
10.10,9.80,10.70,9.40
9.80,8.75,9.80,8.25
9.55,9.60,9.60,8.80
9.80,9.00,9.80,8.75
9.25,8.85,9.25,8.50
8.90,8.35,8.90,8.35
8.75,8.35,8.75,8.15
8.35,8.00,8.35,7.85
7.95,7.85,8.00,7.80
7.85,8.30,8.55,7.80
8.50,8.00,8.50,7.80
7.95,7.65,8.00,7.65
7.55,7.85,7.95,7.50
7.95,7.60,7.95,7.35
7.85,7.70,7.85,7.20
7.50,7.40,7.85,7.30
7.36,7.50,7.75,7.05
7.50,7.40,7.65,7.00
7.40,7.30,7.45,6.95
7.15,7.05,7.35,6.95
6.90,6.90,7.15,6.35
6.80,6.70,6.80,6.00
6.60,6.40,6.60,6.25
6.35,6.70,6.70,6.25
6.55,6.46,6.75,6.40
6.70,6.80,6.80,6.60
6.65,6.70,6.75,6.35
6.70,6.55,6.75,6.35
6.55,7.10,7.50,6.55
7.10,7.05,7.24,6.85
7.50,7.40,7.60,7.26
7.40,7.29,7.40,7.15
7.35,7.30,7.40,7.20
7.10,7.15,7.30,6.97
7.15,7.30,7.45,7.10
7.45,7.45,7.50,7.15
7.35,7.55,7.55,7.15
7.50,7.50,7.60,7.30
7.50,7.60,7.85,7.40
7.65,7.35,7.65,6.75
7.35,7.00,7.45,7.00
7.25,6.80,7.25,6.60
7.20,7.70,8.15,6.85
8.85,8.50,8.85,8.10
8.45,8.30,8.60,8.00
8.45,8.05,8.45,7.75
8.30,8.25,8.45,7.80
8.25,8.20,8.50,7.90
8.25,8.05,8.45,7.95
7.80,8.30,8.60,7.30
8.50,8.30,8.50,8.05
8.45,8.05,8.50,7.80
7.85,7.75,8.25,7.55
7.60,7.80,8.00,7.30
7.75,7.60,7.75,7.40
7.75,7.60,7.85,7.40
7.58,7.55,7.75,7.05
7.50,7.30,7.75,7.05
7.25,6.85,7.75,6.60
7.20,6.85,7.30,6.55
6.25,6.35,6.80,5.95
6.25,6.50,8.10,6.20
6.25,6.25,6.99,6.05
6.10,6.50,6.65,6.05
6.40,5.90,6.40,5.85
5.90,5.75,5.90,5.25
5.60,6.00,6.25,5.50
5.80,5.75,6.30,5.40
5.85,5.95,6.05,5.75
6.20,6.00,6.20,5.35
6.50,5.85,6.50,5.60
5.90,5.60,5.90,5.50
5.80,5.55,5.80,5.30
5.50,5.45,5.55,5.40
5.35,5.35,5.65,5.35
5.40,5.50,5.75,5.35
5.35,5.45,5.60,5.35
5.40,5.60,5.80,5.25
5.50,5.35,5.65,5.35
5.35,5.35,5.45,5.10
5.30,5.15,5.30,5.00
5.15,5.15,5.30,5.10
5.15,5.40,5.45,5.05
5.50,5.40,5.50,5.20
5.20,5.40,5.55,5.20
5.30,5.40,5.45,5.20
5.55,5.20,5.55,5.05
5.10,5.05,5.35,5.05
5.10,5.35,5.35,5.05
5.45,5.75,5.85,5.15
5.65,5.20,5.75,5.20
5.20,5.30,5.60,5.20
5.15,5.10,5.40,4.76
5.50,5.50,5.50,5.00
5.50,5.40,5.50,5.00
5.50,5.30,5.50,5.00
5.30,4.85,5.30,4.42
4.55,4.35,5.00,4.00
4.35,4.00,4.40,4.00
4.00,3.55,4.15,3.55
3.65,4.00,4.14,3.25
3.80,3.52,3.84,3.25
3.50,3.30,3.65,3.11
3.26,3.39,3.68,3.15
3.60,3.28,3.60,3.23
3.23,3.26,3.40,3.23
3.25,3.60,3.75,3.23
3.69,3.67,3.71,3.40
3.51,3.60,3.95,3.51
3.85,3.75,3.85,3.65
3.70,3.60,3.74,3.53
3.60,3.55,3.62,3.53
3.53,3.50,3.53,3.50
3.45,3.70,3.70,3.45
3.82,3.56,3.82,3.55
3.50,3.62,3.74,3.50
3.65,3.68,3.69,3.55
3.55,4.00,4.10,3.55
4.00,3.70,4.00,3.61
3.70,3.65,3.90,3.65
3.70,3.85,3.95,3.55
3.75,3.85,3.85,3.60
3.85,3.70,3.85,3.63
3.63,3.70,3.75,3.60
3.75,3.75,3.90,3.66
3.70,3.72,3.84,3.70
3.85,3.70,3.85,3.31
3.75,3.75,3.75,3.75
3.53,3.75,3.75,3.50
3.70,3.75,3.75,3.60
3.75,3.77,3.82,3.50
3.80,3.75,3.80,3.45
3.75,3.80,3.80,3.55
3.70,3.75,3.75,3.55
3.70,3.70,3.70,3.55
3.70,3.60,3.70,3.55
3.65,3.70,3.70,3.51
3.75,3.75,3.80,3.75
3.50,3.75,3.75,3.40
3.74,3.75,3.75,3.40
3.45,3.40,3.64,3.35
3.40,3.70,3.70,3.31
3.60,3.50,3.70,3.45
3.40,3.30,3.40,3.30
3.30,3.45,3.45,3.30
3.35,3.35,3.45,3.35
3.38,3.49,3.50,3.35
3.40,3.35,3.45,3.35
3.30,3.40,3.45,3.30
3.35,3.44,3.44,3.35
3.45,3.44,3.45,3.33
3.30,3.30,3.44,3.30
3.32,3.41,3.45,3.32
3.30,3.35,3.39,3.30
3.38,3.50,3.50,3.28
3.50,3.68,3.70,3.35
3.55,3.33,3.60,3.31
3.30,3.46,3.46,3.30
3.70,3.36,3.70,3.35
3.36,3.43,3.43,3.36
3.41,3.35,3.50,3.30
3.30,3.40,3.48,3.30
3.33,3.58,3.58,3.33
3.45,3.49,3.50,3.36
3.36,3.50,3.59,3.36
3.50,3.54,3.54,3.50
3.59,3.70,3.70,3.55
3.75,3.94,3.95,3.55
3.95,3.90,3.95,3.90
3.85,3.90,3.90,3.80
3.75,3.75,3.90,3.75
3.90,3.85,3.90,3.60
3.75,3.65,3.75,3.56
3.65,3.85,3.90,3.65
3.65,3.80,3.80,3.65
3.65,4.15,4.15,3.65
4.25,4.15,4.25,3.85
4.15,4.05,4.15,3.75
3.90,4.05,4.05,3.75
3.85,4.00,4.00,3.85
3.95,4.00,4.00,3.90
4.00,4.00,4.00,3.88
3.90,4.14,4.15,3.90
4.05,4.10,4.15,4.05
4.15,4.25,4.35,4.15
4.15,4.25,4.25,4.10
4.25,4.37,4.40,4.25
4.40,4.45,4.45,4.40
4.50,4.45,4.50,4.25
4.25,4.35,4.40,4.25
4.35,4.23,4.40,4.15
4.23,4.54,4.55,4.15
4.60,4.35,4.60,4.30
4.50,4.60,4.65,4.50
4.40,4.50,4.50,4.25
4.35,4.30,4.50,4.25
4.30,4.30,4.30,4.25
4.15,4.20,4.50,3.90
4.40,4.15,4.40,4.12
4.00,4.00,4.00,4.00
4.05,4.05,4.05,4.05
4.15,4.05,4.25,4.05
4.00,4.20,4.25,3.85
4.25,4.20,4.25,4.05
4.00,4.15,4.15,3.95
3.95,3.95,4.05,3.90
3.95,4.18,4.20,3.90
4.00,4.15,4.15,4.00
4.05,4.20,4.20,3.92
4.03,4.20,4.20,4.03
4.20,4.40,4.40,4.20
4.30,4.35,4.40,4.15
4.25,4.22,4.25,4.05
4.10,4.00,4.35,3.90
3.95,3.90,4.00,3.60
3.95,3.90,3.95,3.90
3.72,3.85,3.95,3.60
3.80,3.84,3.95,3.75
3.75,3.82,3.82,3.71
3.85,3.85,3.85,3.71
3.85,3.85,3.85,3.85
3.85,3.80,3.94,3.80
3.94,3.90,3.94,3.80
3.90,3.90,3.90,3.85
3.80,3.80,3.95,3.80
4.00,3.95,4.00,3.95
3.95,3.94,4.00,3.94
3.95,3.80,3.95,3.80
3.80,3.75,3.95,3.75
3.75,3.75,3.94,3.60
3.75,3.82,3.82,3.75
3.88,3.88,3.88,3.65
3.85,3.80,3.85,3.80
3.80,3.78,3.80,3.60
3.80,3.80,3.80,3.80
3.75,3.75,3.75,3.60
3.75,3.75,3.75,3.75
3.66,3.66,3.66,3.66
3.60,3.60,3.75,3.60
3.60,3.60,3.60,3.60
3.70,3.70,3.70,3.55
nan,3.70,nan,nan
3.56,3.55,3.69,3.55
3.65,3.65,3.65,3.60
3.65,3.50,3.65,3.50
3.65,3.65,3.65,3.64
3.65,3.60,3.65,3.50
3.50,3.45,3.65,3.45
3.45,3.65,3.65,3.45
nan,3.65,nan,nan
3.65,3.65,3.65,3.55
3.46,3.60,3.65,3.45
3.65,3.75,3.75,3.55
3.75,3.75,3.75,3.75
3.65,3.15,3.65,3.11
3.10,3.00,3.25,2.60
3.00,2.95,3.00,2.95
2.85,2.93,3.00,2.75
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.15,2.50,3.15,2.36
2.40,2.50,2.65,2.40
2.50,2.65,2.65,2.45
2.65,2.65,2.70,2.55
2.65,2.55,2.65,2.40
2.60,2.55,2.60,2.40
2.54,2.40,2.54,2.40
2.45,2.40,2.45,2.38
2.50,2.50,2.50,2.50
2.45,2.50,2.50,2.40
2.45,2.50,2.50,2.42
2.40,2.41,2.45,2.40
2.55,2.70,2.70,2.55
2.45,2.60,2.65,2.40
2.45,2.40,2.50,2.40
2.40,2.40,2.50,2.40
2.40,2.50,2.50,2.40
2.45,2.50,2.50,2.40
2.50,2.50,2.50,2.40
2.50,2.70,2.90,2.50
2.70,2.48,2.70,2.48
2.50,2.50,2.50,2.50
2.50,2.70,2.70,2.50
2.50,2.65,2.65,2.50
2.69,2.69,2.69,2.69
2.58,2.58,2.58,2.58
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.70,2.70,2.70,2.70
2.50,2.45,2.50,2.45
nan,2.50,nan,nan
2.50,2.50,2.50,2.50
2.50,2.55,2.55,2.50
2.65,2.35,2.65,2.35
2.50,2.50,2.50,2.50
nan,2.45,nan,nan
2.40,2.40,2.45,2.40
nan,2.40,nan,nan
2.50,2.50,2.50,2.46
2.40,2.45,2.45,2.40
2.50,2.50,2.50,2.50
2.60,2.51,2.60,2.50
nan,2.50,nan,nan
2.50,2.45,2.50,2.40
2.45,2.45,2.45,2.45
2.50,2.44,2.51,2.40
2.45,2.45,2.45,2.45
2.40,2.40,2.40,2.40
2.40,2.45,2.45,2.40
2.45,2.50,2.60,2.45
2.45,2.50,2.50,2.45
2.50,2.45,2.50,2.45
2.45,2.55,2.55,2.45
2.50,2.60,2.60,2.50
2.60,2.70,2.70,2.60
2.55,2.60,2.85,2.55
2.62,2.70,2.70,2.62
2.88,2.95,2.95,2.88
3.00,2.72,3.00,2.65
3.10,2.80,3.10,2.80
2.75,2.75,2.75,2.75
3.00,2.85,3.00,2.85
3.00,2.76,3.00,2.75
2.75,2.95,2.95,2.65
2.85,2.90,2.90,2.85
2.56,2.65,2.95,2.56
2.65,2.58,2.65,2.55
2.64,2.70,2.70,2.58
2.70,2.70,2.70,2.40
2.70,2.50,2.70,2.50
2.65,2.45,2.65,2.45
2.55,2.65,2.70,2.55
2.69,2.69,2.69,2.69
2.75,2.73,2.75,2.60
2.68,2.68,2.68,2.68
2.65,2.70,2.70,2.65
2.70,2.65,2.85,2.65
2.65,2.74,2.74,2.65
2.65,2.65,2.65,2.64
2.64,2.62,2.64,2.62
2.70,2.84,2.85,2.70
2.70,2.65,2.70,2.60
2.61,2.65,2.65,2.61
2.62,2.65,2.75,2.62
2.75,2.70,2.95,2.65
2.80,2.65,2.80,2.65
2.89,2.85,2.89,2.75
nan,2.75,nan,nan
2.85,3.15,3.20,2.75
3.25,3.25,3.25,2.85
3.25,3.05,3.25,3.05
3.05,2.90,3.08,2.90
2.90,2.85,2.90,2.85
2.90,2.80,2.90,2.75
2.70,2.71,2.85,2.65
0.00,2.72,2.72,2.72
2.90,2.72,2.90,2.72
2.78,2.72,2.78,2.72
nan,2.72,nan,nan
2.65,2.60,2.65,2.60
2.70,2.60,2.70,2.60
2.70,2.85,2.85,2.70
2.90,2.90,2.90,2.80
2.80,2.80,2.80,2.80
2.80,2.65,2.80,2.65
2.65,2.65,2.75,2.65
2.60,2.75,2.75,2.60
2.55,2.60,2.60,2.55
nan,2.60,nan,nan
2.60,2.60,2.60,2.60
2.60,2.55,2.75,2.55
2.60,2.56,2.60,2.56
nan,2.56,nan,nan
2.61,2.61,2.62,2.61
2.55,2.56,2.61,2.55
2.55,2.55,2.55,2.50
2.55,2.55,2.55,2.50
2.45,2.44,2.45,2.40
2.40,2.45,2.45,2.40
2.50,2.45,2.50,2.35
2.45,2.45,2.45,2.30
2.30,2.25,2.38,2.20
2.20,2.21,2.21,2.20
2.10,2.25,2.50,2.00
2.05,2.25,2.25,2.05
2.00,2.00,2.20,2.00
N/A,N/A,N/A,N/A
2.00,2.19,2.19,2.00
2.19,2.25,2.25,2.05
2.25,2.25,2.25,2.17
2.25,2.25,2.30,2.15
2.15,2.15,2.15,2.15
2.15,2.10,2.25,2.10
2.10,2.15,2.15,2.10
2.10,2.25,2.25,2.10
2.10,2.11,2.11,2.10
2.10,2.10,2.10,2.10
2.10,2.05,2.25,2.02
N/A,N/A,N/A,N/A
2.10,2.25,2.25,2.10
2.10,2.04,2.20,2.03
2.05,2.20,2.20,2.04
2.15,2.15,2.15,2.15
2.05,2.10,2.25,2.05
2.07,3.07,3.83,2.07
3.74,3.58,4.24,3.41
3.45,3.31,3.70,3.14
3.40,3.41,3.68,3.22
3.55,3.10,3.55,3.01
3.15,3.09,3.31,2.97
3.15,2.98,3.15,2.95
2.99,2.85,3.05,2.77
2.96,3.14,3.14,2.87
3.15,3.05,3.20,3.00
3.06,3.11,3.17,3.06
3.03,3.09,3.10,3.02
3.07,3.06,3.17,2.94
3.02,3.02,3.09,2.96
3.00,3.14,3.14,2.99
3.03,3.05,3.05,3.03
3.00,3.00,3.00,3.00
3.09,3.12,3.13,3.04
3.12,3.12,3.12,3.12
3.18,3.05,3.18,3.05
3.05,3.14,3.14,3.04
3.25,3.35,3.40,3.20
3.37,3.62,3.77,3.37
3.70,3.75,3.83,3.60
3.73,3.61,3.73,3.35
3.36,3.56,3.62,3.36
3.57,3.55,3.57,3.39
3.55,3.55,3.55,3.41
3.55,3.87,3.95,3.55
3.81,3.75,3.81,3.65
3.75,3.65,3.75,3.62
3.80,3.53,3.80,3.53
3.54,3.75,3.80,3.54
3.80,3.61,3.87,3.60
3.84,3.70,3.84,3.61
3.60,3.66,3.66,3.55
3.58,3.70,3.90,3.57
3.73,3.23,3.73,3.16
3.22,3.07,3.23,3.03
3.18,2.95,3.18,2.95
2.99,2.79,2.99,2.63
2.70,2.68,2.73,2.66
2.62,2.70,2.70,2.57
2.69,2.63,2.73,2.63
2.74,2.54,2.74,2.54
2.64,2.50,2.65,2.50
2.63,2.63,2.63,2.59
2.59,2.57,2.59,2.57
2.56,2.56,2.56,2.56
2.53,2.54,2.55,2.53
2.53,2.58,2.58,2.53
2.54,2.42,2.58,2.38
2.42,2.42,2.48,2.42
2.42,2.42,2.48,2.42
2.38,2.41,2.43,2.37
2.41,2.44,2.48,2.41
2.44,2.35,2.44,2.30
2.35,2.79,2.84,2.34
2.99,2.75,3.19,2.65
2.61,2.73,2.75,2.61
2.70,2.69,2.70,2.61
2.68,2.56,2.68,2.55
2.55,2.60,2.60,2.55
2.61,2.65,2.70,2.60
2.65,2.76,2.81,2.65
2.77,2.65,2.82,2.64
2.65,2.71,2.79,2.64
2.65,2.69,2.70,2.65
2.70,2.72,2.72,2.62
2.61,2.69,2.70,2.60
2.69,2.67,2.69,2.65
2.67,2.60,2.68,2.57
2.60,2.61,2.69,2.57
2.56,2.57,2.57,2.56
2.58,2.55,2.58,2.51
2.53,2.53,2.53,2.53
2.57,2.54,2.60,2.54
2.56,2.55,2.67,2.54
2.62,2.57,2.63,2.57
2.57,2.57,2.57,2.57
2.56,2.57,2.57,2.56
2.60,2.58,2.60,2.58
2.56,2.57,2.58,2.50
2.55,2.60,2.66,2.55
2.61,2.65,2.69,2.61
N/A,N/A,N/A,N/A
2.61,2.64,2.67,2.61
2.63,2.63,2.63,2.63
2.65,2.70,2.77,2.62
2.67,2.67,2.70,2.66
2.66,2.62,2.68,2.61
2.66,2.82,2.85,2.66
2.85,2.81,2.85,2.80
2.85,2.85,2.85,2.82
2.85,2.82,2.85,2.80
2.82,2.85,2.86,2.81
2.77,2.73,2.77,2.71
2.77,2.77,2.80,2.77
2.77,2.71,2.85,2.58
2.55,2.55,2.64,2.45
2.50,2.60,2.74,2.50
2.61,2.63,2.63,2.61
2.66,2.70,2.70,2.52
2.61,2.70,2.70,2.60
2.62,2.70,2.70,2.62
2.70,2.69,2.70,2.66
2.68,2.68,2.68,2.68
2.65,2.58,2.65,2.54
2.59,2.62,2.67,2.56
2.63,2.75,2.77,2.63
2.73,2.63,2.73,2.63
2.71,2.62,2.73,2.62
2.62,2.66,2.66,2.62
2.67,2.65,2.67,2.65
2.62,2.63,2.63,2.62
2.64,2.72,2.72,2.64
2.63,2.62,2.70,2.57
2.63,2.60,2.64,2.60
N/A,N/A,N/A,N/A
2.58,2.60,2.60,2.56
2.60,2.57,2.60,2.57
2.56,2.73,2.73,2.56
2.70,2.56,2.70,2.56
2.56,2.62,2.64,2.56
2.60,2.63,2.63,2.56
2.57,2.57,2.57,2.57
N/A,N/A,N/A,N/A
