TOPS,TOP Ships Inc. - Common Stock,NASDAQ
1.11,1.12,1.13,1.11
1.12,1.11,1.12,1.10
1.12,1.11,1.12,1.10
1.11,1.11,1.13,1.11
1.19,1.21,1.24,1.14
1.23,1.23,1.25,1.21
1.28,1.28,1.28,1.22
1.27,1.25,1.30,1.24
1.24,1.24,1.26,1.15
1.17,1.14,1.22,1.13
1.16,1.15,1.19,1.15
1.15,1.15,1.17,1.14
1.14,1.20,1.20,1.14
1.20,1.18,1.22,1.17
1.24,1.21,1.24,1.18
1.20,1.20,1.20,1.18
1.18,1.21,1.21,1.18
1.20,1.20,1.24,1.18
1.20,1.23,1.23,1.18
1.25,1.22,1.25,1.19
1.21,1.18,1.22,1.18
1.18,1.17,1.20,1.15
1.15,1.10,1.18,1.08
1.06,1.08,1.14,1.06
1.09,1.20,1.20,1.09
1.23,1.21,1.23,1.16
1.20,1.21,1.22,1.16
1.21,1.20,1.25,1.16
1.23,1.19,1.24,1.12
1.17,1.19,1.19,1.13
1.18,1.17,1.18,1.10
1.15,1.10,1.15,1.05
1.10,1.02,1.10,1.01
1.10,1.13,1.15,1.03
1.11,1.07,1.11,1.05
1.01,1.14,1.14,1.00
1.11,1.09,1.12,1.05
1.11,1.09,1.11,1.05
1.07,1.15,1.15,1.06
1.11,1.15,1.15,1.05
1.14,1.16,1.16,1.09
1.16,1.11,1.16,1.10
1.14,1.08,1.14,1.08
1.08,1.14,1.14,1.01
1.14,1.12,1.14,1.05
1.13,1.14,1.14,1.07
1.11,1.12,1.13,1.05
1.06,1.13,1.13,1.06
1.08,1.13,1.13,1.05
1.12,1.14,1.15,1.09
1.08,1.10,1.10,1.05
1.07,1.14,1.14,1.05
1.14,1.14,1.14,1.07
1.13,1.12,1.14,1.03
1.10,1.09,1.15,1.07
1.07,1.12,1.12,1.04
1.06,1.09,1.09,1.04
1.05,1.08,1.08,1.01
1.06,1.04,1.06,1.02
1.02,1.00,1.04,0.93
1.00,0.97,1.01,0.90
0.98,0.86,0.98,0.86
0.90,0.87,0.90,0.84
0.85,0.84,0.85,0.84
0.84,0.81,0.88,0.76
0.79,0.83,0.83,0.78
0.84,0.81,0.84,0.80
0.80,0.89,0.89,0.80
0.87,0.82,0.88,0.82
0.87,0.86,0.87,0.82
0.83,0.85,0.86,0.81
0.82,0.86,0.86,0.81
0.82,0.86,0.86,0.80
0.84,0.89,0.89,0.80
0.88,0.84,0.88,0.82
0.84,0.89,0.89,0.81
0.85,0.94,0.95,0.84
0.92,1.00,1.00,0.92
1.00,1.01,1.01,0.95
0.96,1.00,1.00,0.93
0.93,0.98,0.98,0.90
0.95,0.92,0.95,0.90
0.91,0.91,0.91,0.90
0.91,0.93,0.94,0.90
0.93,0.98,0.98,0.89
0.91,0.90,0.98,0.86
0.85,0.88,0.91,0.85
0.91,0.88,0.92,0.85
0.88,0.88,0.88,0.82
0.88,0.83,0.88,0.78
0.82,0.85,0.85,0.80
0.86,0.85,0.86,0.80
0.77,0.76,0.83,0.71
0.78,0.82,0.82,0.77
0.80,0.77,0.80,0.76
0.76,0.74,0.76,0.70
0.72,0.68,0.72,0.68
0.69,0.74,0.75,0.68
0.73,0.69,0.73,0.68
0.65,0.70,0.71,0.65
0.70,0.69,0.70,0.67
0.68,0.67,0.68,0.65
0.67,0.69,0.70,0.67
0.70,0.68,0.70,0.68
0.69,0.70,0.71,0.69
0.68,0.70,0.73,0.67
0.70,0.66,0.73,0.65
0.64,0.71,0.75,0.62
0.71,0.69,0.71,0.69
0.70,0.67,0.70,0.67
0.68,0.68,0.68,0.66
0.67,0.71,0.72,0.66
0.74,0.69,0.75,0.69
0.66,0.69,0.70,0.66
0.66,0.74,0.74,0.66
0.74,0.67,0.74,0.67
0.71,0.70,0.74,0.69
0.72,0.72,0.72,0.70
0.71,0.66,0.71,0.66
0.65,0.66,0.66,0.62
0.66,0.65,0.71,0.65
0.63,0.65,0.69,0.62
0.68,0.67,0.72,0.64
0.66,0.64,0.68,0.63
0.68,0.69,0.71,0.67
0.66,0.68,0.70,0.66
0.70,0.65,0.70,0.65
0.65,0.70,0.70,0.65
0.70,0.67,0.72,0.65
0.68,0.72,0.72,0.68
0.69,0.69,0.71,0.69
0.70,0.70,0.71,0.69
0.70,0.72,0.72,0.70
0.70,0.68,0.71,0.68
0.68,0.70,0.71,0.68
0.71,0.71,0.71,0.70
0.71,0.71,0.71,0.68
0.71,0.72,0.72,0.68
0.69,0.69,0.70,0.68
0.69,0.71,0.71,0.68
0.66,0.70,0.72,0.66
0.69,0.67,0.72,0.67
0.69,0.67,0.69,0.67
0.68,0.67,0.69,0.67
0.74,0.69,0.74,0.67
0.70,0.68,0.71,0.68
0.73,0.68,0.74,0.68
0.70,0.69,0.74,0.69
0.70,0.69,0.70,0.68
0.68,0.73,0.74,0.68
0.73,0.75,0.75,0.68
0.74,0.84,0.85,0.74
0.85,0.83,0.86,0.82
0.82,0.89,0.90,0.80
0.84,0.88,0.90,0.84
0.95,0.94,0.95,0.90
0.95,0.95,0.95,0.86
0.93,0.87,0.93,0.84
0.85,0.88,0.95,0.84
0.94,0.88,0.94,0.88
0.85,0.85,0.90,0.85
0.84,0.76,0.87,0.76
0.76,0.79,0.85,0.76
0.83,0.83,0.85,0.79
0.80,0.86,0.86,0.80
0.85,0.78,0.86,0.73
0.79,0.81,0.85,0.76
0.80,0.84,0.86,0.80
0.84,0.84,0.84,0.81
0.82,0.82,0.84,0.82
0.84,0.85,0.87,0.81
0.84,0.84,0.91,0.83
0.81,0.84,0.94,0.81
0.84,0.82,0.85,0.81
0.87,0.90,0.90,0.86
0.95,0.90,0.95,0.88
0.90,0.91,0.94,0.90
0.95,0.90,0.95,0.90
0.92,0.95,0.95,0.92
0.95,0.95,0.96,0.92
0.95,0.95,0.97,0.95
0.96,1.02,1.04,0.96
1.05,1.10,1.13,1.04
1.11,1.06,1.12,1.01
1.14,1.13,1.14,1.07
1.15,1.08,1.15,1.08
1.15,1.07,1.15,1.06
1.07,1.09,1.14,1.07
1.10,1.09,1.10,1.09
1.09,1.07,1.10,1.07
1.07,1.02,1.12,1.02
1.07,1.07,1.16,1.00
1.14,1.07,1.14,1.05
1.11,1.07,1.13,1.07
1.10,1.05,1.11,1.05
1.04,1.05,1.10,1.03
1.04,1.08,1.11,1.04
1.09,1.08,1.10,1.05
1.10,1.06,1.10,1.03
1.10,1.02,1.10,1.01
1.04,0.97,1.04,0.95
0.99,1.00,1.01,0.96
1.00,1.03,1.04,1.00
1.05,1.05,1.08,1.02
1.07,1.04,1.07,1.02
1.02,1.03,1.06,1.02
1.02,1.02,1.03,1.02
1.01,1.01,1.07,0.99
1.03,1.07,1.07,0.99
1.07,1.05,1.07,1.01
1.04,1.07,1.08,1.03
1.08,1.03,1.08,1.03
1.03,1.05,1.08,1.02
1.08,1.02,1.08,1.01
1.01,1.00,1.05,0.98
1.03,1.03,1.05,1.00
1.02,0.99,1.02,0.98
1.02,0.99,1.02,0.99
1.00,0.96,1.01,0.96
0.96,0.95,0.97,0.94
0.93,0.97,0.97,0.93
0.97,1.00,1.01,0.94
0.98,0.96,0.98,0.95
0.95,0.92,0.96,0.92
0.92,0.93,0.94,0.92
0.95,0.94,0.96,0.93
0.93,0.93,0.95,0.93
0.93,0.92,0.93,0.92
0.92,0.92,0.94,0.92
0.92,0.92,0.93,0.92
0.92,0.86,0.93,0.86
0.86,0.86,0.90,0.86
0.86,0.86,0.92,0.86
0.88,0.88,0.90,0.88
0.88,0.87,0.88,0.86
0.87,0.88,0.89,0.83
0.85,0.85,0.88,0.84
0.84,0.84,0.86,0.84
0.84,0.82,0.86,0.82
0.83,0.83,0.85,0.82
0.90,0.89,0.90,0.83
0.92,0.88,0.94,0.85
0.88,0.80,0.88,0.80
0.78,0.75,0.80,0.73
0.77,0.72,0.77,0.72
0.72,0.80,0.80,0.70
0.80,0.79,0.80,0.76
0.80,0.78,0.84,0.78
0.83,0.75,0.83,0.74
0.74,0.75,0.76,0.71
0.72,0.73,0.73,0.70
0.71,0.72,0.75,0.71
0.72,0.71,0.75,0.71
0.70,0.72,0.75,0.70
0.72,0.72,0.74,0.71
0.74,0.72,0.74,0.72
0.73,0.71,0.73,0.70
0.71,0.74,0.77,0.71
0.76,0.75,0.77,0.71
0.71,0.74,0.74,0.70
0.74,0.73,0.74,0.70
0.74,0.70,0.74,0.70
0.70,0.63,0.70,0.60
0.63,0.63,0.65,0.62
0.63,0.64,0.69,0.62
0.64,0.67,0.67,0.63
0.70,0.70,0.75,0.66
0.69,0.75,0.77,0.69
0.75,0.67,0.77,0.66
0.67,0.70,0.75,0.67
0.71,0.74,0.75,0.70
0.74,0.72,0.74,0.67
0.68,0.72,0.74,0.68
0.70,0.70,0.75,0.68
0.72,0.68,0.72,0.68
0.67,0.74,0.74,0.67
0.78,0.70,0.78,0.62
0.70,0.68,0.73,0.63
0.63,0.65,0.68,0.63
0.65,0.64,0.70,0.64
0.70,0.65,0.70,0.62
0.64,0.64,0.65,0.60
0.64,0.60,0.64,0.60
0.61,0.61,0.62,0.60
0.62,0.63,0.70,0.62
0.61,0.60,0.63,0.60
0.60,0.65,0.70,0.60
0.65,0.65,0.66,0.65
0.63,0.70,0.70,0.63
0.68,0.67,0.68,0.65
0.61,0.61,0.63,0.61
0.61,0.60,0.63,0.60
0.65,0.58,0.65,0.58
0.60,0.62,0.63,0.60
0.62,0.62,0.62,0.60
0.60,0.57,0.60,0.57
0.60,0.57,0.60,0.57
0.57,0.59,0.60,0.57
0.59,0.55,0.59,0.55
0.54,0.50,0.54,0.50
0.50,0.45,0.52,0.45
0.44,0.43,0.46,0.43
0.42,0.41,0.45,0.40
0.40,0.40,0.41,0.38
0.40,0.39,0.41,0.39
0.39,0.40,0.42,0.39
0.41,0.38,0.41,0.38
0.39,0.40,0.40,0.38
0.40,0.36,0.40,0.35
3.99,3.75,3.99,3.75
3.15,3.15,3.15,3.15
3.15,3.25,3.25,3.15
3.20,3.15,3.20,3.15
3.25,3.20,3.25,3.20
3.22,3.24,3.24,3.22
3.25,3.50,3.50,3.25
3.50,3.50,3.50,3.50
3.50,3.50,4.20,3.50
3.50,4.00,4.00,3.50
4.00,4.00,4.00,3.62
3.99,3.96,4.16,3.91
3.91,3.50,4.10,3.50
3.51,3.02,3.55,3.01
3.01,3.00,3.18,3.00
2.99,2.99,3.12,2.97
3.00,3.05,3.29,2.99
3.02,2.94,3.14,2.94
2.95,2.87,3.09,2.85
2.87,3.04,3.05,2.87
2.98,2.88,3.19,2.49
2.93,2.73,2.95,2.70
2.77,2.67,2.80,2.48
2.49,2.49,2.49,2.49
2.55,2.55,2.56,2.50
2.61,2.63,2.63,2.55
2.60,2.60,2.60,2.60
2.55,2.59,2.59,2.41
2.50,2.36,2.50,2.36
2.36,2.29,2.36,2.20
2.29,1.92,2.29,1.62
1.90,2.00,2.00,1.90
1.95,2.10,2.18,1.95
2.14,2.35,2.43,2.12
2.35,2.52,2.52,2.23
2.53,2.57,2.72,2.53
2.58,2.74,2.74,2.58
2.68,2.50,2.68,2.41
2.48,2.20,2.48,2.20
2.09,2.01,2.25,1.69
2.06,2.09,2.11,2.00
2.06,1.95,2.06,1.86
1.95,1.87,2.05,1.81
1.98,2.10,2.10,1.98
2.12,2.40,2.40,2.04
2.40,2.17,2.40,2.17
2.21,2.40,2.40,2.01
2.23,1.83,2.25,1.77
1.98,1.89,2.07,1.83
1.79,2.06,2.20,1.76
2.09,1.77,2.09,1.65
1.87,1.78,2.00,1.70
1.76,1.71,1.84,1.65
1.71,1.70,1.85,1.65
1.70,1.66,1.75,1.65
1.67,1.65,1.78,1.65
1.70,1.65,1.70,1.65
1.65,1.65,1.65,1.61
1.67,1.53,1.67,1.53
1.56,1.65,1.65,1.55
1.65,1.65,1.65,1.65
1.65,1.56,1.65,1.56
1.61,1.54,1.61,1.53
1.51,1.50,1.51,1.50
1.36,1.45,1.45,1.30
1.44,1.32,1.44,1.31
1.36,1.33,1.36,1.33
1.38,1.45,1.50,1.30
1.35,1.45,1.46,1.35
1.37,1.26,1.50,1.26
1.35,1.22,1.35,1.22
1.26,1.22,1.29,1.22
1.10,1.10,1.18,1.00
1.15,1.06,1.23,1.01
1.17,1.02,1.20,1.02
1.02,1.02,1.03,1.00
1.02,1.95,2.10,1.02
1.99,2.02,2.13,1.51
1.99,2.11,2.19,1.90
2.15,2.10,2.81,2.08
2.29,2.23,2.48,1.98
2.21,2.30,2.44,2.21
2.30,2.30,2.46,2.25
1.60,2.16,2.30,1.56
2.09,2.15,2.20,2.06
2.23,2.16,2.26,2.13
2.23,2.33,2.46,2.22
2.37,2.55,2.67,2.32
2.63,2.82,2.89,2.53
2.63,2.79,2.85,2.61
2.58,2.54,2.63,2.50
2.54,2.65,2.67,2.42
2.63,2.60,2.63,2.46
2.52,2.50,2.68,2.47
2.34,2.43,2.43,2.26
2.38,2.30,2.39,2.22
2.24,2.33,2.35,2.24
2.33,2.29,2.40,2.27
2.25,2.27,2.28,2.23
2.25,2.27,2.27,2.22
2.30,2.33,2.33,2.26
2.40,2.40,2.45,2.33
2.47,2.50,2.50,2.42
2.50,2.50,2.70,2.35
2.45,2.60,2.60,2.45
2.60,2.51,2.70,2.36
2.45,2.48,2.58,2.45
2.45,2.45,2.45,2.45
2.45,2.42,2.45,2.34
2.38,2.29,2.38,2.20
2.29,2.41,2.41,2.29
2.41,2.49,2.49,2.32
2.44,2.60,2.65,2.42
2.51,2.55,2.62,2.51
2.50,2.63,2.63,2.50
2.53,2.60,2.64,2.51
2.58,2.58,2.58,2.58
2.58,2.60,2.65,2.58
2.57,2.55,2.68,2.54
2.52,2.49,2.57,2.42
2.46,2.44,2.48,2.44
2.45,2.17,2.45,2.07
2.15,2.19,2.20,2.15
2.16,2.03,2.16,2.01
2.05,2.00,2.10,2.00
1.99,1.90,1.99,1.70
1.97,1.99,2.00,1.91
1.91,2.00,2.00,1.90
1.91,1.91,1.95,1.90
1.91,1.73,1.91,1.62
1.74,1.95,2.12,1.66
1.94,1.79,2.03,1.77
1.78,1.70,1.85,1.70
2.19,1.70,2.19,1.70
1.80,1.84,1.84,1.80
1.70,1.84,1.85,1.70
1.80,1.80,1.80,1.80
1.80,1.83,1.84,1.80
1.81,1.84,1.84,1.78
1.84,1.84,1.84,1.84
1.77,1.80,1.80,1.77
1.72,1.76,1.80,1.72
1.88,1.79,1.88,1.79
1.76,1.83,1.84,1.70
1.83,1.83,1.83,1.83
1.58,1.76,1.85,1.58
1.72,1.70,1.72,1.70
1.70,1.71,1.79,1.70
1.70,1.75,1.75,1.70
1.70,1.70,1.70,1.70
1.70,1.75,1.75,1.70
1.71,1.72,1.72,1.70
1.72,1.52,1.72,1.52
1.60,1.45,1.62,1.45
1.46,1.36,1.49,1.30
1.36,1.68,1.68,1.36
1.68,1.55,1.68,1.49
1.60,1.65,1.68,1.60
1.72,1.79,1.83,1.70
1.77,1.87,1.88,1.77
1.87,1.81,1.87,1.81
2.13,1.96,2.15,1.56
1.96,2.00,2.01,1.93
2.10,2.10,2.11,2.04
2.06,2.25,2.50,2.06
2.84,3.17,3.29,2.44
3.25,3.84,5.20,3.25
3.88,3.50,4.15,3.41
3.32,3.03,3.84,2.99
3.03,3.14,3.25,3.03
3.16,3.10,3.29,3.05
3.25,2.71,3.32,2.65
2.73,2.56,2.73,2.55
2.56,2.40,2.56,2.36
2.46,2.37,2.46,2.22
2.37,2.21,2.37,2.19
2.22,2.32,2.46,2.22
2.36,2.40,2.46,2.32
2.40,2.46,2.64,2.40
2.49,2.22,2.76,2.14
2.22,2.22,2.36,2.11
2.18,2.20,2.22,2.07
2.18,2.23,2.29,2.12
2.22,2.29,2.67,2.22
2.32,2.33,2.61,2.30
2.35,2.24,2.38,2.20
2.23,2.17,2.25,2.13
2.17,2.27,2.32,2.00
2.29,2.17,2.31,2.09
2.10,2.20,2.27,2.08
2.20,2.11,2.22,2.10
2.16,2.16,2.27,2.10
2.21,2.33,2.49,2.11
2.29,2.33,2.47,2.27
2.27,2.43,2.49,2.26
2.48,2.47,2.48,2.40
2.40,2.18,2.40,2.15
2.18,2.16,2.18,2.15
2.14,2.13,2.17,2.08
2.25,2.10,2.27,2.00
2.19,2.38,2.75,2.19
2.75,2.91,3.75,2.60
2.76,2.38,2.86,2.36
2.62,2.45,2.62,2.28
2.52,2.51,2.57,2.35
2.43,2.14,2.43,2.14
2.20,2.16,2.28,2.15
2.17,2.16,2.26,2.15
2.26,2.13,2.29,2.10
2.11,2.15,2.28,2.11
2.27,2.07,2.56,1.96
2.07,2.12,2.22,1.95
2.11,2.07,2.11,2.06
2.09,2.03,2.10,1.97
2.04,2.05,2.15,2.04
2.07,2.23,2.26,2.05
2.14,2.00,2.14,1.99
1.96,1.85,2.03,1.82
1.82,1.95,1.96,1.82
1.75,1.73,1.80,1.70
1.73,1.55,1.73,1.54
1.62,1.72,1.86,1.62
1.73,1.76,1.76,1.73
1.74,1.65,1.74,1.55
1.66,1.80,1.80,1.66
1.70,1.73,1.79,1.65
1.65,1.60,1.67,1.60
1.63,1.51,1.63,1.51
1.55,1.52,1.79,1.51
1.60,1.49,1.78,1.49
1.50,1.44,1.51,1.40
1.44,1.47,1.69,1.44
1.47,1.51,1.63,1.47
1.48,1.56,1.67,1.37
1.52,1.51,1.66,1.36
1.47,1.40,1.47,1.39
1.39,1.38,1.39,1.25
1.36,1.34,1.36,1.30
1.28,1.39,1.39,1.28
1.39,1.40,1.47,1.38
1.43,1.39,1.43,1.35
1.36,1.33,1.36,1.27
1.41,1.26,1.41,1.26
1.27,1.27,1.27,1.27
1.25,1.25,1.26,1.23
1.24,1.26,1.45,1.22
1.26,1.26,1.26,1.26
1.31,1.22,1.37,1.21
1.28,1.50,1.68,1.23
1.75,1.76,2.14,1.67
2.05,1.61,2.07,1.55
1.58,1.71,1.82,1.58
1.72,1.61,1.72,1.61
1.66,1.64,1.69,1.63
1.64,1.61,1.69,1.60
1.60,1.57,1.60,1.55
1.67,1.68,1.69,1.61
1.63,1.62,1.63,1.60
1.62,1.66,1.87,1.62
1.67,1.64,1.87,1.54
1.87,1.84,1.87,1.71
1.81,1.80,1.81,1.80
1.67,1.72,1.74,1.56
1.58,1.59,1.59,1.58
1.71,1.63,1.71,1.63
1.64,1.58,1.65,1.58
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.59
1.60,1.60,1.60,1.60
1.54,1.51,1.54,1.51
1.55,1.55,1.55,1.55
1.65,1.43,1.65,1.35
1.42,1.42,1.43,1.42
1.46,1.42,1.49,1.42
1.46,1.35,1.46,1.22
1.28,1.38,1.38,1.28
1.31,1.38,1.38,1.31
1.25,1.32,1.32,1.25
1.26,1.37,1.37,1.26
1.26,1.26,1.33,1.26
1.26,1.26,1.31,1.26
1.32,1.27,1.32,1.25
1.35,1.28,1.37,1.25
1.28,1.28,1.28,1.28
1.35,1.35,1.35,1.35
1.26,1.25,1.28,1.25
1.35,1.25,1.35,1.25
1.25,1.25,1.29,1.25
1.25,1.26,1.26,1.25
1.29,1.34,1.35,1.29
1.25,1.25,1.25,1.25
1.29,1.29,1.29,1.29
1.25,1.25,1.25,1.25
1.25,1.26,1.26,1.25
1.29,1.29,1.29,1.29
1.25,1.25,1.25,1.25
1.23,1.24,1.24,1.23
1.24,1.24,1.24,1.24
1.24,1.24,1.24,1.24
1.27,1.27,1.27,1.27
1.24,1.24,1.24,1.24
1.23,1.33,1.33,1.11
1.26,1.34,1.34,1.17
1.31,1.29,1.31,1.15
1.33,1.21,1.33,1.21
1.26,1.20,1.34,1.20
1.19,1.19,1.20,1.17
1.31,1.22,1.31,1.17
1.22,1.22,1.22,1.22
1.19,1.22,1.34,1.18
1.20,1.29,1.29,1.20
1.16,1.25,1.33,1.16
1.23,1.19,1.25,1.17
1.19,1.19,1.19,1.19
1.22,1.15,1.22,1.15
1.12,1.13,1.17,1.12
1.19,1.13,1.28,1.11
1.20,1.19,1.22,1.16
1.18,1.13,1.18,1.12
1.11,1.11,1.11,1.11
1.15,1.20,1.20,1.15
1.19,1.19,1.19,1.19
1.19,1.19,1.19,1.19
1.07,1.18,1.18,1.07
1.24,1.14,1.24,1.14
1.11,1.11,1.14,1.09
1.10,1.12,1.12,1.10
1.13,1.12,1.15,1.12
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.05,1.02,1.05,1.00
1.10,1.02,1.12,1.00
0.99,1.09,1.09,0.97
1.10,1.10,1.12,1.10
1.10,1.10,1.10,1.10
1.00,1.01,1.01,1.00
1.04,1.09,1.09,1.01
1.05,1.05,1.05,1.05
1.06,1.08,1.08,1.06
1.06,1.05,1.06,1.05
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.08,1.11,1.11,1.08
1.01,1.10,1.10,1.01
1.10,1.10,1.10,1.10
1.11,1.12,1.12,1.11
1.00,1.00,1.00,1.00
1.09,1.10,1.14,1.09
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.02,1.14,1.14,1.02
1.24,1.10,1.24,1.10
1.19,1.28,1.28,1.04
1.20,1.20,1.20,1.20
1.24,1.09,1.24,1.09
1.27,1.25,1.30,1.25
1.09,1.09,1.09,1.09
1.28,1.13,1.45,1.13
1.12,1.12,1.12,1.12
1.26,1.17,1.26,1.13
1.13,1.25,1.25,1.13
1.23,1.24,1.25,1.15
1.25,1.20,1.25,1.15
1.16,1.39,1.39,1.13
1.22,1.38,1.38,1.15
1.15,1.06,1.37,1.06
1.22,1.05,1.22,1.05
1.09,0.88,1.10,0.88
1.11,0.99,1.12,0.99
1.02,1.00,1.06,1.00
1.00,1.00,1.13,1.00
1.00,1.00,1.00,0.99
1.00,0.95,1.00,0.94
1.00,0.99,1.05,0.99
1.01,0.99,1.09,0.99
1.01,1.01,1.01,1.01
1.02,1.02,1.04,1.02
1.02,1.05,1.05,1.02
1.07,0.91,1.07,0.91
0.92,0.94,0.96,0.91
0.94,0.94,0.99,0.91
1.00,0.92,1.00,0.90
0.98,0.94,0.99,0.93
0.99,1.05,1.20,0.99
1.09,1.11,1.20,1.05
1.11,1.13,1.15,1.10
1.12,1.25,1.29,1.12
1.29,1.21,1.35,1.19
1.16,1.30,1.35,1.16
1.34,1.25,1.34,1.20
1.20,1.19,1.20,1.15
1.18,1.17,1.20,1.10
1.18,1.08,1.20,1.07
1.13,1.12,1.13,1.09
1.10,1.11,1.11,1.02
1.11,1.11,1.11,1.11
1.03,1.10,1.10,1.03
1.10,1.10,1.10,1.10
1.07,1.02,1.07,1.02
1.06,1.02,1.06,1.02
1.06,0.97,1.09,0.93
0.93,1.05,1.05,0.93
1.00,1.00,1.07,0.99
0.98,1.05,1.05,0.97
1.05,1.05,1.05,1.05
0.95,0.99,1.00,0.95
0.95,0.94,1.00,0.93
1.01,1.01,1.09,0.94
1.02,1.01,1.08,1.00
0.97,1.05,1.05,0.97
1.05,1.05,1.05,1.05
1.01,0.99,1.01,0.97
0.98,0.96,0.98,0.96
0.97,0.97,0.97,0.97
0.97,0.96,0.97,0.96
0.96,1.00,1.00,0.96
0.95,0.97,0.97,0.95
0.96,0.95,0.96,0.93
0.99,0.94,1.00,0.94
0.94,0.91,0.94,0.91
0.93,0.91,0.99,0.91
0.91,0.90,0.91,0.88
0.90,0.87,0.90,0.85
0.86,0.89,0.89,0.86
0.89,0.78,0.94,0.78
0.78,0.83,0.85,0.70
0.89,0.76,0.89,0.75
0.74,0.74,0.74,0.74
0.74,0.75,0.79,0.74
0.74,0.79,0.79,0.74
0.84,0.87,0.87,0.76
0.87,0.92,0.92,0.87
0.90,0.95,1.00,0.90
0.92,1.00,1.00,0.92
1.00,1.01,1.08,1.00
1.06,1.00,1.09,1.00
1.04,1.34,1.55,1.04
1.42,1.15,1.42,1.11
1.12,1.19,1.25,1.12
1.19,1.22,1.31,1.15
1.33,1.34,1.35,1.25
1.36,1.25,1.38,1.16
1.25,1.25,1.30,1.18
1.31,1.22,1.31,1.18
1.19,1.19,1.20,1.18
1.19,1.31,1.32,1.16
1.32,1.36,1.36,1.30
1.40,1.39,1.40,1.24
1.24,1.45,1.46,1.24
1.45,1.46,1.49,1.35
1.50,1.57,1.57,1.50
1.53,1.55,1.57,1.44
1.55,1.67,1.69,1.44
1.60,1.55,1.74,1.55
1.51,1.50,1.58,1.46
1.50,1.50,1.50,1.38
1.49,1.55,1.55,1.40
1.59,1.48,1.62,1.45
1.54,1.53,1.54,1.50
1.51,1.44,1.53,1.42
1.46,1.55,1.58,1.43
1.61,1.55,1.65,1.44
1.45,1.59,1.60,1.45
1.56,1.49,1.56,1.46
1.46,1.45,1.46,1.45
1.46,1.45,1.46,1.35
1.36,1.51,1.51,1.36
1.54,1.40,1.55,1.40
1.45,1.54,1.54,1.45
1.54,1.58,1.73,1.51
1.54,1.53,1.54,1.53
1.53,1.55,1.55,1.53
1.53,1.53,1.53,1.53
1.53,1.51,1.55,1.51
1.56,1.59,1.65,1.42
1.55,1.46,1.56,1.46
1.45,1.43,1.51,1.41
1.47,1.55,1.55,1.42
1.46,1.41,1.50,1.39
1.39,1.58,1.62,1.39
1.58,1.56,1.58,1.56
1.55,1.53,1.55,1.45
1.45,1.47,1.53,1.45
1.41,1.43,1.50,1.41
1.43,1.43,1.43,1.43
1.44,1.50,1.51,1.40
1.50,1.50,1.50,1.50
1.42,1.47,1.47,1.42
1.43,1.42,1.49,1.42
1.43,1.42,1.43,1.42
1.40,1.45,1.45,1.40
1.45,1.45,1.45,1.45
1.40,1.50,1.54,1.40
1.50,1.50,1.50,1.50
1.42,1.42,1.42,1.42
1.40,1.55,1.55,1.40
1.43,1.48,1.55,1.43
1.48,1.48,1.48,1.48
