TOPS,TOP Ships Inc. - Common Stock,NASDAQ
3.17,3.01,3.17,2.96
2.95,3.00,3.14,2.95
3.02,2.95,3.05,2.80
2.87,2.98,3.03,2.83
2.99,2.85,2.99,2.85
2.80,2.75,2.87,2.61
2.68,2.39,2.78,2.39
2.50,3.00,3.20,2.44
3.25,2.78,3.29,2.70
2.75,2.70,2.83,2.56
2.63,2.63,2.80,2.60
2.72,2.63,2.76,2.60
2.60,2.56,2.66,2.25
2.47,2.43,2.58,2.36
2.43,2.42,2.55,2.34
2.41,2.35,2.48,2.31
2.30,2.32,2.40,2.28
2.28,2.25,2.35,2.25
2.25,2.34,2.41,2.20
2.45,2.39,2.45,2.28
2.40,2.43,2.54,2.38
2.43,2.45,2.53,2.36
2.45,2.35,2.47,2.35
2.30,2.28,2.43,2.28
2.26,2.33,2.49,2.21
2.28,2.27,2.34,2.25
2.25,2.50,2.68,2.25
