ISDR,Issuer Direct Corporation Common Stock,NASDAQ
8.35,8.45,8.60,8.30
8.45,8.40,8.45,8.35
8.45,9.00,9.10,8.20
9.00,8.70,9.37,8.70
8.80,8.75,9.25,8.70
8.65,8.85,8.90,8.60
8.85,8.90,9.00,8.85
8.95,8.85,8.95,8.85
8.95,9.05,9.05,8.85
8.95,8.85,9.06,8.65
8.75,8.80,8.80,8.75
8.75,8.75,8.80,8.75
8.75,8.75,8.75,8.75
8.86,8.89,8.89,8.85
8.85,8.75,8.85,8.75
8.85,8.75,8.85,8.75
8.75,8.85,8.85,8.75
8.85,9.00,9.25,8.85
8.95,8.90,8.95,8.75
8.90,8.89,8.90,8.89
8.95,8.85,8.95,8.65
8.85,8.85,8.85,8.85
8.85,8.85,8.85,8.85
8.90,8.93,8.95,8.90
8.95,9.00,9.00,8.65
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
