ISDR,Issuer Direct Corporation Common Stock,NASDAQ
0.18,0.18,0.18,0.18
0.18,0.15,0.18,0.15
0.19,0.19,0.19,0.19
0.21,0.21,0.21,0.21
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.15,0.15,0.17,0.15
0.15,0.15,0.15,0.15
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.15,0.15,0.15,0.15
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.17,0.17,0.17,0.17
0.18,0.19,0.21,0.18
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.18,0.17,0.18,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.18,0.19,0.20,0.18
0.23,0.20,0.23,0.20
0.20,0.19,0.20,0.17
0.17,0.17,0.17,0.17
0.18,0.18,0.18,0.18
0.18,0.18,0.18,0.18
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.20,0.20,0.22,0.20
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.21,0.27,0.27,0.21
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.23,0.23,0.22
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.23
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.23
0.23,0.29,0.29,0.23
0.29,0.29,0.29,0.29
0.29,0.29,0.29,0.29
0.29,0.29,0.29,0.29
0.29,0.29,0.29,0.29
0.29,0.29,0.29,0.29
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.23,0.22,0.23,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.21,0.22,0.22,0.20
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.21,0.22,0.22,0.21
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.21,0.22,0.22,0.21
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.23
0.25,0.25,0.25,0.25
0.23,0.23,0.23,0.23
0.23,0.25,0.25,0.23
0.26,0.26,0.26,0.26
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.26,0.26,0.26,0.26
0.26,0.26,0.26,0.26
0.26,0.26,0.26,0.26
0.25,0.26,0.26,0.22
0.26,0.26,0.26,0.26
0.26,0.26,0.26,0.26
0.26,0.26,0.26,0.26
0.26,0.26,0.26,0.26
0.26,0.26,0.26,0.26
0.26,0.26,0.26,0.26
0.26,0.26,0.26,0.26
0.26,0.26,0.26,0.26
0.26,0.26,0.26,0.26
0.26,0.26,0.26,0.26
0.26,0.26,0.26,0.26
0.26,0.26,0.26,0.26
0.26,0.26,0.26,0.26
0.26,0.26,0.26,0.26
0.26,0.26,0.26,0.26
0.26,0.26,0.26,0.26
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.21,0.21,0.21,0.21
0.21,0.21,0.21,0.21
0.21,0.21,0.21,0.21
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.26,0.26,0.26,0.26
0.26,0.26,0.26,0.26
0.17,0.25,0.25,0.17
0.24,0.24,0.24,0.24
0.24,0.24,0.24,0.24
0.24,0.24,0.24,0.24
0.24,0.24,0.24,0.24
0.23,0.23,0.23,0.23
0.20,0.23,0.23,0.20
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.20,0.23,0.23,0.20
0.23,0.23,0.23,0.23
0.17,0.23,0.23,0.17
0.19,0.23,0.23,0.13
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.23
0.17,0.17,0.22,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.16,0.16,0.16,0.16
0.22,0.23,0.23,0.22
0.23,0.23,0.23,0.23
0.23,0.22,0.23,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.23
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.23,0.19,0.23,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.18,0.18,0.18,0.18
0.20,0.24,0.25,0.18
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.25,0.25,0.22
0.25,0.25,0.25,0.25
0.24,0.24,0.24,0.24
0.24,0.24,0.24,0.24
0.23,0.25,0.25,0.23
0.16,0.16,0.16,0.16
0.18,0.23,0.23,0.10
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.23
0.18,0.18,0.18,0.18
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.23
0.19,0.19,0.19,0.19
0.18,0.23,0.23,0.16
0.17,0.23,0.23,0.17
0.23,0.23,0.23,0.23
0.17,0.17,0.17,0.17
0.18,0.23,0.23,0.17
0.23,0.23,0.23,0.23
0.17,0.20,0.20,0.17
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.17,0.17,0.18,0.17
0.22,0.22,0.22,0.22
0.17,0.17,0.17,0.17
0.21,0.22,0.22,0.21
0.17,0.19,0.19,0.17
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.22,0.22,0.22,0.22
0.21,0.21,0.21,0.21
0.20,0.20,0.20,0.20
0.22,0.22,0.22,0.22
0.20,0.20,0.20,0.20
0.20,0.20,0.21,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.19
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.21,0.21,0.20
0.21,0.21,0.21,0.21
0.22,0.22,0.23,0.20
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.23,0.22,0.23,0.22
0.25,0.25,0.25,0.25
0.23,0.27,0.27,0.23
0.27,0.27,0.27,0.27
0.25,0.27,0.27,0.25
0.27,0.27,0.27,0.27
0.24,0.28,0.28,0.24
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.22,0.22,0.22,0.21
0.25,0.25,0.25,0.25
0.20,0.28,0.28,0.20
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.28,0.30,0.30,0.25
0.30,0.30,0.30,0.30
0.30,0.30,0.30,0.30
0.30,0.30,0.30,0.30
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.24,0.24,0.24,0.24
0.24,0.24,0.24,0.24
0.24,0.24,0.24,0.24
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.21,0.20,0.21,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.24,0.23,0.25,0.23
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.45,2.45,2.50,2.45
2.40,2.35,2.40,2.35
2.35,2.35,2.35,2.35
2.45,2.45,2.45,2.45
2.45,2.45,2.45,2.45
2.45,2.45,2.45,2.45
2.10,2.10,2.10,2.10
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
0.50,2.50,2.50,0.50
2.50,2.50,2.50,2.50
1.00,1.00,1.00,1.00
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.25,1.99,2.25,1.99
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.00,2.25,2.25,1.50
2.25,2.25,2.25,2.25
2.00,2.25,2.25,1.95
2.25,2.25,2.25,2.25
2.00,2.00,2.00,1.90
1.85,1.80,1.85,1.80
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,1.90
1.85,2.20,2.20,1.85
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
1.85,1.95,1.95,1.85
1.95,1.95,1.95,1.95
2.25,2.15,2.25,2.15
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.40,2.40,2.40,2.40
2.40,2.40,2.40,2.40
2.25,2.25,2.25,2.25
2.00,2.00,2.00,2.00
1.86,2.25,2.25,1.86
2.20,2.15,2.20,2.10
2.27,2.10,2.27,2.10
2.15,2.23,2.23,2.15
2.15,2.15,2.15,2.04
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.13,2.13,2.13,2.13
2.12,2.12,2.12,2.12
2.05,2.12,2.15,2.05
2.12,2.09,2.12,2.05
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.20,2.15,2.20,2.15
2.15,2.15,2.15,2.15
2.20,2.20,2.20,2.20
2.30,2.50,2.50,2.30
2.54,2.56,2.56,2.54
2.58,2.99,2.99,2.58
2.90,2.99,2.99,2.90
3.00,3.00,3.00,3.00
3.00,2.95,3.00,2.80
3.10,3.05,3.10,3.05
3.05,3.05,3.05,3.05
2.95,2.95,2.95,2.95
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.90,3.00,3.00,2.90
2.76,2.76,2.76,2.76
2.77,2.80,2.80,2.77
2.80,2.91,2.91,2.80
2.91,2.91,2.91,2.91
2.91,2.91,2.91,2.91
3.05,3.00,3.05,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.15,3.33,3.33,3.15
3.33,3.33,3.33,3.33
3.33,3.33,3.33,3.33
3.33,3.33,3.33,3.33
3.44,3.80,3.99,3.15
3.80,3.80,3.80,3.80
3.55,4.05,4.05,3.50
3.96,3.50,3.96,3.50
3.25,3.85,3.85,3.25
3.60,3.25,3.60,3.25
3.35,3.35,3.35,3.35
3.35,3.35,3.35,3.35
3.35,3.35,3.35,3.35
3.35,3.75,3.90,3.35
3.75,3.75,3.75,3.75
3.62,3.62,3.62,3.62
3.62,3.65,3.65,3.55
3.35,3.69,3.69,3.35
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.60,3.25,3.60,3.25
3.25,3.25,3.25,3.25
3.37,3.25,3.37,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.75,3.75,3.25
3.50,3.00,3.50,3.00
3.13,3.28,3.28,3.05
3.28,3.28,3.28,3.28
2.80,2.80,2.80,2.80
3.00,3.30,3.30,2.82
2.90,2.92,2.92,2.90
2.92,2.92,2.92,2.92
3.00,3.05,3.25,2.92
3.05,3.31,3.50,2.86
3.35,2.90,3.35,2.86
2.86,3.25,3.25,2.86
3.35,3.35,3.35,3.35
3.35,3.35,3.35,3.35
2.96,2.96,2.96,2.96
2.96,2.92,3.03,2.83
3.00,3.00,3.00,2.85
3.00,3.00,3.00,3.00
3.00,2.95,3.00,2.85
2.95,2.95,2.95,2.95
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.84,2.80,2.85,2.50
2.76,2.76,2.76,2.76
2.76,2.76,2.76,2.76
2.76,2.76,2.76,2.76
2.76,2.76,2.76,2.76
2.87,2.87,2.87,2.87
2.81,2.81,2.81,2.81
2.81,2.81,2.81,2.81
2.81,2.81,2.81,2.81
2.81,2.81,2.81,2.81
2.83,2.81,2.83,2.77
2.72,2.85,2.86,2.72
2.85,2.85,2.85,2.85
2.72,2.70,2.72,2.70
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.70,2.75,2.75,2.70
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.60,2.60,2.60,2.60
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.70,3.00,3.00,2.70
2.70,3.00,3.00,2.70
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.90,2.90,2.90,2.90
2.70,3.00,3.00,2.70
3.00,3.00,3.00,3.00
2.75,2.75,2.75,2.75
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.60,2.68,2.68,2.60
2.68,2.68,2.68,2.68
2.68,2.68,2.68,2.68
2.68,2.68,2.68,2.68
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.60
2.65,2.85,2.85,2.65
2.85,2.85,2.85,2.85
2.85,2.85,2.85,2.85
2.65,2.65,2.85,2.65
2.85,3.00,3.00,2.85
3.00,3.00,3.00,3.00
2.85,2.85,3.00,2.85
2.85,2.70,2.85,2.65
2.85,2.85,2.85,2.85
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.65,2.88,2.88,2.65
2.88,2.88,2.88,2.88
2.95,2.80,2.95,2.80
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.70,2.70,2.70,2.70
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.80,2.80,2.80,2.69
2.99,2.99,2.99,2.99
2.99,2.99,2.99,2.99
2.99,2.99,2.99,2.99
2.99,2.99,2.99,2.99
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.75,3.15,3.15,2.75
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.48,3.48,3.48,3.48
3.40,3.34,3.40,3.30
3.22,3.30,3.30,3.22
3.30,3.74,3.74,3.06
3.40,3.40,3.40,3.40
3.40,3.40,3.40,3.40
3.30,3.05,3.30,3.05
3.05,3.05,3.05,3.05
3.05,3.05,3.05,3.05
3.05,3.05,3.05,3.05
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
2.96,2.87,2.96,2.87
2.87,2.87,2.87,2.87
2.76,2.87,2.87,2.76
2.87,2.87,2.87,2.87
2.97,2.97,2.97,2.97
3.74,3.74,3.74,3.74
2.97,3.74,3.74,2.97
3.50,3.50,3.50,2.93
2.95,3.50,3.50,2.95
3.08,3.50,3.50,3.08
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.15,3.15,3.15,3.15
3.15,3.15,3.15,3.15
3.28,3.28,3.28,3.28
3.28,3.28,3.28,3.28
3.28,3.28,3.28,3.28
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.11,3.24,3.24,2.40
3.24,3.24,3.24,3.24
3.24,3.24,3.24,3.24
3.24,3.24,3.24,3.24
3.00,3.25,3.25,3.00
3.25,3.25,3.25,3.24
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.37,3.37,3.37,3.37
3.25,3.25,3.25,3.25
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.00,3.53,3.53,3.00
3.53,3.53,3.53,3.53
3.61,3.61,3.61,3.61
3.74,3.75,3.75,3.74
3.52,3.75,3.75,3.50
3.75,3.75,3.75,3.00
3.75,3.75,3.75,3.75
3.36,3.95,3.95,3.36
3.95,4.05,4.05,3.95
4.04,4.12,4.16,4.04
4.12,4.12,4.12,4.12
4.25,4.26,4.26,4.25
4.21,4.21,4.21,4.21
4.30,4.42,4.45,4.30
4.50,4.30,4.50,4.30
4.50,4.20,4.52,4.20
4.20,4.20,4.20,4.20
4.26,4.24,4.26,4.24
4.30,4.20,4.30,4.20
4.19,4.19,4.19,4.19
4.40,4.20,4.40,3.50
4.10,4.10,4.10,4.10
4.15,4.20,4.20,4.15
4.20,4.20,4.20,4.20
4.20,4.20,4.20,4.20
4.20,4.20,4.20,4.20
4.20,4.20,4.20,4.20
4.20,4.20,4.20,4.20
4.20,4.20,4.20,4.20
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.48,4.75,4.75,4.48
5.00,5.10,5.10,4.80
4.85,4.95,4.95,4.85
4.90,5.15,5.15,4.90
5.04,5.04,5.04,5.04
5.04,5.04,5.04,5.04
5.15,5.15,5.15,5.15
5.50,5.50,5.50,5.25
5.41,5.50,5.55,5.30
5.50,5.39,5.50,5.25
5.43,5.43,5.43,5.43
5.33,5.20,5.50,4.15
5.05,5.20,5.20,4.15
5.20,5.20,5.20,5.20
5.20,5.20,5.20,5.20
5.20,5.20,5.20,5.20
5.20,5.20,5.20,5.20
5.20,5.20,5.20,5.20
5.22,5.20,5.22,5.20
5.20,5.20,5.20,5.20
5.20,5.20,5.20,5.20
5.20,5.20,5.20,5.20
5.20,5.20,5.20,5.20
5.20,5.20,5.20,5.20
5.55,5.54,5.55,5.54
5.20,5.25,5.25,5.20
5.25,5.25,5.25,5.25
5.25,5.25,5.25,5.25
5.07,4.75,5.07,4.20
4.50,4.45,4.50,4.35
4.45,4.30,4.45,4.15
4.40,5.10,5.10,4.40
5.10,5.10,5.10,5.10
5.60,5.60,5.60,5.60
5.30,5.44,5.44,5.30
5.44,5.45,5.45,4.55
6.25,5.96,6.25,5.60
5.72,6.30,6.75,5.44
6.05,6.30,6.30,5.70
6.23,6.23,6.23,6.23
5.82,6.31,6.31,5.82
6.54,6.33,6.56,6.31
6.33,6.33,6.33,6.33
6.33,6.33,6.33,6.33
6.01,6.27,6.27,5.98
5.76,6.21,6.21,5.76
6.00,6.03,6.11,6.00
6.03,6.03,6.03,6.03
5.96,6.35,6.35,5.96
6.30,6.30,6.30,6.00
6.02,6.05,6.30,6.02
6.30,6.30,6.30,6.30
6.30,6.30,6.30,6.30
6.05,6.30,6.30,6.05
6.07,6.05,6.20,6.03
6.05,6.05,6.05,6.05
6.05,6.05,6.05,6.05
6.18,6.20,6.20,6.18
6.20,6.25,6.25,6.20
6.10,6.10,6.10,6.10
6.11,6.11,6.11,6.11
6.17,6.11,6.18,6.11
6.10,5.99,6.10,5.98
6.00,6.00,6.00,6.00
6.20,6.11,6.20,6.11
6.00,6.00,6.00,6.00
6.02,6.02,6.02,6.02
