JJT,iPath Bloomberg Tin Subindex Total Return SM ETN,NASDAQ
42.58,42.61,42.61,42.45
42.61,42.61,42.61,42.61
43.60,43.57,44.98,42.96
44.15,43.03,44.15,42.22
43.03,42.48,43.26,42.20
42.51,41.96,43.25,41.96
41.59,41.80,41.99,39.81
42.08,41.68,42.17,41.32
41.57,41.87,41.99,41.27
42.55,42.02,42.55,42.02
41.30,41.25,41.53,41.09
41.83,41.43,41.95,41.32
41.12,42.12,42.14,41.12
41.56,41.08,41.56,41.08
41.20,40.49,41.20,40.49
40.49,40.49,40.49,40.49
40.65,40.66,40.66,40.65
40.49,40.15,40.93,39.94
38.37,41.31,41.44,38.37
41.92,41.36,41.92,41.36
40.43,41.22,41.22,40.43
41.22,41.22,41.22,41.22
41.00,42.18,42.18,40.96
42.74,42.74,42.74,42.74
41.35,40.90,41.90,40.90
41.20,41.16,41.40,41.13
40.44,40.60,41.27,39.50
39.65,37.40,39.65,37.40
37.24,36.33,37.40,36.14
36.85,37.80,37.84,36.83
37.80,37.80,37.80,37.80
39.11,38.57,39.32,38.38
39.70,39.78,39.78,39.70
39.87,39.79,40.20,39.55
40.57,41.39,41.39,40.57
41.45,41.14,41.45,41.14
41.52,41.54,41.88,40.81
41.57,41.23,41.57,40.89
42.46,42.25,42.57,42.25
42.35,42.29,42.53,42.13
42.39,42.07,42.39,42.07
42.66,42.56,42.66,42.53
42.76,42.55,42.76,42.55
42.69,42.69,42.69,42.69
42.04,41.39,42.04,40.73
40.86,40.84,40.95,40.84
40.75,39.74,40.75,39.74
40.20,40.80,40.80,39.98
41.31,41.21,41.47,41.21
41.03,41.14,41.14,40.94
41.38,41.15,41.38,41.15
41.52,41.59,41.59,41.52
41.32,41.35,41.35,41.32
42.13,42.03,42.13,42.03
42.31,41.90,42.31,41.90
41.90,41.90,41.90,41.90
41.50,41.46,41.50,41.46
42.10,41.92,42.10,41.88
41.92,41.92,41.92,41.92
43.08,42.96,43.08,42.96
44.03,44.03,44.03,44.03
44.07,45.06,45.69,44.07
46.01,45.86,46.27,45.76
45.84,45.24,45.84,45.24
46.70,45.70,46.70,45.70
46.11,45.84,46.36,45.79
46.10,46.30,48.33,46.03
46.36,47.08,53.30,46.06
49.19,46.74,49.19,46.50
48.29,47.64,48.29,47.42
43.64,48.18,48.90,43.64
48.28,48.78,49.38,48.28
48.00,50.28,50.45,48.00
48.62,48.10,49.07,48.04
47.55,46.81,47.57,46.31
46.60,47.74,48.09,46.60
47.93,48.61,48.78,47.93
49.20,49.62,49.72,49.02
50.81,49.86,50.83,49.84
49.50,49.98,49.98,49.02
50.35,49.92,50.40,49.50
49.40,48.96,49.43,48.96
48.97,48.57,48.99,47.65
47.00,48.00,48.40,47.00
47.73,47.96,48.49,47.26
50.61,50.14,50.62,49.69
50.26,50.71,51.02,49.74
50.94,51.12,51.16,50.69
51.06,49.15,51.06,49.15
49.86,50.15,50.76,49.68
50.58,50.61,50.84,50.58
52.34,49.54,52.34,49.54
49.34,49.53,49.88,47.51
49.76,50.28,50.96,49.76
51.49,50.83,51.49,50.82
51.25,51.07,51.82,50.88
52.27,52.27,52.66,52.03
52.68,52.94,53.46,52.68
52.85,54.62,54.69,52.85
55.50,55.15,56.12,55.00
56.17,55.52,56.17,55.05
55.86,55.00,55.86,54.60
54.91,54.39,54.93,53.57
54.24,54.88,55.70,54.24
55.48,55.47,56.51,54.51
56.55,55.60,56.55,55.33
56.33,55.65,56.33,55.22
56.12,56.62,56.74,55.68
57.19,57.35,57.98,56.20
57.77,57.19,57.77,56.90
58.65,59.15,59.35,58.53
59.18,58.83,59.18,58.49
60.90,61.20,61.29,60.88
62.17,62.06,62.18,61.06
62.08,59.67,63.99,59.01
60.88,62.28,62.87,60.88
61.98,61.38,62.01,61.20
61.43,62.18,62.86,61.41
63.19,63.24,63.66,62.79
64.35,63.09,64.35,62.51
63.79,62.15,63.86,62.15
61.49,63.00,63.60,61.49
60.82,60.60,62.03,60.36
60.21,62.98,63.25,60.00
63.24,62.53,63.53,61.85
61.97,62.06,62.20,61.00
62.53,63.14,63.66,62.53
63.11,62.80,63.11,62.49
61.75,61.10,61.89,60.79
62.26,61.93,62.26,61.33
60.80,60.56,60.80,60.12
60.25,60.37,60.98,60.20
60.76,60.86,61.09,60.56
61.04,60.91,61.06,60.14
62.74,62.08,62.74,61.71
62.69,62.37,62.70,62.00
62.00,62.89,62.92,62.00
64.00,63.69,64.56,63.50
63.53,63.40,67.33,63.13
63.36,63.53,63.88,63.33
62.78,60.65,62.78,59.35
59.86,59.80,61.18,58.64
58.78,57.47,59.00,57.00
57.01,58.06,58.36,57.01
59.22,59.58,60.66,58.88
59.72,58.95,60.26,56.42
58.35,57.70,58.36,55.99
56.98,55.99,56.98,55.83
57.40,57.33,57.49,54.86
56.50,57.60,59.34,56.50
57.24,56.36,57.24,55.77
56.93,56.96,57.73,56.22
58.90,58.42,59.31,57.97
59.93,59.74,60.45,59.50
59.90,60.42,60.52,59.90
59.66,59.73,60.41,59.56
61.04,59.34,62.07,59.04
60.57,60.42,60.85,60.37
60.59,60.97,61.14,59.85
61.50,60.41,62.66,60.27
60.87,61.21,62.65,60.05
61.54,61.46,62.08,61.38
61.97,60.46,61.97,60.41
61.33,61.88,61.95,60.29
61.90,61.50,61.90,61.29
61.39,61.93,61.99,61.28
61.98,63.08,63.48,61.75
63.50,63.25,63.50,62.57
63.00,63.13,63.27,62.79
63.00,63.45,63.58,63.00
62.50,64.03,64.11,62.50
63.97,62.78,63.97,62.49
62.82,62.67,63.57,61.97
63.20,63.37,64.00,63.14
63.73,63.06,64.02,62.22
63.84,62.57,63.85,61.96
63.10,62.32,63.10,61.00
61.63,61.50,62.58,61.43
63.00,62.40,63.50,61.99
62.22,62.02,62.29,61.68
61.99,62.60,62.72,61.99
62.75,63.84,63.84,62.33
63.98,62.98,63.98,62.38
62.85,63.61,63.74,62.85
63.49,63.80,64.69,63.35
63.69,62.42,64.20,62.38
61.65,63.42,63.90,61.59
63.92,65.20,65.40,63.92
66.03,65.63,66.80,65.50
66.02,66.14,66.60,65.60
67.20,68.42,68.53,67.20
68.48,68.70,69.35,68.48
70.87,69.93,71.00,68.61
70.79,71.36,71.96,70.57
70.59,71.50,71.99,70.40
71.93,72.30,74.54,69.71
72.33,72.43,72.43,71.70
72.87,73.72,74.29,72.85
74.24,73.69,74.24,73.28
74.11,74.64,74.72,73.96
74.45,73.96,74.68,73.54
73.79,74.57,74.60,73.35
74.27,75.38,75.38,74.26
76.18,76.33,77.16,75.87
76.75,76.55,77.15,76.01
76.89,76.94,77.02,76.45
75.09,75.06,75.82,73.50
75.33,75.87,76.39,75.08
74.82,73.97,75.29,73.62
73.62,74.84,74.84,71.00
74.50,74.56,74.62,73.26
74.82,75.90,76.04,74.32
75.93,76.48,76.48,75.70
76.23,75.84,76.59,74.79
74.55,74.75,74.85,73.90
74.75,74.43,75.34,73.87
74.06,74.66,75.83,74.06
75.28,72.88,75.98,71.70
71.00,72.38,72.64,70.23
71.71,69.51,72.05,69.00
69.00,69.93,71.32,69.00
69.16,69.71,71.33,69.16
69.75,70.15,70.28,69.57
66.12,67.14,67.46,65.38
67.13,66.46,68.08,66.34
66.47,70.45,70.95,66.47
70.25,70.79,72.49,69.69
70.97,70.95,71.03,69.36
72.00,71.45,72.00,70.50
71.98,74.45,74.77,71.98
75.50,75.23,75.50,74.49
75.27,75.21,75.43,74.50
75.42,74.60,75.42,73.76
75.00,74.75,75.44,74.11
74.60,74.01,74.61,73.22
73.98,74.51,75.71,72.39
74.68,74.53,75.86,73.74
75.20,74.62,75.20,74.40
74.28,74.61,74.77,74.11
74.45,75.48,75.75,74.45
76.87,76.34,76.93,75.90
77.30,77.80,77.97,77.30
78.22,78.10,78.42,77.80
78.03,77.09,78.03,76.46
77.54,75.68,77.54,75.68
76.00,76.99,76.99,75.00
76.78,77.97,79.90,76.78
76.94,77.20,77.75,75.78
77.66,76.14,77.66,75.87
77.01,77.32,77.32,76.02
77.03,76.97,78.70,76.69
76.83,75.86,76.83,75.05
76.00,77.09,77.60,76.00
77.00,76.08,77.04,75.16
75.63,77.00,77.00,75.01
75.43,74.68,75.99,73.48
74.04,74.14,75.48,72.99
74.82,75.34,75.89,74.43
73.79,72.19,73.79,72.17
69.37,67.45,70.27,67.20
68.98,68.90,69.30,68.27
70.00,69.72,70.27,69.03
69.54,69.56,70.06,69.19
68.87,67.54,68.92,67.46
68.25,67.90,68.56,67.00
68.13,66.59,68.13,66.01
65.24,65.02,66.00,64.53
65.26,64.96,65.61,64.42
66.47,66.20,66.94,66.09
66.64,65.68,66.64,65.21
65.53,64.83,65.81,63.99
62.59,61.94,62.59,61.31
62.58,63.19,63.23,62.57
64.58,64.48,65.19,64.15
64.24,62.55,64.40,62.27
63.90,63.30,64.25,63.16
64.77,64.57,65.10,64.50
64.07,63.45,64.36,63.39
63.60,61.47,63.81,61.42
60.18,61.42,61.72,59.76
60.80,60.38,61.00,60.37
60.21,59.61,60.57,59.61
59.45,59.96,60.10,59.22
59.79,60.38,60.54,59.79
60.40,59.22,60.85,58.02
58.00,57.12,58.00,57.02
59.07,59.86,59.90,59.04
58.70,57.33,59.75,57.00
57.61,58.00,58.17,57.38
58.57,57.89,59.10,57.84
57.38,57.83,58.06,57.37
58.83,58.88,59.07,58.58
58.84,58.84,59.12,58.74
58.21,58.37,59.07,57.64
58.55,57.97,58.55,57.81
58.98,58.47,58.98,58.20
59.15,58.99,59.17,58.99
59.27,59.88,60.11,59.27
59.25,60.81,60.86,59.25
60.05,59.60,60.67,59.38
61.35,61.92,61.94,61.23
62.28,62.34,62.34,61.83
63.56,63.53,64.16,63.53
62.57,62.28,62.58,62.12
62.00,61.87,62.50,61.05
61.73,63.46,63.73,61.39
63.07,62.96,64.20,62.96
63.79,63.60,63.96,63.57
63.45,63.01,64.00,63.01
63.25,63.53,63.60,63.06
64.61,64.70,65.24,64.61
64.85,65.54,66.09,64.85
65.50,65.43,65.91,65.36
65.68,65.82,65.87,65.65
65.43,65.52,65.65,65.43
66.18,66.23,66.65,66.18
67.01,66.62,67.23,66.59
67.15,66.33,67.15,66.18
65.43,65.87,66.20,65.43
66.58,65.59,66.88,64.92
64.82,63.24,64.96,62.98
62.08,61.31,62.44,61.22
59.98,59.35,59.98,59.34
57.87,56.33,58.01,54.50
55.32,52.01,55.32,52.01
52.30,53.41,53.56,52.17
53.93,53.34,53.93,52.66
54.29,55.59,55.69,54.12
57.78,56.57,57.92,56.56
57.21,56.18,57.25,56.18
55.70,55.32,55.70,55.24
55.32,55.32,55.32,55.32
54.24,52.59,54.28,52.58
52.90,52.92,53.20,52.53
52.94,52.63,52.94,52.48
54.19,54.04,54.33,53.90
54.02,53.95,54.02,53.80
54.65,54.47,54.65,54.08
55.00,55.65,55.65,54.99
54.81,54.81,54.81,54.81
55.94,55.94,56.25,55.63
55.87,56.04,56.31,55.87
55.81,55.81,55.81,55.81
56.21,55.80,56.21,55.74
54.76,55.20,55.26,54.76
56.36,56.34,56.36,56.24
56.40,56.23,56.41,56.23
54.53,54.53,54.53,54.53
53.71,55.03,55.03,53.49
54.60,54.53,54.90,54.52
53.99,54.20,54.21,52.82
54.35,54.35,54.35,54.35
54.45,53.70,54.45,53.57
53.70,53.70,53.70,53.70
52.75,51.96,52.75,51.96
51.51,49.45,51.51,49.45
45.78,45.50,47.21,45.05
44.96,44.71,46.49,44.59
46.92,47.23,47.42,46.50
49.92,49.03,50.08,49.02
47.38,47.17,47.38,46.83
47.66,47.29,48.01,47.29
46.23,46.47,46.73,46.23
46.07,46.99,47.00,46.07
47.30,47.02,48.23,46.90
47.87,47.87,47.87,47.87
50.68,51.00,51.00,50.46
53.10,52.53,53.18,52.40
52.86,52.82,53.15,52.82
51.34,51.26,51.43,50.85
52.40,52.40,52.40,52.40
51.11,51.08,51.11,50.87
51.07,51.07,51.07,51.07
49.18,48.59,49.18,48.59
49.00,49.00,49.00,49.00
49.20,49.20,49.20,49.20
48.32,48.90,48.90,48.32
49.25,49.85,49.87,49.25
51.06,50.80,51.39,50.61
50.74,50.58,50.74,50.58
50.56,50.58,50.58,50.56
50.74,50.21,50.74,50.16
51.08,50.32,51.08,50.32
50.18,50.35,50.35,50.10
50.35,50.35,50.35,50.35
50.32,50.71,50.71,50.25
50.21,50.12,50.25,50.12
50.12,50.12,50.12,50.12
50.32,50.76,50.76,50.32
51.10,51.50,51.61,50.73
50.55,50.55,50.55,50.55
48.98,48.91,48.98,48.91
49.49,49.49,49.49,49.49
49.73,49.33,49.83,49.21
49.67,48.78,49.70,48.51
48.78,48.78,48.78,48.78
48.61,48.40,48.61,47.85
48.97,48.97,48.97,48.97
48.21,47.11,48.22,47.11
47.28,47.28,47.28,47.28
47.60,46.82,47.60,46.76
46.33,46.22,46.33,43.61
47.08,47.22,47.63,47.08
45.87,46.17,46.17,45.87
47.19,47.14,48.12,46.96
46.06,46.21,46.21,46.06
45.50,45.37,45.51,45.37
46.20,46.21,46.21,46.20
46.23,47.42,47.42,46.23
46.79,46.48,46.81,46.48
46.65,45.90,46.65,45.90
46.16,46.16,46.16,46.16
44.90,44.90,44.90,44.90
45.43,44.93,45.43,44.93
43.57,42.91,43.57,42.91
42.77,42.40,42.77,42.31
42.58,43.53,43.53,42.58
43.53,43.53,43.53,43.53
43.26,43.19,43.54,43.19
43.81,43.12,43.91,43.12
43.69,43.66,43.89,43.48
43.73,43.42,44.16,43.42
43.62,43.33,44.00,43.32
42.78,43.08,43.08,42.34
43.24,43.26,43.52,43.01
43.11,43.71,43.97,43.11
45.95,45.55,46.00,45.40
45.36,45.39,45.39,45.36
44.94,45.23,45.23,44.60
45.04,45.03,45.04,45.03
46.24,45.84,46.26,45.76
46.56,46.39,46.56,46.36
46.91,46.91,46.91,46.91
48.15,48.15,48.15,48.15
48.07,49.00,49.00,48.07
49.54,49.60,49.86,49.54
50.04,50.04,50.04,50.04
50.61,50.01,50.61,50.01
50.35,50.66,50.66,50.35
50.64,51.19,51.19,50.64
51.26,51.26,51.26,51.26
51.26,51.26,51.26,51.26
55.46,55.63,55.63,55.21
56.00,55.82,56.27,55.82
55.68,55.52,55.68,55.29
56.06,55.63,56.06,55.63
56.03,55.72,56.10,55.72
56.04,55.40,56.04,55.31
55.99,56.20,56.54,55.99
56.20,56.20,56.20,56.20
56.53,58.26,58.65,56.53
59.60,58.09,59.62,58.09
59.55,59.19,60.95,58.89
58.00,58.03,58.13,57.50
58.31,57.62,58.31,57.57
57.32,56.94,57.32,56.23
56.35,56.76,57.10,56.35
55.59,56.17,56.22,55.13
55.98,54.64,55.98,53.44
55.16,56.03,56.28,55.16
55.52,55.71,55.82,55.36
54.87,56.03,56.30,54.87
55.58,55.14,55.97,55.05
54.67,56.30,56.48,54.56
55.73,55.94,56.05,55.40
55.92,55.35,56.35,54.68
55.42,55.67,55.78,54.94
54.94,55.25,55.33,54.67
53.40,53.12,53.53,52.89
51.73,51.83,52.07,51.51
51.24,50.90,51.86,50.83
52.60,52.55,52.85,52.13
52.69,53.55,53.73,52.66
53.34,54.14,54.19,53.34
54.55,56.17,56.17,54.39
55.17,55.04,55.41,54.50
54.88,54.66,55.05,54.64
54.90,54.08,54.99,54.00
54.34,54.36,54.50,54.19
53.77,54.02,54.17,53.61
54.05,53.03,54.05,53.00
51.30,51.16,51.58,51.02
51.60,51.36,51.92,51.03
51.94,52.18,52.23,51.78
52.24,52.20,52.38,51.70
51.51,51.71,52.00,51.50
51.80,52.05,52.46,51.55
53.39,52.43,53.79,52.43
52.54,53.27,53.82,52.54
53.44,53.15,53.99,53.05
51.87,52.00,52.20,51.73
51.91,52.93,53.43,51.91
51.41,52.04,52.44,51.30
52.69,51.86,52.80,51.86
52.06,51.19,52.34,51.18
52.19,52.26,52.41,51.80
51.57,51.45,51.57,50.91
50.03,49.25,50.03,48.80
49.22,49.58,49.58,48.92
48.57,48.29,48.74,48.03
48.10,48.55,48.82,48.10
49.60,49.18,49.78,48.80
49.20,48.88,49.20,48.15
49.41,49.36,49.61,49.33
49.93,49.65,50.26,49.64
51.49,51.26,51.69,50.79
51.71,51.47,52.05,51.47
51.58,52.23,52.31,51.58
52.10,51.50,52.33,51.35
50.58,51.41,51.49,50.58
50.95,50.01,51.20,49.75
49.88,49.57,49.88,49.34
49.15,48.12,49.15,47.28
48.50,48.65,49.01,48.39
47.22,47.15,47.44,47.01
47.00,46.22,47.20,46.22
46.31,46.30,46.70,46.07
45.70,45.47,45.91,45.41
45.75,45.28,45.95,45.28
44.75,44.02,45.11,44.02
44.12,43.63,44.37,43.57
44.21,43.75,44.37,43.70
43.82,44.48,44.48,43.82
44.37,44.48,45.03,44.37
44.08,44.41,44.41,43.94
44.51,45.01,45.40,44.46
45.06,44.78,45.24,44.74
45.95,45.62,45.95,45.31
44.94,44.77,45.21,44.77
44.51,44.50,44.51,44.28
43.76,43.90,44.10,43.75
43.80,43.93,44.45,43.74
44.01,43.47,44.01,43.47
44.89,44.53,45.32,44.40
45.28,44.79,45.28,44.59
44.22,44.47,45.10,44.22
45.19,44.50,45.19,44.34
44.44,44.86,44.86,44.44
44.31,44.26,44.31,44.26
44.17,44.12,44.47,44.12
44.84,44.58,45.07,44.35
44.23,44.23,44.23,44.23
44.17,44.48,44.48,44.13
44.02,43.27,44.02,43.27
43.23,42.59,43.58,42.58
42.01,42.42,42.42,41.64
42.34,42.44,42.49,41.81
42.01,42.29,42.50,41.99
42.29,42.29,42.29,42.29
42.54,42.03,42.58,42.03
42.86,43.13,43.16,42.71
43.13,43.13,43.13,43.13
43.78,44.40,44.40,43.78
44.40,44.40,44.40,44.40
42.41,42.32,42.50,42.24
42.71,42.82,42.82,42.16
42.14,42.14,42.14,42.14
42.65,42.65,42.75,42.65
42.17,42.10,42.20,41.96
42.67,42.50,42.71,42.50
42.62,42.74,42.74,42.62
42.74,42.74,42.74,42.74
42.55,42.60,42.60,42.55
43.11,43.73,43.73,42.69
43.48,43.53,43.53,43.41
41.52,41.62,41.62,41.52
40.50,40.00,40.53,40.00
40.00,39.21,40.10,39.14
40.30,40.39,40.40,40.20
40.90,40.90,40.90,40.90
41.03,41.03,41.03,41.03
40.95,41.17,41.25,40.95
40.42,40.42,40.42,40.42
40.42,40.42,40.42,40.42
40.18,40.30,40.39,40.18
40.56,40.56,40.56,40.56
40.56,40.56,40.56,40.56
41.02,41.14,41.14,41.02
40.85,40.85,40.85,40.85
40.85,40.85,40.85,40.85
40.85,40.85,40.85,40.85
40.85,40.85,40.85,40.85
40.85,40.85,40.85,40.85
40.92,40.94,41.02,40.71
41.74,41.80,42.20,41.74
40.82,42.49,42.49,40.82
42.49,42.49,42.49,42.49
42.49,42.49,42.49,42.49
45.16,44.81,45.26,44.61
46.57,47.65,47.73,46.54
48.03,47.55,48.03,47.50
47.20,47.20,47.20,47.20
44.26,43.82,44.33,43.82
44.13,44.20,44.20,44.09
44.91,44.91,44.91,44.91
44.50,44.30,44.50,44.30
44.76,44.76,44.76,44.76
44.78,44.79,45.08,44.55
45.44,45.80,45.80,45.44
43.72,45.42,45.42,43.72
42.76,45.84,47.30,42.76
46.09,47.11,47.11,46.09
46.06,46.34,46.54,45.83
49.04,49.34,49.45,48.79
49.18,50.00,50.10,49.18
50.00,50.00,50.00,50.00
48.68,48.80,48.95,48.55
47.39,47.06,47.39,46.93
47.47,47.60,47.70,47.15
46.96,47.15,47.15,46.96
48.18,48.46,48.46,48.18
48.46,48.46,48.46,48.46
48.46,48.46,48.46,48.46
49.76,49.81,49.81,49.76
49.81,49.81,49.81,49.81
50.71,50.62,50.71,50.60
50.38,50.38,50.38,50.38
51.05,51.83,51.83,51.05
51.47,51.47,51.47,51.47
51.47,51.47,51.47,51.47
49.82,49.83,49.83,49.82
50.05,50.05,50.05,50.05
50.05,50.05,50.05,50.05
50.05,50.05,50.05,50.05
48.15,47.96,48.15,47.96
48.84,48.95,48.95,48.66
48.75,49.05,49.05,48.75
49.05,49.05,49.05,49.05
48.78,48.57,48.78,48.57
48.57,48.57,48.57,48.57
46.19,46.19,46.19,46.19
46.28,46.39,46.39,46.18
46.60,46.60,46.60,46.60
46.60,46.60,46.60,46.60
45.43,45.43,45.43,45.43
45.43,45.43,45.43,45.43
45.43,45.43,45.43,45.43
45.43,45.43,45.43,45.43
45.43,45.43,45.43,45.43
45.43,45.43,45.43,45.43
45.43,45.43,45.43,45.43
45.97,46.10,46.15,45.97
46.10,46.10,46.10,46.10
46.65,46.48,46.65,46.48
47.02,46.53,47.02,46.53
46.66,46.51,46.66,46.51
46.41,46.90,46.90,46.41
46.84,47.45,47.45,46.84
47.18,47.19,47.19,47.07
46.86,46.78,46.86,46.78
47.26,47.71,47.72,47.26
47.62,47.22,47.80,47.22
47.22,47.22,47.22,47.22
48.72,48.98,48.98,48.72
48.98,48.98,48.98,48.98
49.58,49.65,49.92,49.58
50.01,49.95,50.15,49.95
49.90,49.51,50.01,49.51
49.70,49.79,49.85,49.65
49.62,50.10,50.12,49.62
49.71,49.71,49.71,49.71
52.34,51.77,52.73,51.30
53.15,52.40,53.15,52.40
53.19,52.68,53.20,52.55
52.78,52.79,52.79,52.78
53.52,53.11,53.52,52.95
53.69,53.35,53.69,53.27
54.20,54.20,54.20,54.20
53.63,53.61,53.84,53.54
53.13,53.54,53.93,53.10
53.60,53.65,53.97,53.51
53.65,53.80,53.98,53.33
54.50,54.57,54.57,54.23
54.00,53.50,54.00,53.30
53.40,53.95,53.95,52.97
53.35,53.86,53.91,53.35
56.02,56.47,56.76,56.02
55.95,55.60,55.95,55.34
54.85,54.93,55.11,54.25
55.25,55.82,55.87,55.21
55.74,55.66,55.74,55.66
56.61,56.56,56.68,56.10
56.85,56.90,57.08,56.62
57.50,57.82,57.82,57.33
57.32,57.22,57.38,57.06
57.54,57.75,57.75,57.54
57.91,57.91,57.91,57.91
58.28,57.83,58.28,57.11
57.85,57.64,57.85,57.55
56.99,57.27,57.28,56.99
56.72,55.93,56.72,55.92
56.26,57.14,57.14,56.26
56.94,57.94,57.99,56.94
56.10,56.45,56.58,56.10
56.36,56.40,56.40,56.35
57.56,57.74,57.74,57.18
57.12,57.28,57.62,57.12
57.10,57.82,57.82,57.10
57.55,57.45,57.55,57.05
57.07,57.62,57.62,56.92
57.32,57.36,57.43,57.27
57.07,56.64,57.21,56.43
57.03,57.03,57.03,57.03
57.08,57.34,57.34,57.08
57.34,57.34,57.34,57.34
57.34,57.34,57.34,57.34
57.34,57.34,57.34,57.34
56.33,56.84,56.84,56.33
54.89,54.81,55.06,54.81
54.32,54.32,54.32,54.32
53.54,53.33,53.54,53.09
53.03,53.00,53.45,52.94
53.24,53.44,53.44,53.24
53.73,53.54,53.73,53.38
53.94,53.80,54.07,53.76
54.59,53.95,54.59,53.95
53.95,53.95,53.95,53.95
53.78,53.95,53.95,53.42
53.84,54.11,54.22,53.80
54.10,53.97,54.10,53.97
54.75,54.80,54.80,54.75
54.68,54.78,54.78,54.49
53.88,54.80,54.80,53.88
53.95,53.95,53.95,53.95
55.47,55.21,55.47,55.21
54.90,55.29,55.41,54.85
55.29,55.29,55.29,55.29
53.80,52.82,53.80,52.82
52.82,52.82,52.82,52.82
52.42,51.35,53.10,51.35
51.61,51.60,51.64,51.40
52.12,52.68,52.68,52.12
52.83,52.83,52.83,52.83
52.83,52.83,52.83,52.83
53.10,53.15,53.15,52.93
53.38,53.38,53.38,53.38
53.38,53.38,53.38,53.38
53.45,52.02,53.45,52.02
52.97,51.90,52.97,51.70
51.89,51.89,51.89,51.89
52.82,52.35,52.82,52.35
52.35,52.35,52.35,52.35
52.35,52.35,52.35,52.35
47.57,51.99,52.90,47.57
51.99,51.99,51.99,51.99
51.99,51.99,51.99,51.99
48.11,47.95,48.55,47.33
47.94,47.80,48.04,47.77
46.02,45.89,46.82,45.84
45.85,46.84,47.69,45.85
47.03,47.33,47.41,47.03
47.16,47.02,47.16,47.02
47.02,47.02,47.02,47.02
47.00,47.43,47.43,47.00
47.51,48.18,48.18,47.51
48.18,48.18,48.18,48.18
46.44,46.63,46.82,46.43
46.06,45.94,46.37,45.65
44.91,44.99,44.99,44.86
44.25,44.41,44.42,44.25
44.99,45.74,45.77,44.99
45.74,45.74,45.74,45.74
46.28,46.45,46.45,45.84
46.75,46.88,47.00,46.75
46.59,46.80,46.89,46.46
47.02,47.23,47.32,46.93
47.50,47.36,47.52,47.36
47.19,47.00,47.58,47.00
47.00,47.00,47.00,47.00
47.33,47.25,47.33,47.14
47.51,47.49,47.51,47.49
48.22,48.46,48.46,48.22
48.46,48.46,48.46,48.46
48.46,48.46,48.46,48.46
47.44,47.52,47.56,47.44
47.76,47.76,47.76,47.76
47.81,47.91,47.95,47.75
47.91,47.91,47.91,47.91
47.48,47.60,47.63,47.48
47.43,47.25,47.45,47.02
47.90,47.79,47.90,47.79
47.63,47.65,47.72,47.63
47.80,47.52,47.80,47.42
47.43,47.51,47.51,47.43
47.03,47.13,47.13,47.03
47.23,47.18,47.23,47.18
47.18,47.18,47.18,47.18
46.20,46.27,46.29,46.20
46.27,46.27,46.27,46.27
46.27,46.27,46.27,46.27
46.27,46.27,46.27,46.27
46.27,46.27,46.27,46.27
