DRQ,Dril-Quip,NASDAQ
73.08,73.36,73.43,71.59
72.56,73.53,73.82,72.11
73.04,74.62,75.47,72.91
72.97,73.32,73.89,72.56
73.48,74.36,74.66,73.47
75.69,75.35,76.05,74.07
75.91,75.87,76.45,75.18
75.74,75.84,76.39,75.01
76.10,76.28,76.78,75.81
76.33,76.00,76.37,74.22
75.75,76.57,77.42,75.53
76.74,76.56,77.75,76.36
76.86,73.69,76.94,73.54
73.19,71.51,73.82,70.37
71.48,67.43,71.48,66.88
66.61,65.56,67.96,65.22
66.74,65.32,68.24,64.69
65.56,68.00,68.44,65.56
67.50,69.67,69.88,67.05
69.28,67.07,69.40,66.86
66.51,67.50,68.37,65.50
67.48,67.39,68.26,66.17
66.82,67.00,68.84,66.58
66.70,67.11,67.86,66.19
67.48,68.75,69.57,67.16
69.27,68.95,69.56,67.56
68.73,69.99,70.58,67.98
68.01,67.42,68.34,66.94
67.97,71.32,71.92,67.97
70.86,73.74,75.01,70.86
73.31,73.57,74.50,73.02
74.20,73.77,75.01,73.18
75.00,74.18,75.94,72.87
73.88,70.42,74.12,70.19
70.69,70.45,71.98,69.60
69.15,68.84,70.51,68.38
68.75,67.04,69.02,66.34
67.66,66.90,67.75,66.35
66.88,66.70,67.86,66.52
67.15,67.06,67.70,66.56
66.39,66.01,66.96,65.92
66.19,64.49,66.61,63.78
65.50,66.29,66.81,65.23
65.37,64.27,66.82,63.89
64.39,63.04,64.66,62.55
63.63,62.16,64.22,61.52
61.85,63.12,63.46,61.64
63.79,64.63,65.24,63.68
64.30,65.04,66.33,64.30
63.72,65.68,65.81,62.52
65.78,65.76,66.57,65.11
65.30,65.23,65.96,64.31
65.23,66.90,67.02,65.23
66.99,67.28,67.72,66.46
67.29,67.83,68.51,67.28
67.81,68.94,69.13,67.16
68.94,69.52,70.40,68.82
69.22,69.86,69.88,68.29
70.85,70.82,72.07,70.70
69.51,70.43,70.63,69.12
69.14,68.18,69.14,67.95
68.01,67.58,68.40,67.36
67.85,68.77,70.47,67.79
69.28,67.39,70.01,67.20
67.92,70.99,71.15,67.47
70.53,69.93,71.08,69.49
70.56,72.30,72.32,70.56
72.59,71.60,72.60,71.13
71.98,72.97,73.68,71.55
72.98,74.16,74.58,72.53
72.85,73.82,75.00,72.71
73.96,72.24,73.98,71.91
71.42,70.19,71.87,70.01
70.12,70.41,71.81,70.12
69.26,70.51,71.14,68.94
71.62,70.34,72.18,69.60
69.72,68.43,71.42,68.38
68.68,68.27,68.73,66.20
66.84,62.44,67.13,62.42
62.10,56.12,62.10,53.25
52.88,50.45,56.53,49.27
51.11,52.26,52.37,47.40
50.76,53.15,55.81,50.05
53.52,56.51,57.46,52.42
57.15,58.11,58.24,55.74
58.44,60.83,61.12,58.18
59.90,59.88,60.38,59.20
60.43,59.96,61.00,59.26
57.71,56.14,57.86,55.33
55.03,55.51,58.00,54.96
57.26,55.75,57.59,55.02
55.99,58.46,58.46,55.34
58.28,59.39,59.50,57.16
59.69,57.56,60.44,57.10
56.95,59.67,60.32,56.33
60.67,61.84,62.01,60.67
61.54,63.37,63.86,61.10
64.06,64.70,65.60,63.61
65.07,64.52,65.77,64.22
62.08,61.87,62.91,60.68
59.83,62.31,62.48,59.34
63.66,64.34,64.64,63.09
63.83,63.99,65.11,63.38
62.91,60.93,64.57,60.34
60.26,61.26,62.66,59.44
61.71,61.89,62.53,60.19
62.47,62.35,63.38,60.44
63.44,64.09,64.20,62.34
64.66,65.80,65.88,63.97
63.88,64.82,65.85,62.71
65.30,63.72,66.28,63.61
63.56,61.22,64.80,61.16
58.88,57.78,59.51,56.78
56.80,55.90,57.55,55.31
56.40,58.50,58.64,54.31
60.77,58.21,60.94,57.60
57.99,55.74,58.94,55.62
55.61,55.80,56.46,53.96
54.55,53.91,55.17,53.80
53.43,49.38,54.28,49.35
49.19,53.02,53.30,47.49
53.06,53.21,53.96,51.60
53.17,55.11,55.23,52.00
55.54,54.42,55.87,53.72
55.75,57.62,58.26,55.75
57.17,59.66,59.76,57.17
60.00,60.41,62.34,59.80
60.14,60.42,60.98,58.29
61.67,63.44,63.64,61.55
62.96,61.44,63.22,61.16
61.60,62.83,63.85,60.31
59.19,59.67,62.32,59.19
59.57,59.88,60.54,58.03
64.87,63.77,64.90,61.38
64.26,65.72,66.36,63.67
65.86,63.75,66.37,63.62
64.75,65.06,65.47,62.88
69.29,68.25,69.34,67.01
67.69,68.43,69.01,67.54
66.91,65.10,67.19,64.66
61.66,61.90,63.13,60.84
63.70,63.25,63.89,61.13
64.39,66.16,66.61,63.02
65.00,68.50,68.89,64.51
67.61,67.27,68.24,65.99
68.01,68.44,68.70,66.41
65.70,65.84,67.31,65.68
67.40,66.82,67.80,65.90
67.94,66.87,68.49,66.44
66.75,67.18,67.37,65.58
66.77,67.23,67.89,65.60
66.69,67.93,69.71,66.69
67.70,65.65,68.04,65.10
65.74,65.11,66.49,64.50
63.99,63.76,64.32,62.89
63.82,63.29,64.74,62.64
62.23,60.64,62.60,59.72
60.14,60.00,61.19,59.73
62.42,64.21,64.40,62.16
63.78,65.30,66.23,62.93
68.38,71.13,71.28,68.33
70.63,70.72,72.23,70.43
71.87,71.06,72.61,70.49
72.43,72.35,72.96,71.65
72.34,73.68,74.66,71.34
72.97,71.51,72.97,70.47
71.01,69.59,71.59,69.44
69.66,72.28,72.70,69.28
70.89,69.45,70.97,67.85
69.92,66.24,70.96,65.83
65.38,63.43,65.71,62.81
64.48,62.85,64.59,62.36
63.39,64.16,64.66,62.79
64.77,62.49,65.43,62.35
64.08,65.97,66.20,63.87
65.51,66.73,67.18,64.54
67.22,66.86,67.61,66.07
67.03,66.37,67.05,65.94
66.31,65.91,66.50,65.38
66.05,64.48,66.10,64.35
64.77,65.85,66.37,64.56
65.62,65.82,66.60,65.34
67.72,67.69,68.28,66.91
67.19,67.71,68.47,66.40
66.95,65.95,67.05,64.98
65.95,65.95,66.59,65.15
66.28,66.36,66.82,65.61
67.37,68.27,68.56,67.37
67.74,66.68,68.23,66.50
66.72,65.97,67.23,65.52
65.17,63.40,65.57,63.31
64.37,62.88,64.63,62.75
62.98,65.68,65.82,62.81
66.14,67.09,67.93,65.85
66.89,66.55,68.30,65.80
66.54,66.42,67.29,66.22
65.75,66.13,66.99,65.37
65.85,67.99,68.31,65.13
68.43,67.64,68.87,67.40
67.21,67.44,68.54,67.07
66.56,66.33,67.35,65.34
66.99,65.97,67.56,65.53
66.75,69.00,69.22,66.07
68.94,68.99,69.49,68.68
69.98,70.32,71.48,68.79
69.81,71.82,71.90,69.80
71.71,72.16,72.33,70.71
72.41,71.74,72.49,70.49
71.97,72.06,72.37,71.17
70.56,72.63,73.15,70.56
73.57,73.88,74.58,72.99
73.68,74.90,74.91,73.27
75.19,74.83,75.62,73.44
74.74,75.66,76.05,74.74
76.06,74.91,76.72,74.82
74.96,76.10,76.65,74.71
75.42,75.07,76.81,74.98
75.25,76.61,76.70,74.74
76.73,76.26,77.12,76.18
75.81,71.45,75.81,69.86
71.09,70.12,72.31,69.41
70.10,69.99,71.44,69.57
70.62,70.87,71.40,70.22
70.61,68.38,70.83,68.15
67.92,67.23,68.08,66.57
65.86,65.70,66.27,65.32
66.06,67.46,67.64,65.66
68.16,67.97,68.93,67.54
68.00,68.64,69.70,67.90
68.47,67.45,68.48,66.82
68.07,68.44,68.46,67.25
68.28,67.47,68.47,67.35
67.65,68.20,68.66,66.45
68.30,68.36,69.38,68.07
68.52,67.66,68.90,67.58
67.50,66.02,67.50,65.95
65.91,65.10,66.13,64.96
64.05,63.35,64.42,62.96
64.31,65.54,65.91,63.92
66.47,66.89,67.10,65.76
66.89,65.66,67.13,65.23
65.42,64.96,65.89,63.72
64.25,65.22,65.31,64.06
65.65,65.02,65.99,64.81
64.81,67.06,67.43,64.64
67.00,68.15,68.31,66.62
67.18,66.44,67.29,65.79
65.97,66.65,67.38,65.86
65.04,65.61,66.31,64.68
65.35,64.63,65.81,63.81
65.64,64.58,65.68,64.24
64.40,66.38,66.99,64.35
65.92,64.90,66.82,64.80
65.62,64.53,65.62,64.00
65.17,65.56,66.13,65.04
65.50,65.75,66.47,64.95
66.00,65.61,67.35,65.35
67.21,65.21,67.86,65.06
63.89,65.29,65.76,63.39
65.60,65.69,66.31,64.58
66.32,67.81,67.85,66.28
67.40,68.47,68.77,66.95
68.97,67.51,69.26,67.33
67.37,67.39,67.84,66.43
67.09,68.04,69.21,66.05
67.18,67.16,67.72,66.68
67.17,65.75,67.22,65.60
65.07,64.57,65.37,63.59
64.30,64.60,65.36,62.61
63.80,64.15,64.38,62.28
63.06,64.84,65.20,62.72
65.61,65.34,65.89,64.74
64.55,64.97,66.48,64.44
64.01,63.50,64.06,62.77
63.49,62.51,63.64,62.18
62.70,62.39,63.62,62.00
62.29,60.93,62.92,60.92
61.15,60.87,62.48,60.52
61.08,62.35,62.49,60.52
62.24,62.33,63.24,61.64
61.53,64.86,64.99,61.46
65.05,62.47,65.05,61.75
62.77,62.17,63.13,61.59
62.90,63.25,64.49,62.34
61.90,61.46,62.32,60.95
61.40,60.59,61.45,59.02
59.34,58.76,59.99,58.72
59.01,58.72,59.72,57.27
58.38,59.73,60.23,58.33
60.08,61.32,61.82,60.08
62.63,60.73,63.48,60.63
60.33,60.44,60.55,58.87
61.29,60.32,61.76,60.16
60.82,62.03,62.05,60.17
61.69,60.99,61.98,60.52
60.91,61.71,62.40,60.74
61.93,62.28,62.37,61.06
61.38,62.55,62.73,61.09
63.27,63.87,64.12,62.63
63.99,65.68,66.57,63.48
65.49,61.95,65.55,61.77
62.15,62.47,62.56,60.91
61.42,60.27,61.54,59.73
60.47,60.84,61.18,58.87
61.28,62.23,62.75,61.28
61.67,63.21,63.24,61.30
64.79,65.59,65.76,64.01
65.59,65.87,66.55,64.84
66.20,68.61,68.65,65.94
68.25,68.09,68.67,67.04
67.18,67.13,67.83,66.44
66.90,67.61,67.81,66.42
67.76,66.89,68.66,66.19
67.13,68.51,68.57,66.89
67.74,68.98,69.44,66.55
69.18,70.30,70.40,68.95
70.06,69.76,70.36,68.97
70.30,70.27,71.21,69.35
69.90,70.33,71.44,69.67
70.82,70.42,71.86,70.28
69.95,71.58,71.83,69.89
69.80,71.23,71.55,69.18
71.30,69.89,71.33,69.04
70.44,70.12,70.92,69.15
71.78,71.90,72.57,71.68
72.39,73.58,74.13,71.44
73.47,73.72,74.13,73.03
73.34,73.31,74.64,72.59
73.46,72.46,72.46,72.46
71.65,71.48,72.41,70.44
72.77,72.02,72.77,71.76
72.43,73.58,74.53,72.22
73.77,71.54,73.99,71.44
70.60,70.80,71.35,70.10
70.70,70.94,71.65,70.47
70.79,71.89,72.01,70.17
71.63,71.64,72.03,70.98
72.03,70.90,72.45,70.53
70.92,70.81,71.34,70.53
70.96,71.67,71.87,70.56
71.53,71.66,71.78,71.09
71.46,71.23,72.08,70.89
71.70,71.25,72.99,70.90
71.34,71.34,71.87,70.84
72.77,73.08,74.94,72.48
73.08,71.35,73.10,71.26
71.56,71.06,71.81,70.84
70.90,70.47,71.06,69.91
70.42,68.96,70.62,68.87
68.40,67.95,68.40,67.12
68.63,70.04,70.23,67.93
70.60,70.32,70.94,69.12
70.08,70.21,71.11,70.08
70.88,71.88,72.73,70.70
72.33,72.67,73.47,71.75
72.41,72.20,73.24,72.17
72.19,72.93,73.20,72.19
73.50,73.31,74.11,72.35
73.34,74.33,74.86,72.10
74.81,74.67,76.03,74.35
73.61,73.74,74.53,73.31
73.39,72.64,73.69,72.27
72.80,72.55,72.98,71.82
71.91,72.05,72.35,71.35
72.82,72.49,73.54,72.18
73.60,73.85,73.93,72.86
74.00,71.97,74.31,71.96
72.00,71.10,72.00,70.89
71.53,72.80,73.38,71.35
72.35,71.88,72.60,71.69
72.29,71.37,72.45,70.88
71.69,72.18,72.26,70.97
72.08,68.95,72.14,68.70
69.42,70.55,70.66,68.62
71.01,70.00,71.23,69.72
69.46,69.82,70.03,69.18
69.70,69.35,70.36,69.11
69.16,68.89,69.68,68.45
69.64,69.52,70.12,69.04
69.25,68.66,69.34,68.26
68.89,69.21,69.22,67.75
69.58,69.88,70.23,69.55
69.87,71.04,71.29,69.57
70.87,71.33,71.50,70.49
70.83,69.08,71.46,69.01
68.83,68.65,69.38,67.81
67.50,67.56,67.70,66.30
67.75,67.94,68.04,67.34
68.32,69.25,69.27,68.13
69.27,69.55,69.77,68.67
69.24,69.26,69.40,67.84
69.16,70.72,71.07,68.85
70.87,67.50,70.87,66.77
67.61,68.70,69.09,66.95
69.15,70.21,70.53,68.95
69.10,67.77,69.10,67.59
68.45,67.38,68.75,67.03
66.01,66.54,67.80,65.16
67.45,68.47,69.55,67.45
67.20,67.60,68.89,67.20
67.92,66.89,68.05,66.80
66.57,67.56,68.33,66.37
67.18,68.53,69.07,65.73
69.56,70.65,70.65,69.08
70.18,69.65,70.31,69.00
69.90,69.35,70.12,68.86
69.81,70.43,70.44,69.09
69.93,69.54,70.37,69.30
69.38,68.76,69.92,68.65
68.38,69.77,69.82,67.82
70.23,70.43,71.28,70.08
70.69,70.37,71.18,69.89
71.00,70.78,71.19,70.40
70.68,70.81,71.44,70.48
71.01,70.42,71.67,70.32
70.22,70.22,70.46,69.73
70.66,70.59,70.95,70.16
70.70,70.67,70.85,69.96
71.01,71.53,71.87,70.62
71.90,71.27,72.17,71.03
71.21,71.84,72.50,70.94
70.87,70.84,71.65,70.70
71.01,70.26,71.01,69.80
70.00,72.44,72.64,69.51
72.44,71.60,73.10,71.57
72.09,72.87,73.54,72.09
72.12,71.71,72.75,71.24
71.52,71.05,71.74,70.87
71.44,70.25,71.63,70.05
70.29,71.30,71.59,69.81
70.76,71.05,71.78,70.12
71.10,73.05,73.19,71.10
74.70,75.28,75.29,73.70
75.18,75.83,76.36,75.10
76.08,76.21,76.74,75.75
75.74,76.02,76.19,74.94
75.94,76.01,76.49,75.67
76.16,76.43,76.45,75.79
76.85,76.54,76.98,75.67
76.78,76.70,77.34,76.33
76.26,75.74,76.63,75.38
75.36,77.33,77.64,75.36
77.03,78.18,78.49,76.96
78.64,77.95,78.89,77.60
77.93,78.17,78.51,77.22
78.11,78.94,79.64,77.57
78.73,79.15,80.00,78.73
79.24,79.21,83.37,78.30
79.82,81.95,82.21,79.42
81.99,81.63,82.00,80.91
82.00,81.94,82.32,81.30
81.92,80.51,82.06,80.38
80.04,81.09,81.72,80.00
81.38,81.78,82.09,80.31
81.00,80.87,82.01,80.83
81.07,81.45,81.73,80.78
81.01,81.08,81.47,80.47
81.22,81.09,81.52,80.54
81.43,81.86,82.00,80.98
81.81,81.73,81.92,80.94
82.00,81.91,82.43,81.31
81.89,83.17,83.18,81.49
82.91,84.82,85.34,82.54
84.77,84.10,85.21,83.73
84.39,85.13,85.49,84.39
85.24,83.11,85.55,83.04
83.12,81.31,83.14,81.28
81.75,81.88,82.38,81.38
82.28,79.49,82.67,79.44
80.04,80.24,80.64,78.99
80.34,82.16,82.61,80.34
82.38,82.23,82.81,81.03
81.42,80.87,81.71,78.28
80.63,80.04,81.19,79.13
80.64,81.44,81.62,79.72
81.42,80.99,82.45,80.61
83.64,82.75,84.22,82.59
83.76,83.65,84.08,82.75
83.15,83.52,83.55,82.72
83.74,83.69,83.99,82.86
84.68,83.37,84.98,83.27
83.83,84.93,85.12,83.39
84.25,85.13,85.57,84.16
83.62,84.49,84.97,83.53
84.49,84.57,84.86,83.66
85.03,85.90,86.28,84.92
85.13,85.83,86.39,85.03
86.10,86.20,86.44,85.30
86.22,86.99,87.50,85.39
87.21,88.00,88.12,86.75
87.22,87.80,87.99,87.12
87.80,87.17,88.12,86.98
87.20,85.60,87.39,85.13
85.54,85.13,86.11,84.59
84.92,82.62,85.15,81.53
82.55,82.59,82.87,81.81
81.05,83.06,83.11,80.96
84.11,84.79,84.83,82.80
84.66,84.93,85.36,83.87
84.97,85.78,86.41,84.67
85.87,85.72,86.43,85.18
84.92,83.37,84.92,82.73
82.23,79.00,82.29,78.98
79.89,79.71,80.20,78.17
78.79,77.42,79.04,76.56
78.06,78.02,78.95,77.13
78.04,77.73,78.17,76.44
78.33,78.64,78.76,77.48
78.83,79.36,79.51,78.42
79.44,81.01,81.42,79.44
80.90,80.83,81.83,80.47
80.79,80.80,81.55,80.09
81.27,82.15,82.45,80.57
82.11,83.71,83.71,81.79
82.80,83.44,83.62,82.59
83.81,84.80,85.06,83.05
87.00,87.58,87.95,85.70
87.22,88.99,89.41,87.22
89.00,91.14,91.15,88.60
91.27,91.67,91.68,90.19
91.67,91.08,91.99,90.31
90.93,90.97,91.27,90.16
90.87,91.07,91.27,90.47
90.85,92.00,92.00,90.85
91.29,92.18,92.48,90.94
92.50,91.38,92.53,91.06
92.33,92.92,93.30,91.93
92.61,93.26,93.37,92.29
93.16,92.60,93.54,92.18
92.59,91.11,93.12,90.50
89.99,91.27,91.28,89.70
90.23,90.91,91.00,89.36
92.89,94.81,95.44,91.98
94.01,93.41,94.41,92.96
93.09,92.68,93.43,91.77
92.05,90.45,92.21,90.41
90.54,91.62,91.80,89.69
91.23,90.01,92.02,89.50
89.87,89.40,90.76,89.30
89.35,90.67,90.68,89.08
90.73,91.86,92.07,90.08
92.01,90.89,92.06,90.35
89.55,89.76,90.38,88.64
90.57,89.20,90.57,88.96
89.25,89.90,90.54,88.90
90.16,89.54,90.75,89.26
90.32,91.44,92.01,90.32
91.83,92.50,93.21,91.25
92.50,91.85,92.82,91.70
90.05,90.14,90.67,89.45
