DRQ,Dril-Quip,NASDAQ
60.20,61.10,61.20,59.10
61.25,62.20,62.30,60.60
62.60,62.95,63.05,61.85
65.80,64.10,69.40,63.85
64.90,64.20,64.95,63.50
63.75,62.25,64.30,62.05
61.75,63.70,64.20,61.75
64.00,62.45,64.15,62.20
62.40,61.55,63.25,61.15
62.05,61.20,62.65,61.00
61.50,61.15,61.85,61.00
61.15,61.10,61.85,60.65
61.05,60.70,61.40,60.50
61.15,61.45,62.05,60.80
61.45,60.50,61.88,60.25
60.30,59.95,60.85,59.80
59.90,60.05,61.00,59.80
61.10,61.30,61.80,60.55
61.50,62.75,63.10,61.45
62.75,62.80,63.05,62.10
63.00,62.70,63.52,62.30
62.80,62.95,63.80,61.65
63.25,62.25,63.60,62.00
62.45,63.35,63.85,62.25
64.00,63.85,64.15,62.10
63.90,62.65,64.35,62.60
