MON,Monsanto Company Common Stock,NASDAQ
68.74,70.02,70.13,68.19
70.40,70.52,70.64,69.78
70.81,70.76,71.84,70.52
71.04,70.25,71.30,70.02
70.36,70.50,70.50,69.03
70.90,70.79,71.40,70.00
70.65,72.26,72.80,70.65
72.50,73.17,73.75,72.49
73.63,74.05,74.46,73.30
74.13,73.60,74.25,72.76
72.92,69.16,73.79,68.80
69.46,67.97,69.85,67.95
67.92,66.22,68.09,66.16
67.22,67.17,68.02,66.83
66.60,69.25,69.82,66.53
69.46,68.15,69.75,67.57
67.62,67.64,68.61,67.58
68.08,67.33,68.08,67.13
66.59,66.18,66.85,65.81
65.85,66.85,67.25,65.85
67.55,67.53,68.06,67.28
67.76,67.52,68.00,67.46
67.29,65.99,67.40,65.92
66.12,66.97,67.25,65.75
67.10,67.90,68.07,66.55
67.72,67.42,68.15,67.05
67.67,68.04,68.14,67.16
68.25,66.98,68.50,66.92
66.76,66.66,67.55,66.35
66.66,65.16,66.87,64.78
64.77,64.79,66.48,64.14
65.43,65.27,65.94,64.71
65.27,66.34,66.59,65.06
66.65,66.45,66.67,65.97
66.14,64.73,66.20,64.47
64.40,64.01,64.61,63.29
64.04,63.79,65.14,63.58
63.70,63.37,64.70,63.24
63.10,63.17,63.41,62.30
63.20,65.62,65.68,63.08
66.03,66.59,67.75,66.03
66.39,66.33,67.10,65.18
65.18,67.33,67.71,65.12
67.46,68.10,68.85,67.21
68.08,68.88,69.29,67.59
68.60,69.42,69.69,68.30
69.59,69.64,70.30,69.21
70.18,71.04,71.27,70.00
70.87,69.14,71.15,69.06
69.25,69.04,70.05,68.38
68.00,68.79,69.03,67.83
68.65,67.56,69.15,67.52
67.93,67.49,68.12,66.90
67.34,67.62,68.25,67.08
68.13,69.51,69.98,68.01
69.17,68.77,69.90,68.45
68.80,68.70,69.75,68.22
69.40,69.48,69.91,68.40
68.77,67.57,69.01,67.03
67.56,66.27,68.23,65.43
66.83,65.85,67.06,65.61
65.99,66.46,66.77,65.50
66.95,67.40,67.58,66.55
67.23,66.76,67.52,66.69
65.75,66.57,66.58,64.65
66.72,65.96,67.10,65.83
65.62,65.72,66.14,64.93
66.09,66.90,67.25,66.03
69.66,70.26,70.51,69.00
70.41,72.54,72.86,69.61
72.47,72.65,73.25,72.00
72.35,73.77,74.15,72.35
73.65,74.79,75.40,73.16
74.99,74.75,75.15,74.23
73.69,75.17,75.37,73.66
74.83,74.31,75.50,73.75
74.19,74.14,75.00,73.70
74.08,74.39,75.28,74.08
74.37,74.45,75.15,74.23
74.54,74.06,74.54,73.71
73.87,73.21,73.88,72.65
73.41,73.85,74.16,73.18
75.16,75.21,75.74,74.64
75.43,75.74,75.77,74.65
74.94,75.41,75.79,74.94
74.21,76.42,77.09,73.65
76.40,74.91,76.41,74.77
74.30,73.90,74.90,73.76
74.06,74.52,75.27,73.96
73.48,73.48,74.56,72.61
74.37,72.35,74.50,71.75
72.11,71.04,73.37,71.01
71.13,70.91,71.95,69.62
70.11,66.00,70.11,65.85
67.01,67.15,68.72,65.83
65.29,63.44,67.05,63.21
64.18,67.29,67.45,63.03
66.80,65.81,68.46,65.24
66.58,69.21,70.08,66.48
70.16,69.85,70.39,68.87
70.42,69.86,70.62,68.67
68.92,69.00,69.48,68.17
69.65,70.20,70.49,69.54
67.84,66.49,68.45,65.78
65.67,66.00,68.09,65.28
67.35,65.28,67.57,65.13
65.55,69.12,69.12,65.51
68.74,70.77,70.86,68.37
70.94,69.66,71.17,69.30
69.10,70.68,70.79,67.00
69.25,69.78,71.14,67.36
69.13,69.47,71.05,69.13
69.80,68.93,70.10,68.12
69.03,68.93,70.30,68.69
67.71,65.80,68.21,65.03
64.16,64.86,64.98,62.92
65.86,67.89,67.91,65.22
67.56,67.36,68.63,67.14
66.42,65.01,66.42,64.37
65.70,65.87,66.98,64.20
66.25,67.40,68.00,66.25
67.56,69.47,70.20,67.12
69.99,70.35,70.46,69.45
70.67,69.77,70.88,69.50
68.71,69.28,69.55,68.30
69.35,67.71,69.68,67.65
67.59,65.86,68.53,65.80
63.67,64.32,64.85,62.40
63.76,63.64,64.56,62.27
64.07,64.95,65.00,62.51
66.21,66.01,67.35,65.53
66.07,62.88,66.07,62.68
64.12,63.15,64.53,61.87
61.73,60.04,61.89,59.99
59.27,60.11,61.38,58.89
59.15,63.25,63.26,59.15
64.52,66.25,66.50,63.75
67.50,71.29,71.68,67.39
70.44,70.93,71.86,69.87
71.47,73.76,73.79,71.11
72.01,73.66,74.21,71.76
72.69,73.64,74.90,72.10
72.97,73.18,73.50,71.72
72.93,74.40,74.50,72.35
73.71,72.53,74.60,72.32
72.45,74.53,74.88,71.66
74.28,72.52,74.32,72.19
72.15,73.67,74.22,71.95
74.34,74.83,74.99,73.94
74.51,74.79,75.34,74.27
74.24,72.96,74.79,72.88
73.71,74.22,74.71,72.37
75.50,77.97,78.71,74.90
77.70,76.43,78.10,76.35
75.50,72.75,75.51,72.68
70.92,71.20,72.48,70.25
72.69,72.21,72.95,71.02
73.23,73.12,73.35,71.46
72.40,72.50,72.70,70.80
72.75,72.92,73.43,71.54
73.29,74.69,74.80,73.18
72.47,71.93,73.69,71.78
72.49,73.51,73.98,71.53
74.68,75.10,75.50,74.17
74.78,74.39,75.28,73.65
74.21,74.59,75.11,73.87
73.93,72.62,74.13,72.32
72.61,70.49,72.63,69.68
71.19,71.39,72.00,70.60
70.00,70.69,71.11,69.11
70.77,69.38,70.84,69.10
68.88,67.97,68.88,67.60
67.60,67.71,68.70,67.50
68.60,69.49,70.38,68.59
69.94,70.15,70.88,69.92
72.56,73.45,73.51,71.91
73.56,73.20,74.33,72.82
72.79,70.42,73.29,69.49
70.81,70.36,71.65,69.81
70.52,72.32,72.90,70.27
72.03,71.73,72.45,70.03
71.54,69.89,71.85,69.70
69.99,71.23,71.73,69.31
70.83,69.04,70.83,68.26
69.55,68.05,70.65,67.64
67.79,67.72,68.36,67.09
68.23,68.41,68.95,67.72
69.00,68.14,69.21,67.62
68.63,67.45,69.29,67.27
68.55,70.29,70.66,68.43
70.34,70.72,70.98,69.93
70.61,70.63,71.06,70.25
70.66,70.98,71.25,70.22
70.69,70.98,71.50,70.45
71.12,69.64,71.22,69.27
69.40,70.45,70.75,69.24
70.30,70.07,70.69,70.07
71.62,71.94,72.38,71.57
71.53,72.67,72.80,71.29
74.26,76.68,77.25,74.10
76.87,77.51,78.00,76.82
77.49,78.50,79.14,77.47
78.97,79.20,79.70,78.59
78.99,79.85,79.97,78.86
79.37,80.27,81.00,79.28
79.76,79.59,80.65,79.01
79.97,80.64,81.43,79.74
80.44,80.98,80.99,80.01
81.02,80.35,81.11,79.42
80.26,80.05,80.72,79.04
80.12,79.89,81.17,79.80
79.01,80.11,80.23,78.80
79.53,81.32,81.41,79.17
81.26,81.15,81.80,80.59
80.92,80.53,81.54,79.65
79.71,82.29,82.66,79.08
82.42,82.05,82.95,81.22
82.69,83.41,83.95,81.94
83.62,82.13,83.69,81.97
82.77,82.15,82.89,82.02
81.33,79.65,81.49,78.87
79.53,79.80,80.27,79.50
80.04,79.14,80.45,78.19
79.24,78.33,79.34,77.26
77.46,77.34,77.95,76.99
77.96,77.93,78.40,77.57
77.91,76.94,78.17,76.33
77.04,77.80,78.25,76.94
77.42,79.01,79.34,77.03
79.36,79.34,79.53,78.56
79.90,79.38,79.90,78.93
78.93,79.75,80.07,78.69
79.11,77.78,79.62,77.14
77.80,79.52,79.64,77.58
79.04,78.84,79.86,78.59
79.05,79.01,79.56,78.50
79.27,77.38,79.37,77.17
77.82,80.15,80.80,77.62
80.29,80.73,82.14,79.64
80.45,80.00,80.50,78.68
78.83,77.62,78.91,77.34
78.49,77.66,78.51,77.23
78.46,79.75,80.02,78.46
79.81,79.29,80.15,78.97
79.45,78.84,79.74,78.78
79.53,79.33,79.70,78.71
78.88,78.49,79.53,78.13
78.59,79.30,79.53,78.59
78.78,78.81,80.12,78.68
79.01,79.97,80.39,78.41
79.90,79.09,80.00,78.92
79.11,79.16,79.36,78.32
78.26,78.37,79.23,78.06
78.36,78.44,78.73,77.02
79.08,80.05,80.12,78.70
80.28,79.82,80.38,79.40
79.75,79.15,80.00,78.06
78.38,78.91,79.16,77.99
79.56,79.76,80.39,79.44
80.10,81.48,82.10,80.00
81.32,81.80,81.99,80.73
82.48,80.58,83.27,79.90
80.49,79.02,81.78,78.56
77.51,76.59,77.94,76.49
75.84,74.42,76.24,74.15
75.61,76.12,76.41,74.51
76.06,78.34,78.74,76.06
78.23,77.07,78.95,76.99
77.51,76.87,77.91,76.52
77.30,77.60,78.13,76.71
77.02,76.76,77.23,76.35
76.83,76.79,77.44,76.16
76.95,77.16,77.97,76.81
76.40,75.74,76.40,75.15
75.75,75.57,76.15,74.98
76.49,77.51,77.69,76.49
76.73,76.93,77.15,76.43
77.29,77.84,78.26,77.01
77.58,76.18,78.00,75.90
76.07,76.33,76.93,75.92
76.14,75.63,76.25,75.51
75.78,75.16,76.37,75.05
74.67,73.60,74.87,73.35
73.38,72.83,73.43,72.71
72.64,74.00,74.18,72.44
72.89,71.90,73.25,71.66
72.80,71.71,72.82,71.41
71.26,72.45,72.68,71.08
71.66,71.50,71.97,70.67
71.58,72.08,73.05,71.51
72.24,71.42,72.37,71.13
71.56,70.14,71.64,70.02
70.35,69.89,71.36,69.70
70.15,72.10,72.20,70.04
72.05,71.30,72.62,70.81
70.43,71.82,72.10,69.87
72.52,73.94,73.99,72.48
73.78,73.56,74.09,73.17
73.75,74.75,75.01,73.65
76.11,76.41,77.35,75.84
76.89,77.20,77.81,75.40
75.35,76.17,76.45,75.04
76.05,76.06,76.95,74.77
75.58,76.86,77.40,75.58
77.60,79.20,79.21,77.54
79.85,78.61,80.32,78.45
78.57,79.40,79.40,77.85
79.80,78.56,80.10,78.39
78.75,79.70,79.78,78.37
79.08,77.78,79.44,77.47
77.79,78.69,78.89,77.59
79.17,78.70,79.52,78.53
78.88,79.67,79.99,78.72
79.70,80.45,81.19,79.70
79.74,79.69,80.53,79.18
79.74,77.78,79.79,77.67
78.12,78.45,78.73,77.07
77.86,77.88,78.65,77.24
78.30,77.87,79.09,76.89
78.85,80.89,81.41,78.75
80.30,80.25,80.67,79.21
81.50,82.78,82.79,81.05
82.98,83.48,83.87,82.41
83.33,83.58,84.02,83.01
82.01,83.04,83.60,82.01
82.16,82.09,82.30,81.50
82.12,82.74,83.16,81.77
82.96,81.88,83.49,81.49
82.80,82.77,83.48,81.73
82.30,82.66,83.50,81.72
82.61,83.86,84.25,82.37
84.02,85.50,86.16,83.70
85.84,86.50,86.93,85.63
86.41,86.52,86.63,85.60
86.46,86.78,86.93,86.00
86.38,87.52,87.77,86.29
85.97,85.40,86.13,84.09
85.52,85.06,85.81,84.52
85.75,84.80,86.11,84.20
85.90,85.60,86.58,85.16
86.12,86.88,87.12,86.03
87.04,86.90,87.55,85.90
86.75,85.62,87.00,85.38
86.28,86.41,87.47,86.25
85.98,87.38,87.97,85.70
88.16,87.04,88.37,86.87
87.60,88.46,89.30,87.21
88.35,88.61,89.73,88.34
88.63,88.00,88.95,87.81
88.48,88.62,89.45,88.25
88.30,86.74,88.69,86.35
86.39,86.90,87.54,86.24
87.36,86.20,87.50,85.99
86.20,86.64,87.29,86.20
86.87,88.32,88.96,86.61
88.65,87.87,88.65,87.61
88.10,87.47,88.17,86.75
87.60,87.69,88.84,87.11
87.50,88.06,88.06,86.28
87.53,85.83,87.72,85.58
85.55,85.34,85.59,84.86
85.68,86.13,86.78,85.36
85.80,86.97,87.27,85.58
87.20,87.73,88.01,86.46
87.38,87.17,87.63,86.84
87.61,87.11,87.92,86.67
86.94,86.62,87.43,86.07
86.37,87.55,87.89,86.35
88.10,89.44,89.69,87.61
89.50,89.39,89.90,88.88
89.65,89.42,89.99,89.22
89.41,89.50,89.82,88.83
89.40,87.99,89.93,87.92
88.06,89.90,90.00,88.06
90.04,88.97,90.12,88.42
88.57,89.08,89.62,87.77
89.08,89.06,89.12,88.31
90.51,91.16,91.75,90.15
90.79,91.06,91.43,89.72
91.60,90.92,91.95,90.61
90.58,91.04,91.43,90.40
91.40,90.45,91.66,90.45
90.27,89.49,91.00,89.29
90.73,91.36,91.78,90.22
91.21,91.02,91.59,90.27
91.71,90.39,91.85,90.25
90.19,90.94,91.22,89.51
88.91,88.59,89.80,87.57
89.06,90.64,91.27,88.83
91.05,91.16,92.18,90.78
90.75,91.65,92.06,90.62
91.44,90.51,92.20,90.48
90.68,89.30,90.99,88.91
89.77,88.49,90.00,88.28
88.61,88.57,89.00,88.06
89.03,89.18,89.79,88.80
89.37,90.48,90.79,89.31
90.22,89.63,90.82,88.50
89.51,89.98,90.72,88.53
89.37,88.69,89.98,88.15
88.35,88.87,88.97,87.86
87.78,86.93,87.80,86.37
87.38,86.49,87.95,86.08
86.96,86.49,87.36,85.93
86.49,86.60,87.09,86.02
87.38,86.07,87.86,85.54
86.11,86.85,87.39,86.00
87.56,85.87,87.60,85.68
85.94,88.05,88.28,85.63
88.14,88.95,89.95,87.69
88.22,87.35,88.59,86.51
87.16,86.33,88.02,86.07
86.02,86.43,87.14,86.00
86.76,85.60,87.54,85.50
85.29,85.19,86.46,84.32
84.99,83.84,85.42,83.61
83.78,84.66,85.43,82.70
84.98,85.23,85.77,84.36
86.56,88.33,88.50,86.44
88.25,89.23,89.35,88.06
89.18,89.39,89.92,88.47
89.50,90.58,90.72,89.36
90.46,91.19,91.31,89.87
91.33,90.81,91.98,90.75
90.04,91.31,91.46,89.11
91.83,92.08,93.00,91.47
92.10,91.59,92.29,91.14
91.98,89.43,92.49,89.02
89.03,89.20,89.73,88.56
89.32,89.60,90.25,88.90
89.63,89.97,90.01,88.97
90.38,90.69,91.14,90.07
90.69,90.55,91.00,90.30
90.56,91.07,91.21,90.29
91.18,89.75,91.48,89.50
90.01,89.50,90.61,89.09
89.15,89.13,90.00,88.98
89.64,90.67,90.76,89.45
90.95,92.10,92.73,90.72
92.00,91.68,92.50,91.67
91.55,92.54,92.57,90.95
91.71,92.55,92.86,91.69
90.94,92.80,93.14,90.90
93.00,94.10,94.43,92.70
94.21,93.99,94.38,92.75
93.38,93.08,94.09,93.00
92.95,94.65,94.76,92.77
95.55,96.15,96.38,95.23
96.07,95.34,96.71,95.04
95.56,96.11,96.69,95.18
95.65,95.94,96.11,95.00
99.34,98.50,99.99,98.04
97.97,99.58,99.88,97.74
100.05,99.47,100.06,98.57
99.53,100.08,100.62,99.00
100.37,100.59,100.99,99.99
100.13,101.44,101.68,99.98
101.39,101.90,102.29,101.39
102.29,101.32,102.29,101.28
101.57,102.47,102.47,101.07
102.05,102.41,102.84,101.87
102.03,103.08,103.50,101.99
102.99,103.62,104.19,102.72
103.96,103.45,104.09,103.00
103.70,102.85,103.70,102.56
102.74,102.90,103.34,102.14
102.70,102.73,103.61,102.45
101.49,101.35,102.98,101.00
102.32,102.27,103.24,101.91
101.54,101.34,101.85,100.83
101.96,102.02,102.49,101.77
101.40,101.71,102.04,101.23
101.30,100.57,101.50,99.52
100.80,101.15,101.57,100.10
101.81,102.12,102.26,100.89
101.82,101.77,102.02,101.00
102.00,102.81,102.86,101.89
102.21,102.00,102.29,101.45
101.51,103.51,103.52,101.50
102.45,101.89,103.22,101.81
102.07,98.66,102.21,98.15
98.50,98.71,99.72,97.90
98.95,99.98,99.99,98.23
100.19,98.09,100.53,98.01
98.60,99.20,99.48,98.08
99.20,100.40,100.72,99.04
100.61,101.03,101.59,100.18
100.50,101.66,102.00,99.99
101.41,101.62,101.66,100.43
102.00,102.77,103.49,101.99
103.19,102.29,103.40,101.58
102.35,102.91,103.38,102.35
103.00,103.35,103.49,102.39
103.13,104.22,104.30,102.73
103.79,103.38,103.92,103.08
103.59,103.64,104.59,103.30
103.70,104.10,104.29,103.70
103.64,104.24,104.96,103.48
103.41,102.64,103.54,102.42
102.66,102.30,103.00,101.08
102.95,103.12,103.61,102.69
102.92,101.05,102.92,100.99
101.42,101.32,101.67,100.94
101.28,99.40,101.47,98.92
100.51,103.79,103.96,100.24
103.07,105.12,105.79,102.90
105.30,105.63,105.82,104.51
105.50,105.79,106.61,105.31
106.00,104.00,106.27,103.22
105.63,104.51,106.44,103.54
104.86,105.74,107.24,104.37
104.60,105.10,105.25,104.37
104.98,105.20,105.58,104.76
105.35,105.26,106.30,104.98
105.05,105.65,105.88,105.00
105.67,107.10,107.18,105.32
106.99,105.45,107.25,104.70
104.79,103.10,104.79,102.75
104.21,105.36,105.49,103.81
104.48,103.79,104.69,103.65
104.03,102.12,104.09,101.53
102.57,103.22,103.72,102.42
103.37,103.45,103.83,102.48
103.62,103.75,104.00,102.07
104.16,104.17,104.92,103.51
104.73,105.93,106.47,104.50
105.75,104.68,106.29,104.57
105.07,106.50,106.68,104.78
106.50,106.82,106.99,105.61
106.54,104.70,106.67,104.63
104.88,106.11,106.21,104.18
106.84,107.28,107.73,106.28
107.17,107.19,107.70,106.62
107.17,107.86,108.06,106.61
107.69,108.29,108.32,106.82
108.35,107.46,108.63,107.12
107.60,108.12,108.34,107.42
107.77,106.83,108.01,106.68
107.06,107.65,107.97,106.41
107.60,109.22,109.33,107.46
108.76,107.67,109.00,107.56
108.04,108.38,109.12,107.85
108.43,108.31,108.78,108.04
108.41,106.59,108.41,106.53
106.47,104.04,106.53,103.50
103.38,104.99,105.87,103.31
104.50,104.83,105.04,103.84
105.36,105.55,105.81,104.61
105.57,105.42,105.86,103.34
104.68,104.97,105.52,104.64
104.51,100.64,104.53,100.64
100.42,102.08,102.17,100.06
102.32,102.11,102.63,101.07
101.65,98.91,101.75,98.43
99.13,98.72,99.94,97.05
99.82,101.65,101.95,99.53
105.00,106.25,106.77,104.61
104.91,104.51,105.20,103.56
105.12,103.46,105.76,103.42
103.39,105.44,105.45,102.59
105.89,105.63,106.47,105.13
106.68,104.82,106.80,104.13
105.00,105.63,105.81,104.15
105.62,105.89,106.33,105.13
104.85,103.45,105.41,103.20
