MON,Monsanto Company Common Stock,NASDAQ
105.72,105.41,105.79,105.01
105.64,104.70,105.84,104.42
104.91,104.59,105.32,104.34
104.50,104.59,105.34,104.43
105.68,104.52,105.68,104.45
104.75,104.32,105.19,104.10
104.10,105.38,105.60,104.08
105.23,105.50,105.60,104.98
105.50,105.58,106.15,105.22
105.79,105.49,105.79,105.23
105.45,105.21,105.74,105.03
105.32,105.33,105.74,104.94
105.06,105.26,105.35,104.80
105.05,105.69,105.79,105.04
105.75,105.20,105.80,104.98
105.19,105.10,105.59,105.10
105.50,105.21,105.50,104.89
105.45,105.31,105.75,104.77
105.23,105.05,105.32,104.83
105.70,105.21,106.13,104.91
105.56,108.13,108.13,105.56
108.00,108.95,109.05,107.40
108.50,108.44,108.95,108.24
108.58,108.45,108.84,107.70
108.45,107.33,108.50,106.74
107.31,107.62,107.90,107.05
