ACLS,Axcelis Technologies,NASDAQ
5.44,5.96,6.00,5.44
5.84,5.80,6.12,5.64
5.84,5.60,5.96,5.60
5.48,5.28,5.52,5.08
5.16,5.20,5.44,5.08
5.44,5.12,5.44,5.08
5.16,5.44,5.44,5.12
5.40,5.52,5.56,5.36
5.48,5.20,5.56,5.20
5.20,5.60,5.72,5.20
5.64,5.96,6.00,5.64
5.88,5.80,6.00,5.52
5.88,5.44,5.92,5.44
5.48,5.28,5.60,5.28
5.20,5.24,5.44,5.20
5.20,5.16,5.30,5.08
5.24,5.28,5.36,5.12
5.24,5.28,5.48,5.20
5.20,5.12,5.32,5.04
5.08,5.32,5.32,5.08
5.32,5.60,5.64,5.20
5.68,5.60,5.68,5.52
5.64,5.72,5.76,5.52
5.68,5.56,5.73,5.44
5.44,5.44,5.60,5.40
5.44,5.12,5.52,5.08
5.16,5.04,5.28,5.04
5.00,4.68,5.12,4.64
4.72,4.92,4.96,4.68
4.96,4.76,4.96,4.56
4.88,4.84,4.96,4.60
4.84,4.64,4.92,4.64
4.84,4.80,4.84,4.60
4.72,4.80,4.84,4.60
4.64,4.32,4.80,4.32
4.44,4.56,4.60,4.00
4.56,4.72,4.76,4.48
4.72,4.84,4.84,4.62
4.84,4.68,4.92,4.64
4.80,4.84,4.92,4.64
4.80,5.00,5.00,4.80
5.04,5.20,5.20,5.00
5.16,5.20,5.24,5.12
5.32,5.36,5.36,5.24
5.32,4.80,5.32,4.80
4.96,5.04,5.20,4.84
5.00,4.92,5.04,4.88
4.88,4.92,5.00,4.80
5.12,4.96,5.23,4.84
5.00,5.20,5.20,4.92
5.08,4.88,5.20,4.80
5.08,5.52,5.64,5.08
5.68,5.92,5.92,5.68
5.88,5.96,6.20,5.88
5.92,5.60,5.96,5.60
5.60,5.24,5.64,5.16
5.36,5.52,5.80,5.28
5.56,5.68,5.68,5.32
5.64,5.84,5.96,5.48
5.80,5.72,5.82,5.64
5.80,5.76,5.82,5.64
5.52,5.32,5.64,5.32
5.44,5.40,5.52,5.28
5.52,5.60,5.64,5.24
5.52,5.24,5.68,5.24
5.24,5.16,5.44,5.08
5.12,5.04,5.44,5.00
5.12,4.88,5.16,4.88
4.92,4.96,5.16,4.84
4.88,4.72,4.92,4.60
4.72,4.52,4.84,4.48
4.48,4.40,4.68,4.36
4.40,4.52,4.56,4.40
4.72,4.64,4.76,4.52
4.68,4.76,4.76,4.56
4.96,5.08,5.16,4.80
5.04,5.12,5.20,4.92
5.20,5.32,5.40,5.04
5.40,5.32,5.64,5.16
5.36,5.52,5.56,5.24
5.52,5.48,5.54,5.24
5.32,5.08,5.48,5.08
5.12,5.40,5.44,5.04
5.32,5.12,5.32,5.08
5.20,4.88,5.24,4.88
4.88,5.04,5.12,4.87
5.16,5.16,5.20,4.92
5.24,5.16,5.28,5.00
5.16,4.80,5.16,4.72
4.88,5.00,5.00,4.56
5.00,5.08,5.16,4.84
5.04,5.44,5.56,4.96
5.44,5.52,5.64,5.12
5.52,5.44,5.52,5.16
5.52,5.16,5.52,5.04
5.20,5.32,5.48,5.16
5.28,5.32,5.44,5.16
5.52,5.56,5.60,5.36
5.56,5.44,5.60,5.40
5.40,6.16,6.36,5.40
6.12,6.36,6.68,6.04
6.76,6.60,6.88,6.48
6.60,6.44,6.68,6.28
6.36,6.44,6.48,6.24
6.44,6.40,6.72,6.28
6.24,6.24,6.44,6.16
6.28,6.36,6.68,6.20
6.48,6.96,7.00,6.40
7.04,7.32,7.48,6.96
7.32,7.12,7.32,6.88
7.20,7.12,7.20,6.96
7.08,7.00,7.16,6.92
7.04,7.52,8.16,6.84
7.60,7.48,7.76,7.24
7.44,7.44,7.56,7.24
7.32,6.88,7.44,6.88
6.92,7.20,7.48,6.88
7.28,7.08,7.48,6.88
7.04,7.44,7.52,6.96
7.56,7.20,7.60,6.80
7.16,7.28,7.40,7.00
7.28,7.12,7.56,7.08
7.24,6.68,7.36,6.56
6.60,6.80,7.00,6.60
6.72,6.80,6.92,6.72
6.96,6.80,7.00,6.64
6.80,6.64,7.16,6.64
6.68,6.48,6.80,6.44
6.52,6.68,6.76,6.40
6.64,7.16,7.32,6.64
7.36,6.80,7.36,6.72
6.76,6.92,7.08,6.76
6.96,7.08,7.08,6.76
7.08,6.80,7.08,6.72
6.80,6.84,6.92,6.60
6.88,6.88,7.08,6.80
6.92,6.64,6.96,6.48
6.68,6.72,6.88,6.56
6.76,6.60,6.80,6.56
6.64,6.28,6.64,6.24
6.20,6.24,6.32,6.04
6.44,6.20,6.56,6.16
6.40,6.56,6.64,6.20
6.56,6.52,6.60,6.36
6.52,6.52,6.56,6.36
6.52,6.32,6.56,6.16
6.32,6.44,6.60,6.28
6.48,6.60,6.68,6.48
6.56,6.64,6.68,6.52
6.52,7.08,7.08,6.48
7.08,7.04,7.16,6.88
7.12,6.92,7.24,6.88
6.88,7.16,7.16,6.72
7.12,7.12,7.20,7.00
7.20,7.28,7.36,7.00
7.28,7.12,7.36,7.04
7.12,6.76,7.12,6.68
6.80,6.80,6.84,6.64
6.80,6.88,6.92,6.52
6.72,7.04,7.04,6.64
7.00,6.72,7.00,6.60
6.60,6.48,6.60,6.28
6.44,6.28,6.52,6.24
6.16,6.16,6.26,6.08
6.20,6.08,6.40,6.00
6.16,6.08,6.48,6.08
6.12,6.32,6.32,6.12
6.24,6.04,6.32,6.00
6.12,6.08,6.20,6.00
6.16,6.12,6.20,5.80
6.04,5.76,6.16,5.60
5.76,5.64,6.08,5.60
5.84,5.60,5.84,5.52
5.48,5.64,5.72,5.40
5.68,5.92,5.96,5.68
6.00,6.04,6.04,5.88
6.00,5.72,6.00,5.68
5.76,5.60,5.76,5.52
5.68,5.44,5.68,5.40
5.48,5.56,5.76,5.48
5.56,5.36,5.80,5.24
5.08,4.84,5.64,4.84
4.80,5.00,5.36,4.80
5.04,4.92,5.12,4.92
4.88,4.88,5.04,4.80
4.80,4.84,4.96,4.66
4.88,4.88,4.96,4.78
4.80,4.72,4.84,4.64
4.72,4.64,4.80,4.60
4.64,4.60,4.80,4.60
4.60,4.28,4.76,4.28
4.32,4.32,4.52,4.16
4.32,4.20,4.36,4.16
4.20,4.16,4.28,3.89
4.12,4.00,4.16,3.99
3.96,4.12,4.12,3.88
4.16,4.04,4.20,3.97
4.08,4.48,4.52,4.04
4.56,4.64,4.68,4.44
4.56,4.52,4.56,4.40
4.52,4.44,4.56,4.40
4.36,4.36,4.60,4.36
4.28,4.48,4.56,4.24
4.40,4.48,4.52,4.32
4.52,4.84,4.88,4.48
4.92,4.84,4.96,4.72
4.80,4.76,4.88,4.60
4.84,4.52,4.84,4.48
4.56,4.64,4.64,4.48
4.60,4.56,4.68,4.40
4.56,4.60,4.60,4.48
4.60,4.80,4.80,4.60
4.72,4.88,4.96,4.60
4.88,5.00,5.00,4.80
4.96,5.00,5.20,4.88
5.00,4.72,5.08,4.64
4.68,4.92,5.00,4.64
4.80,4.80,4.84,4.72
4.76,4.76,4.76,4.60
4.72,4.76,4.80,4.64
4.72,4.48,4.80,4.40
4.64,4.80,4.88,4.60
4.88,4.80,4.88,4.60
4.80,4.80,4.80,4.72
4.76,4.68,4.76,4.64
4.60,4.52,4.68,4.48
4.52,4.30,4.52,4.20
4.24,4.12,4.32,3.92
4.04,4.08,4.16,4.04
4.04,3.86,4.08,3.86
3.88,3.89,3.96,3.84
3.89,3.72,4.00,3.65
3.77,3.56,3.84,3.52
3.55,3.60,3.70,3.52
3.60,3.64,3.80,3.60
3.64,3.68,3.71,3.60
3.60,3.56,3.60,3.56
3.59,3.52,3.60,3.52
3.58,3.52,3.64,3.52
3.60,3.56,3.65,3.48
3.59,3.57,3.64,3.52
3.60,3.44,3.64,3.41
3.44,3.40,3.56,3.32
3.42,3.16,3.56,3.16
3.16,3.12,3.20,2.85
3.84,3.56,3.84,3.47
3.55,3.64,3.84,3.52
3.68,3.76,3.80,3.56
3.76,3.95,3.96,3.72
3.94,4.16,4.20,3.94
4.16,4.12,4.20,3.84
4.28,4.12,4.36,3.96
4.16,4.04,4.24,4.04
4.04,4.12,4.12,4.00
4.12,4.20,4.24,4.12
4.20,4.16,4.20,4.04
4.12,4.08,4.16,4.04
4.12,4.00,4.20,3.96
4.00,3.96,4.04,3.92
3.92,3.88,3.96,3.84
3.96,3.97,4.00,3.96
3.98,4.00,4.00,3.89
3.98,4.04,4.08,3.93
4.20,4.28,4.32,4.12
4.28,4.16,4.36,4.00
4.20,4.20,4.28,4.12
4.16,4.12,4.20,4.00
4.16,3.99,4.16,3.96
4.00,3.96,4.16,3.96
4.04,4.00,4.04,3.95
4.00,3.96,4.04,3.96
3.99,4.08,4.08,3.99
4.08,4.08,4.12,4.04
4.08,4.20,4.28,4.00
4.24,4.28,4.32,4.16
4.16,4.24,4.32,4.16
4.24,4.28,4.32,4.12
4.24,4.36,4.50,4.16
4.40,4.32,4.48,4.12
4.32,4.56,4.56,4.20
4.40,4.44,4.52,4.28
4.64,4.60,4.72,4.48
4.52,4.36,4.52,4.32
4.36,4.28,4.40,4.20
4.20,4.20,4.40,4.16
4.24,4.20,4.32,4.12
4.20,4.20,4.22,4.12
4.16,4.20,4.20,4.12
4.16,4.20,4.28,4.12
4.20,4.20,4.24,4.12
4.16,4.08,4.16,4.08
4.08,3.88,4.12,3.85
3.86,3.84,4.00,3.69
3.87,3.91,4.00,3.87
3.90,3.80,4.00,3.76
3.78,3.92,3.95,3.65
3.94,3.92,4.00,3.65
3.92,3.98,4.00,3.81
3.99,3.80,4.04,3.80
3.75,3.72,3.96,3.68
3.69,3.78,3.88,3.68
3.74,3.68,3.80,3.68
3.72,3.66,3.76,3.66
3.72,3.64,3.72,3.60
3.68,3.60,3.72,3.60
3.59,3.67,3.67,3.58
3.68,3.80,3.80,3.60
3.72,3.84,3.96,3.72
3.85,3.92,4.00,3.80
3.95,3.92,3.96,3.80
3.84,3.64,3.84,3.61
3.64,3.60,3.68,3.60
3.57,3.56,3.59,3.47
3.57,3.49,3.60,3.44
3.45,3.37,3.60,3.32
3.36,3.41,3.60,3.29
3.43,3.40,3.56,3.36
3.36,3.41,3.52,3.36
3.47,3.67,3.76,3.47
3.64,3.63,3.68,3.31
3.63,3.68,3.68,3.60
3.64,3.84,3.84,3.63
3.96,3.88,3.96,3.81
3.80,3.88,4.00,3.77
3.87,3.90,3.92,3.40
3.96,4.00,4.00,3.84
4.00,3.96,4.00,3.80
3.99,4.00,4.00,3.88
4.40,4.32,4.64,4.28
4.40,4.84,4.88,4.36
4.64,4.92,4.96,4.60
5.00,4.84,5.00,4.64
4.80,4.72,4.84,4.60
4.72,4.80,4.88,4.72
4.84,4.84,5.04,4.72
4.88,4.72,4.88,4.64
4.64,4.76,4.92,4.60
4.80,4.76,4.80,4.64
4.64,5.32,5.48,4.64
5.32,5.28,5.44,5.08
5.24,5.24,5.36,4.84
5.28,5.40,5.40,5.04
5.48,5.48,5.52,5.24
5.48,5.60,5.60,5.26
5.72,5.56,5.72,5.28
5.56,5.44,5.60,5.36
5.40,5.52,5.56,5.24
5.72,5.48,5.72,5.48
5.52,5.56,5.72,5.28
5.60,5.56,5.60,5.40
5.64,5.64,5.80,5.24
5.60,5.48,5.64,5.48
5.48,5.52,5.52,5.20
5.60,5.44,5.60,5.32
5.48,5.44,5.52,5.40
5.40,5.24,5.44,5.20
5.16,5.08,5.24,4.96
5.08,5.00,5.28,4.96
5.00,5.16,5.16,5.00
5.16,5.08,5.16,4.92
5.08,5.08,5.09,4.96
5.04,5.04,5.16,4.97
5.04,5.44,5.52,5.04
5.40,5.52,5.60,5.20
5.52,5.44,5.52,5.32
5.40,5.60,5.62,5.40
5.60,5.40,5.60,5.36
5.48,5.40,5.52,5.16
5.44,5.52,5.56,5.32
5.56,5.40,5.56,5.20
5.40,5.36,5.52,5.08
5.28,5.42,5.44,5.28
5.44,5.24,5.52,5.20
5.24,5.28,5.36,5.12
5.28,5.16,5.28,5.00
5.16,5.20,5.24,5.12
5.20,5.08,5.20,5.04
5.04,5.16,5.20,5.04
5.20,5.12,5.20,5.00
5.04,5.08,5.20,4.92
5.08,4.88,5.08,4.76
4.84,4.84,4.88,4.68
4.88,5.04,5.08,4.76
5.00,4.72,5.08,4.72
4.72,4.92,5.00,4.72
4.84,4.88,4.96,4.76
4.84,4.56,4.84,4.44
4.40,4.60,4.60,4.40
4.52,4.44,4.60,4.44
4.44,4.40,4.78,4.36
4.40,4.36,4.56,4.36
4.36,4.40,4.48,4.36
4.48,4.40,4.52,4.40
4.40,4.40,4.44,4.34
4.36,4.56,4.68,4.32
4.60,4.60,4.76,4.56
4.68,4.84,4.88,4.60
4.84,4.92,4.92,4.68
4.88,5.12,5.12,4.82
5.00,4.96,5.12,4.96
5.00,4.80,5.04,4.72
4.76,4.80,4.86,4.60
4.84,4.80,4.84,4.64
4.80,4.92,4.96,4.72
4.92,4.66,4.92,4.64
4.60,4.80,4.88,4.60
4.80,5.00,5.00,4.68
5.00,5.00,5.04,4.76
5.00,4.84,5.00,4.80
4.84,4.80,4.84,4.72
4.80,4.64,4.84,4.56
4.56,4.64,4.68,4.52
4.64,4.60,4.64,4.52
4.60,4.52,4.64,4.52
4.56,4.68,4.80,4.48
4.60,4.88,5.00,4.60
4.84,5.08,5.16,4.84
5.04,4.84,5.16,4.76
4.88,4.96,5.00,4.68
4.88,4.76,5.00,4.72
4.80,4.76,4.84,4.65
4.72,4.68,4.80,4.62
4.68,4.72,4.88,4.64
4.80,5.00,5.04,4.76
4.96,4.92,5.00,4.88
4.92,5.04,5.08,4.92
5.04,5.04,5.25,5.00
5.04,5.24,5.24,5.00
5.24,5.20,5.32,5.12
5.16,4.88,5.24,4.84
4.92,5.32,5.36,4.92
5.32,5.48,5.72,5.32
5.44,5.48,5.52,5.28
5.48,5.28,5.56,5.20
5.20,5.20,5.36,5.14
5.20,5.28,5.32,5.12
5.32,5.40,5.40,5.08
5.40,5.40,5.68,5.40
5.40,5.56,5.60,5.40
5.52,5.70,5.76,5.49
5.76,5.56,5.84,5.52
5.64,5.96,6.00,5.56
5.88,6.12,6.40,5.84
6.04,6.00,6.32,5.96
6.04,5.80,6.28,5.76
5.84,6.00,6.24,5.80
6.00,6.36,6.40,5.84
6.40,6.40,6.56,6.22
6.44,6.48,6.70,6.28
6.48,6.40,6.60,6.24
6.40,6.40,6.52,6.28
6.38,6.56,6.60,6.28
6.60,6.36,6.69,6.28
6.40,6.44,6.64,6.36
6.56,6.68,6.72,6.44
6.72,7.16,7.36,6.64
7.20,7.20,7.36,7.00
7.04,6.80,7.40,6.72
6.96,7.00,7.18,6.92
7.08,7.16,7.26,6.96
7.16,6.84,7.20,6.80
6.84,6.92,7.08,6.84
7.00,7.16,7.16,6.84
7.12,7.04,7.20,7.00
6.88,6.80,7.04,6.60
