APH,Amphenol Corporation Common Stock,NASDAQ
50.80,50.34,50.97,50.30
49.82,48.97,49.98,48.53
49.00,49.07,49.34,48.68
49.75,50.44,50.93,49.67
50.35,51.24,51.25,50.17
51.01,51.07,51.22,50.41
50.28,49.67,50.52,49.53
50.03,51.07,51.12,49.85
50.56,50.64,51.05,50.43
50.06,50.61,50.74,49.69
49.94,50.03,50.38,49.58
50.96,51.71,51.86,50.74
51.73,52.82,52.84,51.54
52.56,52.93,53.11,52.39
52.86,53.05,53.22,52.61
53.64,52.96,53.86,52.79
52.97,52.58,53.12,52.26
53.11,53.18,53.30,52.85
53.43,53.30,53.60,53.16
53.74,53.30,54.07,53.25
53.30,53.20,53.51,53.00
53.02,52.76,53.23,52.51
52.95,53.16,53.23,52.57
53.33,53.15,53.46,52.63
53.36,52.69,53.53,52.29
53.03,52.76,53.19,52.59
52.76,53.00,53.03,52.69
53.00,52.52,53.00,52.43
52.26,52.91,53.10,51.98
53.16,52.91,53.25,52.48
52.97,53.05,53.29,52.84
53.00,52.90,53.17,52.79
52.75,52.78,52.97,52.51
53.24,53.41,53.88,53.21
53.42,52.35,53.60,52.25
52.23,51.93,52.40,51.69
51.64,51.68,52.36,51.46
51.73,51.84,52.14,51.66
51.66,51.91,52.06,51.30
52.05,52.39,52.44,51.88
52.80,52.82,52.92,52.53
52.79,52.60,52.96,52.39
52.55,52.26,52.77,51.92
52.33,52.89,53.69,52.33
52.68,52.89,53.01,50.54
53.14,52.40,53.47,52.09
52.88,53.29,53.56,52.67
53.34,54.73,54.96,53.00
54.64,55.09,55.09,54.09
55.15,55.33,55.50,54.45
55.70,56.77,56.83,55.69
56.71,55.02,56.74,54.84
55.32,55.34,55.55,54.80
55.67,56.89,57.12,55.60
56.56,57.15,57.48,56.28
56.90,56.77,57.12,56.50
56.52,57.52,57.57,56.52
57.83,57.58,58.81,57.50
57.65,57.02,57.73,56.90
56.84,57.40,57.63,56.76
56.97,58.01,58.28,56.95
57.60,58.52,58.61,57.47
58.54,58.12,58.54,57.76
57.86,57.51,57.98,57.18
57.79,57.47,57.91,57.18
57.35,57.46,57.55,57.01
58.05,57.39,58.12,57.15
56.67,56.57,57.02,56.05
56.62,56.44,56.83,55.96
56.38,56.71,57.12,56.20
57.05,56.85,57.44,56.66
57.16,57.48,57.57,56.85
57.41,56.27,57.80,56.05
56.34,56.97,57.39,56.30
57.46,58.60,58.71,57.40
58.43,58.47,58.91,57.82
58.64,57.82,59.11,57.12
57.79,58.07,58.40,57.23
57.79,57.73,57.79,56.76
56.89,56.44,57.09,56.11
55.91,56.28,56.50,55.09
56.01,56.32,56.47,55.63
54.53,55.76,56.22,54.28
55.55,54.49,55.92,54.12
55.41,54.81,55.55,54.38
55.64,55.16,55.71,54.82
55.95,56.17,56.39,55.82
56.08,55.07,56.12,54.76
54.79,54.57,54.97,54.26
54.87,54.26,54.91,53.43
54.42,54.39,54.70,54.07
54.07,53.97,54.69,53.93
53.80,54.87,54.87,53.61
54.96,55.26,55.50,54.76
55.13,54.39,55.30,54.39
54.58,52.41,54.58,52.06
52.45,52.29,52.61,51.81
52.27,52.22,52.51,52.00
52.50,52.57,52.81,52.29
52.43,52.55,52.84,51.98
52.71,52.60,52.82,52.25
52.51,52.21,52.74,51.93
51.93,52.07,52.13,51.25
52.30,52.73,52.95,52.30
52.30,52.45,52.46,51.76
52.49,53.03,53.28,52.26
52.37,51.78,52.38,51.54
51.81,51.58,51.88,51.27
54.34,54.92,56.35,54.26
55.42,54.80,55.42,54.20
53.21,54.73,54.93,53.21
55.00,55.60,56.21,54.99
55.66,56.08,56.23,55.41
55.96,56.01,56.07,55.65
56.04,55.91,56.07,55.47
56.12,56.01,56.29,55.86
55.94,55.52,56.20,55.15
55.44,54.88,55.44,54.38
54.57,55.12,55.87,54.57
55.75,55.64,56.32,55.29
55.58,55.89,56.11,55.33
56.00,56.97,56.98,55.73
56.83,55.55,57.34,55.21
55.31,55.23,55.60,54.77
55.26,55.04,55.47,54.69
54.83,55.05,55.52,54.70
54.81,54.60,54.88,53.85
54.62,55.22,55.32,54.50
55.41,54.90,55.52,54.66
54.87,54.65,54.92,54.37
53.95,53.61,53.95,53.17
53.72,52.74,54.00,52.73
52.66,53.12,53.40,52.36
52.91,53.48,53.61,52.68
53.64,53.89,54.08,53.54
54.26,54.06,54.37,53.48
54.21,53.16,54.48,53.11
53.23,53.19,53.44,52.94
52.46,52.51,52.76,52.33
52.45,52.12,52.73,52.04
52.36,52.00,52.52,51.71
51.76,50.95,51.93,50.77
51.23,51.37,51.85,50.69
51.16,51.36,51.70,50.90
51.35,50.67,51.76,50.55
51.21,51.30,51.62,51.11
50.81,50.72,51.18,50.59
50.72,50.01,50.93,49.41
50.44,50.16,50.65,49.95
49.93,50.13,50.30,49.75
50.43,50.87,51.26,50.10
50.78,51.20,51.28,50.62
50.55,51.51,51.56,50.22
51.35,50.83,51.35,50.59
50.79,50.96,51.24,50.35
51.11,51.68,51.70,51.07
51.96,52.19,52.52,51.70
52.37,53.99,54.08,52.15
53.82,54.86,54.90,53.51
54.82,54.43,54.84,54.03
54.37,54.33,54.45,53.82
54.91,55.55,55.76,54.67
54.88,54.20,54.91,53.81
53.47,52.68,53.71,52.56
52.44,51.13,52.53,51.08
51.39,51.32,52.16,51.12
51.42,50.39,51.85,50.12
50.58,50.77,50.80,50.25
50.50,50.15,50.65,49.89
50.64,51.68,51.80,50.55
52.00,50.15,53.10,50.07
50.34,50.56,51.04,50.20
50.60,51.03,51.05,50.43
50.40,50.81,51.08,50.39
50.86,50.86,50.97,50.57
50.47,49.18,50.47,49.07
49.17,49.08,49.72,48.45
48.61,48.89,49.56,48.45
49.33,48.38,49.44,47.72
47.96,46.51,48.28,46.48
46.46,47.01,47.15,45.31
46.37,43.56,46.43,43.50
44.30,43.38,44.98,42.44
42.32,41.17,43.03,41.10
41.91,44.09,44.17,41.26
43.23,42.59,43.75,42.17
42.82,46.07,46.65,42.75
46.29,46.50,47.01,45.66
46.87,47.22,47.25,46.14
46.60,46.57,47.37,46.18
46.72,45.81,46.97,45.46
44.19,42.45,44.21,42.13
42.04,42.13,43.66,42.02
43.19,42.35,43.45,42.21
42.58,44.15,44.15,42.21
43.94,44.13,44.21,43.11
44.17,43.27,44.55,43.08
42.70,44.49,44.70,41.91
45.09,46.13,46.20,45.01
45.88,46.39,47.03,45.74
46.74,46.98,47.79,46.59
46.85,45.83,47.36,45.81
44.50,42.91,44.86,42.60
41.57,43.35,43.42,41.21
44.24,45.08,45.23,44.09
44.68,44.32,45.51,44.20
43.73,42.98,44.30,42.63
42.39,43.39,43.44,42.27
43.43,43.66,43.99,43.20
43.90,44.85,45.40,43.15
45.47,45.12,45.60,44.65
45.43,44.45,45.52,44.10
43.55,43.40,43.67,42.89
43.53,42.87,44.18,42.82
42.76,42.51,43.72,42.47
41.09,42.03,42.47,40.02
41.73,41.73,42.25,41.19
42.05,42.82,42.86,40.89
43.82,43.75,44.61,43.46
43.78,42.50,44.02,42.47
43.43,43.20,43.73,42.08
42.39,40.77,42.47,40.73
40.38,39.80,40.84,39.41
38.98,41.04,41.06,38.98
41.16,41.79,42.02,40.57
41.79,42.57,42.67,41.56
42.85,42.39,42.96,41.73
43.25,44.00,44.08,43.24
43.65,42.84,43.90,42.53
43.32,43.26,43.91,43.04
42.90,43.23,43.45,42.48
43.88,44.15,44.36,43.53
43.76,42.79,43.86,42.50
42.74,44.10,44.30,42.37
41.97,41.90,42.51,41.15
41.66,42.19,42.37,41.02
42.87,45.62,45.70,42.87
45.65,46.88,47.02,45.55
46.38,46.12,46.92,45.93
46.83,47.30,47.77,45.89
48.97,49.95,50.51,48.67
49.96,49.27,49.96,48.78
48.53,47.49,48.88,47.48
45.73,46.55,47.57,45.73
47.40,47.36,47.94,46.94
48.07,48.21,48.30,46.99
47.61,47.85,48.07,47.09
46.70,47.89,47.90,46.51
48.09,47.85,48.36,47.65
46.73,45.44,46.73,44.89
46.13,45.37,46.35,45.10
46.20,46.85,47.38,46.04
46.58,46.63,47.10,46.27
46.41,47.42,47.97,46.37
46.95,47.08,47.71,46.78
46.84,45.67,46.93,45.33
45.70,44.99,45.83,44.92
44.21,43.61,44.43,43.17
43.54,43.21,43.66,42.51
42.62,41.71,42.67,41.66
41.59,41.58,42.24,41.49
42.91,42.89,43.37,42.55
42.83,42.74,43.11,42.48
44.25,45.33,45.36,43.97
45.28,45.24,45.83,45.01
46.08,45.07,46.26,44.96
45.96,45.83,46.39,45.33
45.85,45.50,45.93,45.27
45.19,45.31,45.50,44.57
45.00,43.94,45.36,43.85
44.04,44.97,45.09,43.72
44.38,43.61,44.40,43.26
43.94,42.57,44.12,42.29
42.40,41.80,42.67,41.63
42.38,41.66,42.51,41.54
42.00,41.62,42.49,41.28
41.98,41.09,42.05,40.99
42.00,43.67,43.85,42.00
44.50,44.05,44.54,43.46
44.28,45.01,45.31,44.10
45.13,45.70,45.79,44.96
45.61,45.83,46.04,45.24
45.95,45.23,46.08,45.06
45.43,45.84,45.93,45.20
45.72,45.39,46.11,45.38
46.54,45.96,46.56,45.70
45.75,45.82,46.20,45.45
45.50,46.21,46.33,45.00
46.13,46.23,46.48,45.93
46.56,47.02,47.39,46.50
47.50,47.98,48.20,47.50
47.86,47.83,48.10,47.62
48.02,48.21,48.35,47.37
47.91,48.15,48.30,47.60
48.85,48.27,49.32,48.06
54.14,53.56,54.25,52.33
53.37,54.89,55.49,53.25
54.51,55.36,55.45,54.51
55.41,55.08,55.50,54.68
54.64,54.75,55.22,54.31
54.25,54.70,54.84,53.82
55.07,54.71,55.36,54.34
54.48,54.41,54.97,54.06
53.57,54.19,54.40,53.39
54.58,54.43,54.97,54.06
55.23,54.80,55.47,54.72
54.81,54.24,54.94,54.24
54.99,55.07,55.50,54.80
54.61,54.85,55.24,54.61
54.48,54.87,54.99,54.40
54.83,54.66,55.30,54.61
54.76,55.30,55.38,54.66
54.69,54.82,54.91,54.44
55.30,55.15,55.30,54.65
54.99,55.06,55.15,54.64
55.24,54.87,55.24,54.52
54.80,56.35,56.48,54.70
56.77,56.31,56.96,55.68
56.33,56.41,56.70,56.11
56.07,56.17,56.73,56.07
56.08,56.09,56.18,55.31
56.36,56.30,56.86,56.18
55.82,56.14,56.56,55.38
56.13,56.51,56.60,55.89
56.67,55.96,56.83,55.78
56.14,56.45,56.77,55.91
56.48,56.23,57.00,56.08
55.98,55.79,56.03,55.34
55.00,55.09,55.24,54.67
55.20,56.01,56.06,55.02
56.42,56.35,56.62,56.03
56.38,56.83,57.19,56.31
56.74,56.71,56.83,56.32
57.09,58.00,58.08,57.09
57.95,57.32,58.21,57.10
57.38,57.73,57.77,57.05
57.86,57.73,57.97,57.29
57.61,57.60,57.87,57.17
57.24,56.62,57.50,56.34
56.64,56.87,57.17,56.36
56.46,56.85,56.85,56.00
56.94,56.80,56.95,56.40
57.20,57.93,58.10,57.14
58.07,59.06,59.83,57.91
59.08,58.61,59.28,57.99
58.13,59.05,59.17,57.88
59.28,59.77,60.12,59.11
59.83,61.33,61.65,59.83
61.14,60.70,61.84,60.36
60.00,59.64,60.29,59.29
59.36,59.33,59.55,59.16
58.28,58.51,58.75,58.07
57.68,57.15,58.11,56.78
57.75,57.64,58.33,57.54
57.84,59.11,59.31,57.71
59.17,58.79,59.27,58.47
59.28,59.07,59.42,58.64
59.50,59.95,60.19,59.34
59.48,58.09,59.48,57.12
58.39,57.63,58.87,57.10
57.83,57.68,58.07,57.63
57.05,56.76,57.05,56.20
56.93,56.52,57.33,56.24
57.41,57.32,57.60,57.04
57.28,58.49,58.56,57.12
58.75,58.68,58.98,58.36
58.44,58.14,58.54,57.87
58.16,57.90,58.65,57.48
57.66,57.96,58.14,57.29
57.87,56.70,57.87,56.64
56.22,55.35,56.34,55.32
55.24,54.81,55.67,54.63
54.61,54.53,54.79,53.89
53.91,54.75,55.11,53.62
55.31,54.22,55.37,54.08
53.88,54.04,54.79,53.81
53.36,53.46,53.88,52.65
53.48,53.18,53.97,53.05
53.42,52.69,53.72,52.61
52.75,52.26,52.85,51.83
52.49,51.19,52.56,51.05
51.50,52.46,52.67,51.17
52.51,52.98,53.29,52.11
52.40,53.44,53.54,52.27
53.53,53.26,53.83,52.80
53.34,53.22,53.69,53.08
53.81,54.07,54.16,53.70
53.61,53.27,53.61,52.94
53.25,53.19,53.50,52.39
52.10,51.60,52.15,51.30
51.66,52.22,52.28,51.35
52.14,53.27,53.43,51.88
53.65,54.15,54.18,53.59
54.83,54.55,55.24,54.37
54.25,54.86,54.94,53.88
55.29,54.00,55.97,53.95
54.13,54.69,54.69,53.84
54.51,54.92,55.19,54.19
54.92,54.41,55.00,54.11
54.81,55.72,55.77,54.51
55.32,56.44,56.57,55.13
56.87,57.33,57.59,56.37
57.12,56.73,57.22,56.24
56.83,54.80,56.87,54.58
55.07,55.11,55.36,54.60
54.31,53.52,54.35,53.16
53.56,53.46,53.77,53.05
53.55,53.75,54.18,53.45
53.22,53.23,53.53,52.49
54.48,54.92,54.97,54.16
54.89,54.69,55.15,54.29
54.59,55.19,55.30,54.54
55.10,55.13,55.44,54.88
54.49,53.52,54.65,52.82
53.45,53.25,53.60,52.85
53.34,52.48,53.78,52.03
52.38,51.83,52.56,51.47
51.43,51.47,51.75,50.89
51.57,52.08,52.30,51.37
52.00,51.72,52.17,51.50
51.97,51.36,52.05,51.10
56.06,58.94,59.69,55.85
58.77,59.01,60.00,58.36
58.44,58.18,58.90,57.95
57.11,58.10,58.34,55.99
58.10,57.70,58.10,57.20
57.98,58.66,59.18,57.92
59.50,59.93,60.12,59.14
60.23,59.99,60.46,59.77
59.81,59.68,60.38,59.33
59.60,58.88,59.99,58.82
59.25,58.76,59.25,58.39
57.98,58.06,58.97,57.50
59.04,59.79,60.08,58.87
60.06,60.34,60.77,59.90
60.48,61.36,62.08,60.35
61.19,60.97,61.29,60.52
60.98,60.87,61.45,60.77
60.13,61.04,61.14,60.06
61.09,61.81,61.96,60.86
62.00,61.88,62.26,61.66
61.64,61.71,62.11,61.46
61.89,62.33,62.69,61.50
62.35,62.39,62.82,62.08
62.23,62.16,62.45,61.14
62.23,61.94,62.78,61.84
61.90,60.96,61.98,60.57
60.83,60.95,61.43,60.64
60.91,61.66,61.75,60.74
61.71,61.63,62.13,61.43
60.74,60.78,61.06,59.07
60.78,60.80,61.22,60.24
60.43,60.32,60.62,59.88
60.75,60.87,61.14,60.18
61.15,61.36,61.69,60.63
61.48,60.38,61.51,60.18
60.78,61.75,61.90,60.72
61.80,62.03,62.21,61.66
61.92,61.53,62.00,61.53
61.53,61.42,61.72,61.35
61.64,61.27,61.89,61.05
61.19,62.43,62.56,61.19
62.32,63.18,63.27,62.32
63.17,63.09,63.70,62.93
63.01,62.62,63.01,62.28
62.86,62.41,62.86,62.23
62.08,61.89,62.33,61.44
62.17,61.89,62.68,61.88
61.59,60.71,61.59,60.60
60.96,60.18,61.39,60.16
60.10,59.20,60.12,59.15
59.15,59.28,59.40,58.64
58.99,58.88,59.31,58.60
59.18,57.77,59.52,57.53
58.24,57.97,58.24,57.42
58.15,58.23,58.46,57.68
58.46,57.95,58.46,57.67
58.22,58.76,58.93,57.97
58.31,58.32,58.80,58.13
58.24,58.50,58.73,58.04
58.34,58.35,58.56,58.01
58.83,58.50,58.86,58.27
58.52,58.57,58.97,58.29
58.69,59.00,59.12,58.31
59.16,60.17,60.19,59.01
61.50,61.53,62.00,60.68
61.80,61.77,61.99,61.20
61.67,61.11,61.86,61.00
60.91,61.56,61.86,60.84
60.79,61.00,61.19,60.06
61.00,59.92,61.03,59.63
60.29,60.10,60.62,59.93
60.15,60.13,60.39,59.64
60.09,60.13,60.78,59.78
60.06,61.05,61.24,60.06
61.24,60.83,61.55,60.12
60.54,61.75,61.87,60.35
61.61,62.10,62.75,61.45
60.99,60.90,62.51,60.90
60.93,60.35,61.02,59.89
60.31,61.04,61.41,60.01
61.09,61.39,61.57,60.64
60.87,60.63,61.53,60.60
60.75,59.23,60.97,59.03
59.22,58.72,59.54,58.31
58.70,59.12,59.34,58.24
59.68,60.50,60.52,59.66
60.37,60.42,60.70,59.93
60.55,60.75,60.90,60.37
60.95,61.52,61.54,60.80
61.40,61.79,61.83,61.26
61.64,61.06,61.89,60.93
60.67,61.56,61.63,60.43
61.68,62.00,62.06,60.70
62.11,61.92,62.29,61.71
62.45,61.05,62.68,60.97
61.40,60.96,61.73,60.70
60.94,60.97,61.10,60.20
60.97,61.11,61.16,60.31
61.39,61.63,61.76,60.79
61.38,61.90,62.05,61.11
62.16,62.81,63.02,61.96
63.18,62.89,63.48,62.50
62.75,62.61,63.15,62.23
62.60,62.54,62.84,62.32
62.72,63.76,63.79,62.48
63.80,64.69,64.86,63.46
64.72,64.85,64.99,64.40
64.98,65.01,65.19,64.28
64.79,64.95,65.26,64.04
64.69,64.71,64.95,64.38
64.87,64.52,64.94,64.48
64.50,64.60,64.74,63.85
64.18,63.59,64.27,63.54
63.59,64.70,64.89,63.35
65.89,68.08,68.08,65.77
67.50,67.21,67.88,66.93
67.22,66.94,67.39,66.78
66.87,67.03,67.09,66.11
66.89,66.69,67.12,66.29
66.84,67.51,67.58,66.80
67.86,67.85,68.00,67.23
67.94,68.37,68.48,67.56
68.45,68.18,69.23,67.84
67.69,68.35,68.37,67.47
68.35,68.26,68.63,67.96
68.05,67.83,68.93,66.89
68.14,67.57,68.45,67.25
67.50,67.81,67.81,67.22
67.76,67.66,67.81,67.28
67.89,67.75,68.53,67.46
67.83,67.70,67.98,67.44
67.70,67.32,67.70,67.13
67.29,67.78,67.86,67.12
67.77,67.79,67.93,67.69
67.86,67.57,68.08,67.26
68.12,68.47,68.73,67.78
68.05,67.50,68.29,67.33
67.84,68.89,68.95,67.46
68.49,69.55,69.67,68.26
69.46,69.49,69.64,68.59
69.52,70.44,70.84,69.52
70.47,70.41,70.95,70.16
70.49,70.40,70.97,70.17
70.61,70.11,70.92,69.81
69.89,70.10,70.55,69.72
70.30,70.42,70.67,69.98
70.55,70.89,70.93,70.36
70.94,69.49,71.31,69.47
69.21,69.28,69.78,68.86
69.72,70.80,70.81,69.60
71.18,69.17,71.26,69.17
69.54,70.09,70.34,69.34
69.89,70.68,71.11,69.68
70.73,70.86,71.27,70.46
70.58,71.71,71.76,70.18
71.42,71.97,72.09,71.15
72.25,72.58,72.88,72.07
72.88,72.79,73.15,72.46
72.83,72.52,72.89,72.34
72.86,73.24,73.39,72.54
73.13,73.13,73.36,72.83
73.02,72.66,73.14,72.23
72.69,72.90,73.20,72.67
73.20,73.25,73.76,73.04
72.91,72.39,73.01,72.08
71.78,72.47,72.62,71.69
72.80,72.35,72.99,71.88
72.94,73.16,73.39,72.60
72.32,72.75,73.32,71.37
71.56,73.22,73.22,71.25
73.49,72.60,73.50,72.42
72.75,73.19,73.22,72.66
72.66,73.15,73.18,72.42
73.09,74.65,74.71,72.94
74.77,73.52,74.77,73.34
73.61,73.71,74.18,73.48
73.88,73.32,74.09,73.21
73.26,73.23,73.88,73.11
72.05,72.05,72.53,71.45
72.24,73.04,73.04,72.02
73.19,73.00,73.29,72.20
73.15,74.36,74.41,72.94
74.32,74.77,74.92,73.99
74.03,73.49,74.40,73.14
73.22,71.50,73.22,71.50
72.02,73.51,73.52,72.00
72.93,72.26,72.97,71.16
72.26,72.23,73.49,70.09
72.19,72.78,72.80,71.24
72.92,73.80,74.19,72.79
74.05,73.98,74.25,73.01
74.09,74.37,74.59,73.91
74.51,75.29,75.86,73.77
75.16,74.30,75.16,74.25
74.05,74.90,75.20,74.05
74.89,75.52,75.54,74.63
75.50,75.53,76.00,75.16
77.20,75.79,77.20,75.62
76.53,77.16,77.25,76.41
77.00,77.16,77.51,76.68
77.15,77.89,77.99,77.11
77.78,77.98,78.01,77.47
77.91,78.25,78.69,77.90
78.62,80.29,80.29,78.44
80.12,79.84,80.15,79.45
79.84,80.82,80.82,79.84
80.69,81.36,81.39,80.23
81.29,81.42,81.83,81.16
81.76,83.29,83.37,81.65
83.03,81.93,83.23,81.74
81.90,81.00,82.11,80.73
79.88,77.64,80.71,77.11
77.03,78.00,78.25,76.80
77.56,78.34,78.53,77.34
79.23,78.65,79.49,78.29
78.12,78.23,78.59,77.63
78.40,78.45,78.64,78.13
78.06,77.90,78.85,77.84
78.18,78.70,78.70,77.54
78.71,77.72,79.21,77.47
77.34,76.74,77.44,76.10
76.86,77.27,77.36,76.30
77.62,77.72,78.43,77.38
77.84,77.82,77.95,77.36
76.92,76.75,77.50,76.66
77.41,76.09,77.41,75.93
76.10,77.04,77.16,75.71
77.20,76.20,77.30,76.18
76.76,79.00,79.68,76.70
79.16,79.28,79.66,78.92
79.09,78.27,79.47,78.27
