LGL,LGL Group,NASDAQ
23.49,22.10,23.49,20.21
21.35,20.31,21.67,19.58
20.70,22.93,22.95,19.92
22.80,23.16,23.60,22.52
23.07,22.90,23.79,22.67
22.40,23.10,23.10,20.18
21.26,20.50,22.30,20.40
20.22,20.57,20.60,19.77
20.93,21.99,22.10,20.93
21.99,22.30,22.99,21.48
22.55,21.53,22.77,21.45
21.54,21.95,22.95,21.44
22.69,23.53,24.49,22.12
23.95,24.01,24.41,23.86
24.67,25.65,25.98,24.67
25.51,24.00,27.25,23.25
23.98,23.80,25.16,22.71
23.57,25.75,26.19,23.55
26.50,26.88,27.45,25.80
26.76,25.85,26.89,25.21
26.41,27.10,27.97,26.25
27.80,29.53,29.78,27.33
31.68,33.20,33.94,29.76
33.01,33.45,34.54,32.95
33.01,33.31,34.71,31.59
34.16,32.48,34.16,32.23
33.20,31.67,33.23,31.11
31.53,32.99,33.09,31.08
33.05,33.93,34.38,32.00
33.50,33.37,33.95,32.00
32.72,32.12,34.37,31.55
31.14,29.99,32.05,29.71
29.59,26.37,30.00,25.95
26.58,23.74,26.58,22.89
23.72,25.68,26.44,23.72
25.36,24.70,25.36,23.25
25.79,26.28,27.66,24.98
25.50,25.60,25.80,25.21
25.56,26.90,26.90,25.01
27.32,26.00,27.32,25.59
26.75,24.74,26.75,24.53
24.00,22.20,24.00,22.00
21.72,21.46,21.72,19.54
21.95,20.55,22.00,20.41
21.10,18.26,21.10,17.76
18.57,17.89,18.97,17.53
17.95,17.46,17.95,17.05
17.64,19.20,19.66,17.31
19.25,18.78,19.64,18.51
19.29,20.50,20.88,18.78
20.85,21.22,21.88,20.85
21.94,22.50,22.64,21.85
22.51,21.30,22.68,21.19
21.09,19.77,21.20,19.26
19.76,19.47,20.40,18.58
18.93,20.28,20.90,18.93
20.30,20.77,20.98,20.20
20.78,22.22,22.42,20.78
22.48,21.94,23.49,21.73
21.70,21.28,22.50,20.65
21.94,20.97,21.94,20.65
21.65,20.76,21.65,20.63
21.47,20.32,21.47,20.32
20.25,19.50,20.39,19.10
19.85,18.90,20.20,18.75
18.75,18.96,19.70,18.25
19.25,19.90,19.90,18.70
19.57,19.65,20.87,19.49
19.30,19.77,20.01,19.30
19.99,19.85,20.00,19.69
19.84,19.55,19.90,19.35
19.44,19.56,19.80,19.44
19.50,19.22,19.60,18.71
18.85,18.84,19.05,18.75
19.10,18.75,19.10,18.61
18.57,17.99,18.57,17.95
18.19,18.61,18.81,18.11
18.88,18.80,19.30,18.50
18.40,20.03,20.68,18.40
20.98,20.86,21.25,20.00
21.10,21.09,21.97,20.83
20.96,22.20,22.20,20.77
22.50,23.30,23.59,22.06
23.70,24.25,24.79,23.70
24.39,24.56,24.77,23.30
24.75,24.80,25.85,24.51
25.48,24.00,25.48,22.00
23.78,23.00,23.99,22.42
22.80,22.03,22.97,21.59
21.75,21.57,21.99,21.01
21.95,22.84,24.05,21.22
22.99,22.41,22.99,22.35
22.58,22.51,22.63,22.22
22.34,22.41,22.50,22.02
22.10,22.18,22.40,22.02
22.01,22.01,22.38,22.01
21.80,20.17,21.80,20.00
20.40,20.34,20.66,20.02
20.08,20.06,20.30,19.90
20.26,20.07,20.26,19.80
20.08,20.00,20.08,19.55
19.93,20.36,20.36,19.88
20.11,20.35,20.57,20.09
20.25,20.48,20.48,19.61
20.37,20.50,20.50,20.06
20.33,20.50,20.78,20.33
20.65,20.82,20.88,20.40
20.99,21.35,21.41,20.70
21.21,20.88,21.39,20.64
20.82,20.32,20.95,19.55
19.95,19.70,19.95,18.87
20.03,19.10,20.03,18.60
19.00,18.81,19.09,18.51
19.08,19.10,19.10,18.52
18.99,18.55,19.26,18.13
18.63,17.66,18.63,16.73
17.60,17.70,18.04,17.40
17.53,17.62,17.79,17.35
17.45,17.90,17.90,17.45
17.85,17.82,18.18,17.66
17.84,17.90,17.98,17.60
18.09,17.86,18.15,17.56
17.55,17.08,17.59,16.78
17.45,17.42,17.45,16.55
17.42,17.56,17.56,16.76
17.06,17.58,17.58,16.73
15.57,13.32,16.69,12.93
14.15,13.58,14.25,13.50
13.67,13.91,14.17,13.25
14.20,14.09,14.25,14.00
14.10,14.06,14.10,13.92
13.96,13.55,14.08,13.51
13.58,13.52,13.58,13.30
13.55,13.46,13.71,13.21
13.45,13.86,14.00,13.43
13.75,13.79,13.98,13.65
13.93,13.89,13.96,13.66
13.90,13.89,13.90,13.75
14.00,13.78,14.00,13.70
13.78,13.75,13.98,13.60
13.77,13.63,13.86,13.50
13.66,13.93,13.93,13.66
14.01,13.78,14.01,13.68
13.88,13.76,13.89,13.58
13.70,13.70,13.77,13.60
13.54,13.22,13.54,13.10
13.31,12.94,13.56,12.80
12.80,12.65,12.81,12.40
12.68,13.04,13.04,12.68
13.04,12.98,13.07,12.93
13.15,13.15,13.26,12.99
13.20,13.40,13.65,13.20
13.62,13.86,13.90,13.50
14.06,13.84,14.06,13.64
13.88,13.93,13.93,13.31
13.93,13.81,13.93,13.74
13.81,13.76,13.90,13.66
13.75,13.80,14.04,13.75
13.81,13.60,13.88,13.44
13.43,13.60,13.69,13.10
13.56,13.35,13.66,13.22
13.20,13.08,13.24,12.85
13.28,13.16,13.28,13.07
13.10,13.25,13.34,13.10
13.35,13.26,13.35,13.14
13.27,13.14,13.27,12.97
10.15,10.31,12.70,10.15
10.41,10.43,10.90,10.35
10.40,10.95,11.00,10.40
10.92,10.80,11.40,10.80
10.90,11.14,11.20,10.78
11.30,10.86,11.35,10.75
10.55,10.66,10.70,10.55
10.41,10.59,10.66,10.23
10.60,10.62,10.78,10.50
10.62,10.59,10.64,10.29
10.59,10.48,10.60,10.30
10.48,10.48,10.49,10.40
10.55,10.76,10.80,10.54
10.79,10.65,10.80,10.61
10.63,10.43,10.63,10.40
10.31,10.41,10.65,10.31
10.36,10.35,10.53,10.35
10.50,10.25,10.50,10.03
10.17,10.23,10.23,10.15
10.35,10.21,10.35,10.17
10.23,10.24,10.31,10.10
10.25,10.17,10.38,10.14
10.32,10.16,10.40,10.15
10.19,10.26,10.27,10.10
10.23,10.16,10.23,10.16
10.21,10.16,10.21,10.00
10.09,10.16,10.24,10.09
10.13,9.84,10.16,9.36
9.75,9.80,9.87,9.74
9.74,9.80,9.80,9.74
9.80,9.51,9.80,9.40
9.52,9.63,9.63,9.50
9.59,9.58,9.73,9.58
9.38,9.60,9.60,9.38
9.59,9.89,9.89,9.57
9.84,10.33,10.36,9.84
10.40,10.56,10.58,10.37
10.52,10.51,10.80,10.33
10.62,10.38,10.62,10.33
10.34,10.37,10.50,10.06
10.45,10.42,10.54,10.23
10.42,10.41,10.55,10.28
10.41,10.33,10.41,10.29
10.36,10.17,10.36,10.17
10.19,10.40,10.40,10.19
10.19,9.71,10.19,9.68
9.88,9.72,9.88,9.69
9.75,9.98,9.98,9.74
10.07,10.25,10.30,10.01
10.26,10.30,10.30,10.06
10.23,10.19,10.29,10.05
10.23,10.18,10.30,10.05
10.19,9.90,10.19,9.72
9.99,9.76,9.99,9.54
9.67,9.64,9.71,9.60
9.73,9.69,9.73,9.55
9.62,9.57,9.74,9.50
9.41,9.45,9.50,8.87
9.20,8.61,9.20,8.55
8.68,7.79,8.68,7.68
7.37,7.56,7.60,7.35
7.36,7.32,7.55,7.12
7.23,6.92,7.36,6.82
7.02,6.80,7.02,6.45
6.80,6.85,6.90,6.79
6.93,7.05,7.05,6.79
7.00,6.96,7.04,6.82
7.00,6.76,7.07,6.76
6.76,6.50,6.80,6.33
6.35,6.24,6.54,6.14
6.56,6.67,6.67,6.40
6.75,6.56,6.75,6.29
6.52,6.48,6.58,6.48
6.52,6.91,7.52,6.50
6.83,6.75,6.90,6.60
6.81,7.01,7.18,6.74
6.99,7.79,7.79,6.87
7.70,8.34,8.67,7.70
8.42,8.54,8.54,8.32
8.52,8.62,8.78,8.38
8.62,8.55,8.74,8.38
8.74,9.59,9.89,8.74
9.40,9.30,9.55,9.06
9.34,9.13,9.40,9.01
8.97,9.04,9.04,8.84
8.90,9.42,9.69,8.90
9.78,9.55,9.78,9.51
9.73,9.55,9.89,9.48
9.61,9.39,9.72,9.16
9.21,9.45,9.46,9.01
9.25,9.45,9.64,9.06
9.35,9.16,9.36,9.16
8.91,8.34,8.91,8.17
8.30,8.20,8.30,8.20
8.18,8.20,8.20,7.80
8.39,8.75,8.96,8.35
8.48,8.61,8.84,8.21
8.70,9.00,9.00,8.70
8.61,8.80,8.80,8.52
8.43,8.19,8.43,7.92
7.97,7.65,8.02,7.47
8.08,7.87,8.09,7.74
8.02,8.21,8.21,8.02
8.30,8.20,8.30,8.20
8.06,8.17,8.23,8.05
8.14,8.22,8.87,8.13
7.78,8.50,8.69,7.77
8.45,8.21,8.45,8.04
8.23,8.03,8.23,8.00
8.09,8.11,8.80,8.08
8.11,8.25,8.28,8.11
8.25,8.35,8.40,8.25
8.35,8.35,8.35,8.35
8.29,8.58,8.59,8.23
8.45,8.23,8.45,8.23
8.11,8.16,8.57,8.00
8.52,8.19,8.52,8.12
8.47,7.77,8.47,7.77
7.79,7.95,7.98,7.72
7.91,7.95,7.95,7.91
7.74,7.70,7.91,7.62
7.85,7.76,7.95,7.53
7.69,7.82,7.89,7.69
7.86,7.90,7.90,7.85
7.99,8.32,8.40,7.85
8.40,8.73,8.84,8.39
8.34,8.50,8.68,7.50
8.52,6.99,8.52,6.59
7.26,7.16,7.33,6.78
7.27,7.20,7.29,6.85
7.35,7.00,7.37,6.83
7.07,7.31,7.37,6.71
7.27,7.13,7.35,6.70
7.25,7.33,7.33,7.02
7.00,7.04,7.27,6.85
7.05,7.02,7.05,6.71
6.89,7.28,7.38,6.89
7.28,7.28,7.28,7.28
7.20,7.10,7.20,7.10
7.12,7.08,7.12,6.94
7.16,7.33,7.35,6.96
7.19,7.02,7.19,6.65
7.11,7.20,7.20,7.00
7.16,7.40,7.40,6.75
7.31,7.25,7.39,7.14
7.26,7.40,7.40,7.12
7.15,7.25,7.25,7.11
7.15,7.39,7.39,7.07
7.39,7.39,7.39,7.39
7.39,7.14,7.39,7.13
7.05,7.05,7.07,6.82
7.29,6.97,7.29,6.88
6.93,7.20,7.28,6.88
7.05,7.26,7.26,6.82
7.06,7.03,7.16,7.00
7.03,7.10,7.26,6.91
7.07,7.12,7.12,7.00
7.20,7.34,7.40,7.20
7.38,7.39,7.81,7.25
7.31,7.21,7.56,7.21
7.30,7.40,7.56,7.30
7.21,7.33,7.40,7.20
7.16,7.22,7.26,7.15
7.22,7.29,7.30,7.16
7.28,7.30,7.30,7.28
7.28,7.20,7.28,7.17
7.20,7.17,7.20,7.13
7.20,7.15,7.20,7.15
7.15,7.27,7.28,7.13
7.10,7.50,7.50,7.10
7.30,7.49,7.55,7.30
7.50,7.75,7.75,7.50
7.79,7.79,7.79,7.70
7.67,7.92,7.92,7.67
7.90,7.80,7.99,7.80
8.11,8.24,8.43,7.95
8.30,8.30,8.30,8.24
8.40,8.06,8.43,8.00
8.17,8.12,8.17,8.12
8.07,7.99,8.07,7.85
7.96,7.92,8.12,7.91
7.92,8.05,8.25,7.92
8.43,8.16,8.43,8.16
8.36,8.12,8.36,8.00
8.11,8.09,8.40,8.00
8.02,8.01,8.10,8.01
8.13,8.00,8.25,7.95
7.94,7.98,8.25,7.94
8.00,8.18,8.31,7.86
8.00,8.13,8.33,8.00
8.08,8.10,8.10,8.05
8.10,8.10,8.10,8.10
8.20,8.25,8.25,8.20
8.29,8.33,8.33,8.20
8.29,8.90,9.14,8.23
8.74,8.81,8.98,8.74
8.80,8.76,8.85,8.70
8.70,8.66,8.74,8.66
8.37,8.51,8.70,8.37
8.30,8.28,8.31,8.10
8.30,8.30,8.34,8.30
8.28,8.44,8.52,8.28
8.28,8.05,8.45,7.94
8.05,8.05,8.05,8.05
8.11,8.10,8.30,7.95
8.24,8.10,8.27,7.99
8.15,8.14,8.15,8.14
8.25,8.20,8.25,8.20
8.06,7.92,8.12,7.80
8.00,8.24,8.24,8.00
7.92,8.02,8.21,7.89
8.10,8.07,8.44,7.37
7.93,8.01,8.31,7.93
7.74,8.10,8.22,7.50
8.02,7.75,8.02,7.75
7.75,7.75,7.75,7.75
7.69,7.96,7.96,7.60
7.67,7.43,7.80,7.36
7.48,7.51,7.75,7.45
7.57,7.89,7.89,7.50
7.80,7.80,8.09,7.70
7.88,7.65,7.90,7.54
7.10,7.27,7.91,6.87
7.49,7.26,7.50,7.26
7.26,7.48,7.48,7.21
7.30,7.35,7.35,7.19
7.26,7.48,7.50,7.26
7.37,7.45,7.48,7.35
7.37,7.44,7.54,7.31
7.42,7.50,7.51,7.42
7.59,7.50,7.60,7.50
7.50,7.40,7.50,7.35
7.46,7.46,7.47,7.46
7.42,7.45,7.60,7.42
7.50,7.35,7.50,7.35
7.42,7.47,7.47,7.37
7.47,7.47,7.47,7.47
7.33,7.32,7.40,7.09
7.30,7.36,7.36,7.12
7.36,7.36,7.36,7.36
7.12,7.31,7.43,7.12
7.35,7.30,7.35,7.30
7.24,7.34,7.34,7.20
7.28,7.25,7.29,7.25
7.25,7.28,7.34,7.25
7.31,7.20,7.38,7.20
7.19,7.28,7.43,7.17
7.19,7.39,7.56,7.16
7.49,7.54,7.54,7.49
7.01,7.19,7.24,7.01
7.12,7.38,7.38,7.01
7.44,7.45,7.46,7.44
7.45,7.35,7.45,7.30
7.32,7.45,7.60,7.15
7.24,7.01,7.24,6.93
7.01,7.00,7.08,7.00
6.93,6.93,6.97,6.82
6.88,6.90,6.90,6.40
6.89,6.77,6.90,6.77
6.78,6.89,6.89,6.78
6.82,6.77,6.82,6.75
6.77,6.86,6.90,6.77
6.80,6.86,6.86,6.80
6.74,6.91,6.91,6.74
6.85,6.84,6.91,6.78
6.82,6.82,6.82,6.82
6.79,6.50,6.79,6.50
6.55,6.59,6.59,6.51
6.56,6.59,6.59,6.56
6.61,6.62,6.62,6.51
6.60,6.56,6.60,6.56
6.55,6.50,6.59,6.50
6.53,6.90,7.00,6.50
6.90,6.90,6.90,6.90
6.86,6.83,6.90,6.58
6.76,6.61,6.76,6.60
6.60,6.65,6.76,6.50
6.50,6.54,6.68,6.48
6.64,6.48,6.64,6.48
6.50,6.95,6.95,6.50
6.92,6.73,6.92,6.67
6.72,6.71,6.87,6.70
6.71,6.71,6.71,6.71
6.71,6.59,6.71,6.49
6.60,6.55,6.60,6.51
6.55,6.55,6.86,6.55
6.78,6.52,6.78,6.49
6.55,6.53,6.55,6.53
6.55,6.55,6.55,6.55
6.57,6.56,6.89,6.56
6.60,6.60,6.60,6.60
6.55,6.55,6.59,6.55
6.55,6.55,6.55,6.55
6.55,6.50,6.55,6.48
6.49,6.33,6.49,6.08
6.32,6.35,6.88,6.30
6.40,6.32,6.40,6.25
6.32,6.31,6.60,6.31
6.36,6.37,6.37,6.36
6.44,6.43,6.76,6.30
6.31,6.34,6.34,6.31
6.33,6.36,6.75,6.27
6.28,6.27,6.28,6.27
6.26,5.99,6.26,5.85
5.92,5.83,5.92,5.66
5.76,5.75,5.90,5.75
5.68,5.60,5.77,5.60
5.60,5.61,5.69,5.60
5.62,5.50,5.75,5.50
5.50,5.60,5.60,5.25
5.57,5.60,5.68,5.57
5.61,5.70,5.70,5.60
5.65,5.47,5.65,5.40
5.50,5.50,5.68,5.50
5.62,5.89,6.30,5.52
5.88,5.86,5.88,5.85
5.86,5.83,5.86,5.81
5.77,5.65,5.98,5.65
5.74,5.65,5.96,5.65
5.65,5.88,5.92,5.64
5.88,5.89,5.89,5.88
5.88,5.95,6.00,5.85
5.98,5.95,6.15,5.81
5.92,6.00,6.05,5.92
6.00,6.00,6.01,5.88
5.92,6.11,6.13,5.88
5.99,5.94,6.18,5.88
6.04,5.84,6.15,5.74
5.91,5.85,5.98,5.85
5.88,5.75,5.98,5.74
5.69,5.72,5.80,5.69
5.72,5.82,5.82,5.70
5.87,5.68,5.87,5.66
5.72,5.70,5.72,5.54
5.62,5.45,5.74,5.30
5.48,5.70,5.89,5.46
5.70,5.90,5.96,5.70
5.90,6.00,6.05,5.90
6.00,6.05,6.10,6.00
6.05,6.27,6.27,6.02
6.19,6.18,6.25,6.10
6.18,6.18,6.18,6.18
6.25,6.51,6.51,6.23
6.41,6.53,6.64,6.41
5.58,6.10,6.49,5.58
6.20,6.40,6.63,6.18
6.30,6.30,6.48,6.30
6.30,6.30,6.30,6.22
6.39,6.39,6.39,6.39
6.35,6.30,6.35,6.30
6.20,6.20,6.20,6.20
6.13,6.30,6.38,6.13
6.22,6.25,6.25,6.11
6.16,6.25,6.30,6.16
6.23,6.22,6.23,6.22
6.22,6.18,6.38,6.15
6.20,6.20,6.20,6.20
6.15,6.00,6.15,6.00
5.94,6.03,6.45,5.85
5.90,5.96,6.07,5.90
6.05,6.13,6.13,6.05
6.11,6.23,6.23,6.10
6.23,6.23,6.23,6.23
6.10,6.07,6.25,6.07
6.06,6.08,6.30,5.94
5.91,5.95,5.95,5.91
5.98,6.04,6.34,5.95
5.87,5.93,6.12,5.87
5.90,5.91,6.15,5.87
5.90,5.75,5.90,5.70
5.86,6.12,6.29,5.84
5.93,5.92,6.00,5.92
5.78,5.78,5.78,5.78
5.78,5.78,5.78,5.78
5.79,5.68,5.79,5.60
5.73,5.61,6.14,5.43
5.43,5.42,5.47,5.42
5.44,5.31,5.50,5.31
5.30,5.38,5.38,5.25
5.12,5.13,5.32,5.04
5.19,5.13,5.25,5.13
5.13,5.07,5.13,5.06
4.95,4.94,5.05,4.85
5.00,4.94,5.00,4.88
4.99,4.96,5.16,4.88
4.96,4.96,4.96,4.96
5.06,4.85,5.07,4.80
4.76,5.00,5.03,4.76
5.03,5.05,5.08,4.83
4.95,5.04,5.04,4.95
5.11,5.14,5.14,5.11
5.15,5.10,5.24,4.99
5.04,5.06,5.09,5.04
5.04,5.04,5.04,5.04
5.03,5.09,5.10,5.00
5.05,5.05,5.12,4.96
5.04,5.10,5.54,4.99
5.11,5.08,5.23,5.08
5.11,5.11,5.11,5.11
5.20,5.13,5.20,5.11
5.17,5.11,5.17,5.11
5.11,5.11,5.11,5.11
5.15,5.13,5.15,5.11
5.12,5.11,5.12,5.09
5.11,5.11,5.14,5.08
5.12,5.20,5.20,5.11
5.15,5.19,5.19,5.12
5.12,5.08,5.15,5.08
5.10,5.20,5.20,5.10
5.25,5.19,5.26,5.19
5.09,5.18,5.19,5.09
5.21,5.25,5.29,5.20
5.34,5.59,5.59,5.34
5.45,5.50,5.59,5.45
5.26,5.41,5.43,5.25
5.28,5.26,5.31,5.23
5.26,5.44,5.44,5.26
5.41,5.26,5.41,5.26
5.30,5.25,5.44,5.20
5.26,5.20,5.48,5.11
5.20,5.20,5.48,5.19
5.20,5.35,5.45,5.16
5.33,5.20,5.33,5.16
5.23,5.20,5.23,5.16
5.19,5.28,5.37,5.16
5.28,5.27,5.60,5.26
5.31,5.17,5.31,5.17
5.18,5.24,5.27,5.18
5.24,5.24,5.24,5.24
5.23,5.20,5.23,5.16
5.56,5.25,5.56,5.25
5.33,5.32,5.57,5.32
5.28,5.26,5.28,5.24
5.54,5.49,5.54,5.49
5.41,5.48,5.50,5.32
5.48,5.48,5.48,5.48
5.41,5.50,5.50,5.41
5.48,5.50,5.50,5.48
5.46,5.45,5.50,5.44
5.41,5.40,5.41,5.32
5.34,5.33,5.34,5.29
5.40,5.41,5.41,5.38
5.30,5.38,5.40,5.27
5.35,5.30,5.35,5.30
5.31,5.31,5.31,5.29
5.32,5.32,5.38,5.28
5.29,5.29,5.35,5.27
5.29,5.29,5.29,5.29
5.31,5.31,5.31,5.31
5.35,5.35,5.35,5.35
5.30,5.36,5.36,5.30
5.36,5.36,5.36,5.32
5.44,5.46,5.46,5.43
5.46,5.46,5.46,5.46
5.38,5.39,5.44,5.38
5.52,5.59,5.60,5.52
5.38,5.68,5.68,5.38
5.65,5.57,5.65,5.53
5.43,5.50,5.50,5.43
5.60,5.58,5.70,5.40
5.61,5.90,5.98,5.50
5.90,5.90,5.90,5.90
5.87,5.76,5.87,5.76
5.76,5.76,5.76,5.76
5.76,5.61,5.76,5.61
5.76,5.90,5.98,5.76
5.81,5.81,5.83,5.74
5.81,5.81,5.81,5.81
5.83,5.81,5.83,5.81
5.81,5.81,5.81,5.81
5.70,5.60,5.71,5.60
5.70,5.63,5.86,5.60
5.61,5.60,5.71,5.60
5.60,5.59,5.60,5.59
5.55,5.50,5.55,5.33
5.52,5.28,5.52,5.22
5.21,5.12,5.22,5.12
5.20,5.15,5.40,5.15
5.15,5.26,5.33,5.15
5.17,5.21,5.21,5.14
5.17,5.17,5.17,5.17
5.18,5.12,5.39,5.11
5.17,5.13,5.17,5.08
5.13,5.06,5.13,5.05
5.05,5.25,5.25,5.05
5.03,5.02,5.03,5.02
5.08,5.06,5.08,5.04
5.10,5.10,5.10,5.05
5.07,5.17,5.50,5.04
5.05,5.10,5.14,5.03
5.03,4.98,5.06,4.91
4.95,4.95,5.00,4.91
4.97,4.96,5.09,4.95
5.01,5.20,5.23,5.01
5.24,4.95,5.24,4.93
5.03,5.03,5.03,5.03
5.01,5.15,5.16,5.01
5.15,5.06,5.17,5.06
4.99,5.02,5.02,4.95
4.99,4.96,4.99,4.96
4.97,5.06,5.06,4.96
5.06,4.98,5.06,4.98
5.00,4.92,5.16,4.91
4.93,4.93,5.06,4.92
4.95,4.93,4.98,4.93
5.04,5.05,5.06,4.99
5.07,5.10,5.20,4.96
5.24,5.28,5.50,5.16
5.36,5.50,5.66,5.36
5.48,5.50,5.51,5.48
5.28,5.48,5.48,5.23
5.31,5.51,5.51,5.31
5.54,5.52,5.54,5.34
5.40,5.32,5.42,5.32
5.33,5.54,5.54,5.33
5.51,5.50,5.51,5.50
5.52,5.50,5.52,5.50
5.51,5.50,5.51,5.50
5.40,5.40,5.40,5.40
5.40,5.39,5.42,5.39
5.29,5.30,5.39,5.29
5.38,5.38,5.38,5.38
5.28,5.31,5.37,5.24
5.34,5.58,5.58,5.33
5.35,5.32,5.35,5.32
5.75,6.20,6.22,5.75
6.26,6.35,6.59,6.26
6.34,6.68,6.94,6.34
6.74,6.70,6.74,6.70
6.79,6.40,6.79,6.20
