IVV,iShares Core S&P 500 ETF,NASDAQ
104.00,103.25,104.74,102.25
103.48,106.50,106.61,103.39
107.36,107.53,107.65,106.31
107.53,108.31,108.34,107.31
107.98,108.42,108.61,107.56
109.53,110.08,110.48,109.33
109.68,110.04,110.45,109.24
109.99,110.10,110.44,108.56
109.49,107.05,109.56,106.83
107.44,107.71,108.01,106.61
106.25,108.86,108.94,106.20
109.41,107.49,109.47,107.00
108.72,109.84,110.32,108.69
109.65,110.78,110.95,109.32
111.01,111.98,112.06,110.65
112.61,111.93,112.66,111.50
111.70,111.20,112.02,110.86
111.92,110.66,112.20,109.80
109.58,110.69,111.23,109.36
112.37,113.13,113.33,111.94
112.87,112.58,113.16,112.25
112.93,113.39,113.50,112.56
112.67,113.26,113.29,112.48
112.12,112.78,112.96,111.32
113.33,113.39,113.58,112.72
112.43,112.82,113.35,111.77
111.06,109.70,111.06,109.51
108.04,109.00,109.39,107.99
108.66,108.69,109.33,108.57
107.96,108.66,108.97,107.57
109.54,109.97,110.76,109.26
109.91,110.16,110.75,109.30
109.58,108.30,109.87,107.81
107.93,107.90,108.07,107.13
108.40,107.50,108.95,107.46
106.27,105.95,106.76,105.36
105.34,106.29,106.70,104.63
106.79,105.60,106.94,105.25
106.26,107.22,107.34,104.64
106.96,105.71,107.27,105.67
105.27,105.79,106.35,104.86
107.12,108.83,108.98,107.05
109.09,109.86,109.88,108.87
110.93,111.29,111.37,110.34
110.77,110.09,110.88,109.94
110.24,110.77,111.23,110.21
112.06,111.30,112.07,111.02
111.53,111.93,112.00,111.26
112.99,113.16,113.35,112.55
112.94,113.07,113.71,112.48
112.73,113.49,113.60,112.39
113.12,113.42,113.52,112.76
114.03,113.44,114.15,113.19
113.88,115.26,115.48,113.62
115.35,114.98,115.86,114.53
114.84,114.47,115.45,114.13
113.48,113.53,114.68,113.19
114.15,115.14,115.27,114.03
115.29,114.61,115.36,114.55
114.83,115.12,115.42,113.57
114.82,114.83,115.30,114.41
115.45,114.49,116.17,113.98
115.36,115.00,115.49,114.31
114.78,114.14,115.25,113.57
115.20,116.39,116.69,115.05
116.39,116.41,116.71,115.95
116.88,116.30,116.91,115.59
116.44,116.92,117.25,116.01
117.12,117.05,117.36,116.65
116.71,117.41,117.75,116.04
118.06,118.28,118.94,117.78
118.20,117.98,118.40,117.12
118.70,118.12,118.74,117.17
118.14,118.66,119.05,117.92
117.57,117.12,118.23,116.44
117.32,118.22,118.83,117.27
118.80,118.52,119.48,117.60
118.71,118.78,118.92,118.41
119.56,119.05,120.14,119.00
118.49,119.13,119.24,118.27
118.27,118.77,118.91,117.66
119.44,118.86,119.50,118.23
118.68,118.89,119.11,118.48
119.43,118.92,120.14,118.25
119.84,119.87,120.14,119.52
120.08,120.40,120.41,118.85
121.67,122.63,122.73,121.53
122.75,123.15,123.32,122.60
122.76,122.92,123.08,122.36
123.24,121.99,123.35,121.53
121.99,122.50,122.56,121.08
121.47,122.05,122.22,121.09
121.23,120.60,121.75,120.05
121.00,120.44,121.44,120.40
119.70,118.51,119.89,118.00
118.62,118.63,119.09,118.26
119.77,120.38,120.79,119.76
120.26,120.65,120.74,119.65
120.10,120.57,120.63,119.18
119.21,118.83,119.41,118.39
119.59,120.61,120.64,119.59
119.58,119.30,120.21,119.30
118.90,119.57,119.88,118.15
118.41,118.81,119.57,118.21
120.63,121.40,121.63,120.62
121.60,122.95,123.05,121.57
122.58,123.28,123.43,122.53
123.04,123.13,123.45,122.92
124.38,123.22,124.48,123.18
123.37,123.67,123.79,122.84
124.40,124.23,124.43,123.60
124.55,124.93,125.02,124.17
125.49,124.97,125.63,124.95
125.22,125.10,125.65,124.73
124.88,124.55,125.35,124.32
124.62,125.19,125.33,124.19
125.14,125.40,125.53,124.91
125.71,125.65,125.98,125.07
126.07,126.43,126.56,125.98
126.59,126.88,126.92,126.51
126.13,126.09,126.26,125.78
125.61,126.16,126.24,125.53
126.38,126.30,126.41,126.00
126.47,126.42,126.69,126.38
126.26,126.24,126.54,126.02
126.00,126.25,126.34,125.82
127.19,127.52,128.07,127.14
127.81,127.44,127.86,126.68
127.06,128.09,128.20,126.95
128.17,127.85,128.30,127.50
128.05,127.62,128.24,126.64
127.07,127.49,127.65,126.70
127.94,127.92,128.23,127.43
128.70,129.09,129.20,128.46
129.07,128.91,129.17,128.54
128.65,129.71,129.82,128.59
129.64,130.04,130.11,129.52
129.89,128.73,129.98,128.39
128.45,128.57,128.86,127.63
129.36,128.85,129.65,128.72
128.76,129.61,129.74,128.76
129.25,129.59,129.80,128.60
129.95,130.21,130.55,129.71
130.22,130.52,130.69,129.97
130.65,128.14,130.83,128.00
128.56,129.15,129.27,128.24
129.94,131.24,131.46,129.89
130.90,130.98,131.32,130.81
130.74,131.25,131.46,130.06
131.33,131.63,131.69,130.72
131.95,132.46,132.89,131.94
132.57,133.10,133.14,132.24
132.64,132.76,133.12,132.11
132.09,132.82,132.94,131.80
132.32,133.60,133.78,132.26
133.55,133.91,134.02,133.39
133.52,133.50,133.84,133.16
133.98,134.31,134.51,133.69
133.96,134.76,134.91,133.84
134.87,135.04,135.18,134.55
133.61,132.35,134.35,131.97
132.25,131.52,132.55,130.70
131.35,131.44,131.92,130.19
131.99,132.78,132.91,131.89
133.33,133.62,133.80,132.89
134.15,131.44,134.21,131.42
131.25,131.65,132.30,131.10
132.90,133.92,134.11,132.89
133.91,132.96,133.96,132.10
133.37,131.96,133.65,131.24
132.14,133.04,133.49,131.56
132.80,132.87,133.27,132.10
131.50,130.44,131.52,130.29
129.99,131.42,131.78,129.88
130.46,130.54,130.94,129.55
127.04,129.09,129.81,126.95
128.64,126.67,129.02,125.75
128.50,128.27,128.83,127.57
129.86,128.78,129.92,128.54
130.39,130.77,131.04,130.22
130.75,130.31,130.91,130.21
129.95,130.67,131.04,129.37
131.46,131.94,132.13,130.72
131.66,131.73,132.31,131.40
132.07,131.44,132.36,131.39
131.34,132.33,132.33,130.88
133.01,133.20,133.60,132.82
133.08,133.01,133.42,132.90
133.91,133.61,134.22,133.30
133.90,133.80,134.12,133.34
133.43,133.65,134.27,133.40
134.33,134.09,134.43,133.57
133.86,133.78,134.39,133.13
134.35,133.30,134.46,132.77
133.45,132.91,133.89,132.60
132.16,131.89,132.42,131.43
132.52,131.88,132.62,131.42
131.16,131.99,132.20,130.72
132.25,132.56,132.81,131.85
130.98,131.00,131.26,129.95
131.19,131.72,131.79,130.89
133.35,133.62,133.85,133.25
134.23,134.21,134.28,133.76
134.14,134.11,134.32,133.66
134.53,135.23,135.51,134.36
135.51,136.10,136.33,134.97
135.91,136.57,136.75,135.87
136.61,136.94,137.03,136.45
137.62,136.73,137.64,136.41
136.40,136.19,136.66,135.50
136.11,135.28,136.18,134.70
134.51,134.13,135.41,133.47
135.43,134.61,136.08,134.13
134.67,135.18,135.57,134.44
135.62,136.34,136.57,135.48
136.13,134.93,136.15,134.28
134.57,135.52,135.80,133.84
135.60,134.50,135.77,134.03
133.97,133.64,135.06,133.42
133.12,133.61,133.79,132.58
133.66,134.83,134.94,133.40
135.26,135.09,135.49,134.40
134.80,134.09,134.96,133.83
132.45,132.47,132.92,132.04
132.86,132.42,133.17,132.13
131.85,132.81,133.38,131.84
132.50,133.46,133.68,132.23
133.83,134.00,134.31,133.65
135.24,135.31,135.36,134.30
135.00,132.33,135.05,132.22
132.44,132.16,132.68,131.41
130.56,130.88,131.86,130.53
130.58,129.50,130.79,129.30
130.10,129.38,130.49,129.30
129.19,128.85,129.60,128.60
129.18,129.82,130.35,128.89
129.24,128.04,129.34,127.69
128.26,128.14,128.65,127.47
129.26,129.75,130.19,129.25
128.67,127.45,129.06,127.11
127.50,127.68,128.39,126.75
128.95,128.09,128.97,127.68
127.63,128.79,129.02,127.63
129.39,130.50,130.76,129.26
130.12,129.71,130.86,129.64
127.59,128.75,128.82,126.64
128.73,127.29,128.82,127.08
127.34,128.36,128.88,127.11
128.89,130.03,130.07,128.72
130.61,131.22,131.37,130.18
131.58,132.42,132.63,131.45
132.44,134.35,134.55,132.23
134.24,134.30,134.55,133.86
133.94,134.42,134.60,133.59
135.64,135.90,136.17,135.37
134.32,134.85,134.90,133.85
133.21,132.49,133.63,132.13
132.14,131.86,133.24,131.82
132.59,132.33,133.67,132.00
132.62,131.41,133.23,131.16
132.11,132.16,132.31,131.23
131.51,131.02,131.72,130.10
131.76,133.21,133.34,131.76
133.53,133.14,133.62,132.89
133.86,134.96,135.28,133.61
134.98,135.05,135.19,134.24
133.78,134.34,134.95,133.64
134.22,133.80,134.42,133.50
133.05,131.08,133.08,130.90
131.05,130.68,132.22,130.48
129.38,129.81,131.00,128.83
131.31,129.20,131.46,128.00
128.30,125.99,128.95,125.94
126.10,126.65,126.73,123.96
124.86,120.67,125.03,120.49
122.20,120.43,122.50,117.29
117.30,112.63,118.74,112.46
114.50,118.43,118.43,110.66
115.65,112.60,116.66,112.36
113.63,117.78,119.31,113.26
118.82,118.58,119.61,117.72
119.61,121.03,121.15,119.42
119.94,120.01,121.10,118.73
120.65,120.13,121.62,119.14
116.94,114.85,117.05,113.80
113.34,113.12,116.27,112.90
115.61,113.12,115.63,112.83
113.55,116.83,116.94,112.98
116.58,118.51,118.65,116.33
119.15,116.66,119.80,116.27
116.09,118.42,118.91,114.27
119.94,121.79,121.85,119.89
121.28,122.04,122.86,120.37
122.89,122.64,123.95,121.75
122.70,121.39,123.82,121.21
118.86,118.22,119.48,117.84
114.78,117.39,117.55,114.78
119.18,120.68,120.76,118.79
119.99,119.45,121.36,119.18
118.10,116.26,118.49,115.68
114.83,117.06,117.15,114.45
117.43,118.01,118.58,116.60
118.75,119.67,121.19,117.12
121.04,121.83,121.88,120.00
122.33,122.55,123.00,121.37
120.55,121.36,121.98,119.77
121.88,121.22,123.04,121.05
121.28,117.46,121.64,117.46
114.24,113.87,115.21,112.30
113.15,114.41,115.14,113.02
115.00,116.59,116.77,113.35
118.91,117.91,119.93,117.24
118.18,115.46,118.86,115.37
117.46,116.47,118.01,114.32
114.85,113.69,115.82,113.45
112.87,110.26,114.32,110.20
108.70,112.56,112.97,107.80
112.96,114.80,115.09,111.97
114.72,116.90,117.03,113.93
117.54,116.07,117.64,115.48
118.05,119.98,120.00,118.05
119.25,120.08,120.41,119.17
120.98,121.07,122.53,120.75
120.47,120.87,121.27,119.51
122.29,122.94,123.00,121.65
122.39,120.66,122.47,120.34
120.52,123.06,123.93,119.63
122.81,121.51,123.48,121.12
121.85,122.09,122.49,120.24
123.52,124.33,124.52,123.15
124.55,125.95,126.22,124.47
125.31,123.50,125.35,123.20
124.79,124.75,125.19,122.63
128.07,129.06,129.85,127.04
128.42,129.05,129.27,127.84
127.59,125.80,127.69,125.78
122.42,122.46,123.92,121.95
124.25,124.39,124.82,123.21
125.73,126.66,126.92,124.02
125.70,125.88,126.11,124.44
125.83,126.65,126.81,124.64
127.34,128.30,128.44,126.15
125.34,123.57,125.89,123.31
125.20,124.77,125.36,123.45
126.26,127.10,127.43,126.23
126.64,125.88,126.78,125.35
125.63,126.58,127.17,125.15
125.26,124.48,126.75,124.31
124.27,122.50,124.57,121.66
122.88,122.34,123.12,121.87
120.57,120.05,120.73,119.08
119.81,119.57,120.48,118.92
118.46,116.93,118.58,116.93
116.74,116.64,118.06,116.64
119.88,120.04,120.56,119.22
120.43,120.47,121.25,120.02
123.89,125.40,125.63,123.64
125.28,125.36,126.06,124.85
126.55,125.34,126.93,125.19
127.29,126.63,127.61,125.89
126.63,126.70,127.54,126.20
126.27,127.10,127.68,125.41
126.29,124.41,126.60,124.08
124.93,126.46,126.79,124.83
125.37,124.64,125.40,123.60
125.32,123.49,125.99,122.88
123.02,122.13,123.43,121.88
123.48,122.59,123.60,122.40
123.43,122.78,124.12,122.48
123.23,121.48,123.50,121.20
123.34,125.12,125.31,123.34
125.05,125.32,125.56,123.92
125.01,125.80,125.81,124.78
126.14,126.80,126.86,125.86
126.62,126.88,127.25,126.49
126.93,125.35,126.97,125.17
125.69,126.54,128.05,125.62
126.45,125.96,126.76,125.96
128.23,128.02,128.82,127.87
127.66,128.13,128.26,127.15
127.47,128.55,128.68,126.88
128.62,128.27,128.65,127.74
128.47,128.43,128.64,127.85
129.82,129.59,130.10,129.41
129.21,129.69,129.83,128.98
130.02,130.00,130.15,128.99
129.05,129.50,129.50,128.17
130.53,129.75,130.76,129.51
129.79,131.20,131.28,129.54
131.64,131.94,132.03,131.27
131.68,131.91,132.00,131.36
131.98,132.03,132.70,131.44
131.28,131.91,131.95,131.06
131.71,133.01,133.33,131.21
133.63,132.33,133.85,131.82
131.72,132.25,132.49,131.63
130.97,131.79,131.90,130.51
132.50,131.77,132.64,131.13
132.77,132.88,133.58,132.60
133.17,133.17,133.49,132.67
134.47,135.04,135.09,134.24
134.45,134.87,134.96,134.30
134.66,135.23,135.48,134.12
135.35,135.63,135.69,134.77
135.90,135.82,136.05,135.04
134.65,134.88,134.94,134.32
135.78,135.82,135.99,135.21
135.39,135.67,135.73,134.73
136.11,135.07,136.44,134.77
135.05,136.52,136.64,134.81
137.00,136.85,137.06,136.44
137.23,136.95,137.53,136.52
136.72,136.49,137.02,136.27
136.43,137.14,137.21,135.97
137.39,137.37,137.68,137.12
136.51,137.67,138.00,136.27
137.70,138.05,138.14,137.41
138.25,137.32,138.67,137.20
137.77,138.21,138.48,137.61
138.17,137.85,138.30,137.49
137.53,137.28,137.68,136.78
135.83,135.16,135.89,134.84
135.55,136.17,136.39,135.40
137.01,137.51,137.80,136.72
137.81,138.05,138.41,137.63
138.04,138.07,138.24,137.58
138.83,140.56,140.61,138.59
140.63,140.38,140.95,139.99
140.61,141.22,141.27,140.27
141.47,141.41,141.59,141.13
141.36,141.99,142.41,141.23
141.17,141.56,141.74,140.77
141.62,141.30,141.78,141.05
140.30,140.33,140.65,139.87
140.47,140.81,140.92,139.67
141.12,142.06,142.06,141.11
142.23,141.67,142.33,141.59
141.61,141.00,141.82,140.13
140.11,140.71,140.91,139.59
141.43,141.21,141.56,140.55
141.12,142.32,142.71,140.88
142.13,141.78,142.37,140.93
140.68,140.27,140.83,139.85
139.91,140.30,140.69,139.76
138.54,138.69,139.27,138.33
138.43,136.40,138.83,136.25
137.80,137.34,138.04,137.25
137.63,139.30,139.39,137.54
138.95,137.59,138.96,137.50
138.34,137.48,138.51,137.06
138.32,139.53,139.84,138.20
138.98,139.11,139.56,138.88
139.11,138.28,139.63,137.56
138.82,138.40,139.33,138.38
137.04,137.28,137.39,136.43
137.43,137.79,138.14,137.32
139.16,139.73,139.73,139.04
139.40,140.66,140.82,139.31
141.11,140.91,141.29,140.32
140.62,140.28,140.72,140.00
140.26,141.21,142.17,140.14
140.38,140.84,140.96,139.95
140.85,139.79,140.94,139.49
139.03,137.49,139.15,137.42
136.99,137.55,138.04,136.92
136.75,136.99,137.25,135.40
135.58,136.17,137.08,134.96
137.15,136.49,137.31,136.21
135.65,136.03,137.35,135.60
134.79,134.62,135.49,134.36
134.48,133.83,135.27,133.60
134.39,133.33,135.00,133.27
133.31,131.35,133.47,131.25
131.83,130.22,132.05,130.00
130.58,132.43,132.47,130.39
132.75,132.66,133.68,131.78
131.71,132.74,132.90,130.46
133.11,132.84,133.27,131.87
132.94,132.56,133.29,132.25
133.65,134.15,134.38,133.22
133.02,132.19,133.06,131.94
132.15,131.85,132.89,130.80
129.88,128.76,130.29,128.62
128.83,128.60,129.17,127.57
128.28,129.33,129.68,128.21
130.41,132.36,132.49,130.38
133.93,132.53,133.98,132.24
132.16,133.52,133.58,131.74
134.68,132.54,134.72,131.75
132.23,133.47,133.47,131.62
132.97,132.57,133.81,132.10
132.82,133.92,134.47,132.45
134.55,135.20,135.41,134.27
134.76,135.51,135.89,134.46
135.62,136.27,136.78,135.46
136.29,135.99,136.64,135.00
136.19,133.02,136.32,132.87
133.68,133.96,134.24,133.16
132.58,131.78,132.63,131.38
132.20,132.46,132.90,131.47
132.94,133.71,133.94,132.85
132.75,133.39,133.51,131.82
135.78,136.75,136.76,135.39
137.01,137.04,137.19,136.08
137.05,137.97,138.05,136.90
137.48,137.34,137.95,136.85
136.01,135.95,136.31,135.40
135.95,135.84,136.10,135.25
136.56,134.69,136.76,134.22
134.75,134.64,135.14,133.93
133.88,134.02,134.64,133.13
134.38,136.30,136.43,134.36
135.93,135.98,136.37,135.48
136.54,136.90,137.19,135.10
136.60,138.01,138.18,136.52
138.19,138.29,138.74,137.77
137.50,137.01,137.72,136.88
135.00,135.67,136.00,134.39
135.72,134.54,135.79,133.58
134.75,134.49,135.10,133.79
136.43,136.67,136.99,135.81
137.42,139.33,139.62,137.21
139.07,139.24,139.88,138.82
139.04,138.45,139.43,138.43
139.27,138.16,139.29,137.97
137.15,137.20,138.10,136.15
139.15,139.87,140.19,139.06
140.28,140.20,140.72,140.12
140.77,140.91,141.48,140.73
140.39,141.11,141.22,140.37
140.84,141.20,141.44,140.72
140.64,141.38,141.47,140.38
141.20,141.32,141.41,140.61
141.87,141.40,141.96,140.95
141.22,141.56,141.75,141.14
141.74,142.56,142.74,141.39
142.81,142.79,142.89,142.44
142.59,142.83,142.83,142.18
143.12,142.37,143.67,142.03
141.98,142.40,142.62,141.66
142.04,141.26,142.06,141.04
140.87,142.17,142.39,140.79
142.49,142.11,142.66,141.92
141.77,141.96,142.42,141.50
142.13,142.10,142.48,141.72
141.48,141.08,141.51,140.77
141.86,141.88,142.40,140.93
141.63,141.28,142.03,140.71
141.67,141.48,142.02,141.20
142.36,144.35,144.37,142.33
144.61,145.00,145.00,144.49
144.77,144.10,145.03,144.07
144.21,144.46,144.96,144.16
145.00,145.04,145.15,144.50
144.98,147.33,147.66,144.77
147.48,147.88,148.74,147.39
147.57,147.42,147.82,147.00
147.12,147.28,147.43,146.88
147.42,147.39,147.81,147.06
146.63,147.33,147.43,146.26
148.07,147.17,148.08,147.17
146.58,147.02,147.38,146.46
146.58,144.76,146.84,144.67
144.67,143.93,144.70,143.54
144.49,145.31,145.57,144.10
144.69,144.40,145.15,144.06
145.14,144.92,146.29,144.61
145.50,145.13,145.73,144.43
145.51,145.66,146.02,144.72
146.23,146.81,146.92,146.05
147.50,146.70,147.76,146.31
146.18,146.22,146.48,145.92
146.12,144.84,146.24,144.75
144.78,143.93,144.89,143.68
144.88,144.02,145.08,143.95
144.04,143.41,144.53,143.18
143.82,144.60,144.81,143.37
145.36,146.20,146.24,145.25
146.26,146.78,146.93,146.01
146.45,146.47,147.13,145.94
146.16,143.86,146.16,143.64
143.76,144.02,144.25,142.86
142.48,141.95,142.63,141.42
142.49,141.59,142.68,141.38
142.62,142.02,142.85,141.17
141.93,141.93,142.41,140.97
142.45,141.48,142.62,141.25
142.23,143.46,143.59,142.11
144.28,142.10,144.28,142.00
141.93,142.41,142.73,141.50
142.87,143.51,144.09,142.73
142.26,140.25,142.26,139.64
140.28,138.58,140.97,138.53
138.19,138.60,140.02,138.11
139.15,138.87,139.38,138.53
138.08,138.32,139.81,137.93
138.80,136.58,138.97,136.17
136.52,136.28,137.04,135.71
136.40,136.84,137.18,135.25
138.47,139.74,139.74,138.39
139.49,139.79,139.98,138.66
139.86,140.08,140.13,139.62
140.73,141.83,141.96,140.61
141.24,141.78,141.78,140.78
141.51,140.93,141.97,140.81
140.33,142.01,142.13,139.58
142.60,142.71,143.11,141.97
142.75,142.71,143.01,142.25
143.41,142.04,143.54,141.93
142.04,141.80,142.45,141.46
141.98,142.06,142.74,140.96
141.99,142.50,142.63,141.76
143.17,143.00,143.27,142.28
142.84,143.13,143.42,142.75
143.69,143.96,144.72,143.61
144.63,144.16,145.16,143.95
144.05,143.26,144.45,142.89
142.94,142.76,143.19,142.48
143.10,144.34,144.44,143.05
144.62,146.05,146.14,144.41
145.25,144.03,145.27,143.96
144.06,144.83,144.83,143.69
142.87,143.51,143.80,142.65
143.23,143.06,143.27,142.91
143.35,142.39,143.41,142.07
142.52,142.25,142.78,140.62
141.37,140.64,142.12,140.61
140.40,143.14,143.26,140.24
145.85,146.63,146.82,145.46
146.70,146.44,147.10,146.07
146.69,147.16,147.34,146.41
146.59,146.70,146.84,146.16
146.44,146.30,146.63,145.73
146.58,146.69,147.05,146.38
147.50,147.80,147.82,146.70
147.79,147.87,147.87,147.34
147.63,147.74,147.80,147.16
147.00,147.80,147.93,146.93
147.49,147.74,148.02,147.35
148.42,148.74,149.16,147.48
148.72,149.13,149.23,148.18
149.10,149.86,149.88,148.73
149.90,150.14,150.24,149.61
149.91,150.18,150.89,149.76
150.67,150.92,150.99,150.21
151.09,150.92,151.09,150.28
150.50,151.42,151.61,150.44
151.39,150.86,151.70,150.69
150.68,150.46,151.13,150.37
151.36,152.03,152.18,151.15
151.11,150.37,151.34,150.20
151.12,151.76,152.24,151.06
151.28,151.96,152.02,151.18
151.97,151.78,152.10,150.62
152.02,152.55,152.65,151.97
152.54,152.50,152.65,152.16
152.55,152.84,153.07,152.38
153.11,152.94,153.38,152.49
152.42,153.12,153.24,152.28
153.22,152.95,153.36,152.32
153.13,154.00,154.07,153.13
153.94,152.06,153.97,152.06
151.69,151.18,151.70,150.70
151.94,152.63,152.63,151.54
153.42,149.77,153.62,149.76
150.47,150.79,150.95,149.49
150.67,152.63,153.10,150.51
152.70,152.50,153.65,152.25
151.84,152.88,153.12,151.17
152.54,153.64,153.67,152.31
154.43,155.03,155.49,154.43
155.66,155.35,155.72,154.96
155.50,155.62,155.77,155.33
156.28,156.28,156.44,155.47
156.13,156.82,156.84,155.94
156.75,156.45,156.89,156.01
156.58,156.67,156.93,156.04
157.11,157.55,157.61,157.03
157.37,157.37,157.55,156.83
155.82,156.42,157.14,155.72
156.85,156.16,157.00,155.10
157.01,157.16,157.46,156.77
156.26,155.86,156.80,155.60
156.35,157.08,157.08,156.23
156.81,155.82,157.08,155.13
156.43,157.01,157.01,156.19
156.01,156.90,157.01,155.75
156.86,157.36,157.62,156.62
157.38,156.84,157.69,156.44
157.40,157.58,157.98,157.15
157.69,156.04,157.81,155.58
156.19,156.64,156.92,155.87
154.70,155.97,156.11,154.53
156.01,156.93,157.00,155.52
157.25,157.51,158.09,156.74
157.94,159.48,159.63,157.90
159.50,160.00,160.50,159.32
159.46,159.58,159.81,158.71
158.79,155.93,158.90,155.87
157.08,158.20,158.26,156.68
157.07,155.82,157.09,155.05
156.12,154.92,156.16,154.31
155.23,156.17,156.31,154.89
156.55,157.00,157.30,155.51
157.73,158.60,158.71,156.95
158.62,158.59,159.07,158.33
159.09,159.34,160.04,158.90
159.10,159.00,159.37,158.52
159.44,160.10,160.44,159.21
160.08,160.45,160.51,159.40
160.13,159.10,160.21,158.89
159.47,160.54,160.68,159.34
161.94,162.13,162.70,161.84
162.31,162.56,162.82,162.23
162.95,163.39,163.47,162.49
163.25,164.16,164.20,163.16
164.09,163.72,164.52,163.29
163.83,164.23,164.31,163.33
164.02,164.37,164.62,163.66
164.50,166.13,166.18,164.49
165.81,166.97,167.28,165.75
166.62,166.17,167.20,165.93
166.80,167.80,167.88,166.56
167.65,167.84,168.43,167.46
167.94,168.05,168.65,167.34
168.20,166.79,169.93,166.03
165.00,166.30,166.75,164.78
165.31,166.15,166.17,164.82
167.94,167.17,168.62,166.66
166.27,166.04,166.63,165.17
166.22,166.70,167.44,166.07
166.19,164.30,167.13,164.08
164.66,165.17,165.27,163.47
165.29,164.42,165.93,163.56
163.90,162.04,164.22,161.93
162.03,163.52,163.54,161.06
164.69,165.62,165.78,163.99
166.14,165.60,166.23,165.19
164.10,163.97,165.38,163.58
165.07,162.60,165.21,162.41
162.45,165.07,165.33,162.12
164.85,164.02,165.50,163.73
165.14,165.36,166.06,164.38
165.36,166.57,166.84,165.36
166.43,164.39,166.91,164.21
