IVV,iShares Core S&P 500 ETF,NASDAQ
222.51,222.99,223.02,221.93
222.83,225.87,225.97,222.66
225.90,226.41,227.01,225.56
226.72,227.85,227.85,226.69
227.74,227.57,228.29,227.09
228.38,229.05,229.69,228.34
228.74,227.32,229.59,226.69
227.50,228.08,229.16,227.34
228.67,227.73,228.74,227.33
227.91,228.15,228.68,227.76
228.82,229.05,229.24,228.55
227.67,227.18,227.83,227.14
226.97,226.85,227.10,226.29
226.82,227.00,227.08,226.58
227.39,227.64,228.10,227.39
227.95,225.77,227.95,225.64
225.85,225.75,226.25,225.21
226.13,224.99,226.20,224.09
226.40,226.58,227.20,225.24
226.96,227.95,228.11,226.95
227.63,227.74,227.96,226.85
227.91,228.64,229.13,227.28
228.27,227.90,228.47,227.81
227.83,227.80,228.82,227.38
227.76,228.41,228.43,226.96
227.88,227.97,228.14,226.32
228.13,228.39,228.79,228.07
