NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,NASDAQ
66.20,66.20,66.20,66.20
66.97,67.00,67.01,66.97
67.49,67.49,67.49,67.49
67.49,67.49,67.49,67.49
67.49,67.49,67.49,67.49
67.26,67.26,67.26,67.26
67.30,68.00,68.50,67.23
69.00,69.00,69.00,69.00
69.00,69.99,69.99,69.00
70.00,70.00,70.00,69.04
70.00,70.00,70.00,70.00
70.00,70.00,70.05,70.00
70.99,71.02,72.00,70.99
71.02,71.02,71.02,71.02
69.94,71.23,71.23,69.94
71.01,71.50,71.74,71.01
71.12,71.65,72.00,71.03
71.08,71.42,71.70,71.08
71.42,71.42,71.42,71.42
71.24,71.50,71.50,71.23
71.51,72.00,72.00,71.50
72.00,72.00,72.00,72.00
71.72,72.00,72.00,71.72
71.97,71.97,71.97,71.97
71.97,71.97,71.97,71.97
72.00,72.00,72.00,72.00
71.52,71.50,71.54,71.50
71.50,71.50,71.50,71.50
71.50,71.50,71.50,71.50
71.50,71.50,71.50,71.50
70.03,71.37,71.52,69.75
70.03,68.55,70.03,68.55
68.66,67.87,68.66,67.87
67.87,67.87,67.87,67.87
66.00,65.96,66.01,64.57
64.21,65.67,65.67,64.21
65.67,65.67,65.67,65.67
65.67,65.67,65.67,65.67
65.67,65.67,65.67,65.67
66.25,66.96,67.00,66.25
68.75,68.75,68.75,68.75
68.75,68.75,68.75,68.75
66.00,65.00,66.00,65.00
65.55,65.50,65.55,65.50
67.87,66.22,68.54,66.22
66.22,66.22,66.22,66.22
66.22,66.22,66.22,66.22
66.03,68.50,68.50,66.03
68.50,68.50,68.50,68.50
68.50,68.50,68.50,68.50
65.47,66.92,66.92,65.47
68.94,68.94,68.94,68.94
69.00,69.00,69.00,69.00
69.00,69.00,69.00,69.00
67.79,67.77,67.79,67.77
69.83,66.90,69.83,66.90
66.90,66.90,66.90,66.90
66.90,66.90,66.90,66.90
66.00,65.95,66.00,65.95
65.98,65.98,65.98,65.98
63.23,64.72,64.72,63.19
63.50,64.30,64.30,62.17
64.30,64.30,64.30,64.30
64.30,64.30,64.30,64.30
63.44,62.92,64.00,61.85
63.20,63.20,63.20,63.20
63.20,63.20,63.20,63.20
63.20,63.20,63.20,63.20
63.20,63.20,63.20,63.20
64.34,64.40,64.40,64.34
61.60,64.40,64.40,61.60
64.40,64.40,64.40,64.40
64.40,64.40,64.40,64.40
64.04,64.04,64.04,64.04
64.04,64.04,64.04,64.04
64.04,64.04,64.04,64.04
64.04,64.04,64.04,64.04
61.57,63.25,63.25,61.36
65.65,65.65,65.65,65.65
65.65,65.65,65.65,65.65
65.65,65.65,65.65,65.65
65.65,65.65,65.65,65.65
65.65,65.65,65.65,65.65
65.65,65.65,65.65,65.65
64.52,64.52,64.52,64.52
64.52,64.52,64.52,64.52
64.52,64.52,64.52,64.52
64.50,65.00,65.00,64.45
65.00,65.00,65.00,65.00
65.00,65.00,65.00,65.00
65.00,65.00,65.00,65.00
67.00,67.01,67.01,67.00
67.01,67.01,67.01,67.01
68.00,68.00,68.00,68.00
68.00,68.00,68.00,68.00
66.54,66.54,66.54,66.54
66.54,66.54,66.54,66.54
66.54,66.54,66.54,66.54
66.54,66.54,66.54,66.54
66.54,66.54,66.54,66.54
66.52,66.00,66.52,65.97
65.97,65.58,66.00,65.58
65.58,65.58,65.58,65.58
65.58,65.58,65.58,65.58
70.00,70.75,70.78,69.50
70.75,70.75,70.75,70.75
70.75,70.75,70.75,70.75
71.95,71.95,71.95,71.95
71.95,71.95,71.95,71.95
71.95,73.00,73.00,71.95
73.00,73.00,73.00,73.00
73.00,73.00,73.00,73.00
74.00,74.00,74.00,74.00
71.05,72.50,74.53,71.05
74.00,71.99,74.45,65.62
71.99,71.99,71.99,71.99
71.99,71.99,71.99,71.99
74.43,74.49,74.49,74.43
74.49,74.49,74.49,74.49
73.00,73.48,73.48,73.00
73.48,73.48,73.48,73.48
73.48,73.48,73.48,73.48
73.48,73.48,73.48,73.48
73.48,73.48,73.48,73.48
67.31,71.50,71.50,67.31
71.50,71.50,71.50,71.50
70.00,72.72,72.72,69.00
69.06,71.00,71.00,67.81
72.00,72.00,72.00,72.00
69.97,70.00,70.00,68.60
70.02,71.28,71.69,70.02
71.41,71.45,71.45,70.30
71.50,71.50,71.50,71.50
68.08,72.00,72.00,68.08
70.00,71.25,72.00,70.00
71.25,71.25,71.25,71.25
71.25,71.25,71.25,71.25
24.00,24.00,24.00,23.76
24.00,24.20,24.59,23.51
25.00,24.41,25.00,24.41
24.41,24.41,24.41,24.41
25.00,25.00,25.00,25.00
25.00,25.00,25.00,25.00
25.00,25.00,25.00,25.00
24.15,24.46,24.48,23.04
23.70,24.66,24.77,23.02
24.92,24.92,24.92,24.02
24.30,24.00,24.30,24.00
24.95,24.99,24.99,24.87
25.75,25.50,26.33,25.50
25.50,25.50,25.50,25.50
25.75,26.00,26.00,25.15
26.48,27.35,27.35,26.48
26.80,27.00,27.00,26.53
27.95,27.74,27.95,27.50
27.74,27.74,27.74,27.74
27.80,27.80,27.80,27.80
27.00,27.00,27.00,27.00
27.51,27.50,27.51,27.50
26.95,27.00,27.00,26.95
27.00,27.00,27.00,27.00
27.05,26.25,27.05,26.25
26.33,26.33,26.33,26.33
26.58,26.33,26.58,26.33
26.93,26.87,26.93,26.28
26.87,26.87,26.87,26.87
27.51,27.83,28.46,26.81
27.98,27.98,27.98,27.98
28.25,28.45,28.53,27.02
28.45,28.45,28.45,28.45
28.45,28.45,28.45,28.45
28.08,28.25,28.30,28.08
28.01,28.00,28.50,27.38
27.40,28.45,28.45,27.40
28.42,28.03,28.42,28.03
27.16,27.70,27.70,27.11
26.31,27.41,27.45,26.31
27.27,27.44,27.94,27.27
27.45,27.45,27.45,27.45
27.45,27.45,27.45,27.45
27.70,28.52,28.52,27.50
28.52,28.52,28.52,28.52
28.85,28.00,28.85,27.51
27.76,27.72,27.95,27.72
27.98,28.00,28.00,27.98
28.00,28.00,28.44,27.90
28.29,28.50,28.50,28.29
28.96,27.00,28.96,27.00
26.25,27.02,27.22,26.09
26.25,26.71,26.71,26.25
26.71,26.71,26.71,26.71
28.30,27.25,28.30,26.00
27.25,26.75,27.30,26.10
27.45,27.41,27.45,26.83
26.45,27.65,27.65,26.45
26.24,27.50,27.97,26.00
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
28.15,28.15,28.15,28.15
27.00,27.50,27.50,27.00
26.02,26.75,28.10,26.02
27.33,26.50,27.34,26.50
26.65,26.50,27.49,26.14
26.50,26.50,26.50,26.50
26.50,26.50,26.50,26.50
26.80,26.80,26.80,26.80
26.12,26.91,26.91,26.12
26.16,26.89,26.97,26.16
26.15,26.31,27.00,26.00
26.31,26.23,26.31,26.19
26.09,26.25,26.25,26.03
26.87,26.87,26.87,26.87
27.43,27.43,27.43,27.43
26.07,27.44,27.44,26.07
28.48,28.00,28.48,27.99
28.00,28.00,28.00,28.00
27.05,27.96,27.96,27.05
27.96,27.96,27.96,27.96
27.05,27.52,27.52,27.05
27.49,27.49,27.49,27.49
27.64,27.49,28.00,27.49
27.49,27.49,27.49,27.49
27.49,27.49,27.49,27.49
27.55,27.95,27.95,27.55
27.95,27.95,27.95,27.95
27.91,27.90,27.91,27.90
27.99,27.95,28.05,27.95
27.50,27.59,27.59,27.12
27.53,27.25,27.80,27.25
26.77,26.77,26.77,26.77
26.95,26.95,26.95,26.95
27.48,26.77,27.48,26.77
26.58,26.74,26.74,26.31
26.82,26.50,26.85,26.09
27.00,27.00,27.00,27.00
27.00,27.00,27.00,27.00
26.58,27.00,27.00,26.58
27.03,27.00,27.03,27.00
27.00,27.00,27.00,27.00
27.00,27.00,27.00,27.00
26.51,25.50,26.94,25.00
25.27,25.93,25.93,25.27
25.00,25.53,25.98,25.00
25.62,25.76,26.90,25.25
26.50,26.50,26.50,26.50
26.50,26.51,26.51,26.50
26.85,26.90,26.90,26.85
26.88,27.29,27.29,26.86
27.00,27.00,27.00,27.00
27.00,27.00,27.00,27.00
27.00,27.00,27.00,27.00
26.74,26.74,26.74,26.74
26.36,26.40,26.40,26.05
26.40,26.40,26.40,26.40
26.40,26.40,26.40,26.40
26.40,26.40,26.40,26.40
26.40,26.40,26.40,26.40
26.40,26.40,26.40,26.40
26.40,26.40,26.40,26.40
26.21,25.80,26.21,25.80
27.93,27.25,27.93,26.25
27.25,27.25,27.25,27.25
27.25,27.25,27.25,27.25
26.28,26.94,26.94,26.00
26.94,26.94,26.94,26.94
26.18,26.00,26.20,25.98
26.00,26.00,26.00,26.00
26.00,26.00,26.00,26.00
26.20,26.20,26.20,26.20
26.44,27.00,28.00,26.44
27.00,27.00,27.00,27.00
26.73,26.71,26.73,26.03
26.67,26.67,26.67,26.67
26.73,26.73,26.73,26.73
26.50,26.51,26.51,26.50
26.92,26.96,26.96,26.92
26.96,26.96,26.96,26.96
27.25,27.41,27.41,27.25
27.92,27.00,27.92,26.32
27.30,27.30,27.30,27.30
27.47,27.47,27.47,27.47
26.56,26.55,27.41,26.52
26.55,26.55,26.55,26.55
26.55,26.55,26.55,26.55
27.80,27.80,27.80,27.80
28.00,28.07,28.16,27.94
28.07,28.07,28.07,28.07
28.10,28.10,28.10,28.10
28.50,28.50,28.50,28.49
28.50,28.50,28.50,28.50
28.30,28.30,28.30,28.30
28.50,28.55,28.55,28.50
28.55,28.55,28.55,28.55
28.55,28.55,28.55,28.55
28.40,28.43,28.48,28.40
28.45,28.45,28.46,28.45
28.45,28.05,28.45,27.99
27.85,27.85,27.85,27.85
27.52,28.05,28.05,27.52
27.50,27.75,28.58,27.50
28.43,28.43,28.43,28.43
28.21,28.91,28.96,28.04
28.91,28.91,28.91,28.91
28.91,28.91,28.91,28.91
28.91,28.91,28.91,28.91
28.99,28.50,28.99,28.50
28.02,28.07,28.50,28.02
28.93,28.07,28.93,28.07
28.88,28.88,28.88,28.88
28.88,28.88,28.88,28.88
28.88,28.88,28.88,28.88
28.04,28.30,29.00,28.04
28.85,29.95,29.98,28.85
29.61,30.00,30.00,29.61
29.14,29.79,29.84,29.07
29.79,29.79,29.79,29.79
29.42,28.09,29.42,28.09
28.21,28.73,28.75,28.21
28.50,28.50,28.50,28.50
28.50,28.50,28.50,28.50
28.63,29.00,29.00,28.63
28.95,28.95,28.95,28.95
28.97,28.97,28.97,28.97
28.97,28.97,28.97,28.97
28.97,28.97,28.97,28.97
28.97,28.97,28.97,28.97
29.03,29.04,29.04,29.00
29.01,29.00,29.95,29.00
29.00,28.50,29.00,28.50
28.50,28.50,28.50,28.50
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,28.20,29.00,28.11
28.80,28.74,28.80,28.74
28.54,28.54,28.54,28.54
28.54,28.54,28.54,28.54
28.75,28.77,28.97,28.75
29.00,28.61,29.00,28.61
28.61,28.60,28.61,28.60
28.60,28.60,28.60,28.60
28.61,28.11,28.61,28.11
28.55,28.60,28.60,28.55
28.57,28.28,28.60,28.28
28.77,28.93,28.93,28.30
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
28.99,28.99,28.99,28.99
29.00,28.39,29.00,28.39
28.39,28.39,28.39,28.39
29.00,28.09,29.00,28.06
28.14,28.07,28.44,28.06
28.06,28.64,28.64,28.06
28.17,28.45,28.94,28.17
28.45,28.45,28.45,28.45
28.36,28.36,28.36,28.36
28.35,28.30,28.97,28.30
28.43,28.43,28.43,28.43
28.43,28.43,28.43,28.43
28.94,29.00,29.25,28.59
29.04,29.50,29.50,29.00
30.84,30.00,30.84,30.00
29.14,29.02,29.76,29.02
29.79,29.79,29.79,29.79
28.51,29.00,29.78,28.51
28.69,28.75,29.25,28.52
29.37,29.37,29.37,29.37
29.00,29.00,29.00,29.00
29.15,29.25,29.25,29.15
29.23,29.28,29.28,29.22
29.20,28.74,29.20,28.30
28.74,28.74,28.74,28.74
28.99,28.99,28.99,28.99
28.74,28.50,28.74,28.26
28.65,28.80,28.80,28.50
28.90,28.86,29.78,28.33
28.80,28.80,29.29,28.79
28.80,28.80,28.80,28.80
28.80,28.80,28.80,28.80
29.82,29.13,29.82,28.81
28.75,28.72,28.76,28.72
28.72,28.72,28.72,28.72
29.70,29.70,29.70,29.70
29.59,29.01,29.59,29.00
29.10,29.53,29.55,29.10
29.88,30.00,30.00,29.82
31.00,31.00,31.00,31.00
31.03,30.97,31.03,30.92
30.75,31.24,31.25,30.75
31.25,30.50,31.98,29.80
30.98,30.50,31.00,30.50
30.69,30.97,30.97,30.69
31.67,31.00,31.95,30.66
31.19,31.25,31.25,31.00
31.90,30.75,31.90,30.65
30.67,30.98,30.98,30.67
30.65,30.61,30.94,30.61
30.16,30.35,31.29,30.13
31.25,30.70,31.25,30.70
31.15,31.04,31.15,31.04
31.00,31.50,31.69,31.00
31.69,31.25,31.70,31.25
31.18,31.78,31.80,31.00
31.31,31.75,31.75,31.28
32.23,32.29,32.29,31.68
32.43,32.47,32.47,32.43
32.49,32.44,32.49,32.44
32.49,34.89,34.89,32.49
33.40,33.55,34.00,33.40
34.00,34.00,34.00,34.00
34.25,35.53,35.81,33.75
34.20,38.12,39.10,34.20
37.97,37.73,38.00,37.73
35.52,35.35,35.52,35.31
38.29,36.80,38.29,34.75
32.68,34.50,34.50,32.58
35.39,35.80,35.80,35.39
35.26,35.22,35.26,35.22
33.99,34.00,34.00,33.99
33.85,33.80,33.85,33.80
34.25,34.25,34.25,34.22
34.20,34.58,34.58,34.20
34.96,34.21,34.96,34.21
34.21,34.21,34.21,34.21
34.50,34.38,34.50,34.38
34.52,33.56,35.00,33.56
35.00,35.00,35.00,35.00
34.20,34.94,35.00,34.20
34.94,34.94,34.94,34.94
35.80,34.11,35.80,34.07
35.29,35.45,35.46,35.29
35.45,35.45,35.45,35.45
35.46,35.50,35.50,35.46
35.50,35.50,35.50,35.50
35.60,35.60,35.60,35.60
35.60,36.50,36.50,35.60
36.50,36.50,36.50,36.50
36.50,36.50,36.50,36.50
36.01,36.25,36.25,36.01
35.60,35.60,35.60,35.60
35.60,35.60,35.60,35.60
38.00,39.00,39.00,38.00
38.75,38.75,38.75,38.75
39.00,39.00,39.00,39.00
39.00,39.00,39.00,39.00
39.55,39.02,39.55,39.02
39.02,39.02,39.02,39.02
39.54,39.84,39.84,39.54
39.84,39.84,39.84,39.84
39.00,40.50,40.50,39.00
40.25,40.25,40.25,40.25
39.00,37.80,39.00,37.24
37.03,38.99,38.99,37.00
38.99,38.99,38.99,38.99
38.99,38.99,38.99,38.99
38.99,38.99,38.99,38.99
38.99,38.99,38.99,38.99
38.98,39.00,39.00,38.98
38.90,39.00,39.00,38.90
39.98,39.98,39.98,39.98
39.62,39.80,39.80,38.52
37.63,39.73,39.79,37.63
37.72,39.77,39.77,37.72
39.80,39.87,39.87,39.80
39.90,39.90,39.90,39.75
39.90,39.90,39.93,39.90
39.18,39.18,39.18,39.18
39.47,39.90,39.90,39.47
40.50,41.00,41.00,40.39
40.74,41.10,41.25,40.74
41.14,41.00,41.20,39.21
41.00,41.00,41.00,41.00
41.00,41.00,41.00,41.00
41.00,41.00,41.00,41.00
41.50,41.50,41.50,41.50
41.50,41.50,41.50,41.50
41.00,41.25,41.57,40.52
41.25,41.25,41.25,41.25
41.54,43.17,43.40,41.54
43.00,41.62,43.00,41.62
42.52,43.72,43.72,41.68
42.50,42.50,42.50,42.50
42.50,40.73,42.50,40.73
40.73,40.73,40.73,40.73
42.00,42.00,42.00,42.00
42.00,42.00,42.00,42.00
43.39,43.39,43.39,43.39
41.52,43.00,43.49,41.52
42.79,42.25,42.79,42.25
42.25,42.25,42.25,42.25
41.59,42.06,42.25,41.53
41.96,42.39,42.40,41.96
42.60,41.81,42.60,41.81
42.18,41.95,42.18,41.56
41.95,41.95,41.95,41.95
41.95,41.95,41.95,41.95
41.66,41.36,41.66,41.31
