NWLI,National Western Life Group,NASDAQ
263.97,261.08,263.97,261.04
265.00,261.44,265.45,260.10
261.51,264.00,268.58,259.00
265.18,269.70,271.60,261.60
271.60,279.24,281.77,271.60
281.80,292.65,292.65,281.51
291.36,289.65,298.70,288.00
290.33,302.59,303.21,289.10
300.00,298.30,301.60,294.01
297.45,295.06,297.45,294.01
292.63,296.08,300.00,292.63
295.90,295.90,297.25,293.00
298.00,306.81,309.87,298.00
309.00,305.52,309.63,304.14
304.35,314.90,320.35,304.35
318.00,319.10,325.90,316.00
320.53,312.02,320.53,311.20
310.00,310.39,314.14,306.01
310.01,314.00,314.63,309.99
315.91,313.67,318.48,313.67
313.80,308.20,315.48,307.11
305.99,308.35,310.48,304.10
308.00,310.80,313.42,308.00
308.50,313.78,314.91,308.50
312.65,312.01,315.31,310.95
308.90,310.77,312.77,307.36
311.52,310.99,311.52,308.00
305.05,308.37,309.49,305.05
309.42,311.41,311.86,308.43
309.86,312.01,312.01,309.86
310.79,308.14,311.66,306.99
309.45,308.90,309.45,307.44
