TDW,Tidewater Inc. Common Stock,NASDAQ
42.73,43.10,43.32,42.28
43.11,41.81,43.11,41.14
41.11,41.35,43.25,40.69
41.45,41.66,41.78,40.95
41.97,41.27,41.97,40.51
40.37,40.30,41.58,40.07
40.30,39.98,40.80,39.90
40.45,40.35,40.51,39.64
40.47,40.00,41.53,39.76
40.63,41.69,41.76,40.63
41.21,41.41,41.93,40.59
41.71,41.08,41.78,40.74
41.34,42.89,42.98,41.34
42.35,42.10,42.64,41.00
42.56,42.63,42.71,41.77
42.62,43.19,43.31,42.46
43.69,42.63,43.71,42.40
42.82,41.37,43.00,41.32
41.51,41.31,41.63,40.73
40.98,40.46,41.11,40.31
40.54,40.41,40.84,39.33
40.55,39.98,40.55,39.93
39.28,39.12,39.51,38.93
38.90,38.72,39.84,38.65
38.72,38.33,39.05,37.99
38.61,38.49,38.81,38.23
39.28,38.56,39.53,38.20
38.56,40.10,40.24,38.56
40.38,40.81,40.85,40.14
40.65,41.17,41.17,40.49
41.11,40.72,41.28,40.34
41.26,41.57,42.12,40.77
41.44,41.68,42.14,41.19
41.47,41.23,41.52,40.73
40.84,39.96,40.89,39.88
40.15,40.10,40.46,39.69
39.57,41.12,41.17,39.37
39.56,39.45,40.95,39.01
40.01,39.66,40.12,39.46
39.41,39.92,40.05,39.07
40.00,40.97,40.97,39.62
41.27,41.03,41.36,40.69
41.01,40.48,41.05,40.07
40.66,40.54,41.07,40.02
40.06,40.98,41.08,39.87
41.50,42.01,42.19,41.37
41.82,42.28,42.55,41.36
42.50,42.70,42.90,42.20
42.25,40.66,42.25,40.20
40.15,40.25,40.40,39.48
40.27,39.88,40.57,39.72
39.53,39.82,40.07,39.35
39.24,39.24,39.39,38.82
38.86,39.05,39.27,38.63
38.94,39.01,39.43,38.88
38.75,39.22,39.30,38.71
39.43,40.01,40.19,39.24
40.05,40.19,40.63,39.57
39.86,39.51,40.17,39.15
39.30,39.42,39.52,39.09
39.51,39.80,40.12,39.24
39.28,39.55,40.14,39.10
39.31,39.58,39.70,38.97
39.55,39.90,40.31,39.55
40.13,40.69,40.94,39.71
40.47,40.71,41.18,40.37
40.55,40.08,40.57,39.89
40.51,41.19,41.65,40.35
41.38,41.71,41.92,41.12
42.10,41.31,42.11,41.03
40.92,41.08,41.40,40.67
40.98,41.17,41.55,40.91
41.59,41.35,41.69,41.00
41.39,42.03,42.16,41.34
42.41,42.48,42.66,42.17
42.46,42.82,42.98,42.17
42.50,42.94,43.30,42.39
42.76,42.27,43.18,42.13
42.04,41.79,42.46,41.76
42.04,42.62,42.72,41.61
42.71,42.95,43.31,42.50
42.80,42.90,43.35,42.79
42.62,42.88,43.12,42.40
43.41,43.87,44.18,43.30
43.98,43.69,44.00,43.64
43.71,44.08,44.21,43.33
44.02,44.58,44.78,43.82
44.79,44.81,44.99,44.30
45.29,43.97,45.65,43.90
43.93,43.37,44.00,42.81
43.65,44.04,44.31,43.41
44.01,44.00,44.19,43.77
44.15,44.11,44.29,43.50
44.07,44.86,44.93,43.99
44.86,44.95,45.33,44.74
44.88,45.52,46.06,44.40
45.88,45.59,46.04,45.48
45.60,45.43,45.87,45.04
45.58,45.54,45.90,45.01
45.34,46.49,46.59,45.21
45.90,45.33,46.32,45.19
45.45,45.99,46.24,45.45
46.15,45.73,46.50,45.15
46.09,46.31,46.45,45.74
43.97,46.12,46.72,43.97
45.88,45.61,46.59,45.55
45.31,45.97,46.02,45.10
46.27,46.06,46.38,45.62
45.93,46.13,46.37,45.89
46.38,46.58,47.03,46.26
47.15,47.65,48.17,46.81
46.98,47.56,47.83,46.50
47.99,48.81,48.94,47.75
48.75,49.50,49.60,48.75
49.48,49.25,49.63,48.94
49.43,48.54,49.66,48.26
48.55,49.03,49.03,47.81
48.56,49.39,49.53,48.55
48.94,47.77,49.10,47.62
47.89,47.99,48.35,47.50
47.58,47.17,47.83,46.58
47.21,47.43,47.67,47.00
48.08,48.78,48.92,47.91
48.70,48.16,48.70,47.49
47.90,48.06,48.09,47.37
47.48,47.41,47.76,47.17
47.73,48.19,48.49,47.62
47.74,47.79,48.56,47.74
47.61,49.55,49.58,47.35
49.00,49.09,49.80,48.64
49.69,49.99,50.23,49.52
50.00,50.13,50.68,50.00
49.91,50.22,50.34,49.86
50.19,50.23,50.37,49.73
50.74,50.36,50.88,49.90
50.41,50.72,51.00,50.13
50.96,50.72,50.96,50.23
50.62,50.95,51.10,49.92
51.12,51.76,52.15,51.05
51.87,50.86,52.05,50.75
50.69,50.27,51.23,50.27
50.49,50.30,50.49,49.77
50.46,50.22,50.54,49.95
50.65,51.46,51.96,50.60
51.58,51.77,51.94,51.29
51.89,52.26,52.42,51.57
52.17,52.33,52.67,52.17
52.14,51.84,52.17,51.65
51.79,52.69,53.07,51.66
52.70,53.22,53.35,52.51
53.23,53.57,53.69,53.08
53.52,53.84,54.16,53.47
54.49,53.49,54.60,53.30
53.76,52.80,53.92,52.55
52.58,53.93,54.09,52.32
53.83,52.89,54.11,52.48
53.60,54.91,55.00,53.60
54.61,54.34,54.72,53.58
54.83,55.44,56.13,54.83
55.62,55.69,55.99,55.01
55.70,55.41,56.23,54.96
55.23,56.32,56.32,55.08
55.48,55.92,55.93,54.68
55.88,54.98,56.11,54.86
54.66,54.71,54.92,53.62
55.77,54.52,56.03,54.27
54.61,54.29,54.61,53.53
54.19,53.68,54.20,52.99
53.93,56.53,56.65,53.93
56.57,57.75,57.89,56.02
57.88,57.98,58.35,57.50
58.07,59.49,59.84,57.87
59.68,59.78,59.90,59.13
59.23,59.81,60.40,59.23
59.69,59.39,59.92,58.42
59.53,55.50,59.76,54.60
55.17,55.77,56.27,54.99
55.73,55.68,56.03,55.02
55.58,55.01,55.75,54.70
54.82,55.60,55.70,54.81
55.67,55.54,56.21,55.28
55.75,56.37,56.80,55.61
56.16,56.61,56.72,55.72
56.85,58.44,59.82,56.81
58.25,61.18,61.29,58.05
61.32,61.13,61.78,60.50
61.18,61.09,62.20,60.68
61.30,62.20,62.60,61.00
62.33,59.96,62.65,59.79
60.38,61.66,61.66,59.95
61.76,62.21,62.43,61.42
62.30,61.49,62.70,61.23
61.25,62.53,63.04,61.25
62.56,63.50,63.55,62.25
63.30,62.42,63.43,61.95
62.73,61.15,63.38,60.84
61.78,60.78,61.78,60.58
61.14,61.01,61.70,60.91
60.38,58.77,60.38,58.66
58.80,60.40,60.88,58.13
59.84,60.36,60.51,59.44
58.19,59.40,60.00,58.19
59.35,57.62,59.73,57.40
58.85,58.61,59.17,58.22
59.28,58.16,59.50,57.91
58.85,60.41,60.76,58.81
60.50,60.29,60.82,60.22
60.10,59.91,60.39,59.28
60.20,60.26,60.43,59.44
60.82,61.06,61.71,60.37
61.05,61.00,61.98,60.58
60.88,61.22,61.26,60.79
61.32,59.73,61.41,59.69
59.79,59.85,60.45,59.67
60.38,59.83,60.59,59.69
60.02,60.04,60.29,59.53
60.04,59.82,60.24,59.42
59.98,58.90,60.48,58.47
58.79,59.01,59.09,58.27
59.28,59.24,60.59,59.05
59.31,57.69,59.47,57.54
57.40,56.75,57.40,55.92
57.27,56.42,57.29,55.96
56.25,56.70,56.94,56.20
56.77,57.60,57.66,56.74
56.92,56.97,57.35,56.34
56.84,57.03,57.37,56.51
57.80,57.37,57.81,57.07
57.50,58.47,58.63,57.35
58.47,58.18,58.84,57.72
58.25,58.55,58.61,57.49
58.48,58.09,58.56,57.05
57.92,58.84,59.25,57.88
58.76,59.51,59.72,58.40
59.66,58.07,59.94,57.70
57.80,57.00,58.14,56.52
56.97,56.44,57.12,55.88
56.04,54.90,56.43,54.52
55.63,54.78,56.29,54.16
54.91,55.81,56.03,54.79
55.87,56.25,56.59,55.49
56.01,55.27,56.01,54.69
55.06,55.86,56.03,54.19
55.85,55.53,56.92,55.42
55.30,55.33,56.47,55.18
55.23,55.15,55.73,54.35
55.30,57.12,57.19,55.14
55.85,53.46,56.84,52.10
53.19,53.59,53.92,51.87
52.59,51.85,52.69,51.64
52.09,51.38,53.07,51.16
51.30,52.15,52.40,51.26
51.87,53.10,53.14,51.68
53.14,53.70,54.22,53.14
54.40,54.65,54.73,53.86
54.35,52.69,54.73,52.61
52.90,53.06,53.48,52.45
52.25,53.07,53.48,52.22
52.91,51.84,52.94,51.77
52.23,51.89,52.49,51.72
51.89,51.40,52.09,51.30
51.66,52.20,52.57,51.37
51.78,50.87,51.86,50.82
50.77,49.46,51.05,48.95
50.12,50.52,50.96,49.93
49.98,50.11,50.89,49.70
50.03,50.24,50.34,49.19
50.65,50.67,51.27,50.41
50.65,51.17,51.55,50.48
51.44,51.71,52.63,51.44
51.52,51.82,52.54,51.00
51.07,51.39,51.50,49.55
51.35,50.47,51.74,50.20
50.16,50.18,50.70,49.64
50.47,52.18,52.41,50.47
52.29,53.34,53.85,52.25
53.45,53.81,54.02,53.29
53.78,54.12,54.23,52.91
54.39,54.34,54.81,53.88
54.16,54.09,54.45,53.72
54.77,54.84,54.94,54.43
54.00,55.01,55.15,53.91
54.27,53.92,54.27,53.68
53.67,54.32,54.63,53.25
54.42,54.64,55.86,54.42
55.00,53.68,55.08,53.59
54.08,54.89,55.02,54.08
54.60,53.64,54.81,53.43
54.04,54.74,54.99,54.04
54.84,54.49,54.92,54.30
54.70,55.44,55.58,54.70
55.43,55.86,56.08,54.92
55.16,55.23,56.02,55.00
55.12,55.17,55.64,54.46
54.78,53.91,55.06,53.85
54.03,53.94,54.91,53.77
53.12,54.34,55.02,52.88
55.19,54.23,55.32,53.39
53.80,53.59,54.96,53.50
53.48,54.01,54.01,52.27
53.63,50.89,54.84,50.52
51.68,51.70,51.97,48.14
48.92,48.49,51.30,47.59
49.21,48.97,50.69,46.65
48.23,48.47,49.91,47.20
48.76,50.80,51.43,48.07
51.47,51.39,51.57,50.65
51.74,52.79,52.86,51.74
52.11,52.07,52.77,51.66
52.62,52.46,52.97,51.99
50.70,50.15,50.91,49.46
49.16,49.65,50.79,49.16
50.99,48.80,51.08,48.59
49.07,50.35,50.38,48.57
50.06,51.13,51.21,49.58
51.42,49.31,51.69,49.16
49.20,50.83,51.22,48.99
51.68,52.94,52.99,51.33
52.74,53.71,54.10,52.61
53.87,53.60,55.10,52.87
53.80,53.43,54.54,53.33
52.45,51.69,52.80,51.34
50.00,51.56,51.65,49.89
52.39,53.48,53.61,52.14
53.23,53.48,54.59,53.23
52.93,52.41,53.70,52.05
51.55,52.89,52.93,51.37
53.02,53.35,53.62,51.95
53.76,53.60,54.21,52.22
54.25,54.27,54.38,53.54
54.55,54.78,55.01,54.22
53.48,54.06,54.56,53.22
54.61,54.48,55.58,54.27
54.34,53.71,55.63,53.71
52.06,50.56,52.19,49.57
47.89,46.05,47.92,44.48
46.03,45.71,46.38,44.33
46.56,44.56,47.00,44.35
44.78,43.12,45.17,43.09
43.97,42.94,44.05,41.99
42.34,42.05,43.19,41.47
41.72,40.53,41.99,40.15
39.96,42.26,42.28,38.80
42.23,42.32,42.58,41.12
42.08,43.20,43.49,41.48
43.29,43.11,43.81,42.41
43.98,44.41,44.86,43.80
44.05,44.65,45.29,43.90
44.95,45.57,46.50,44.72
45.25,46.10,46.41,44.94
46.70,47.31,47.57,46.12
47.00,45.33,47.23,45.19
45.20,46.64,46.91,44.50
46.24,46.11,47.25,45.89
46.29,45.90,46.60,44.73
46.62,47.35,47.40,46.36
47.35,48.62,48.71,47.16
48.20,48.06,48.83,47.35
48.70,48.84,49.00,47.44
49.62,51.09,52.25,49.62
50.66,51.22,52.34,50.66
50.48,49.23,50.62,49.23
47.59,47.25,48.47,46.66
47.95,46.56,48.57,44.25
46.17,47.58,47.77,46.17
47.19,48.56,48.75,47.01
48.39,48.94,49.34,48.02
49.18,48.92,49.33,48.01
47.67,46.63,47.84,46.47
47.46,47.52,48.11,46.80
47.85,48.93,49.35,47.85
48.64,48.49,48.86,47.50
48.30,49.09,49.39,47.78
48.72,49.30,50.38,48.54
49.26,48.00,49.34,47.42
48.06,47.86,48.30,47.23
47.17,47.18,47.53,46.46
46.88,46.75,47.41,46.52
46.05,46.25,46.77,45.80
46.20,46.59,47.17,45.97
47.99,48.14,48.53,47.74
48.14,48.09,48.96,47.81
49.53,50.40,50.54,49.31
49.96,49.91,50.89,49.83
50.13,49.40,50.75,49.06
50.26,50.20,50.70,49.65
50.33,51.13,51.66,50.18
50.87,50.89,51.17,49.97
50.59,49.70,51.17,49.53
49.51,51.39,51.68,49.51
50.66,50.31,50.80,49.75
50.42,49.23,51.15,48.94
48.79,46.65,48.90,46.43
47.27,46.79,47.54,46.70
47.07,47.10,47.65,46.71
47.34,46.26,47.64,46.12
47.19,47.27,47.46,46.95
47.22,47.90,48.06,46.76
47.94,48.47,48.78,47.93
48.58,48.93,49.27,48.58
48.64,49.37,49.63,48.64
49.62,48.76,49.99,48.58
48.79,49.20,49.44,48.79
49.17,49.30,49.77,49.15
50.34,50.20,51.53,50.04
50.10,49.48,50.43,49.44
49.34,49.03,49.35,48.52
49.17,50.09,50.71,49.03
50.23,49.96,50.70,49.62
50.48,50.62,51.13,50.35
50.55,50.43,50.71,49.75
50.53,50.00,50.92,49.79
49.74,49.83,50.21,49.25
50.45,50.85,51.08,50.35
50.84,53.39,53.61,50.68
53.55,54.20,54.59,53.51
54.30,53.68,54.49,53.46
53.79,54.59,54.85,53.76
54.17,54.85,54.96,53.93
54.80,55.07,55.34,54.10
55.34,54.83,56.04,54.50
54.60,54.38,55.25,54.38
54.00,54.20,54.35,53.19
54.52,53.85,54.71,53.75
54.37,54.60,55.72,54.10
55.01,57.82,58.92,54.81
58.15,57.91,58.68,57.69
57.85,58.24,58.40,57.64
58.03,58.50,58.65,57.44
58.57,58.22,58.91,57.70
58.47,58.53,58.77,58.08
57.95,59.97,59.98,57.81
60.24,60.13,60.62,59.91
60.08,60.22,60.31,59.56
60.39,59.24,60.45,59.18
59.36,61.12,61.64,59.36
62.43,62.03,62.95,61.59
62.29,61.00,62.50,60.59
60.93,61.37,61.99,60.86
61.37,62.72,62.82,60.77
62.83,60.86,63.27,60.81
60.60,60.49,60.88,59.50
60.65,60.37,61.36,60.05
60.36,59.50,60.94,59.36
59.70,60.24,60.55,59.40
60.24,60.08,60.66,59.35
59.86,60.14,60.52,58.83
59.12,58.41,59.42,57.56
58.58,58.26,58.95,58.12
58.77,58.81,59.35,58.42
58.92,58.57,60.34,58.53
56.90,55.42,57.93,55.10
55.78,55.77,55.87,54.79
55.82,54.18,56.00,53.87
54.29,54.17,54.49,53.70
54.27,55.77,56.97,54.13
55.61,55.38,55.89,55.12
54.85,54.78,55.03,54.27
54.63,54.30,54.63,53.87
54.03,53.32,54.26,52.95
53.30,54.14,54.48,53.21
54.57,55.15,55.27,54.29
55.01,53.61,55.09,53.56
53.39,53.37,53.84,52.94
52.99,53.40,53.61,52.57
53.77,54.02,54.35,53.43
53.63,54.14,54.64,53.33
53.97,53.70,54.16,53.12
52.99,52.89,53.35,52.34
52.72,53.61,53.67,52.57
53.05,52.78,53.39,52.65
52.79,51.82,52.86,51.45
52.57,52.46,52.76,52.12
52.63,53.89,54.45,52.53
53.86,53.20,54.24,53.02
53.47,52.84,53.81,52.06
53.33,53.56,53.87,53.15
53.53,53.31,54.50,53.05
53.28,53.01,53.99,52.87
53.60,53.15,54.54,53.11
52.30,52.52,53.05,51.67
52.79,52.90,53.37,52.34
53.31,54.10,54.21,53.31
54.00,54.55,54.87,53.48
54.82,54.79,55.09,54.45
54.78,55.03,55.54,54.39
55.05,55.93,56.73,54.58
55.46,54.62,55.46,54.37
54.69,53.27,54.69,53.18
52.69,51.03,52.74,50.69
50.80,50.41,50.93,49.98
50.08,50.40,50.53,49.39
49.70,50.02,50.66,49.16
50.57,49.64,50.76,49.30
49.25,49.21,50.16,49.05
48.45,48.82,49.49,48.36
48.97,47.80,48.98,47.56
47.95,46.49,48.42,46.40
46.48,45.84,47.45,45.75
45.90,45.39,46.70,45.23
45.63,45.74,47.17,43.14
45.99,45.85,46.97,45.28
45.32,46.08,46.16,44.84
46.14,46.11,46.44,45.31
46.16,45.78,46.38,45.26
45.94,46.24,46.60,45.60
45.63,45.09,45.63,44.46
45.10,45.08,45.36,43.99
44.22,44.47,44.81,43.83
44.47,44.56,44.71,43.50
44.56,45.38,45.60,44.27
45.67,46.45,46.80,45.50
46.99,46.48,47.50,46.19
46.14,46.68,46.88,45.49
47.13,46.04,47.27,45.95
46.23,46.35,46.67,45.82
46.11,45.44,46.29,45.19
45.62,45.23,45.74,44.83
45.18,45.99,46.06,44.82
45.78,45.40,45.80,45.03
45.56,46.19,46.34,45.27
46.18,45.99,46.53,45.62
46.10,44.36,46.15,44.07
44.66,44.90,45.38,44.27
44.28,43.99,44.49,43.65
44.13,43.69,44.18,43.40
43.98,44.03,44.45,43.78
43.83,44.80,44.86,43.68
45.76,46.36,46.52,45.64
46.52,46.55,46.83,46.03
46.76,47.84,47.87,46.74
47.45,47.46,47.91,46.89
46.87,47.13,47.36,46.39
46.99,47.22,47.36,46.66
47.45,46.57,47.62,46.26
46.68,47.57,47.79,46.58
47.15,48.54,48.80,47.04
48.86,49.28,49.58,48.77
48.98,47.45,49.08,47.36
47.60,48.68,48.77,47.01
48.44,48.55,49.30,48.27
48.84,48.40,49.21,48.37
48.11,48.24,48.70,48.03
47.37,48.23,48.34,47.17
48.20,47.68,48.23,47.17
47.88,47.77,48.22,47.25
48.70,48.85,49.18,47.99
49.15,49.73,49.88,48.80
49.57,49.79,50.14,49.29
49.59,48.57,49.96,48.39
48.81,48.50,49.00,48.12
47.84,47.75,49.04,47.09
48.77,49.08,49.66,48.51
49.21,48.75,49.29,48.71
49.02,48.86,49.91,48.85
49.00,50.11,53.15,48.25
49.92,49.83,50.86,49.67
49.47,50.20,50.32,49.39
49.98,49.43,50.23,48.78
49.63,49.32,49.90,49.07
49.14,48.75,49.37,48.46
48.73,49.34,49.54,48.43
49.30,49.42,49.53,49.12
49.40,49.20,49.61,48.89
49.39,49.01,49.43,48.83
48.85,48.71,49.07,47.95
48.83,48.50,48.83,48.10
48.44,48.23,48.47,47.88
48.38,48.21,48.47,47.80
48.10,48.61,48.85,48.10
48.62,47.51,48.74,47.23
47.06,47.18,47.22,46.40
47.58,47.43,47.71,46.98
47.42,47.90,48.00,46.60
47.95,47.52,48.20,47.39
47.92,48.77,49.02,47.78
49.04,49.14,49.67,48.74
49.14,48.84,49.48,48.69
48.96,49.57,49.72,48.66
49.71,48.90,49.83,48.83
48.91,49.56,49.90,48.43
49.83,50.41,50.70,49.80
50.20,49.13,50.31,48.99
48.95,48.65,51.02,48.07
49.04,48.46,49.15,48.25
48.14,48.37,48.58,47.76
49.12,49.25,50.00,48.94
48.78,49.64,49.67,48.78
49.94,49.09,50.04,49.00
49.07,48.02,49.07,47.91
48.29,48.97,48.99,47.90
48.62,48.53,48.77,48.09
48.75,48.01,48.97,47.84
48.18,47.84,48.26,47.38
47.82,46.34,47.95,46.07
46.62,46.63,46.63,45.83
46.83,46.43,47.07,46.31
46.16,46.20,46.44,46.06
46.29,46.26,46.70,45.81
46.03,46.12,46.50,45.87
46.58,46.75,46.97,46.18
46.57,46.26,46.70,45.85
46.18,46.70,46.89,45.77
46.73,47.33,47.64,46.67
47.47,47.82,47.99,47.18
47.71,48.02,48.16,47.21
47.84,47.39,47.91,47.13
47.24,47.14,47.47,46.77
46.58,47.09,47.42,46.25
47.25,46.84,47.34,46.55
47.15,47.53,47.66,46.86
47.52,47.48,47.70,47.29
47.60,47.51,47.78,46.93
47.44,48.42,48.42,46.97
48.69,48.06,48.69,47.88
47.94,48.92,49.11,47.62
48.95,46.00,49.26,45.24
45.13,44.15,45.83,43.97
44.22,43.85,44.68,43.46
43.66,43.96,44.49,43.47
43.93,44.07,44.39,43.72
43.65,43.68,44.22,43.52
43.72,43.14,44.08,43.06
43.21,43.03,43.53,42.85
43.20,42.98,43.68,42.33
43.62,43.98,43.98,43.12
43.73,43.86,43.89,43.26
43.77,44.03,44.10,43.59
44.26,44.44,44.48,44.07
44.24,44.29,44.56,43.87
44.19,44.37,44.54,44.00
43.89,44.32,44.54,43.56
44.67,44.87,45.02,44.41
44.76,44.86,45.00,44.46
45.08,44.90,45.26,44.57
44.75,45.20,45.53,44.73
45.31,44.68,45.47,44.41
44.63,44.62,44.81,44.20
44.92,44.63,45.15,44.40
44.63,45.01,45.11,44.48
45.20,44.94,45.67,44.79
45.03,44.88,45.26,44.57
44.78,44.48,44.85,44.16
44.34,44.34,45.00,44.31
44.48,45.26,45.28,44.35
45.26,46.60,47.00,45.26
46.54,46.90,47.40,46.50
46.83,46.98,47.32,46.66
46.29,45.60,46.48,44.84
45.34,45.25,45.62,44.98
45.40,44.53,45.45,44.51
44.47,44.54,44.97,43.56
44.25,44.17,44.31,43.65
44.17,44.68,44.80,43.93
45.52,46.12,46.13,45.14
45.92,45.93,46.44,45.46
45.87,46.19,46.64,45.87
45.88,46.36,46.53,45.55
46.20,45.69,46.43,45.48
45.79,45.86,46.04,45.58
46.11,46.14,46.29,45.76
46.16,45.54,46.33,45.19
45.53,45.23,45.65,45.05
45.11,45.97,46.09,45.11
45.95,46.57,46.96,45.88
46.80,47.26,47.89,46.61
47.80,47.75,48.41,47.56
47.77,47.96,48.06,47.25
48.01,47.82,48.48,47.60
47.90,47.72,48.47,47.50
48.02,47.80,48.32,47.32
47.96,48.69,48.92,47.58
48.73,49.27,49.29,48.62
49.17,49.30,49.49,48.92
49.08,49.17,49.56,48.79
50.51,49.41,50.98,46.94
48.88,48.45,49.19,47.35
48.45,48.40,48.90,47.83
48.04,48.36,48.38,47.43
48.32,48.85,48.98,48.11
48.91,49.37,49.43,48.86
49.23,48.52,49.24,48.45
48.76,48.81,48.83,48.35
48.95,48.68,48.99,48.21
48.47,49.76,49.84,48.47
50.31,49.70,50.53,49.25
49.77,49.99,50.01,49.67
50.00,48.92,50.04,48.80
48.65,48.39,48.86,47.52
48.63,48.80,48.82,47.96
48.59,47.12,49.00,47.09
47.34,47.60,47.79,46.78
47.50,47.69,47.96,47.23
47.56,47.33,47.67,47.13
46.71,46.68,47.12,46.33
46.66,45.62,46.89,45.19
45.91,46.46,46.81,45.57
46.65,45.69,46.65,45.59
45.77,46.18,46.35,45.77
46.37,46.75,46.76,46.10
46.64,46.66,46.77,46.14
46.78,46.82,47.23,46.34
46.82,46.80,47.11,46.34
46.87,47.11,47.20,46.80
47.32,48.44,48.53,47.10
47.88,47.94,48.40,47.50
48.06,48.02,48.11,46.86
48.26,48.72,48.92,47.84
48.48,48.66,48.89,48.38
48.82,48.96,49.10,48.74
49.10,49.01,49.63,48.54
49.28,49.72,49.72,49.12
49.30,50.76,50.84,49.30
50.67,50.50,50.96,50.39
50.64,50.22,50.70,49.91
50.55,49.95,50.74,49.66
50.59,49.50,50.89,48.94
49.63,49.73,49.76,48.70
48.98,49.64,49.87,48.82
49.83,50.00,50.20,49.74
49.95,50.44,50.56,49.54
50.57,51.53,51.56,50.57
51.56,51.94,52.34,51.06
51.59,51.43,52.06,51.19
50.98,49.32,51.00,49.15
49.75,49.70,49.79,48.91
49.29,47.88,49.29,47.80
48.14,48.20,48.65,47.28
48.44,47.82,48.54,47.53
48.04,47.96,48.16,46.90
48.20,48.69,48.72,47.80
48.83,49.24,49.47,48.69
49.36,50.11,50.65,49.02
49.87,50.38,50.60,49.66
50.68,51.43,51.75,50.26
51.48,52.45,52.70,51.32
52.45,51.48,52.45,51.18
51.63,53.47,53.78,51.18
53.86,54.16,54.76,53.86
54.24,54.90,55.05,54.15
55.07,55.18,55.58,54.78
55.26,55.34,55.52,54.95
55.29,55.41,55.62,54.94
55.25,55.65,55.67,55.01
55.56,56.11,56.12,55.23
56.01,56.62,57.02,56.01
56.22,56.46,57.10,56.13
56.59,56.80,57.12,56.54
57.80,57.68,59.25,57.64
57.65,57.60,58.06,56.90
59.32,58.67,61.65,56.20
58.78,56.78,59.26,56.62
56.12,56.51,56.63,55.54
56.15,56.65,56.65,55.86
57.35,56.60,57.92,56.50
56.35,56.19,56.99,56.00
56.22,56.17,56.35,55.75
55.82,55.09,56.42,55.08
55.30,55.10,55.42,54.25
55.31,55.04,55.77,54.78
54.74,55.01,55.66,54.71
54.99,56.71,56.72,54.75
56.88,56.86,57.03,56.21
56.95,57.05,57.12,56.22
56.24,56.67,57.19,55.97
57.05,56.00,57.18,55.82
55.98,57.40,57.51,55.98
57.39,57.41,58.09,57.15
58.05,58.76,58.90,57.94
58.82,58.51,58.97,58.49
58.42,57.74,58.56,57.68
