GLOW,Glowpoint,NASDAQ
1.90,1.96,2.02,1.90
2.00,2.05,2.05,2.00
2.05,2.05,2.05,2.05
2.03,2.02,2.03,2.02
2.02,2.02,2.02,2.02
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.10,2.08,2.10,2.05
2.05,2.05,2.05,2.05
2.07,2.05,2.10,1.95
2.05,2.14,2.14,2.05
2.05,2.15,2.15,2.05
2.07,2.07,2.07,2.07
2.15,2.25,2.25,2.05
2.12,2.05,2.12,2.05
2.23,2.10,2.23,2.10
2.06,2.07,2.07,2.06
2.05,2.05,2.05,2.05
2.05,2.23,2.23,2.02
2.06,2.06,2.23,2.05
2.05,2.23,2.23,2.05
2.05,2.05,2.05,2.05
2.05,2.20,2.20,2.05
2.20,2.20,2.20,2.20
2.00,2.05,2.20,2.00
2.05,2.05,2.05,2.05
2.05,2.10,2.10,2.05
2.20,2.05,2.20,2.05
2.00,2.10,2.20,1.85
2.10,2.12,2.12,2.10
2.05,2.05,2.05,2.00
2.00,2.20,2.20,2.00
2.04,2.05,2.10,2.04
2.10,2.25,2.25,2.08
2.22,2.08,2.22,2.08
2.05,2.26,2.26,2.05
2.35,2.20,2.35,2.05
2.10,2.20,2.20,2.05
2.16,2.16,2.16,2.16
2.15,2.18,2.18,2.05
2.06,2.05,2.06,2.05
2.06,2.10,2.10,2.00
2.10,2.10,2.10,2.10
2.10,2.08,2.10,1.95
2.08,2.10,2.10,2.05
2.08,2.08,2.08,2.08
2.10,2.10,2.10,2.05
2.00,2.05,2.05,2.00
2.03,2.19,2.30,2.03
2.12,2.20,2.20,2.12
2.20,2.16,2.20,2.16
2.01,2.14,2.15,2.01
2.05,2.05,2.05,2.05
2.01,2.05,2.05,2.01
1.98,2.15,2.15,1.98
2.01,2.01,2.01,2.01
2.01,2.00,2.01,1.91
2.01,2.14,2.14,1.93
1.90,2.04,2.04,1.90
2.04,2.05,2.05,1.95
1.95,2.00,2.00,1.95
2.00,2.10,2.10,1.93
2.00,2.09,2.09,1.75
2.09,2.09,2.09,1.82
2.05,2.15,2.15,2.01
2.04,2.04,2.10,2.04
1.97,2.10,2.10,1.86
2.10,2.00,2.10,2.00
2.10,2.15,2.15,2.00
2.08,2.10,2.10,2.00
2.05,2.14,2.15,1.86
2.10,2.08,2.10,2.00
2.00,2.08,2.10,2.00
2.10,2.05,2.10,2.05
2.10,2.09,2.10,2.08
2.00,2.05,2.15,2.00
2.05,2.08,2.11,2.05
2.02,2.10,2.15,2.02
2.08,2.08,2.09,2.08
2.05,2.05,2.17,2.05
2.05,2.17,2.17,1.95
2.05,2.10,2.10,2.05
2.10,2.10,2.10,2.10
2.09,2.09,2.09,2.09
2.00,2.09,2.09,2.00
2.08,2.00,2.08,2.00
1.95,2.07,2.08,1.95
2.07,2.07,2.07,2.00
2.07,2.07,2.07,2.07
2.07,2.04,2.07,1.91
2.04,2.04,2.05,2.00
2.04,2.07,2.07,2.00
2.03,2.05,2.05,2.03
2.00,2.07,2.08,1.98
2.06,2.15,2.15,2.01
1.77,2.14,2.15,1.77
2.14,2.25,2.25,1.98
2.20,2.25,2.25,2.20
2.20,2.34,2.35,2.10
2.30,2.20,2.30,2.20
2.29,2.25,2.29,2.20
2.25,2.23,2.25,2.23
2.23,2.23,2.23,2.23
2.25,2.20,2.25,2.18
2.20,2.19,2.20,2.19
2.19,2.19,2.19,2.19
2.20,2.20,2.28,2.20
2.15,2.15,2.16,2.09
2.19,2.15,2.25,2.15
2.24,2.11,2.24,2.11
2.20,2.20,2.20,2.20
2.22,2.22,2.22,2.22
2.21,2.20,2.21,2.10
2.10,2.28,2.28,2.10
2.28,2.25,2.30,2.21
2.25,2.30,2.30,2.10
2.28,2.40,2.40,2.20
2.25,2.30,2.30,2.25
2.20,2.34,2.34,2.20
2.32,2.32,2.32,2.32
2.32,2.32,2.32,2.32
2.25,2.37,2.38,2.25
2.37,2.37,2.37,2.30
2.37,2.35,2.37,2.28
2.30,2.36,2.36,2.25
2.24,2.30,2.30,2.21
2.36,2.22,2.36,2.21
2.35,2.35,2.35,2.35
2.35,2.30,2.35,2.22
2.23,2.29,2.29,2.22
2.28,2.28,2.28,2.20
2.25,2.25,2.25,2.25
2.25,2.24,2.25,2.10
2.10,2.20,2.23,2.10
2.15,2.00,2.15,2.00
2.15,2.00,2.15,2.00
1.99,2.04,2.05,1.99
2.04,2.07,2.07,2.01
2.01,2.03,2.10,2.00
2.03,2.09,2.10,2.00
2.09,2.15,2.19,2.09
2.15,2.20,2.20,2.10
2.08,2.20,2.20,2.08
2.23,2.25,2.25,2.15
2.24,2.20,2.24,2.20
2.20,2.34,2.39,2.20
2.21,2.21,2.21,2.20
2.25,2.20,2.25,2.14
2.25,2.16,2.25,2.14
2.20,2.24,2.25,2.20
2.24,2.24,2.24,2.06
2.26,2.30,2.31,2.25
2.26,2.36,2.36,2.25
2.32,2.30,2.32,2.30
2.30,2.29,2.30,2.05
2.26,2.34,2.34,2.21
2.31,2.30,2.31,2.29
2.24,2.30,2.35,2.23
2.35,2.34,2.35,2.26
2.30,2.33,2.33,2.24
2.35,2.29,2.35,2.25
2.35,2.35,2.35,2.25
2.40,2.56,2.73,2.36
2.60,2.61,2.64,2.56
2.61,2.57,2.62,2.54
2.62,2.59,2.62,2.53
2.55,2.52,2.62,2.34
2.49,2.51,2.60,2.49
2.60,2.60,2.73,2.60
2.63,2.66,2.70,2.63
2.70,2.65,2.70,2.65
2.95,2.69,2.95,2.64
2.70,2.79,2.79,2.65
2.99,2.91,2.99,2.82
2.98,3.00,3.23,2.85
3.10,2.88,3.10,2.85
2.89,2.88,2.97,2.87
2.90,2.89,2.93,2.84
2.89,2.91,2.92,2.88
3.11,2.80,3.11,2.66
2.79,2.79,2.82,2.79
2.77,2.64,2.77,2.60
2.65,2.66,2.70,2.56
2.69,2.75,2.76,2.69
2.80,2.74,2.80,2.72
2.75,2.77,2.82,2.75
2.79,2.95,2.97,2.79
2.88,2.85,2.90,2.70
2.84,2.74,2.92,2.66
2.69,2.73,2.75,2.69
2.76,2.85,2.87,2.73
2.90,2.86,2.90,2.81
2.84,2.84,2.93,2.80
2.85,2.90,2.94,2.85
2.94,2.94,2.94,2.90
2.93,2.94,2.97,2.77
2.95,2.96,2.99,2.95
2.94,3.00,3.00,2.94
2.99,2.96,3.00,2.94
2.96,2.92,2.96,2.92
2.92,2.93,2.97,2.91
2.93,2.95,2.96,2.93
2.98,2.97,3.07,2.95
3.00,3.03,3.03,2.97
3.00,3.00,3.02,2.96
3.00,2.94,3.00,2.88
2.93,2.95,2.95,2.93
2.92,2.92,2.93,2.88
2.92,2.98,3.02,2.90
2.99,3.02,3.03,2.98
2.98,2.90,2.98,2.79
2.88,2.90,2.93,2.85
2.90,2.89,2.92,2.88
2.86,2.76,2.92,2.76
2.78,2.80,2.82,2.75
2.75,2.74,2.77,2.73
2.73,2.58,2.73,2.58
2.59,2.58,2.59,2.45
2.58,2.63,2.71,2.50
2.59,2.65,2.75,2.56
2.62,2.62,2.65,2.60
3.28,2.59,3.28,2.54
2.60,2.62,2.62,2.59
2.62,2.70,2.70,2.62
2.62,2.64,2.66,2.62
2.63,2.60,2.65,2.60
2.59,2.55,2.59,2.55
2.54,2.55,2.55,2.52
2.52,2.50,2.52,2.50
2.50,2.45,2.50,2.45
2.50,2.49,2.52,2.49
2.45,2.54,2.56,2.45
2.51,2.50,2.51,2.50
2.51,2.26,2.51,2.25
2.35,2.45,2.45,2.35
2.47,2.43,2.47,2.39
2.41,2.41,2.41,2.41
2.40,2.27,2.40,2.27
2.21,2.16,2.24,2.16
2.15,2.32,2.36,2.07
2.31,2.35,2.35,2.29
2.44,2.38,2.44,2.35
2.37,2.34,2.37,2.31
2.37,2.32,2.37,2.28
2.30,2.32,2.32,2.21
2.29,2.32,2.32,2.28
2.30,2.28,2.32,2.28
2.24,2.29,2.29,2.09
2.28,2.25,2.28,2.20
2.19,2.25,2.27,2.19
2.22,2.29,2.29,2.20
2.29,2.37,2.40,2.29
2.25,2.42,2.44,2.25
2.40,2.35,2.40,2.35
2.35,2.30,2.36,2.30
2.33,2.20,2.41,2.20
2.22,2.35,2.35,2.19
2.36,2.30,2.39,2.30
2.28,2.29,2.29,2.28
2.28,2.19,2.28,2.19
2.16,2.19,2.23,2.09
2.21,2.33,2.33,2.21
2.28,2.23,2.28,2.16
2.24,2.20,2.24,2.20
2.19,2.17,2.19,2.17
2.20,2.05,2.20,2.05
2.01,2.08,2.10,2.01
2.11,2.12,2.16,2.11
2.13,2.03,2.14,2.03
2.07,2.12,2.12,2.00
2.15,2.18,2.18,2.00
2.17,2.20,2.20,2.17
2.20,2.19,2.20,2.13
2.15,2.17,2.20,2.15
2.19,2.14,2.20,2.14
2.17,2.20,2.20,2.15
2.22,2.29,2.29,2.12
2.24,2.19,2.24,2.15
2.19,2.26,2.26,2.19
2.25,2.30,2.30,2.25
2.28,2.12,2.28,2.00
2.07,2.40,2.40,2.07
2.30,2.26,2.39,2.18
2.30,2.30,2.40,2.27
2.27,2.15,2.27,2.15
2.20,2.15,2.20,2.15
2.18,2.11,2.25,2.05
2.16,2.19,2.19,2.13
2.15,2.10,2.18,2.05
2.10,2.13,2.13,2.10
2.11,2.05,2.11,1.97
2.08,2.11,2.11,2.08
2.11,2.08,2.12,2.05
2.07,2.15,2.15,2.07
2.15,2.15,2.15,2.09
2.15,2.11,2.15,1.94
2.10,2.15,2.15,2.10
2.15,2.22,2.22,2.15
2.18,2.17,2.21,2.15
2.15,2.08,2.28,2.01
2.05,2.22,2.23,2.05
2.24,2.21,2.24,2.12
2.18,2.18,2.21,2.17
2.17,2.14,2.18,2.10
2.23,2.21,2.23,2.21
2.19,2.30,2.30,2.19
2.27,2.23,2.27,2.18
2.25,2.30,2.30,2.25
2.27,2.34,2.34,2.21
2.28,2.28,2.28,2.28
2.30,2.31,2.34,2.28
2.34,2.25,2.34,2.25
2.20,2.25,2.25,2.00
2.24,2.20,2.24,2.17
2.21,2.13,2.25,2.08
2.21,2.10,2.25,2.09
2.10,2.13,2.20,2.08
2.15,2.10,2.20,2.03
2.07,2.16,2.16,2.07
2.18,2.17,2.18,2.13
2.17,2.14,2.20,2.14
2.16,2.10,2.16,2.10
2.12,2.16,2.21,2.12
2.16,2.16,2.16,2.16
2.18,2.22,2.23,2.18
2.15,2.15,2.15,2.00
2.14,2.16,2.22,2.14
2.10,2.16,2.20,2.04
2.16,2.20,2.20,2.15
2.15,2.15,2.15,2.15
2.13,2.15,2.18,2.13
2.15,2.09,2.16,2.03
2.12,2.08,2.12,2.08
2.07,2.15,2.18,2.07
2.13,2.10,2.13,2.10
2.08,2.06,2.10,2.06
2.09,2.10,2.10,2.09
2.09,2.19,2.19,2.09
2.20,2.16,2.20,2.14
2.18,2.18,2.20,2.18
2.17,2.20,2.20,2.15
2.18,2.19,2.19,2.16
2.16,2.10,2.16,1.96
2.10,2.10,2.10,2.10
2.12,2.14,2.18,2.12
2.12,2.16,2.17,2.12
2.16,2.11,2.16,2.04
2.08,2.07,2.08,2.07
2.04,2.10,2.10,2.02
2.02,2.12,2.13,2.02
2.14,2.08,2.14,2.08
2.10,2.12,2.12,1.86
2.11,2.09,2.11,2.09
2.09,2.08,2.09,2.00
2.07,2.10,2.11,2.07
2.12,2.17,2.17,2.11
2.19,2.20,2.21,2.17
2.22,2.25,2.25,2.19
2.27,2.25,2.27,2.20
2.25,2.25,2.26,2.23
2.25,2.25,2.29,2.24
2.24,2.25,2.25,2.22
2.25,2.25,2.25,2.24
2.25,2.25,2.26,2.23
2.25,2.25,2.25,2.20
2.21,2.14,2.21,2.14
2.13,2.11,2.16,2.10
2.15,2.06,2.15,2.06
2.10,2.09,2.16,2.07
2.11,2.00,2.14,2.00
2.02,2.24,2.25,2.00
2.24,2.12,2.24,2.05
2.10,2.13,2.13,2.08
2.11,2.11,2.12,2.09
2.12,2.10,2.15,2.08
2.06,2.08,2.10,2.02
2.05,2.09,2.11,2.05
2.10,2.12,2.14,2.06
2.10,2.09,2.15,1.98
2.07,2.15,2.15,2.03
2.15,2.12,2.15,2.11
2.07,2.10,2.10,2.05
2.10,2.06,2.10,2.05
2.10,2.07,2.10,2.06
2.07,2.03,2.07,2.03
2.00,2.10,2.10,1.99
2.05,2.07,2.07,2.05
2.05,2.05,2.05,2.05
2.02,2.02,2.05,2.00
1.99,2.00,2.00,1.93
2.02,2.06,2.06,1.87
1.98,1.97,2.00,1.96
1.96,1.95,1.96,1.91
1.96,1.96,2.05,1.96
2.00,1.79,2.01,1.79
1.82,1.86,1.86,1.78
1.83,1.96,1.97,1.70
1.97,1.94,1.99,1.85
1.96,1.95,1.96,1.94
1.92,1.96,1.96,1.92
1.97,1.94,1.97,1.94
1.95,1.96,1.99,1.95
1.99,1.97,1.99,1.95
1.93,2.03,2.03,1.92
2.03,1.95,2.03,1.95
1.94,1.96,1.99,1.92
1.93,1.84,1.96,1.84
1.87,1.89,1.89,1.84
1.89,2.02,2.02,1.89
1.98,2.00,2.00,1.96
1.99,2.01,2.02,1.97
1.99,1.99,2.00,1.95
2.02,1.99,2.02,1.99
2.00,2.00,2.00,2.00
2.00,2.00,2.00,1.87
2.02,2.01,2.02,2.00
1.98,2.00,2.00,1.98
2.00,2.00,2.01,2.00
2.01,2.02,2.02,2.01
1.98,1.98,2.00,1.97
2.00,1.98,2.01,1.94
1.96,1.96,1.96,1.94
1.95,1.96,2.01,1.95
1.98,2.00,2.00,1.98
1.98,1.94,1.98,1.94
1.92,1.94,1.94,1.91
1.92,1.92,1.92,1.92
1.87,1.90,1.92,1.81
1.93,1.92,1.93,1.92
1.92,1.92,1.92,1.92
1.94,1.94,1.94,1.94
1.90,1.87,1.90,1.87
1.86,1.90,1.90,1.85
1.90,1.90,1.90,1.90
1.90,1.86,1.90,1.86
1.85,1.82,1.85,1.82
1.84,1.82,1.85,1.82
1.82,1.77,1.82,1.77
1.76,1.70,1.76,1.68
1.68,1.73,1.73,1.63
1.75,1.71,1.80,1.71
1.72,1.71,1.74,1.70
1.70,1.71,1.71,1.66
1.73,1.71,1.74,1.71
1.70,1.71,1.71,1.69
1.66,1.69,1.70,1.66
1.67,1.74,1.75,1.65
1.73,1.73,1.74,1.73
1.72,1.71,1.72,1.70
1.68,1.63,1.68,1.60
1.65,1.61,1.67,1.61
1.62,1.60,1.62,1.58
1.58,1.57,1.58,1.54
1.56,1.58,1.58,1.55
1.58,1.63,1.63,1.55
1.61,1.62,1.62,1.57
1.64,1.61,1.64,1.58
1.59,1.43,1.75,1.42
1.64,1.51,1.64,1.48
1.50,1.55,1.55,1.46
1.52,1.51,1.52,1.49
1.49,1.53,1.55,1.40
1.51,1.55,1.59,1.45
1.53,1.51,1.56,1.46
1.50,1.47,1.50,1.47
1.49,1.51,1.54,1.49
1.50,1.51,1.53,1.50
1.50,1.51,1.53,1.49
1.50,1.51,1.51,1.50
1.52,1.49,1.52,1.49
1.47,1.52,1.59,1.37
1.50,1.47,1.56,1.42
1.44,1.42,1.44,1.42
1.42,1.31,1.42,1.31
1.26,1.20,1.28,1.12
1.18,1.18,1.18,1.16
1.39,1.14,1.39,1.14
1.15,1.17,1.19,1.13
1.16,1.11,1.16,0.98
1.11,1.07,1.11,1.05
1.05,1.00,1.05,0.99
0.98,1.07,1.07,0.98
1.06,1.08,1.10,1.02
1.01,1.07,1.08,1.00
1.03,1.04,1.04,1.03
1.03,1.05,1.05,1.03
1.04,1.07,1.10,1.04
1.08,1.02,1.08,1.02
1.04,1.00,1.07,1.00
1.02,0.98,1.02,0.98
1.00,1.02,1.04,0.97
1.04,0.99,1.04,0.98
0.99,1.04,1.05,0.97
1.02,1.02,1.03,1.01
1.02,1.02,1.02,1.02
1.01,1.02,1.05,1.00
1.03,1.01,1.03,1.00
1.01,1.01,1.01,1.01
1.00,0.99,1.00,0.93
0.97,0.97,0.99,0.97
0.92,0.98,0.98,0.92
0.99,1.05,1.05,0.99
1.10,1.00,1.15,1.00
1.02,1.00,1.04,1.00
0.99,1.00,1.00,0.91
1.00,1.00,1.00,1.00
0.98,0.94,0.98,0.92
0.96,1.00,1.00,0.94
1.00,0.98,1.03,0.98
0.99,0.99,1.02,0.98
0.96,0.96,0.98,0.94
0.94,0.97,0.97,0.93
0.94,0.91,0.94,0.91
0.92,0.93,0.96,0.92
0.95,0.95,0.95,0.95
0.97,0.96,0.97,0.95
0.95,0.90,0.95,0.90
0.90,0.90,0.90,0.90
0.90,0.90,0.90,0.88
0.90,0.90,0.90,0.90
0.90,0.89,0.90,0.89
0.89,0.89,0.89,0.85
0.87,0.90,0.90,0.87
0.90,0.89,0.90,0.89
0.89,0.90,0.90,0.85
0.90,0.91,0.91,0.90
0.89,0.89,0.93,0.85
0.90,0.90,0.92,0.86
0.90,0.88,0.90,0.88
0.90,0.92,0.92,0.87
