SSKN,Strata Skin Sciences,NASDAQ
2.73,2.67,2.75,2.55
2.61,2.62,2.65,2.58
2.60,2.58,2.70,2.57
2.59,2.80,2.82,2.58
2.79,2.90,3.02,2.77
2.92,2.78,3.00,2.74
2.76,2.75,2.76,2.70
2.73,2.76,2.91,2.73
2.75,2.75,2.78,2.73
2.75,2.69,2.79,2.67
2.67,2.65,2.70,2.61
2.66,2.64,2.75,2.62
2.65,2.64,2.70,2.63
2.66,2.64,2.70,2.61
2.60,2.55,2.61,2.51
2.53,2.58,2.64,2.46
2.62,2.55,2.62,2.48
2.56,2.73,2.74,2.44
2.70,2.63,2.76,2.59
2.63,2.55,2.64,2.54
2.65,3.07,3.30,2.65
3.11,3.10,3.16,2.79
3.12,3.11,3.12,2.93
3.12,2.97,3.14,2.89
2.91,3.01,3.04,2.87
2.99,2.87,3.07,2.85
2.81,2.85,2.88,2.75
2.83,2.83,2.90,2.77
2.79,2.74,2.83,2.72
2.66,2.87,2.87,2.63
2.85,2.82,2.94,2.77
2.82,2.77,2.84,2.72
2.80,2.94,3.02,2.76
2.97,2.99,3.03,2.89
2.98,2.93,3.03,2.86
2.91,3.19,3.21,2.90
3.23,3.10,3.25,3.01
3.12,3.11,3.20,3.04
3.14,3.10,3.15,3.06
3.09,3.17,3.17,3.04
3.25,3.76,3.87,3.15
3.68,3.52,3.76,3.42
3.54,3.54,3.58,3.35
3.55,3.44,3.55,3.41
3.45,3.52,3.75,3.40
3.66,3.42,3.66,3.38
3.44,3.49,3.52,3.39
3.52,3.56,3.59,3.42
3.57,3.57,3.78,3.42
3.53,3.45,3.55,3.37
3.47,3.46,3.56,3.43
3.45,3.46,3.49,3.44
3.45,3.66,3.67,3.45
3.59,3.40,3.59,3.24
3.44,3.43,3.55,3.37
3.50,3.45,3.50,3.40
3.50,3.64,3.74,3.43
3.65,3.81,3.97,3.60
3.81,3.64,3.86,3.53
3.63,3.58,3.63,3.52
3.58,3.72,3.75,3.53
3.74,3.71,3.77,3.63
3.75,3.53,3.77,3.50
3.51,3.41,3.56,3.41
3.41,3.40,3.43,3.36
3.40,3.35,3.45,3.32
3.42,3.36,3.44,3.31
3.37,3.35,3.54,3.34
3.38,3.29,3.43,3.16
3.30,3.24,3.31,3.15
3.25,3.27,3.30,3.13
3.28,3.15,3.28,3.05
3.14,3.09,3.21,3.07
3.07,3.02,3.07,2.89
3.02,3.28,3.32,3.01
3.31,3.29,3.34,3.26
3.27,3.27,3.35,3.26
3.26,3.05,3.26,3.05
3.06,2.99,3.06,2.99
2.97,2.89,2.97,2.85
2.87,2.98,2.99,2.87
2.99,2.90,2.99,2.89
2.95,2.96,3.05,2.89
2.96,2.78,2.96,2.78
2.78,2.75,2.84,2.75
2.71,2.71,2.76,2.71
2.70,2.56,2.71,2.56
2.58,2.58,2.64,2.57
2.58,2.44,2.67,2.43
2.43,2.46,2.50,2.39
2.43,2.38,2.48,2.32
2.37,2.40,2.42,2.22
2.43,2.44,2.51,2.40
2.40,2.35,2.47,2.35
2.35,2.41,2.75,2.35
2.45,2.48,2.57,2.45
2.48,2.41,2.48,2.38
2.44,2.43,2.46,2.38
2.40,2.36,2.48,2.36
2.36,2.39,2.49,2.35
2.40,2.33,2.45,2.30
2.31,2.36,2.42,2.27
2.36,2.44,2.46,2.31
2.41,2.47,2.50,2.40
2.47,2.34,2.54,2.32
2.35,2.22,2.38,2.22
2.25,2.22,2.32,2.19
2.20,2.16,2.23,2.16
2.17,2.24,2.43,2.17
2.21,2.53,2.64,2.21
2.46,2.39,2.69,2.38
2.37,2.33,2.46,2.31
2.31,2.23,2.37,2.23
2.27,2.17,2.29,2.15
2.18,2.20,2.32,2.18
2.21,2.18,2.25,2.18
2.20,2.18,2.22,2.15
2.16,2.63,2.72,2.16
2.60,2.51,2.60,2.43
2.50,2.60,2.67,2.45
2.55,2.51,2.57,2.41
2.51,2.46,2.52,2.45
2.46,2.65,2.69,2.44
2.69,2.49,2.87,2.49
2.48,2.48,2.62,2.46
2.49,2.40,2.49,2.35
2.39,2.38,2.49,2.35
2.38,2.34,2.39,2.26
2.32,2.25,2.32,2.15
2.27,2.16,2.27,2.09
2.07,1.81,2.09,1.75
1.86,1.85,1.99,1.75
1.81,1.75,1.85,1.75
2.27,1.94,2.27,1.82
1.98,1.90,2.02,1.84
1.95,1.96,2.05,1.92
1.93,1.88,1.99,1.86
1.92,2.14,2.23,1.92
2.05,2.05,2.12,1.97
1.96,2.01,2.21,1.96
2.10,1.89,2.10,1.86
1.90,2.11,2.22,1.85
2.10,2.06,2.13,2.00
2.07,2.06,2.12,2.00
2.05,2.07,2.14,1.98
2.07,2.11,2.22,2.07
2.11,2.17,2.19,1.97
2.17,2.20,2.22,2.10
2.19,2.11,2.20,2.10
2.09,2.16,2.16,1.88
2.30,2.24,2.30,2.07
3.45,3.50,4.00,3.21
3.48,3.48,3.68,3.25
3.45,3.24,3.62,3.18
3.12,2.95,3.12,2.88
2.93,2.98,3.11,2.83
3.00,3.01,3.03,2.95
3.03,2.98,3.05,2.93
3.04,3.43,3.62,3.00
3.32,3.30,3.38,3.22
3.30,3.34,3.55,3.27
3.35,3.26,3.38,3.22
2.92,3.12,3.24,2.89
3.09,3.18,3.24,3.01
5.88,4.93,6.20,4.53
5.25,4.89,5.40,4.82
4.90,4.53,4.99,4.38
4.66,4.63,4.84,4.41
4.51,4.43,4.57,4.38
4.77,4.63,5.00,4.58
4.64,5.92,5.98,4.40
6.02,5.49,6.04,5.15
5.80,5.62,5.80,5.44
5.67,5.57,5.78,5.31
5.65,5.35,5.85,5.32
5.25,5.76,5.82,5.15
5.85,6.21,6.30,5.65
6.24,6.52,6.68,5.82
6.79,6.62,6.96,6.45
6.52,6.47,6.60,6.30
6.59,6.44,6.90,6.29
6.43,6.29,6.51,6.20
6.25,6.47,6.56,6.10
6.50,6.31,6.59,6.20
6.26,6.30,6.45,6.20
6.35,5.85,6.35,5.72
5.98,5.96,6.33,5.53
6.20,6.13,6.27,5.94
5.79,5.89,6.17,5.65
5.73,5.74,5.93,5.66
5.60,5.39,5.69,5.28
5.95,5.56,6.05,5.22
5.70,5.37,5.70,5.30
5.20,4.66,5.21,4.56
4.85,5.16,5.39,4.85
5.25,5.10,5.39,5.02
5.00,5.00,5.14,4.80
5.02,5.04,5.12,4.95
5.03,4.98,5.12,4.94
4.93,5.25,5.34,4.90
5.18,5.11,5.27,4.96
5.10,5.18,5.28,4.99
5.50,5.18,5.50,5.11
5.39,5.02,5.39,4.93
4.91,4.88,4.95,4.66
4.82,4.88,5.05,4.76
4.86,4.70,4.86,4.58
4.65,4.62,4.74,4.55
4.86,4.77,4.86,4.50
4.83,4.83,4.83,4.67
4.97,4.82,4.97,4.61
4.81,4.60,4.81,4.57
4.68,4.64,4.74,4.52
4.76,4.59,4.76,4.55
4.58,4.41,4.67,4.15
4.46,4.54,4.61,4.36
4.47,4.30,4.57,4.28
4.35,4.54,4.54,4.31
4.40,4.56,4.67,4.33
4.61,4.46,4.64,4.40
4.39,4.29,4.41,4.25
4.36,3.97,4.40,3.91
3.66,3.50,3.66,3.31
3.51,3.50,3.76,3.49
3.57,3.60,3.72,3.55
3.61,3.98,4.02,3.61
3.98,3.77,3.98,3.77
3.82,3.79,3.88,3.70
3.75,3.60,3.75,3.57
3.63,3.62,3.69,3.59
3.60,3.62,3.74,3.50
3.60,3.69,3.73,3.60
3.78,3.58,3.80,3.51
3.57,3.42,3.60,3.38
3.49,3.45,3.49,3.36
3.43,3.38,3.45,3.36
3.37,3.21,3.40,3.19
3.21,3.33,3.35,3.21
3.35,3.70,3.75,3.35
3.85,3.65,3.85,3.53
3.63,3.91,3.95,3.53
3.99,3.90,4.15,3.87
3.94,4.10,4.19,3.89
4.12,4.30,4.50,4.11
4.29,4.40,4.50,4.27
4.47,4.55,4.59,4.33
4.58,4.31,4.58,4.23
4.31,4.30,4.35,4.23
4.31,4.20,4.35,4.06
4.20,4.15,4.22,4.10
4.12,4.75,4.84,4.12
4.88,4.67,4.94,4.58
4.74,4.59,4.74,4.48
4.60,4.44,4.63,4.40
4.54,4.48,4.55,4.30
4.52,4.45,4.68,4.45
4.48,4.49,4.53,4.38
4.50,4.35,4.51,4.34
4.29,4.25,4.36,4.21
4.23,4.08,4.24,4.05
4.12,4.33,4.36,4.12
4.31,4.28,4.37,4.24
4.30,4.27,4.33,4.27
4.28,4.31,4.37,4.26
4.35,4.26,4.35,4.19
4.30,4.29,4.40,4.20
4.30,4.31,4.40,4.29
4.60,4.79,5.13,4.60
4.79,4.61,4.82,4.50
4.63,4.49,4.68,4.43
4.50,4.80,4.92,4.46
4.85,4.62,4.92,4.60
4.61,4.86,4.90,4.61
4.85,4.67,4.85,4.65
4.71,4.69,4.76,4.60
4.67,4.68,4.72,4.51
4.96,4.77,5.07,4.72
4.81,4.74,4.85,4.61
4.74,4.82,4.84,4.68
4.80,4.71,4.88,4.68
4.74,4.55,4.74,4.52
4.55,4.49,4.58,4.40
4.49,4.68,4.68,4.43
4.69,4.59,4.76,4.54
4.59,4.50,4.66,4.48
4.50,4.56,4.56,4.47
4.54,4.42,4.60,4.37
4.40,4.24,4.40,4.17
4.23,4.31,4.34,4.16
4.38,4.45,4.48,4.35
4.43,4.42,4.46,4.35
4.43,4.38,4.43,4.25
4.32,4.47,4.48,4.23
4.50,4.48,4.50,4.32
4.47,4.58,4.59,4.38
4.62,4.69,4.87,4.62
4.62,4.66,4.69,4.57
4.63,4.60,4.64,4.59
4.48,4.49,4.64,4.45
4.51,4.48,4.59,4.33
4.50,4.50,4.56,4.44
4.50,4.46,4.59,4.42
4.45,4.45,4.49,4.42
4.45,4.41,4.47,4.39
4.42,4.50,4.53,4.36
4.49,4.38,4.53,4.23
4.36,4.38,4.52,4.33
4.39,4.43,4.54,4.33
4.32,4.35,4.40,4.25
4.32,4.36,4.48,4.26
4.37,4.27,4.52,4.27
4.29,4.15,4.33,4.10
4.19,4.40,4.40,4.16
4.45,4.48,4.51,4.35
4.49,4.55,4.60,4.43
4.51,4.65,4.69,4.46
4.62,4.56,4.69,4.50
4.52,4.16,4.52,4.00
4.16,3.91,4.16,3.74
3.88,3.87,3.96,3.75
3.82,3.74,3.85,3.71
3.75,3.80,3.98,3.72
3.75,3.68,3.79,3.66
3.65,3.42,3.66,3.36
3.42,3.26,3.52,3.25
3.24,2.99,3.29,2.90
3.00,2.97,3.15,2.75
2.99,2.84,2.99,2.78
2.84,2.58,2.87,2.54
2.57,2.50,2.68,2.50
2.54,2.93,3.12,2.54
2.89,2.77,2.98,2.66
2.78,2.69,2.84,2.64
2.72,2.61,2.75,2.58
2.58,2.55,2.62,2.50
2.56,2.66,2.69,2.56
2.69,2.81,2.89,2.59
2.85,2.65,2.85,2.59
2.63,2.80,2.82,2.59
2.83,2.89,2.89,2.68
2.90,2.78,2.90,2.77
2.78,2.75,2.87,2.72
2.85,2.70,2.85,2.70
2.75,2.60,2.76,2.60
2.60,2.57,2.66,2.51
2.54,2.52,2.63,2.51
2.55,2.74,2.81,2.52
2.67,2.80,2.89,2.63
2.85,2.71,2.88,2.67
2.70,2.68,2.78,2.65
2.72,2.69,2.79,2.62
2.72,2.67,2.74,2.65
2.65,2.70,2.74,2.64
2.70,2.84,2.85,2.68
2.86,2.77,2.93,2.74
2.75,2.89,2.89,2.75
2.93,3.26,3.33,2.91
3.29,3.45,3.55,3.27
3.51,3.31,3.51,3.27
3.31,3.13,3.31,3.12
3.10,3.16,3.19,3.06
3.23,3.36,3.59,3.23
3.51,3.55,3.65,3.45
3.51,3.64,3.68,3.15
3.65,3.89,3.96,3.58
3.96,3.99,4.03,3.88
3.95,4.22,4.30,3.86
4.30,4.13,4.37,3.99
4.11,4.05,4.18,4.02
4.04,3.90,4.15,3.88
3.88,3.72,3.89,3.25
3.66,3.76,3.85,3.46
3.76,3.50,3.80,3.42
3.54,3.53,3.62,3.50
3.53,3.56,3.64,3.51
3.60,3.55,3.60,3.50
3.49,3.44,3.49,3.32
3.44,3.55,3.56,3.38
3.57,3.52,3.62,3.50
3.50,3.33,3.50,3.30
3.34,3.39,3.43,3.30
3.50,3.47,3.50,3.33
3.45,3.26,3.45,3.14
3.13,3.38,3.47,3.01
3.38,3.41,3.47,3.23
3.35,3.40,3.41,3.30
3.34,3.40,3.42,3.28
3.39,3.38,3.42,3.34
3.33,3.40,3.43,3.33
3.37,3.40,3.41,3.35
3.39,3.45,3.49,3.38
3.41,3.45,3.45,3.35
3.43,3.44,3.44,3.30
3.44,3.29,3.44,3.22
3.25,3.40,3.40,3.20
3.34,3.40,3.40,3.33
3.34,3.36,3.43,3.32
3.34,3.30,3.40,3.24
3.25,3.35,3.40,3.25
3.29,3.40,3.40,3.29
3.38,3.38,3.40,3.28
3.35,3.45,3.48,3.35
3.41,3.31,3.44,3.27
3.35,3.39,3.43,3.31
3.41,3.42,3.44,3.38
3.42,3.31,3.43,3.28
3.33,3.33,3.38,3.27
3.33,3.30,3.35,3.25
3.30,3.30,3.37,3.27
3.26,3.24,3.30,3.16
3.20,3.32,3.34,3.20
3.38,3.26,3.38,3.16
3.22,3.27,3.29,3.20
3.25,3.28,3.30,3.21
3.27,3.28,3.30,3.23
3.34,3.33,3.41,3.25
3.30,3.24,3.35,3.23
3.22,3.24,3.30,3.16
3.22,3.24,3.29,3.21
3.20,3.21,3.28,3.20
3.20,3.07,3.25,3.03
3.05,3.01,3.10,3.00
3.00,3.25,3.29,2.94
3.22,3.29,3.29,3.19
3.35,3.29,3.35,3.21
3.29,3.31,3.33,3.29
3.31,3.27,3.32,3.16
3.28,3.14,3.28,3.13
3.18,3.09,3.18,3.07
3.07,3.06,3.14,3.05
3.06,3.09,3.10,3.01
3.17,3.22,3.29,3.14
3.21,3.19,3.25,3.13
3.15,3.13,3.17,3.08
3.14,3.17,3.20,3.05
3.17,3.18,3.20,3.16
3.17,3.13,3.17,3.11
3.15,3.09,3.16,3.05
3.13,3.15,3.19,3.09
3.13,3.15,3.19,3.13
3.15,3.09,3.19,3.07
3.10,3.12,3.14,3.09
3.11,2.99,3.12,2.96
3.17,2.97,3.17,2.95
2.97,3.12,3.15,2.96
3.12,2.99,3.12,2.95
3.00,2.68,3.00,2.65
2.68,2.60,2.71,2.51
2.65,2.61,2.69,2.58
2.57,2.58,2.61,2.56
2.60,2.52,2.60,2.48
2.51,2.51,2.57,2.45
2.54,2.46,2.58,2.40
2.47,2.43,2.50,2.40
2.45,2.41,2.50,2.39
2.42,2.39,2.47,2.38
2.40,2.39,2.40,2.36
2.38,2.36,2.46,2.34
2.35,2.34,2.39,2.31
2.35,2.29,2.37,2.26
2.32,2.30,2.37,2.27
2.33,2.26,2.35,2.25
2.27,2.12,2.29,2.12
2.12,2.16,2.20,2.05
2.16,2.16,2.23,2.11
2.17,2.11,2.21,2.09
2.11,2.11,2.18,2.08
2.12,2.14,2.15,2.08
2.13,2.14,2.20,2.10
2.12,2.15,2.17,2.10
2.14,2.05,2.18,2.02
2.01,2.07,2.10,1.96
2.08,2.10,2.10,2.00
2.10,2.07,2.10,2.02
2.08,2.01,2.09,1.98
2.00,2.00,2.06,1.99
1.98,1.99,2.02,1.95
2.00,1.98,2.00,1.96
1.96,1.93,1.97,1.92
1.95,1.90,1.95,1.85
1.90,1.82,1.92,1.82
1.80,1.79,1.81,1.71
1.85,1.75,1.90,1.74
1.75,1.69,1.82,1.65
1.71,1.71,1.74,1.67
1.73,1.80,1.83,1.72
1.83,1.88,1.95,1.80
1.91,1.76,1.94,1.76
1.83,1.84,1.87,1.80
1.88,1.89,1.93,1.85
1.94,2.02,2.04,1.90
2.09,2.12,2.19,2.06
2.15,1.98,2.15,1.93
1.97,1.83,1.97,1.72
1.86,1.79,1.90,1.72
1.79,1.75,1.83,1.71
1.75,1.73,1.78,1.68
1.73,1.72,1.83,1.70
1.74,1.67,1.77,1.67
1.69,1.70,1.72,1.60
1.72,1.70,1.73,1.68
1.70,1.68,1.72,1.66
1.67,1.67,1.69,1.65
1.69,1.71,1.73,1.67
1.75,1.69,1.75,1.67
1.71,1.71,1.75,1.69
1.71,1.68,1.74,1.68
1.70,1.68,1.71,1.67
1.69,1.66,1.70,1.65
1.66,1.69,1.71,1.65
1.60,1.55,1.60,1.42
1.56,1.49,1.57,1.48
1.48,1.49,1.50,1.47
1.50,1.58,1.65,1.49
1.58,1.60,1.62,1.53
1.60,1.57,1.64,1.56
1.57,1.51,1.57,1.49
1.51,1.52,1.54,1.50
1.51,1.52,1.55,1.50
1.54,1.48,1.55,1.47
1.50,1.48,1.53,1.48
1.48,1.49,1.52,1.48
1.50,1.50,1.52,1.48
1.51,1.44,1.54,1.44
1.47,1.49,1.51,1.46
1.58,1.25,1.59,1.17
1.26,1.26,1.30,1.21
1.27,1.23,1.28,1.22
1.23,1.20,1.24,1.19
1.20,1.19,1.23,1.17
1.18,1.12,1.20,1.08
1.12,1.13,1.15,1.12
1.15,1.18,1.18,1.11
1.18,1.17,1.24,1.13
1.21,1.13,1.21,1.12
1.14,1.15,1.17,1.11
1.16,1.19,1.20,1.15
1.22,1.22,1.27,1.18
1.27,1.23,1.27,1.22
1.24,1.18,1.24,1.17
1.16,1.16,1.17,1.12
1.16,1.16,1.18,1.13
1.20,1.16,1.20,1.12
1.19,1.17,1.19,1.15
1.16,1.18,1.18,1.13
1.17,1.17,1.18,1.14
1.14,1.13,1.17,1.13
1.15,1.13,1.16,1.12
1.14,1.15,1.16,1.12
1.14,1.14,1.16,1.14
1.13,1.17,1.18,1.13
1.16,1.20,1.20,1.15
1.20,1.12,1.25,1.11
1.13,1.14,1.16,1.12
1.13,1.11,1.16,1.11
1.10,1.11,1.14,1.10
1.12,1.16,1.17,1.11
1.17,1.15,1.17,1.12
1.15,1.16,1.18,1.13
1.16,1.18,1.18,1.13
1.20,1.24,1.27,1.18
1.29,1.32,1.39,1.29
1.36,1.28,1.36,1.28
1.35,1.23,1.35,1.19
1.10,1.09,1.14,1.02
1.09,1.06,1.10,1.04
1.08,1.10,1.12,1.07
1.14,1.10,1.18,1.09
1.13,1.09,1.14,1.09
1.13,1.11,1.13,1.08
1.11,1.10,1.12,1.08
1.12,1.10,1.12,1.08
1.12,1.11,1.12,1.09
1.11,1.10,1.11,1.08
1.11,1.11,1.11,1.08
1.11,1.10,1.12,1.08
1.09,1.07,1.09,1.05
1.07,1.08,1.10,1.06
1.08,1.09,1.10,1.06
1.10,1.08,1.11,1.08
1.08,1.11,1.11,1.06
1.11,1.10,1.12,1.08
1.10,1.15,1.17,1.08
1.16,1.10,1.17,1.09
1.12,1.10,1.13,1.09
1.10,1.10,1.16,1.10
1.13,1.15,1.16,1.10
1.17,1.15,1.17,1.12
1.14,1.14,1.20,1.11
1.07,1.08,1.10,1.03
1.06,1.05,1.08,1.04
1.05,1.03,1.05,1.00
1.03,1.03,1.03,1.01
1.03,0.97,1.03,0.97
0.98,0.88,1.01,0.86
0.88,0.89,0.94,0.86
0.89,0.85,0.91,0.82
0.82,0.83,0.85,0.81
0.84,0.80,0.84,0.80
0.81,0.79,0.81,0.77
