SSKN,Strata Skin Sciences,NASDAQ
0.54,0.56,0.56,0.54
0.55,0.56,0.57,0.55
0.56,0.56,0.64,0.55
0.56,0.58,0.60,0.56
0.56,0.54,0.58,0.53
0.53,0.52,0.55,0.47
0.51,0.52,0.55,0.50
0.50,0.50,0.54,0.50
0.50,0.51,0.52,0.50
0.51,0.50,0.52,0.50
0.50,0.52,0.52,0.50
0.52,0.51,0.52,0.49
0.52,0.50,0.52,0.50
0.50,0.49,0.51,0.47
0.47,0.47,0.50,0.46
0.47,0.47,0.49,0.47
0.46,0.44,0.46,0.43
0.44,0.45,0.48,0.43
0.48,0.46,0.48,0.46
0.47,0.48,0.48,0.47
0.47,0.47,0.51,0.47
0.48,0.48,0.50,0.47
0.47,0.48,0.52,0.47
0.48,0.60,0.70,0.48
0.62,0.56,0.62,0.51
0.56,0.52,0.59,0.52
