SNGX,Soligenix,NASDAQ
3.10,3.06,3.10,2.91
2.90,3.10,3.28,2.90
3.00,3.11,3.21,3.00
3.12,3.47,3.47,3.12
2.90,2.29,2.90,2.06
2.36,2.36,2.41,2.30
2.41,2.55,2.76,2.38
2.60,2.44,2.60,2.40
2.44,2.49,2.58,2.42
2.55,2.54,2.60,2.49
2.64,2.45,2.64,2.45
2.46,2.53,2.53,2.05
2.53,2.48,2.65,2.43
2.50,2.41,2.53,2.11
2.32,2.25,2.35,2.24
2.23,2.40,2.40,2.16
2.31,2.25,2.60,2.25
2.30,2.37,2.42,2.25
2.40,2.55,2.55,2.37
2.70,2.69,2.70,2.68
2.70,2.69,2.70,2.66
2.73,2.70,2.80,2.69
2.76,2.68,3.10,2.68
2.65,2.68,2.74,2.40
2.65,2.69,2.80,2.40
2.41,2.67,2.67,2.41
