SNGX,Soligenix,NASDAQ
0.27,0.27,0.27,0.26
0.27,0.27,0.27,0.26
0.27,0.27,0.27,0.26
0.04,0.06,0.06,0.04
0.06,0.05,0.07,0.05
0.05,0.04,0.05,0.04
0.04,0.05,0.06,0.04
0.05,0.05,0.06,0.05
0.06,0.05,0.06,0.04
0.05,0.04,0.05,0.04
0.04,0.05,0.05,0.04
0.05,0.04,0.05,0.04
0.05,0.05,0.05,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.05,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.05,0.04
0.04,0.05,0.05,0.04
0.04,0.05,0.05,0.04
0.05,0.05,0.06,0.05
0.05,0.05,0.05,0.05
0.06,0.05,0.06,0.05
0.05,0.05,0.05,0.05
0.05,0.04,0.05,0.04
0.04,0.04,0.05,0.04
0.05,0.05,0.05,0.04
0.05,0.04,0.05,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.03
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.03
0.04,0.03,0.04,0.03
0.04,0.04,0.04,0.03
0.03,0.04,0.04,0.03
0.03,0.03,0.04,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.04,0.03
0.04,0.03,0.04,0.03
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.04,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.04,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.04,0.03,0.04,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.04,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.04,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.04,0.04,0.03
0.04,0.04,0.04,0.03
0.04,0.04,0.04,0.03
0.04,0.04,0.05,0.03
0.05,0.04,0.05,0.03
0.75,0.65,0.75,0.65
0.53,0.80,1.01,0.53
0.68,0.79,0.80,0.65
0.69,0.72,0.90,0.68
0.70,0.70,0.72,0.65
0.65,0.63,0.70,0.63
0.61,0.70,0.72,0.61
0.63,0.71,0.76,0.63
0.63,0.63,0.70,0.63
0.66,0.69,0.70,0.56
0.65,0.65,0.65,0.60
0.58,0.65,0.65,0.58
0.51,0.67,0.67,0.51
0.58,0.64,0.69,0.58
0.60,0.67,0.67,0.60
0.61,0.65,0.65,0.61
0.61,0.68,0.69,0.61
0.64,0.61,0.65,0.61
0.64,0.62,0.64,0.61
0.62,0.62,0.64,0.62
0.66,0.68,0.68,0.56
0.68,0.67,0.68,0.56
0.61,0.61,0.67,0.61
0.66,0.60,0.66,0.60
0.60,0.66,0.66,0.56
0.52,0.60,0.60,0.50
0.48,0.60,0.69,0.48
0.55,0.55,0.57,0.54
0.55,0.51,0.57,0.48
0.49,0.56,0.56,0.49
0.60,0.55,0.60,0.55
0.55,0.53,0.60,0.53
0.53,0.53,0.55,0.53
0.53,0.53,0.53,0.53
0.53,0.54,0.54,0.53
0.48,0.55,0.55,0.48
0.57,0.53,0.57,0.53
0.53,0.52,0.53,0.48
0.52,0.51,0.52,0.48
0.48,0.48,0.48,0.48
0.48,0.50,0.50,0.44
0.44,0.45,0.48,0.44
0.45,0.42,0.48,0.42
0.42,0.38,0.42,0.38
0.37,0.45,0.45,0.30
0.37,0.37,0.45,0.37
0.40,0.40,0.40,0.40
0.49,0.48,0.53,0.33
0.50,0.50,0.50,0.50
0.52,0.50,0.52,0.35
0.35,0.50,0.50,0.35
0.35,0.50,0.50,0.35
0.35,0.50,0.50,0.35
0.35,0.45,0.45,0.35
0.33,0.45,0.45,0.33
0.45,0.35,0.45,0.35
0.33,0.45,0.50,0.33
0.33,0.40,0.40,0.33
0.35,0.35,0.35,0.35
0.38,0.35,0.38,0.35
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.34,0.34,0.34,0.34
0.48,0.33,0.48,0.33
0.34,0.36,0.36,0.34
0.37,0.38,0.38,0.37
0.33,0.38,0.38,0.33
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.35,0.38,0.35
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.35,0.35,0.35,0.35
0.33,0.35,0.35,0.33
0.35,0.35,0.35,0.35
0.35,0.34,0.35,0.34
0.28,0.38,0.38,0.28
0.35,0.35,0.35,0.35
0.30,0.30,0.35,0.30
0.30,0.35,0.35,0.30
0.31,0.31,0.31,0.31
0.30,0.30,0.30,0.30
0.30,0.29,0.30,0.29
0.28,0.28,0.28,0.28
0.35,0.30,0.35,0.30
0.30,0.30,0.30,0.30
0.35,0.33,0.35,0.33
0.30,0.28,0.30,0.28
0.28,0.27,0.30,0.27
0.26,0.23,0.26,0.23
0.29,0.29,0.29,0.29
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.23
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.23,0.23,0.26,0.23
0.25,0.23,0.29,0.23
0.23,0.23,0.23,0.23
0.23,0.30,0.30,0.23
0.30,0.31,0.31,0.30
0.32,0.24,0.32,0.24
0.24,0.23,0.32,0.23
0.23,0.24,0.24,0.23
0.25,0.26,0.26,0.25
0.25,0.28,0.32,0.25
0.32,0.40,0.40,0.26
0.40,0.30,0.40,0.30
0.30,0.46,0.46,0.30
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.47,0.39,0.47,0.39
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.35,0.35,0.34
0.45,0.41,0.47,0.34
0.41,0.35,0.41,0.35
0.36,0.36,0.40,0.34
0.34,0.41,0.41,0.34
0.35,0.38,0.38,0.35
0.38,0.38,0.38,0.38
0.41,0.38,0.41,0.38
0.41,0.41,0.41,0.41
0.41,0.41,0.41,0.41
0.38,0.38,0.38,0.38
0.38,0.38,0.38,0.38
0.38,0.33,0.38,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.35,0.30,0.35,0.30
0.30,0.30,0.30,0.30
0.30,0.30,0.30,0.30
0.30,0.30,0.30,0.30
0.35,0.39,0.39,0.35
0.39,0.30,0.39,0.30
0.30,0.30,0.30,0.30
0.31,0.35,0.35,0.31
0.30,0.39,0.39,0.30
0.39,0.39,0.39,0.39
0.30,0.42,0.42,0.30
0.42,0.42,0.42,0.31
0.31,0.30,0.31,0.30
0.30,0.39,0.39,0.30
0.39,0.40,0.42,0.30
0.31,0.31,0.31,0.31
0.41,0.41,0.41,0.41
0.41,0.41,0.41,0.41
0.41,0.41,0.41,0.41
0.40,0.40,0.40,0.40
0.42,0.41,0.42,0.41
0.41,0.41,0.41,0.41
0.44,0.44,0.44,0.31
0.44,0.44,0.44,0.44
0.31,0.44,0.44,0.31
0.33,0.44,0.44,0.33
0.35,0.35,0.35,0.35
0.44,0.49,0.50,0.44
0.49,0.45,0.49,0.40
0.49,0.40,0.49,0.40
0.47,0.47,0.47,0.47
0.37,0.47,0.47,0.37
0.48,0.45,0.48,0.39
0.38,0.38,0.38,0.38
0.37,0.44,0.44,0.37
0.37,0.45,0.47,0.37
0.45,0.45,0.45,0.45
0.37,0.55,0.55,0.37
0.55,0.53,0.55,0.40
0.38,0.65,0.65,0.38
0.65,0.67,0.69,0.64
0.66,0.64,0.66,0.58
0.58,0.65,0.65,0.58
0.61,0.64,0.65,0.55
0.64,0.64,0.64,0.64
0.56,0.65,0.65,0.56
0.60,0.65,0.65,0.57
0.66,0.68,0.69,0.65
0.63,0.68,0.68,0.63
0.63,0.64,0.68,0.58
0.59,0.64,0.64,0.59
0.59,0.64,0.64,0.59
0.58,0.60,0.65,0.58
0.58,0.59,0.60,0.56
0.56,0.55,0.59,0.48
0.55,0.55,0.55,0.55
0.55,0.58,0.58,0.44
0.58,0.51,0.58,0.45
0.44,0.58,0.58,0.44
0.44,0.44,0.44,0.44
0.45,0.58,0.58,0.45
0.44,0.45,0.45,0.44
0.45,0.45,0.45,0.45
0.44,0.56,0.56,0.44
0.44,0.44,0.44,0.44
0.48,0.60,0.63,0.48
0.55,0.60,0.60,0.55
0.60,0.63,0.65,0.60
0.63,0.65,0.70,0.63
0.64,0.68,0.70,0.51
0.70,0.68,0.70,0.43
0.48,0.67,0.68,0.48
0.68,0.68,0.68,0.55
0.68,0.70,0.77,0.65
0.72,0.70,0.72,0.67
0.67,0.70,0.70,0.67
0.69,0.67,0.70,0.67
0.67,0.72,0.72,0.67
0.67,0.71,0.71,0.67
0.71,0.65,0.71,0.63
0.62,0.67,0.76,0.62
0.62,0.71,0.71,0.62
0.55,0.70,0.70,0.55
0.60,0.68,0.69,0.60
0.61,0.65,0.65,0.61
0.61,0.68,0.68,0.61
0.61,0.70,0.70,0.61
0.66,0.68,0.69,0.59
0.59,0.59,0.68,0.59
0.59,0.68,0.68,0.59
0.60,0.58,0.68,0.58
0.68,0.58,0.68,0.58
0.58,0.68,0.68,0.58
0.67,0.68,0.68,0.67
0.58,0.58,0.58,0.58
0.68,0.58,0.68,0.58
0.59,0.59,0.59,0.59
0.58,0.58,0.59,0.58
0.58,0.58,0.58,0.58
0.68,0.65,0.68,0.55
0.55,0.60,0.64,0.55
0.74,0.62,0.74,0.55
0.63,0.60,0.63,0.60
0.68,0.71,0.71,0.65
0.70,0.80,0.82,0.70
0.85,0.90,0.93,0.85
0.90,0.90,0.93,0.88
0.90,0.90,0.90,0.88
0.77,0.91,0.95,0.77
0.95,0.96,0.96,0.83
0.87,0.94,0.99,0.87
0.98,0.96,0.98,0.88
0.98,1.14,1.15,0.98
1.08,1.25,1.25,1.08
1.28,1.25,1.35,1.20
1.30,1.18,1.30,1.16
1.17,1.20,1.23,1.16
1.20,1.34,1.38,1.20
1.45,1.46,1.65,1.40
1.70,1.58,1.70,1.50
1.66,1.65,1.70,1.59
1.72,1.79,1.99,1.69
1.99,2.05,2.07,1.88
2.07,1.71,2.13,1.61
1.70,1.83,1.86,1.70
1.89,1.83,1.89,1.70
1.90,1.77,1.94,1.75
1.77,1.80,1.90,1.75
1.80,1.80,1.82,1.73
1.80,1.80,1.80,1.70
1.75,1.79,1.79,1.71
1.79,1.83,1.91,1.71
1.75,1.90,1.90,1.70
1.70,1.88,1.90,1.70
1.89,1.80,1.89,1.75
1.80,1.69,1.80,1.51
1.69,1.80,1.80,1.63
1.79,1.79,1.79,1.65
1.76,1.75,1.76,1.60
1.64,1.71,1.74,1.64
1.71,1.74,1.76,1.66
1.72,1.67,1.77,1.67
1.68,1.67,1.73,1.67
1.64,1.66,1.66,1.62
1.60,1.65,1.66,1.60
1.60,1.64,1.65,1.58
1.64,1.58,1.64,1.58
1.57,1.48,1.57,1.40
1.45,1.20,1.45,1.01
1.07,1.30,1.35,1.05
1.35,1.35,1.35,1.32
1.31,1.35,1.35,1.29
1.35,1.35,1.39,1.35
1.40,1.40,1.40,1.20
1.32,1.40,1.42,1.32
1.41,1.40,1.41,1.40
1.41,1.45,1.45,1.41
1.45,1.45,1.45,1.43
1.40,1.32,1.41,1.30
1.36,1.45,1.45,1.36
1.45,1.47,1.47,1.37
1.47,1.43,1.47,1.25
1.39,1.39,1.40,1.39
1.40,1.35,1.40,1.25
1.24,1.35,1.37,1.22
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.26
1.35,1.35,1.35,1.21
1.30,1.43,1.45,1.30
1.40,1.40,1.45,1.36
1.35,1.44,1.45,1.30
1.35,1.43,1.43,1.35
1.37,1.40,1.42,1.30
1.45,1.66,1.79,1.45
1.70,1.70,1.79,1.57
1.57,1.55,1.68,1.37
1.41,1.55,1.55,1.41
1.45,1.49,1.50,1.42
1.42,1.53,1.53,1.42
1.50,1.49,1.50,1.37
1.37,1.45,1.47,1.37
1.37,1.40,1.45,1.30
1.35,1.40,1.40,1.26
1.40,1.40,1.45,1.40
1.40,1.45,1.45,1.35
1.45,1.43,1.45,1.33
1.40,1.45,1.45,1.40
1.40,1.45,1.45,1.40
1.45,1.45,1.45,1.45
1.36,1.39,1.45,1.30
1.33,1.39,1.39,1.33
1.30,1.40,1.41,1.30
1.40,1.38,1.40,1.30
1.33,1.34,1.35,1.32
1.33,1.32,1.33,1.32
1.32,1.27,1.35,1.26
1.26,1.25,1.29,1.18
1.30,1.21,1.30,1.04
1.22,1.18,1.22,1.15
1.15,1.25,1.25,1.10
1.25,1.25,1.25,1.25
1.18,1.25,1.25,1.17
1.25,1.27,1.27,1.12
1.29,1.30,1.30,1.29
1.31,1.46,1.55,1.31
1.40,1.54,1.56,1.40
1.55,1.73,1.73,1.50
1.73,1.73,1.85,1.68
1.77,1.73,1.77,1.73
1.72,1.85,1.85,1.72
1.90,1.97,2.05,1.90
1.90,1.85,2.00,1.77
1.85,1.90,1.91,1.80
1.86,1.65,1.90,1.60
1.65,1.59,1.65,1.55
1.60,1.54,1.65,1.50
1.54,1.52,1.57,1.42
1.40,1.50,1.55,1.40
1.50,1.50,1.50,1.50
