NEPT,Neptune Technologies & Bioresources Inc - Ordinary Shares,NASDAQ
2.35,2.35,2.44,2.34
2.30,2.33,2.43,2.30
2.31,2.39,2.43,2.31
2.31,2.36,2.43,2.31
2.31,2.32,2.38,2.31
2.27,2.30,2.33,2.27
2.30,2.34,2.39,2.30
2.30,2.35,2.36,2.28
2.39,2.37,2.39,2.34
2.30,2.30,2.33,2.29
2.25,2.25,2.25,2.25
2.22,2.28,2.30,2.22
2.34,2.12,2.34,2.01
2.10,2.06,2.13,2.04
2.05,2.04,2.14,2.02
2.02,2.16,2.21,2.02
2.22,2.26,2.28,2.19
2.30,2.25,2.30,2.20
2.30,2.31,2.31,2.26
2.34,2.32,2.35,2.30
2.25,2.41,2.41,2.25
2.36,2.51,2.51,2.36
2.40,2.43,2.47,2.33
2.35,2.53,2.53,2.35
2.60,2.49,2.60,2.47
2.45,2.67,2.68,2.45
2.65,2.54,2.67,2.54
2.51,2.58,2.63,2.51
2.63,2.63,2.68,2.60
2.53,2.45,2.62,2.45
2.45,2.38,2.46,2.36
2.32,2.43,2.43,2.32
2.34,2.50,2.54,2.34
2.54,2.49,2.54,2.47
2.43,2.43,2.51,2.43
2.43,2.41,2.47,2.41
2.37,2.46,2.47,2.37
2.42,2.42,2.47,2.41
2.38,2.47,2.49,2.36
2.49,2.49,2.55,2.44
2.46,2.49,2.52,2.46
2.39,2.30,2.47,2.30
2.30,2.32,2.39,2.29
2.16,2.30,2.33,2.15
2.10,2.14,2.15,2.10
2.08,2.14,2.26,2.08
2.16,2.19,2.23,2.16
2.23,2.23,2.24,2.20
2.31,2.27,2.36,2.27
2.32,2.22,2.32,2.21
2.22,2.25,2.27,2.19
2.22,2.27,2.31,2.22
2.18,2.24,2.29,2.16
2.16,2.25,2.29,2.15
2.20,2.29,2.30,2.20
2.30,2.30,2.34,2.27
2.32,2.24,2.32,2.20
2.23,2.20,2.26,2.15
2.20,2.30,2.30,2.13
2.11,2.29,2.31,2.11
2.23,2.54,2.54,2.23
2.56,2.50,2.56,2.41
2.50,2.69,2.69,2.47
2.72,2.50,2.72,2.44
2.45,2.40,2.45,2.29
2.40,2.52,2.53,2.29
2.60,2.66,2.70,2.58
2.70,2.69,2.75,2.60
2.75,2.61,2.75,2.53
2.62,2.58,2.66,2.47
2.80,2.93,2.94,2.64
2.96,3.68,3.78,2.95
3.82,3.85,3.95,3.50
3.85,3.56,3.85,3.44
3.47,3.40,3.56,3.23
3.52,3.45,3.54,3.34
3.45,3.39,3.45,3.25
3.54,3.31,3.54,3.25
3.41,3.09,3.41,2.99
3.14,3.13,3.17,3.04
3.06,3.05,3.14,3.00
3.10,2.96,3.10,2.88
2.96,2.91,2.96,2.61
2.95,2.96,3.02,2.85
2.92,2.90,2.99,2.87
2.88,3.08,3.14,2.84
3.06,3.02,3.17,3.00
2.98,3.10,3.14,2.98
3.05,3.15,3.18,3.05
3.17,3.09,3.17,3.02
3.09,3.17,3.21,3.09
3.19,3.30,3.40,3.15
3.40,3.41,3.44,3.27
3.40,3.30,3.40,3.29
3.31,3.57,3.58,3.31
3.59,3.80,3.88,3.57
3.84,4.05,4.23,3.74
4.17,3.96,4.27,3.91
3.99,3.65,3.99,3.52
3.71,3.68,3.75,3.64
3.58,3.68,3.68,3.51
3.92,3.64,4.00,3.61
3.68,3.63,3.73,3.60
3.58,3.45,3.65,3.30
3.38,3.60,3.71,3.02
3.52,3.41,3.70,3.29
3.39,3.45,3.52,3.27
3.49,3.66,3.76,3.39
3.60,3.64,3.69,3.54
3.57,3.53,3.62,3.51
3.53,3.62,3.84,3.53
3.69,3.63,3.73,3.60
3.69,3.51,3.69,3.50
3.50,3.53,3.61,3.45
3.50,3.51,3.55,3.44
3.57,3.45,3.57,3.35
3.44,3.39,3.51,3.28
3.40,3.59,3.60,3.39
3.62,3.75,3.81,3.61
3.84,3.75,3.92,3.67
3.85,3.89,3.95,3.82
3.98,3.77,4.10,3.71
3.77,3.77,3.79,3.65
3.82,3.78,3.97,3.70
3.75,3.90,3.94,3.75
3.82,3.82,3.93,3.76
3.86,3.73,3.86,3.69
3.79,3.90,4.05,3.74
3.90,3.90,3.97,3.86
3.96,3.99,3.99,3.82
3.98,3.95,4.07,3.88
4.01,3.98,4.05,3.95
3.94,4.15,4.20,3.94
4.21,4.24,4.24,4.15
4.25,4.34,4.38,4.15
4.33,4.43,4.45,4.33
4.45,4.31,4.50,4.26
4.31,4.20,4.62,4.03
4.24,4.03,4.24,4.00
4.11,4.27,4.35,3.93
4.66,4.44,4.66,4.31
4.45,4.18,4.48,4.16
4.18,3.98,4.19,3.98
3.95,3.47,4.01,3.33
3.40,3.72,3.80,3.19
3.50,3.46,3.75,3.42
3.59,3.90,3.91,3.59
4.07,4.11,4.19,3.61
4.08,4.20,4.26,3.94
4.27,4.32,4.34,4.13
4.37,4.41,4.50,4.27
4.40,4.16,4.40,3.86
4.17,4.27,4.29,4.17
4.17,3.99,4.18,3.93
3.93,3.71,4.00,3.65
3.84,3.41,3.91,3.33
3.43,3.33,3.47,3.25
3.33,3.43,3.55,3.33
3.44,3.27,3.57,3.24
3.21,3.32,3.38,3.06
3.34,3.33,3.51,3.30
3.33,3.33,3.37,3.29
3.33,3.44,3.45,3.29
3.45,3.68,3.77,3.45
3.64,3.51,3.64,3.40
3.33,3.36,3.40,3.23
3.43,3.29,3.43,3.21
3.23,3.22,3.30,3.10
3.20,3.10,3.22,3.05
3.10,3.03,3.10,3.00
3.07,3.15,3.15,3.04
3.16,3.14,3.18,3.04
3.06,3.20,3.20,3.06
3.23,3.39,3.46,3.19
3.23,3.56,3.78,3.23
3.77,3.57,3.77,3.51
3.58,3.44,3.58,3.42
3.30,3.16,3.30,3.05
3.12,2.99,3.14,2.93
3.00,2.96,3.08,2.94
3.05,3.10,3.29,3.05
3.12,3.21,3.25,3.12
3.18,2.89,3.18,2.80
2.80,2.54,2.80,2.46
2.56,2.22,2.56,2.06
2.20,2.38,2.39,2.02
2.40,2.40,2.49,2.33
2.45,2.65,2.71,2.45
2.65,2.54,2.71,2.47
2.57,2.51,2.60,2.51
2.51,2.29,2.51,2.29
2.33,2.30,2.39,2.25
2.30,2.37,2.41,2.25
2.39,2.27,2.48,2.17
2.28,2.05,2.28,2.05
2.05,2.25,2.29,2.02
2.25,2.26,2.32,2.21
2.27,2.28,2.28,2.10
2.39,2.39,2.40,2.31
2.40,2.62,2.64,2.40
2.70,2.58,2.70,2.50
2.60,2.55,2.70,2.50
2.70,2.68,2.71,2.55
2.71,2.81,2.86,2.56
2.72,2.75,2.80,2.66
2.69,2.68,2.71,2.62
2.72,2.69,2.78,2.62
2.72,2.69,2.77,2.67
2.68,2.76,2.80,2.63
2.79,2.74,2.80,2.73
2.76,2.67,2.76,2.62
2.62,2.58,2.67,2.56
2.73,2.58,2.73,2.51
2.58,2.71,2.80,2.58
2.77,2.75,2.79,2.72
2.75,2.71,2.75,2.66
2.70,2.80,2.83,2.70
3.10,2.85,3.10,2.78
2.86,2.85,2.88,2.82
2.82,2.93,2.98,2.75
2.97,2.84,2.97,2.81
2.82,2.84,2.86,2.78
2.83,2.84,2.86,2.83
2.94,2.95,3.05,2.90
3.01,2.94,3.09,2.90
3.08,2.95,3.08,2.92
2.98,2.93,3.02,2.92
2.99,2.89,2.99,2.88
2.92,2.95,2.95,2.84
2.94,2.89,2.94,2.85
2.90,2.85,2.90,2.84
2.84,2.90,2.93,2.84
2.93,2.91,2.93,2.86
2.90,2.74,2.90,2.74
2.75,2.65,2.76,2.60
2.59,2.56,2.59,2.42
2.58,2.65,2.66,2.48
2.65,2.61,2.66,2.60
2.56,2.47,2.56,2.45
2.50,2.43,2.51,2.36
2.47,2.40,2.47,2.30
2.48,2.38,2.48,2.33
2.40,2.42,2.45,2.37
2.39,2.36,2.40,2.36
2.39,2.32,2.40,2.31
2.31,2.28,2.41,2.26
2.26,2.92,3.05,2.18
2.86,2.49,2.86,2.25
2.50,2.43,2.50,2.37
2.42,2.40,2.42,2.34
2.41,2.39,2.41,2.34
2.35,2.60,2.60,2.32
2.59,2.55,2.59,2.39
2.51,2.52,2.56,2.49
2.52,2.66,2.71,2.46
2.66,2.75,2.75,2.58
2.75,2.70,2.80,2.67
2.71,2.67,2.76,2.65
2.73,2.60,2.73,2.59
2.60,2.45,2.60,2.36
2.48,2.62,2.68,2.43
2.62,2.62,2.63,2.59
2.60,2.58,2.74,2.55
2.57,2.65,2.67,2.55
2.70,2.74,2.75,2.64
2.68,2.68,2.75,2.58
2.69,2.56,2.69,2.56
2.60,2.53,2.62,2.53
2.56,2.51,2.61,2.50
2.55,2.54,2.62,2.46
2.54,2.51,2.55,2.49
2.49,2.79,2.81,2.46
2.76,2.72,2.76,2.70
2.72,2.75,2.77,2.65
2.72,2.58,2.72,2.50
2.60,2.62,2.65,2.55
2.64,2.62,2.70,2.61
2.68,2.84,2.90,2.68
2.84,2.81,2.84,2.78
2.81,2.93,2.93,2.78
2.95,3.10,3.20,2.90
3.15,3.22,3.25,3.12
3.25,3.20,3.29,3.05
3.20,3.24,3.25,3.12
3.24,3.25,3.25,3.14
3.25,3.13,3.25,3.13
3.13,3.16,3.18,3.09
3.18,3.17,3.20,3.10
3.15,3.16,3.16,3.10
3.14,3.12,3.19,3.00
3.07,2.99,3.07,2.95
3.01,3.04,3.04,2.95
3.01,3.06,3.08,3.00
3.12,3.13,3.16,3.06
3.10,3.16,3.16,3.00
3.14,3.15,3.17,3.04
3.11,3.03,3.12,3.01
3.05,3.07,3.10,3.01
3.09,3.01,3.09,2.98
3.01,2.96,3.04,2.96
2.96,2.91,2.96,2.85
2.95,2.95,2.97,2.90
2.90,2.91,2.92,2.88
2.93,3.03,3.03,2.80
3.03,3.06,3.08,2.96
3.07,3.14,3.16,3.05
3.15,3.20,3.20,3.13
3.25,3.16,3.25,3.14
3.22,3.15,3.22,3.10
3.15,3.12,3.15,3.10
3.12,3.04,3.12,3.00
3.01,3.05,3.05,2.97
3.08,3.11,3.13,3.03
3.14,3.03,3.14,2.95
2.97,2.87,3.05,2.81
2.84,3.00,3.03,2.83
3.01,3.02,3.04,2.98
3.00,2.95,3.04,2.95
2.94,2.94,3.00,2.94
2.97,2.96,3.03,2.93
2.96,2.98,3.02,2.92
2.98,2.99,3.03,2.94
3.02,3.00,3.02,2.93
2.99,2.94,3.00,2.88
2.96,3.09,3.10,2.96
3.10,3.15,3.16,3.05
3.22,3.59,3.60,3.15
3.57,3.41,3.64,3.37
3.35,3.36,3.43,3.20
3.31,3.28,3.35,3.23
3.24,3.18,3.28,3.12
3.18,3.12,3.20,3.11
3.10,3.10,3.18,3.07
3.12,3.14,3.15,3.04
3.14,3.25,3.26,3.05
3.25,3.27,3.33,3.15
3.36,3.50,3.56,3.25
3.45,3.40,3.50,3.30
3.45,3.30,3.45,3.27
3.25,3.20,3.26,3.16
3.24,3.15,3.24,3.08
3.24,3.00,3.24,2.94
3.01,2.88,3.19,2.88
2.81,2.91,2.96,2.70
2.97,2.93,3.06,2.90
3.00,3.23,3.29,2.98
3.24,3.48,3.50,3.18
3.51,3.84,3.95,3.40
3.77,3.80,3.93,3.75
3.80,3.72,3.80,3.54
3.71,3.75,3.79,3.55
3.60,3.52,3.65,3.18
3.50,3.41,3.50,3.34
3.53,3.59,3.59,3.38
3.65,3.71,3.75,3.58
3.75,3.70,3.82,3.58
3.66,3.63,3.68,3.53
3.70,3.61,3.75,3.55
3.61,3.84,3.90,3.60
3.79,3.77,3.90,3.72
3.81,3.87,3.89,3.80
3.81,3.85,3.90,3.81
3.71,3.75,3.90,3.66
3.75,3.86,3.88,3.73
3.82,4.07,4.12,3.82
4.15,4.07,4.25,3.95
4.12,4.02,4.12,3.85
4.03,3.87,4.03,3.81
3.83,4.18,4.20,3.83
4.19,4.37,4.44,4.13
4.39,4.66,4.84,4.36
4.74,4.74,4.88,4.62
4.92,4.94,5.14,4.82
4.89,4.92,4.97,4.74
4.91,4.63,4.91,4.58
4.60,4.46,4.62,4.40
4.46,4.37,4.64,4.26
4.26,4.40,4.45,4.26
4.45,4.40,4.45,4.33
4.43,4.72,4.78,4.34
4.76,4.56,4.77,4.55
4.66,4.68,4.73,4.46
4.74,4.62,4.76,4.51
4.59,4.62,4.88,4.58
4.63,4.72,4.79,4.51
4.72,4.68,4.75,4.52
4.60,4.54,4.73,4.53
4.54,4.39,4.64,4.31
4.37,4.60,4.64,4.34
4.71,4.47,4.87,4.41
4.57,4.79,4.79,4.47
4.80,4.92,4.94,4.71
4.90,4.89,5.04,4.74
4.95,4.73,4.95,4.57
4.72,4.78,4.82,4.58
4.84,4.71,4.84,4.62
4.73,4.67,4.83,4.65
4.80,4.72,4.80,4.67
4.71,4.72,4.81,4.70
4.70,4.63,4.70,4.36
4.60,4.54,4.68,4.48
4.50,4.61,4.62,4.41
4.63,4.62,4.65,4.46
4.60,4.68,4.69,4.49
4.69,4.81,4.90,4.69
4.83,4.71,4.83,4.64
4.69,4.79,4.98,4.63
4.83,4.72,5.08,4.64
4.74,4.68,4.77,4.61
4.68,4.60,4.73,4.55
4.60,4.61,4.74,4.55
4.63,4.53,4.71,4.50
4.50,4.53,4.58,4.30
4.51,4.50,4.56,4.41
4.48,4.40,4.56,4.39
4.50,4.50,4.52,4.32
4.48,4.38,4.55,4.35
4.37,4.35,4.42,4.27
4.34,4.29,4.39,4.07
4.37,4.44,4.53,4.16
4.23,4.67,4.72,4.23
4.80,4.87,5.04,4.75
4.83,4.69,4.87,4.48
4.68,4.57,4.75,4.52
4.50,4.47,4.58,4.24
4.42,4.30,4.43,4.21
4.30,4.35,4.35,4.20
4.34,4.42,4.44,4.31
4.37,4.38,4.47,4.32
4.39,4.68,4.76,4.39
4.67,4.47,4.67,4.36
4.29,4.32,4.36,4.18
4.34,4.12,4.35,4.10
4.15,3.91,4.17,3.88
3.95,3.95,4.01,3.90
4.00,4.02,4.10,3.97
4.07,3.96,4.12,3.96
4.00,3.94,4.05,3.91
3.96,4.15,4.26,3.96
4.19,4.23,4.35,4.18
4.18,4.26,4.30,4.18
4.26,4.10,4.30,4.09
4.08,4.20,4.25,4.05
4.17,4.13,4.23,4.11
4.12,3.96,4.19,3.90
3.96,3.80,4.02,3.69
3.81,3.86,3.93,3.78
3.88,3.77,3.92,3.68
3.76,3.71,3.80,3.63
3.67,3.59,3.73,3.40
3.46,3.55,3.73,3.46
3.48,3.45,3.60,3.37
3.47,3.33,3.49,3.11
3.33,3.66,3.71,3.31
3.66,3.68,3.75,3.64
3.99,3.97,4.10,3.82
3.96,3.96,4.05,3.94
3.97,4.00,4.02,3.92
3.97,3.82,4.00,3.82
3.83,3.82,3.92,3.78
3.78,3.68,3.82,3.64
3.67,3.31,3.76,3.31
3.31,3.31,3.31,3.31
3.31,3.31,3.31,3.31
3.31,3.31,3.31,3.31
3.31,3.31,3.31,3.31
3.31,3.31,3.31,3.31
3.31,3.31,3.31,3.31
3.31,3.31,3.31,3.31
3.31,3.31,3.31,3.31
3.31,3.31,3.31,3.31
3.31,3.31,3.31,3.31
3.31,3.31,3.31,3.31
2.15,2.50,2.53,2.11
2.48,2.75,2.78,2.40
2.81,3.01,3.01,2.80
3.00,2.99,3.03,2.91
3.00,2.84,3.00,2.74
2.86,2.87,2.88,2.74
2.92,2.82,2.92,2.73
2.85,2.80,2.85,2.73
2.77,2.71,2.81,2.62
2.70,2.61,2.70,2.51
2.57,2.61,2.66,2.56
2.60,2.57,2.64,2.54
2.58,2.43,2.58,2.42
2.40,2.46,2.53,2.40
2.49,1.90,2.55,1.82
1.75,1.71,1.86,1.62
1.70,2.06,2.06,1.70
2.00,2.03,2.09,1.95
2.00,1.99,2.03,1.97
1.98,1.99,2.05,1.98
2.00,2.03,2.04,1.99
2.01,2.03,2.09,2.00
2.00,2.09,2.10,1.90
2.07,2.01,2.07,1.97
2.02,1.91,2.03,1.90
1.90,1.78,1.90,1.67
1.80,1.89,1.90,1.75
1.87,1.95,2.00,1.83
1.95,2.02,2.06,1.94
2.02,2.13,2.15,2.02
2.14,2.24,2.24,2.13
2.25,2.35,2.36,2.21
2.32,2.40,2.43,2.32
2.42,2.65,2.70,2.28
2.75,2.52,2.85,2.42
2.45,2.47,2.58,2.31
2.40,2.54,2.54,2.30
2.57,2.50,2.57,2.47
2.54,2.57,2.58,2.53
2.57,2.77,2.78,2.55
2.78,2.66,2.88,2.60
2.71,2.76,2.78,2.49
2.76,2.89,2.89,2.73
2.90,2.79,2.95,2.75
2.83,2.80,2.83,2.70
2.80,2.72,2.82,2.70
2.70,2.72,2.76,2.60
2.75,2.77,2.80,2.68
2.77,2.70,2.77,2.68
2.68,2.59,2.75,2.56
2.60,2.67,2.67,2.58
2.67,2.63,2.68,2.62
2.63,2.62,2.66,2.60
2.56,2.67,2.68,2.56
2.66,2.66,2.69,2.63
2.85,2.80,2.85,2.68
2.77,2.76,2.79,2.70
2.73,2.66,2.75,2.63
2.62,2.51,2.67,2.47
2.53,2.68,2.69,2.40
2.68,2.61,2.75,2.60
2.61,2.56,2.69,2.48
2.55,2.63,2.67,2.52
2.63,2.60,2.65,2.55
2.61,2.61,2.64,2.55
2.64,2.63,2.70,2.60
2.66,2.55,2.69,2.53
2.54,2.63,2.63,2.54
2.60,2.61,2.62,2.58
2.60,2.56,2.61,2.48
2.53,2.63,2.67,2.44
2.66,2.62,2.66,2.52
2.60,2.61,2.62,2.55
2.60,2.62,2.63,2.57
2.64,2.65,2.69,2.63
2.61,2.57,2.62,2.54
2.52,2.47,2.65,2.37
2.47,2.42,2.55,2.40
2.42,2.52,2.53,2.42
2.51,2.52,2.58,2.51
2.50,2.51,2.52,2.47
2.53,2.61,2.62,2.51
2.60,2.62,2.64,2.52
2.61,2.52,2.61,2.45
2.50,2.59,2.63,2.36
2.58,2.48,2.60,2.45
2.50,2.40,2.50,2.35
2.38,2.45,2.48,2.33
2.45,2.45,2.49,2.40
2.45,2.48,2.51,2.42
2.51,2.53,2.55,2.47
2.53,2.56,2.58,2.52
2.58,2.60,2.64,2.51
2.60,2.63,2.63,2.53
2.56,2.52,2.59,2.47
2.50,2.53,2.56,2.48
2.53,2.49,2.54,2.40
2.47,2.52,2.52,2.42
2.53,2.48,2.53,2.45
2.52,2.51,2.52,2.45
2.50,2.52,2.54,2.46
2.50,2.53,2.63,2.47
2.54,2.58,2.64,2.54
2.56,2.61,2.61,2.51
2.60,2.62,2.70,2.60
2.65,2.65,2.69,2.64
2.64,2.66,2.67,2.61
2.63,2.79,2.84,2.63
3.03,3.05,3.13,2.86
3.03,2.93,3.07,2.92
2.94,2.75,2.94,2.74
2.74,2.79,2.79,2.74
2.79,2.90,2.98,2.77
2.95,2.89,3.00,2.86
2.89,2.80,2.95,2.80
2.82,2.94,2.94,2.80
2.95,3.07,3.10,2.94
3.07,3.02,3.13,2.99
3.05,3.02,3.12,3.00
3.02,2.97,3.02,2.87
2.99,3.02,3.04,2.96
3.01,2.73,3.01,2.71
2.71,2.85,2.87,2.48
2.85,2.76,2.85,2.72
2.82,2.80,2.97,2.77
2.81,2.88,2.93,2.78
2.86,2.95,2.97,2.86
2.94,2.92,2.99,2.87
2.95,2.90,2.95,2.82
2.92,2.94,2.94,2.86
2.92,2.86,2.93,2.85
2.81,2.90,2.94,2.80
2.92,2.94,2.95,2.90
2.95,2.97,2.97,2.90
2.96,3.03,3.09,2.86
3.08,3.05,3.10,3.01
3.07,3.06,3.11,3.01
3.06,3.01,3.10,3.01
3.08,3.00,3.08,2.94
2.98,2.98,3.00,2.92
