SPY,SPDR S&P 500,NASDAQ
221.63,220.38,221.82,220.31
220.73,219.57,220.73,219.15
219.67,219.68,220.25,219.26
220.65,221.00,221.40,220.42
221.22,221.70,221.74,220.66
221.52,224.60,224.67,221.38
224.57,225.15,225.70,224.26
225.41,226.51,226.53,225.37
226.40,226.25,226.96,225.76
227.02,227.76,228.34,227.00
227.41,225.88,228.23,225.37
226.16,226.81,227.81,225.89
226.01,225.04,226.08,224.67
225.25,225.53,226.02,225.08
226.15,226.40,226.57,225.88
226.25,225.77,226.45,225.77
225.60,225.38,225.74,224.92
225.43,225.71,225.72,225.21
226.02,226.27,226.73,226.00
226.57,224.40,226.59,224.27
224.48,224.35,224.89,223.84
224.73,223.53,224.83,222.73
225.04,225.24,225.83,223.88
225.24,226.58,226.75,225.24
226.27,226.40,226.58,225.48
226.53,227.21,227.75,225.90
226.91,226.46,227.07,226.42
226.48,226.46,227.45,226.01
226.36,227.10,227.10,225.59
226.50,226.53,226.75,224.96
226.73,227.05,227.40,226.69
