NYNY,Empire Resorts,NASDAQ
1.98,1.83,2.08,1.77
1.83,1.78,1.89,1.68
1.74,1.66,1.74,1.65
1.65,1.63,1.71,1.60
1.63,1.55,1.64,1.51
1.59,1.51,1.60,1.46
1.55,1.43,1.65,1.36
1.44,1.43,1.46,1.31
1.75,1.56,1.75,1.42
1.55,1.42,1.56,1.36
1.42,1.34,1.45,1.33
1.36,1.40,1.40,1.29
1.37,1.40,1.43,1.32
1.40,1.32,1.40,1.32
1.32,1.28,1.37,1.25
1.28,1.18,1.30,1.14
1.17,1.16,1.17,1.11
1.16,1.11,1.19,1.08
1.12,1.09,1.14,1.01
1.07,1.18,1.21,1.05
1.20,1.34,1.34,1.18
1.36,1.31,1.38,1.22
1.30,1.24,1.30,1.20
1.26,1.21,1.26,1.20
1.19,1.27,1.29,1.19
1.30,1.27,1.32,1.20
1.30,1.22,1.30,1.21
1.22,1.21,1.24,1.18
1.20,1.17,1.21,1.17
1.17,1.21,1.22,1.17
1.22,1.21,1.22,1.19
1.20,1.17,1.21,1.17
1.15,1.10,1.16,1.09
1.09,1.08,1.13,1.08
1.07,1.05,1.10,1.05
1.04,1.05,1.10,1.02
1.05,1.04,1.10,1.02
1.04,1.02,1.05,0.97
1.02,0.97,1.06,0.96
0.97,0.90,1.00,0.87
0.90,0.74,0.90,0.74
0.74,0.65,0.74,0.59
0.68,0.84,0.88,0.68
0.88,0.86,1.00,0.85
0.90,0.90,0.94,0.88
0.90,0.81,0.90,0.81
0.81,0.79,0.85,0.76
0.82,0.86,0.86,0.81
0.85,0.85,0.90,0.81
0.87,0.92,0.96,0.87
0.94,0.85,0.97,0.85
0.86,0.88,0.96,0.86
0.90,0.87,0.94,0.87
0.88,0.87,0.92,0.86
0.88,0.88,0.92,0.86
0.89,0.87,0.90,0.87
0.87,0.90,0.90,0.87
0.93,0.89,0.95,0.89
0.92,0.90,0.95,0.90
0.92,0.95,0.95,0.91
0.96,0.96,1.07,0.96
0.99,1.02,1.04,0.99
1.04,1.00,1.07,1.00
1.00,1.07,1.09,1.00
1.07,1.15,1.37,1.07
1.16,1.13,1.24,1.07
1.13,1.13,1.25,1.10
1.15,1.11,1.18,1.10
1.10,1.14,1.15,1.09
1.14,1.10,1.17,1.10
1.10,1.10,1.12,1.04
1.09,1.03,1.10,1.02
1.05,1.03,1.06,1.03
1.03,1.07,1.07,1.01
1.07,1.06,1.07,1.03
1.05,1.05,1.06,1.03
1.05,1.03,1.05,0.97
1.03,1.02,1.04,1.00
1.03,1.00,1.05,0.98
1.00,0.99,1.02,0.96
1.00,0.99,1.02,0.98
1.00,0.97,1.00,0.97
0.98,0.97,0.99,0.96
0.97,0.97,1.00,0.96
0.98,0.97,0.98,0.96
0.95,0.95,0.97,0.93
0.94,0.90,0.97,0.90
0.91,0.89,0.95,0.89
0.88,0.86,0.93,0.86
0.86,0.84,0.88,0.84
0.85,0.84,0.89,0.84
0.84,0.88,0.89,0.84
0.91,0.93,0.99,0.91
0.85,0.99,1.07,0.85
0.99,0.96,1.01,0.95
0.99,0.93,0.99,0.92
0.95,0.95,0.97,0.92
0.94,0.93,0.95,0.92
0.93,0.95,0.98,0.93
0.97,0.99,1.06,0.95
0.98,1.02,1.03,0.97
1.03,1.20,1.34,1.01
1.19,1.54,1.56,1.16
1.55,1.38,1.55,1.22
1.28,1.15,1.49,1.05
1.13,1.11,1.16,1.07
1.12,1.08,1.15,1.01
1.08,1.06,1.11,1.06
1.06,1.08,1.10,1.05
1.06,1.03,1.07,1.03
1.03,1.03,1.06,1.01
1.02,1.10,1.10,1.00
1.11,1.07,1.14,1.05
1.07,1.04,1.07,1.02
1.04,1.08,1.08,1.04
1.07,1.05,1.08,1.04
1.07,1.03,1.07,1.01
1.04,1.05,1.06,1.01
1.03,1.01,1.04,1.01
1.00,1.03,1.04,1.00
1.03,1.02,1.04,1.02
1.02,1.10,1.12,1.02
1.16,1.10,1.17,1.05
1.09,1.07,1.11,1.04
1.08,1.07,1.08,1.04
1.06,1.05,1.07,1.01
1.04,1.06,1.06,1.03
1.05,1.03,1.05,1.01
1.01,1.01,1.05,1.00
1.01,1.01,1.03,1.01
1.02,0.99,1.03,0.96
1.00,1.03,1.03,0.93
1.03,0.99,1.03,0.98
0.99,0.95,1.00,0.95
0.97,0.99,1.00,0.95
0.98,0.98,1.01,0.97
0.98,0.98,0.99,0.96
0.97,0.97,1.02,0.96
0.99,0.97,1.00,0.96
0.98,0.95,0.98,0.95
0.95,0.94,0.97,0.93
0.95,0.96,0.97,0.93
0.96,0.95,0.99,0.94
0.94,0.91,0.94,0.91
0.91,0.90,0.93,0.89
0.91,0.87,0.91,0.85
0.87,0.86,0.87,0.85
0.87,0.94,0.95,0.86
0.94,0.92,0.96,0.91
0.90,0.91,0.95,0.90
0.90,0.87,0.91,0.86
0.87,0.87,1.00,0.87
0.87,0.89,0.91,0.87
0.89,0.88,0.89,0.88
0.88,0.88,0.89,0.86
0.89,0.85,0.90,0.85
0.85,0.90,0.91,0.85
0.89,0.88,0.90,0.87
0.89,0.88,0.90,0.87
0.87,0.86,0.89,0.85
0.86,0.88,0.88,0.86
0.88,0.86,0.89,0.86
0.86,0.84,0.87,0.84
0.84,0.80,0.85,0.79
0.90,0.81,0.90,0.77
0.84,0.79,0.84,0.79
0.79,0.77,0.82,0.75
0.78,0.78,0.83,0.77
0.81,0.82,0.82,0.77
0.82,0.82,0.83,0.80
0.80,0.82,0.84,0.78
0.82,0.78,0.82,0.76
0.77,0.77,0.79,0.77
0.79,0.79,0.79,0.77
0.78,0.78,0.79,0.77
0.80,0.75,0.80,0.75
0.75,0.68,0.75,0.65
0.68,0.69,0.71,0.68
0.68,0.68,0.69,0.67
0.68,0.67,0.68,0.65
0.65,0.64,0.68,0.64
0.66,0.61,0.66,0.59
0.61,0.60,0.63,0.60
0.61,0.62,0.63,0.57
0.61,0.63,0.65,0.61
0.64,0.62,0.64,0.59
0.61,0.59,0.62,0.59
0.59,0.59,0.60,0.55
0.60,0.65,0.68,0.56
0.64,0.62,0.67,0.60
0.62,0.58,0.63,0.56
0.58,0.56,0.58,0.54
0.56,0.55,0.59,0.54
0.55,0.62,0.65,0.52
0.63,0.60,0.63,0.56
0.60,0.57,0.62,0.56
0.56,0.61,0.61,0.56
0.58,0.60,0.60,0.58
0.58,0.59,0.61,0.58
0.60,0.57,0.62,0.57
0.56,0.55,0.57,0.54
0.55,0.61,0.63,0.55
0.65,0.67,0.75,0.62
0.68,0.81,0.89,0.68
0.80,0.70,0.84,0.69
0.68,0.64,0.68,0.63
0.67,0.70,0.72,0.64
0.72,0.67,0.73,0.65
0.68,0.66,0.69,0.64
0.65,0.63,0.69,0.61
0.63,0.62,0.67,0.61
0.62,0.62,0.62,0.61
0.61,0.64,0.68,0.61
0.66,0.67,0.68,0.64
0.68,0.64,0.68,0.64
0.65,0.60,0.65,0.60
0.60,0.61,0.65,0.60
0.62,0.59,0.64,0.58
0.61,0.62,0.68,0.61
0.64,0.63,0.66,0.61
0.65,0.62,0.65,0.61
0.66,0.60,0.66,0.60
0.61,0.60,0.62,0.59
0.60,0.60,0.60,0.58
0.60,0.55,0.60,0.55
0.55,0.56,0.60,0.55
0.56,0.55,0.57,0.55
0.56,0.55,0.59,0.55
0.55,0.58,0.59,0.54
0.57,0.57,0.60,0.56
0.58,0.55,0.65,0.55
0.57,0.56,0.59,0.56
0.56,0.57,0.58,0.55
0.57,0.55,0.57,0.55
0.56,0.58,0.60,0.56
0.60,0.53,0.63,0.52
0.54,0.55,0.56,0.54
0.53,0.54,0.57,0.53
0.53,0.52,0.57,0.52
0.53,0.50,0.55,0.47
0.50,0.45,0.54,0.45
0.46,0.48,0.51,0.46
0.48,0.45,0.52,0.45
0.46,0.45,0.48,0.45
0.47,0.59,0.60,0.47
0.59,0.71,0.77,0.58
0.72,0.70,0.74,0.65
0.70,0.80,0.89,0.66
0.77,1.17,1.30,0.76
1.17,0.95,1.19,0.92
0.92,0.92,1.05,0.90
0.87,0.85,0.90,0.78
0.90,1.06,1.09,0.88
1.12,1.07,1.20,1.01
1.12,1.04,1.15,1.04
1.08,0.99,1.10,0.95
0.96,0.94,1.00,0.90
0.94,0.93,0.96,0.92
0.93,1.02,1.05,0.93
1.05,1.10,1.15,0.99
1.08,1.13,1.17,1.07
1.13,1.15,1.15,1.08
1.17,1.07,1.18,1.07
1.04,1.04,1.06,1.03
1.09,1.04,1.10,1.04
1.06,1.03,1.07,1.02
1.05,0.97,1.05,0.91
0.96,0.89,0.96,0.88
0.89,0.89,0.95,0.89
0.89,0.85,0.93,0.85
0.86,0.86,0.90,0.85
0.85,0.84,0.87,0.79
0.87,0.85,0.89,0.83
0.83,0.97,1.03,0.83
0.96,0.95,1.01,0.90
0.93,0.94,0.97,0.91
0.94,0.93,0.94,0.89
0.94,0.92,0.99,0.92
1.00,0.92,1.00,0.89
0.90,0.85,0.94,0.82
0.85,0.85,0.90,0.77
0.85,0.81,0.88,0.80
0.80,0.70,0.80,0.70
0.70,0.77,0.85,0.65
0.80,0.81,0.82,0.77
0.85,0.81,0.85,0.80
0.79,0.81,0.85,0.76
0.85,0.83,0.88,0.81
0.79,0.82,0.86,0.75
0.85,0.83,0.88,0.82
0.80,0.75,0.81,0.69
0.73,0.73,0.74,0.69
0.78,0.73,0.78,0.70
0.72,0.73,0.76,0.72
0.76,0.81,0.82,0.72
0.80,0.80,0.81,0.80
0.78,0.86,0.86,0.77
0.85,0.83,0.86,0.77
0.80,0.83,0.85,0.80
0.83,0.79,0.83,0.77
0.83,0.78,0.85,0.77
0.75,0.77,0.80,0.72
0.81,0.80,0.82,0.73
0.82,0.79,0.85,0.78
0.80,0.78,0.82,0.77
0.82,0.80,0.85,0.78
0.78,0.81,0.81,0.78
0.84,0.80,0.84,0.80
0.85,0.81,0.85,0.79
0.88,0.83,0.88,0.80
0.83,0.86,0.88,0.82
0.85,0.83,0.85,0.78
0.84,0.78,0.85,0.78
0.78,0.82,0.83,0.78
0.83,0.78,0.83,0.78
0.79,0.81,0.83,0.78
0.79,0.75,0.80,0.75
0.80,0.79,0.80,0.75
0.79,0.80,0.80,0.76
0.81,0.80,0.82,0.77
0.76,0.79,0.81,0.76
0.76,0.76,0.81,0.75
0.75,0.72,0.75,0.69
0.72,0.73,0.75,0.72
0.70,0.76,0.78,0.70
0.77,0.80,0.80,0.70
0.80,0.79,0.80,0.75
0.75,0.73,0.79,0.70
0.71,0.71,0.75,0.70
0.75,0.73,0.75,0.72
0.74,0.74,0.74,0.72
0.71,0.71,0.73,0.68
0.73,0.71,0.73,0.67
0.71,0.73,0.75,0.71
0.75,0.71,0.75,0.70
0.72,0.71,0.72,0.69
0.71,0.70,0.74,0.70
0.70,0.72,0.72,0.67
0.69,0.73,0.73,0.67
0.71,0.70,0.72,0.69
0.70,0.72,0.72,0.67
0.73,0.66,0.73,0.66
0.65,0.66,0.72,0.65
0.71,0.72,0.72,0.68
0.72,0.70,0.72,0.69
0.72,0.73,0.76,0.68
0.70,0.70,0.75,0.67
0.70,0.69,0.70,0.68
0.72,0.65,0.72,0.63
0.63,0.68,0.70,0.62
0.69,0.67,0.70,0.64
0.70,0.68,0.70,0.62
0.69,0.67,0.70,0.62
0.64,0.64,0.66,0.60
0.65,0.64,0.65,0.60
0.65,0.68,0.69,0.64
0.65,0.68,0.68,0.62
0.65,0.67,0.69,0.62
0.64,0.62,0.66,0.61
0.63,0.63,0.63,0.63
0.61,0.65,0.67,0.61
0.60,0.63,0.70,0.60
0.62,0.61,0.63,0.61
0.61,0.64,0.70,0.61
0.63,0.65,0.65,0.63
0.66,0.63,0.66,0.61
0.63,0.66,0.66,0.63
0.67,0.62,0.68,0.61
0.65,0.60,0.67,0.60
0.61,0.62,0.63,0.61
0.60,0.64,0.66,0.59
0.61,0.62,0.63,0.59
2.00,1.98,2.00,1.98
1.95,1.82,1.95,1.66
1.95,1.40,1.95,1.29
1.35,1.30,1.39,1.25
1.30,1.49,1.50,1.28
1.50,1.50,1.50,1.38
1.65,1.76,1.95,1.40
1.74,1.81,1.84,1.60
1.85,1.69,1.85,1.65
1.76,1.60,1.80,1.51
1.55,1.51,1.65,1.51
1.50,1.50,1.59,1.50
1.51,1.51,1.66,1.50
1.53,1.57,1.63,1.53
1.51,1.70,1.84,1.51
1.79,1.73,1.83,1.70
1.72,1.75,1.80,1.71
1.78,1.81,2.10,1.71
1.76,1.81,1.89,1.76
1.80,1.80,1.85,1.75
2.17,1.80,2.28,1.56
1.79,1.79,1.95,1.74
1.80,1.94,1.94,1.72
1.94,2.14,2.14,1.79
2.07,2.02,2.13,1.96
1.96,1.96,1.97,1.84
1.92,1.78,1.98,1.78
1.86,2.14,2.15,1.80
2.10,1.90,2.10,1.86
1.85,1.95,2.04,1.85
1.90,2.07,2.07,1.90
2.06,2.05,2.06,1.90
2.02,2.02,2.05,2.01
2.01,2.04,2.10,1.99
2.05,2.10,2.19,2.02
2.17,2.19,2.19,2.10
2.18,2.10,2.22,2.07
2.09,2.08,2.18,2.05
2.10,2.20,2.20,2.08
2.21,2.04,2.21,1.96
2.04,2.15,2.16,2.02
2.17,2.24,2.29,2.17
2.25,2.26,2.30,2.19
2.29,2.37,2.37,2.26
2.34,2.37,2.49,2.21
2.48,2.47,2.48,2.40
2.45,2.42,2.47,2.42
2.43,2.38,2.43,2.30
2.43,2.49,2.49,2.38
2.49,2.69,2.70,2.49
2.67,3.00,3.09,2.63
3.08,2.92,3.13,2.85
2.95,2.76,2.95,2.75
2.76,2.73,2.99,2.70
2.73,2.66,2.73,2.54
2.68,2.58,2.68,2.35
2.61,2.50,2.61,2.50
2.55,2.55,2.57,2.48
2.68,2.65,2.75,2.56
2.70,2.50,2.81,2.47
2.55,2.53,2.64,2.45
2.43,2.50,2.55,2.43
2.53,2.62,2.68,2.52
2.64,2.55,2.65,2.45
2.61,2.50,2.61,2.48
2.50,2.50,2.54,2.45
2.50,2.50,2.53,2.47
2.34,2.47,2.49,2.33
2.46,2.46,2.48,2.45
2.45,2.32,2.46,2.32
2.35,2.22,2.37,2.21
2.25,2.23,2.26,2.19
2.19,2.44,2.44,2.19
2.39,2.26,2.44,2.25
2.26,2.27,2.44,2.25
2.33,2.25,2.33,2.20
2.21,2.14,2.25,2.06
2.15,2.18,2.23,2.10
2.06,2.00,2.08,1.97
1.96,2.00,2.04,1.93
2.03,2.20,2.28,2.03
2.19,2.07,2.19,1.99
2.00,2.05,2.07,1.99
2.02,2.00,2.06,1.99
2.03,2.10,2.18,1.99
2.13,2.25,2.60,2.06
2.29,2.25,2.39,2.24
2.26,2.22,2.26,2.17
2.19,2.11,2.27,2.06
2.12,2.34,2.34,2.08
2.30,2.23,2.36,2.22
2.17,2.33,2.33,2.06
2.30,2.31,2.32,2.17
2.27,2.25,2.29,2.16
2.23,2.30,2.35,2.16
2.35,2.33,2.35,2.16
2.28,2.26,2.28,2.22
2.18,2.24,2.25,2.18
2.20,2.18,2.20,2.18
2.18,2.18,2.19,2.16
2.37,2.18,2.37,2.16
2.16,2.16,2.20,2.15
2.17,2.20,2.28,2.05
2.13,2.10,2.13,2.03
2.19,2.10,2.19,2.00
2.02,2.00,2.04,1.99
2.03,1.99,2.03,1.92
1.96,2.00,2.02,1.92
2.00,1.97,2.00,1.91
1.92,1.96,2.04,1.92
1.96,1.90,2.03,1.90
1.98,1.99,2.00,1.91
1.99,1.99,2.01,1.95
1.98,2.10,2.15,1.96
2.04,2.02,2.15,1.98
1.98,2.06,2.07,1.98
2.06,2.00,2.06,1.98
1.99,2.02,2.02,1.97
1.96,1.95,1.98,1.85
1.96,1.99,2.00,1.94
1.97,2.00,2.00,1.94
1.95,1.96,2.00,1.94
2.06,2.00,2.07,2.00
2.00,2.00,2.00,1.96
2.01,2.00,2.05,1.90
1.98,1.99,2.00,1.90
1.95,1.94,2.00,1.90
1.92,1.93,1.95,1.90
1.93,1.98,2.00,1.85
1.97,1.94,1.98,1.94
1.85,1.88,1.95,1.85
1.89,2.00,2.00,1.88
1.99,1.89,2.00,1.88
1.94,1.99,1.99,1.89
1.94,1.90,2.07,1.88
1.90,1.91,1.94,1.86
1.90,1.88,1.95,1.85
1.86,1.80,1.92,1.80
1.89,1.80,1.89,1.80
1.80,1.88,1.89,1.75
1.83,1.87,1.88,1.80
1.78,1.76,1.89,1.75
1.89,1.87,1.90,1.75
1.91,1.86,1.91,1.82
1.82,1.80,1.90,1.75
1.80,1.79,1.80,1.75
1.79,1.84,1.84,1.79
1.84,1.85,1.85,1.76
1.80,1.76,1.85,1.75
1.77,1.78,1.79,1.76
1.72,1.77,1.78,1.71
1.76,1.79,1.79,1.72
1.78,1.80,1.80,1.78
1.77,1.65,1.79,1.65
1.67,1.72,1.72,1.67
1.67,1.64,1.76,1.61
1.65,1.75,1.77,1.64
1.70,1.74,1.75,1.67
1.71,1.70,1.74,1.69
1.69,1.75,1.75,1.69
1.73,1.71,1.77,1.70
1.75,1.80,1.80,1.70
1.79,1.85,1.89,1.71
1.85,1.86,1.88,1.72
1.80,1.81,1.88,1.73
1.78,1.80,1.86,1.78
1.76,1.69,1.76,1.67
1.69,1.66,1.70,1.61
1.60,1.55,1.68,1.51
1.55,1.60,1.63,1.55
1.55,1.53,1.62,1.50
1.54,1.55,1.60,1.52
1.54,1.52,1.54,1.52
1.55,1.60,1.60,1.55
1.61,1.61,1.69,1.55
1.61,1.61,1.61,1.55
1.55,1.64,1.66,1.55
1.67,1.65,1.67,1.60
1.65,1.95,2.05,1.65
1.97,2.00,2.10,1.95
2.03,1.96,2.07,1.96
2.00,1.99,2.10,1.79
1.84,2.09,2.10,1.70
2.00,1.89,2.00,1.82
1.90,1.89,1.96,1.88
1.90,1.80,1.90,1.80
1.89,1.87,1.89,1.80
1.88,1.84,1.88,1.80
1.88,1.78,1.95,1.78
1.80,1.83,1.83,1.76
1.85,1.75,1.85,1.70
1.72,1.84,1.85,1.70
1.77,1.82,1.83,1.71
1.80,1.85,1.86,1.78
1.73,1.67,1.83,1.67
1.69,1.76,1.79,1.69
1.75,1.75,1.77,1.69
1.70,1.68,1.70,1.67
1.67,1.73,1.73,1.66
1.68,1.66,1.70,1.66
1.72,1.75,1.75,1.70
1.78,1.69,1.78,1.66
1.66,1.65,1.70,1.62
1.68,1.68,1.69,1.62
1.66,1.68,1.68,1.61
1.65,1.64,1.66,1.60
1.63,1.60,1.64,1.60
1.60,1.58,1.60,1.58
1.57,1.54,1.58,1.54
1.53,1.54,1.56,1.53
1.58,1.54,1.58,1.52
1.52,1.57,1.57,1.52
1.53,1.55,1.65,1.52
1.52,1.57,1.57,1.50
1.57,1.54,1.57,1.50
1.51,1.53,1.54,1.50
1.50,1.51,1.53,1.50
1.50,1.54,1.59,1.50
1.52,1.58,1.60,1.50
1.59,1.65,1.65,1.58
1.68,1.60,1.69,1.53
1.55,1.53,1.60,1.51
1.56,1.64,1.67,1.56
1.60,1.66,1.67,1.50
1.60,1.55,1.65,1.53
1.55,1.59,1.60,1.52
1.61,1.67,1.68,1.60
1.63,1.89,1.90,1.63
1.89,1.89,1.89,1.70
1.78,1.87,1.87,1.77
1.85,1.85,1.85,1.74
1.76,1.82,1.82,1.61
1.85,1.75,1.85,1.66
1.75,1.68,1.75,1.65
1.69,1.69,1.69,1.68
1.65,1.61,1.65,1.51
1.53,1.58,1.62,1.52
1.57,1.63,1.63,1.52
1.57,1.86,1.86,1.52
1.70,1.84,1.84,1.70
1.77,1.71,1.85,1.70
1.78,1.86,1.86,1.73
1.81,1.86,1.86,1.74
1.71,1.89,1.89,1.71
1.73,1.79,1.87,1.73
1.80,1.71,1.82,1.66
1.71,1.70,1.82,1.68
1.69,1.63,1.85,1.61
1.65,1.61,1.70,1.61
1.63,1.61,1.70,1.60
1.60,1.80,1.80,1.55
1.76,2.08,2.08,1.64
2.01,1.82,2.20,1.81
1.90,1.91,1.95,1.71
1.92,1.75,1.92,1.75
1.82,1.99,2.20,1.82
2.00,1.94,2.15,1.93
2.01,2.05,2.06,1.83
2.09,2.02,2.15,2.00
2.01,1.98,2.01,1.91
2.01,2.19,2.20,1.97
2.32,2.20,2.43,2.00
2.27,2.30,2.30,2.19
2.24,2.32,2.46,2.23
2.30,2.45,2.46,2.30
2.42,2.39,2.42,2.34
2.34,2.28,2.34,2.08
2.24,2.24,2.27,2.20
2.20,2.22,2.25,2.20
2.22,2.28,2.28,2.16
2.22,2.22,2.27,2.20
2.22,2.15,2.28,2.11
2.15,2.26,2.29,2.15
2.33,2.34,2.38,2.19
2.38,2.16,2.38,2.13
2.16,2.12,2.21,2.06
2.11,1.98,2.11,1.98
2.07,1.97,2.10,1.97
1.97,2.03,2.10,1.97
2.11,2.14,2.15,2.03
2.09,2.14,2.21,2.01
2.10,2.02,2.21,2.02
2.09,2.05,2.19,2.04
2.05,2.06,2.13,2.05
2.12,2.05,2.12,2.05
2.05,2.26,2.26,2.03
2.25,2.24,2.28,2.10
2.12,2.15,2.17,2.07
2.12,2.20,2.20,2.07
2.19,2.20,2.23,2.10
2.18,2.16,2.24,2.15
2.12,2.12,2.18,2.08
2.18,2.15,2.20,2.13
2.15,2.07,2.15,2.07
2.07,2.06,2.15,2.06
2.06,2.04,2.06,2.01
2.01,2.00,2.06,2.00
2.00,2.00,2.06,1.96
2.06,1.96,2.07,1.95
2.01,1.95,2.03,1.95
2.05,1.96,2.05,1.96
1.95,1.98,2.01,1.95
2.00,2.06,2.20,2.00
2.04,1.99,2.04,1.95
2.04,1.99,2.15,1.99
2.00,2.00,2.01,1.97
1.98,1.99,2.01,1.98
2.03,2.00,2.03,1.98
2.00,1.96,2.00,1.94
1.94,2.00,2.10,1.94
1.96,1.94,2.00,1.90
1.94,2.07,2.07,1.94
2.00,2.09,2.09,1.96
2.01,1.98,2.04,1.98
2.00,1.92,2.00,1.92
1.96,2.00,2.01,1.96
2.00,1.98,2.00,1.98
1.91,2.00,2.06,1.91
2.02,1.91,2.02,1.90
1.95,1.92,1.97,1.92
1.96,1.95,1.96,1.90
1.92,1.92,2.05,1.91
1.97,2.03,2.04,1.91
2.02,1.96,2.08,1.95
1.97,2.02,2.02,1.97
1.99,2.00,2.00,1.97
1.92,1.99,2.12,1.92
1.95,1.94,2.07,1.90
1.92,1.95,1.98,1.92
1.93,1.90,1.95,1.90
1.94,2.01,2.01,1.92
1.97,1.96,1.99,1.90
1.90,1.93,1.99,1.90
1.93,1.95,1.97,1.92
1.90,1.94,1.95,1.90
1.94,1.97,1.98,1.91
1.94,1.93,1.95,1.93
1.91,2.01,2.01,1.91
2.02,1.93,2.05,1.91
1.93,1.98,1.98,1.93
1.98,1.98,2.02,1.98
2.02,1.95,2.02,1.95
1.94,1.93,1.96,1.92
1.92,1.91,2.00,1.91
1.92,1.96,1.96,1.92
1.95,1.91,2.00,1.91
1.96,1.93,1.96,1.93
1.96,1.94,1.96,1.94
1.91,1.91,1.95,1.90
1.92,1.92,1.93,1.90
1.95,2.02,2.02,1.92
2.02,2.06,2.16,2.00
2.09,2.08,2.09,2.03
2.10,2.56,3.58,2.08
2.69,2.75,3.31,2.60
2.69,2.58,2.93,2.50
2.55,2.70,2.88,2.54
2.63,2.76,2.82,2.63
2.72,2.70,2.74,2.59
2.77,2.63,2.82,2.52
2.70,2.66,2.70,2.51
2.60,2.69,2.82,2.60
2.78,2.65,2.78,2.60
2.61,2.65,2.77,2.59
2.61,2.78,2.79,2.40
2.70,2.68,2.70,2.63
2.70,2.64,2.70,2.61
2.61,2.61,2.65,2.55
2.55,2.43,2.65,2.40
2.47,2.43,2.55,2.41
2.40,2.38,2.48,2.37
2.43,2.50,2.57,2.30
2.43,2.40,2.45,2.36
2.35,2.48,2.48,2.35
2.48,2.55,2.67,2.45
2.55,2.41,2.55,2.41
2.50,2.32,2.50,2.30
2.31,2.37,2.41,2.19
2.32,2.36,2.40,2.30
2.33,2.58,2.68,2.30
