NYNY,Empire Resorts,NASDAQ
22.15,22.55,22.95,21.70
22.55,23.45,24.00,22.55
23.65,24.65,24.90,23.10
24.90,24.90,25.00,24.90
24.80,25.10,25.19,24.80
24.70,24.05,24.70,24.05
24.15,23.60,24.65,23.60
23.80,23.70,24.20,23.50
23.50,22.75,23.50,22.62
22.90,22.80,23.50,22.70
22.55,22.80,23.00,22.55
22.77,22.55,22.85,22.50
22.90,22.95,22.95,22.65
22.88,22.95,23.10,22.80
22.75,22.85,23.00,22.75
23.00,22.90,23.30,22.81
22.90,22.75,22.90,22.40
22.80,22.75,23.00,22.20
22.65,23.20,23.20,22.65
22.91,22.60,23.01,22.60
22.55,23.75,24.00,22.55
23.55,22.75,23.70,22.59
23.00,23.10,23.35,23.00
23.15,23.15,23.30,23.03
23.03,23.05,23.23,23.03
23.00,23.50,23.90,23.00
