ARCW,ARC Group Worldwide,NASDAQ
1.06,1.06,1.06,1.06
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.06,1.09,1.09,1.06
1.12,1.06,1.14,1.06
1.06,1.18,1.20,1.06
1.18,1.20,1.20,1.14
1.13,1.13,1.13,1.13
1.14,1.12,1.14,1.12
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.05,1.05,1.05,1.05
1.05,1.05,1.06,1.05
1.05,1.08,1.08,1.05
1.05,1.05,1.05,1.05
N/A,N/A,N/A,N/A
1.06,1.05,1.06,1.05
1.07,1.07,1.07,1.07
1.08,1.09,1.09,1.08
1.10,1.09,1.10,1.09
1.09,1.09,1.09,1.09
1.09,1.10,1.10,1.09
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.10,1.10,1.10,1.10
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.19,1.19,1.19,1.19
1.10,1.10,1.10,1.10
1.11,1.11,1.11,1.11
1.20,1.13,1.20,1.13
1.19,1.16,1.20,1.12
1.13,1.13,1.13,1.13
N/A,N/A,N/A,N/A
1.14,1.14,1.14,1.14
1.14,1.12,1.14,1.12
1.12,1.12,1.13,1.12
1.12,1.12,1.12,1.12
1.10,1.10,1.10,1.10
1.13,1.13,1.13,1.13
1.14,1.15,1.20,1.14
1.14,1.14,1.14,1.14
1.14,1.20,1.26,1.14
N/A,N/A,N/A,N/A
1.12,1.26,1.26,1.12
1.26,1.13,1.26,1.12
1.12,1.13,1.15,1.12
1.13,1.13,1.14,1.13
1.12,1.14,1.14,1.12
1.21,1.12,1.21,1.12
1.22,1.12,1.22,1.12
1.12,1.12,1.13,1.12
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.14,1.14,1.14,1.14
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
N/A,N/A,N/A,N/A
1.12,1.22,1.22,1.12
1.21,1.22,1.22,1.21
1.22,1.22,1.24,1.22
N/A,N/A,N/A,N/A
1.00,1.00,1.00,1.00
1.20,1.18,1.20,1.18
1.12,1.13,1.13,1.12
nan,1.14,nan,nan
N/A,N/A,N/A,N/A
1.14,1.21,1.22,1.14
1.13,1.13,1.13,1.13
1.23,1.23,1.23,1.23
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.14,1.14,1.14,1.14
1.14,1.15,1.15,1.14
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.15,1.15,1.15,1.15
1.16,1.16,1.16,1.16
nan,1.16,nan,nan
1.15,1.23,1.23,1.15
1.15,1.14,1.15,1.14
1.14,1.12,1.14,1.12
1.10,1.10,1.10,1.10
1.12,1.12,1.12,1.12
1.10,1.10,1.10,1.10
N/A,N/A,N/A,N/A
1.08,0.98,1.08,0.94
1.13,1.13,1.13,1.13
1.18,1.18,1.18,1.18
nan,1.18,nan,nan
nan,1.16,nan,nan
1.10,1.03,1.10,1.03
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.06,1.06,1.06,1.06
1.10,1.10,1.10,1.10
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.02,1.16,1.16,1.01
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
nan,1.14,nan,nan
1.06,1.09,1.09,1.06
1.14,1.10,1.15,1.10
nan,1.09,nan,nan
nan,1.09,nan,nan
1.16,1.14,1.20,1.14
N/A,N/A,N/A,N/A
1.14,1.14,1.14,1.14
nan,1.10,nan,nan
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.15,1.15,1.10
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.10,1.10,1.10,1.10
1.10,1.10,1.12,1.09
1.16,1.18,1.20,1.16
1.18,1.14,1.18,1.14
N/A,N/A,N/A,N/A
1.10,1.15,1.15,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.09,1.09,1.09,1.09
1.05,1.05,1.05,1.05
1.06,1.08,1.08,1.06
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.08
1.08,1.08,1.08,1.08
N/A,N/A,N/A,N/A
1.17,1.08,1.17,1.08
1.16,1.16,1.16,1.16
N/A,N/A,N/A,N/A
nan,1.11,nan,nan
N/A,N/A,N/A,N/A
1.08,1.08,1.10,1.06
1.05,1.04,1.05,1.04
1.09,1.09,1.09,1.09
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.05,1.00,1.05,1.00
0.97,0.99,0.99,0.96
0.96,0.96,0.96,0.94
0.96,1.00,1.00,0.96
1.00,1.00,1.00,1.00
0.98,0.98,0.98,0.98
1.00,1.00,1.00,0.98
1.02,0.96,1.02,0.96
0.95,0.95,0.95,0.94
0.90,0.83,1.00,0.83
0.84,0.88,0.88,0.83
0.90,0.94,0.94,0.88
0.94,0.92,0.97,0.92
0.94,1.04,1.06,0.94
1.04,1.02,1.04,1.01
1.03,1.02,1.03,1.01
1.01,1.01,1.04,0.97
1.01,1.01,1.09,0.98
1.01,1.06,1.06,1.00
1.09,1.14,1.15,1.09
1.14,1.17,1.17,1.14
1.16,1.18,1.18,1.16
1.17,1.11,1.17,1.11
1.12,1.11,1.15,1.00
N/A,N/A,N/A,N/A
1.12,1.14,1.14,1.08
1.14,1.14,1.14,1.14
nan,1.14,nan,nan
1.14,1.15,1.15,1.09
1.15,1.18,1.18,1.13
N/A,N/A,N/A,N/A
1.16,1.17,1.17,1.16
1.14,1.12,1.14,1.10
1.14,1.14,1.14,1.14
1.11,1.14,1.16,1.11
N/A,N/A,N/A,N/A
1.13,1.15,1.15,1.11
1.16,1.18,1.18,1.16
1.14,1.15,1.15,1.09
1.15,1.15,1.15,1.15
N/A,N/A,N/A,N/A
1.10,1.16,1.17,1.10
1.12,1.12,1.15,1.12
1.18,1.16,1.18,1.16
1.18,1.18,1.18,1.18
1.15,1.15,1.15,1.15
N/A,N/A,N/A,N/A
1.14,1.15,1.15,1.14
1.18,1.18,1.18,1.18
1.13,1.15,1.15,1.15
1.16,1.15,1.18,1.13
1.10,1.16,1.18,1.10
nan,1.10,nan,nan
nan,1.10,nan,nan
1.13,1.14,1.14,1.13
1.15,1.13,1.16,1.12
N/A,N/A,N/A,N/A
1.15,1.14,1.15,1.14
1.15,1.15,1.15,1.15
1.17,1.16,1.19,1.16
1.18,1.17,1.19,1.17
1.18,1.19,1.19,1.18
1.19,1.18,1.20,1.18
1.19,1.20,1.21,1.19
1.20,1.20,1.22,1.20
N/A,N/A,N/A,N/A
1.17,1.16,1.17,1.16
1.17,1.17,1.17,1.17
1.19,1.20,1.20,1.19
1.22,1.18,1.24,1.18
1.20,1.20,1.21,1.19
1.20,1.22,1.22,1.20
1.20,1.20,1.21,1.20
1.22,1.22,1.22,1.22
N/A,N/A,N/A,N/A
1.22,1.20,1.22,1.20
1.21,1.20,1.21,1.20
N/A,N/A,N/A,N/A
1.21,1.21,1.21,1.21
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.24,1.25,1.25,1.24
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.24,1.20,1.24,1.20
N/A,N/A,N/A,N/A
1.20,1.20,1.20,1.20
1.19,1.20,1.20,1.18
N/A,N/A,N/A,N/A
1.20,1.20,1.20,1.20
1.20,1.18,1.20,1.18
1.20,1.20,1.20,1.20
1.19,1.19,1.19,1.19
N/A,N/A,N/A,N/A
1.19,1.19,1.19,1.19
1.19,1.19,1.19,1.19
1.20,1.20,1.20,1.20
nan,1.19,nan,nan
N/A,N/A,N/A,N/A
1.19,1.19,1.19,1.19
nan,1.19,nan,nan
N/A,N/A,N/A,N/A
1.19,1.21,1.21,1.19
1.22,1.22,1.22,1.22
1.22,1.22,1.22,1.22
nan,1.22,nan,nan
1.24,1.27,1.28,1.24
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
nan,1.22,nan,nan
nan,1.22,nan,nan
N/A,N/A,N/A,N/A
1.22,1.22,1.22,1.22
1.22,1.22,1.22,1.22
1.22,1.22,1.22,1.22
1.28,1.22,1.28,1.22
nan,1.24,nan,nan
1.28,1.22,1.28,1.22
1.20,1.20,1.22,1.20
1.22,1.20,1.22,1.20
1.20,1.20,1.20,1.20
1.24,1.19,1.24,1.19
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.21,1.21,1.21,1.20
N/A,N/A,N/A,N/A
1.00,1.00,1.00,1.00
N/A,N/A,N/A,N/A
1.00,1.00,1.00,1.00
N/A,N/A,N/A,N/A
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
N/A,N/A,N/A,N/A
1.20,1.20,1.20,1.20
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.00,1.00,1.00,1.00
1.24,1.24,1.24,1.24
1.26,1.26,1.26,1.26
1.00,1.00,1.00,1.00
1.20,1.20,1.20,1.20
N/A,N/A,N/A,N/A
1.20,1.20,1.20,1.20
1.19,1.19,1.19,1.19
1.19,1.19,1.19,1.19
1.19,1.19,1.23,1.19
N/A,N/A,N/A,N/A
1.20,1.18,1.20,1.18
1.19,1.18,1.24,1.18
1.18,1.18,1.22,1.18
1.20,1.20,1.24,1.20
1.18,1.18,1.19,1.18
1.18,1.21,1.23,1.18
1.19,1.20,1.24,1.19
1.26,1.26,1.26,1.26
1.00,1.00,1.00,1.00
1.20,1.22,1.22,1.20
1.19,1.18,1.19,1.18
1.19,1.18,1.19,1.18
1.16,1.15,1.17,1.15
N/A,N/A,N/A,N/A
1.13,1.13,1.13,1.13
N/A,N/A,N/A,N/A
nan,1.13,nan,nan
1.10,1.10,1.10,1.10
1.13,1.13,1.13,1.13
N/A,N/A,N/A,N/A
1.19,1.22,1.22,1.18
1.20,1.27,1.28,1.20
1.30,1.34,1.34,1.30
N/A,N/A,N/A,N/A
1.34,1.39,1.39,1.34
N/A,N/A,N/A,N/A
1.44,1.40,1.44,1.40
1.40,1.40,1.41,1.40
1.46,1.44,1.46,1.44
1.41,1.40,1.41,1.40
1.40,1.40,1.40,1.40
N/A,N/A,N/A,N/A
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.36,1.40,1.46,1.36
1.37,1.37,1.37,1.37
1.40,1.40,1.40,1.40
1.43,1.43,1.43,1.43
1.44,1.44,1.44,1.44
1.36,1.41,1.41,1.36
1.42,1.42,1.42,1.42
1.36,1.36,1.36,1.36
1.41,1.41,1.41,1.41
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.43,1.36,1.43,1.36
1.36,1.36,1.36,1.36
nan,1.36,nan,nan
1.36,1.36,1.38,1.30
1.36,1.27,1.38,1.27
nan,1.34,nan,nan
1.28,1.38,1.38,1.28
1.38,1.38,1.38,1.38
1.38,1.25,1.38,1.25
nan,1.38,nan,nan
nan,1.38,nan,nan
1.10,1.10,1.10,1.10
nan,1.10,nan,nan
1.28,1.22,1.30,1.21
1.19,1.23,1.43,1.19
1.20,1.28,1.28,1.20
1.24,1.24,1.24,1.24
1.42,1.35,1.42,1.35
1.43,1.24,1.43,1.24
1.43,1.35,1.43,1.35
nan,1.35,nan,nan
1.25,1.24,1.28,1.24
nan,1.24,nan,nan
nan,1.24,nan,nan
1.25,1.24,1.26,1.16
1.18,1.20,1.26,1.14
1.14,1.36,1.36,1.14
1.18,1.30,1.30,1.18
nan,1.28,nan,nan
1.18,1.18,1.18,1.18
nan,1.28,nan,nan
1.32,1.36,1.46,1.31
1.52,1.34,1.52,1.33
1.41,1.34,1.41,1.33
1.37,1.38,1.38,1.37
1.39,1.39,1.39,1.39
1.42,1.42,1.42,1.42
1.35,1.36,1.36,1.35
1.39,1.32,1.39,1.32
1.27,1.22,1.27,1.22
1.22,1.24,1.24,1.22
1.24,1.27,1.27,1.24
1.24,1.28,1.30,1.24
1.28,1.28,1.29,1.25
nan,1.28,nan,nan
1.00,1.00,1.00,1.00
nan,1.22,nan,nan
1.22,1.22,1.22,1.22
1.30,1.30,1.30,1.30
1.22,1.24,1.24,1.22
1.22,1.30,1.30,1.22
1.22,1.22,1.22,1.22
nan,1.22,nan,nan
1.29,1.25,1.29,1.25
1.23,1.23,1.23,1.23
1.23,1.23,1.23,1.23
1.22,1.22,1.22,1.22
1.22,1.22,1.22,1.22
1.23,1.23,1.23,1.23
nan,1.23,nan,nan
1.22,1.22,1.22,1.22
nan,1.22,nan,nan
1.22,1.22,1.22,1.22
nan,1.22,nan,nan
1.20,1.20,1.30,1.20
1.23,1.23,1.23,1.22
1.22,1.22,1.22,1.22
1.22,1.30,1.30,1.22
1.28,1.30,1.30,1.28
1.28,1.28,1.28,1.28
nan,1.28,nan,nan
1.26,1.26,1.26,1.26
nan,1.28,nan,nan
nan,1.28,nan,nan
1.22,1.24,1.24,1.22
nan,1.22,nan,nan
1.26,1.24,1.26,1.24
nan,1.22,nan,nan
nan,1.22,nan,nan
1.22,1.22,1.22,1.22
nan,1.22,nan,nan
nan,1.22,nan,nan
1.21,1.18,1.22,1.18
nan,1.18,nan,nan
1.14,1.15,1.15,0.88
1.02,1.19,1.19,1.02
1.20,1.18,1.20,1.18
nan,1.18,nan,nan
1.18,1.18,1.18,1.18
1.18,1.20,1.20,1.18
nan,1.20,nan,nan
nan,1.20,nan,nan
1.19,1.06,1.19,1.06
1.20,1.16,1.20,1.16
1.06,1.20,1.20,1.06
nan,1.16,nan,nan
1.20,1.20,1.20,1.20
1.18,1.17,1.18,1.17
nan,1.18,nan,nan
1.19,1.26,1.26,1.19
1.24,1.24,1.24,1.24
1.26,1.26,1.26,1.26
1.20,1.20,1.20,1.20
1.26,1.21,1.26,1.20
1.26,1.27,1.27,1.26
1.28,1.27,1.28,1.27
1.28,1.28,1.28,1.28
1.27,1.27,1.27,1.27
nan,1.29,nan,nan
1.30,1.30,1.30,1.28
1.30,1.31,1.32,1.30
1.32,1.32,1.32,1.32
N/A,N/A,N/A,N/A
2.14,2.14,2.14,2.14
2.38,2.51,3.43,2.38
2.46,3.07,3.07,2.40
2.50,2.92,2.92,2.50
2.38,2.92,2.92,2.38
nan,2.92,nan,nan
2.92,3.10,3.10,2.92
3.04,3.04,3.04,3.03
3.16,3.04,3.18,3.04
nan,3.04,nan,nan
nan,3.04,nan,nan
nan,3.04,nan,nan
3.18,3.10,3.18,3.10
2.90,2.90,2.90,2.90
2.92,2.94,2.94,2.90
nan,2.94,nan,nan
nan,2.94,nan,nan
2.94,2.92,2.94,2.92
2.95,2.95,2.95,2.95
nan,2.95,nan,nan
nan,2.95,nan,nan
2.93,2.92,2.95,2.92
2.97,2.97,2.97,2.97
nan,2.97,nan,nan
nan,2.97,nan,nan
2.94,2.94,2.94,2.94
2.90,2.90,2.90,2.90
2.88,2.80,2.88,2.80
nan,2.80,nan,nan
nan,2.80,nan,nan
2.80,2.88,2.88,2.80
2.88,2.88,2.88,2.88
2.84,2.80,2.84,2.80
2.80,2.84,2.84,2.80
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.85,2.84,2.85,2.84
nan,2.84,nan,nan
2.84,2.84,2.84,2.84
nan,2.84,nan,nan
nan,2.84,nan,nan
nan,2.84,nan,nan
2.90,2.90,2.90,2.90
2.85,2.80,2.85,2.66
nan,2.80,nan,nan
2.80,2.80,2.80,2.80
2.81,2.80,2.81,2.62
2.80,2.80,2.80,2.80
nan,2.80,nan,nan
nan,2.80,nan,nan
2.29,2.79,2.79,2.29
nan,2.78,nan,nan
nan,2.71,nan,nan
2.80,2.80,2.80,2.80
nan,2.80,nan,nan
2.80,2.80,2.80,2.80
2.71,2.71,nan,nan
nan,2.71,nan,nan
2.72,2.52,2.72,2.52
2.74,2.74,2.74,2.74
2.75,2.75,2.75,2.75
2.56,2.46,2.60,2.40
2.54,2.54,2.54,2.54
2.78,2.78,2.78,2.78
nan,2.78,nan,nan
nan,2.78,nan,nan
2.74,2.52,2.74,2.52
2.56,2.40,2.57,1.84
2.56,2.47,2.56,2.42
2.50,2.48,2.50,2.48
2.56,2.54,2.56,2.42
2.55,2.80,2.80,2.55
2.61,2.61,2.61,2.61
2.59,2.64,2.64,2.20
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.52,2.52,2.52,2.52
2.50,2.50,2.50,2.50
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.40,2.40,2.40,2.40
2.42,2.42,2.42,2.42
2.42,2.40,2.43,2.36
N/A,N/A,N/A,N/A
2.00,2.00,2.00,2.00
N/A,N/A,N/A,N/A
2.38,2.38,2.38,2.38
2.40,2.38,2.40,2.38
N/A,N/A,N/A,N/A
2.39,2.38,2.39,2.30
2.52,2.52,2.52,2.52
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.46,2.42,2.46,2.40
N/A,N/A,N/A,N/A
2.42,2.42,2.42,2.42
2.49,2.40,2.49,2.40
2.40,2.38,2.41,2.38
2.38,2.41,2.41,2.38
2.39,2.39,2.39,2.39
2.39,2.39,2.39,2.39
2.40,2.40,2.40,2.40
N/A,N/A,N/A,N/A
2.40,2.39,2.41,2.39
2.40,2.39,2.40,2.39
2.38,2.38,2.38,2.38
2.39,2.37,2.39,2.37
2.37,2.37,2.38,2.37
2.36,2.37,2.37,2.36
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.38,2.37,2.38,2.37
2.40,2.40,2.41,2.40
2.36,2.39,2.40,2.36
2.41,2.41,2.41,2.41
N/A,N/A,N/A,N/A
2.41,2.41,2.41,2.41
2.39,2.38,2.39,2.36
2.35,2.35,2.35,2.35
2.37,2.36,2.37,2.36
2.36,2.36,2.36,2.36
2.38,2.35,2.38,2.35
2.35,2.34,2.35,2.34
2.35,2.36,2.36,2.35
2.35,2.33,2.35,2.33
N/A,N/A,N/A,N/A
2.32,2.22,2.33,2.19
2.27,2.27,2.27,2.27
2.23,2.23,2.23,2.23
2.21,2.21,2.21,2.21
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.20,2.20,2.20,2.20
2.21,2.21,2.21,2.21
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.22,2.22,2.22,2.22
2.24,2.22,2.30,2.22
2.22,2.22,2.22,2.22
2.22,2.21,2.22,2.21
2.21,2.20,2.21,2.20
2.20,2.20,2.20,2.20
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.20,2.20,2.20,2.20
2.18,2.18,2.18,2.17
2.17,2.12,2.17,2.08
2.11,2.07,2.11,2.07
2.10,2.10,2.10,2.10
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.07,2.01,2.07,1.94
N/A,N/A,N/A,N/A
2.00,2.00,2.00,2.00
2.03,2.03,2.03,2.03
2.04,2.04,2.04,2.03
2.01,2.00,2.02,2.00
2.02,2.08,2.08,2.00
2.09,2.08,2.09,2.08
2.14,2.14,2.14,2.14
N/A,N/A,N/A,N/A
2.14,2.20,2.20,2.14
2.13,2.11,2.13,2.11
2.11,2.01,2.11,2.01
2.06,2.06,2.06,2.06
2.06,2.04,2.06,2.04
2.05,2.05,2.05,2.05
2.02,2.00,2.02,2.00
2.02,2.02,2.02,2.02
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.02,2.02,2.02,2.00
2.02,2.02,2.02,2.02
2.02,2.02,2.02,2.02
2.00,2.00,2.00,2.00
2.02,2.02,2.02,2.02
N/A,N/A,N/A,N/A
1.88,1.88,1.88,1.88
1.92,2.00,2.01,1.92
2.04,2.04,2.04,2.04
2.05,2.05,2.05,2.05
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.94,1.86,1.96,1.86
2.02,2.00,2.02,2.00
1.98,1.98,1.98,1.98
1.99,1.99,1.99,1.98
1.98,1.98,1.98,1.98
1.98,1.98,1.98,1.98
2.00,2.00,2.00,2.00
2.00,2.03,2.05,2.00
2.06,2.06,2.06,2.06
2.05,2.00,2.08,2.00
2.07,2.16,2.16,2.00
2.20,2.20,2.20,2.20
2.00,2.00,2.00,2.00
N/A,N/A,N/A,N/A
2.13,2.13,2.13,2.13
2.04,2.20,2.20,2.04
N/A,N/A,N/A,N/A
2.18,2.18,2.18,2.18
N/A,N/A,N/A,N/A
2.08,2.12,2.13,2.08
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.12,2.12,2.12,2.12
N/A,N/A,N/A,N/A
2.11,2.11,2.11,2.11
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.01,1.94,2.01,1.94
1.97,1.97,1.97,1.97
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.93,1.93,1.93,1.93
1.90,1.90,1.90,1.90
