PNRG,PrimeEnergy Corporation - Common Stock,NASDAQ
19.32,19.66,20.32,19.32
19.50,19.50,19.65,19.50
19.40,19.51,19.75,19.40
19.51,19.04,19.67,19.00
18.72,19.49,19.49,18.69
18.76,19.11,19.25,18.72
19.11,19.11,19.11,19.11
19.35,19.50,19.50,19.18
19.45,18.96,19.50,18.83
19.38,19.15,19.38,18.60
19.48,19.17,19.48,18.81
19.05,19.38,19.38,19.05
19.38,19.50,19.57,19.33
19.50,19.35,19.50,19.35
19.09,19.07,19.09,19.07
19.50,19.50,19.50,19.45
19.50,19.50,19.50,19.50
19.28,19.25,19.28,19.25
19.79,19.23,19.90,19.23
19.12,19.33,19.61,19.12
19.33,19.33,19.33,19.33
19.60,20.04,20.50,19.40
20.04,19.32,20.99,19.08
19.37,19.40,20.22,19.04
19.90,20.24,20.24,19.70
20.40,20.10,20.40,20.10
20.50,20.18,20.50,19.70
20.50,20.55,20.55,20.17
20.55,20.00,20.55,19.90
20.02,20.40,20.50,20.02
21.00,20.43,21.68,20.43
21.10,20.84,21.10,20.72
20.84,21.14,21.14,20.84
21.03,21.46,21.49,21.03
21.50,21.44,21.77,21.02
21.39,21.81,22.18,21.39
21.08,21.08,21.08,21.08
21.68,21.71,21.71,21.48
22.08,22.71,22.79,22.00
22.59,21.66,22.70,21.66
21.06,23.50,23.50,21.06
23.35,23.50,23.50,23.00
22.70,23.40,23.40,22.70
23.03,23.45,23.51,22.60
23.46,24.00,24.00,23.46
24.25,24.77,24.77,22.99
24.77,24.77,24.77,24.77
25.25,25.46,26.00,25.00
25.99,25.58,26.25,25.20
26.07,26.07,26.50,25.50
26.30,26.00,26.30,25.70
26.40,26.55,26.56,26.00
26.60,26.99,27.00,25.80
27.00,27.00,27.00,27.00
27.34,26.78,27.50,26.78
27.25,28.30,28.50,26.19
28.50,28.90,29.00,28.50
28.92,29.92,30.00,28.80
29.29,29.35,29.58,29.29
29.40,29.00,29.40,28.90
28.35,26.96,28.35,26.60
25.42,25.37,25.42,24.53
25.78,25.07,25.78,24.54
26.00,25.05,26.03,25.02
26.84,25.66,26.84,25.40
25.62,25.84,26.00,25.62
25.77,25.30,25.77,25.30
26.40,25.60,26.40,25.55
25.52,25.41,25.52,25.27
25.25,25.43,25.82,25.25
25.74,25.30,25.80,25.20
25.49,25.67,25.67,25.49
25.82,25.94,26.35,25.81
25.94,25.96,26.07,25.53
26.20,25.72,26.20,25.72
26.15,26.16,26.44,26.15
26.73,27.50,27.66,26.71
27.60,27.36,27.60,26.23
26.06,26.93,26.96,25.92
27.21,26.85,27.21,26.36
26.54,26.02,26.54,26.02
27.56,26.71,27.56,26.23
27.00,26.87,27.00,25.89
26.85,27.25,27.25,26.85
27.02,27.70,28.00,27.01
27.50,27.10,27.50,27.10
27.23,27.54,27.60,26.91
27.30,27.30,27.30,27.30
27.27,27.54,27.67,27.27
27.97,28.06,28.16,27.97
28.01,27.77,28.22,27.77
28.35,28.10,28.35,27.80
28.24,27.63,28.25,27.63
27.01,27.58,27.58,27.01
26.98,26.87,26.98,26.87
26.11,26.45,27.00,26.11
26.51,26.57,26.57,26.51
26.57,26.57,26.57,26.57
27.96,27.47,27.96,27.47
27.68,27.72,27.79,27.29
27.67,28.02,28.51,27.67
28.02,28.02,28.02,28.02
27.77,27.77,27.77,27.77
25.88,26.97,27.66,25.88
26.97,26.97,26.97,26.97
27.26,27.29,27.29,26.93
27.29,27.29,27.29,27.29
27.29,27.29,27.29,27.29
27.29,27.29,27.29,27.29
27.29,27.29,27.29,27.29
27.00,27.00,27.00,27.00
27.00,27.00,27.00,27.00
27.00,27.00,27.00,27.00
25.46,25.72,25.72,25.46
25.43,25.36,25.45,25.36
25.50,25.26,25.50,25.26
25.29,25.53,26.47,25.17
25.54,25.54,25.54,25.54
25.54,25.54,25.54,25.54
26.10,25.71,26.20,25.60
25.71,25.71,25.71,25.71
26.15,25.30,26.20,25.10
25.30,25.30,25.30,25.30
25.30,25.30,25.30,25.30
25.29,25.35,25.45,25.20
25.10,24.28,25.45,23.20
24.34,24.39,24.45,24.34
24.42,24.24,24.42,23.89
22.30,23.96,23.96,22.30
23.30,23.31,23.31,23.30
23.25,22.80,23.25,22.80
23.31,23.49,24.49,22.53
23.90,23.48,23.90,23.48
23.43,23.88,24.84,22.30
23.93,23.24,23.93,23.13
23.50,22.97,23.65,22.97
23.51,23.00,23.51,22.85
23.42,23.96,23.96,23.05
23.57,23.40,23.59,23.40
23.66,23.62,23.91,23.62
23.54,23.51,25.15,23.48
23.84,23.91,24.08,23.84
23.82,23.91,24.18,23.82
23.92,23.02,23.99,23.02
22.96,22.97,23.00,22.96
23.14,23.16,23.54,23.14
23.23,23.24,23.25,23.23
23.46,23.92,26.20,23.38
23.70,24.45,25.67,23.70
24.45,24.45,24.45,24.43
25.00,25.00,25.00,25.00
25.15,24.82,25.74,24.82
24.89,24.65,25.01,24.65
24.16,25.09,25.09,24.11
25.05,24.80,25.10,24.60
24.83,24.58,24.83,24.33
24.46,24.67,24.67,24.46
24.38,24.51,24.51,24.35
24.51,24.51,24.51,24.51
24.51,24.51,24.51,24.51
24.09,24.15,24.53,24.02
24.15,24.15,24.15,24.15
24.00,22.82,24.00,22.82
23.14,20.97,23.14,20.00
19.99,20.00,21.00,19.90
19.40,21.00,21.00,19.40
21.00,21.00,21.00,21.00
19.75,19.70,20.88,19.70
19.70,18.50,19.73,18.15
17.59,19.01,19.49,17.07
19.01,19.01,19.01,19.01
18.96,18.96,18.96,18.96
18.86,18.80,18.86,18.32
18.89,19.40,19.90,17.50
19.14,18.35,19.41,18.22
18.99,18.50,18.99,18.11
18.50,18.50,18.50,18.50
18.50,18.50,18.50,18.50
18.50,18.50,18.50,18.50
20.40,20.40,20.40,20.40
20.85,20.15,20.91,19.81
20.06,20.73,20.85,20.00
20.73,20.73,20.73,20.73
20.73,20.73,20.73,20.73
20.73,20.73,20.73,20.73
20.00,20.00,20.00,20.00
19.97,19.78,19.97,19.75
19.78,19.78,19.78,19.78
19.38,19.38,19.38,19.38
19.38,19.38,19.38,19.38
19.38,19.38,19.38,19.38
20.30,20.00,20.30,20.00
20.79,20.79,20.79,20.79
20.79,20.79,20.79,20.79
20.79,20.79,20.79,20.79
20.00,20.23,20.77,19.39
20.30,18.75,20.50,18.69
19.08,18.79,19.08,18.77
19.00,19.00,19.00,19.00
19.05,19.71,19.91,18.85
19.71,19.71,19.71,19.71
19.71,19.71,19.71,19.71
19.54,19.54,19.54,19.54
18.10,16.81,19.45,15.26
17.00,17.00,18.58,17.00
17.00,17.00,17.00,17.00
18.54,18.98,18.98,18.35
18.06,18.04,18.06,18.04
18.64,18.81,18.81,18.64
18.69,19.35,19.45,18.54
19.30,20.21,20.21,19.30
20.43,19.50,20.43,18.76
19.31,19.69,21.12,19.31
19.42,18.20,19.42,18.00
19.24,19.14,19.24,19.14
18.91,19.26,19.26,18.68
19.26,19.26,19.26,19.26
19.15,19.15,19.15,19.15
18.86,19.74,20.01,18.86
19.76,19.92,19.92,19.74
20.00,20.11,20.11,19.94
20.47,19.20,20.47,18.10
20.29,19.67,20.29,19.67
19.19,20.11,20.11,19.19
19.98,19.80,20.01,19.80
19.41,19.38,19.51,19.19
19.38,19.38,19.38,19.38
19.34,19.10,19.34,19.10
19.13,19.50,19.60,19.02
19.80,19.85,19.85,19.80
19.75,21.40,21.72,19.75
21.40,21.40,21.40,21.40
20.22,20.20,20.22,20.20
20.24,19.84,20.24,19.68
19.84,19.84,19.84,19.84
19.84,19.84,19.84,19.84
20.75,20.00,20.75,20.00
20.36,20.40,20.40,20.36
20.34,20.34,20.36,20.34
20.50,20.40,20.51,20.25
20.40,20.40,20.40,20.40
20.40,20.40,20.40,20.40
21.00,20.96,21.00,20.95
20.04,20.04,20.04,20.04
20.04,20.04,20.04,20.04
20.02,20.21,20.21,20.02
20.35,20.35,20.35,20.35
20.25,20.25,20.25,20.25
20.06,20.25,20.25,20.00
20.27,20.00,20.27,20.00
20.60,20.28,20.60,20.28
20.28,20.28,20.28,20.28
20.28,20.28,20.28,20.28
21.90,20.80,23.83,20.28
21.24,20.90,21.42,20.90
20.30,21.18,21.95,20.30
20.46,20.72,21.40,20.46
21.29,21.56,21.56,21.29
22.30,21.30,22.30,19.76
20.23,20.73,20.73,20.23
20.99,21.80,22.24,20.99
21.29,21.07,21.45,21.07
21.80,22.00,22.00,21.80
22.00,22.00,22.00,22.00
22.72,22.68,22.72,22.65
22.01,22.59,22.84,22.01
22.24,22.07,22.28,21.55
21.25,22.39,22.39,21.25
22.10,21.32,22.10,21.32
21.39,21.31,21.80,21.31
20.89,21.96,21.96,20.11
22.20,21.86,22.20,21.25
21.86,21.86,21.86,21.86
21.86,21.86,21.86,21.86
21.86,21.86,21.86,21.86
21.86,21.86,21.86,21.86
21.86,21.86,21.86,21.86
21.86,21.51,22.35,21.51
22.29,22.20,22.81,21.56
22.05,21.85,22.05,21.73
21.44,22.00,22.02,21.44
21.98,22.20,22.85,21.98
22.11,22.11,22.11,22.11
22.11,22.11,22.11,22.11
22.11,22.11,22.11,22.11
22.50,22.50,22.50,22.40
22.05,22.34,22.50,21.99
22.09,22.47,22.47,20.90
22.85,22.81,23.00,22.81
22.81,23.95,24.23,22.81
23.51,23.27,24.76,23.27
24.01,23.79,24.01,23.77
23.32,23.05,23.32,23.05
23.31,23.49,23.49,23.31
22.48,22.80,23.62,22.48
23.70,23.10,23.70,22.77
23.10,23.10,23.10,23.10
23.19,23.40,23.40,23.19
23.40,23.40,23.40,23.40
23.40,23.40,23.40,23.40
22.60,21.03,22.60,19.19
21.40,22.20,22.20,21.03
22.50,21.00,22.50,20.88
20.86,21.75,21.77,20.86
21.87,22.22,22.22,21.65
22.14,22.55,22.56,22.14
22.55,22.55,22.55,22.55
22.55,22.55,22.55,22.55
22.32,22.32,22.32,22.32
22.32,22.32,22.32,22.32
21.43,22.07,22.07,21.43
22.50,22.45,22.50,22.45
23.38,22.79,23.64,22.59
22.58,22.52,22.68,22.52
23.73,24.79,24.95,23.73
24.29,25.31,25.78,24.29
25.66,26.41,27.98,25.66
26.95,25.52,28.22,25.52
27.09,27.88,27.88,26.95
28.55,26.08,28.55,26.01
26.78,26.78,26.78,26.78
26.78,26.78,26.78,26.78
26.00,26.00,26.00,26.00
26.51,26.51,26.51,26.51
26.55,26.55,26.55,26.55
26.25,26.25,26.25,26.25
26.50,25.75,26.50,25.75
25.75,25.75,25.75,25.75
25.00,25.00,25.00,24.97
25.00,23.65,25.50,23.64
23.53,23.99,23.99,23.53
23.99,23.99,23.99,23.99
24.00,24.96,25.00,24.00
25.47,25.00,25.47,25.00
25.01,25.00,25.01,25.00
24.67,24.50,24.69,24.50
24.23,24.23,24.23,24.23
24.30,24.30,24.30,24.30
24.32,24.54,24.54,24.32
24.54,24.54,24.54,24.54
25.00,25.00,25.00,25.00
24.50,24.50,24.50,24.50
24.40,24.00,24.40,23.00
24.00,23.76,24.01,23.52
23.76,23.76,23.76,23.76
24.65,25.00,25.00,24.65
24.60,25.00,25.00,24.00
24.88,24.00,25.00,24.00
24.00,24.00,24.00,24.00
24.03,24.44,24.83,24.00
24.79,25.00,25.01,24.79
25.00,25.00,25.00,25.00
25.00,25.00,25.00,25.00
25.23,25.00,25.23,24.85
25.50,25.50,25.50,25.50
24.50,24.50,24.50,24.42
24.80,23.86,24.80,23.56
24.00,23.75,24.38,21.43
23.73,23.73,23.73,23.73
23.73,23.73,23.73,23.73
23.73,23.73,23.73,23.73
23.73,23.73,23.73,23.73
23.73,23.73,23.73,23.73
24.80,23.80,24.80,23.80
22.30,22.17,23.33,21.90
22.33,22.15,23.14,22.15
22.12,22.14,22.47,22.12
22.31,22.32,23.18,22.31
22.24,22.16,23.05,22.14
22.26,22.18,22.90,22.18
22.02,23.20,23.44,22.02
23.05,23.06,23.20,23.05
23.39,22.10,23.39,22.10
22.39,22.52,22.52,22.39
22.77,23.96,25.50,22.77
23.96,23.96,23.96,23.96
24.27,24.30,24.31,23.72
24.05,25.50,25.50,24.05
25.25,25.00,25.48,25.00
25.50,25.51,25.51,25.50
26.93,26.93,26.93,26.93
26.55,26.55,26.55,26.55
27.14,26.50,27.14,26.34
26.50,26.50,26.50,26.50
26.50,26.50,26.50,26.50
24.77,24.77,24.77,24.77
24.80,25.40,26.60,24.80
25.25,26.30,26.30,23.84
26.10,25.29,26.10,24.47
24.99,24.99,24.99,24.99
27.34,26.90,27.34,26.90
26.79,26.66,27.90,26.20
26.81,27.50,28.00,26.81
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.35
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.19,27.19,27.19,27.19
27.19,27.19,27.19,27.19
27.19,27.19,27.19,27.19
27.19,27.19,27.19,27.19
27.19,27.19,27.19,27.19
27.19,27.19,27.19,27.19
27.19,27.19,27.19,27.19
27.51,26.00,27.72,25.14
26.00,26.00,26.00,26.00
26.00,26.00,26.00,26.00
25.90,27.58,27.96,25.90
27.50,27.11,27.50,27.11
27.11,27.11,27.11,27.11
26.24,27.00,27.08,26.24
25.40,25.24,25.56,25.01
25.06,26.00,27.20,25.06
26.99,26.40,26.99,25.22
26.26,26.00,26.37,26.00
26.00,26.00,26.20,25.20
25.49,26.00,26.00,25.49
25.90,25.90,25.90,25.90
26.90,26.89,26.90,26.89
26.89,26.89,26.89,26.89
27.50,27.50,27.50,27.50
26.95,26.95,26.95,26.95
26.95,26.95,26.95,26.95
25.16,26.11,26.11,25.16
26.25,26.25,26.25,26.25
27.34,26.05,28.00,25.81
26.45,26.45,26.89,26.45
26.13,26.13,26.13,26.13
27.29,26.49,27.29,26.49
26.99,26.98,26.99,26.93
26.44,27.00,27.80,26.44
27.00,27.00,27.00,27.00
27.00,27.00,27.00,27.00
27.09,27.20,27.20,27.09
27.20,26.80,27.20,25.77
26.80,26.80,26.80,26.80
26.80,26.80,26.80,26.80
26.80,26.80,26.80,26.80
27.00,27.00,27.00,27.00
27.00,27.00,27.00,27.00
27.20,27.20,27.20,27.20
26.07,27.20,27.20,26.07
27.50,27.50,27.52,27.50
26.14,26.14,26.14,26.14
27.06,27.00,27.06,27.00
27.00,27.00,27.00,27.00
27.03,27.03,27.03,27.03
28.00,27.49,28.00,27.49
27.49,27.49,27.49,27.49
27.49,27.49,27.49,27.49
27.49,27.49,27.49,27.49
27.49,27.49,27.49,27.49
27.92,28.02,28.25,27.90
28.11,27.98,28.15,27.98
28.24,26.64,28.24,26.64
26.64,26.64,26.64,26.64
27.00,27.00,27.00,27.00
26.21,26.21,26.21,26.21
26.11,26.11,26.11,26.11
26.12,26.02,26.12,26.02
26.02,26.02,26.02,26.02
26.12,26.12,26.12,26.12
26.01,26.01,26.09,26.01
26.94,27.56,27.56,26.94
26.82,26.04,27.08,26.04
26.13,26.20,26.20,26.13
26.26,26.63,26.63,26.26
26.63,26.64,26.64,26.63
26.66,26.66,26.66,26.66
26.66,26.66,26.66,26.66
26.51,26.76,26.76,26.35
26.92,26.92,26.92,26.92
26.59,26.59,26.59,26.59
26.43,26.56,26.80,26.43
26.56,26.56,26.56,26.56
26.56,26.56,26.56,26.56
26.75,27.80,27.83,26.75
28.00,27.50,28.00,27.48
27.51,27.41,27.51,27.41
27.28,27.25,27.28,27.25
27.25,27.25,27.25,27.25
27.51,27.30,27.51,27.30
27.30,27.30,27.30,27.30
27.30,27.30,27.30,27.30
27.30,27.30,27.30,27.30
27.75,27.75,27.75,27.75
27.75,27.75,27.75,27.75
27.90,27.99,27.99,27.22
27.99,27.99,27.99,27.99
27.93,27.63,27.93,27.33
27.99,27.50,27.99,27.50
27.91,27.65,27.91,27.65
27.67,27.65,27.67,27.65
26.55,26.54,26.96,26.54
26.54,26.54,26.54,26.54
26.30,26.30,26.30,26.30
26.30,26.30,26.30,26.30
28.00,28.00,28.00,28.00
27.73,27.73,27.73,27.73
26.30,26.30,26.30,26.30
26.05,26.06,26.40,26.05
26.01,25.75,26.45,25.75
26.45,25.20,26.45,25.20
25.20,24.00,25.20,23.37
23.99,23.75,24.50,23.52
24.01,24.01,24.01,24.01
24.17,23.99,24.17,23.00
23.35,23.00,23.35,22.00
23.25,23.00,23.25,22.50
23.50,23.00,23.50,23.00
23.27,23.48,23.48,23.27
23.51,23.51,23.51,23.51
23.56,24.00,24.00,23.56
24.37,24.35,24.37,24.35
24.24,23.40,24.32,22.70
23.30,26.00,26.25,23.30
25.92,25.92,25.92,25.92
25.92,25.92,25.92,25.92
25.75,25.72,25.75,25.35
25.72,25.72,25.72,25.72
24.55,24.39,24.59,24.39
24.39,24.39,24.39,24.39
24.38,24.38,24.38,24.38
23.79,24.46,24.60,23.42
24.40,24.70,24.70,24.40
25.49,24.99,25.49,24.99
24.75,25.00,25.00,24.75
23.87,25.80,25.80,23.55
25.39,25.00,25.39,25.00
25.00,25.00,25.00,25.00
24.63,24.79,25.50,24.63
24.80,24.79,24.80,24.79
24.79,24.79,24.79,24.79
24.79,24.79,24.79,24.79
24.79,24.79,24.79,24.79
25.82,26.00,26.00,25.80
26.00,26.00,26.00,26.00
24.74,24.89,24.99,24.74
24.89,24.89,24.89,24.89
24.97,24.97,24.97,24.97
24.97,24.97,24.97,24.97
24.90,26.00,26.90,24.90
26.50,26.29,27.00,25.26
26.29,26.29,26.29,26.29
26.72,25.73,26.80,25.61
25.77,26.44,26.45,25.77
26.07,26.33,26.33,26.07
26.83,26.83,26.83,26.83
26.74,26.71,26.76,26.71
27.17,27.17,27.17,27.17
25.31,25.81,25.81,25.31
25.81,25.81,25.81,25.81
26.15,26.94,26.94,26.15
26.75,26.99,26.99,26.75
26.99,26.99,26.99,26.99
26.99,26.99,26.99,26.99
27.75,27.75,27.75,27.75
29.50,28.29,30.03,28.00
29.00,29.27,29.27,28.75
29.00,29.12,29.90,28.56
29.58,29.85,29.85,28.25
29.53,29.00,29.53,28.91
29.17,29.00,29.25,29.00
29.00,28.95,29.00,28.91
28.82,29.00,29.00,27.99
29.11,29.37,29.39,29.00
29.30,29.56,29.88,29.14
29.33,29.15,29.33,29.15
29.30,29.78,30.00,29.00
29.93,29.49,29.93,28.99
30.00,29.99,30.00,27.70
29.96,29.97,29.97,29.96
29.61,29.96,30.00,29.61
30.00,30.00,30.00,28.62
29.62,29.89,30.50,29.56
30.00,29.95,30.00,29.95
30.00,29.80,30.00,29.80
30.00,30.00,30.00,29.80
29.80,29.80,29.80,29.80
27.88,30.00,30.00,27.88
29.82,30.50,30.50,29.82
30.50,29.95,30.77,29.95
34.80,29.74,34.80,29.74
31.00,30.99,31.00,30.96
31.00,30.99,31.00,30.99
31.00,29.65,31.00,29.65
30.95,31.00,31.00,30.10
30.97,30.50,30.97,30.15
30.90,30.54,30.90,30.54
30.04,30.42,30.90,30.00
30.53,29.70,30.53,29.70
30.75,30.03,30.75,30.03
30.03,30.03,30.03,30.03
30.79,30.00,30.79,30.00
30.87,30.85,31.00,30.02
30.80,30.83,30.83,30.64
33.19,30.50,33.48,30.50
30.65,31.80,33.88,26.24
31.80,31.80,31.80,31.80
31.80,31.80,31.80,31.80
31.37,31.37,31.37,31.37
29.97,31.40,31.40,29.97
31.34,29.66,31.92,29.66
29.66,29.66,29.66,29.66
31.40,31.30,31.50,30.19
31.27,31.01,31.35,31.01
30.97,31.46,32.59,30.90
31.10,31.07,31.10,31.05
31.37,31.37,31.37,31.37
31.13,30.04,31.18,30.04
31.15,31.15,31.15,31.15
31.36,31.36,31.36,31.36
33.00,32.90,33.00,32.85
32.90,32.90,32.90,32.90
32.90,32.90,32.90,32.90
34.05,32.91,34.05,32.91
33.71,33.00,33.71,33.00
33.18,32.90,33.18,32.90
32.34,32.20,32.70,31.15
32.25,31.50,33.00,31.50
32.00,32.52,32.52,31.96
32.81,32.84,32.84,32.81
32.39,32.80,33.45,32.39
33.81,33.25,33.81,32.98
33.37,33.92,33.92,33.00
32.15,33.03,33.45,32.15
33.03,33.03,33.03,33.03
