ADS,Alliance Data Systems Corporation Common Stock,NASDAQ
232.77,235.05,235.30,230.70
235.30,234.69,235.86,233.05
234.72,232.04,234.87,230.00
232.84,228.71,233.21,228.40
229.59,228.78,231.47,227.53
229.09,228.18,229.38,226.21
219.74,218.71,224.98,215.81
219.95,223.39,225.30,219.25
223.97,227.16,227.26,221.78
227.10,233.50,234.02,225.92
234.17,239.87,241.69,231.81
237.12,232.20,237.32,226.56
232.25,230.60,234.60,228.96
232.32,232.68,233.00,228.54
232.92,229.99,234.89,228.37
229.81,231.38,233.55,227.01
231.49,228.83,231.91,227.83
228.96,230.96,233.44,228.83
232.37,231.34,232.77,229.14
232.17,233.68,235.78,230.64
234.55,231.66,234.55,229.70
232.00,233.64,233.94,231.83
233.43,233.71,235.69,233.03
234.00,228.57,234.00,227.47
229.68,229.25,231.18,227.82
229.83,228.50,230.46,227.39
231.19,233.01,233.14,229.49
235.28,237.78,238.31,232.11
236.28,235.82,238.30,234.03
235.55,236.32,237.72,234.01
236.85,237.59,238.41,235.10
237.50,235.26,238.66,234.44
235.39,234.60,236.05,231.94
233.37,235.67,236.04,232.32
235.83,237.55,238.29,235.47
