LMT,Lockheed Martin Corporation Common Stock,NASDAQ
265.83,266.00,266.80,264.01
266.07,266.38,267.00,264.35
266.38,259.25,266.38,258.61
258.60,259.53,260.22,258.06
251.78,253.11,253.70,245.50
254.67,251.69,255.50,250.12
252.31,252.30,254.83,252.08
252.34,250.65,253.31,250.41
251.28,250.08,252.79,249.03
249.54,252.18,252.46,249.54
252.18,253.73,253.78,252.10
254.50,252.52,254.50,252.28
252.01,252.80,253.50,251.10
248.17,249.59,251.88,247.01
250.78,250.86,251.75,250.20
250.44,249.58,251.00,248.52
250.19,250.59,251.92,249.45
250.53,249.94,251.32,248.78
251.20,253.31,254.11,250.76
254.10,253.99,254.90,253.34
254.37,255.98,258.02,254.10
255.48,257.85,258.57,255.48
258.00,257.81,258.99,257.43
258.16,256.17,258.96,256.17
256.30,255.13,257.00,251.71
254.91,252.62,255.33,251.31
252.74,254.53,255.95,252.02
