LMT,Lockheed Martin Corporation Common Stock,NASDAQ
72.28,71.41,72.69,71.28
71.06,71.80,72.13,71.06
71.30,70.89,71.55,70.46
71.35,71.02,71.67,70.32
70.81,71.29,71.52,70.75
71.71,71.47,72.20,70.95
72.00,71.64,72.45,70.90
71.77,70.93,71.94,70.39
71.49,71.96,72.12,70.60
71.89,73.27,73.70,71.86
73.36,73.29,73.59,72.99
73.34,72.55,73.40,72.23
72.46,71.92,72.46,71.68
71.23,70.11,71.25,69.91
69.90,69.49,70.30,69.47
69.73,69.37,70.11,69.37
69.16,68.68,69.49,68.11
68.82,68.55,69.07,67.71
68.91,69.15,69.31,68.09
69.15,69.43,69.74,69.10
69.33,68.64,69.41,68.14
68.24,68.32,68.91,68.14
68.65,69.16,69.22,68.50
68.59,68.80,69.11,68.42
68.00,68.20,68.40,67.71
67.70,68.04,68.47,67.68
68.65,69.40,69.54,68.65
69.66,69.80,70.10,69.42
69.47,69.18,69.96,68.51
69.25,68.78,69.27,68.51
69.34,69.45,69.77,68.94
69.37,68.73,69.83,68.73
68.95,68.31,69.06,68.02
68.39,68.84,68.92,68.31
68.86,68.62,69.03,68.38
68.83,70.02,70.32,68.74
69.69,69.72,70.08,69.53
69.90,70.37,70.42,69.30
70.28,70.07,70.28,69.57
69.79,69.65,70.16,69.44
70.04,69.80,70.19,69.50
69.69,69.35,69.78,69.31
69.43,69.25,69.58,69.00
69.00,69.31,69.41,68.81
69.37,69.58,69.64,68.95
69.73,69.13,69.87,69.10
69.31,68.69,69.53,68.65
68.83,69.91,69.96,68.65
70.20,69.87,70.38,69.62
69.82,70.31,70.62,69.70
70.13,71.92,71.96,70.01
72.46,73.18,73.96,72.19
73.19,73.63,73.89,72.75
73.75,73.59,74.18,73.16
74.00,73.65,74.00,73.38
74.14,74.24,74.35,73.79
74.21,73.84,74.88,73.75
73.66,74.50,74.61,73.52
75.03,76.54,76.89,75.00
76.23,77.66,78.67,76.23
77.58,79.32,79.33,77.38
79.75,79.22,80.16,79.13
78.88,78.03,79.18,77.66
77.86,79.07,79.13,77.64
78.94,78.39,79.00,77.52
79.96,79.10,81.00,78.57
79.34,78.20,80.50,77.79
78.88,79.60,79.63,78.59
79.68,80.59,81.00,79.63
80.31,81.07,81.66,80.11
81.01,80.72,81.44,80.38
80.90,80.71,80.93,80.21
80.70,81.52,81.74,80.56
81.49,81.40,81.85,81.13
81.31,82.27,82.43,81.07
81.85,81.89,82.14,81.35
81.57,81.69,81.92,81.14
81.77,80.92,81.99,80.10
80.73,81.48,81.73,80.22
81.39,81.28,81.46,80.54
81.10,81.90,82.09,80.97
81.95,81.81,82.09,81.42
81.32,80.18,81.42,79.98
80.30,80.14,80.78,79.62
80.14,80.22,80.72,79.88
79.69,80.11,80.28,79.03
80.51,79.16,80.58,79.01
79.47,79.12,80.05,78.80
79.31,79.46,79.88,78.87
79.84,80.78,80.89,79.84
80.70,79.85,80.80,78.90
79.94,79.30,80.50,78.95
79.32,80.27,80.52,79.32
80.20,80.48,80.79,79.96
79.74,79.04,80.19,78.82
79.08,80.47,80.78,78.83
79.74,80.47,80.72,79.59
79.42,79.68,80.20,78.42
79.28,78.41,80.10,78.20
79.79,80.41,80.98,79.45
81.42,80.53,81.49,80.10
81.32,81.23,81.69,81.14
81.38,81.30,81.67,81.01
80.98,81.18,81.34,80.60
81.64,80.80,81.75,80.61
81.10,80.37,81.18,80.34
80.77,80.26,81.00,80.11
80.24,80.35,80.57,79.57
80.50,79.76,80.67,79.72
79.84,80.40,80.68,79.78
80.50,80.98,81.34,80.36
80.75,80.99,81.24,80.50
80.55,81.11,81.63,80.41
81.11,81.49,81.75,80.85
81.29,81.79,81.80,80.91
81.80,80.50,81.92,80.20
80.34,80.51,81.22,80.04
80.52,80.37,80.52,80.02
80.44,78.31,80.87,77.83
77.87,77.73,78.54,75.81
78.01,78.19,78.37,77.48
77.46,76.90,77.53,76.54
77.23,77.01,77.50,76.82
77.67,77.88,78.73,77.59
77.86,77.78,78.06,77.61
77.48,77.44,77.86,77.08
77.97,79.04,79.61,77.84
79.07,79.16,79.81,78.71
79.19,79.06,79.32,78.49
79.06,79.25,79.45,78.88
79.35,78.74,79.90,78.54
78.52,79.89,80.17,78.50
79.92,78.91,80.35,78.78
78.81,79.81,80.40,78.51
80.47,79.95,80.80,79.58
80.02,79.93,80.51,79.63
80.24,79.45,80.46,79.42
79.50,79.38,80.20,79.24
79.33,80.07,80.36,79.25
80.04,79.59,80.39,79.42
79.39,80.34,80.52,79.27
79.84,79.56,80.38,78.84
79.59,80.01,80.17,79.13
80.50,80.38,80.83,80.08
80.37,79.75,80.37,79.53
79.02,79.23,79.80,78.79
79.16,78.60,79.33,78.51
78.52,78.46,78.60,78.00
78.35,77.74,78.68,77.54
77.08,77.26,77.54,76.68
77.27,77.90,78.11,77.27
77.76,75.76,78.11,75.74
75.78,75.73,76.39,75.68
75.22,76.28,76.46,75.10
76.20,77.38,77.60,76.10
77.45,77.29,77.72,77.26
77.22,77.12,77.75,77.02
77.13,77.89,78.02,76.80
77.65,77.30,78.01,77.21
77.72,78.86,79.08,77.51
79.39,79.64,80.00,79.11
79.08,79.63,80.00,78.99
79.57,79.91,80.35,79.30
80.47,80.01,81.15,79.79
79.72,80.34,80.83,79.72
80.71,80.65,80.95,80.19
80.64,80.01,80.94,79.95
79.88,79.69,80.04,78.57
79.78,79.20,79.81,79.12
79.43,79.67,79.89,79.03
79.79,79.44,79.84,79.24
79.65,80.37,80.62,79.55
80.40,80.97,81.27,80.09
80.87,81.97,82.01,80.69
81.63,80.97,81.63,80.64
80.97,81.62,81.93,80.93
82.23,81.36,82.23,81.24
80.59,80.51,81.03,80.31
79.73,79.98,80.11,79.51
79.87,79.71,80.00,79.25
80.07,79.67,80.88,79.44
79.63,79.20,79.72,78.94
79.46,78.37,79.46,77.61
78.12,77.44,78.14,76.96
77.51,78.40,78.67,77.47
78.40,78.32,78.80,77.99
78.79,80.16,80.39,78.59
79.88,79.60,80.00,78.98
78.91,79.30,79.74,78.53
81.34,80.82,81.99,79.94
80.28,77.46,80.58,77.22
77.45,75.29,77.85,74.44
74.62,75.73,76.94,74.59
76.11,74.46,76.11,73.43
73.96,73.68,75.11,73.62
73.54,73.56,74.01,72.35
72.88,71.32,72.96,71.30
72.04,72.82,73.98,71.98
71.65,68.90,72.87,68.77
69.45,70.88,70.99,67.06
69.48,66.87,69.80,66.68
66.99,68.84,69.70,66.36
69.66,69.12,70.35,68.07
69.83,70.26,70.48,69.42
69.99,70.69,71.93,69.37
71.00,71.19,71.66,70.62
69.74,69.38,69.96,68.32
68.33,69.39,70.23,68.17
70.40,69.92,70.77,69.40
70.23,71.88,71.98,70.11
71.77,73.26,73.29,71.52
73.53,72.04,73.75,71.73
71.71,73.25,73.27,70.52
73.81,74.07,74.46,73.14
73.21,74.10,74.57,72.50
74.58,74.19,74.75,73.67
74.40,73.05,75.00,72.95
72.14,71.37,72.66,71.13
69.67,71.22,71.33,69.10
72.10,72.94,73.18,71.43
72.55,71.94,73.00,71.82
71.16,71.57,71.98,70.53
70.50,72.24,72.29,70.50
72.62,72.71,74.22,72.16
73.07,73.58,74.50,72.61
73.76,75.44,75.50,73.76
75.28,76.03,76.21,74.51
75.06,76.69,77.04,74.84
76.94,75.44,76.99,75.32
75.47,72.65,75.73,72.65
70.87,73.14,74.21,70.77
73.48,72.09,74.72,71.74
72.98,73.78,73.80,72.19
75.17,74.27,75.23,73.71
74.30,73.32,74.92,73.24
74.25,72.49,74.39,71.00
71.69,72.64,73.40,71.53
72.58,71.16,73.29,71.11
70.45,72.70,72.76,70.37
73.10,72.49,73.77,71.97
72.27,73.13,73.73,72.11
73.60,74.00,74.80,73.08
75.24,75.75,75.81,74.51
75.46,76.32,76.60,75.46
76.63,76.13,76.92,75.96
75.90,76.41,76.59,75.28
77.01,75.99,77.10,75.73
75.75,74.72,76.45,74.56
74.80,75.98,76.42,74.24
75.90,75.47,76.68,75.21
75.75,75.70,76.05,74.81
76.41,77.40,77.40,75.64
77.39,78.73,78.86,76.57
78.66,78.89,79.90,78.05
78.94,76.35,78.94,75.64
78.02,75.65,78.30,75.22
75.72,75.43,76.69,75.06
75.28,75.90,77.00,75.09
74.56,73.99,75.06,73.48
74.73,74.52,75.29,74.33
75.16,76.09,76.21,74.60
75.53,76.52,76.52,74.74
76.43,78.26,78.42,75.96
78.42,78.39,78.87,77.54
77.02,76.95,77.53,76.56
77.30,76.13,77.40,75.77
76.94,77.42,77.81,76.78
77.33,77.35,77.95,77.23
77.12,77.85,78.14,77.01
77.10,75.93,77.32,75.77
75.75,75.16,75.98,74.39
75.60,75.10,75.72,74.94
74.16,74.49,74.89,72.37
74.51,74.47,74.94,73.57
73.76,73.95,74.57,73.55
74.02,75.39,76.23,74.00
76.81,78.00,78.00,76.00
77.29,76.51,77.29,76.35
78.03,78.15,78.86,77.73
78.14,78.98,79.49,78.11
79.55,77.82,79.80,77.23
78.56,78.11,78.66,77.60
77.80,77.91,78.49,77.62
77.94,77.57,78.05,77.37
77.47,76.52,77.65,76.42
77.05,77.42,77.70,77.02
77.44,76.89,77.47,76.40
77.38,76.73,77.77,76.46
76.72,76.29,76.87,76.02
77.07,76.92,77.52,76.76
77.62,77.10,77.88,76.32
77.28,76.82,77.69,76.60
77.94,78.53,78.87,77.83
78.45,79.63,79.69,78.02
79.82,80.81,81.03,79.63
81.00,81.41,81.46,80.67
81.33,81.32,81.66,80.94
81.68,80.94,81.78,80.85
80.96,81.52,81.74,80.88
81.65,80.90,81.86,80.86
82.12,82.02,82.99,81.77
80.95,80.91,81.45,80.37
80.66,80.07,80.68,79.05
80.41,79.98,80.41,79.65
80.35,80.04,80.35,79.76
80.63,80.62,81.20,80.36
80.49,80.78,81.13,80.49
81.12,81.69,81.77,80.76
81.16,81.52,81.53,80.80
82.05,81.64,82.10,81.35
81.59,82.28,82.28,81.34
82.25,83.71,83.71,81.85
83.15,82.78,83.44,82.54
82.83,82.54,82.86,81.90
82.55,82.24,82.81,82.12
82.04,81.73,82.27,81.25
82.47,82.47,82.95,81.29
82.00,82.02,82.55,81.66
81.32,82.01,82.13,81.29
82.20,82.32,82.40,81.70
82.54,83.52,83.72,82.26
83.56,83.17,83.70,82.90
83.41,84.59,84.73,83.25
84.38,85.25,85.40,84.34
85.00,86.63,86.64,85.00
86.57,87.64,87.71,86.14
87.66,88.01,88.07,87.40
87.13,87.51,87.72,87.00
87.64,88.23,88.25,86.98
87.73,88.45,88.55,87.66
87.68,86.93,87.92,86.77
86.85,86.40,87.21,86.06
86.72,87.99,88.31,86.62
87.86,87.15,87.90,86.79
87.34,87.62,88.09,87.26
87.81,88.29,88.39,87.57
88.48,89.53,90.15,88.40
89.52,89.41,90.00,89.08
88.85,88.70,88.86,88.00
88.88,88.41,89.31,88.39
88.61,88.37,88.97,88.14
88.40,88.50,89.05,88.30
89.02,88.68,89.08,88.56
87.98,87.78,88.84,87.68
87.81,87.96,88.07,87.41
88.57,88.38,89.00,88.26
88.82,88.91,89.12,88.22
88.71,89.00,89.29,88.62
89.38,89.65,89.71,88.80
89.86,90.42,91.01,89.78
90.40,90.30,90.68,89.93
90.30,89.32,90.50,89.25
88.92,89.56,89.69,88.89
89.29,89.34,89.56,88.64
89.31,89.45,89.72,89.26
89.12,89.40,89.66,88.84
89.60,89.77,89.88,89.20
90.23,90.64,90.77,90.09
90.64,90.85,91.09,90.55
90.78,89.69,91.08,89.32
89.47,89.63,89.69,88.83
90.00,89.86,90.16,89.60
89.41,91.16,91.61,89.41
91.02,91.07,91.42,90.65
90.86,90.34,90.95,90.26
90.04,90.15,90.77,89.83
89.36,88.74,89.36,88.71
88.50,87.67,88.64,87.67
88.37,88.49,88.95,88.23
88.80,90.17,90.41,88.70
89.93,89.30,90.59,89.29
89.55,89.57,89.80,89.08
89.54,90.60,90.78,89.03
90.29,90.37,90.77,89.93
90.70,90.34,90.97,90.03
90.45,90.84,91.24,90.32
89.99,90.53,90.74,89.94
90.63,91.13,91.29,90.53
91.74,90.98,91.89,90.62
91.41,91.70,92.24,91.11
92.08,91.30,92.09,91.20
91.10,90.54,91.10,90.46
90.61,90.55,91.02,90.16
89.71,90.08,90.29,89.71
89.83,89.47,90.08,89.23
89.28,87.83,89.55,87.83
87.78,87.31,88.11,86.98
86.99,87.13,87.22,86.25
86.53,85.95,86.91,85.92
86.59,86.12,86.91,86.00
86.18,85.21,86.33,85.17
84.66,85.20,85.40,84.17
85.03,84.59,85.37,84.42
84.93,84.33,85.32,84.29
84.22,82.83,84.30,82.78
83.16,82.78,83.78,82.60
83.25,83.63,83.66,82.52
83.60,83.69,84.23,83.09
83.37,83.35,83.48,82.19
83.58,83.37,83.58,82.51
83.25,82.71,83.62,82.62
83.29,83.66,83.69,82.83
82.40,82.80,83.25,81.52
82.74,82.80,83.47,82.62
81.64,81.22,82.02,81.01
81.23,81.05,81.96,80.44
80.81,80.82,80.92,80.14
81.79,82.38,82.44,81.28
83.04,83.15,83.65,82.69
82.94,83.29,83.41,82.65
83.79,82.46,83.79,82.39
83.08,83.37,83.79,82.75
82.97,82.67,83.44,82.40
82.85,83.33,83.60,82.44
83.38,83.45,83.89,83.17
83.48,84.76,84.84,83.34
85.02,85.30,85.61,84.44
85.16,84.54,85.27,84.12
85.18,84.37,85.53,84.27
84.73,85.35,85.50,84.22
84.67,84.25,85.25,84.17
84.56,83.38,84.68,83.15
83.43,84.91,85.18,83.43
84.09,84.53,84.75,83.46
86.00,87.08,87.09,86.00
87.32,87.16,87.65,86.51
87.22,87.51,87.51,87.09
87.16,87.00,87.54,86.85
86.43,86.86,87.00,86.11
86.89,87.39,87.55,86.82
87.67,87.02,88.23,86.71
87.10,86.84,87.30,86.52
86.41,86.02,86.61,85.65
86.13,87.25,87.33,86.10
87.01,87.14,87.22,86.16
87.14,87.43,87.81,86.72
87.40,88.60,88.67,87.27
88.80,88.51,88.80,87.77
88.07,87.71,88.49,87.38
86.90,86.91,87.29,86.57
87.49,87.79,89.16,86.93
88.12,87.68,88.22,86.56
88.65,88.55,88.87,87.96
88.74,90.20,90.51,88.65
89.59,89.08,89.85,88.78
89.18,89.27,89.61,88.97
89.86,88.96,90.00,88.80
88.74,88.45,88.83,87.47
89.43,89.39,89.56,88.47
89.61,88.99,89.84,88.94
89.44,90.32,90.50,89.12
90.25,90.89,91.00,89.71
90.48,90.54,90.63,90.00
90.35,91.03,91.15,90.20
90.71,91.12,91.18,90.54
91.19,91.35,91.68,90.90
90.99,91.51,91.69,90.72
91.52,92.05,92.24,91.33
92.34,92.40,92.50,91.78
92.12,93.32,93.50,92.12
93.71,93.80,93.99,93.11
93.47,93.03,93.50,92.67
93.00,92.20,93.00,91.70
91.76,92.45,92.68,91.70
92.64,92.28,93.00,92.21
91.86,92.48,92.70,91.38
92.55,91.92,92.75,91.82
91.03,90.93,91.32,90.52
91.37,91.14,91.76,90.77
91.19,90.53,91.39,90.01
90.44,91.53,91.58,90.34
92.00,92.83,92.85,91.60
92.81,92.18,92.98,92.03
91.79,92.03,92.48,91.72
92.00,92.24,92.50,91.83
92.49,92.42,92.94,92.26
92.43,93.13,93.45,91.95
93.14,92.52,93.20,92.02
92.29,92.21,92.95,92.00
91.93,91.77,92.09,91.06
91.72,92.24,92.35,91.56
91.73,91.18,91.89,91.12
91.35,91.29,91.74,91.05
91.35,91.04,91.49,90.39
91.20,91.50,91.89,91.05
91.49,91.91,92.67,91.49
92.18,92.46,92.50,91.43
92.28,93.38,93.70,92.08
93.37,93.44,93.98,93.06
93.55,93.16,93.70,92.28
93.28,93.09,93.65,92.83
93.58,94.52,94.59,93.50
94.80,94.37,94.90,94.13
94.20,94.01,94.59,94.00
94.07,93.72,94.82,93.71
93.82,92.71,93.82,92.48
93.19,92.72,93.44,92.70
93.06,92.96,93.89,92.50
92.75,92.50,92.94,92.42
92.86,93.37,93.41,92.71
93.63,93.58,93.98,93.24
93.58,94.32,94.40,93.19
94.21,92.89,94.30,92.69
92.65,92.77,93.11,92.00
92.28,91.95,92.44,91.39
92.09,93.92,94.96,92.09
94.52,93.55,94.73,92.81
92.86,92.84,93.68,92.26
94.45,93.67,94.54,93.03
93.77,94.19,94.86,93.66
94.50,93.72,94.80,93.50
93.49,94.10,94.40,92.85
94.15,94.87,95.92,93.88
92.49,91.15,93.37,89.38
89.27,89.92,90.98,89.27
89.50,89.98,90.76,89.16
89.82,89.81,90.14,89.09
89.07,90.18,91.07,89.00
90.47,88.11,90.59,87.88
88.02,87.58,88.54,87.08
87.83,88.46,88.75,87.21
88.83,90.48,90.50,88.65
90.49,90.18,90.58,89.32
90.50,90.51,90.79,90.31
90.74,91.83,91.90,90.67
92.31,93.29,93.36,91.75
93.12,93.10,94.00,92.73
92.55,93.70,93.70,91.85
92.50,93.04,93.42,92.09
93.34,93.30,94.10,93.04
93.25,91.55,93.43,91.54
91.36,91.48,92.30,91.25
91.63,91.53,92.08,90.70
91.58,91.48,91.94,90.80
91.58,91.90,92.00,91.15
91.75,92.41,92.70,91.54
92.72,92.00,93.00,91.91
92.31,91.81,92.75,91.69
91.51,89.99,91.66,89.81
90.00,88.96,90.06,88.84
89.19,90.42,90.78,88.79
90.54,92.93,93.01,90.40
92.97,92.91,93.67,92.19
92.50,92.50,92.97,91.90
91.19,93.13,93.47,91.17
93.15,92.77,93.15,92.52
92.77,92.03,93.18,92.00
92.09,92.83,92.99,91.72
92.28,91.34,92.64,91.09
90.80,92.29,92.40,89.72
93.79,93.27,94.17,92.58
93.52,93.55,94.31,93.07
93.93,93.90,94.00,93.07
93.43,94.22,94.36,93.41
93.80,92.96,93.80,92.46
93.17,93.99,94.04,92.61
94.28,94.11,94.35,93.56
94.46,93.71,94.77,93.63
93.09,93.91,93.94,93.09
93.49,94.02,94.34,93.35
93.77,93.55,93.81,93.04
93.96,94.75,95.00,93.71
94.75,93.97,94.91,93.88
94.00,95.33,95.61,93.79
94.72,96.07,96.07,94.02
96.52,93.25,96.52,92.90
93.24,92.39,93.26,92.28
92.49,89.32,92.49,89.02
89.45,89.85,90.52,89.30
89.88,88.21,89.98,88.03
88.06,86.87,88.38,86.72
87.52,87.22,87.79,86.37
86.54,86.70,87.11,86.37
87.49,87.01,87.53,86.59
86.70,87.60,87.60,86.61
87.40,87.44,88.05,86.85
87.43,88.01,88.23,87.43
87.99,87.53,88.01,87.21
87.78,87.26,87.99,87.01
87.31,87.06,87.49,86.49
86.48,87.08,87.36,85.88
87.08,87.87,87.87,87.05
87.95,88.23,88.23,87.41
87.93,87.73,88.48,87.72
87.65,87.56,87.80,87.10
87.90,88.12,88.67,87.65
88.43,87.88,89.08,87.71
88.08,87.30,88.34,87.04
85.91,88.33,88.58,85.91
88.59,88.00,88.79,87.94
87.75,88.17,88.37,87.09
87.84,87.10,87.89,86.51
87.10,87.81,88.09,86.90
88.10,88.36,88.42,87.71
88.54,88.79,89.28,88.42
89.16,89.99,90.20,88.98
89.79,90.54,90.58,89.70
90.23,90.37,90.44,89.95
90.64,92.30,92.49,90.30
92.29,92.54,92.54,92.01
92.09,92.74,92.80,92.02
91.81,92.36,93.14,91.70
92.73,92.87,93.57,92.46
93.23,92.24,93.50,92.23
92.00,91.68,92.45,91.65
92.17,92.26,92.84,91.80
92.61,92.31,93.00,91.91
92.75,93.70,93.75,92.63
93.24,94.47,94.67,93.04
94.39,96.52,96.59,94.39
96.14,95.00,96.45,94.78
95.50,95.01,95.64,94.69
95.28,95.09,96.46,95.04
95.49,95.40,96.13,95.26
94.83,94.53,95.21,94.00
94.58,95.09,95.10,94.04
95.32,95.41,95.51,94.31
95.86,95.98,96.37,95.69
96.34,97.30,97.57,96.27
96.90,97.18,97.25,96.25
96.56,95.44,97.15,95.24
96.07,96.26,96.34,95.62
95.89,95.56,96.07,94.70
95.85,95.02,95.95,94.54
95.50,96.28,96.50,95.36
96.60,95.85,96.67,95.67
98.25,97.06,99.49,95.86
97.63,97.69,98.28,97.55
96.04,98.27,98.65,96.00
98.27,98.97,99.40,98.14
98.99,99.06,99.21,98.57
98.60,99.09,99.20,98.34
98.90,99.35,100.24,98.77
99.53,100.67,101.12,99.16
101.00,102.01,102.15,100.84
101.72,102.19,102.89,101.57
102.25,102.88,102.89,102.03
102.56,101.80,102.61,101.69
102.00,101.35,102.28,101.06
101.23,101.94,101.95,101.23
101.88,101.89,102.25,101.50
102.00,102.87,102.89,101.80
101.80,104.05,104.09,101.32
103.92,104.00,104.65,103.78
104.53,106.41,106.41,104.53
105.93,106.56,107.00,105.83
106.78,106.99,107.10,106.10
106.82,106.49,107.93,106.26
105.68,106.30,106.79,105.46
106.08,107.06,107.10,105.53
107.76,107.75,108.80,107.55
107.15,107.31,107.71,106.58
107.63,107.03,108.55,107.02
106.67,105.83,107.79,105.83
106.00,105.44,106.00,104.65
105.24,105.07,105.82,104.66
104.86,103.59,104.93,103.44
103.80,104.37,104.51,103.04
104.56,107.36,107.46,104.42
107.44,106.67,107.64,106.42
105.96,105.96,106.66,105.22
106.91,107.05,107.40,106.30
107.04,107.97,108.29,106.62
107.75,107.70,108.46,107.21
108.25,108.27,109.25,107.74
108.58,108.85,109.26,108.32
108.76,106.93,109.09,106.90
