RGLD,Royal Gold,NASDAQ
53.01,53.70,54.12,52.42
54.25,54.08,54.77,53.98
54.44,54.56,54.99,53.93
54.37,53.44,54.54,53.04
53.44,53.08,53.44,52.35
53.24,53.72,54.01,52.59
53.98,53.94,54.36,53.23
54.06,54.01,54.59,53.73
54.13,53.90,54.30,53.77
53.88,53.84,54.41,53.51
53.66,53.80,54.45,53.32
54.49,54.85,55.06,54.19
55.12,54.76,55.20,54.29
55.00,54.40,55.22,54.07
54.48,54.63,55.08,54.32
55.05,54.27,55.05,53.62
53.94,52.25,54.13,50.57
51.62,50.80,51.89,50.52
50.84,50.10,50.99,49.81
50.05,49.92,50.85,49.51
49.85,50.43,50.72,49.32
50.80,51.15,51.18,49.80
51.21,51.32,51.32,50.31
51.30,49.31,51.50,49.02
48.95,47.73,49.40,47.60
47.89,47.76,48.50,47.34
48.02,47.55,48.47,47.23
46.94,46.29,46.94,45.95
46.41,45.71,46.43,45.37
45.80,45.86,46.65,45.61
45.73,46.64,47.21,45.52
46.76,47.46,47.58,46.10
47.65,46.18,47.86,45.78
46.03,46.62,47.25,45.87
46.91,46.40,46.99,46.00
46.89,48.15,48.41,46.70
48.41,47.52,48.44,47.25
47.80,48.63,48.80,47.10
48.66,47.58,48.99,47.16
48.00,47.80,48.30,47.44
48.20,48.34,48.78,48.08
48.35,47.89,48.59,47.61
47.66,47.89,48.40,47.50
47.87,47.74,48.50,47.50
47.86,48.42,48.52,47.83
49.00,49.10,49.51,48.80
49.10,49.21,49.67,48.42
49.27,49.80,49.98,49.25
49.79,49.15,49.96,48.90
49.79,48.16,49.96,48.10
48.11,49.11,49.63,48.00
49.28,48.41,49.64,48.40
48.63,48.87,49.20,48.55
49.21,49.62,49.62,48.99
49.88,50.30,50.34,49.47
50.34,50.99,51.00,50.15
50.88,50.28,50.88,50.12
50.36,50.58,50.60,50.10
50.78,50.20,51.00,49.84
50.30,50.44,50.91,49.45
50.30,49.68,50.61,49.42
49.18,48.04,49.37,48.00
47.76,48.92,49.30,47.63
49.20,49.80,49.85,49.03
48.75,50.41,50.61,48.67
50.50,49.37,51.24,48.95
49.25,49.49,50.14,49.08
49.97,50.37,50.67,49.75
50.91,50.33,50.99,50.09
50.34,51.15,51.21,50.00
51.17,52.26,52.45,51.17
52.61,52.35,52.88,52.12
52.23,51.99,52.59,51.39
51.63,51.27,51.95,51.06
51.34,52.11,52.42,51.13
52.38,52.05,52.56,51.03
52.45,52.40,53.00,52.08
53.00,51.71,53.00,51.38
51.85,52.10,52.68,51.85
52.12,53.27,53.50,51.86
53.50,52.92,53.64,52.28
53.39,53.79,54.06,53.03
54.32,54.00,54.63,53.70
54.29,53.11,54.36,52.56
52.84,52.35,53.48,52.01
52.64,52.77,52.99,52.16
52.74,53.44,53.68,52.59
53.44,53.77,54.38,53.44
56.01,56.18,56.62,54.03
56.77,56.46,57.30,55.83
57.23,58.33,58.70,56.93
59.19,60.20,60.74,59.19
61.54,59.62,61.54,59.39
59.38,58.94,59.50,58.05
58.99,60.43,60.63,58.40
61.20,60.65,62.01,60.50
60.67,60.98,61.69,60.31
60.65,59.89,61.81,59.41
59.97,59.18,60.19,58.57
58.15,58.59,59.63,57.20
57.75,57.16,58.59,56.33
57.71,57.91,59.28,57.64
58.50,59.25,59.47,57.91
59.62,59.45,59.83,58.59
59.33,57.77,59.34,56.81
56.77,57.48,58.36,56.61
57.48,56.88,58.50,56.45
56.54,57.46,58.02,56.11
57.00,57.84,58.00,55.69
58.31,59.32,59.50,58.20
59.75,59.54,59.90,58.76
59.52,59.88,60.30,58.58
59.71,59.72,60.61,59.34
60.08,60.33,60.70,59.59
60.70,61.39,61.96,60.53
61.22,61.34,61.50,60.50
61.84,61.56,62.33,61.07
61.76,62.02,62.18,60.57
61.96,61.09,62.12,60.94
61.23,60.41,62.00,59.63
59.90,60.11,60.58,59.76
60.19,59.65,61.13,59.38
59.86,59.50,60.50,59.40
59.14,58.35,59.57,57.90
58.30,58.50,59.12,57.90
58.08,57.72,58.27,57.26
57.74,56.67,57.74,56.24
57.09,57.40,57.97,57.09
57.01,56.82,58.00,56.17
56.60,55.95,56.89,55.00
56.04,56.15,57.30,55.78
56.09,56.39,56.77,56.00
56.77,57.90,58.11,55.60
58.01,58.20,59.16,58.01
57.35,58.00,58.04,56.22
58.10,57.20,58.25,56.62
57.04,57.02,57.45,56.31
56.86,57.86,58.12,56.65
58.28,58.32,58.99,57.77
58.53,58.57,59.33,58.02
58.36,57.91,58.36,57.04
59.16,58.88,59.25,58.40
59.17,60.32,60.35,59.02
60.99,60.80,61.80,60.69
60.40,60.22,61.35,59.88
60.41,60.92,61.27,59.84
60.44,62.59,62.64,60.44
63.48,63.50,65.05,63.13
64.62,62.90,64.64,62.70
63.43,64.41,64.43,62.90
65.46,65.54,66.62,64.87
66.34,65.16,66.45,64.69
65.01,64.97,65.56,64.30
65.00,64.85,65.30,64.48
65.38,66.11,66.13,65.05
66.91,65.59,67.29,65.43
65.27,65.40,65.93,65.09
65.34,63.84,66.09,63.58
64.46,64.57,64.94,63.30
64.56,64.10,64.64,63.50
64.20,65.45,66.00,64.03
67.01,67.71,68.10,66.07
68.30,70.29,70.59,68.20
70.82,67.10,70.86,66.39
66.76,66.54,68.81,64.75
67.80,66.36,69.15,65.80
68.73,65.69,68.73,63.39
66.16,68.78,69.88,64.50
68.80,68.89,70.41,66.70
67.66,68.30,68.73,67.29
67.31,69.78,69.96,66.20
67.63,68.91,69.79,67.63
69.15,68.74,69.98,68.20
69.34,68.18,69.57,67.55
68.19,70.00,70.40,68.19
71.48,73.00,73.78,70.56
72.69,71.52,72.72,70.31
71.14,68.89,71.70,68.35
68.03,72.39,72.51,67.01
72.43,74.83,74.83,71.10
75.20,74.55,75.56,72.85
75.30,77.16,78.22,74.90
77.67,76.68,77.97,75.50
76.43,76.64,77.29,75.69
77.77,78.97,79.71,77.68
80.11,80.70,82.98,78.90
79.00,79.15,79.32,76.46
80.45,82.34,82.77,80.02
82.12,81.26,83.69,80.75
80.63,80.06,82.00,78.23
80.12,82.69,83.00,79.57
82.06,81.55,82.50,80.07
80.25,80.23,80.66,78.20
80.04,80.35,80.79,79.12
80.98,79.32,81.24,78.68
79.57,81.84,82.57,78.66
81.34,80.72,83.87,80.56
76.76,76.60,78.61,74.85
73.24,71.43,74.61,69.38
69.50,69.69,70.92,66.81
71.96,68.99,73.00,68.60
69.37,65.54,70.23,65.05
66.57,64.58,66.82,64.00
64.11,64.06,66.09,63.54
64.78,63.73,65.95,63.44
62.90,61.22,63.15,58.14
61.07,63.98,64.24,60.73
63.72,64.46,64.80,62.41
64.70,63.15,65.14,62.43
64.23,65.06,65.60,63.82
64.64,65.70,66.28,64.39
66.10,65.61,66.58,64.22
64.61,64.79,65.43,63.55
65.30,66.09,66.32,64.83
66.54,64.93,66.76,64.73
64.18,65.73,66.14,62.63
65.38,63.09,65.73,62.68
62.74,63.18,63.64,61.60
64.16,63.92,64.57,63.28
64.62,67.43,67.92,64.62
68.28,69.40,70.61,67.15
70.99,69.49,70.99,68.01
70.43,71.60,72.23,69.45
71.02,72.55,73.53,70.60
71.50,71.58,72.33,70.81
69.75,72.34,72.83,68.37
73.64,73.45,74.40,72.36
75.01,78.42,78.61,75.00
78.04,79.29,79.56,77.15
79.74,81.07,81.95,79.50
81.07,80.63,82.70,80.22
79.97,78.93,81.98,78.69
79.45,78.37,79.81,77.17
78.34,81.29,81.58,78.34
81.07,79.77,81.41,79.13
79.06,80.76,80.93,79.06
80.20,79.61,81.24,79.50
79.19,77.84,80.23,77.25
78.00,76.43,78.80,76.28
73.86,74.22,74.86,72.27
75.21,76.97,77.51,75.00
76.04,75.40,76.72,75.23
74.35,74.44,75.56,74.35
76.80,77.29,78.25,76.67
77.15,77.09,78.53,76.75
78.76,81.45,81.55,78.50
81.69,80.10,81.69,79.53
80.94,79.61,81.38,79.44
80.01,78.90,80.80,78.22
78.44,80.55,81.56,77.80
80.74,80.29,81.42,79.34
79.39,77.80,79.52,77.35
77.80,78.71,78.85,77.16
76.93,76.18,76.99,74.45
76.30,73.70,77.05,73.60
72.79,70.76,72.79,69.10
71.26,69.12,71.64,69.00
69.68,69.93,70.71,69.25
70.01,67.39,70.31,67.38
68.87,69.99,70.07,68.83
69.75,70.02,70.39,69.03
69.34,69.29,69.55,68.27
70.27,69.77,70.40,69.19
68.87,68.68,69.77,68.09
68.00,65.99,68.89,65.60
65.23,66.97,67.00,65.00
67.11,67.43,68.49,67.04
68.93,69.53,69.92,68.81
69.37,68.46,70.52,68.35
68.25,68.65,69.47,67.17
68.79,69.57,70.45,68.78
70.16,70.34,70.60,69.57
71.90,70.92,72.61,70.81
68.11,68.63,69.10,67.80
69.37,68.26,69.95,68.01
68.00,67.92,68.48,66.92
68.95,68.26,69.33,67.57
68.17,68.39,68.67,67.79
68.46,67.70,68.48,67.04
67.66,67.51,68.50,66.78
68.00,68.06,68.60,67.80
67.81,67.83,68.06,67.20
67.61,71.79,71.86,67.21
72.42,74.02,76.93,72.42
74.13,75.42,75.55,73.56
74.75,76.28,76.90,74.43
77.27,76.12,77.92,74.77
77.03,77.34,77.75,76.31
77.25,76.63,78.32,76.02
76.86,73.49,76.86,73.14
73.29,73.02,73.90,72.50
73.28,72.23,73.28,71.91
72.44,70.97,72.70,70.36
71.30,70.29,71.85,70.25
69.80,70.39,70.45,68.81
70.50,70.82,71.09,70.00
70.63,69.73,71.21,69.43
70.86,69.69,71.20,69.56
69.11,71.62,71.96,68.54
71.92,69.79,72.12,69.16
70.36,70.57,71.62,70.00
70.42,71.49,71.93,69.91
71.77,71.93,72.45,71.16
71.93,71.59,72.66,71.01
71.49,71.14,71.92,70.67
71.53,72.32,72.56,71.14
72.12,69.45,72.47,69.10
69.67,70.08,70.79,68.92
69.75,69.61,70.40,69.00
69.21,67.80,69.21,67.46
66.41,66.32,66.49,64.33
66.25,66.74,67.32,65.47
67.39,67.02,67.47,66.19
67.19,66.97,67.60,66.15
66.52,66.05,66.85,65.96
65.94,66.64,67.41,65.94
65.92,65.21,66.18,64.96
65.15,64.24,65.46,63.81
64.03,63.57,64.55,63.12
63.63,63.00,64.48,62.97
62.00,63.60,63.89,61.60
64.62,63.97,65.46,63.81
63.23,63.20,63.75,62.82
63.69,63.84,64.81,63.29
64.52,64.50,64.67,63.91
64.65,64.70,65.13,64.04
64.47,64.75,64.98,64.17
64.09,64.36,64.39,63.30
64.56,65.22,65.29,63.83
64.99,67.46,67.49,64.80
67.30,66.48,67.49,65.97
65.33,62.89,65.66,62.61
63.00,61.48,63.22,61.07
61.41,61.24,62.58,61.22
61.28,63.11,63.32,61.02
63.34,62.16,63.70,62.00
62.12,63.69,64.12,61.75
63.13,63.93,64.31,62.50
63.00,60.42,63.89,60.15
60.22,60.77,61.68,59.63
60.68,60.60,60.95,60.04
60.94,60.67,61.64,60.21
60.71,60.28,61.35,60.01
59.74,59.09,59.74,58.01
59.24,59.25,59.83,58.84
59.60,60.92,61.15,59.30
60.78,61.37,61.90,60.78
61.92,62.01,62.10,61.45
61.43,61.96,62.46,60.82
62.05,61.74,62.59,61.43
61.40,61.03,61.70,60.15
60.16,59.16,60.63,58.30
58.48,61.07,61.93,58.48
61.04,60.17,61.81,58.77
59.10,58.66,59.10,57.00
57.59,59.95,60.70,57.24
60.69,60.60,61.43,59.51
61.00,63.20,64.21,60.41
62.23,61.72,63.45,61.55
61.55,61.25,62.94,61.12
61.27,61.73,63.32,60.80
62.31,63.40,64.86,61.82
64.27,62.76,64.94,62.43
62.80,67.01,67.31,62.78
66.85,67.01,68.32,65.75
66.51,67.62,67.73,64.69
68.10,69.06,69.14,67.40
69.06,69.03,69.73,68.16
69.80,69.10,69.89,68.13
68.51,68.70,70.61,67.54
68.84,67.64,69.28,66.71
68.67,74.75,75.30,68.67
75.62,77.00,77.57,74.21
76.74,77.56,77.92,76.05
78.60,78.68,80.55,77.52
78.50,77.34,78.75,76.52
76.62,79.11,79.64,76.37
79.28,78.47,79.89,78.13
78.50,80.19,80.75,78.50
80.37,79.64,80.97,79.27
78.57,78.01,79.63,76.80
78.20,77.49,78.20,76.64
77.16,79.49,79.80,76.55
79.80,79.29,79.80,78.58
78.50,78.07,80.63,77.64
77.73,75.94,77.87,75.93
76.24,75.56,76.25,74.28
75.44,76.25,76.42,74.80
75.80,77.12,77.32,75.02
77.77,77.20,78.24,76.95
76.30,76.90,77.13,75.15
78.33,78.40,78.92,77.71
78.25,78.70,78.97,78.02
79.10,79.78,80.50,79.00
79.11,77.33,79.23,76.66
76.33,77.01,77.29,75.92
77.14,77.80,78.27,76.17
77.86,74.96,78.50,74.19
74.70,73.32,74.96,72.02
72.69,73.58,74.34,71.79
74.07,74.58,74.89,73.58
74.52,73.49,74.72,73.20
73.61,73.60,73.90,71.36
72.96,72.85,73.91,72.57
73.22,72.47,73.67,72.01
72.00,74.21,75.10,72.00
72.97,72.88,73.72,72.50
73.43,73.52,73.89,72.51
74.23,75.30,76.26,73.80
74.89,73.33,75.58,72.95
73.39,75.55,75.96,73.32
75.10,77.06,77.50,75.10
77.18,75.68,77.48,75.38
75.06,76.00,76.99,72.85
75.58,77.00,78.38,74.87
77.13,77.60,78.50,77.05
77.72,78.81,79.93,77.72
79.43,79.20,79.78,78.63
78.90,78.79,79.97,78.17
77.36,76.78,78.01,76.05
76.41,75.50,76.73,74.22
76.18,75.32,76.92,74.41
75.29,75.23,75.94,75.01
75.38,75.64,76.25,75.05
75.84,77.58,77.81,75.53
77.58,78.04,78.36,77.32
78.04,78.48,78.82,77.41
79.60,81.52,82.00,79.39
81.19,83.19,83.74,81.08
83.75,84.44,85.03,83.44
84.45,84.52,85.10,84.22
84.75,84.31,85.23,84.09
84.20,84.22,84.79,84.07
84.09,84.23,84.70,83.55
84.26,84.18,84.70,83.85
84.27,88.02,88.22,84.20
88.56,88.02,88.56,87.25
88.59,89.09,89.79,87.54
89.59,90.16,90.40,89.13
91.17,90.42,91.89,90.00
89.79,88.28,89.97,87.93
89.00,87.60,89.01,86.20
88.00,86.96,88.43,85.34
87.11,91.64,91.70,86.85
92.70,94.55,95.32,92.52
94.79,93.49,95.00,91.28
93.24,95.01,95.82,93.16
94.04,93.86,95.50,93.22
94.10,94.27,94.83,92.79
95.20,97.27,97.82,95.09
96.65,96.53,97.46,95.70
97.00,93.68,98.23,93.67
92.37,94.05,94.39,90.38
94.90,98.63,98.85,94.66
98.14,99.83,100.71,97.79
99.88,98.40,100.84,97.66
98.55,98.18,99.32,97.73
98.20,97.35,98.69,96.75
98.53,99.50,100.02,98.53
99.11,98.32,99.89,97.68
97.71,96.36,97.80,96.26
96.70,94.16,97.42,94.03
93.96,95.26,96.14,93.65
91.01,91.40,92.00,90.66
91.40,88.60,91.40,88.38
88.28,88.22,88.35,85.97
89.22,89.95,90.04,89.16
89.92,89.10,90.44,88.93
88.64,86.20,88.80,86.09
86.38,86.58,87.01,85.45
86.69,87.10,87.89,86.33
86.10,85.83,86.28,85.35
86.15,85.19,86.57,85.03
86.47,85.55,87.01,85.33
85.94,84.85,86.10,84.50
85.62,88.17,88.57,85.15
87.69,88.08,89.03,86.75
88.02,84.84,88.17,84.80
85.41,85.81,86.16,84.88
86.50,87.75,87.84,85.45
87.80,88.04,88.54,86.42
87.86,89.65,90.38,87.25
89.73,88.12,89.96,88.10
88.28,87.22,88.58,86.87
86.52,86.60,87.39,85.38
87.25,85.39,87.53,85.35
84.91,80.34,85.15,80.18
80.91,80.95,81.35,79.32
82.35,83.57,83.64,81.58
83.60,82.44,83.71,82.29
82.75,83.33,83.68,82.11
83.80,84.77,84.97,83.32
84.71,83.41,84.71,82.57
83.10,82.85,83.85,82.74
81.21,82.81,82.93,80.80
83.67,83.99,84.24,82.62
83.81,80.76,84.25,80.57
81.27,81.63,83.19,80.99
81.15,81.74,82.74,80.66
81.85,79.68,81.85,79.48
79.47,81.14,81.65,79.41
81.08,80.29,81.86,80.12
79.73,81.41,81.90,79.73
81.73,81.42,81.78,80.60
82.01,83.64,84.08,81.79
82.67,80.81,83.12,80.59
81.33,80.84,81.38,80.06
81.04,81.50,81.55,80.04
81.73,79.47,81.83,79.31
79.27,78.23,79.48,77.81
77.63,78.53,78.77,76.17
76.99,78.95,79.62,76.32
78.82,78.53,79.05,77.24
78.88,78.52,79.49,78.04
78.43,80.10,81.00,78.02
80.50,79.06,80.50,78.72
79.65,81.36,81.70,79.65
82.83,82.84,83.44,82.32
82.83,80.22,82.85,79.95
79.59,79.31,79.98,78.35
78.42,78.32,79.30,78.21
78.69,80.91,81.18,78.33
81.22,79.54,81.68,78.57
80.51,81.14,81.75,80.34
81.38,81.61,82.16,80.40
82.26,80.41,82.65,80.24
80.78,80.97,82.49,80.29
80.87,81.12,81.66,80.33
81.12,79.85,81.33,79.63
80.19,79.84,80.49,79.33
80.00,81.13,81.80,79.42
81.07,80.58,81.47,80.28
80.50,79.15,81.50,78.81
78.73,76.69,79.27,76.06
76.53,75.53,76.88,74.55
76.00,76.86,77.33,75.75
77.81,75.64,78.99,75.58
75.60,74.67,75.64,73.34
75.27,74.59,75.70,74.00
74.23,74.02,75.25,73.98
74.28,73.22,74.41,72.72
73.25,73.33,73.95,72.73
72.94,73.17,74.25,72.20
73.30,72.80,73.74,72.44
72.01,71.21,72.44,71.14
72.22,73.94,74.48,71.49
73.65,72.33,74.10,72.15
72.30,72.10,72.78,71.75
71.00,70.10,71.03,69.27
69.60,68.32,70.28,67.66
67.11,65.42,67.47,65.24
65.37,66.42,68.08,65.00
66.38,65.97,67.00,65.52
66.86,67.33,68.57,66.84
67.74,67.59,68.63,66.47
67.28,66.19,67.50,65.72
66.01,65.54,66.83,65.02
65.73,65.08,66.08,64.35
64.88,63.27,65.25,62.91
63.30,62.90,63.89,62.67
62.73,65.93,66.07,62.68
66.15,65.45,67.81,65.35
65.57,66.44,66.71,64.46
66.57,66.23,67.07,65.64
66.32,67.70,68.93,66.32
68.32,66.48,68.66,66.19
66.30,67.72,67.86,65.87
67.67,67.16,68.30,66.61
67.94,66.71,68.66,66.51
66.70,68.12,68.20,66.51
68.01,68.54,68.74,67.60
68.81,70.62,70.88,68.81
70.29,70.37,71.45,69.92
69.80,70.40,70.72,69.15
70.25,69.94,70.25,68.90
69.99,71.26,71.46,69.32
70.71,71.03,71.18,70.15
70.73,70.97,71.33,70.26
70.20,68.32,70.51,68.23
68.34,64.75,69.04,63.63
64.75,67.35,67.65,63.51
68.27,67.71,70.24,67.20
67.86,66.35,67.86,66.05
66.50,68.24,69.00,66.24
68.39,65.05,68.39,64.46
65.05,63.35,65.15,63.28
62.09,60.47,62.26,60.41
57.44,54.24,57.80,53.92
55.94,54.32,56.01,53.75
54.14,50.80,55.04,50.67
50.84,51.93,52.74,50.20
52.54,53.12,53.16,51.40
53.89,52.80,54.40,51.90
52.25,51.29,52.51,50.88
51.96,54.01,54.32,51.88
55.14,56.01,57.17,54.33
56.08,53.57,57.09,53.17
53.69,54.42,55.13,53.69
53.75,55.58,55.62,53.17
53.51,53.83,54.78,52.14
52.63,53.85,54.94,52.51
54.29,54.32,55.74,53.96
54.62,54.17,54.84,53.63
53.66,53.01,53.78,52.50
53.41,55.45,55.66,53.28
54.75,55.16,56.88,54.02
54.08,54.63,54.71,52.96
54.10,53.21,54.15,53.03
52.90,52.88,54.35,52.70
52.11,50.53,52.47,50.02
48.87,50.23,51.24,48.33
50.05,48.86,50.67,48.81
48.69,51.87,52.06,48.59
50.57,50.99,51.94,49.68
51.83,51.65,53.93,50.67
52.44,52.08,53.33,51.73
52.06,51.37,53.11,50.76
51.17,51.70,53.14,50.75
51.85,53.83,53.94,51.65
54.98,56.02,56.90,54.61
55.55,54.76,55.95,54.11
55.10,56.01,56.32,54.34
55.03,54.85,55.48,54.29
54.95,56.15,56.47,54.69
56.15,55.85,56.88,55.26
54.93,53.68,55.00,53.20
53.46,53.84,54.52,53.07
52.85,53.16,54.48,52.76
53.24,52.82,54.23,52.71
52.37,53.83,53.99,52.02
54.03,52.96,54.30,52.91
52.82,52.70,53.10,52.03
52.42,50.97,52.91,50.75
51.17,50.13,52.02,49.83
48.32,44.79,48.35,44.45
