RYH,Guggenheim S&P 500 Equal Weight Healthcare ETF,NASDAQ
144.40,144.83,145.55,144.18
145.44,144.99,145.74,144.52
145.16,145.43,145.49,144.38
144.59,144.04,144.59,142.77
143.99,145.06,145.18,143.55
145.49,146.44,146.61,145.49
146.20,146.46,146.99,146.19
146.80,147.31,147.66,146.80
147.26,146.15,147.74,145.68
146.61,147.01,147.13,146.26
147.34,146.96,147.52,146.69
147.08,146.43,147.86,146.13
146.70,146.41,147.22,146.23
146.44,146.09,146.44,145.71
145.92,145.87,145.96,145.62
145.99,147.14,147.24,145.92
147.46,147.43,148.41,147.43
147.53,146.17,147.53,146.07
146.15,146.28,146.88,146.12
146.40,145.92,146.66,145.54
146.82,148.27,148.27,146.60
148.44,149.71,150.00,148.44
149.47,149.89,149.96,149.43
150.06,150.43,150.61,149.64
150.30,151.23,151.28,150.30
151.79,152.26,152.97,151.37
152.31,150.72,152.88,149.50
150.38,150.89,151.05,149.70
150.91,151.25,151.81,150.91
