RYH,Guggenheim S&P 500 Equal Weight Healthcare ETF,NASDAQ
53.80,53.51,53.80,53.26
52.96,53.93,54.13,52.82
54.68,54.93,54.98,54.68
55.26,54.99,55.32,54.97
55.26,55.65,55.65,55.26
55.40,55.63,55.72,55.40
55.41,55.89,55.89,55.20
55.96,56.03,56.10,55.79
55.58,56.19,56.33,55.58
55.23,54.63,55.23,54.63
54.60,54.81,54.91,54.60
54.53,54.70,54.72,54.38
53.93,54.14,54.48,53.93
54.58,55.17,55.17,54.52
54.80,55.26,55.54,54.80
54.51,54.15,54.53,54.00
53.61,53.89,53.97,53.55
54.43,54.05,54.43,54.05
53.28,52.72,53.28,52.70
52.43,53.37,53.49,52.43
53.30,52.80,53.30,52.70
53.23,53.39,53.39,53.23
52.86,52.68,52.89,52.68
52.40,52.30,52.78,52.24
53.01,53.73,53.75,52.82
53.84,54.16,54.18,53.72
54.67,54.78,54.78,54.43
54.43,54.36,54.53,54.33
54.44,54.54,54.67,54.42
54.99,55.21,55.27,54.96
55.42,55.61,55.71,55.16
55.90,55.62,56.01,55.55
55.77,55.92,56.13,55.49
55.93,56.41,56.41,55.76
56.54,56.15,56.54,56.10
56.66,56.16,56.66,56.07
56.44,57.04,57.05,56.44
57.07,57.12,57.41,57.01
56.94,57.07,57.21,56.86
56.78,56.71,57.19,56.71
57.35,57.67,57.67,57.23
57.35,57.24,57.35,57.18
57.35,57.89,57.89,56.97
57.69,57.61,57.88,57.58
57.95,57.79,58.35,57.52
58.22,57.80,58.22,57.43
57.68,57.03,57.68,57.03
57.75,58.27,58.33,57.73
58.27,57.74,58.27,57.62
58.01,57.88,58.11,57.85
57.89,58.16,58.20,57.89
58.17,58.22,58.31,58.13
58.27,58.94,58.94,58.27
59.36,59.30,59.42,59.30
59.16,59.04,59.40,58.85
59.36,59.35,59.54,59.08
59.53,59.72,59.72,59.53
58.97,58.66,59.08,58.60
59.16,59.28,59.48,59.16
59.49,59.16,59.52,59.13
59.48,59.54,59.59,59.36
59.74,59.80,60.05,59.74
59.72,59.67,59.72,59.63
59.74,59.68,59.74,59.27
59.81,59.83,59.83,59.81
59.80,59.71,59.80,59.58
60.05,59.82,60.38,59.47
60.32,60.37,60.38,60.24
60.48,60.42,60.48,60.05
61.07,61.01,61.07,60.88
61.00,60.92,61.11,60.86
61.00,60.94,61.00,60.88
61.06,60.72,61.06,60.59
60.56,60.90,60.90,60.18
60.38,61.06,61.06,60.38
60.58,60.31,60.58,60.25
60.53,60.36,60.58,60.33
59.90,59.38,59.90,59.38
59.62,59.52,59.62,59.44
59.97,60.18,60.39,59.67
60.06,60.27,60.36,60.02
60.25,60.49,60.49,60.15
59.98,59.63,59.98,59.63
60.17,60.22,60.31,59.99
59.88,60.00,60.00,59.88
59.59,59.75,59.75,59.15
59.12,59.30,59.54,59.12
60.15,60.46,60.59,60.15
60.75,60.93,60.96,60.75
60.91,60.81,60.91,60.81
60.86,60.83,60.87,60.76
61.33,60.74,61.33,60.74
60.59,60.67,60.67,60.59
60.72,60.84,60.84,60.70
61.48,62.03,62.03,61.48
62.03,61.93,62.03,61.93
62.26,62.60,62.60,62.26
62.87,62.50,62.87,62.46
62.45,63.03,63.03,62.45
63.20,63.43,63.43,63.20
63.38,63.33,63.38,63.07
63.43,63.26,63.43,63.21
63.23,63.38,63.40,63.23
63.35,63.19,63.35,63.19
63.05,63.21,63.21,63.05
63.04,63.10,63.10,63.03
63.33,63.19,63.33,63.18
63.08,63.09,63.10,62.94
62.99,62.81,63.08,62.79
63.29,63.60,63.76,63.04
63.39,63.25,63.39,63.24
63.03,63.53,63.60,63.03
63.77,63.75,63.79,63.57
63.77,63.62,63.77,63.44
63.37,63.68,63.68,63.37
63.89,64.20,64.37,63.89
64.56,64.53,64.63,64.53
64.47,64.44,64.56,64.44
64.54,64.76,64.76,64.50
64.60,65.36,65.39,64.60
65.25,64.46,65.25,64.46
64.63,64.59,64.63,64.35
64.91,64.70,64.96,64.70
64.81,64.91,64.98,64.81
64.97,65.04,65.14,64.85
65.32,65.40,65.46,65.29
65.39,65.62,65.73,65.39
65.54,64.45,65.54,64.38
64.40,64.54,64.65,64.20
65.15,65.35,65.50,65.15
65.14,64.99,65.14,64.99
64.63,65.24,65.36,64.63
65.75,65.59,65.75,65.20
66.08,65.90,66.08,65.80
65.79,65.91,65.94,65.79
65.90,65.71,65.90,65.55
65.72,65.98,65.98,65.72
66.22,66.34,66.36,66.22
66.56,66.52,66.56,66.24
66.20,66.33,66.42,66.19
66.58,66.77,66.77,66.52
66.65,67.08,67.15,66.61
67.42,67.08,67.42,67.08
66.52,66.02,66.81,65.99
65.75,65.34,65.75,65.34
65.01,65.63,65.71,65.01
65.95,66.18,66.20,65.95
66.45,66.43,66.85,66.35
66.72,66.26,66.91,66.26
66.40,66.42,66.47,66.24
66.88,67.86,67.86,66.88
67.85,67.85,67.91,67.31
68.09,66.89,68.09,66.85
67.15,67.80,67.82,67.03
67.81,67.79,67.81,67.76
67.14,66.59,67.14,66.58
66.81,66.70,66.81,66.27
66.56,66.31,66.56,65.93
64.62,65.54,65.54,64.62
64.97,64.54,65.21,64.54
65.21,64.78,65.21,64.78
65.55,65.06,65.55,65.06
65.78,65.66,66.14,65.58
65.65,65.68,65.91,65.64
65.20,65.56,65.68,65.20
65.83,66.43,66.43,65.83
66.58,66.68,66.96,66.57
66.92,66.86,66.92,66.74
66.85,67.07,67.07,66.85
67.66,68.17,68.28,67.66
68.14,68.35,68.38,68.14
68.49,68.77,69.02,68.49
68.81,69.04,69.14,68.81
68.88,68.78,69.11,68.78
69.06,69.06,69.25,68.94
68.82,68.71,69.05,68.69
68.75,68.54,68.75,68.52
68.71,68.78,69.01,68.71
68.41,68.74,68.88,68.41
68.94,69.01,69.08,68.77
68.67,69.06,69.07,68.67
69.25,69.76,69.76,69.25
69.19,68.61,69.19,68.24
68.65,69.09,69.09,68.65
69.71,69.75,70.01,69.69
70.68,70.47,70.73,70.43
70.09,70.46,70.50,70.09
70.67,71.26,71.47,70.67
71.60,71.88,71.88,71.33
72.13,72.36,72.36,72.00
72.57,72.24,72.57,72.24
72.79,73.07,73.26,72.71
73.07,72.61,73.07,72.37
72.80,72.31,72.80,72.08
72.06,72.05,72.67,72.00
72.89,72.64,73.07,72.54
72.77,73.29,73.31,72.77
73.66,73.67,73.70,73.10
73.83,73.18,73.83,73.01
73.02,73.86,73.86,72.93
74.10,73.59,74.31,73.50
73.63,73.61,73.86,73.50
73.28,73.50,73.52,73.14
73.88,74.43,74.43,73.84
74.56,74.23,74.57,74.00
74.40,73.79,74.40,73.50
72.80,72.72,72.98,72.32
72.47,72.43,72.76,72.42
72.15,72.68,72.68,72.15
72.25,72.85,72.94,72.11
73.00,72.88,73.00,72.49
73.38,73.35,73.38,72.94
73.26,72.46,73.32,72.46
72.34,72.41,72.41,71.99
71.88,71.62,71.90,71.37
71.53,70.85,71.53,70.85
71.23,71.46,71.57,71.10
71.38,71.18,71.38,70.85
71.52,71.99,72.32,71.30
71.30,70.90,71.30,70.87
71.00,70.90,71.24,70.87
71.55,71.70,71.84,71.45
71.40,70.94,71.71,70.86
71.01,70.81,71.06,70.51
71.37,70.99,71.42,70.90
71.05,71.73,71.76,71.00
72.21,72.40,72.60,72.21
72.66,72.20,72.70,72.20
71.73,71.71,71.86,70.72
72.04,71.00,72.04,70.97
71.03,71.70,71.72,70.71
71.76,72.81,72.89,71.24
72.76,72.80,72.91,72.59
73.16,73.04,73.32,72.99
73.50,74.20,74.20,73.11
74.38,73.90,74.38,73.78
74.07,74.20,74.32,73.84
74.72,74.38,74.72,74.12
73.83,73.67,73.83,73.44
73.30,72.51,73.30,72.45
72.67,72.87,73.20,72.49
73.09,72.90,73.57,72.90
72.98,72.57,73.25,72.55
72.95,72.38,72.95,72.02
72.00,71.71,72.00,71.29
72.19,72.53,72.63,72.10
72.30,72.50,72.58,72.25
72.88,73.66,73.66,72.88
73.40,73.21,73.40,72.86
72.85,72.22,72.85,72.22
72.23,71.45,72.23,71.45
71.30,70.03,71.30,70.00
69.96,69.80,70.52,69.80
69.63,69.68,70.21,68.92
70.47,68.12,70.47,67.57
67.69,67.16,68.17,66.90
66.72,66.70,66.75,65.33
65.96,64.14,66.02,64.01
64.57,64.26,65.09,63.08
62.55,60.49,63.45,60.49
61.31,62.92,62.92,59.93
61.98,60.05,62.33,60.05
60.47,63.18,63.58,60.47
63.39,63.65,63.85,63.20
64.16,64.63,64.63,63.75
64.04,64.34,64.74,63.80
65.07,64.19,65.21,63.94
62.75,61.79,62.75,61.37
60.93,61.53,62.19,60.93
62.60,61.45,62.60,61.27
61.88,63.53,63.53,61.87
63.60,63.74,63.74,63.36
63.31,63.39,63.39,63.17
62.80,64.45,64.45,62.80
65.58,66.06,66.06,65.58
65.85,66.43,66.75,65.72
67.35,66.70,67.45,66.24
66.94,66.14,67.81,66.14
65.00,64.93,65.53,64.93
62.72,64.51,64.60,62.72
65.73,66.47,66.47,65.61
66.53,65.49,66.59,65.49
64.90,63.43,64.90,63.43
62.50,62.79,62.86,62.42
63.56,64.48,64.60,63.56
64.57,65.90,65.90,64.28
65.51,65.64,65.71,64.80
65.79,66.09,66.12,65.67
65.14,65.27,65.28,64.74
65.30,66.31,66.40,65.30
65.71,63.89,65.71,63.89
62.13,61.79,62.21,61.66
61.97,62.19,62.64,61.76
62.58,63.55,63.55,62.16
64.93,64.66,65.63,64.52
64.58,63.30,64.60,63.12
64.12,62.76,64.28,62.53
62.97,62.29,63.42,62.29
61.93,59.73,62.38,59.73
58.75,60.42,60.42,58.75
60.96,61.69,61.76,60.96
62.08,62.60,62.63,62.07
62.91,62.15,62.91,62.15
63.21,63.20,63.21,63.20
63.75,63.67,63.85,63.63
64.33,63.99,64.58,63.98
63.65,63.59,63.65,63.22
64.20,64.22,64.33,64.01
63.76,63.02,63.78,63.02
62.68,63.22,63.58,62.13
63.54,63.34,64.24,63.34
63.31,63.44,63.48,63.17
64.69,64.95,64.95,64.42
65.21,66.23,66.31,65.21
66.20,65.20,66.27,65.12
65.83,65.81,66.07,65.54
67.51,67.70,67.70,66.81
67.77,68.17,68.17,67.69
67.38,66.75,67.38,66.75
64.96,64.71,65.50,64.63
65.01,65.32,65.40,65.01
65.66,66.22,66.22,65.66
65.56,65.62,65.82,64.92
65.93,66.33,66.35,65.55
66.58,67.26,67.32,66.10
65.78,65.10,65.95,65.09
65.29,65.79,65.92,65.28
66.85,66.99,67.07,66.75
66.66,66.40,66.85,66.40
66.71,66.76,66.90,66.71
65.85,65.45,66.36,65.45
64.84,64.00,64.84,63.85
64.18,63.76,64.25,63.75
62.51,62.83,63.03,62.51
62.85,63.01,63.01,62.85
61.99,61.87,62.40,61.87
62.01,61.64,62.22,61.64
63.53,63.15,63.59,63.15
63.48,63.59,63.83,63.41
65.19,65.77,65.77,65.19
65.79,66.29,66.48,65.79
66.77,65.31,66.77,65.03
66.04,65.48,66.04,65.48
65.87,65.81,65.87,65.48
65.05,65.50,65.50,65.05
65.51,64.42,65.51,64.33
64.41,65.10,65.23,64.41
64.65,64.34,64.65,64.18
64.55,64.01,64.55,63.88
63.64,63.58,63.92,63.58
64.22,64.15,64.38,64.15
64.50,63.88,64.61,63.88
64.37,64.02,64.62,64.02
64.54,65.41,65.50,64.54
65.36,65.67,65.67,65.19
65.78,66.38,66.43,65.75
66.51,66.78,66.78,66.50
67.11,66.97,67.24,66.94
66.87,65.94,66.87,65.92
66.04,66.67,66.76,66.04
66.67,66.44,66.99,66.44
67.54,67.58,67.92,67.54
67.33,67.17,67.33,67.06
66.82,67.42,67.48,66.82
67.88,67.86,68.10,67.46
67.60,67.88,67.94,67.60
68.50,68.67,68.76,68.50
68.76,68.93,69.03,68.76
68.80,69.11,69.19,68.50
68.54,68.60,68.70,68.37
69.25,69.12,69.57,69.06
69.14,69.74,69.76,68.90
69.72,70.27,70.35,69.66
69.97,69.90,69.97,69.87
69.99,69.89,70.26,69.72
70.09,70.24,70.34,70.09
70.13,71.16,71.23,70.13
71.40,70.56,71.40,70.30
70.35,70.98,70.98,70.35
70.50,70.57,70.57,70.08
70.77,70.81,71.25,70.59
71.03,71.78,72.00,70.78
71.79,71.42,71.79,71.06
71.80,72.14,72.17,71.80
71.84,71.83,72.06,71.48
71.60,71.96,71.99,71.54
72.17,72.06,72.17,71.80
71.44,71.57,71.70,71.44
71.28,71.42,71.47,70.97
72.17,71.94,72.17,71.77
71.95,72.32,72.34,71.95
72.17,72.24,72.24,72.17
72.21,72.92,72.92,72.19
72.77,72.40,72.77,72.31
72.82,71.91,72.82,71.73
71.75,71.82,71.82,71.75
72.01,71.98,72.01,71.86
72.26,72.43,72.44,72.23
72.11,72.36,72.47,72.11
72.76,72.75,72.82,72.69
72.84,72.49,72.86,72.46
72.49,72.61,72.66,72.27
72.43,72.30,72.55,72.28
72.31,71.93,72.55,71.78
71.01,70.85,71.15,70.67
71.04,71.28,71.46,71.04
71.64,72.26,72.44,71.64
72.42,72.67,72.88,72.42
72.61,72.26,72.61,72.22
72.65,73.47,73.48,72.65
73.45,73.59,73.69,73.38
73.64,73.93,74.01,73.40
73.95,73.84,73.97,73.80
73.69,73.75,73.86,73.54
73.47,73.36,73.47,73.20
73.28,73.52,73.59,73.28
72.94,73.22,73.43,72.94
73.15,73.39,73.39,73.15
73.76,74.57,74.57,73.76
74.87,74.77,75.01,74.72
74.76,74.56,74.76,74.27
74.70,74.95,74.97,74.48
75.14,75.41,75.50,75.14
75.48,75.82,75.87,75.44
76.29,75.44,76.29,75.44
75.50,74.85,75.50,74.74
74.82,75.00,75.00,74.82
74.08,73.83,74.11,73.80
73.50,72.65,73.50,72.65
73.39,73.18,73.52,73.11
73.55,73.92,74.14,73.55
73.65,73.06,73.65,73.06
73.29,72.72,73.29,72.50
73.36,73.98,74.10,73.36
73.84,73.96,73.98,73.80
74.04,73.99,74.05,73.76
74.18,74.18,74.35,74.18
73.16,73.53,73.53,73.12
73.60,73.49,73.60,73.42
74.32,74.53,74.63,74.22
74.21,74.34,74.43,73.91
74.49,74.57,74.67,74.39
74.47,74.51,74.51,74.21
74.41,75.00,75.16,74.14
74.73,74.69,74.86,74.69
75.28,74.32,75.28,74.23
73.56,73.36,73.56,73.23
73.70,73.56,73.70,72.79
72.99,72.80,72.99,72.60
72.64,72.96,73.33,72.61
73.19,73.27,73.27,73.19
73.51,73.18,73.51,73.18
72.36,72.75,72.77,72.36
72.93,72.37,72.93,72.23
72.64,72.31,72.64,72.31
72.36,71.76,72.36,71.67
71.55,70.39,71.55,70.26
70.61,71.56,71.66,70.61
72.14,71.91,72.16,71.87
71.13,71.15,71.25,70.45
71.81,71.45,71.81,71.45
72.11,72.11,72.11,72.11
72.60,72.48,72.60,72.16
71.66,71.79,71.82,71.61
70.79,71.15,71.64,70.79
70.51,69.65,70.51,69.61
69.65,69.86,70.01,69.41
69.60,70.38,70.38,69.60
71.05,71.39,71.39,70.59
71.86,71.44,71.89,71.44
71.71,72.02,72.11,71.71
72.38,71.58,72.38,71.49
71.44,71.92,71.92,71.14
72.11,71.80,72.22,71.80
72.42,72.40,72.51,72.15
71.93,72.24,72.24,71.93
72.53,72.79,72.79,72.53
73.60,73.77,73.90,73.60
73.70,73.38,73.70,73.38
73.19,71.97,73.19,71.97
72.28,73.05,73.05,72.27
72.18,72.16,72.18,72.16
71.95,72.14,72.14,71.83
72.83,72.95,73.01,72.82
72.44,72.59,72.65,71.95
73.92,74.10,74.10,73.83
75.95,74.26,75.95,73.87
74.19,74.46,74.53,74.19
74.10,73.95,74.10,73.84
73.89,73.20,73.89,72.95
73.93,73.32,73.93,73.09
73.53,72.83,73.53,72.83
72.78,72.70,72.90,72.70
72.53,72.76,72.79,72.11
73.51,73.57,73.57,73.51
73.45,73.40,73.46,73.31
73.60,74.20,74.27,73.60
73.88,74.36,74.58,73.88
74.57,74.19,74.57,74.19
73.67,72.96,73.68,72.96
71.45,71.98,71.98,71.41
71.15,71.08,71.15,70.92
71.09,71.46,71.53,71.02
72.32,72.01,72.32,71.68
71.75,73.69,73.74,71.75
73.59,73.34,73.59,73.15
73.32,72.72,73.32,72.72
73.13,72.76,73.40,72.60
72.28,71.85,72.28,71.46
73.35,72.99,73.35,72.99
73.34,73.10,73.34,72.95
73.63,73.66,73.79,73.52
73.67,73.82,73.90,73.57
73.81,73.73,73.98,73.58
73.81,74.06,74.06,73.74
73.92,74.11,74.18,73.72
74.20,74.00,74.28,74.00
74.36,74.39,74.53,74.36
74.53,74.27,74.53,74.27
74.62,73.96,74.62,73.78
74.21,74.40,74.40,74.09
74.48,74.20,74.70,74.19
74.08,73.98,74.09,73.98
73.99,73.76,73.99,73.66
73.90,74.40,74.42,73.90
74.41,74.43,74.62,74.25
74.53,74.32,74.53,74.29
74.53,74.73,74.86,74.48
74.55,74.44,74.57,74.24
74.91,74.66,74.91,74.53
74.61,75.02,75.02,74.39
75.09,74.90,75.13,74.90
75.80,76.15,76.18,75.71
76.41,76.36,76.41,76.15
76.23,75.88,76.25,75.88
76.00,75.83,76.00,75.83
76.05,75.98,76.21,75.77
76.22,76.67,76.77,76.22
76.83,77.13,77.41,76.66
76.91,77.32,77.32,76.36
77.39,77.82,77.83,77.38
77.83,77.87,77.90,77.64
77.55,77.80,77.86,77.50
78.04,78.09,78.14,77.90
77.83,78.22,78.22,77.83
78.39,77.73,78.67,77.73
77.77,77.29,77.77,77.28
77.44,77.99,78.04,77.44
77.37,77.64,77.77,77.37
77.99,78.12,78.74,77.99
78.52,78.48,78.59,78.19
78.69,79.17,79.23,78.69
79.50,79.89,79.91,79.50
80.01,79.63,80.07,79.49
79.44,79.48,79.48,79.15
78.88,78.16,78.88,78.15
77.84,77.65,77.84,77.65
78.22,78.09,78.22,78.09
78.33,77.79,78.33,77.62
77.91,78.39,78.39,77.91
78.90,78.99,79.07,78.90
79.00,78.85,79.04,78.85
78.60,78.48,78.66,78.21
77.56,77.09,77.65,76.90
77.00,77.13,77.16,77.00
76.30,76.28,76.40,76.09
76.48,76.29,76.69,76.24
77.15,77.04,77.22,76.68
77.20,77.01,77.32,76.74
76.76,76.66,76.88,76.31
76.80,77.93,78.09,75.34
78.14,77.54,78.14,77.52
77.46,77.92,77.95,77.40
77.66,78.20,78.50,77.64
77.65,77.24,77.65,76.53
76.87,75.82,76.87,75.82
76.29,76.25,76.55,76.19
76.38,76.19,76.38,76.12
76.22,75.97,76.77,75.97
76.14,75.13,76.14,74.95
75.00,75.03,75.08,74.65
75.74,75.47,75.74,75.11
76.08,76.66,76.66,76.08
76.51,76.72,76.72,76.51
76.74,76.60,76.74,76.60
77.34,77.39,77.45,77.34
77.39,77.29,77.39,76.93
77.18,76.93,77.41,76.93
76.93,77.29,77.29,76.93
77.63,77.90,77.90,77.63
77.87,77.94,77.94,77.81
78.41,77.81,78.53,77.72
77.81,78.05,78.22,77.79
77.67,78.17,78.35,77.60
78.08,78.09,78.09,77.83
78.13,78.29,78.29,77.98
78.39,79.00,79.00,78.39
79.41,79.78,79.91,79.41
79.97,79.68,80.10,79.65
79.55,79.23,79.63,79.23
79.19,79.09,79.19,79.09
79.45,79.86,79.86,79.45
80.84,80.39,80.84,79.86
80.49,79.91,80.49,79.88
79.76,80.13,80.20,79.67
79.11,79.45,79.45,79.11
79.18,79.07,79.18,79.06
79.01,78.87,79.01,78.53
78.00,78.47,78.47,77.75
78.16,77.93,78.38,77.88
77.50,78.39,78.40,77.50
79.67,80.17,80.17,79.62
79.98,80.07,80.39,79.96
80.60,80.65,80.65,80.38
80.64,81.08,81.08,80.64
81.01,81.04,81.07,80.82
81.53,81.99,81.99,81.29
82.40,82.39,82.52,82.11
82.27,82.19,82.28,82.16
82.60,82.33,82.60,81.99
82.03,82.55,82.55,81.97
82.87,82.42,82.87,82.21
83.17,83.36,83.48,82.73
83.48,83.94,83.94,83.44
84.19,84.28,84.28,83.67
85.22,84.26,85.22,84.05
84.79,84.69,84.79,84.40
84.93,85.20,85.25,84.80
85.00,85.01,85.13,84.97
85.07,85.31,85.36,85.07
86.17,85.14,86.17,85.09
84.85,85.12,85.20,84.85
85.83,86.00,86.01,85.81
85.99,84.99,85.99,84.98
85.24,85.82,85.97,85.24
85.86,85.96,85.96,85.73
86.08,85.95,86.08,85.50
86.03,86.63,86.71,86.03
86.90,86.50,86.90,86.22
86.51,86.26,86.51,86.24
86.25,86.07,86.50,86.05
85.99,86.25,86.25,85.99
86.06,85.83,86.06,85.70
85.72,86.23,86.23,85.72
86.05,85.36,86.05,85.28
85.27,84.71,85.27,84.28
85.14,85.19,85.19,84.76
85.63,84.24,85.68,84.19
84.15,84.16,84.36,83.59
84.16,85.16,85.41,84.16
85.77,85.09,85.81,85.09
84.84,85.82,85.89,84.66
85.81,86.23,86.23,85.47
86.39,87.06,87.06,86.39
87.26,87.22,87.49,87.01
87.09,87.02,87.19,87.01
87.70,87.50,87.70,87.07
87.46,87.78,87.89,87.46
88.20,88.20,88.31,88.14
88.31,88.23,88.47,88.22
88.48,88.49,88.49,88.30
88.12,87.89,88.28,87.89
87.24,87.47,87.71,87.24
87.64,87.34,87.69,87.07
87.90,87.94,88.12,87.66
87.71,87.50,87.88,87.46
87.69,87.69,87.77,87.49
87.50,87.70,87.74,87.50
88.11,88.41,88.41,87.89
88.15,88.61,88.61,87.83
88.78,89.32,89.45,88.65
89.50,89.60,89.60,88.90
90.33,90.88,91.10,90.33
90.85,90.01,90.85,89.95
90.10,90.43,90.78,90.10
89.83,89.91,89.91,89.56
90.16,89.98,90.16,89.46
90.50,90.49,90.78,90.25
90.77,91.47,91.48,90.77
91.88,92.35,92.49,91.88
92.06,92.27,92.35,91.96
92.14,90.56,92.17,90.55
91.12,91.37,91.37,90.37
90.91,90.66,91.11,90.21
90.76,89.45,90.76,89.30
89.57,90.52,90.52,89.57
90.48,90.62,90.77,90.11
91.50,91.25,91.56,90.80
90.58,90.32,90.77,90.32
90.61,90.71,91.00,90.61
90.49,90.55,90.56,90.31
91.09,91.00,91.13,90.84
90.94,90.92,90.94,90.31
90.65,90.32,91.23,90.32
91.06,91.36,91.46,90.90
91.98,92.04,92.33,91.98
92.14,91.97,92.36,91.97
92.02,92.04,92.12,91.66
92.38,92.93,93.02,92.38
92.84,93.21,93.35,92.82
93.28,94.20,94.27,93.28
94.30,94.77,94.80,94.15
94.98,95.67,95.68,94.98
95.71,96.03,96.15,95.50
95.56,95.22,95.58,95.15
95.35,95.84,95.84,95.35
95.72,95.39,96.00,95.39
95.90,96.08,96.14,95.55
96.63,95.48,97.40,95.16
95.10,95.58,95.74,94.73
95.85,95.22,95.85,94.87
96.46,96.37,96.99,96.09
96.53,95.34,96.53,94.78
95.36,96.19,96.36,95.36
96.30,94.55,96.30,94.55
94.99,94.66,94.99,93.88
94.87,93.92,94.98,93.88
94.11,93.22,94.11,92.78
93.08,94.01,94.01,92.61
94.89,95.18,95.40,94.75
95.47,95.39,95.47,95.00
95.16,95.42,95.53,94.90
95.64,94.19,95.64,94.19
93.60,95.58,95.58,93.60
95.57,95.14,95.77,95.10
95.86,95.31,96.14,95.21
95.79,96.31,96.39,95.71
