JNJ,Johnson & Johnson Common Stock,NASDAQ
58.17,58.00,58.55,58.00
58.15,58.64,58.71,57.87
58.80,58.17,58.94,57.94
58.72,58.50,59.13,58.35
58.17,58.46,58.48,57.94
58.70,58.42,59.10,58.38
58.93,59.14,59.16,58.55
59.25,59.24,59.58,58.78
59.28,59.18,59.44,58.65
59.18,59.18,59.29,58.85
59.50,59.13,59.80,58.92
59.25,59.16,60.09,59.12
59.16,59.24,59.42,58.71
59.03,59.60,59.94,59.03
59.86,58.70,59.87,58.63
59.01,59.45,59.79,58.81
58.98,59.24,59.42,58.68
59.04,59.06,59.61,58.94
59.07,59.07,59.25,58.65
59.42,59.08,59.59,58.85
59.50,59.08,59.60,58.67
59.33,60.61,60.70,59.04
60.93,61.38,61.73,60.64
60.97,60.54,61.07,60.38
60.48,60.21,60.54,60.06
60.59,60.50,60.96,60.44
60.16,60.62,60.68,60.05
60.62,60.26,60.75,59.90
60.00,59.44,60.19,59.25
59.72,59.57,59.79,59.37
58.45,58.58,58.77,58.00
58.80,57.12,58.80,56.87
57.43,57.02,57.62,56.86
57.28,57.63,57.64,57.00
57.65,57.74,58.01,57.48
57.95,58.10,58.44,57.62
58.14,57.83,58.25,57.65
58.10,57.83,58.27,57.71
57.63,58.09,58.36,57.27
58.50,58.72,58.88,58.41
58.75,59.35,59.60,58.71
59.37,59.74,59.93,59.23
59.53,59.76,59.89,59.51
59.52,59.96,60.00,59.25
60.00,60.05,60.25,59.79
59.41,59.43,59.81,58.90
58.92,58.50,58.95,58.30
58.15,58.52,58.71,58.10
58.49,58.15,58.49,58.06
57.99,58.01,58.11,57.47
58.93,59.22,59.48,58.50
59.46,59.35,59.82,59.03
59.17,58.72,59.18,58.40
58.70,58.74,58.91,58.49
58.98,58.87,59.35,58.81
58.50,58.01,58.69,57.86
58.00,57.98,58.20,57.84
58.20,57.80,58.22,57.78
57.45,57.60,57.88,56.99
57.60,57.30,57.80,57.26
57.25,57.02,57.44,57.00
57.67,58.29,58.36,57.44
58.52,58.61,58.79,58.30
58.85,58.93,59.00,58.50
58.80,58.70,58.97,58.63
58.42,58.85,59.03,58.42
59.39,59.82,60.03,59.26
59.94,59.98,60.00,59.77
60.06,60.32,60.38,59.92
60.43,60.58,60.97,60.25
60.67,61.05,61.15,60.50
60.82,61.29,61.39,60.76
61.59,61.57,61.72,61.13
61.65,62.09,62.23,61.51
61.86,61.94,62.23,61.80
61.98,61.97,62.50,61.90
61.63,61.81,62.00,61.57
61.98,62.14,62.40,61.83
62.22,62.03,62.32,61.93
61.96,62.43,62.60,61.69
62.31,62.31,62.55,62.13
62.49,61.96,62.70,61.55
62.09,61.75,62.25,61.57
61.54,61.67,61.98,61.30
62.08,62.80,62.94,62.01
62.89,63.21,63.26,62.50
63.29,63.22,63.50,63.00
63.38,63.23,63.39,63.03
63.26,63.30,63.31,63.04
63.13,63.29,63.44,62.97
63.43,63.58,63.79,63.29
63.79,63.74,63.80,63.39
63.98,63.57,64.00,63.14
63.69,63.86,63.98,63.25
62.89,63.29,63.67,62.50
63.32,63.60,64.03,63.06
63.86,63.99,64.22,63.52
64.08,63.81,64.12,63.64
64.04,63.98,64.23,63.85
63.85,63.84,63.95,63.61
63.58,63.57,63.69,63.28
63.94,63.56,64.11,63.51
63.64,63.74,63.84,63.32
63.88,63.69,64.09,63.31
63.94,63.88,64.20,63.72
63.99,64.19,64.20,63.55
64.32,64.76,64.92,64.24
64.75,64.65,64.84,64.10
64.56,64.33,64.61,64.10
64.47,64.31,64.50,64.10
64.24,63.95,64.34,63.55
63.70,63.92,63.95,63.58
63.69,63.67,64.09,63.51
64.11,64.14,64.69,63.98
63.65,63.14,63.95,62.65
63.13,63.06,63.29,62.92
63.47,63.83,64.00,63.30
63.89,63.83,64.22,63.65
63.50,63.62,63.82,63.09
62.99,62.87,63.25,62.65
63.03,63.29,63.49,62.93
62.50,62.30,62.57,62.14
61.81,61.91,62.01,61.39
61.48,61.55,61.82,61.25
62.18,62.42,62.48,61.82
62.39,62.60,62.88,62.27
62.51,62.56,62.77,62.23
62.31,62.20,62.48,62.20
62.56,62.31,62.74,62.25
62.22,62.45,62.56,62.14
62.43,62.06,62.96,61.75
62.19,61.91,62.33,61.69
61.83,61.86,61.97,61.56
62.03,62.77,62.94,61.89
62.93,62.57,63.16,62.44
62.75,62.40,62.79,62.04
62.25,62.54,62.54,61.98
62.54,62.49,62.65,62.23
62.79,62.34,62.80,62.28
62.33,62.02,62.40,61.92
62.02,62.25,62.46,62.02
62.19,61.93,62.24,61.82
62.06,62.05,62.30,61.90
62.12,62.13,62.44,62.11
62.10,61.94,62.19,61.90
61.90,61.85,62.09,61.75
62.63,62.82,63.18,62.53
63.13,63.35,63.35,62.75
63.41,63.31,63.54,62.95
63.43,63.21,63.53,62.90
63.20,62.60,63.25,62.56
62.29,62.16,62.40,62.00
62.22,62.27,62.35,62.00
62.45,62.50,62.88,62.32
62.56,62.91,62.98,62.35
62.95,62.55,62.97,62.25
62.22,62.10,62.59,62.01
62.05,62.56,62.61,62.01
62.73,62.86,63.10,62.54
63.25,62.66,63.25,62.46
62.56,62.22,62.72,62.16
60.89,61.08,61.63,60.71
61.18,60.60,61.25,60.60
60.64,60.68,61.04,60.60
60.91,60.01,61.00,60.00
60.16,59.77,60.22,59.69
59.70,60.63,60.74,59.70
60.46,60.62,60.76,60.28
60.66,60.80,60.97,60.59
60.94,60.84,60.99,60.65
60.88,60.87,60.99,60.65
60.94,60.94,60.99,60.75
60.93,60.88,60.94,60.64
60.64,60.93,61.07,60.42
60.74,60.70,61.17,60.51
60.69,60.70,60.98,60.65
60.60,60.62,60.70,60.48
60.61,60.52,60.74,60.50
60.37,60.79,60.93,60.33
60.89,61.11,61.22,60.55
60.68,60.65,60.99,60.45
60.76,60.39,61.08,60.37
60.47,60.25,60.50,60.03
59.92,59.64,59.95,59.36
59.93,61.44,61.45,59.77
61.25,60.70,61.50,60.60
60.50,60.81,60.93,60.36
61.12,61.05,61.20,60.81
61.29,61.06,61.29,60.34
61.09,60.40,61.10,60.30
60.48,60.71,60.99,60.34
60.74,60.40,61.06,60.32
60.14,59.61,60.30,59.40
59.24,59.69,59.87,59.11
59.49,59.13,59.49,58.92
58.79,58.48,58.84,58.02
58.57,57.66,58.57,57.50
58.21,58.13,58.38,57.90
58.56,58.57,58.69,58.10
58.67,58.83,59.16,58.67
58.80,58.79,59.15,58.70
58.72,58.72,58.89,58.50
58.98,59.03,59.08,58.73
59.01,58.98,59.09,58.65
58.98,59.24,59.30,58.98
58.98,59.22,59.31,58.93
59.34,59.38,59.73,59.24
59.21,59.25,59.70,59.21
59.63,59.49,59.64,59.06
59.50,60.15,60.18,59.46
59.75,59.80,59.96,59.48
59.70,59.66,59.90,59.60
59.72,59.48,59.76,59.25
59.73,59.46,59.78,59.31
59.54,59.86,60.17,59.50
59.66,59.94,60.08,59.66
59.66,59.60,59.95,59.51
59.55,60.02,60.12,59.49
60.24,60.56,60.95,59.98
60.45,60.46,61.19,60.10
62.00,62.69,62.87,61.80
63.21,64.39,64.54,63.18
63.81,64.07,64.30,63.77
63.65,64.11,64.20,63.51
64.07,64.95,65.30,64.07
63.45,65.57,65.60,63.40
65.39,65.38,65.74,64.93
65.59,65.72,65.97,65.40
65.92,66.21,66.31,65.81
66.11,66.26,66.46,66.01
66.00,65.67,66.32,65.37
65.45,65.01,65.61,64.80
65.25,65.27,65.50,65.12
65.11,65.63,65.76,65.07
65.61,65.76,65.80,65.28
66.32,66.57,66.74,65.81
66.04,67.19,67.37,65.82
67.09,66.62,67.25,65.95
66.41,66.37,66.79,66.19
66.23,66.40,66.48,65.86
66.17,66.50,66.51,65.94
66.53,66.39,66.53,65.85
66.25,65.69,66.33,65.28
65.19,65.56,65.69,65.08
65.74,65.78,66.23,65.50
66.29,66.29,66.59,66.07
65.59,65.51,65.78,65.28
65.79,66.77,66.97,65.60
67.31,67.29,67.34,66.99
67.02,66.48,67.29,66.46
66.44,66.48,66.76,66.28
65.84,66.09,66.36,65.80
65.87,66.05,66.22,65.84
66.00,65.50,66.28,65.50
65.49,66.14,66.23,65.18
66.33,66.78,67.28,66.17
66.49,66.09,66.68,66.09
66.32,66.59,66.96,66.26
66.95,67.10,67.36,66.75
67.00,66.16,67.00,65.71
65.70,66.32,66.35,65.47
66.63,66.29,66.95,66.19
66.08,66.51,66.74,66.07
66.52,66.49,66.75,66.16
66.47,66.07,66.62,66.05
65.54,65.67,65.74,64.69
65.57,65.06,65.61,64.83
65.29,65.25,65.61,65.00
65.59,65.91,66.12,65.38
66.23,66.31,66.59,65.93
66.42,66.52,66.91,66.25
66.48,67.30,67.36,66.27
67.29,67.62,67.67,67.25
67.63,67.55,67.75,67.37
67.82,67.92,68.05,67.40
67.81,67.57,67.99,67.19
66.88,67.27,67.41,66.83
66.90,67.03,67.68,66.83
67.39,67.63,67.98,67.21
67.60,67.66,67.93,67.47
67.73,67.45,67.95,66.99
67.17,67.09,67.35,66.55
67.10,66.72,67.22,66.15
66.57,66.24,66.90,66.06
66.45,66.47,66.79,66.13
66.69,66.72,66.79,66.49
66.21,66.25,66.43,66.01
66.17,65.92,66.32,65.87
65.76,65.23,65.87,65.14
65.23,65.08,65.62,64.78
64.74,64.79,64.93,64.13
65.28,64.41,65.33,63.66
64.11,63.43,64.35,63.43
63.37,63.41,63.53,61.86
62.61,61.84,63.16,61.81
62.12,62.71,63.43,61.05
61.80,61.12,62.58,61.05
61.71,62.20,62.37,59.08
61.62,60.20,61.96,60.01
60.18,63.44,64.19,60.13
63.61,63.36,63.99,62.90
63.85,64.59,64.62,63.61
63.77,64.36,64.71,63.69
64.56,64.26,64.85,63.80
63.19,63.16,63.58,62.02
62.91,63.14,63.78,62.74
63.99,63.29,64.10,63.01
63.52,64.97,64.99,63.42
65.38,65.53,65.70,64.84
65.49,64.55,65.49,64.20
63.55,64.28,64.57,62.50
64.64,65.86,65.92,64.56
65.82,65.77,66.04,65.19
66.03,65.80,66.23,65.34
65.66,65.33,66.14,65.11
64.83,64.07,65.00,63.91
63.17,64.64,64.75,62.50
65.04,65.43,65.45,64.69
64.96,64.95,65.93,64.84
64.39,63.64,64.41,63.29
63.10,63.59,63.61,62.30
63.99,63.61,64.05,63.18
63.95,63.73,64.47,62.98
64.28,64.40,64.63,63.92
64.52,64.59,64.74,63.96
64.05,64.14,64.39,63.63
64.42,64.22,64.85,63.79
64.19,63.13,64.60,63.10
62.16,61.92,62.60,61.14
61.30,61.59,61.90,61.00
62.05,62.69,62.85,62.01
63.37,63.82,64.35,62.71
63.90,63.25,64.45,63.14
63.92,63.90,64.24,63.02
63.22,63.69,64.74,63.15
63.65,62.08,64.21,62.05
61.55,62.17,62.33,60.83
62.21,62.35,62.51,61.60
62.52,62.81,62.83,62.10
63.01,63.13,63.72,63.00
63.89,64.43,64.43,63.64
64.26,63.96,64.36,63.85
64.13,64.33,64.69,63.87
64.45,64.23,64.45,63.57
64.69,64.72,64.74,64.17
64.40,63.79,64.84,63.62
63.76,64.42,64.74,63.40
64.51,62.64,64.51,62.16
62.96,62.53,63.13,62.31
63.11,63.78,63.84,62.89
63.90,64.73,64.79,63.60
64.56,63.69,64.83,63.56
64.19,64.49,64.60,63.79
64.99,65.50,65.69,64.71
65.64,65.60,65.85,65.03
65.17,64.39,65.86,64.38
63.68,63.38,64.10,63.18
64.39,63.64,64.39,63.41
64.07,64.34,64.52,63.67
64.00,64.12,64.54,63.41
63.96,64.00,64.34,63.25
64.09,64.86,64.99,63.95
64.07,63.53,64.13,63.10
64.13,64.12,64.42,63.66
64.62,65.25,65.49,64.62
64.97,64.91,65.33,64.65
64.97,64.99,65.29,64.51
64.53,64.40,65.16,64.30
64.17,63.94,64.51,63.30
64.19,63.85,64.20,63.56
63.27,62.94,63.34,62.88
62.95,62.90,63.20,62.70
62.59,61.99,62.65,61.99
61.31,61.27,61.64,61.05
61.88,62.37,62.71,61.78
62.82,62.78,63.13,62.46
63.92,64.72,64.74,63.80
64.68,64.45,64.95,64.35
64.87,63.47,64.89,63.30
64.10,63.36,64.25,62.85
63.61,63.49,63.93,63.26
63.57,64.45,64.81,63.37
64.14,63.78,64.45,63.56
64.32,64.53,64.68,63.98
63.87,63.51,64.20,63.35
64.08,63.36,64.08,63.14
63.38,63.18,63.78,62.93
63.65,64.00,64.10,63.57
64.36,64.30,64.37,63.55
64.18,63.53,64.28,63.36
64.02,64.52,64.73,64.01
64.81,64.96,65.00,64.58
65.06,65.18,65.26,64.62
65.23,65.98,66.00,65.18
65.99,66.02,66.32,65.90
65.97,65.45,66.03,65.30
65.31,65.88,66.03,65.25
65.59,65.58,65.93,65.53
65.59,65.88,66.00,65.25
65.75,65.48,65.88,65.11
65.32,65.40,65.60,64.83
65.44,64.83,65.46,64.61
64.96,64.93,65.09,64.41
65.11,65.20,65.40,65.00
65.11,65.13,65.54,64.84
65.28,65.23,65.41,64.93
64.97,65.26,65.28,64.36
65.54,65.12,65.69,64.50
65.26,65.28,65.37,65.00
65.16,65.19,65.25,64.79
65.28,65.27,65.55,64.54
65.23,65.00,65.33,64.88
64.34,65.00,65.45,64.34
64.83,65.22,65.30,64.76
65.53,65.70,65.88,65.22
65.62,65.56,65.87,65.46
65.33,65.71,65.71,65.13
65.86,65.91,65.95,65.56
65.97,65.69,66.32,65.65
65.94,65.59,65.97,65.35
65.90,65.64,66.02,65.53
65.46,65.19,65.58,65.05
65.16,65.26,65.39,65.02
65.20,65.24,65.35,65.09
65.16,64.89,65.35,64.82
64.71,64.60,64.77,64.25
64.90,64.68,64.95,64.60
64.75,64.61,64.86,64.33
64.51,64.65,64.95,64.47
64.60,64.92,65.16,64.44
65.22,64.99,65.28,64.81
65.23,65.04,65.24,64.75
65.08,65.00,65.34,64.87
65.19,65.10,66.05,64.90
64.79,64.46,64.79,64.19
64.26,64.45,64.64,64.02
64.60,65.18,65.42,64.50
65.22,65.08,65.26,64.71
65.11,64.83,65.26,64.64
64.74,64.77,64.87,64.57
64.69,64.91,64.96,64.54
64.46,64.35,64.73,64.19
64.27,64.30,64.46,64.12
64.95,64.85,65.08,64.74
64.83,64.74,65.00,64.59
64.55,65.10,65.15,64.54
65.42,65.33,65.44,65.03
65.21,65.08,65.38,65.02
64.93,65.07,65.38,64.85
65.20,65.12,65.46,64.81
64.95,65.21,65.27,64.90
65.00,64.96,65.13,64.76
64.96,64.76,65.07,64.64
64.68,64.46,64.69,64.40
64.49,64.55,64.71,64.37
64.89,65.17,65.26,64.83
65.33,65.40,65.50,65.22
65.40,65.62,65.62,65.18
65.28,65.54,65.54,65.20
65.63,65.96,66.18,65.58
66.04,66.21,66.30,65.82
66.12,65.88,66.15,65.50
65.61,65.39,65.70,65.36
65.26,65.34,65.38,65.09
64.95,64.92,65.23,64.88
64.81,64.20,64.86,64.16
64.69,64.13,64.69,63.96
64.05,64.15,64.15,63.68
63.94,63.54,64.00,63.52
63.72,63.98,64.16,63.67
64.23,64.22,64.28,63.27
63.90,63.26,63.92,63.12
63.22,63.03,63.54,62.76
63.22,63.71,63.97,63.20
63.50,63.37,63.69,63.30
63.55,63.77,63.79,63.36
63.96,64.43,64.58,63.84
64.41,64.75,64.97,64.26
64.95,64.84,65.13,64.68
64.85,65.10,65.39,64.84
64.91,65.22,65.36,64.80
65.17,65.33,65.33,64.84
65.40,65.34,65.49,65.10
65.19,64.74,65.29,64.74
64.58,64.80,65.02,64.51
64.68,64.98,64.98,64.55
64.59,64.28,64.88,64.25
64.81,64.57,64.86,64.39
64.43,64.34,64.99,64.23
64.03,63.93,64.10,63.56
63.70,63.61,64.14,63.41
63.79,63.71,63.93,63.45
63.71,63.55,64.00,63.48
63.87,63.35,63.91,63.09
63.26,63.47,63.83,63.25
63.40,63.52,63.80,63.33
63.40,63.27,63.75,62.88
62.89,63.10,63.34,62.80
62.88,62.51,62.98,62.29
62.84,62.59,62.93,62.30
62.34,62.21,62.40,62.00
62.36,62.43,62.88,62.14
62.04,61.78,62.31,61.71
62.04,62.34,62.45,61.89
62.16,62.21,62.38,62.00
62.09,62.80,62.80,61.89
63.18,62.80,63.20,62.51
62.54,62.98,63.04,62.33
62.97,62.12,63.03,62.11
62.16,63.08,63.27,61.83
64.24,64.45,64.70,63.18
64.35,65.45,65.75,64.29
65.90,66.01,66.10,65.51
65.82,66.30,66.39,65.82
66.40,66.72,66.96,66.36
66.78,67.00,67.00,66.46
66.55,66.39,66.97,66.16
66.66,66.63,66.97,66.52
66.26,66.50,66.63,66.14
66.56,66.42,66.69,66.41
66.42,66.84,67.20,66.36
66.71,66.94,67.00,66.44
67.30,67.56,67.70,67.21
67.42,68.00,68.00,67.34
67.96,68.04,68.12,67.72
67.92,67.78,68.15,67.78
67.51,67.64,67.88,67.36
67.74,67.78,67.96,67.63
67.97,67.88,68.10,67.74
68.03,67.90,68.11,67.72
67.62,67.71,68.12,67.44
67.79,68.61,68.74,67.73
68.47,68.45,68.72,68.36
67.84,69.00,69.18,67.61
68.74,69.37,69.46,68.66
69.25,69.53,69.70,68.98
69.35,68.63,69.36,68.35
68.14,68.11,68.31,67.65
68.10,67.35,68.25,67.00
67.67,67.53,68.02,67.39
68.30,68.74,68.98,68.21
68.95,69.52,69.68,68.89
69.37,69.45,69.65,69.16
69.25,69.22,69.56,69.10
69.48,69.38,69.75,69.25
68.81,68.45,68.98,68.02
68.98,69.12,69.32,68.89
69.18,68.84,69.34,68.78
68.81,68.29,68.94,68.21
68.29,68.35,68.56,68.22
68.33,68.32,68.65,68.17
68.12,68.64,68.71,68.12
68.39,68.46,68.55,68.17
68.74,68.64,68.75,68.50
68.51,68.35,68.84,68.30
68.44,68.20,68.45,68.02
68.12,67.80,68.18,67.51
67.80,67.70,67.84,67.67
67.69,67.78,68.25,67.62
67.63,67.75,67.93,67.53
67.80,67.74,67.95,67.56
67.22,67.60,67.84,67.15
67.54,67.49,67.96,67.48
67.31,67.51,67.70,67.22
67.28,67.37,67.83,67.06
67.23,67.21,67.41,66.85
67.45,67.43,67.90,67.16
67.49,67.26,67.54,66.97
67.44,67.27,67.87,67.14
67.71,67.84,68.22,67.59
67.97,67.88,68.01,67.52
67.99,68.18,68.47,67.83
68.36,68.20,68.55,68.18
68.37,68.15,68.46,68.03
68.01,68.99,69.17,68.00
68.91,68.47,68.91,68.08
68.49,68.25,68.70,68.00
68.08,68.55,68.67,68.07
68.75,68.60,68.92,68.60
68.41,68.90,68.99,68.33
69.05,69.06,69.36,68.84
68.88,69.00,69.20,68.81
69.01,69.32,69.64,69.01
69.50,69.00,69.50,68.96
69.09,69.01,69.35,68.89
68.77,68.91,69.04,68.50
68.92,69.13,69.45,68.92
69.12,68.96,69.28,68.64
69.19,69.00,69.32,68.73
69.10,69.27,69.50,69.01
69.46,69.65,69.74,69.32
69.60,69.44,69.65,69.17
68.62,68.41,68.97,68.10
68.38,68.22,68.49,67.98
68.21,67.97,68.30,67.86
68.18,67.97,68.51,67.80
68.18,68.60,68.99,68.07
69.30,69.55,69.80,69.02
69.73,71.00,71.18,69.55
70.87,72.52,72.74,70.82
72.11,71.86,72.24,71.73
71.79,71.78,72.29,71.33
71.17,70.89,71.53,70.53
70.99,70.74,71.20,70.67
71.01,71.14,71.56,70.99
71.00,70.90,71.32,70.56
71.11,70.82,71.25,70.48
71.10,71.50,71.90,70.83
71.70,70.90,71.70,70.83
70.86,70.79,71.00,70.47
71.00,71.01,71.62,70.89
70.69,70.34,70.99,69.70
70.15,69.65,70.42,69.65
69.56,69.87,70.26,69.43
69.79,69.68,70.05,69.31
69.52,69.51,70.11,69.40
69.63,69.27,69.76,69.03
68.99,69.07,69.20,68.72
68.87,69.19,69.27,68.51
69.54,69.25,69.81,69.04
69.26,69.67,69.71,69.14
69.63,69.59,69.88,69.45
69.08,69.56,69.56,68.95
69.12,69.09,69.50,68.82
69.01,68.81,69.15,68.73
68.71,69.29,69.38,68.60
69.47,69.22,69.56,69.05
69.39,69.73,69.92,69.18
69.80,69.65,69.92,69.36
69.58,69.86,70.49,69.45
69.93,69.97,70.29,69.58
70.34,70.05,70.34,69.80
70.04,70.45,70.52,69.86
70.26,70.60,70.80,70.26
70.93,71.10,71.62,70.75
71.21,70.96,71.37,70.85
70.90,70.75,71.00,70.62
70.62,70.69,70.86,70.49
70.84,70.94,71.18,70.78
71.06,70.95,71.10,70.50
70.91,70.63,71.31,70.63
70.74,70.75,70.90,70.49
70.56,70.27,70.75,70.06
70.32,70.02,70.40,69.94
69.95,70.17,70.36,69.88
70.13,70.09,70.40,69.80
69.84,69.48,70.07,69.42
69.24,70.10,70.11,69.18
71.02,70.84,71.02,70.30
70.98,70.74,71.00,70.45
71.24,71.55,71.73,71.01
71.50,71.40,71.53,71.19
71.31,71.41,71.65,71.25
71.64,71.73,71.85,71.50
71.81,72.19,72.38,71.74
72.19,72.35,72.58,72.16
72.60,72.56,72.79,72.37
72.25,72.37,72.44,72.00
72.26,72.58,72.82,72.25
72.88,72.90,73.01,72.37
72.90,73.23,73.23,72.79
72.92,72.69,73.21,72.42
72.52,72.85,72.91,72.47
72.96,73.10,73.23,72.84
73.13,73.92,73.93,73.06
73.96,73.62,74.00,73.43
73.67,74.41,74.62,73.64
74.45,74.09,74.80,74.01
74.08,73.92,74.36,73.78
74.14,74.18,74.42,74.08
73.56,74.11,74.25,73.56
74.49,74.66,74.82,74.47
74.57,75.39,75.39,74.52
74.82,75.06,75.20,74.68
75.17,75.48,75.61,74.73
75.28,75.41,75.50,75.05
75.42,75.80,75.86,75.42
75.79,75.66,75.87,75.37
75.50,75.81,76.09,75.38
75.72,76.16,76.16,75.51
76.03,76.96,77.00,75.96
76.79,76.65,76.97,76.54
76.47,76.87,77.02,76.38
76.39,76.25,76.49,75.97
76.47,75.57,76.66,75.57
75.88,75.75,76.34,75.50
75.68,76.32,76.45,75.60
76.23,76.11,76.49,76.11
75.79,76.70,76.77,75.73
76.73,77.20,77.28,76.73
77.56,77.66,77.71,77.44
77.69,77.39,77.74,77.22
77.62,77.75,77.96,77.59
77.84,78.19,78.22,77.70
77.92,78.44,78.52,77.84
78.50,78.56,78.69,78.21
78.52,78.55,78.67,78.20
78.67,79.10,79.10,78.49
78.62,79.19,79.24,78.62
78.72,78.81,79.19,78.70
78.98,78.86,79.09,78.50
79.18,79.45,79.61,79.17
79.12,79.01,79.50,78.77
79.11,79.74,79.74,79.02
79.83,79.68,79.94,79.47
79.93,80.85,80.88,79.85
80.56,81.27,81.35,80.27
81.37,81.53,81.59,80.95
81.39,81.93,81.96,81.28
82.00,82.69,82.69,81.90
82.74,82.07,82.95,81.57
82.20,82.41,82.72,81.93
81.79,82.04,82.11,81.62
81.27,81.11,81.39,80.31
81.26,81.52,81.75,81.24
81.83,82.02,82.20,81.74
82.14,82.32,82.96,82.08
82.25,82.74,82.74,82.17
82.72,81.71,83.09,81.71
82.33,83.44,83.54,82.07
83.36,83.90,84.43,83.29
83.96,83.18,84.30,83.03
83.51,84.49,84.57,83.47
84.59,84.83,84.93,84.20
84.99,85.45,85.68,84.00
85.68,84.39,85.74,84.28
84.54,85.22,85.44,84.34
85.30,85.12,85.49,84.81
85.02,85.58,85.89,84.91
85.39,85.23,85.70,84.89
84.50,84.23,85.13,83.88
84.44,85.16,85.21,84.17
85.58,85.75,85.99,85.45
85.78,84.68,85.78,84.55
84.87,85.53,85.57,84.63
85.48,85.46,85.60,84.93
85.45,85.15,85.69,84.96
85.29,85.76,85.76,85.18
85.56,85.85,86.07,85.44
85.76,86.97,87.08,85.76
86.94,87.64,87.88,86.94
87.33,87.45,87.77,87.06
87.47,88.09,88.20,87.41
88.10,88.01,88.20,87.81
87.94,88.59,88.64,87.79
88.70,88.46,89.99,88.20
87.11,87.21,87.97,87.00
86.80,86.82,87.03,86.49
87.54,87.61,88.29,87.27
87.08,85.65,87.16,85.14
85.71,85.99,86.31,85.68
85.68,84.18,85.99,84.18
84.28,84.71,84.71,83.37
84.72,84.10,85.03,83.56
83.91,83.68,85.00,83.48
83.59,84.46,84.46,82.65
84.96,84.91,85.18,84.40
85.01,85.14,85.71,84.73
84.76,84.69,85.02,84.13
85.18,83.74,85.50,83.70
83.60,84.91,84.96,83.08
84.71,84.91,85.48,84.66
85.37,85.63,86.40,84.98
85.75,86.36,86.44,85.63
86.43,84.86,86.50,84.80
