JNJ,Johnson & Johnson Common Stock,NASDAQ
112.24,112.06,113.20,111.85
111.89,111.10,111.89,109.32
110.54,110.99,111.20,109.93
111.41,112.26,112.43,111.20
112.69,115.36,115.40,112.58
115.53,115.89,115.97,115.01
116.12,114.99,117.30,114.58
115.33,115.89,115.92,114.89
116.41,115.88,116.46,115.46
116.07,116.02,116.66,115.94
115.98,115.66,116.25,114.91
116.20,115.31,116.20,114.74
115.00,115.44,115.53,113.88
115.40,115.96,116.32,115.30
115.89,115.91,116.00,115.38
115.88,115.10,116.16,115.05
115.23,115.49,115.87,115.01
115.80,115.21,115.99,114.98
115.78,115.84,116.00,115.23
115.50,115.65,116.23,115.31
116.00,116.86,116.97,115.44
116.67,116.30,117.00,115.76
116.35,116.28,116.61,115.89
116.03,116.16,117.00,115.87
116.08,114.73,116.25,114.02
114.27,114.62,114.73,113.37
114.94,114.60,115.02,114.44
