VDC,Vanguard Consumer Staples ETF - DNQ,NASDAQ
67.03,67.20,67.27,66.96
67.48,67.30,67.70,67.27
66.70,66.99,67.31,66.56
66.63,67.15,67.35,66.62
67.22,66.66,67.22,66.58
67.19,67.17,67.22,66.24
67.33,66.63,67.33,66.62
66.37,66.70,67.01,66.30
67.58,67.90,67.95,67.33
67.95,68.29,68.29,67.87
68.77,68.73,68.77,68.34
68.68,68.42,68.73,68.37
68.59,68.69,68.85,68.55
69.25,68.94,69.25,68.79
69.07,69.28,69.38,68.99
70.07,69.43,70.07,69.20
69.30,69.44,69.70,69.26
69.48,70.00,70.02,69.38
69.81,69.92,69.93,69.58
70.14,69.84,70.33,69.84
69.93,70.60,70.69,69.92
70.55,70.49,70.68,70.16
70.41,70.56,70.72,70.41
70.10,70.10,70.47,69.96
70.83,71.00,71.14,70.56
71.15,70.71,71.19,70.69
70.81,71.25,71.35,70.45
70.99,70.96,71.18,70.78
71.32,70.68,71.39,70.42
71.09,70.85,71.09,70.47
70.93,70.56,70.99,70.36
71.25,71.29,71.39,70.97
71.29,71.50,71.58,71.29
71.77,71.28,71.77,71.03
71.27,71.48,71.58,71.13
71.64,71.54,71.64,71.40
71.57,71.76,71.86,71.36
72.02,72.31,72.64,71.96
72.33,72.41,72.58,72.13
72.62,72.59,72.98,72.35
72.85,72.72,72.85,72.55
72.36,71.97,72.46,71.75
72.10,72.49,72.78,72.10
72.76,72.71,73.11,72.38
73.06,72.94,73.06,72.79
73.16,73.09,73.48,73.09
72.78,72.76,72.83,72.54
72.50,72.50,72.52,71.97
72.87,72.64,72.87,72.35
72.60,72.86,72.89,72.60
73.10,72.77,73.24,72.47
73.10,73.07,73.16,72.99
73.31,73.25,73.31,72.82
73.90,74.14,74.17,73.71
74.30,73.90,74.30,73.63
73.51,73.66,73.78,73.43
73.84,73.35,73.84,73.19
73.38,73.24,73.38,72.85
73.03,73.17,73.19,72.91
72.95,72.92,73.05,72.66
73.11,72.91,73.22,72.88
72.67,72.14,72.89,71.90
72.10,72.13,72.31,72.05
72.75,73.07,73.21,72.69
73.23,73.25,73.25,72.82
72.93,73.20,73.28,72.63
72.59,72.46,72.61,72.25
72.91,73.03,73.03,72.71
72.55,72.65,72.87,72.51
72.43,72.48,72.57,71.92
71.87,72.17,72.45,71.87
73.03,73.26,73.43,72.81
73.34,73.36,73.40,73.13
73.16,73.45,73.47,73.16
73.45,73.31,73.45,73.26
73.85,73.61,73.88,73.56
73.70,73.85,73.85,73.54
74.24,74.09,74.24,73.90
74.19,74.20,74.33,74.07
74.48,74.19,74.48,74.15
74.31,74.50,74.60,74.31
74.42,74.55,74.72,74.42
74.75,75.19,75.19,74.38
75.14,75.37,75.37,75.04
75.59,75.31,75.59,75.18
75.49,75.17,75.55,75.07
73.53,73.54,73.54,73.23
73.47,73.55,73.64,73.45
73.51,73.29,73.51,73.21
73.29,73.41,73.43,73.16
73.59,73.42,73.59,73.37
73.48,73.42,73.50,73.27
73.37,73.39,73.52,73.25
73.81,73.51,73.81,73.43
73.64,73.20,73.64,73.06
72.97,73.29,73.41,72.97
73.36,73.02,73.36,72.91
72.96,72.71,72.96,72.45
72.59,72.71,72.77,72.39
72.97,72.70,72.97,72.58
72.95,73.27,73.40,72.91
73.25,73.50,73.54,73.25
73.55,73.52,73.55,73.30
73.55,73.54,73.71,73.44
73.56,73.27,73.56,73.13
73.25,73.56,73.71,73.25
73.95,73.59,73.95,73.47
73.64,73.84,73.86,73.50
73.73,73.98,74.03,73.62
74.13,73.87,74.13,73.81
73.69,73.23,73.69,73.04
73.21,72.36,73.43,72.27
72.38,72.21,72.41,72.00
72.31,72.74,72.93,72.31
72.67,72.43,72.67,72.24
72.39,72.81,72.87,72.39
72.85,73.19,73.21,72.75
73.30,73.32,73.50,73.15
73.42,73.67,73.68,73.32
73.58,73.87,73.89,73.58
73.80,73.52,73.80,73.25
73.33,74.00,74.03,73.25
73.93,73.70,73.96,73.59
73.67,73.68,73.77,73.50
73.86,73.92,74.00,73.74
73.83,74.46,74.46,73.79
74.43,74.58,74.63,74.28
73.99,74.04,74.49,73.88
73.92,73.81,74.20,73.75
73.63,73.54,73.91,73.24
73.54,73.95,74.00,73.54
74.21,74.26,74.50,74.08
74.67,73.80,74.69,73.79
73.67,73.63,73.80,73.44
74.19,74.41,74.50,73.96
74.49,74.08,74.49,73.73
74.12,73.79,74.27,73.62
73.88,74.45,74.50,73.88
74.47,74.82,74.91,74.32
74.46,74.42,74.84,74.31
74.20,74.49,74.63,74.06
74.13,73.92,74.13,73.58
73.05,73.19,73.48,72.59
72.95,72.17,73.00,71.89
73.15,72.62,73.15,72.40
73.37,73.13,73.41,72.79
73.85,74.10,74.23,73.56
74.11,74.06,74.20,73.96
73.87,74.30,74.32,73.78
74.68,74.85,74.95,74.57
75.01,74.93,75.15,74.87
75.12,74.87,75.50,74.87
74.81,75.23,75.26,74.81
75.47,75.70,75.81,75.47
75.60,75.59,75.80,75.57
75.96,76.04,76.16,75.80
76.20,76.17,76.20,76.01
76.02,76.31,76.46,76.02
76.42,76.60,76.70,76.42
76.50,76.65,76.66,76.27
76.87,76.41,76.87,76.17
76.56,76.77,77.04,76.56
76.44,76.95,77.06,76.44
77.18,76.98,77.18,76.83
76.72,77.45,77.57,76.70
77.57,77.87,77.92,77.43
77.52,77.33,77.52,76.98
77.33,77.49,77.49,77.07
78.16,77.92,78.16,77.84
78.27,77.95,78.27,77.83
77.84,77.68,77.86,77.46
77.90,78.25,78.33,77.65
78.36,78.76,78.78,78.36
78.72,79.31,79.38,78.50
79.37,79.57,79.65,79.32
79.88,79.62,79.88,79.53
79.57,79.82,79.85,79.51
79.88,79.80,80.10,79.71
79.69,79.21,79.78,79.00
79.89,79.42,80.08,79.25
79.55,79.71,79.84,79.40
79.84,80.24,80.29,79.84
80.23,80.13,80.51,79.82
79.98,81.21,81.27,79.98
81.31,81.13,81.52,80.96
80.95,81.05,81.31,80.89
80.97,81.25,81.43,80.90
81.35,81.49,81.54,81.00
81.73,81.85,81.88,81.40
81.82,81.59,81.90,81.41
81.17,81.04,81.25,80.78
81.24,80.97,81.24,80.89
80.70,80.47,80.70,80.16
80.32,80.63,80.78,80.06
80.82,80.97,81.27,80.82
81.52,81.72,81.72,81.25
81.46,80.84,81.67,80.77
80.94,79.99,80.94,79.70
79.25,79.16,79.52,79.05
78.98,78.70,79.10,78.70
79.06,78.55,79.06,78.55
78.43,78.50,78.67,78.22
78.65,78.97,79.33,78.49
78.72,78.04,78.74,78.00
78.15,78.39,78.71,78.05
79.01,79.25,79.52,78.85
78.84,78.16,78.97,77.86
78.21,78.75,78.91,78.20
79.44,79.18,79.60,79.14
79.04,79.76,79.88,79.04
79.98,79.87,79.98,79.63
79.73,79.36,79.75,79.30
78.77,78.57,78.77,77.93
78.76,78.10,78.76,78.03
78.16,78.47,78.72,78.16
78.81,78.88,78.88,78.60
79.20,79.25,79.42,79.08
79.43,79.92,79.92,79.43
79.87,80.47,80.55,79.58
80.51,80.46,80.78,80.34
80.52,80.94,81.07,80.52
81.59,81.47,81.67,81.38
80.95,81.24,81.24,80.77
80.46,80.56,80.72,80.40
80.43,80.35,80.90,80.27
80.76,80.42,80.76,80.29
80.36,80.00,80.59,79.84
80.26,80.16,80.26,79.66
79.90,79.65,79.92,79.18
80.01,80.92,80.97,79.99
81.09,80.72,81.09,80.49
81.01,81.26,81.39,80.79
81.29,81.14,81.37,80.98
80.38,80.31,80.69,80.28
80.42,80.14,80.50,80.04
79.76,79.15,79.90,79.04
79.26,79.22,79.92,79.20
78.61,78.77,79.41,78.61
79.47,78.54,79.47,77.84
77.95,77.56,78.34,77.50
77.68,78.05,78.05,76.94
77.35,75.43,77.71,75.32
76.25,76.55,76.93,74.70
74.92,73.38,76.02,73.32
74.46,75.20,75.20,71.74
74.40,72.71,74.40,72.46
72.98,74.79,75.60,72.73
75.68,75.59,75.95,74.90
76.13,76.61,76.69,75.63
76.37,76.70,77.09,76.17
76.86,77.20,77.63,76.74
76.16,75.68,76.35,74.94
74.94,75.05,76.48,74.94
76.37,75.28,76.37,75.15
75.60,77.01,77.07,75.39
77.17,77.50,77.54,76.70
77.71,76.31,77.71,76.10
75.87,76.99,77.16,74.90
77.64,78.48,78.48,77.64
78.41,78.75,79.13,77.93
79.12,78.95,79.46,78.64
79.03,78.62,79.61,78.55
77.64,77.45,78.08,77.44
76.02,77.19,77.29,75.70
78.15,78.54,78.56,77.83
78.41,78.31,79.07,78.31
77.81,76.61,77.81,76.25
75.81,76.66,76.68,75.52
76.95,77.10,77.19,76.41
77.55,77.95,78.64,77.00
78.62,78.88,78.88,77.95
79.45,79.34,79.57,79.02
78.49,78.71,78.88,78.15
79.20,78.74,79.64,78.74
78.94,77.39,79.04,77.39
75.81,75.83,76.01,75.08
75.77,75.77,76.05,75.25
76.57,77.26,77.29,75.96
78.41,77.80,78.58,77.58
77.97,76.42,78.08,76.37
77.61,77.03,77.77,76.14
76.38,76.23,77.27,76.19
75.98,74.84,76.36,74.84
74.09,75.47,75.47,73.38
75.69,75.70,75.74,75.13
75.73,76.58,76.60,75.52
77.08,76.98,77.56,76.58
77.96,78.17,78.17,77.62
78.00,78.05,78.25,77.81
78.77,78.68,79.20,78.48
78.31,78.58,78.76,78.00
79.30,79.27,79.30,78.71
79.12,78.29,79.25,78.22
78.43,78.97,79.54,77.91
78.99,78.65,79.52,78.63
78.82,78.97,79.36,78.62
79.89,80.32,80.32,79.77
80.30,80.02,80.30,79.70
79.77,78.87,79.84,78.76
79.61,79.53,79.61,78.49
80.67,80.71,81.08,80.00
80.88,80.75,80.88,80.35
80.12,79.65,80.48,79.65
78.01,78.14,78.85,77.89
78.86,78.83,78.93,78.39
79.51,79.86,79.91,79.11
79.43,79.48,79.51,78.91
79.20,79.88,79.90,78.85
80.11,80.74,80.78,79.69
79.63,78.82,79.68,78.64
79.57,79.31,79.57,78.69
80.01,80.25,80.42,79.97
80.04,79.75,80.04,79.48
79.71,80.17,80.39,79.53
79.68,79.47,80.55,79.44
79.39,79.11,79.80,78.60
79.27,79.33,79.52,79.01
78.51,78.14,78.72,77.74
78.00,78.10,78.62,77.80
77.57,77.24,77.64,77.00
77.12,77.40,77.88,77.12
78.40,78.62,78.73,78.18
79.00,79.35,79.69,78.82
80.77,81.27,81.33,80.73
81.15,81.12,81.83,81.02
81.71,81.08,81.71,80.92
81.79,81.34,81.79,80.99
81.30,81.59,81.84,81.15
81.63,81.71,81.97,81.00
81.50,80.77,81.50,80.68
81.22,81.70,81.85,81.07
81.36,81.04,81.45,80.48
81.45,80.63,81.59,80.46
80.35,80.14,80.72,80.07
80.88,80.94,81.13,80.71
81.46,81.05,81.59,80.77
81.10,80.67,81.68,80.47
81.51,82.32,82.37,81.46
80.36,81.28,81.30,80.33
81.47,81.10,81.47,80.88
81.35,81.74,81.82,81.16
81.88,81.82,82.07,81.67
81.90,81.29,81.90,81.25
81.65,81.93,81.96,81.35
81.85,81.47,81.85,81.46
82.08,81.49,82.25,81.49
81.40,81.27,81.42,81.02
81.06,81.15,81.24,80.70
81.32,80.66,81.32,80.51
80.83,80.77,80.87,80.50
81.36,81.15,81.36,81.04
80.92,80.67,80.92,80.52
81.06,80.71,81.06,80.48
80.35,80.59,80.63,80.12
81.24,80.96,81.32,80.94
81.00,81.17,81.23,80.79
81.34,81.31,81.54,81.00
81.28,81.48,81.52,81.00
81.50,81.36,81.50,80.99
81.05,81.05,81.13,80.87
80.94,81.88,81.96,80.70
82.00,81.59,82.24,81.37
81.47,81.06,81.49,80.87
80.73,80.65,80.75,80.32
80.98,80.61,80.98,80.24
81.16,81.25,81.56,81.08
81.46,81.60,81.72,81.34
82.11,81.89,82.30,81.76
81.87,81.93,82.02,81.59
81.93,81.96,82.23,81.79
82.15,82.01,82.18,81.77
82.03,82.38,82.43,81.86
82.09,82.07,82.09,81.79
82.29,82.39,82.54,82.28
82.45,82.68,82.71,82.29
82.99,82.46,83.03,82.38
82.63,83.13,83.17,82.63
83.52,83.19,83.52,83.04
83.27,82.81,83.27,82.73
82.80,82.73,82.87,82.52
82.75,83.11,83.18,82.50
83.25,83.29,83.37,83.14
83.00,83.28,83.47,82.83
83.40,83.49,83.55,83.23
83.67,83.71,83.96,83.54
83.96,83.62,83.96,83.40
83.57,83.60,83.69,83.43
83.60,83.94,84.03,83.49
83.62,83.19,83.64,83.13
83.44,83.35,83.44,82.95
83.53,83.91,84.00,83.53
83.99,84.15,84.24,83.80
84.24,84.54,84.60,84.20
84.80,85.22,85.22,84.69
85.11,84.95,85.20,84.76
85.05,85.16,85.16,84.74
85.13,85.05,85.33,84.96
85.01,85.13,85.22,84.89
84.56,85.09,85.23,84.56
85.00,85.27,85.43,85.00
85.01,85.30,85.39,84.90
85.41,85.52,85.52,85.08
85.72,86.10,86.13,85.70
86.25,86.06,86.40,86.04
86.08,85.87,86.08,85.67
85.60,85.86,85.88,85.25
86.03,86.28,86.45,86.03
86.32,86.99,87.14,86.30
86.90,86.49,86.91,86.21
86.00,86.25,86.46,86.00
86.00,86.14,86.20,85.75
85.51,85.35,85.55,85.24
85.40,84.58,85.40,84.48
84.96,84.99,85.28,84.81
85.11,85.19,85.23,84.80
85.24,85.13,85.55,85.10
85.42,85.46,85.72,85.13
85.92,86.40,86.57,85.82
86.33,86.33,86.46,86.08
86.34,86.00,86.36,85.71
86.29,86.77,86.95,86.23
86.02,85.52,86.02,85.28
85.65,85.56,85.93,85.46
85.93,86.10,86.23,85.79
86.21,86.88,87.03,86.11
86.99,86.80,86.99,86.73
86.64,86.47,86.64,86.36
86.58,86.57,87.00,86.25
86.40,86.79,86.84,86.36
86.77,86.44,86.77,86.23
86.38,85.81,86.46,85.81
85.46,85.85,86.05,85.46
85.68,85.77,85.81,85.25
85.30,85.39,85.84,85.00
85.74,85.96,86.21,85.74
85.75,85.68,86.15,85.67
85.27,85.38,85.63,84.97
85.25,85.29,85.77,85.15
85.61,85.68,85.83,85.45
85.71,84.95,85.84,84.95
85.24,84.38,85.24,84.27
84.52,84.83,84.84,84.22
84.95,84.87,85.23,84.61
84.49,84.65,84.86,84.04
84.92,85.38,85.40,84.86
85.51,85.37,85.69,85.22
85.82,86.00,86.00,85.50
85.64,85.34,85.70,85.18
85.37,85.12,85.56,84.94
84.02,83.63,84.41,83.46
83.60,83.85,83.86,83.24
83.61,83.84,83.90,83.41
84.04,84.95,84.95,84.04
85.59,85.27,85.59,85.05
85.26,85.80,85.84,85.20
86.40,85.34,86.40,85.34
85.45,85.81,85.86,85.26
85.73,85.74,86.25,85.51
85.96,86.78,87.04,85.96
87.10,87.07,87.19,86.85
86.97,87.28,87.35,86.86
87.46,87.25,87.64,87.08
87.04,86.86,87.04,86.33
86.91,85.80,86.98,85.73
85.92,86.10,86.21,85.92
85.79,85.63,85.79,85.34
85.95,85.81,85.98,85.38
86.08,86.37,86.39,86.03
86.18,86.63,86.63,85.56
87.50,88.21,88.25,87.40
88.82,88.82,88.82,88.06
88.95,89.24,89.31,88.79
89.39,89.07,89.39,88.82
88.66,88.92,88.98,88.64
88.84,88.75,88.90,88.44
89.05,88.77,89.11,88.59
89.00,88.73,89.00,88.31
88.70,88.55,88.82,88.21
88.91,89.53,89.56,88.67
89.57,89.08,89.57,89.03
89.50,89.43,89.59,88.74
89.50,89.51,89.52,89.26
89.73,89.31,89.73,89.00
88.90,88.75,88.96,88.45
88.01,87.93,88.13,87.67
87.82,87.60,88.10,87.15
88.03,87.62,88.03,87.46
88.77,89.12,89.25,88.77
89.42,90.22,90.49,89.08
90.25,90.63,90.68,90.06
91.20,90.39,91.20,90.35
90.59,89.69,90.59,89.61
89.44,89.16,89.62,88.78
90.30,90.59,90.65,90.30
90.75,90.42,91.01,90.40
90.53,89.97,90.79,89.97
89.87,90.55,90.68,89.85
90.60,90.21,90.64,90.14
90.30,90.18,90.30,89.85
90.31,90.16,90.31,89.92
90.67,90.50,90.67,90.30
90.53,90.66,90.81,90.41
90.50,90.84,90.86,90.22
91.00,90.95,91.03,90.78
90.95,90.91,90.99,90.61
91.13,90.50,91.26,90.49
90.42,90.22,90.50,90.05
90.17,89.54,90.17,89.53
89.50,90.28,90.44,89.40
90.48,90.39,90.66,90.25
90.41,90.60,90.83,90.25
90.75,90.44,90.78,90.37
90.35,89.98,90.35,89.93
90.41,90.15,90.61,90.09
90.18,90.52,90.75,90.00
90.58,90.30,90.64,90.26
90.75,91.53,91.53,90.75
91.58,90.89,91.58,90.70
90.71,90.77,91.00,90.60
90.88,90.57,90.88,90.50
90.76,90.08,90.80,90.04
90.10,91.58,91.70,90.10
91.69,91.02,91.69,90.83
91.00,91.12,91.30,90.77
91.28,91.66,91.78,91.15
91.76,91.94,92.15,91.56
91.83,92.37,92.42,91.80
92.66,92.04,92.69,91.99
91.96,92.24,92.36,91.70
92.28,91.59,92.57,91.56
91.55,91.52,91.96,91.50
91.82,91.88,92.09,91.42
91.82,91.58,91.82,91.20
91.70,92.20,92.53,91.70
92.69,92.29,92.73,91.94
92.65,92.53,92.84,92.07
92.99,92.94,93.13,92.77
93.21,93.21,93.43,92.95
93.20,92.95,93.20,92.86
93.09,92.05,93.09,92.02
92.15,91.74,92.36,91.63
92.23,91.43,92.23,91.43
91.67,91.56,92.02,91.38
91.73,92.07,92.14,91.50
92.39,92.39,92.40,92.07
92.44,92.76,93.06,92.44
92.65,92.43,92.65,92.20
92.35,91.24,92.35,91.09
91.34,91.27,91.34,90.65
90.69,90.08,90.69,89.75
90.18,90.03,90.43,89.89
90.73,90.61,90.85,90.24
90.65,90.31,90.65,90.01
90.55,90.61,91.07,90.18
90.88,90.75,91.09,90.67
91.01,90.19,91.09,90.15
89.70,90.02,90.16,89.58
90.07,90.61,90.91,90.07
90.26,89.59,90.26,89.21
89.59,88.62,89.77,88.62
88.18,88.67,89.23,88.12
88.87,88.62,88.91,88.50
88.52,88.57,89.24,88.49
88.79,87.65,88.79,87.43
87.44,87.55,87.57,86.95
87.61,88.15,88.22,87.31
89.22,89.63,89.63,88.69
89.65,89.84,89.86,89.31
89.89,90.11,90.11,89.69
90.64,91.34,91.35,90.50
91.21,90.78,91.21,90.50
90.78,90.80,91.31,90.73
90.69,91.67,91.68,90.52
92.15,92.09,92.24,91.65
91.96,92.33,92.48,91.91
92.68,92.12,92.68,92.05
92.00,91.97,92.22,91.89
92.16,92.06,92.55,91.69
92.07,92.16,92.38,92.02
92.41,92.74,92.76,92.34
92.54,92.60,92.90,92.54
92.90,92.83,93.37,92.63
92.95,92.56,93.00,92.45
92.57,92.34,92.81,92.22
92.34,92.19,92.52,92.08
92.39,92.40,92.58,92.11
92.58,92.50,92.61,91.83
92.63,91.60,92.63,91.59
89.26,89.50,89.50,88.91
89.00,88.58,89.03,88.05
88.39,88.28,88.39,88.15
88.27,87.61,88.31,87.47
87.63,87.71,87.86,87.09
87.50,86.99,87.68,86.81
86.81,87.90,87.92,86.55
89.58,90.21,90.21,89.16
90.24,90.04,90.25,89.80
90.02,90.34,90.45,89.91
90.30,89.68,90.30,89.47
89.66,89.48,89.66,89.27
89.87,89.72,89.89,89.54
89.96,90.24,90.25,89.76
90.17,90.48,90.58,90.17
90.57,90.90,90.94,90.54
90.70,91.20,91.27,90.57
91.15,91.08,91.21,91.00
91.38,91.76,91.98,91.31
92.00,92.10,92.12,91.50
92.14,92.09,92.17,91.77
92.03,92.05,92.10,91.87
92.20,92.35,92.50,92.15
92.81,92.81,92.85,92.60
93.06,92.88,93.06,92.60
92.99,93.35,93.48,92.81
93.39,93.18,93.47,93.08
93.13,93.08,93.32,93.02
93.54,93.80,93.83,93.49
93.48,92.99,93.48,92.87
93.57,94.01,94.24,93.53
93.87,94.18,94.19,93.72
94.38,94.53,94.56,93.91
94.81,94.49,94.87,94.33
94.59,94.42,94.59,94.28
94.51,94.34,94.51,94.20
94.48,94.43,94.51,94.14
94.60,94.64,94.95,94.51
94.79,94.80,94.99,94.40
95.17,95.80,95.81,95.02
96.00,95.55,96.08,95.53
95.44,95.78,95.93,95.21
96.00,96.24,96.24,95.77
96.69,95.00,96.76,94.99
95.30,95.25,95.48,94.75
95.25,95.95,96.17,95.00
95.97,95.97,96.56,95.93
95.67,96.25,96.28,95.32
96.32,96.93,96.93,96.00
97.36,97.24,97.39,97.02
97.41,97.12,97.47,97.00
97.25,97.12,97.31,97.04
97.49,97.40,97.60,96.90
97.55,97.41,97.56,97.31
97.67,97.31,97.67,97.19
97.49,97.55,97.64,97.23
97.61,97.93,98.00,97.61
97.65,97.52,97.68,97.34
97.00,97.25,97.56,96.57
97.45,97.97,97.98,97.40
98.16,98.94,99.04,98.16
98.82,98.65,99.01,98.46
98.85,99.50,99.61,98.80
99.89,99.45,100.00,99.18
99.70,100.40,100.40,99.70
100.15,100.24,100.24,99.74
100.21,100.73,100.77,100.02
100.75,100.62,100.77,100.26
101.03,101.60,101.74,100.90
101.90,100.43,101.90,100.19
100.59,100.98,101.08,100.53
100.44,100.31,100.44,99.86
100.50,101.37,101.37,100.00
101.62,101.22,101.64,100.95
101.62,102.12,102.20,101.46
102.24,102.54,102.94,102.16
102.25,102.92,102.94,102.17
102.80,101.26,102.80,101.25
102.05,102.97,103.01,101.83
102.47,102.11,102.77,101.71
102.31,101.98,102.50,101.72
102.25,103.55,103.61,102.25
103.74,103.84,103.99,103.02
104.20,104.70,104.72,103.37
104.51,103.10,104.53,103.10
103.44,103.51,103.81,103.19
103.40,103.52,103.78,103.36
103.65,103.82,103.94,103.50
103.90,103.68,103.90,103.21
103.48,103.42,104.21,103.30
103.75,103.84,104.21,103.25
104.86,104.40,104.86,104.07
104.42,103.63,104.42,103.57
104.00,104.45,104.48,103.75
104.45,104.59,104.60,104.21
104.60,103.94,104.81,103.79
104.02,104.53,104.53,103.93
104.29,104.70,104.96,104.25
104.86,105.92,105.92,104.84
105.82,106.93,107.13,105.67
106.70,106.28,106.93,106.12
106.49,106.51,106.54,105.81
106.49,105.60,106.49,105.47
105.78,105.55,105.87,104.88
105.71,105.30,106.77,105.00
104.58,104.93,105.21,104.18
105.00,105.73,105.85,104.92
106.59,106.09,107.05,105.79
105.73,104.21,105.73,103.99
104.25,103.82,104.63,103.80
103.68,101.97,103.68,101.97
102.05,103.02,103.02,101.02
103.20,102.98,103.70,102.31
102.81,101.87,102.84,101.82
101.85,102.34,102.34,101.15
102.77,103.64,103.90,102.77
103.88,103.72,104.00,103.23
102.99,103.41,104.05,102.75
104.00,103.01,104.20,102.96
102.98,104.07,104.17,102.61
104.07,103.75,104.59,103.50
104.23,104.59,105.06,103.95
104.70,105.09,105.18,104.40
105.19,103.10,105.26,103.10
