VDC,Vanguard Consumer Staples ETF - DNQ,NASDAQ
131.14,131.37,131.38,130.92
131.40,133.22,133.37,131.40
133.00,132.87,133.39,132.65
133.03,134.68,134.74,133.03
134.35,135.16,135.32,134.35
135.28,135.66,136.00,135.16
134.89,133.35,135.25,133.01
133.32,134.02,134.33,132.95
134.37,134.71,134.78,134.11
134.85,134.97,135.15,134.60
134.82,134.79,134.87,134.33
134.81,134.79,135.44,134.79
134.60,134.57,134.79,134.30
134.38,134.81,134.87,134.38
134.78,134.82,135.06,134.69
134.85,134.08,134.92,134.00
134.10,134.56,134.68,134.10
134.72,133.99,134.72,133.69
134.47,134.43,134.48,133.76
134.67,134.64,135.16,134.60
134.63,134.88,135.06,134.16
134.83,134.83,135.11,134.25
134.48,133.93,134.48,133.78
133.82,133.20,133.91,133.04
133.16,133.48,133.66,133.06
133.29,133.44,133.53,133.12
133.33,133.42,133.49,133.12
